date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c),value_of_product_lost_(d)
10/28/06,HL,PAOLA,KS,MIAMI,MATERIAL/WELD/EQUIP FAILURE,THREADS STRIPPED BROKEN PIPE COUPLING,0,0,$33330,5,0,$330
10/18/06,HL,KANSAS CITY,KS,WYANDOTTE,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$10500,4,2,$500
08/21/06,HL,CORALVILLE,IA,JOHNSON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$6615,0,0,$15
07/15/06,HL,HAVEN,KS,RENO,CORROSION,EXTERNAL,0,0,$55075,0,0,$75
07/11/06,HL,DRUMRIGHT,OK,CREEK,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$662,3,0,$0
06/26/06,HL,RAYMOND,MN,KANDIYOHI,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$15415,0,0,$15
06/13/06,HL,BARNSDALL,OK,OSAGE,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$50000,16,16,$1800
05/26/06,HL,SIOUX CITY,IA,WOODBURY,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$13747,3,0,$500
04/23/06,HL,KANSAS CITY,KS,WYANDOTTE,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$1600,3,0,$250
03/17/06,HL,EL DORADO,KS,BUTLER,CORROSION,INTERNAL,0,0,$132500,100,0,$500
02/27/06,HL,FRANKLIN PARK,IL,COOK,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$8520,0,0,$20
02/24/06,HL,OLATHE,KS,JOHNSON,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$9000,0,0,$0
02/04/06,HL,MINNEAPOLIS,MN,HENNEPIN,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$12060,0,0,$60
01/13/06,HL,INDEPENDENCE,KS,MONTGOMERY,CORROSION,EXTERNAL,0,0,$5403581,3215,2219,$187832
