date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c),value_of_product_lost_(d)
04/02/08,HL,MONT BELVIEU,TX,CHAMBERS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$42,1,1,$42
03/25/08,HL,GREENLEAF,KS,WASHINGTON,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$60030,0,0,$30
03/22/08,HL,BENNETT,IA,CEDAR,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$4940,2,2,$100
03/11/08,HL,MORRIS,IL,GRUNDY,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$1300,2,2,$600
02/17/08,GG,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$335000,N/A,N/A,$15000
01/27/08,HL,COLDWATER,KS,COMANCHE,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$289000,10,10,$1000
01/17/08,HL,MONT BELVIEU,TX,CHAMBERS,CORROSION,UNSPECIFIED CORROSION,0,0,$6145,4,4,$160
12/30/07,HL,DUBUQUE,IA,DUBUQUE,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,0,0,$208200,100,100,$127000
12/24/07,HL,DAYTON,TX,LIBERTY,CORROSION,EXTERNAL,0,0,$2017406,29,29,$2071
11/30/07,HL,PERRYTON,TX,OCHILTREE,MATERIAL/WELD/EQUIP FAILURE,FILLET WELD,0,0,$133150,2,2,$150
11/01/07,HL,HOUSTON,TX,HARRIS,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$765,0,0,$65
10/11/07,HL,LAMESA,TX,MARTIN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$750,3,3,$500
10/03/07,HL,MONT BELVIEU,TX,CHAMBERS,ALL OTHER CAUSES,UNKNOWN,0,0,$126,5,5,$126
10/02/07,HL,LAMESA,TX,MARTIN,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$1250,7,7,$1000
09/14/07,HL,HUTCHINSON,KS,RENO,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$40250,1,1,$50
09/11/07,HL,ENGLEWOOD,KS,CLARK,MATERIAL/WELD/EQUIP FAILURE,THREADS STRIPPED BROKEN PIPE COUPLING,0,0,$1465300,6000,6000,$790300
08/27/07,GG,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$199223,N/A,N/A,$1923
07/08/07,HL,EL DORADO,KS,BUTLER,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$15100,1,1,$100
06/28/07,HL,HANKAMER,TX,LIBERTY,CORROSION,EXTERNAL,0,0,$127060,170,170,$14415
05/30/07,GG,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$401700,N/A,N/A,$1700
05/15/07,GG,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$0,N/A,N/A,$0
03/29/07,HL,YUTAN,NE,SAUNDERS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$684240,1725,1697,$111250
03/19/07,HL,ASHLAND,KS,CLARK,CORROSION,EXTERNAL,0,0,$54010,0,0,$10
03/06/07,HL,EL DORADO,KS,BUTLER,CORROSION,EXTERNAL,0,0,$30250,5,5,$250
02/06/07,GG,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$226999,N/A,N/A,$2086
02/02/07,GG,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$229272,N/A,N/A,$4359
01/09/07,HL,ARLINGTON,NE,WASHINGTON,CORROSION,EXTERNAL,0,0,$79003,0,0,$3
01/02/07,HL,,AL,MOBILE,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$51800,20,20,$800
12/18/06,GG,OFFSHORE,OCS,,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$149887,N/A,N/A,$2300
11/25/06,GT,MIRANDO CITY,TX,WEBB,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$225000,N/A,N/A,$25000
11/03/06,HL,TAFT,TX,SAN PATRICIO,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$59803,0,0,$0
10/25/06,HL,CLAY CENTER,KS,CLAY,CORROSION,EXTERNAL,0,2,$740000,4513,4513,$190000
08/22/06,HL,MORRIS,IL,GRUNDY,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$481773,5,5,$132000
08/16/06,HL,HUTCHINSON,KS,RENO,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,0,0,$118100,2,2,$100
07/28/06,HL,ONAWA,IA,MONONA,MATERIAL/WELD/EQUIP FAILURE,FILLET WELD,0,0,$87670,0,0,$370
06/29/06,HL,CORPUS CHRISTI,TX,NUECES,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,0,0,$29005,1,1,$49
06/23/06,HL,EUNICE,NM,LEA,CORROSION,EXTERNAL,0,0,$374900,484,484,$116900
05/23/06,HL,VALLEY,NE,DOUGLAS,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$167100,2,2,$100
05/16/06,HL,ATMORE,AL,ESCAMBIA,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$70984,400,400,$18984
04/27/06,HL,COLDWATER,KS,KIOWA,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$163050,1,1,$50
04/05/06,HL,ASHLAND,NE,SAUNDERS,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$55620,0,0,$20
01/05/06,GG,OFFSHORE,OCS,,ALL OTHER CAUSES,UNKNOWN,0,0,$300000,N/A,N/A,$10000
