id,furn_type,address,permit_issued,installed,lat,lon
1,Shelter ,1305 Vermont  NB Vermont NS Pico,Yes,,34.0469479,-118.2917702
2,Shelter ,1438 Washington Bl  EB Washington Bl NS New England St,Yes,,34.0398456,-118.2877587
3,Shelter ,1459 Alvarado Terrace NB Alvarado St FS Hoover St,Yes,,34.0450396,-118.283512
4,Shelter ,1307 Alvarado St  NB Hoover St FS Alvarado St,Yes,,34.0470821,-118.283373
5,Shelter ,2201 Pico Bl  SB Hoover St NS Pico Bl,Yes ,Yes,34.0476112,-118.2845874
6,Shelter ,2202 Pico BL  EB Pico NS Hoover St,Yes,,34.0470926,-118.2844278
7,Shelter ,1266 Hoover St  WB Pico Bl NS Hoover St,Yes ,Yes,34.0479738,-118.2841637
8,Shelter ,2100 Pico Bl  EB Pico Bl NS Alvarado St,Yes,,34.0472247,-118.2826652
9,Shelter ,2012 Pico Bl  WB Pico Bl NS Alvarado St,Yes,,34.0468014,-118.2817634
10,Shelter ,1566 Pico Bl  EB Pico Bl FS Union,Yes,,34.0441584,-118.2764975
11,Shelter ,1200 Hoover Ave  NB Hoover Av NS 12th St,Yes,,34.0497196,-118.2841718
12,Shelter ,1605 Hoover St  EB Venice Bl NS Hoover St,Yes ,Yes,34.0436186,-118.2841871
13,Shelter ,NB Vermont Av FS Venice Bl,Yes,,34.0442243,-118.291601
14,Shelter ,1200 Washington Bl NB Hoover NS Washington,Yes,,34.0388532,-118.2826629
15,Shelter ,EB Washington Bl NS Oak St,Yes,,34.0369676,-118.2777151
16,Shelter ,WB Washington Bl NS Union Ave,Yes,,34.0385264,-118.2811579
17,Shelter ,1116 W. Venice Bl  EB Washington Bl NS Union Ave,Yes,,34.041424,-118.2810612
18,Shelter ,1044 W. Venice Bl  NB Union Av NS Venice Bl,Yes,,34.041424,-118.2810612
19,Shelter ,1051 Venice Bl  WB Venice Bl NS Union Av,Yes,,34.0415215,-118.278343
20,Shelter ,112 Venice Bl  EB Venice Bl NS Union Av,Yes,,34.0338913,-118.2630861
21,Shelter ,1400 Pico Bl  EB Pico Bl NS Albany St,Yes,,34.0431556,-118.274417
22,Shelter ,1535 Hoover St  SB Hoover St NS Venice Bl,Yes,,34.0443213,-118.2842036
23,Shelter ,1920 West Venice  EB Venice NS Midway (Loyola High),Yes,,34.0440303,-118.2981566
24,Shelter ,2011 Venice Bl  SB Normandie Av NS Venice,Yes,,34.044067,-118.3006004
25,Shelter ,1586 Washington Bl  NB Vermont Av NS Washington,Yes ,Yes,34.0399952,-118.2912614
26,Shelter ,1586 EB Washington Bl FS Vermont Av,Yes ,Yes,34.0399952,-118.2912614
27,Shelter ,WB Washington Bl NS Normandie,Yes ,Yes,34.0399754,-118.3003454
28,Shelter ,SB Normandie Ave NS Washington Bl,Yes,,34.0399754,-118.3003454
29,Shelter ,NB Normandie Av NS Venice Bl,Yes ,Yes,34.0437449,-118.3004205
30,Shelter ,WB Venice Bl NS Normandie Ave,Yes,,34.0437449,-118.3004205
31,Shelter ,1901 Venice Bl WB Venice Bl NS Midway (Loyola HS),Yes ,Yes,34.04492,-118.2966467
32,Shelter ,2773 Pico Bl WB Pico NS Normandie Ave,Yes,,34.047528,-118.299784
33,Shelter ,1324 Normandie Ave  NB Normandie Av NS Pico Bl,Yes ,Yes,34.0457607,-118.2995755
34,Shelter ,SB Normandie Ave FS Pico Bl,Yes ,Yes,34.0472264,-118.3000267
35,Shelter ,EB Venice Bl NS Vermont Ave,Yes ,Yes,34.0442243,-118.291601
36,Shelter ,1367 Venice Bl WB Venice Bl NS Courtland Ave,Yes,,34.0437373,-118.2834106
37,Shelter ,2506 Pico Bl EB Pico Bl NS Vermont,Yes,,34.0470928,-118.2919162
38,Shelter ,1603 Venice Bl WB Venice Bl NS Westmoreland Ave,Yes,,34.0442611,-118.2888383
39,Shelter ,2585 Olympic Bl  WB Olympic Bl NS Elden Ave,Yes ,Yes,34.0526351,-118.2874573
40,Shelter ,1912 Pico Bl EB Pico Bl NS Bonnie Brae St,Yes,,34.0461531,-118.2806785
41,Shelter ,2101 W. Olympic Bl  SB Alvarado St NS Olympic Bl,Yes ,Yes,34.0520574,-118.2801032
42,Shelter ,2500 Pico SB Vermont FS Pico,Yes,,34.0471071,-118.2918348
43,Shelter ,1620 Venice Bl EB Venice Bl NS Westmoreland Ave,Yes,,34.0440169,-118.289471
44,Shelter ,2411 W. Olympic Bl WB Olympic Bl NS Hoover,Yes ,Yes,34.0526575,-118.2837843
45,Shelter ,2500 Olympic Bl SB Hoover St FS Olympic Bl,Yes,,34.0519953,-118.2845331
46,Shelter ,997 Vermont SB Vermont NS Olympic Bl,Yes,,34.0527032,-118.2916443
47,Shelter ,2500 W. Olympic Bl (EB Olympic NS Hoover),Yes ,Yes,34.0519953,-118.2845331
48,Shelter ,1417 Washington Bl WB Washington Bl NS New England St,Yes,,34.04028,-118.2870979
49,Shelter ,1729 W. Olympic Bl  WB Olympic Bl NS Burlington Ave,Yes ,Yes,34.0501038,-118.2761873
50,Shelter ,NB Ave 26 FS Iedll,Yes,,34.0522342,-118.2436849
51,Shelter ,NB Figueroa St FS Ave 50,Yes,,34.1049716,-118.2021592
52,Shelter ,SB Figueroa St NS Ave 45,Yes,,34.0959275,-118.2073255
53,Shelter ,2890 Pico EB Pico Bl NS Ardmore Ave,Yes ,Yes,34.0471891,-118.3027546
54,Shelter ,2921 Pico Bl WB Pico Bl NS Harvard Bl,Yes,,34.0474526,-118.3038858
55,Shelter ,1201 Broadway WB Broadway NS Bishops,Yes ,Yes,34.0381453,-118.2604936
56,Shelter ,SB Broadway NS Cesar E. Chavez,Yes ,Yes,34.0585244,-118.2402534
57,Shelter ,WB Cesar Chavez FS Broadway,Yes ,Yes,34.0585244,-118.2402534
58,Shelter ,WB Cesar Chavez FS Broadway,Yes ,Yes,34.0585244,-118.2402534
59,Shelter ,722 S. Bixel St  EB 7th St FS Bixel St,Yes ,Yes,34.0501049,-118.264067
60,Shelter ,2316 San Fernando Rd  SB San Fernando Rd NS Verdugo Rd.,Yes,,34.104994,-118.239194
61,Shelter ,SB Eagle Rock Bl NS Verdugo Rd,Yes ,Yes,34.1183078,-118.2327173
62,Shelter ,942 N Broadway NB Broadway FS College St,Yes ,Yes,34.064974,-118.2365045
63,Shelter ,531 W College St  SB Hill St NS College,Yes,,34.0650737,-118.2391378
64,Shelter ,888 N. Hill St.  NB Hill St NS College,Yes ,Yes,34.063782,-118.238615
65,Shelter ,984 N. Broadway NB Broadway NS Bernard St,Yes ,Yes,34.066457,-118.2358121
66,Shelter ,303 S. Loma Av  EB 3rd St NS Loma Dr,Yes ,Yes,34.1245938,-118.2558547
67,Shelter ,1700 W. 6th ST  EB 6th St NS Union Av,Yes,,34.0569633,-118.2704507
68,Shelter ,1900 W. 6th St EB 6th St NS Bonnie Brae St,Yes ,Yes,34.0584364,-118.2729575
69,Shelter ,2401 W. 6th St. WB 6th St NS Park View ST,Yes,,34.06134,-118.2780649
70,Shelter ,1401 W. 6th St  WB 6th St FS Valencia St,Yes,,34.0567093,-118.266973
71,Shelter ,1200 W. Wilshire Bl  EB Wilshire Bl FS Wimer St,Yes,,34.0526919,-118.2653529
72,Shelter ,2300 Wilshire Bl WB Wilshire Bl NS Park View St,Yes ,Yes,34.0579912,-118.2759496
73,Shelter ,600 S. Park View St.  WB 7th St NS Park View St,Yes,,34.0597809,-118.2794123
74,Shelter ,WB 7th St FS Alvarado St,Yes,,34.0564586,-118.2768395
75,Shelter ,1600 W. 7th ST  EB 7th St NS Union Ave,Yes,,34.0538185,-118.2715427
76,Shelter ,1200 W. 7th St. EB 7th St NS Lucas Ave,Yes ,Yes,34.0512242,-118.266117
77,Shelter ,700 S. Garland Ave WB 8th NS Garland Ave,Yes ,Yes,34.0516926,-118.2663156
78,Shelter ,2100 W. 8th St WB 8th St FS Alvarado St,Yes,,34.0548618,-118.2778395
79,Shelter ,2426 W. 8th St  EB 8th St NS Park View St,Yes ,Yes,34.056216,-118.2818272
80,Shelter ,847 S. Alvarado St  SB Alvarado St NS James M. Wood Bl,Yes,,34.05378,-118.2789708
81,Shelter ,1500 Venice BlEB Venice Bl NS Magnolia Av,Yes ,Yes,33.9960748,-118.4478614
82,Shelter ,1500 Adams Bl  WB Adams NS Budlong Ave,Yes ,Yes,34.032421,-118.294461
83,Shelter ,SB Figueroa St NS Cypress Ave,Yes,,34.0864321,-118.2190399
84,Shelter ,3810 N. Figueroa St  NB Figueroa St NS Pasadena St,Yes ,Yes,34.090375,-118.2116518
85,Shelter ,4228 N. Figueroa St  NB Figueroa St NS Ave 43,Yes ,Yes,34.0941388,-118.2084521
86,Shelter ,NB Figueroa St NS Sycamore Dr,Yes,,34.1018882,-118.2031669
87,Shelter ,300 S. Alvarado St. NB Alvarado NS 3rd St.,Yes ,Yes,34.062615,-118.272445
88,Shelter ,650 S. Alvarado St. NB Alvarado St. NS Wilshire,Yes,,34.0575384,-118.2756459
89,Shelter ,700 S. Alvarado NB Alvarado NS 7th St.,Yes ,Yes,34.0564514,-118.2768228
90,Shelter ,600 S. Alvarado SB Alvarado NS 7th,Yes ,Yes,34.0591415,-118.274719
91,Shelter ,SB Alvarado St. NS 8th St.,Yes,,34.0548755,-118.2778305
92,Shelter ,800 S. Alvarado NB Alvarado NS 8th St.,Yes,,34.0545268,-118.2774869
93,Shelter ,906 S. Alvarado  NB Alvarado St. NS James Woods Bl.,Yes,,34.0530228,-118.278607
94,Shelter ,1000 S. Alvarado St. NB Alvarado St. NS Olympic Bl,Yes,,34.0516958,-118.2798103
95,Shelter ,1100 Avarado St. NB Alvarado St. NS 11th,Yes ,Yes,34.0498486,-118.2803431
96,Shelter ,1147 S. Alvarado  SB Alvarado NS 12th,Yes,,34.0491436,-118.2819185
97,Shelter ,1300 S. Alvarado St. SB Alvarado NS Hoover,Yes,,34.0460107,-118.2834688
98,Shelter ,1500 W. Cypress  SB Cypress FS Elm St.,Yes ,Yes,34.0979364,-118.2321354
99,Shelter ,13730 Riverside Dr SB Woodman FS Riverside Dr.,Yes ,Yes,34.1569007,-118.4320016
100,Shelter ,13645 Riverside Dr NB Woodman FS Riverside Dr.,Yes ,Yes,34.1580541,-118.4307348
101,Shelter ,13827 Riverside Dr WB Riverside Dr. NS Ranchito,Yes ,Yes,34.157911,-118.434544
102,Shelter ,5556 Sepulveda Bl EB Burbank Bl FS Sepulveda,Yes ,Yes,34.171852,-118.465753
103,Shelter ,6780 Vineland Ave (on Vanowen),Yes,,34.1937367,-118.369848
104,Shelter ,6804 Vineland NB Vineland Ave FS Vanowen,Yes ,Yes,34.1942826,-118.3698639
105,Shelter ,7200 Vineland NB Vineland Ave FS Sherman Wy,Yes ,Yes,34.2016482,-118.3698816
106,Shelter ,6801 Woodman Ave SB Woodman NS Vanowen,Yes,,34.1941243,-118.43175
107,Shelter ,13100 Victory Bl. EB Victory NS Ethel Ave,Yes ,Yes,34.1864362,-118.4184333
108,Shelter ,13103 Victory Bl. WB Victyory Bl FS Ethel Ave,Yes ,Yes,34.186963,-118.418472
109,Shelter ,6400 Laurel Cyn NB Laurel Canyon Bl FS Victory Bl,Yes ,Yes,34.1870014,-118.3959319
110,Shelter ,8496 Glenoaks NB Glenoaks NS Nettleton St,Yes ,Yes,34.225102,-118.361287
111,Shelter ,4755 Radford EB Riverside Dr NS Radford,Yes,,34.157281,-118.392326
112,Shelter ,WB Burbank Bl FS Bellaire,Yes,,34.172134,-118.4094182
113,Shelter ,EB Burbank Bl NS Bellaire,Yes,,34.172134,-118.4094182
114,Shelter ,11200 Victory EB Victory Bl NS Fair,Yes,,34.18638,-118.374873
115,Shelter ,EB Foothill Bl NS McVine,Yes,,34.2596822,-118.3113822
116,Shelter ,10853 Victory  WB Victory Bl NS Cleon,Yes,,34.187,-118.3678378
117,Shelter ,NB San Fernando Rd NS Arvilla,Yes,,34.2105028,-118.3563221
118,Shelter ,11300  & 11322 Ventura Bl  EB Ventura Bl NS Eureka,Yes ,Yes,34.1405514,-118.3782574
119,Shelter ,4434 Laurel Cyn  NB Laurel Canyon FS Moorpark,Yes ,Yes,34.1510003,-118.3964781
120,Shelter ,4444 Van Nuys Blvd NB Van Nuys Blvd FS Moorpark St,Yes,,34.1520999,-118.4483279
121,Shelter ,12901  Sherman Way SB Coldwater Canyon NS Herman Way,Yes ,Yes,34.2015395,-118.4162314
122,Shelter ,12900  Sherman Way EB Sherman Way NS Coldwater Cyn,Yes ,Yes,34.2012229,-118.4159795
123,Shelter ,7019 Coldwater Cyn SB Coldwater FS Vose,Yes,,34.198101,-118.414157
124,Shelter ,14072 Van Owen  EB Vanowen FS Hazeltine,Yes ,Yes,34.0522342,-118.2436849
125,Shelter ,12512 Victory Bl  EB Victory NS Whitsett,Yes ,Yes,34.186342,-118.405816
126,Shelter ,11900 Victory  EB Victory NS Radford,Yes,,34.1866499,-118.3921501
127,Shelter ,6402 Radford Ave  WB Victory NS Radford,Yes,,34.186894,-118.391819
128,Shelter ,6400 Tujunga  WB Victory NS Tujunga,Yes,,34.1868967,-118.3789364
129,Shelter ,12460 Oxnard  EB Oxnard FS Whitsett,Yes ,Yes,34.1791119,-118.4050597
130,Shelter ,13101 Oxnard  WB Oxnard FS Ethel Ave,Yes,,34.1797169,-118.418351
131,Shelter ,1300 Oxnard St  EB Oxnard St FS Ethel,Yes ,Yes,34.179403,-118.420345
132,Shelter ,13200 Oxnard St  EB Oxnard FS Fulton Ave,Yes,,34.1793863,-118.4204158
133,Shelter ,5575 Woodman  SB Woodman FS Burbank,Yes ,Yes,34.1717986,-118.4315373
134,Shelter ,5800 Fulton WB Burbank FS Ethel,Yes ,Yes,34.1757062,-118.4201438
135,Shelter ,12500 Burbank  WB Burbank FS Whitsett,Yes ,Yes,34.1719176,-118.4054943
136,Shelter ,5600 Laurel Cyn  WB Burbank NS Laurel Cyn,Yes,,34.1723256,-118.396044
137,Shelter ,9200 Sunland Blvd.  SB Sunland FS Tuxford,Yes,,34.2359554,-118.3673584
138,Shelter ,8900 N. Sunland Bl  NB Sunland Bl NS Penrose,Yes,,34.2307547,-118.3665022
139,Shelter ,12400 Sherman Way  WB Sherman Way NS Whitsett,Yes ,Yes,34.2011354,-118.4034481
140,Shelter ,13100 Sherman Way  EB Sherman Way NS Ethel Ave,Yes ,Yes,34.2011774,-118.418158
141,Shelter ,12500 Vanowen St  WB Vanowen St. FS Whitsett Ave,Yes,,34.1934838,-118.405621
142,Shelter ,8801 Coldwater Cyn  SB Coldwater Cyn NS Vanowen,Yes ,Yes,34.1941454,-118.4139446
143,Shelter ,13100 Vanowen St.  EB Vanowen St NS Ethel Ave,Yes,,34.193616,-118.418511
144,Shelter ,EB Vanowen St NS Fulton Ave,Yes,,34.1939428,-118.4225263
145,Shelter ,12100 Riverside Dr.  EB Riverside Dr. NS Laurel Canyon Bl,Yes ,Yes,34.1576032,-118.3964937
146,Shelter ,12502 Riverside Dr.  EB Riverside Dr. NS Whitsett,Yes ,Yes,34.1573416,-118.4055268
147,Shelter ,13300 Riverside Dr.  EB Riverside Dr. NS Fulton Ave,Yes ,Yes,34.1573666,-118.4228564
148,Shelter ,13300 Moorpark St.  WB Moorpark St FS Fulton,Yes ,Yes,34.1501863,-118.4226882
149,Shelter ,NB Coldwater Cyn Ave NS Roscoe Blvd,Yes,,34.2216721,-118.4144001
150,Shelter ,11500 Vanowen St.  EB Vanowen St. FS Beck Ave,Yes,,34.1939276,-118.3823298
151,Shelter ,11354 Vanowen St.  EB Vanowen St. FS Tujunga Ave.,Yes,,34.193611,-118.378683
152,Shelter ,11300 Vanowen St. WB Vanowen St NS Tujunga,Yes,,34.1934825,-118.3770189
153,Shelter ,6804 Vineland NB Vineland Ave FS Vanowen,Yes,,34.1942826,-118.3698639
154,Shelter ,6600 Vineland  SB Vineland Ave NS Kittridge,Yes,,34.1903182,-118.37031
155,Shelter ,109945 Victory Bl  NB Vineland Ave FS Victory,Yes ,Yes,34.1866883,-118.372499
156,Shelter ,11000 Victory Blvd SB Vineland Ave FS Victory Blvd,Yes,,34.1863264,-118.3707864
157,Shelter ,11011 Victory Blvd WB Victory Blvd FS Vineland Ave,Yes,,34.186938,-118.3707879
158,Shelter ,6005 Vinland Ave  SB Vineland Ave NS Oxnard St,Yes,,34.1799172,-118.3705595
159,Shelter ,6005 Vineland Ave WB Oxnard St FS Vineland Ave,Yes,,34.1799172,-118.3705595
160,Shelter ,11140 Oxnard St.  EB Oxnard St. FS Fair Ave,Yes,,34.179129,-118.374485
161,Shelter ,11211 Vanowen St WB Vanowen St FS Fair Ave,Yes,,34.194211,-118.3751278
162,Shelter ,5200 Sepulveda BL  NB Sepulveda Bl FS Magnolia,Yes,,34.1648517,-118.4661422
163,Shelter ,5161 Sepulveda Bl.  SB Sepulveda Bl. FS Magnolia,Yes,,34.1641987,-118.4662699
164,Shelter ,15200 W. Magnolia Bl EB Magnolia FS Sepulveda,Yes,,34.164566,-118.46416
165,Shelter ,5810 Sepulveda Blvd NB Sepulveda Blvd FS Hatteras St,Yes,,34.1762706,-118.4655944
166,Shelter ,5711 Sepulveda Bl  SB Sepulveda FS Hatteras,Yes ,Yes,34.174762,-118.4666606
167,Shelter ,14850 Oxnard St EB Oxnard St FS KeSter,Yes,,34.1792435,-118.4572421
168,Shelter ,5700 Van Nuys Blvd NB Van Nuys Blvd NS Hatteras St,Yes,,34.174014,-118.448202
169,Shelter ,5300 Van Nuys Blvd NB Van Nuys Blvd NS Clark St,Yes,,34.1671838,-118.4484325
170,Shelter ,5355 Van Nuys Blvd SB Van Nuys Blvd FS Clark St,Yes,,34.1681494,-118.4491757
171,Shelter ,5158 Magnolia Bl  NB Van Nuys NS Magnolia,Yes ,Yes,34.164911,-118.3592945
172,Shelter ,14400 Magnolia  EB Magnolia Bl FS Van Nuys Bl,Yes,,34.1648415,-118.4465231
173,Shelter ,5201 Vnys Bl.  SB Vnys NS Magnolia Bl.,Yes ,Yes,34.165103,-118.449075
174,Shelter ,5100 N. Kester Ave  SB Kester Ave FS Magnolia,Yes,,34.1630208,-118.45741
175,Shelter ,14856 Magnolia Blvd EB Magnolia Blvd FS Kester Ave,Yes,,34.1645716,-118.457
176,Shelter ,13600 W. Oxnard St  EB Oxnard St FS Woodman,Yes,,34.1800682,-118.5493714
177,Shelter ,5955 Woodman Ave SB Woodman Ave FS Oxnard St,Yes,,34.179079,-118.431614
178,Shelter ,NB Coldwater FS Ventura,Yes ,Yes,34.1451179,-118.41373
179,Shelter ,12452 Moorpark St. EB Moorpark FS Whitsett Ave.,Yes,,34.1500702,-118.4048747
180,Shelter ,12185 Ventura Blvd WB Ventura Blvd FS Vantage Ave,Yes ,Yes,34.1436617,-118.398089
181,Shelter ,12100 Moorpark St WB Moorpark St FS Laurel Canyon Blvd,Yes ,Yes,34.1503435,-118.3965044
182,Shelter ,4370 Tujunga Ave NB Tujunga Ave NS Moorpark St,Yes,,34.1498615,-118.3787014
183,Shelter ,4805 Colfax Ave.  WB Riverside FS Colfax,Yes,,34.1579529,-118.3880108
184,Shelter ,11701 Magnolia Bl.  WB Magnolia FS Colfax,Yes ,Yes,34.1648916,-118.3877766
185,Shelter ,13500 W. Riverside Dr.  WB Riverside Dr. FS Sunnyslope Ave.,Yes,,34.1575954,-118.4268787
186,Shelter ,6001 Laurel Cyn Bl.  SB Laurel Cyn Bl.  NS Oxnard St.,Yes,,34.179617,-118.396753
187,Shelter ,6774 Coldwater Canyon Ave.  EB Vanowen St. FS Coldwater Cyn Ave,Yes,,34.1937825,-118.4133505
188,Shelter ,13656 Burbank Bl.  EB Burbank FS Woodman Ave.,Yes,,34.1719156,-118.4309967
189,Shelter ,6300 Coldwater Canyon  NB Coldwater NS Victory,Yes ,Yes,34.185061,-118.413453
190,Shelter ,9224 Sunland Bl.  NB Sunland NS Tuxford,Yes,,34.2362944,-118.3669328
191,Shelter ,8351 San Fernando Rd NB San Fernando Rd FS Roscoe Blvd,Yes,,34.2216078,-118.373188
192,Shelter ,8351 San Fernando Rd SB San Fernando Rd NS Roscoe Bl,Yes,,34.2216078,-118.373188
193,Shelter ,NB Laurel Cyn FS Mulholland Dr.,Yes ,Yes,34.1235428,-118.3753323
194,Shelter ,NB Topanga  Canyon FS Vanowen St.,Yes,,34.1937511,-118.6059233
195,Shelter ,SB Topanga Cyn NS Vanowen,Yes,,34.1937511,-118.6059233
196,Shelter ,22004 Sherman Way SB Topanga Cyn FS Sherman Way,Yes,,34.2006974,-118.6062581
197,Shelter ,6633 Topanga Cyn Bl SB Topanga Cyn FS Kittridge,Yes,,34.1906559,-118.6063044
198,Shelter ,5440 Topanga Cyn Bl NB Topanga Cyn FS Ventura Bl,Yes,,34.1699345,-118.6050889
199,Shelter ,22001 Ventura BlWB Ventura Bl FS Topanga Cyn Bl,Yes ,Yes,34.168839,-118.606138
200,Shelter ,22000 Ventura Bl  SB Topanga Cyn Bl FS Ventura,Yes,,34.1682415,-118.6062546
201,Shelter ,SB Topanga Cyn Bl FS Burbank Bl,Yes,,34.171959,-118.6058945
202,Shelter ,NB Topanga Cyn Bl FS Burbank Bl,Yes,,34.171959,-118.6058945
203,Shelter ,NB Winnetka Ave FS Calvert St,Yes ,Yes,34.1822648,-118.5709533
204,Shelter ,NB Owensmouth Ave NS Erwin St,Yes ,Yes,34.1828447,-118.6014731
205,Shelter ,6101 Ownensmouth Ave SB Owensmouth FS Erwin St,Yes ,Yes,34.18081,-118.603629
206,Shelter ,21650 Oxnard St NB Owensmouth Av NS Oxnard St.,Yes ,Yes,34.178822,-118.6009663
207,Shelter ,Owensmouth Ave @ Mall Dr.,Yes,,34.1811198,-118.601463
208,Shelter ,21700 Oxnard St SB Owensmouth Ave FS Oxnard St.,Yes ,Yes,34.1788386,-118.6020525
209,Shelter ,NB Owensmouth Ave FS Private Dr,Yes ,Yes,NA,NA
210,Shelter ,EB Vanowen St FS Topanga Cyn Bl,Yes ,Yes,34.1937511,-118.6059233
211,Shelter ,EB Vanowen St. NS Owensmouth,Yes,,34.1937521,-118.6015562
212,Shelter ,21650 Oxnard Street,Yes,,34.178822,-118.6009663
213,Shelter ,EB Oxnard St. NS Canoga Ave,Yes ,Yes,34.1792969,-118.5973842
214,Shelter ,WB Victory Bl FS Canoga,Yes,,34.1883594,-118.5973536
215,Shelter ,WB Vanowen St FS Canoga,Yes ,Yes,34.1937592,-118.5974714
216,Shelter ,NB DeSoto Ave FS Oxnard,Yes,,34.1792624,-118.5904288
217,Shelter ,SB De Soto Ave NS Burbank,Yes ,Yes,34.1733286,-118.5882164
218,Shelter ,EB Burbank Bl FS Canoga,Yes,,34.1733042,-118.5975016
219,Shelter ,20905 Ventura Blvd. WB Ventura Bl FS De Soto,Yes ,Yes,34.1667231,-118.5885684
220,Shelter ,20855 Ventura Blvd. NB De Soto Ave FS Ventura Bl,Yes ,Yes,34.1669206,-118.587789
221,Shelter ,5450 Canoga Ave NB Canoga Ave. FS Ventura Blvd,Yes ,Yes,34.1688782,-118.5969607
222,Shelter ,NB De Soto Ave NS Burbank Bl,Yes,,34.1733286,-118.5882164
223,Shelter ,NB De Soto Ave FS El Rancho Dr.,Yes,,34.1847519,-118.5886681
224,Shelter ,SB De Soto Ave FS Vanowen St,Yes ,Yes,34.1937683,-118.5884636
225,Shelter ,NB De Soto NS Victory Bl,Yes,,34.1883711,-118.5884673
226,Shelter ,6019 De Soto & Erwin St,Yes,,34.1826768,-118.5903679
227,Shelter ,NB Winnetka Ave FS Victory Bl,Yes,,34.1857099,-118.5709761
228,Shelter ,EB Vanowen St. FS Winnetka,Yes ,Yes,34.1937993,-118.5709647
229,Shelter ,SW Corner Ventura Blvd @ Winnetka,Yes,,34.1709712,-118.5708897
230,Shelter ,SB Fallbrook Ave NS Victory Bl,Yes,,34.1864354,-118.6233597
231,Shelter ,22741 Victory Bl NB Fallbrook Ave FS Victory,Yes ,Yes,34.1873631,-118.6225811
232,Shelter ,22915 Victory Bl WB Victory Bl NS Royer Ave,Yes,,34.1871323,-118.626377
233,Shelter ,22968 EB Victory Bl FS Royer Ave,Yes ,Yes,34.1864289,-118.629916
234,Shelter ,23644 Vanowen St.  EB Vanowen FS Platt,Yes,,34.1928749,-118.6420833
235,Shelter ,7240 Sherman Way  WB Sherman Way FS Royer Ave,Yes,,34.2012002,-118.3626986
236,Shelter ,19706 Ventura Blvd EB Ventura NS Corbin Ave,Yes ,Yes,34.1722309,-118.562534
237,Shelter ,5405 Shoup Ave WB Ventura Blvd FS Shoup,Yes,,34.168968,-118.614985
238,Shelter ,22766 Ventura Bl  EB Ventura FS Fallbrook,Yes ,Yes,34.165853,-118.6227402
239,Shelter ,8225 Topanga Cyn Bl SB Topanga Cyn FS Roscoe Bl,Yes,,34.2192323,-118.6064979
240,Shelter ,6201 Owensmouth Ave on Erwin St,Yes,,34.1828512,-118.6037516
241,Shelter ,NB Western Ave. NS 242nd Place,Yes ,Yes,33.8049245,-118.3075291
242,Shelter ,SB Valley Circle FS Burbank,Yes,,34.1715584,-118.6454489
243,Shelter ,SB Valley Circle FS Mariano St,Yes,,34.1684201,-118.6425862
244,Shelter ,NB Valley Circle FS Mariano,Yes ,Yes,34.1684201,-118.6425862
245,Shelter ,5598 Valley Circle NB Valley Circle NS Burbank Blvd,Yes ,Yes,34.1724424,-118.6462245
246,Shelter ,7301 Medical Center Dr  SB Medical Center Dr NS Sherman Way,Yes,,34.2030191,-118.6297862
247,Shelter ,23101 Sherman Pl  WB Sherman Pl FS Medical Center Dr,Yes ,Yes,34.2014926,-118.6297771
248,Shelter ,20506 Roscoe Bl EB Roscoe Bl NS Mason,Yes ,Yes,34.219158,-118.580386
249,Shelter ,8240 Winnetka Ave NB Winnetka Ave NS Roscoe,Yes ,Yes,34.2193619,-118.570024
250,Shelter ,7574 Winnetka Ave  NB Winnetka Ave NS Saticoy St,Yes ,Yes,34.2081526,-118.5708873
251,Shelter ,6301 DESoto Ave  SB De Soto Ave NS El Rancho,Yes,,34.1848786,-118.592767
252,Shelter ,NB De Soto Ave FS Hart,Yes,,34.197404,-118.5884761
253,Shelter ,21103 Vanowen St.  WB Vanowen St FS Variel,Yes,,34.1941452,-118.5930628
254,Shelter ,20901 Vanowen St. WB Vanowen FS De Soto,Yes ,Yes,34.194018,-118.588775
255,Shelter ,7360 Valerio St  NB Reseda Bl NS Valerio St,Yes ,Yes,34.2044893,-118.633564
256,Shelter ,6950 Reseda Bl  NB Reseda Bl NS Hart St,Yes ,Yes,34.1972818,-118.5357776
257,Shelter ,19305 Victory Bl  WB Victory Bl FS Tampa Ave,Yes ,Yes,34.1869833,-118.5540084
258,Shelter ,6766 Tampa Ave  NB Tampa Ave NS Vanowen St,Yes ,Yes,34.19369,-118.5533899
259,Shelter ,6759 Tampa Ave  SB Tampa Ave FS Vanowen St.,Yes ,Yes,34.1935529,-118.5537846
260,Shelter ,6766 Tampa Ave  EB Vanowen St FS Tampa Ave,Yes ,Yes,34.19369,-118.5533899
261,Shelter ,19271 Sherman Way  NB Tampa Ave FS Sherman Way,Yes,,34.2014049,-118.5532523
262,Shelter ,19300 Sherman Way  WB Sherman Way FS Tampa Ave,Yes ,Yes,34.2007872,-118.5539097
263,Shelter ,7550 Tampa Ave  NB Tampa Ave NS Saticoy St,Yes ,Yes,34.2080401,-118.5530755
264,Shelter ,19301 Saticoy St  SB Tampa Ave NS Saticoy St,Yes ,Yes,34.2086533,-118.5538493
265,Shelter ,8255 Tampa Ave  SB Tampa Ave FS Roscoe Bl,Yes,,34.2202927,-118.5535674
266,Shelter ,8242 Tampa Ave  EB Roscoe Bl FS Tampa Ave,Yes ,Yes,34.2203151,-118.5531089
267,Shelter ,20103 Saticoy St  SB Winnetka Ave NS Saticoy St,Yes,,34.208999,-118.5714055
