LEAK_ID,RPT_TYPE,RPT_DATE,ADDRESS,MAIN_ST,CROSS_ST,PIPE_SIZE,PIPE_TYPE,YR_INST,TWENTIES,PLR_INST,LEAK_TYPE,LEAK_QUANT,ANOD_INST,COAT_TYPE,COAT_COND,SOIL_TYPE,FOREMAN,WSM_NBR,REPAIR_HRS,MAN_HRS,REMARKS,LAT,LON
62590,MAIN,12/5/11,2407 ALSACE AV,23' E/W ALSACE AVE,354' S/S BANGOR ST,4,C.I.,1915,0,21480,"RUST HOLE, SPLIT",1,,,,ADOBE,BARRAGAN,124-180,3,15,"THE OLD MAIN BLEW A HOLE ON TOP OF THE MAIN CUT IN 18"" OF 4"" DI PIPE",34.03529449,-118.3540934
62651,MAIN,12/19/11,1903 LONGWOOD AVE,19' EW LONGWOOD AVE,39' SS WASHINGTON BLVD,4,C.I.,1915,0,21480,SPLIT,1,,,THICK,SANDY LOAM,SCHWEINBOLD,126-183,9,17,"REPLACED 3' OF SPLIT CI WATER MAIN WITH 4"" DI PIPE. FLUSHED WATER MAIN. BACKFILLED, TAMPED, & OILED. HELP MAKE PICK-UP.",34.03969571,-118.345559
61994,MAIN,1/3/12,351 S. SERRANO AVE,82' NN 4TH ST,,4,C.I.,1915,0,21480,ROUND CRACK,1,,,,,SOLIS,136-195,,,DRILL HOLES; PIN POINT; EXCAVATE; DUG OUT; MADE REPAIRS BACKFILL & TEMP W/OIL. LEFT SAFE & CLEAN.,34.0674877,-118.3066536
62724,MAIN,1/3/12,2663 CLOVERDALE AVE,22' EW CLOVERDALE AVE,122' NN WESTHAVEN ST,4,C.I.,1915,0,21480,ROUND CRACK,1,,,THICK,CLAYISH LOAM,SCHWEINBOLD,122-177,9,26,"REPAIRED 4"" CI WATER MAIN WITH CLAMP. BACKFILLED, TAMPED, & OILED. HELP MAKE PICK-UP.",34.03075502,-118.3581017
62824,MAIN,2/8/12,521 WILTON PL,211' SS CLINTON ST,20' EW WILTON PL,20,C.I.,1915,0,21696,,1,,,,C,GONZALES,140-192,11.5,46,"FOUND OLD D.C.I. LEAK ON 20"" C.I. MAIN CUT OUT D.C.I. CLAMP USED 20""X 12"" CLAMP.",34.08097614,-118.3135498
62197,MAIN,4/2/12,1161 ORME AV,,217' NN 8TH ST,6,C.I.,1915,0,21623,"RUST HOLE, SPLIT",1,,,,,SOLIS,122-222,,,DRILL HOLES; EXCAVATE; FOUND SPLIT ON PIPE AND RUST HOLES; REPAIR; BACKFILL AND OIL W/TEMP. LEFT SAFE & CLEAN.,34.02706731,-118.2154566
63129,MAIN,5/4/12,637 N LUCERNE BL,W/S LUCERNE BL,237' S/S MELROSE AVE,4,C.I.,1915,0,21480,SPLIT,1,,,NONE,CLAY,SPEARS,142-189,4,8,"REPAIRED LEAK ON 4"" C.I. MAIN WITH 4""X 12"" 360 DEGREE CLAMP.",34.0827502,-118.3248916
63132,MAIN,5/8/12,533 S IRVING BL,W IRVING BL,256' NN 6TH ST,4,C.I.,1915,0,21480,,1,,,,ADOBE,NAVAR,134-189,8,16,"INSTALLED 4""X 8"" AND 4""X 8""X 1"" 360 REPAIR CLAMP. REFIT 1"" SERVICE BACKFILL, NEEDS ENOUGH OIL FOR 3'X 4 LEFT SAFE WITH CONES AND BARRICADE. NEEDS LARGE PICK UP.",34.06432809,-118.3185321
63041,MAIN,6/10/12,585 ARDEN BLVD,21' E/W ARDEN BLVD,93' S/S CLINTON ST,4,C.I.,1915,0,21480,RUST HOLE,1,,,,C,R.GONZALES,140-189,5.5,16.5,"FOUND LEAK ON 4"" C.I. MAIN. USED 4""X12"" CLAMP FOR REPAIR.",34.08133028,-118.3260467
63463,MAIN,8/13/12,647 N LUCERNE BL,W/S LUCERNE BL,131' S/S MELROSE AVE,4,C.I.,1915,0,21480,SPLIT,1,,,NONE,CLAY,SPEARS,142-189,6,18,"CUT IN 4""X 18"" D.I. NIPPLE TO REPAIR MAIN LEAK.",34.08305596,-118.3248926
63554,MAIN,9/25/12,5725 CAMERFORD AVE,N/S CAMERFORD AVE,233' WW GOWER ST,4,C.I.,1915,0,21480,COUPLING,1,,,NONE,CLAY,SPEARS,142-189,7,21,"REPAIRED 4"" C.I. MAIN LEAK WITH 4""X 12"" 360 DEGREE CLAMP.",34.08442255,-118.3231137
64061,MAIN,11/12/12,1209 CHEROKEE AVE,17' E/W CHEROKEE AVE,97' N/N LEXINGTON AVE,4,C.I.,1915,0,22044,SPLIT,1,,,N/A,B,SMITH,146-186,4,6,"LOCATE LEAK, PINCH DOWN MAIN - 3 G.V. DIG OUT, INSTALL CLAMP, REFIT 3/4"" SERVICE, FLUSH MAIN, SITE LEFT SAFE. W281 TO BACKFILL DAY SHIFT.",34.09292047,-118.3352488
63945,MAIN,12/13/12,2525 ALSACE AVE,W/S ALSACE AVE,80' NN ADAMS BL,4,C.I.,1915,0,21480,RUST HOLE,1,,,NONE,CLAY,SPEARS,124-180,7,21,"CUT IN 4""X 18"" D.I. NIPPLE TO MAKE REPAIRS.",34.03284739,-118.3550603
64128,MAIN,1/7/13,2958 ARLINGTON AVE,20' E/W ARLINGTON AVE,15' N/S 29TH PL,12,STEEL,1915,0,21480,RUST HOLE,1,,,,FILL,FIERROZ,122-189,12.5,62.5,"WE MADE A REPAIR ON 12"" STL MAIN. INSTALLED SERV SADDLE OD ON PIPE IS 12.07 OD",34.02816498,-118.3176841
64557,MAIN,2/1/13,521 N WILTON PL,20' EW N WILRON PL,208' NN MAPLEWOOD AVE,20,C.I.,1915,0,21696,CLAMP,1,,,FAIR,CLAY,ALVAREZ,140-192,9.5,57,"THE CREW INVESTIGATED, LOCATED AND REPAIRED LEAK ON 20"" C.I. MAIN. THE CREW REPLACED DAMAGED AND LEAKING 360 DEGREE REPAIR CLAMP. THE CREW  BACKFILLED, TEMPED, CLEANED UP AND LEFT THE JOBSITE SAFE.",34.0809691,-118.3135498
64576,MAIN,2/12/13,2229 S SYCAMORE AVE,175' NN BANGOR ST,23' EW SYCAMORE AVE,4,C.I.,1915,0,21480,RUST HOLE,1,,,,C,GONZALES,124-180,4,12,"FOUND LEAK ON 4"" C.I. MAIN USED 4""X 20"" CLAMP FOR REPAIR.",34.03656241,-118.3525079
64301,MAIN,3/25/13,939 VALENCIA ST,213' N/N OLYMPIC BLVD,70' E/W VALENCIA ST,6,,1915,0,22931,,1,,,,,CHESTERTON,130-204,3,15,THE TWO INCH CORP. BLEW OUT OF THE OLD MAIN. WE MADE THE REPAIR WITH A 360 DEGREE REPAIR CLAMP.,34.04903921,-118.2720187
65045,MAIN,5/7/13,925 N. CURSON AVE.,20' E/W CURSON AVE.,258' N/N WILLOUGHBY AVE.,4,C.I.,1915,0,22044,RUST HOLE,1,,,NONE,CLAY,M. SPEARS,144-180,8,24,"REPAIRED 4"" C.I. MAIN LEAK WITH 4"" X 12"" 360 DEGREE CLAMP.",,
65206,MAIN,6/7/13,1616 W. 58TH ST.,21' N/S W. 58TH ST.,172' W/W DENKER,4,C.I.,1915,0,22635,SPLIT,1,,,,,S. HOOVER,108-195,3,9,"REPAIRED LEAK ON 4"" C.I. MAIN. BACKFILLING , TEMP ASPHALT, CLEAN UP, LEFT SITE SAFE. STREET MAINT. PAVING 6-10-13.",33.98968647,-118.3051344
65207,MAIN,6/7/13,1637 W. 58 TH ST.,21' N/S W. 58TH ST.,364 W/W DENKER AVE.,4,C.I.,1915,0,22635,SPLIT,1,,,,,S. HOOVER,108-195,4,11,"REPAIRED LEAK ON 4"" C.I. MAIN. BACKFILLED, TEMP ASPHALT, CLAMP, LEFT SITE SAFE. STREET MAINT. PAVING 6-10-13.",33.98968785,-118.3057597
65392,MAIN,8/6/13,552 PLYMOUTH BLVD,32' EW PLYMOUTH BLVD,56' NN 6TH ST,4,C.I.,1915,0,21480,CLAMP,1,,,MED,SAND,SCHWEINBOLD,134-189,6,18,"REPLACED OLD LEAKING CLAMP WITH PLUG IN TAP HOLE. BACKFILLED, TAMPED, & OILED. HELP MAKE PICK-UP. CLEAN & SWEPT AREA.",34.06388201,-118.3228928
66409,MAIN,10/22/13,SPEEDWAY/ N VENICE BLVD,10' SN N VENICE BLVD,90' WW SPEEDWAY,4,C.I.,1915,0,68729,RUST HOLE,1,,,,,BARRAGAN,106-144,9,26,"DRILLED HOLES TO FIND LEAK, BROKE OUT DUG DOWN TO LEAK REPAIRED WITH A 4"" 360 DEGREE REPAIR CLAMP.",33.98431855,-118.4713299
66631,MAIN,12/12/13,2135 SYCAMORE AVE,23' EW SYCAMORE AVE,338' SS 21ST ST,4,C.I.,1915,0,21480,,1,,,,CLAY,SPEARS,126-180,5,12.5,"CUT IN 2' OF 4"" D.I. PIPE TO REPAIR 4"" C.I. MAIN LEAK.",34.03804902,-118.3519202
66642,MAIN,12/15/13,2244 S SYCAMORE AVE,23' EW SYCAMORE AVE,61' NN BANGOR ST,4,C.I.,1915,0,21480,,1,,,,,SPEARS,124-180,3,6,"REPAIRED 4"" C.I. MAIN LEAK WITH 4""X 12"" 360 DEGREE CLAMP.",34.03623895,-118.3526357
66641,MAIN,12/15/13,2240 S SYCAMORE AVE,23' EW SYCAMORE AVE,122' NN BANGOR ST,4,C.I.,1915,0,21480,RUST HOLE,1,,,NONE,CLAY,SPEARS,124-180,8,16,"REPAIRED 4"" C.I. MAIN LEAK WITH 4""X 8"" 360 DEGREE CLAMP.",34.03641889,-118.3525646
66537,MAIN,3/3/14,MCFARLAND AVE,15' EW MCFARLAND AVE,80' NS ANAHEIM ST,6,C.I.,1915,0,21351,SPLIT,1,,,RUSTY,SANDY,DE LA CRUZ,032-210,8,16,"SET UP CONTROL, LOCATED LEAK, BROKE OUT ASPHALT & EXCAVATED, FOUND SPLIT (9"" LONG), INSTALLED6""X 12"" - 360 DEGREE CLAMP & STOPPED LEAK, BACKFILLED * OILED, CLEANED UP, PICKED UP TRAFFIC & LEFT SITE SAFE.",33.78060243,-118.2525622
67007,MAIN,3/28/14,424 S WINDSOR,33' EW WINDSOR,254' SS 4TH STREET,4,C.I.,1915,0,21480,SPLIT,1,,,,ADOBE,WASHINGTON,136-189,6,12,"FOUND SMALL SPLIT - INSTALLED 4""X 12"" 360 DEGREE CLAMP. BACKFILLED/ OILED 4'X 2' EXCAVATION, NEED MODERATE SIZE PICK UP ONLY.",34.06634495,-118.3214462
66773,MAIN,6/15/14,1505 MYRA AVE.,21' E/W MYRA AVE.,22' N/N SUNSET DR.,6,C.I.,1915,0,22359,RUPTURE,1,,,,,J. UNGSON,148-201,10.5,35.5,"FOUND A RUPTURE ON THE TOP OF PIPE. CUT IN 5' OF NEW 6"" D.I. PIPE, BACKFILLED, TEMP OIL, LEFT STE CLEAN AND SAFE.",34.0983453,-118.2806766
67129,MAIN,7/17/14,5310 YORK BLVD,28' EE AVE 53,38' SN YORK BLVD,6,C.I.,1915,0,22100,RUPTURE,1,,,,,HOOVER,156-225,11.5,23,"RPAIRED LEAK ON 6"" CI MAIN, BACKFILLED, TEMP ASPHALT, CLEAN UP. LEFT SITE SAFE!",34.12025109,-118.2003158
67130,MAIN,7/18/14,1462 GLENDALE BLVD,22' WE GLENDALE BLVD,125' SS SCOTT AVE,6,C.I.,1915,0,45208,,1,,,B,C,CONANT,140-207,8,16,"LOCATE LEAK ON 6"" MAIN. MADE REPAIR USING
",34.08135063,-118.2599433
41971,MAIN,1/19/10,4200 W. MELROSE BL,7' N/S MELROSE AVE,26' E/W BERENDO ST,6,C.I.,1916,0,23348,SPLIT,1,,,,,SOLIS,142-198,,,"REMOVE 7' OF 6"" C.I. / INSTALL 7' OF 6"" D.I.",34.08351998,-118.2940818
43026,MAIN,3/3/10,2683 MOSS AVE.,20' E/W MOSS AVE.,376' N/N EAGLE ROCK,6,C.I.,1916,0,23809,SPLIT,1,,,,CLAY,CHESTERTON,152-213,,,"SMALL SPLIT BY CORP. AND OLD DISCONNECT CORP NEXT TO IT. CUT IN 24"" D.I. PIPE AND NEW SADDLE AND CORP.",34.11136403,-118.2380806
41429,MAIN,7/17/10,MALTMAN AVE.,,28' N/N BELLEVUE,6,C.I.,1916,0,23011,SPLIT,1,,,,,MCCALL,140-201,11,22,"ARRIVED ON JOB SITE, SET UP TRAFFIC DELINIATION, DRILLED HOLES OVER MAIN AND PINPOINTED LEAK. BROKE OUT CONCRETE STREET, EXCAVATED, FOUND SPLIT ON BOTTOM OF MAIN, REPLACED SECTION OF PIPE.",34.08032291,-118.2831406
41450,MAIN,7/24/10,MONTEREY RD.,,9' W/E BRUNSWICK AVE.,12,C.I.,1916,0,23518,,1,,,,,HOOVER,152-234,17,77,"12"" C.I. MAIN BROKE. MADE REPAIRS, INSTALLED 15' OF D.I.. BACKFILLED, MADE SAFE. WATER MAIN IS LOCATED IN S. PASADENA IN RIGHT OF WAY.",34.10968552,-118.1762569
42773,MAIN,1/1/11,4543 WILLOW BROOK AVE,,275' E/E VERMONT AVE,4,C.I.,1916,0,23872,"ROUND CRACK, RUST HOLE",1,,,,ADOBE,R.MCCALL,144-198,12,24,CALLED OUT TO REPAIR MAIN BREAK. SET UP TRAFFIC DELINEATION. INVESTIGATED LEAK. BROKE OUT CONCRETE. EXCAVATED. FOUND ROUND CREACK WITH SMALL HOLE. PLACED REPAIR CLAMP OVER LEAK.,34.08972049,-118.2906574
42901,MAIN,1/27/11,3420 BELLEVUE AVE,27' N/N BELLEVUE AVE,75' E/E TULAROSA DR,6,C.I.,1916,0,23011,,1,,,,,JOSE ARIAS,140-201,4,12,"3/4 SERVICE HIT AND DAMAGED AT MAIN, SERVICE NOT ACTIVE. INSTALLED 6""X12"" REPAIR CLAMP. ALSO FOR 3429 BELLEVUE AV.",34.0795126,-118.2818801
43481,MAIN,2/28/11,621 MALTMAN AVE,,266' N/N BELLEVUE AVE,6,C.I.,1916,0,23011,BLOW OUT,1,,,,,JOSE ARIAS,140-201,9,36,"INVESTIGATED, FOUND EXISTING 6"" CAST IRON MAIN HAD BLOWN OUT. CUT OUT 6' OF CAST IRON MAIN. INSTALLED 6' OF 6"" DUCTILE IRON AND 2 MECHANICAL COUPLINGS.",34.08090198,-118.2827752
43501,MAIN,3/18/11,617 MALTMAN AVE,9' E/W MALTMAN AVE,169' N/N BELLVUE AVE,6,C.I.,1916,0,23011,RUST HOLE,1,,,,,CARL TRICE,140-201,3,9,"FOUND MAIN LEAK WHILE EXCAVATING FOR A SERVICE CHANGE OVER TO NEW MAIN. COMPLETED EXCAVATION, REMOVED SERVICE SADDLE, INSTALLED 6""X6"" REPAIR TO STOP LEAK.",34.08066597,-118.2829241
60719,MAIN,5/3/11,3727 RANDOLPH AVE,23' E/W RANDOLPH AVE,260' N/N EDISON,,C.I.,1916,0,23988,,1,,,BAD,,PRECIADO,144-231,6,12,"FOUND 8"" SPLIT AT BOTTOM AT 4"" MAIN INSTALLED 1-360 DEGREE CLAMP. MAIN WILL BE TAKEN OUT OF SERVICE SOON.",34.08942557,-118.1806038
60722,MAIN,5/8/11,4760 MELROSE AV,16' SN MELROSE AV,17' EW HARVARD,6,C.I.,1916,0,23337,ROUND CRACK,1,,,,,CHESTERTON,142-195,8,16,"FOUND ROUND CRACK ON 6"" CI MAIN",34.083584,-118.303973
60199,MAIN,6/16/11,3711 N. LOCKE AVE,18' W/W LOCKE AVE,141' N/N EDISON ST,4,C.I.,1916,0,23988,"RUST HOLE, INSERT",1,,,,CLAY,A. COLOMO,144-231,3,12,"BLOWN OUT INSERT ON OLD 4"" C.I. MAIN. WE SHUT OFF MAIN WHEN PLUG DID NOT HOLD AND INSTALLED 360 DEGREE CLAMP.",34.08878328,-118.1795544
61699,MAIN,12/18/11,3438 E 5TH ST,392-395 E/E LORENA ST,25' N/S 5TH ST,4,C.I.,1916,0,23658,"RUST HOLE, SPLIT",1,,,POOR,,CHESTERTON,124-228,8,16,LOCATED SM HOLE W/ SPLIT ON BOTTOM - CUT IN 3' PIPE - PIPE NEVER BEEN C/L - VERY POOR CONDITION INTERNAL/EXTERNAL VERY LOW PRESSURE AREA.,34.03182573,-118.1967532
61874,MAIN,2/16/12,963 HARVARD BLVD,165' SS ROMAINE ST,15' EW HARVARD BLVD,4,C.I.,1916,0,29301,ROUND CRACK,1,,,,DG / CLAY,HOOVER,144-195,,,"REPAIRED LEAK ON 4"" CI MAIN. INSTALLED 4X 8 360 DEGREE REPAIR CLAMP BACKFILLED CLEAN UP SITE SAFE. NOTE B.O.S.S. HAD STREET UNDER CONSTRUCTION.",34.08797785,-118.3040432
62289,MAIN,5/26/12,3304 MARGUERITE ST,1' S/S AVE 33,20' W/E MARGUERITE ST,6,C.I.,1916,0,23809,SPLIT,1,,,,,HOOVER,154-213,,,"REPAIRED SPLIT ON 6"" CI MAIN. REPLACED 7' OF CI W/DI BACKFILLED, TEMP ASPHALT, CLEAN UP, LEFT SITE SAFE.",34.11580396,-118.2404423
63837,MAIN,10/24/12,100 N BEAUDRY AVE,19' N/S MIGNONETTE ST,30' W/E BEAUDRY AVE,8,C.I.,1916,0,23645,SPLIT,1,,,,,HOOVER,134-210,16,117.5,"REPAIRED 8"" CI MAIN. REPLACED 8' OF 8"" CI W/DI BACKFILLED, TEMP ASPHALT, CLEAN UP. LEFT SITE SAFE. EXTENSIVE STREET DAMAGE.",34.06037209,-118.2534269
64006,MAIN,11/5/12,1263 N MARIPOSA AV,35' S/S FOUNTAIN AV,,4,C.I.,1916,0,23860,"RUST HOLE, SPLIT",1,,,,,SOLIS,146-195,12,24,"FOUND LEAK / BROKE OUT / REMOVE BAD PIECE / INSTALL 3'-0"" AND MECH COUPLINGS BACKFILL & TEMP LEFT SAFE & CLEAN.",34.09507161,-118.2994518
63906,MAIN,12/31/12,2637 RIVERSIDE TER,20' EW RIVERSIDE TER,30' NN GLENEDEN ST,4,C.I.,1916,0,23506,RUST HOLE,1,,,,CLAY,PRECIADO,148-210,6.5,19.5,"FOUND RUST HOLE ON SIDE OF 4"" MAIN INSTALLED 360 DEGREE REPAIR CLAMP 4""X 20"" BACKFILLED.",,
64364,MAIN,2/2/13,6417 N FIGUEROA ST,,174' N/N HAMLET,6,C.I.,1916,0,23594,ROUND CRACK,1,,,,,SOLIS,154-231,8,16,BROKE OUT; EXCAVATE; REPAIR; BACKFILL; TEMP W/ OIL. LEFT SAFE & CLEAN.,34.11841097,-118.1835881
64590,MAIN,2/27/13,6240 LEXINGTON AVE,120' EE VINE ST,17' NN LEXINGTON AVE,4,C.I.,1916,0,23370,SPLIT,1,,,POOR,CLAY,NUNEZ,146-189,6,24,"THE CREW DUG DOWN AND FOUND A 5 FOOT SPLIT. THEY CUT IT OUT AND REPAIRED IT WITH 5' DI AND TWO MECHANICALS - BACKFILLED, TEMP OILED, MADE SAFE, READY FOR PAVING.",34.09251826,-118.3260499
65202,MAIN,6/3/13,3816 TAMPICO AVE.,18' E/W TAMPICO AVE.,185' N/N HUNTINGTON DR.,10,C.I.,1916,0,23973,,1,,,,,T. GIBBS,144-234,2,8,"DAMAGED ABANDONED CORD. VALVE ON 10"" C.I. MAIN. REPAIRED WITH REDWOOD PLUG. SERVICE SADDLE AND BRASS MUELLER PLUG. CLEANED UP, BACKFILLED, AND LEFT JOB SITE CLEAN AND SAFE.",34.08915233,-118.1731864
65365,MAIN,7/23/13,2824 FOLSOM ST.,15' N/S FOLSOM ST.,208' W/W EVERGREEN AVE.,4,C.I.,1916,0,23184,SPLIT,1,,,,,J. UNGSON,128-225,8,16,"FOUND A RUPTURE & SPLIT @ BOTTOM OF 4"" C.I. MAIN; CUT IN 3' OF NEW 4"" D.I. PIPLE; BACKFILLED W/CONROCK; TEMP. OIL; LEFT SITE CLEAN & SAFE!",34.04543667,-118.2001266
65835,MAIN,8/20/13,2500 RIVERSIDE TER,37' EE INDIA ST,RIVERSIDE TER,4,C.I.,1916,0,23506,SPLIT,1,,,,,HOOVER,148-210,11.5,23,"REPAIRED LEAK ON 4"" CI MAIN. MAIN WAS 8 FT. DEEP. BACKFILLED, TEMP ASPHALT, CLEAN UP. LEFT SITE SAFE.",34.10279549,-118.2525672
67274,MAIN,11/4/13,ARROYO VERDE RD,80' SS PASADENA AVE,ON RIGHT A WAY,12,C.I.,1916,0,23518,JOINT,1,,,,,SOLIS,152-234,9,18,"CLEAN FACE OF BELL; REMOVE OVER POUR OF CONCRETE. INSTALL 12"" BELL CLAMP TO STOP LEAK AT JOINT.",34.11214073,-118.1761331
43023,MAIN,3/1/10,4916 NOVGOROD ST.,18' N/S NOVGOROD ST.,149' E/E SERENO AVE.,10,C.I.,1917,0,25027,BAILS,1,,,GOOD,CLAY,CHESTERTON,144-234,,,FOUND OLD D.C.I. CLAMP WITH RUSTED BAILS. REMOVED AND PUT 360 REPAIR CLAMP.,34.08885904,-118.1775432
60245,MAIN,5/15/11,VICTORY BLVD/DE SOTO AVE,6' S/CL VICTORY BLVD,16' E/CL DE SOTO AVE,39,STEEL,1917,0,24298,RUST HOLE,1,,,POOR,CLAY,LAROCHELLE,180-108,7.5,45,"INSTALLED LARGE SCREW PIN INTO 39"" STEEL MAIN. LEAK WAS UNDER STEEL PLATE 8'X 10'",34.18839661,-118.5883972
60919,MAIN,9/15/11,5331 N. HUNTINGTON DR,14' WE HUNTINGTON DR,615 NN BARRETT RD,8,C.I.,1917,0,25024,SERVICE SADDLE,1,,,,,MATCHIE,144-237,2,6,CONTRACTOR PULLED CORP OUT OF WATER MAIN USA# A 12450306-01,34.09109256,-118.1646415
61999,MAIN,1/8/12,5331 N. HUNTINGTON DR,622' WW STILLWELL AVE,14' SN N. HUNTINGTON DR,8,C.I.,1917,0,25024,SPLIT,1,,,,,HOOVER,144-237,,,"REPAIRED LEAK ON A 8"" CI PIPE. REPLACED 7' OF CI W/ DI BACKFILLED, TEMP ASPHALT, CLEAN UP LEFT SITE SAFE.",34.09100275,-118.1647735
62766,MAIN,1/18/12,5923 FRANKLIN AVE,23' NS FRANKLIN AVE,147' EE TAMARIND AVE,8,C.I.,1917,0,25014,ROUND CRACK,1,,,THICK,SANDY ROCKS,SCHWEINBOLD,150-189,7,20,"REPAIRED 8"" CI WM WITH CLAMP. BACKFILLED, TAMPED, & OILED. HELP MAKE PICK-UP.",34.10520594,-118.3189241
62322,MAIN,5/16/12,7663 HOLLYWOOD WY,W/C HOLLYWOOD WY,S/C KESWICK ST,12,STEEL,1917,0,24482,,1,,,BAD,SANDY,GARCIA,188-180,,,"FOUND LEAK ON 12"" STL. MAIN, MADE REPAIRS. FLUSHED MANI. BACKFILLED & CLEANED-UP AREA. INSTALLED #2 ANODES & PROTECTIVE COATING.",34.21028999,-118.3486403
62395,MAIN,6/25/12,1403 ANGELUS AVE,507' NN RESERVIOR ST,22' EW ANGELUS AVE,4,C.I.,1917,0,25181,SPLIT,1,,,,,UNGSON,142-204,8,16,"BROKE OUT / EXCAVATED; FOUND SMALL SPLIT @ BOTTOM OF 4"" C.I. MAIN INSTALLED (1) - 4""X 12"" 360-REPAIR CLAMP; STOPPED LEAK; BACKFILLED W/CONROCK; TEMP. OIL; CLEANED UP; SITE SAFE!",34.08373124,-118.2695686
63610,MAIN,9/17/12,1732 KENT ST,248' EE BONNIE BRAE,15' NS KENT ST,4,C.I.,1917,0,25183,ROUND CRACK,1,,,,,HOOVER,138-207,8,16,"REPAIRED LEAK ON A 4"" CI MAIN INSTALLED 4X 8 REPAIR CLAMP BACKFILLED, TEMP ASPHALT, CLEAN UP LEFT SITE SAFE.",34.07350038,-118.262759
64244,MAIN,1/23/13,951 S CALZONA ST,22' E/W CALZONZ ST,370' S/S WHITTIER BLVD,6,C.I.,1917,0,25010,CLAMP,1,,,,,MINGO,120-228,10.5,21,"ABANDON D.C.I. SERVICE SADDLE LEAKING, REMOVED MADE REPAIR EXCAVATION BY HAND.",34.02335849,-118.1938136
64847,MAIN,2/5/13,7676 SANCOLA AVE,10' ECL SANCOLA AVE.,344' NCL SAN FERNANDO RD.,12,STEEL,1917,0,24482,RUST HOLE,1,,,TAR FAIR,SANDY ROCKY,CRUZ,188-180,9,22,"INSTALLED SCREW PIN ON STL 12"" MAIN. BACKFILLED EXCAVATION AND TEMP ASPHALTED PICKED UP TRAFFIC LEFT JOB SAFE.",34.21037915,-118.3541495
66978,MAIN,1/17/14,5947 W SUNSET BLVD,31' SN SUNSET BLVD,6' EE GORDON,30,STEEL,1917,0,25394,RUST HOLE,1,,,,SLURRY,CASTRUITA,148-189,8,48,"LOCATED LEAK, BROKE OUT AND EXCAVATED 4X 3 FOUND CRACK/ HOLE @ GATE VALVE ON CI LATERAL GATE IS LEADED ON TO 30"" STEEL MAIN, WITH NO RESTRAINTS. SET 8X 10 STL. PLATE OVER EXCAVATION W/ STOPS AND OIL TEMP. LEFT JOB SAFE.",,
67050,MAIN,7/1/14,16461 SHERMAN WAY,225' NCL SHERMAN WAY,10' WCL HAVENHURST AVE,36,STEEL,1917,0,24135,,1,,,,,HARDY,184-138,11.5,45,"FOUND SMALL SPLIT APPX 1"" ON 36"" STEEL RIVET MAIN 12""X 12"" STEEL PLATE WELD FOR REPAIRS.",34.20177043,-118.4924257
41407,MAIN,8/7/10,510 S VERMONT AVE,,40 SS 5TH ST,30,C.I.,1918,0,48574,,1,,,,,R.MCCALL,136-198,9.5,18.5,"CALLED FROM HOME TO RESPOND TO HIT SERVICE OFF OF 30"" MAIN, BROKE OUT AND EXCAVATED AROUND MAIN. PLACED SERVICE SADDLE WITH MULLER PLUG.",34.06520428,-118.2915694
40857,MAIN,8/29/10,972 EL CENTRO,W EL CENTRO,70' S/S ROMAINE ST.,4,,1918,0,25728,SPLIT,1,,,BAD,ADOBE,WASHINGTON,144-189,9.5,28.5,"CUT IN 5' OF 4"" D.I. PLUS CPLGS. BROKE OUT LARGE VOID UNDER CONCRTE, VERY LARGE CLEAN UP OF MUD ON STREET, NEEDS LARGE SCOOP OF OIL AND LARGE PICK UP.",34.08865574,-118.3244649
42787,MAIN,1/8/11,788 MONTECITO,15 NS MONTECITO,836 EE SINOVA,6,C.I.,1918,0,65543,JOINT,1,,,,,H.ROGERS,144-225,8.5,17,"SET UP TRAFFIC. INVESTIGATED 6"" WATER MAIN LEAK. FOUND LEAD JOINT LEAK. REPAIRED. PUT BACK IN SERVICE. CLEANED UP. LEFT SAFE. STREET GRINDING NO NEED TO PAVE.",34.09097623,-118.1997988
62019,MAIN,1/21/12,1116 N. BATES AVE,57' S/S EFFIE ST,17' E/W BATES AVE,4,C.I.,1918,0,25657,,1,,,,CLAY,HOOVER,146-201,7.5,20.5,"REPAIRED 4"" CI MAIN LEAK. REPLACED 3' OF CI WITH DI BACKFILLED, TEMP ASPHALT, CLEANED UP LEFT SITE SAFE.",34.09515189,-118.282171
41257,MAIN,9/19/10,6900 SANTA MONICA BL.,,10' W/W MANSFIELD,6,C.I.,1919,0,26242,BLOWOUT,1,,,,,KIRKWOOD,144-183,15,29,,34.0906504,-118.3405691
61763,MAIN,10/7/10,INTERSECTION OF FOOTHILL X MORGAN HILL DR,4' W/E TAFT AV,7' N/S FOOTHILL DR,4,C.I.,1919,0,21480,RUPTURE,1,,,,,JIMENEZ,150-192,6,18,"FOUND RUPTURE 4"" CI WM, REPAIRS COMPLETE. NO PAVING NEEDED STREET MAINTENANCE WILL RENEW STREET.",34.10734384,-118.3146609
61041,MAIN,7/9/11,6920 W. SANTA MONICA BL,20' N/S SANTA MONICA BL,105' E/E ORANGE DR,6,C.I.,1919,0,26242,SPLIT,1,,,,B,SMITH,144-183,8,24,"LOCATE LEAK, DUG OUT, CUT IN 4' WITH COUPLINGS. JOB DELAYED FOR U.S.A. LOCATORS. W285 CREW BACKFILLED.",34.09064898,-118.3411504
