LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JAMES B PIERCE,CAROL NAJERA
LOS ANGELES,9001134A,3580,63,N,1138,TOTAL,353,142,111
LOS ANGELES,9001137C,3581,114,N,592,POLLING PLACE,53,28,9
LOS ANGELES,9001137C,3581,114,N,0,VBM PORTION,51,12,24
LOS ANGELES,9001137C,3581,114,N,592,TOTAL,104,40,33
LOS ANGELES,9001147A,3582,178,N,977,POLLING PLACE,21,8,8
LOS ANGELES,9001147A,3582,178,N,0,VBM PORTION,27,10,13
LOS ANGELES,9001147A,3582,178,N,977,TOTAL,48,18,21
LOS ANGELES,9001152A,3583,63,N,1004,POLLING PLACE,71,30,29
LOS ANGELES,9001152A,3583,63,N,0,VBM PORTION,50,15,18
LOS ANGELES,9001152A,3583,63,N,1004,TOTAL,121,45,47
LOS ANGELES,9001157A,3584,63,N,1004,POLLING PLACE,128,35,65
LOS ANGELES,9001157A,3584,63,N,0,VBM PORTION,90,35,37
LOS ANGELES,9001157A,3584,63,N,1004,TOTAL,218,70,102
LOS ANGELES,9001158A,3585,63,N,1141,POLLING PLACE,70,23,26
LOS ANGELES,9001158A,3585,63,N,0,VBM PORTION,83,31,28
LOS ANGELES,9001158A,3585,63,N,1141,TOTAL,153,54,54
LOS ANGELES,9001159C,3586,173,N,1195,POLLING PLACE,47,19,19
LOS ANGELES,9001159C,3586,173,N,0,VBM PORTION,41,15,14
LOS ANGELES,9001159C,3586,173,N,1195,TOTAL,88,34,33
LOS ANGELES,9001164A,3587,63,N,945,POLLING PLACE,164,72,48
LOS ANGELES,9001164A,3587,63,N,0,VBM PORTION,82,28,25
LOS ANGELES,9001164A,3587,63,N,945,TOTAL,246,100,73
LOS ANGELES,9001165A,3588,114,N,1000,POLLING PLACE,118,56,43
LOS ANGELES,9001165A,3588,114,N,0,VBM PORTION,109,42,34
LOS ANGELES,9001165A,3588,114,N,1000,TOTAL,227,98,77
LOS ANGELES,9001167A,3589,63,N,1275,POLLING PLACE,78,30,21
LOS ANGELES,9001167A,3589,63,N,0,VBM PORTION,68,21,24
LOS ANGELES,9001167A,3589,63,N,1275,TOTAL,146,51,45
LOS ANGELES,9001173A,3590,63,N,1342,POLLING PLACE,108,44,31
LOS ANGELES,9001173A,3590,63,N,0,VBM PORTION,112,58,28
LOS ANGELES,9001173A,3590,63,N,1342,TOTAL,220,102,59
LOS ANGELES,9001174A,3591,63,N,762,POLLING PLACE,85,29,33
LOS ANGELES,9001174A,3591,63,N,0,VBM PORTION,140,62,33
LOS ANGELES,9001174A,3591,63,N,762,TOTAL,225,91,66
LOS ANGELES,9001175A,3592,116,N,1323,POLLING PLACE,131,61,28
LOS ANGELES,9001175A,3592,116,N,0,VBM PORTION,163,66,40
LOS ANGELES,9001175A,3592,116,N,1323,TOTAL,294,127,68
LOS ANGELES,9001176B,3593,63,N,487,POLLING PLACE,87,44,21
LOS ANGELES,9001176B,3593,63,N,0,VBM PORTION,62,30,19
LOS ANGELES,9001176B,3593,63,N,487,TOTAL,149,74,40
LOS ANGELES,9001177D,3594,63,N,666,POLLING PLACE,73,35,20
LOS ANGELES,9001177D,3594,63,N,0,VBM PORTION,104,43,26
LOS ANGELES,9001177D,3594,63,N,666,TOTAL,177,78,46
LOS ANGELES,9001178A,3595,63,N,543,POLLING PLACE,56,24,18
LOS ANGELES,9001178A,3595,63,N,0,VBM PORTION,52,18,16
LOS ANGELES,9001178A,3595,63,N,543,TOTAL,108,42,34
LOS ANGELES,9001180A,3596,65,N,980,POLLING PLACE,110,43,31
LOS ANGELES,9001180A,3596,65,N,0,VBM PORTION,74,28,22
LOS ANGELES,9001180A,3596,65,N,980,TOTAL,184,71,53
LOS ANGELES,9001183A,3597,96,N,1068,POLLING PLACE,118,25,66
LOS ANGELES,9001183A,3597,96,N,0,VBM PORTION,25,12,9
LOS ANGELES,9001183A,3597,96,N,1068,TOTAL,143,37,75
LOS ANGELES,9001184A,3598,43,N,1038,POLLING PLACE,99,41,31
LOS ANGELES,9001184A,3598,43,N,0,VBM PORTION,143,64,38
LOS ANGELES,9001184A,3598,43,N,1038,TOTAL,242,105,69
LOS ANGELES,9001187A,3599,63,N,1212,POLLING PLACE,134,61,26
LOS ANGELES,9001187A,3599,63,N,0,VBM PORTION,139,57,41
LOS ANGELES,9001187A,3599,63,N,1212,TOTAL,273,118,67
LOS ANGELES,9001188A,3600,178,N,1137,POLLING PLACE,48,13,18
LOS ANGELES,9001188A,3600,178,N,0,VBM PORTION,23,7,9
LOS ANGELES,9001188A,3600,178,N,1137,TOTAL,71,20,27
LOS ANGELES,9001189B,3601,148,N,957,POLLING PLACE,86,25,25
LOS ANGELES,9001189B,3601,148,N,0,VBM PORTION,34,13,11
LOS ANGELES,9001189B,3601,148,N,957,TOTAL,120,38,36
LOS ANGELES,9001190D,3602,83,N,994,POLLING PLACE,98,41,25
LOS ANGELES,9001190D,3602,83,N,0,VBM PORTION,112,49,29
LOS ANGELES,9001190D,3602,83,N,994,TOTAL,210,90,54
LOS ANGELES,9001191A,3603,43,N,1246,POLLING PLACE,156,70,46
LOS ANGELES,9001191A,3603,43,N,0,VBM PORTION,116,48,35
LOS ANGELES,9001191A,3603,43,N,1246,TOTAL,272,118,81
LOS ANGELES,9001195C,3604,81,N,944,POLLING PLACE,83,28,25
LOS ANGELES,9001195C,3604,81,N,0,VBM PORTION,37,13,9
LOS ANGELES,9001195C,3604,81,N,944,TOTAL,120,41,34
LOS ANGELES,9001196A,3605,81,N,858,POLLING PLACE,87,34,24
LOS ANGELES,9001196A,3605,81,N,0,VBM PORTION,68,25,24
LOS ANGELES,9001196A,3605,81,N,858,TOTAL,155,59,48
LOS ANGELES,9001200A,3606,65,N,675,POLLING PLACE,82,46,19
LOS ANGELES,9001200A,3606,65,N,0,VBM PORTION,60,16,17
LOS ANGELES,9001200A,3606,65,N,675,TOTAL,142,62,36
LOS ANGELES,9001203A,3607,65,N,1299,POLLING PLACE,128,73,30
LOS ANGELES,9001203A,3607,65,N,0,VBM PORTION,152,71,36
LOS ANGELES,9001203A,3607,65,N,1299,TOTAL,280,144,66
LOS ANGELES,9001207A,3608,65,N,967,POLLING PLACE,159,72,37
LOS ANGELES,9001207A,3608,65,N,0,VBM PORTION,131,59,27
LOS ANGELES,9001207A,3608,65,N,967,TOTAL,290,131,64
LOS ANGELES,9001210A,3609,90,N,1117,POLLING PLACE,100,33,48
LOS ANGELES,9001210A,3609,90,N,0,VBM PORTION,40,14,23
LOS ANGELES,9001210A,3609,90,N,1117,TOTAL,140,47,71
LOS ANGELES,9001212A,3610,82,N,1114,POLLING PLACE,207,93,45
LOS ANGELES,9001212A,3610,82,N,0,VBM PORTION,112,46,33
LOS ANGELES,9001212A,3610,82,N,1114,TOTAL,319,139,78
LOS ANGELES,9001218A,3611,82,N,1017,POLLING PLACE,80,34,21
LOS ANGELES,9001218A,3611,82,N,0,VBM PORTION,169,90,31
LOS ANGELES,9001218A,3611,82,N,1017,TOTAL,249,124,52
LOS ANGELES,9001219A,3612,82,N,809,POLLING PLACE,119,42,32
LOS ANGELES,9001219A,3612,82,N,0,VBM PORTION,119,52,24
LOS ANGELES,9001219A,3612,82,N,809,TOTAL,238,94,56
LOS ANGELES,9001220C,3613,109,N,1060,POLLING PLACE,101,44,21
LOS ANGELES,9001220C,3613,109,N,0,VBM PORTION,128,55,23
LOS ANGELES,9001220C,3613,109,N,1060,TOTAL,229,99,44
LOS ANGELES,9001224C,3614,81,N,871,POLLING PLACE,66,36,12
LOS ANGELES,9001224C,3614,81,N,0,VBM PORTION,105,45,16
LOS ANGELES,9001224C,3614,81,N,871,TOTAL,171,81,28
LOS ANGELES,9001226A,3615,81,N,1117,POLLING PLACE,76,37,13
LOS ANGELES,9001226A,3615,81,N,0,VBM PORTION,124,42,34
LOS ANGELES,9001226A,3615,81,N,1117,TOTAL,200,79,47
LOS ANGELES,9001231A,3616,81,N,955,POLLING PLACE,109,47,23
LOS ANGELES,9001231A,3616,81,N,0,VBM PORTION,147,57,36
LOS ANGELES,9001231A,3616,81,N,955,TOTAL,256,104,59
LOS ANGELES,9001232A,3617,41,N,1473,POLLING PLACE,86,34,41
LOS ANGELES,9001232A,3617,41,N,0,VBM PORTION,106,56,25
LOS ANGELES,9001232A,3617,41,N,1473,TOTAL,192,90,66
LOS ANGELES,9001233A,3618,81,N,1245,POLLING PLACE,161,55,51
LOS ANGELES,9001233A,3618,81,N,0,VBM PORTION,114,52,32
LOS ANGELES,9001233A,3618,81,N,1245,TOTAL,275,107,83
LOS ANGELES,9001235A,3619,65,N,655,POLLING PLACE,61,30,14
LOS ANGELES,9001235A,3619,65,N,0,VBM PORTION,88,33,26
LOS ANGELES,9001235A,3619,65,N,655,TOTAL,149,63,40
LOS ANGELES,9001243A,3620,154,N,831,POLLING PLACE,101,32,30
LOS ANGELES,9001243A,3620,154,N,0,VBM PORTION,58,16,20
LOS ANGELES,9001243A,3620,154,N,831,TOTAL,159,48,50
LOS ANGELES,9001244A,3621,154,N,839,POLLING PLACE,132,40,46
LOS ANGELES,9001244A,3621,154,N,0,VBM PORTION,90,30,22
LOS ANGELES,9001244A,3621,154,N,839,TOTAL,222,70,68
LOS ANGELES,9001246A,3622,174,N,1183,POLLING PLACE,119,36,40
LOS ANGELES,9001246A,3622,174,N,0,VBM PORTION,87,38,25
LOS ANGELES,9001246A,3622,174,N,1183,TOTAL,206,74,65
LOS ANGELES,9001249A,3623,112,N,991,POLLING PLACE,104,46,27
LOS ANGELES,9001249A,3623,112,N,0,VBM PORTION,118,46,32
LOS ANGELES,9001249A,3623,112,N,991,TOTAL,222,92,59
LOS ANGELES,9001250A,3624,112,N,1216,POLLING PLACE,85,38,22
LOS ANGELES,9001250A,3624,112,N,0,VBM PORTION,95,37,30
LOS ANGELES,9001250A,3624,112,N,1216,TOTAL,180,75,52
LOS ANGELES,9001253A,3625,112,N,1276,POLLING PLACE,115,41,34
LOS ANGELES,9001253A,3625,112,N,0,VBM PORTION,169,73,37
LOS ANGELES,9001253A,3625,112,N,1276,TOTAL,284,114,71
LOS ANGELES,9001256A,3626,112,N,1230,POLLING PLACE,94,44,23
LOS ANGELES,9001256A,3626,112,N,0,VBM PORTION,202,78,53
LOS ANGELES,9001256A,3626,112,N,1230,TOTAL,296,122,76
LOS ANGELES,9001256B,3627,113,N,348,POLLING PLACE,47,25,13
LOS ANGELES,9001256B,3627,113,N,0,VBM PORTION,30,16,5
LOS ANGELES,9001256B,3627,113,N,348,TOTAL,77,41,18
LOS ANGELES,9001257B,3628,113,N,1164,POLLING PLACE,112,53,24
LOS ANGELES,9001257B,3628,113,N,0,VBM PORTION,136,52,35
LOS ANGELES,9001257B,3628,113,N,1164,TOTAL,248,105,59
LOS ANGELES,9001262A,3629,108,N,1237,POLLING PLACE,113,50,23
LOS ANGELES,9001262A,3629,108,N,0,VBM PORTION,159,63,40
LOS ANGELES,9001262A,3629,108,N,1237,TOTAL,272,113,63
LOS ANGELES,9001267A,3630,41,N,899,POLLING PLACE,60,19,28
LOS ANGELES,9001267A,3630,41,N,0,VBM PORTION,50,22,14
LOS ANGELES,9001267A,3630,41,N,899,TOTAL,110,41,42
LOS ANGELES,9001271A,3631,109,N,1313,POLLING PLACE,75,32,14
LOS ANGELES,9001271A,3631,109,N,0,VBM PORTION,98,35,32
LOS ANGELES,9001271A,3631,109,N,1313,TOTAL,173,67,46
LOS ANGELES,9001272A,3632,112,N,1388,POLLING PLACE,107,42,36
LOS ANGELES,9001272A,3632,112,N,0,VBM PORTION,141,61,28
LOS ANGELES,9001272A,3632,112,N,1388,TOTAL,248,103,64
LOS ANGELES,9001274A,3633,109,N,1434,POLLING PLACE,87,35,27
LOS ANGELES,9001274A,3633,109,N,0,VBM PORTION,107,40,30
LOS ANGELES,9001274A,3633,109,N,1434,TOTAL,194,75,57
LOS ANGELES,9001278A,3634,109,N,1091,POLLING PLACE,112,63,19
LOS ANGELES,9001278A,3634,109,N,0,VBM PORTION,146,71,24
LOS ANGELES,9001278A,3634,109,N,1091,TOTAL,258,134,43
LOS ANGELES,9001279A,3635,109,N,1259,POLLING PLACE,116,54,29
LOS ANGELES,9001279A,3635,109,N,0,VBM PORTION,162,78,31
LOS ANGELES,9001279A,3635,109,N,1259,TOTAL,278,132,60
LOS ANGELES,9001281C,3636,109,N,1333,POLLING PLACE,118,42,39
LOS ANGELES,9001281C,3636,109,N,0,VBM PORTION,104,34,31
LOS ANGELES,9001281C,3636,109,N,1333,TOTAL,222,76,70
LOS ANGELES,9001283B,3637,109,N,1456,POLLING PLACE,113,42,30
LOS ANGELES,9001283B,3637,109,N,0,VBM PORTION,157,62,52
LOS ANGELES,9001283B,3637,109,N,1456,TOTAL,270,104,82
LOS ANGELES,9001284A,3638,109,N,1388,POLLING PLACE,120,41,50
LOS ANGELES,9001284A,3638,109,N,0,VBM PORTION,104,33,36
LOS ANGELES,9001284A,3638,109,N,1388,TOTAL,224,74,86
LOS ANGELES,9001288A,3639,96,N,981,POLLING PLACE,64,28,23
LOS ANGELES,9001288A,3639,96,N,0,VBM PORTION,114,49,26
LOS ANGELES,9001288A,3639,96,N,981,TOTAL,178,77,49
LOS ANGELES,9001290A,3640,116,N,1237,POLLING PLACE,195,107,42
LOS ANGELES,9001290A,3640,116,N,0,VBM PORTION,184,90,38
LOS ANGELES,9001290A,3640,116,N,1237,TOTAL,379,197,80
LOS ANGELES,9001291A,3641,116,N,1309,POLLING PLACE,94,37,38
LOS ANGELES,9001291A,3641,116,N,0,VBM PORTION,62,25,25
LOS ANGELES,9001291A,3641,116,N,1309,TOTAL,156,62,63
LOS ANGELES,9001295A,6186,112,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9001295A,6186,112,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9001295A,6186,112,Y,0,TOTAL,0,0,0
LOS ANGELES,9001296A,3642,84,N,1260,POLLING PLACE,94,43,23
LOS ANGELES,9001296A,3642,84,N,0,VBM PORTION,87,34,20
LOS ANGELES,9001296A,3642,84,N,1260,TOTAL,181,77,43
LOS ANGELES,9001299B,3643,84,N,1319,POLLING PLACE,100,40,33
LOS ANGELES,9001299B,3643,84,N,0,VBM PORTION,120,28,39
LOS ANGELES,9001299B,3643,84,N,1319,TOTAL,220,68,72
LOS ANGELES,9001303A,3644,84,N,1334,POLLING PLACE,121,50,32
LOS ANGELES,9001303A,3644,84,N,0,VBM PORTION,95,27,37
LOS ANGELES,9001303A,3644,84,N,1334,TOTAL,216,77,69
LOS ANGELES,9001306A,3645,82,N,1197,POLLING PLACE,221,102,49
LOS ANGELES,9001306A,3645,82,N,0,VBM PORTION,210,98,32
LOS ANGELES,9001306A,3645,82,N,1197,TOTAL,431,200,81
LOS ANGELES,9001307A,3646,82,N,1271,POLLING PLACE,207,93,34
LOS ANGELES,9001307A,3646,82,N,0,VBM PORTION,187,80,28
LOS ANGELES,9001307A,3646,82,N,1271,TOTAL,394,173,62
LOS ANGELES,9001310A,3647,82,N,1195,POLLING PLACE,166,65,41
LOS ANGELES,9001310A,3647,82,N,0,VBM PORTION,169,53,43
LOS ANGELES,9001310A,3647,82,N,1195,TOTAL,335,118,84
LOS ANGELES,9001312A,3648,82,N,873,POLLING PLACE,95,35,31
LOS ANGELES,9001312A,3648,82,N,0,VBM PORTION,77,34,20
LOS ANGELES,9001312A,3648,82,N,873,TOTAL,172,69,51
LOS ANGELES,9001314A,3649,147,N,1230,POLLING PLACE,50,21,14
LOS ANGELES,9001314A,3649,147,N,0,VBM PORTION,65,23,29
LOS ANGELES,9001314A,3649,147,N,1230,TOTAL,115,44,43
LOS ANGELES,9001316A,3650,82,N,1282,POLLING PLACE,112,40,34
LOS ANGELES,9001316A,3650,82,N,0,VBM PORTION,121,42,34
LOS ANGELES,9001316A,3650,82,N,1282,TOTAL,233,82,68
LOS ANGELES,9001318A,3651,82,N,1362,POLLING PLACE,104,36,34
LOS ANGELES,9001318A,3651,82,N,0,VBM PORTION,117,33,33
LOS ANGELES,9001318A,3651,82,N,1362,TOTAL,221,69,67
LOS ANGELES,9001320A,3652,114,N,380,POLLING PLACE,44,12,20
LOS ANGELES,9001320A,3652,114,N,0,VBM PORTION,51,25,11
LOS ANGELES,9001320A,3652,114,N,380,TOTAL,95,37,31
LOS ANGELES,9001323A,3653,176,N,988,POLLING PLACE,67,26,22
LOS ANGELES,9001323A,3653,176,N,0,VBM PORTION,50,18,23
LOS ANGELES,9001323A,3653,176,N,988,TOTAL,117,44,45
LOS ANGELES,9001325A,3654,149,N,1106,POLLING PLACE,58,17,24
LOS ANGELES,9001325A,3654,149,N,0,VBM PORTION,41,18,19
LOS ANGELES,9001325A,3654,149,N,1106,TOTAL,99,35,43
LOS ANGELES,9001326A,3655,82,N,1224,POLLING PLACE,75,28,22
LOS ANGELES,9001326A,3655,82,N,0,VBM PORTION,114,52,18
LOS ANGELES,9001326A,3655,82,N,1224,TOTAL,189,80,40
LOS ANGELES,9001329A,3656,108,N,1353,POLLING PLACE,207,120,34
LOS ANGELES,9001329A,3656,108,N,0,VBM PORTION,209,100,34
LOS ANGELES,9001329A,3656,108,N,1353,TOTAL,416,220,68
LOS ANGELES,9001330A,3657,108,N,929,POLLING PLACE,10,4,3
LOS ANGELES,9001330A,3657,108,N,0,VBM PORTION,2,1,1
LOS ANGELES,9001330A,3657,108,N,929,TOTAL,12,5,4
LOS ANGELES,9001331A,3658,108,N,943,POLLING PLACE,116,50,16
LOS ANGELES,9001331A,3658,108,N,0,VBM PORTION,113,64,15
LOS ANGELES,9001331A,3658,108,N,943,TOTAL,229,114,31
LOS ANGELES,9001332A,3659,108,N,1006,POLLING PLACE,163,82,38
LOS ANGELES,9001332A,3659,108,N,0,VBM PORTION,179,88,14
LOS ANGELES,9001332A,3659,108,N,1006,TOTAL,342,170,52
LOS ANGELES,9001334A,3660,108,N,1522,POLLING PLACE,131,52,27
LOS ANGELES,9001334A,3660,108,N,0,VBM PORTION,253,98,52
LOS ANGELES,9001334A,3660,108,N,1522,TOTAL,384,150,79
LOS ANGELES,9001336A,3661,108,N,1055,POLLING PLACE,18,10,1
LOS ANGELES,9001336A,3661,108,N,0,VBM PORTION,12,6,2
LOS ANGELES,9001336A,3661,108,N,1055,TOTAL,30,16,3
LOS ANGELES,9001338A,3662,108,N,1139,POLLING PLACE,33,9,12
LOS ANGELES,9001338A,3662,108,N,0,VBM PORTION,36,17,12
LOS ANGELES,9001338A,3662,108,N,1139,TOTAL,69,26,24
LOS ANGELES,9001341A,3663,108,N,1162,POLLING PLACE,45,20,12
LOS ANGELES,9001341A,3663,108,N,0,VBM PORTION,48,20,6
LOS ANGELES,9001341A,3663,108,N,1162,TOTAL,93,40,18
LOS ANGELES,9001342A,3664,82,N,767,POLLING PLACE,171,84,29
LOS ANGELES,9001342A,3664,82,N,0,VBM PORTION,78,38,14
LOS ANGELES,9001342A,3664,82,N,767,TOTAL,249,122,43
LOS ANGELES,9001343A,3665,82,N,1511,POLLING PLACE,200,88,55
LOS ANGELES,9001343A,3665,82,N,0,VBM PORTION,227,97,56
LOS ANGELES,9001343A,3665,82,N,1511,TOTAL,427,185,111
LOS ANGELES,9001344B,3666,90,N,974,POLLING PLACE,77,13,48
LOS ANGELES,9001344B,3666,90,N,0,VBM PORTION,69,20,38
LOS ANGELES,9001344B,3666,90,N,974,TOTAL,146,33,86
LOS ANGELES,9001346A,3667,108,N,918,POLLING PLACE,8,1,1
LOS ANGELES,9001346A,3667,108,N,0,VBM PORTION,2,1,1
LOS ANGELES,9001346A,3667,108,N,918,TOTAL,10,2,2
LOS ANGELES,9001348A,3668,96,N,827,POLLING PLACE,42,20,11
LOS ANGELES,9001348A,3668,96,N,0,VBM PORTION,65,22,22
LOS ANGELES,9001348A,3668,96,N,827,TOTAL,107,42,33
LOS ANGELES,9001350A,3669,82,N,1105,POLLING PLACE,185,94,40
LOS ANGELES,9001350A,3669,82,N,0,VBM PORTION,176,90,37
LOS ANGELES,9001350A,3669,82,N,1105,TOTAL,361,184,77
LOS ANGELES,9001352A,3670,82,N,1360,POLLING PLACE,141,62,32
LOS ANGELES,9001352A,3670,82,N,0,VBM PORTION,207,95,44
LOS ANGELES,9001352A,3670,82,N,1360,TOTAL,348,157,76
LOS ANGELES,9001353A,3671,90,N,1072,POLLING PLACE,81,20,46
LOS ANGELES,9001353A,3671,90,N,0,VBM PORTION,50,11,29
LOS ANGELES,9001353A,3671,90,N,1072,TOTAL,131,31,75
LOS ANGELES,9001354A,3672,82,N,482,POLLING PLACE,74,32,19
LOS ANGELES,9001354A,3672,82,N,0,VBM PORTION,96,45,16
LOS ANGELES,9001354A,3672,82,N,482,TOTAL,170,77,35
LOS ANGELES,9001355A,3673,82,N,587,POLLING PLACE,98,35,29
LOS ANGELES,9001355A,3673,82,N,0,VBM PORTION,112,48,19
LOS ANGELES,9001355A,3673,82,N,587,TOTAL,210,83,48
LOS ANGELES,9001357A,3674,82,N,1011,POLLING PLACE,155,84,34
LOS ANGELES,9001357A,3674,82,N,0,VBM PORTION,157,74,33
LOS ANGELES,9001357A,3674,82,N,1011,TOTAL,312,158,67
LOS ANGELES,9001358A,3675,82,N,884,POLLING PLACE,121,59,27
LOS ANGELES,9001358A,3675,82,N,0,VBM PORTION,178,65,39
LOS ANGELES,9001358A,3675,82,N,884,TOTAL,299,124,66
LOS ANGELES,9001361A,3676,82,N,901,POLLING PLACE,169,70,29
LOS ANGELES,9001361A,3676,82,N,0,VBM PORTION,115,51,21
LOS ANGELES,9001361A,3676,82,N,901,TOTAL,284,121,50
LOS ANGELES,9001364A,3677,82,N,772,POLLING PLACE,102,46,17
LOS ANGELES,9001364A,3677,82,N,0,VBM PORTION,191,71,41
LOS ANGELES,9001364A,3677,82,N,772,TOTAL,293,117,58
LOS ANGELES,9001366A,3678,82,N,862,POLLING PLACE,108,54,20
LOS ANGELES,9001366A,3678,82,N,0,VBM PORTION,167,67,35
LOS ANGELES,9001366A,3678,82,N,862,TOTAL,275,121,55
LOS ANGELES,9001370A,3679,105,N,453,POLLING PLACE,29,13,10
LOS ANGELES,9001370A,3679,105,N,0,VBM PORTION,1,1,0
LOS ANGELES,9001370A,3679,105,N,453,TOTAL,30,14,10
LOS ANGELES,9001370B,3680,105,N,773,POLLING PLACE,32,8,11
LOS ANGELES,9001370B,3680,105,N,0,VBM PORTION,4,3,1
LOS ANGELES,9001370B,3680,105,N,773,TOTAL,36,11,12
LOS ANGELES,9001374A,3681,82,N,1187,POLLING PLACE,234,123,48
LOS ANGELES,9001374A,3681,82,N,0,VBM PORTION,201,104,31
LOS ANGELES,9001374A,3681,82,N,1187,TOTAL,435,227,79
LOS ANGELES,9001381C,3682,117,N,691,POLLING PLACE,49,19,17
LOS ANGELES,9001381C,3682,117,N,0,VBM PORTION,49,23,17
LOS ANGELES,9001381C,3682,117,N,691,TOTAL,98,42,34
LOS ANGELES,9001382A,3683,82,N,1136,POLLING PLACE,201,87,47
LOS ANGELES,9001382A,3683,82,N,0,VBM PORTION,170,63,42
LOS ANGELES,9001382A,3683,82,N,1136,TOTAL,371,150,89
LOS ANGELES,9001384A,3684,178,N,665,POLLING PLACE,32,18,10
LOS ANGELES,9001384A,3684,178,N,0,VBM PORTION,17,9,6
LOS ANGELES,9001384A,3684,178,N,665,TOTAL,49,27,16
LOS ANGELES,9001389A,3685,155,N,721,POLLING PLACE,130,46,47
LOS ANGELES,9001389A,3685,155,N,0,VBM PORTION,82,35,30
LOS ANGELES,9001389A,3685,155,N,721,TOTAL,212,81,77
LOS ANGELES,9001390A,6187,158,Y,21,POLLING PLACE,0,0,0
LOS ANGELES,9001390A,6187,158,Y,0,VBM PORTION,4,1,0
LOS ANGELES,9001390A,6187,158,Y,21,TOTAL,4,1,0
LOS ANGELES,9001391A,3686,82,N,1066,POLLING PLACE,190,104,41
LOS ANGELES,9001391A,3686,82,N,0,VBM PORTION,134,62,29
LOS ANGELES,9001391A,3686,82,N,1066,TOTAL,324,166,70
LOS ANGELES,9001395A,3687,158,N,1165,POLLING PLACE,122,55,43
LOS ANGELES,9001395A,3687,158,N,0,VBM PORTION,100,34,42
LOS ANGELES,9001395A,3687,158,N,1165,TOTAL,222,89,85
LOS ANGELES,9001402A,3688,82,N,802,POLLING PLACE,61,29,14
LOS ANGELES,9001402A,3688,82,N,0,VBM PORTION,171,65,39
LOS ANGELES,9001402A,3688,82,N,802,TOTAL,232,94,53
LOS ANGELES,9001405A,3689,190,N,1106,POLLING PLACE,100,37,52
LOS ANGELES,9001405A,3689,190,N,0,VBM PORTION,92,44,36
LOS ANGELES,9001405A,3689,190,N,1106,TOTAL,192,81,88
LOS ANGELES,9001407B,3690,105,N,1113,POLLING PLACE,41,15,20
LOS ANGELES,9001407B,3690,105,N,0,VBM PORTION,62,26,20
LOS ANGELES,9001407B,3690,105,N,1113,TOTAL,103,41,40
LOS ANGELES,9001408A,3691,82,N,661,POLLING PLACE,88,38,19
LOS ANGELES,9001408A,3691,82,N,0,VBM PORTION,84,38,9
LOS ANGELES,9001408A,3691,82,N,661,TOTAL,172,76,28
LOS ANGELES,9001410A,3692,95,N,1154,POLLING PLACE,64,16,34
LOS ANGELES,9001410A,3692,95,N,0,VBM PORTION,56,15,36
LOS ANGELES,9001410A,3692,95,N,1154,TOTAL,120,31,70
LOS ANGELES,9001413A,3693,82,N,1245,POLLING PLACE,124,52,39
LOS ANGELES,9001413A,3693,82,N,0,VBM PORTION,204,91,44
LOS ANGELES,9001413A,3693,82,N,1245,TOTAL,328,143,83
LOS ANGELES,9001417A,3694,108,N,1134,POLLING PLACE,38,9,13
LOS ANGELES,9001417A,3694,108,N,0,VBM PORTION,11,2,4
LOS ANGELES,9001417A,3694,108,N,1134,TOTAL,49,11,17
LOS ANGELES,9001418A,3695,82,N,966,POLLING PLACE,99,40,22
LOS ANGELES,9001418A,3695,82,N,0,VBM PORTION,132,52,19
LOS ANGELES,9001418A,3695,82,N,966,TOTAL,231,92,41
LOS ANGELES,9001419A,3696,90,N,1270,POLLING PLACE,102,20,50
LOS ANGELES,9001419A,3696,90,N,0,VBM PORTION,58,25,14
LOS ANGELES,9001419A,3696,90,N,1270,TOTAL,160,45,64
LOS ANGELES,9001421A,3697,81,N,877,POLLING PLACE,87,35,30
LOS ANGELES,9001421A,3697,81,N,0,VBM PORTION,41,13,14
LOS ANGELES,9001421A,3697,81,N,877,TOTAL,128,48,44
LOS ANGELES,9001422A,3698,81,N,1024,POLLING PLACE,58,17,24
LOS ANGELES,9001422A,3698,81,N,0,VBM PORTION,57,16,20
LOS ANGELES,9001422A,3698,81,N,1024,TOTAL,115,33,44
LOS ANGELES,9001423C,3699,176,N,736,POLLING PLACE,89,32,28
LOS ANGELES,9001423C,3699,176,N,0,VBM PORTION,97,32,40
LOS ANGELES,9001423C,3699,176,N,736,TOTAL,186,64,68
LOS ANGELES,9001428A,3700,81,N,1260,POLLING PLACE,106,42,38
LOS ANGELES,9001428A,3700,81,N,0,VBM PORTION,88,34,15
LOS ANGELES,9001428A,3700,81,N,1260,TOTAL,194,76,53
LOS ANGELES,9001429A,3701,81,N,1308,POLLING PLACE,102,41,34
LOS ANGELES,9001429A,3701,81,N,0,VBM PORTION,95,37,26
LOS ANGELES,9001429A,3701,81,N,1308,TOTAL,197,78,60
LOS ANGELES,9001433A,3702,81,N,1301,POLLING PLACE,113,48,26
LOS ANGELES,9001433A,3702,81,N,0,VBM PORTION,105,46,24
LOS ANGELES,9001433A,3702,81,N,1301,TOTAL,218,94,50
LOS ANGELES,9001434A,3703,177,N,1086,POLLING PLACE,81,27,22
LOS ANGELES,9001434A,3703,177,N,0,VBM PORTION,52,13,24
