LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,KAREN BASS,R ADAM KING,MERVIN EVANS
LOS ANGELES,9005321A,4416,116,N,1245,POLLING PLACE,92,67,4,7
LOS ANGELES,9005321A,4416,116,N,0,VBM PORTION,82,67,4,4
LOS ANGELES,9005321A,4416,116,N,1245,TOTAL,174,134,8,11
LOS ANGELES,9005322A,4417,116,N,1078,POLLING PLACE,56,42,5,3
LOS ANGELES,9005322A,4417,116,N,0,VBM PORTION,60,46,8,5
LOS ANGELES,9005322A,4417,116,N,1078,TOTAL,116,88,13,8
LOS ANGELES,9005414A,4423,148,N,938,POLLING PLACE,117,95,0,3
LOS ANGELES,9005414A,4423,148,N,0,VBM PORTION,49,37,0,4
LOS ANGELES,9005414A,4423,148,N,938,TOTAL,166,132,0,7
LOS ANGELES,9005424A,4424,116,N,1308,POLLING PLACE,90,66,10,9
LOS ANGELES,9005424A,4424,116,N,0,VBM PORTION,87,55,19,8
LOS ANGELES,9005424A,4424,116,N,1308,TOTAL,177,121,29,17
LOS ANGELES,9005484A,4426,148,N,1037,POLLING PLACE,49,27,1,7
LOS ANGELES,9005484A,4426,148,N,0,VBM PORTION,38,21,9,6
LOS ANGELES,9005484A,4426,148,N,1037,TOTAL,87,48,10,13
LOS ANGELES,9005494B,4427,116,N,1096,POLLING PLACE,49,42,0,2
LOS ANGELES,9005494B,4427,116,N,0,VBM PORTION,38,27,3,3
LOS ANGELES,9005494B,4427,116,N,1096,TOTAL,87,69,3,5
LOS ANGELES,9005504C,4428,116,N,1356,POLLING PLACE,126,104,9,5
LOS ANGELES,9005504C,4428,116,N,0,VBM PORTION,138,89,26,6
LOS ANGELES,9005504C,4428,116,N,1356,TOTAL,264,193,35,11
LOS ANGELES,9005816A,4447,84,N,1335,POLLING PLACE,126,85,27,6
LOS ANGELES,9005816A,4447,84,N,0,VBM PORTION,107,70,25,3
LOS ANGELES,9005816A,4447,84,N,1335,TOTAL,233,155,52,9
LOS ANGELES,9005818A,4448,84,N,1203,POLLING PLACE,110,80,15,6
LOS ANGELES,9005818A,4448,84,N,0,VBM PORTION,106,73,23,2
LOS ANGELES,9005818A,4448,84,N,1203,TOTAL,216,153,38,8
LOS ANGELES,9005821A,4449,84,N,1346,POLLING PLACE,130,78,29,9
LOS ANGELES,9005821A,4449,84,N,0,VBM PORTION,106,67,19,6
LOS ANGELES,9005821A,4449,84,N,1346,TOTAL,236,145,48,15
LOS ANGELES,9005837A,4453,112,N,1480,POLLING PLACE,144,91,33,8
LOS ANGELES,9005837A,4453,112,N,0,VBM PORTION,158,110,26,7
LOS ANGELES,9005837A,4453,112,N,1480,TOTAL,302,201,59,15
LOS ANGELES,9005934A,4463,157,N,1100,POLLING PLACE,122,81,20,11
LOS ANGELES,9005934A,4463,157,N,0,VBM PORTION,87,67,8,10
LOS ANGELES,9005934A,4463,157,N,1100,TOTAL,209,148,28,21
LOS ANGELES,9007166B,4585,116,N,1103,POLLING PLACE,61,46,4,2
LOS ANGELES,9007166B,4585,116,N,0,VBM PORTION,53,38,1,7
LOS ANGELES,9007166B,4585,116,N,1103,TOTAL,114,84,5,9
LOS ANGELES,9007168B,4586,116,N,1202,POLLING PLACE,58,38,3,3
LOS ANGELES,9007168B,4586,116,N,0,VBM PORTION,70,55,1,2
LOS ANGELES,9007168B,4586,116,N,1202,TOTAL,128,93,4,5
LOS ANGELES,9007211A,4587,116,N,647,POLLING PLACE,42,30,2,5
LOS ANGELES,9007211A,4587,116,N,0,VBM PORTION,51,34,3,3
LOS ANGELES,9007211A,4587,116,N,647,TOTAL,93,64,5,8
LOS ANGELES,9007221A,4588,86,N,1360,POLLING PLACE,148,132,3,1
LOS ANGELES,9007221A,4588,86,N,0,VBM PORTION,107,85,6,6
LOS ANGELES,9007221A,4588,86,N,1360,TOTAL,255,217,9,7
LOS ANGELES,9007229B,4589,116,N,974,POLLING PLACE,89,77,3,3
LOS ANGELES,9007229B,4589,116,N,0,VBM PORTION,78,73,1,1
LOS ANGELES,9007229B,4589,116,N,974,TOTAL,167,150,4,4
LOS ANGELES,9007349A,4599,116,N,926,POLLING PLACE,93,68,4,8
LOS ANGELES,9007349A,4599,116,N,0,VBM PORTION,76,58,5,3
LOS ANGELES,9007349A,4599,116,N,926,TOTAL,169,126,9,11
LOS ANGELES,9007377A,4601,84,N,1316,POLLING PLACE,119,70,33,4
LOS ANGELES,9007377A,4601,84,N,0,VBM PORTION,88,44,32,2
LOS ANGELES,9007377A,4601,84,N,1316,TOTAL,207,114,65,6
LOS ANGELES,9007382A,4602,84,N,1242,POLLING PLACE,124,74,35,6
LOS ANGELES,9007382A,4602,84,N,0,VBM PORTION,136,92,30,4
LOS ANGELES,9007382A,4602,84,N,1242,TOTAL,260,166,65,10
LOS ANGELES,9007385A,4603,110,N,958,POLLING PLACE,98,60,15,5
LOS ANGELES,9007385A,4603,110,N,0,VBM PORTION,66,42,13,3
LOS ANGELES,9007385A,4603,110,N,958,TOTAL,164,102,28,8
LOS ANGELES,9007388A,4604,84,N,1250,POLLING PLACE,93,66,11,5
LOS ANGELES,9007388A,4604,84,N,0,VBM PORTION,94,57,21,8
LOS ANGELES,9007388A,4604,84,N,1250,TOTAL,187,123,32,13
BALLOT GROUP 80,9990080A,8080,80,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 80,9990080A,8080,80,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 80,9990080A,8080,80,N,0,TOTAL,0,0,0,0
BALLOT GROUP 84,9990084A,8084,84,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 84,9990084A,8084,84,N,0,VBM PORTION,2,0,0,0
BALLOT GROUP 84,9990084A,8084,84,N,0,TOTAL,1,0,0,0
BALLOT GROUP 85,9990085A,8085,85,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 85,9990085A,8085,85,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 85,9990085A,8085,85,N,0,TOTAL,0,0,0,0
BALLOT GROUP 86,9990086A,8086,86,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 86,9990086A,8086,86,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 86,9990086A,8086,86,N,0,TOTAL,0,0,0,0
BALLOT GROUP 87,9990087A,8087,87,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 87,9990087A,8087,87,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 87,9990087A,8087,87,N,0,TOTAL,0,0,0,0
BALLOT GROUP 97,9990097A,8097,97,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 97,9990097A,8097,97,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 97,9990097A,8097,97,N,0,TOTAL,0,0,0,0
BALLOT GROUP 106,9990106A,8106,106,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 106,9990106A,8106,106,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 106,9990106A,8106,106,N,0,TOTAL,0,0,0,0
BALLOT GROUP 107,9990107A,8107,107,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 107,9990107A,8107,107,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 107,9990107A,8107,107,N,0,TOTAL,0,0,0,0
BALLOT GROUP 109,9990109A,8109,109,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 109,9990109A,8109,109,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 109,9990109A,8109,109,N,0,TOTAL,0,0,0,0
BALLOT GROUP 110,9990110A,8110,110,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 110,9990110A,8110,110,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 110,9990110A,8110,110,N,0,TOTAL,0,0,0,0
BALLOT GROUP 112,9990112A,8112,112,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 112,9990112A,8112,112,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 112,9990112A,8112,112,N,0,TOTAL,0,0,0,0
BALLOT GROUP 113,9990113A,8113,113,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 113,9990113A,8113,113,N,0,VBM PORTION,2,1,0,0
BALLOT GROUP 113,9990113A,8113,113,N,0,TOTAL,1,1,0,0
BALLOT GROUP 114,9990114A,8114,114,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 114,9990114A,8114,114,N,0,VBM PORTION,2,0,0,0
BALLOT GROUP 114,9990114A,8114,114,N,0,TOTAL,1,0,0,0
BALLOT GROUP 115,9990115A,8115,115,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 115,9990115A,8115,115,N,0,VBM PORTION,16,7,0,0
BALLOT GROUP 115,9990115A,8115,115,N,0,TOTAL,8,7,0,0
BALLOT GROUP 116,9990116A,8116,116,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 116,9990116A,8116,116,N,0,VBM PORTION,8,3,0,1
BALLOT GROUP 116,9990116A,8116,116,N,0,TOTAL,4,3,0,1
BALLOT GROUP 141,9990141A,8141,141,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 141,9990141A,8141,141,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 141,9990141A,8141,141,N,0,TOTAL,0,0,0,0
BALLOT GROUP 142,9990142A,8142,142,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 142,9990142A,8142,142,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 142,9990142A,8142,142,N,0,TOTAL,0,0,0,0
BALLOT GROUP 147,9990147A,8147,147,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 147,9990147A,8147,147,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 147,9990147A,8147,147,N,0,TOTAL,0,0,0,0
BALLOT GROUP 148,9990148A,8148,148,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 148,9990148A,8148,148,N,0,VBM PORTION,6,2,1,0
BALLOT GROUP 148,9990148A,8148,148,N,0,TOTAL,3,2,1,0
BALLOT GROUP 156,9990156A,8156,156,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 156,9990156A,8156,156,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 156,9990156A,8156,156,N,0,TOTAL,0,0,0,0
BALLOT GROUP 157,9990157A,8157,157,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 157,9990157A,8157,157,N,0,VBM PORTION,2,0,1,0
BALLOT GROUP 157,9990157A,8157,157,N,0,TOTAL,1,0,1,0
BALLOT GROUP 159,9990159A,8159,159,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 159,9990159A,8159,159,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 159,9990159A,8159,159,N,0,TOTAL,0,0,0,0
