LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,MARIO A GUERRA,SALLY M HAVICE,TONY MENDOZA,CARLOS R ARVIZU,IRELLA PEREZ
SOUTH WHITTIER,6700001A,2589,132,N,0,VBM PORTION,40,22,4,10,2,0
SOUTH WHITTIER,6700001A,2589,132,N,814,TOTAL,103,39,8,38,4,6
SOUTH WHITTIER,6700002A,2590,132,N,1276,POLLING PLACE,78,38,9,20,2,6
SOUTH WHITTIER,6700002A,2590,132,N,0,VBM PORTION,83,46,6,18,1,7
SOUTH WHITTIER,6700002A,2590,132,N,1276,TOTAL,161,84,15,38,3,13
SOUTH WHITTIER,6700003A,2591,132,N,929,POLLING PLACE,41,13,6,15,0,4
SOUTH WHITTIER,6700003A,2591,132,N,0,VBM PORTION,34,14,6,8,0,2
SOUTH WHITTIER,6700003A,2591,132,N,929,TOTAL,75,27,12,23,0,6
SOUTH WHITTIER,6700004B,2592,132,N,1121,POLLING PLACE,80,24,4,41,3,7
SOUTH WHITTIER,6700004B,2592,132,N,0,VBM PORTION,49,23,3,16,0,2
SOUTH WHITTIER,6700004B,2592,132,N,1121,TOTAL,129,47,7,57,3,9
SOUTH WHITTIER,6700007A,2593,132,N,1029,POLLING PLACE,59,29,5,18,0,5
SOUTH WHITTIER,6700007A,2593,132,N,0,VBM PORTION,60,30,3,15,1,2
SOUTH WHITTIER,6700007A,2593,132,N,1029,TOTAL,119,59,8,33,1,7
SOUTH WHITTIER,6700008A,2594,132,N,1208,POLLING PLACE,103,57,6,25,1,6
SOUTH WHITTIER,6700008A,2594,132,N,0,VBM PORTION,87,38,9,24,1,6
SOUTH WHITTIER,6700008A,2594,132,N,1208,TOTAL,190,95,15,49,2,12
SOUTH WHITTIER,6700009B,2595,132,N,689,POLLING PLACE,53,21,3,24,1,1
SOUTH WHITTIER,6700009B,2595,132,N,0,VBM PORTION,32,10,3,13,1,2
SOUTH WHITTIER,6700009B,2595,132,N,689,TOTAL,85,31,6,37,2,3
SOUTH WHITTIER,6700010A,2596,132,N,975,POLLING PLACE,65,24,9,24,0,3
SOUTH WHITTIER,6700010A,2596,132,N,0,VBM PORTION,71,27,13,19,1,7
SOUTH WHITTIER,6700010A,2596,132,N,975,TOTAL,136,51,22,43,1,10
SOUTH WHITTIER,6700011B,2597,132,N,1302,POLLING PLACE,96,45,2,32,1,10
SOUTH WHITTIER,6700011B,2597,132,N,0,VBM PORTION,107,55,5,23,0,16
SOUTH WHITTIER,6700011B,2597,132,N,1302,TOTAL,203,100,7,55,1,26
SOUTH WHITTIER,6700012A,2598,132,N,1036,POLLING PLACE,97,51,6,25,0,8
SOUTH WHITTIER,6700012A,2598,132,N,0,VBM PORTION,84,44,5,18,0,8
SOUTH WHITTIER,6700012A,2598,132,N,1036,TOTAL,181,95,11,43,0,16
SOUTH WHITTIER,6700014B,2599,132,N,1089,POLLING PLACE,66,27,2,23,0,6
SOUTH WHITTIER,6700014B,2599,132,N,0,VBM PORTION,66,27,4,24,1,5
SOUTH WHITTIER,6700014B,2599,132,N,1089,TOTAL,132,54,6,47,1,11
SOUTH WHITTIER,6700015A,2600,132,N,751,POLLING PLACE,62,20,3,29,0,5
SOUTH WHITTIER,6700015A,2600,132,N,0,VBM PORTION,39,16,1,16,1,5
SOUTH WHITTIER,6700015A,2600,132,N,751,TOTAL,101,36,4,45,1,10
SOUTH WHITTIER,6700016A,2601,132,N,1077,POLLING PLACE,111,71,8,16,0,7
SOUTH WHITTIER,6700016A,2601,132,N,0,VBM PORTION,97,44,10,26,0,9
SOUTH WHITTIER,6700016A,2601,132,N,1077,TOTAL,208,115,18,42,0,16
SOUTH WHITTIER,6700017A,2602,132,N,1298,POLLING PLACE,116,66,11,27,1,6
SOUTH WHITTIER,6700017A,2602,132,N,0,VBM PORTION,112,58,7,25,2,9
SOUTH WHITTIER,6700017A,2602,132,N,1298,TOTAL,228,124,18,52,3,15
SOUTH WHITTIER,6700019A,2603,132,N,1119,POLLING PLACE,44,11,3,24,0,3
SOUTH WHITTIER,6700019A,2603,132,N,0,VBM PORTION,17,2,1,8,2,2
SOUTH WHITTIER,6700019A,2603,132,N,1119,TOTAL,61,13,4,32,2,5
SOUTH WHITTIER,6700021A,2604,132,N,1250,POLLING PLACE,137,86,8,28,1,7
SOUTH WHITTIER,6700021A,2604,132,N,0,VBM PORTION,97,58,11,14,0,9
SOUTH WHITTIER,6700021A,2604,132,N,1250,TOTAL,234,144,19,42,1,16
SOUTH WHITTIER,6700023A,2605,132,N,886,POLLING PLACE,53,21,5,15,1,9
SOUTH WHITTIER,6700023A,2605,132,N,0,VBM PORTION,67,31,6,21,0,4
SOUTH WHITTIER,6700023A,2605,132,N,886,TOTAL,120,52,11,36,1,13
SOUTH WHITTIER,6700025A,2606,132,N,664,POLLING PLACE,33,15,3,13,0,2
SOUTH WHITTIER,6700025A,2606,132,N,0,VBM PORTION,23,8,1,11,0,3
SOUTH WHITTIER,6700025A,2606,132,N,664,TOTAL,56,23,4,24,0,5
SOUTH WHITTIER,6700052A,2607,132,N,1018,POLLING PLACE,58,20,5,23,2,7
SOUTH WHITTIER,6700052A,2607,132,N,0,VBM PORTION,62,25,5,24,0,5
SOUTH WHITTIER,6700052A,2607,132,N,1018,TOTAL,120,45,10,47,2,12
SOUTH WHITTIER,6700053A,2608,132,N,1078,POLLING PLACE,60,21,6,18,3,9
SOUTH WHITTIER,6700053A,2608,132,N,0,VBM PORTION,68,19,5,22,5,11
SOUTH WHITTIER,6700053A,2608,132,N,1078,TOTAL,128,40,11,40,8,20
SOUTH WHITTIER,6700054B,2609,132,N,1213,POLLING PLACE,77,36,4,24,2,7
SOUTH WHITTIER,6700054B,2609,132,N,0,VBM PORTION,47,12,7,21,0,5
SOUTH WHITTIER,6700054B,2609,132,N,1213,TOTAL,124,48,11,45,2,12
SOUTH WHITTIER,6700055A,2610,132,N,1043,POLLING PLACE,45,10,4,22,1,6
SOUTH WHITTIER,6700055A,2610,132,N,0,VBM PORTION,48,26,5,11,0,6
SOUTH WHITTIER,6700055A,2610,132,N,1043,TOTAL,93,36,9,33,1,12
SOUTH WHITTIER,6700056A,2611,132,N,1206,POLLING PLACE,51,11,3,27,4,5
SOUTH WHITTIER,6700056A,2611,132,N,0,VBM PORTION,49,5,7,25,2,7
SOUTH WHITTIER,6700056A,2611,132,N,1206,TOTAL,100,16,10,52,6,12
SOUTH WHITTIER,6700057A,2612,132,N,1261,POLLING PLACE,102,56,5,31,2,5
SOUTH WHITTIER,6700057A,2612,132,N,0,VBM PORTION,100,47,4,37,1,7
SOUTH WHITTIER,6700057A,2612,132,N,1261,TOTAL,202,103,9,68,3,12
SOUTH WHITTIER,6700059A,2613,132,N,945,POLLING PLACE,77,28,8,27,1,6
SOUTH WHITTIER,6700059A,2613,132,N,0,VBM PORTION,79,37,4,18,1,12
SOUTH WHITTIER,6700059A,2613,132,N,945,TOTAL,156,65,12,45,2,18
SOUTH WHITTIER,6700062A,2614,132,N,1185,POLLING PLACE,93,42,8,28,1,7
SOUTH WHITTIER,6700062A,2614,132,N,0,VBM PORTION,73,37,3,24,0,7
SOUTH WHITTIER,6700062A,2614,132,N,1185,TOTAL,166,79,11,52,1,14
SOUTH WHITTIER,6700064A,2615,132,N,937,POLLING PLACE,64,20,4,32,0,4
SOUTH WHITTIER,6700064A,2615,132,N,0,VBM PORTION,45,14,2,21,0,5
SOUTH WHITTIER,6700064A,2615,132,N,937,TOTAL,109,34,6,53,0,9
SOUTH WHITTIER,6700065A,2616,132,N,769,POLLING PLACE,39,11,7,14,0,4
SOUTH WHITTIER,6700065A,2616,132,N,0,VBM PORTION,44,23,2,13,1,4
SOUTH WHITTIER,6700065A,2616,132,N,769,TOTAL,83,34,9,27,1,8
SOUTH WHITTIER,6700068A,2617,132,N,833,POLLING PLACE,72,23,7,28,2,10
SOUTH WHITTIER,6700068A,2617,132,N,0,VBM PORTION,47,18,8,12,0,5
SOUTH WHITTIER,6700068A,2617,132,N,833,TOTAL,119,41,15,40,2,15
SOUTH WHITTIER,6700070A,2618,132,N,1139,POLLING PLACE,78,31,7,31,1,6
SOUTH WHITTIER,6700070A,2618,132,N,0,VBM PORTION,66,24,5,28,1,4
SOUTH WHITTIER,6700070A,2618,132,N,1139,TOTAL,144,55,12,59,2,10
SOUTH WHITTIER,6700071C,2619,132,N,1174,POLLING PLACE,53,13,6,26,2,4
SOUTH WHITTIER,6700071C,2619,132,N,0,VBM PORTION,48,17,3,15,2,9
SOUTH WHITTIER,6700071C,2619,132,N,1174,TOTAL,101,30,9,41,4,13
WHITTIER,7800001A,2907,131,N,1082,POLLING PLACE,110,58,6,22,1,6
WHITTIER,7800001A,2907,131,N,0,VBM PORTION,153,86,11,28,1,15
WHITTIER,7800001A,2907,131,N,1082,TOTAL,263,144,17,50,2,21
WHITTIER,7800002C,2908,131,N,985,POLLING PLACE,80,32,10,22,3,10
WHITTIER,7800002C,2908,131,N,0,VBM PORTION,56,26,5,13,0,7
WHITTIER,7800002C,2908,131,N,985,TOTAL,136,58,15,35,3,17
WHITTIER,7800004A,2909,131,N,968,POLLING PLACE,116,66,12,23,2,10
WHITTIER,7800004A,2909,131,N,0,VBM PORTION,86,43,5,21,0,6
WHITTIER,7800004A,2909,131,N,968,TOTAL,202,109,17,44,2,16
WHITTIER,7800006A,2910,131,N,591,POLLING PLACE,77,31,5,22,1,14
WHITTIER,7800006A,2910,131,N,0,VBM PORTION,50,22,0,10,0,14
WHITTIER,7800006A,2910,131,N,591,TOTAL,127,53,5,32,1,28
WHITTIER,7800008A,2911,131,N,1107,POLLING PLACE,119,34,8,54,3,17
WHITTIER,7800008A,2911,131,N,0,VBM PORTION,75,23,8,27,1,5
WHITTIER,7800008A,2911,131,N,1107,TOTAL,194,57,16,81,4,22
WHITTIER,7800010A,2912,131,N,1072,POLLING PLACE,108,58,9,28,2,5
WHITTIER,7800010A,2912,131,N,0,VBM PORTION,58,21,3,19,1,6
WHITTIER,7800010A,2912,131,N,1072,TOTAL,166,79,12,47,3,11
WHITTIER,7800012A,2913,131,N,767,POLLING PLACE,103,39,10,34,2,11
WHITTIER,7800012A,2913,131,N,0,VBM PORTION,100,40,11,27,1,8
WHITTIER,7800012A,2913,131,N,767,TOTAL,203,79,21,61,3,19
WHITTIER,7800014A,2914,131,N,1263,POLLING PLACE,107,39,10,37,4,11
WHITTIER,7800014A,2914,131,N,0,VBM PORTION,86,37,11,21,1,6
WHITTIER,7800014A,2914,131,N,1263,TOTAL,193,76,21,58,5,17
WHITTIER,7800015D,2915,131,N,1129,POLLING PLACE,123,57,9,28,2,17
WHITTIER,7800015D,2915,131,N,0,VBM PORTION,115,51,16,22,3,15
WHITTIER,7800015D,2915,131,N,1129,TOTAL,238,108,25,50,5,32
WHITTIER,7800016A,2916,131,N,1129,POLLING PLACE,51,21,4,16,1,6
WHITTIER,7800016A,2916,131,N,0,VBM PORTION,41,15,10,12,1,2
WHITTIER,7800016A,2916,131,N,1129,TOTAL,92,36,14,28,2,8
WHITTIER,7800017B,2917,131,N,861,POLLING PLACE,82,24,11,23,3,16
WHITTIER,7800017B,2917,131,N,0,VBM PORTION,67,24,6,12,0,13
WHITTIER,7800017B,2917,131,N,861,TOTAL,149,48,17,35,3,29
WHITTIER,7800022B,2918,131,N,843,POLLING PLACE,170,77,9,44,5,18
WHITTIER,7800022B,2918,131,N,0,VBM PORTION,122,64,5,26,1,13
WHITTIER,7800022B,2918,131,N,843,TOTAL,292,141,14,70,6,31
WHITTIER,7800025A,2919,131,N,428,POLLING PLACE,59,25,6,10,0,11
WHITTIER,7800025A,2919,131,N,0,VBM PORTION,41,19,3,11,0,4
WHITTIER,7800025A,2919,131,N,428,TOTAL,100,44,9,21,0,15
WHITTIER,7800031A,2920,131,N,879,POLLING PLACE,66,45,2,11,0,2
WHITTIER,7800031A,2920,131,N,0,VBM PORTION,50,24,10,7,0,0
WHITTIER,7800031A,2920,131,N,879,TOTAL,116,69,12,18,0,2
WHITTIER,7800035A,2921,131,N,1043,POLLING PLACE,79,27,12,31,0,7
WHITTIER,7800035A,2921,131,N,0,VBM PORTION,40,15,2,14,0,3
WHITTIER,7800035A,2921,131,N,1043,TOTAL,119,42,14,45,0,10
WHITTIER,7800038E,2922,131,N,665,POLLING PLACE,62,26,6,16,1,5
WHITTIER,7800038E,2922,131,N,0,VBM PORTION,52,20,4,12,1,7
WHITTIER,7800038E,2922,131,N,665,TOTAL,114,46,10,28,2,12
WHITTIER,7800042A,2923,131,N,778,POLLING PLACE,74,22,12,21,4,4
WHITTIER,7800042A,2923,131,N,0,VBM PORTION,114,46,5,39,1,5
WHITTIER,7800042A,2923,131,N,778,TOTAL,188,68,17,60,5,9
WHITTIER,7800043A,2924,131,N,518,POLLING PLACE,69,32,5,16,0,11
WHITTIER,7800043A,2924,131,N,0,VBM PORTION,78,36,5,9,2,14
WHITTIER,7800043A,2924,131,N,518,TOTAL,147,68,10,25,2,25
WHITTIER,7800044A,2925,131,N,1124,POLLING PLACE,146,65,14,38,4,14
WHITTIER,7800044A,2925,131,N,0,VBM PORTION,82,45,4,18,2,1
WHITTIER,7800044A,2925,131,N,1124,TOTAL,228,110,18,56,6,15
WHITTIER,7800048A,2926,131,N,1127,POLLING PLACE,44,13,2,14,3,12
WHITTIER,7800048A,2926,131,N,0,VBM PORTION,35,18,2,9,0,2
WHITTIER,7800048A,2926,131,N,1127,TOTAL,79,31,4,23,3,14
WHITTIER,7800049A,2927,131,N,823,POLLING PLACE,82,27,4,33,0,12
WHITTIER,7800049A,2927,131,N,0,VBM PORTION,44,17,2,11,2,2
WHITTIER,7800049A,2927,131,N,823,TOTAL,126,44,6,44,2,14
WHITTIER,7800051A,2928,131,N,1302,POLLING PLACE,149,74,18,36,3,10
WHITTIER,7800051A,2928,131,N,0,VBM PORTION,106,44,4,22,2,13
WHITTIER,7800051A,2928,131,N,1302,TOTAL,255,118,22,58,5,23
WHITTIER,7800053A,2929,131,N,1046,POLLING PLACE,115,59,11,30,0,11
WHITTIER,7800053A,2929,131,N,0,VBM PORTION,78,38,6,22,0,11
WHITTIER,7800053A,2929,131,N,1046,TOTAL,193,97,17,52,0,22
WHITTIER,7800054A,2930,131,N,863,POLLING PLACE,73,35,8,19,0,3
WHITTIER,7800054A,2930,131,N,0,VBM PORTION,67,40,4,13,1,2
WHITTIER,7800054A,2930,131,N,863,TOTAL,140,75,12,32,1,5
WHITTIER,7800057A,2931,131,N,984,POLLING PLACE,108,59,8,24,1,11
WHITTIER,7800057A,2931,131,N,0,VBM PORTION,124,63,10,27,0,8
WHITTIER,7800057A,2931,131,N,984,TOTAL,232,122,18,51,1,19
WHITTIER,7800059A,2932,131,N,1199,POLLING PLACE,52,16,4,25,0,2
WHITTIER,7800059A,2932,131,N,0,VBM PORTION,60,25,5,18,1,4
WHITTIER,7800059A,2932,131,N,1199,TOTAL,112,41,9,43,1,6
WHITTIER,7800064A,2933,131,N,1006,POLLING PLACE,78,35,11,28,2,1
WHITTIER,7800064A,2933,131,N,0,VBM PORTION,72,26,6,21,0,8
WHITTIER,7800064A,2933,131,N,1006,TOTAL,150,61,17,49,2,9
WHITTIER,7800066C,2934,131,N,915,POLLING PLACE,115,76,4,21,1,6
WHITTIER,7800066C,2934,131,N,0,VBM PORTION,154,96,9,15,0,11
WHITTIER,7800066C,2934,131,N,915,TOTAL,269,172,13,36,1,17
WHITTIER,7800068A,2935,131,N,1208,POLLING PLACE,122,59,16,33,1,8
WHITTIER,7800068A,2935,131,N,0,VBM PORTION,102,41,6,27,2,8
WHITTIER,7800068A,2935,131,N,1208,TOTAL,224,100,22,60,3,16
WHITTIER,7800072B,2936,131,N,1300,POLLING PLACE,124,75,7,24,0,8
WHITTIER,7800072B,2936,131,N,0,VBM PORTION,124,59,5,28,3,13
WHITTIER,7800072B,2936,131,N,1300,TOTAL,248,134,12,52,3,21
WHITTIER,7800075A,2937,131,N,1410,POLLING PLACE,112,59,9,20,2,13
WHITTIER,7800075A,2937,131,N,0,VBM PORTION,124,65,11,25,1,13
WHITTIER,7800075A,2937,131,N,1410,TOTAL,236,124,20,45,3,26
WHITTIER,7800075C,2938,131,N,472,POLLING PLACE,43,22,5,6,1,7
WHITTIER,7800075C,2938,131,N,0,VBM PORTION,61,29,8,14,0,4
WHITTIER,7800075C,2938,131,N,472,TOTAL,104,51,13,20,1,11
WHITTIER,7800079A,2939,131,N,1113,POLLING PLACE,123,62,8,27,4,7
WHITTIER,7800079A,2939,131,N,0,VBM PORTION,97,33,2,30,0,11
WHITTIER,7800079A,2939,131,N,1113,TOTAL,220,95,10,57,4,18
WHITTIER,7800082A,2940,131,N,1161,POLLING PLACE,123,70,8,27,3,7
WHITTIER,7800082A,2940,131,N,0,VBM PORTION,119,69,11,19,1,7
WHITTIER,7800082A,2940,131,N,1161,TOTAL,242,139,19,46,4,14
WHITTIER,7800083A,2941,131,N,590,POLLING PLACE,78,51,3,15,0,4
WHITTIER,7800083A,2941,131,N,0,VBM PORTION,56,28,6,6,1,7
WHITTIER,7800083A,2941,131,N,590,TOTAL,134,79,9,21,1,11
WHITTIER,7800087A,2942,131,N,1252,POLLING PLACE,175,114,6,25,3,17
WHITTIER,7800087A,2942,131,N,0,VBM PORTION,162,100,7,25,1,11
WHITTIER,7800087A,2942,131,N,1252,TOTAL,337,214,13,50,4,28
WHITTIER,7800095A,6176,127,Y,0,POLLING PLACE,0,0,0,0,0,0
WHITTIER,7800095A,6176,127,Y,0,VBM PORTION,0,0,0,0,0,0
WHITTIER,7800095A,6176,127,Y,0,TOTAL,0,0,0,0,0,0
WHITTIER,7800144A,2943,131,N,1263,POLLING PLACE,131,44,7,47,5,16
WHITTIER,7800144A,2943,131,N,0,VBM PORTION,109,40,7,28,0,15
WHITTIER,7800144A,2943,131,N,1263,TOTAL,240,84,14,75,5,31
WHITTIER,7800148A,2944,131,N,859,POLLING PLACE,54,12,7,22,1,7
WHITTIER,7800148A,2944,131,N,0,VBM PORTION,45,9,4,18,2,7
WHITTIER,7800148A,2944,131,N,859,TOTAL,99,21,11,40,3,14
WHITTIER,7800149A,2945,131,N,985,POLLING PLACE,51,13,7,21,2,7
WHITTIER,7800149A,2945,131,N,0,VBM PORTION,94,33,10,25,0,6
WHITTIER,7800149A,2945,131,N,985,TOTAL,145,46,17,46,2,13
WHITTIER,7800165D,2946,131,N,1169,POLLING PLACE,80,30,3,35,0,7
WHITTIER,7800165D,2946,131,N,0,VBM PORTION,68,29,4,17,0,10
WHITTIER,7800165D,2946,131,N,1169,TOTAL,148,59,7,52,0,17
WHITTIER,7800167B,2947,131,N,1264,POLLING PLACE,67,10,15,25,2,12
WHITTIER,7800167B,2947,131,N,0,VBM PORTION,53,15,8,18,4,3
WHITTIER,7800167B,2947,131,N,1264,TOTAL,120,25,23,43,6,15
WHITTIER,7800170B,2948,131,N,1034,POLLING PLACE,44,14,6,17,2,4
WHITTIER,7800170B,2948,131,N,0,VBM PORTION,28,11,2,13,0,1
WHITTIER,7800170B,2948,131,N,1034,TOTAL,72,25,8,30,2,5
WHITTIER,7800171B,2949,131,N,1204,POLLING PLACE,85,25,12,36,1,9
WHITTIER,7800171B,2949,131,N,0,VBM PORTION,63,18,8,24,0,4
WHITTIER,7800171B,2949,131,N,1204,TOTAL,148,43,20,60,1,13
WHITTIER,7800172A,2950,131,N,695,POLLING PLACE,50,17,3,17,0,10
WHITTIER,7800172A,2950,131,N,0,VBM PORTION,29,11,2,9,0,3
WHITTIER,7800172A,2950,131,N,695,TOTAL,79,28,5,26,0,13
WHITTIER,7800176A,2951,131,N,1209,POLLING PLACE,46,8,10,17,1,9
WHITTIER,7800176A,2951,131,N,0,VBM PORTION,30,11,4,8,0,4
WHITTIER,7800176A,2951,131,N,1209,TOTAL,76,19,14,25,1,13
WHITTIER,7800185A,2952,131,N,1320,POLLING PLACE,186,87,7,60,1,15
WHITTIER,7800185A,2952,131,N,0,VBM PORTION,172,91,12,23,1,15
WHITTIER,7800185A,2952,131,N,1320,TOTAL,358,178,19,83,2,30
BALLOT GROUP 75,9990075A,8075,75,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 75,9990075A,8075,75,N,0,VBM PORTION,0,0,0,0,0,0
BALLOT GROUP 75,9990075A,8075,75,N,0,TOTAL,0,0,0,0,0,0
BALLOT GROUP 126,9990126A,8126,126,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 126,9990126A,8126,126,N,0,VBM PORTION,0,0,0,0,0,0
BALLOT GROUP 126,9990126A,8126,126,N,0,TOTAL,0,0,0,0,0,0
BALLOT GROUP 127,9990127A,8127,127,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 127,9990127A,8127,127,N,0,VBM PORTION,0,0,0,0,0,0
BALLOT GROUP 127,9990127A,8127,127,N,0,TOTAL,0,0,0,0,0,0
BALLOT GROUP 128,9990128A,8128,128,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 128,9990128A,8128,128,N,0,VBM PORTION,0,0,0,0,0,0
BALLOT GROUP 128,9990128A,8128,128,N,0,TOTAL,0,0,0,0,0,0
BALLOT GROUP 131,9990131A,8131,131,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 131,9990131A,8131,131,N,0,VBM PORTION,6,1,0,2,0,0
BALLOT GROUP 131,9990131A,8131,131,N,0,TOTAL,3,1,0,2,0,0
BALLOT GROUP 132,9990132A,8132,132,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 132,9990132A,8132,132,N,0,VBM PORTION,8,1,0,1,1,0
BALLOT GROUP 132,9990132A,8132,132,N,0,TOTAL,4,1,0,1,1,0
BALLOT GROUP 133,9990133A,8133,133,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 133,9990133A,8133,133,N,0,VBM PORTION,2,1,0,0,0,0
BALLOT GROUP 133,9990133A,8133,133,N,0,TOTAL,1,1,0,0,0,0
BALLOT GROUP 134,9990134A,8134,134,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 134,9990134A,8134,134,N,0,VBM PORTION,8,1,0,0,0,2
BALLOT GROUP 134,9990134A,8134,134,N,0,TOTAL,4,1,0,0,0,2
BALLOT GROUP 135,9990135A,8135,135,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 135,9990135A,8135,135,N,0,VBM PORTION,2,0,0,0,0,0
BALLOT GROUP 135,9990135A,8135,135,N,0,TOTAL,1,0,0,0,0,0
BALLOT GROUP 137,9990137A,8137,137,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 137,9990137A,8137,137,N,0,VBM PORTION,4,1,0,1,0,0
BALLOT GROUP 137,9990137A,8137,137,N,0,TOTAL,2,1,0,1,0,0
BALLOT GROUP 138,9990138A,8138,138,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 138,9990138A,8138,138,N,0,VBM PORTION,2,0,0,1,0,0
BALLOT GROUP 138,9990138A,8138,138,N,0,TOTAL,1,0,0,1,0,0
BALLOT GROUP 139,9990139A,8139,139,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 139,9990139A,8139,139,N,0,VBM PORTION,0,0,0,0,0,0
BALLOT GROUP 139,9990139A,8139,139,N,0,TOTAL,0,0,0,0,0,0
BALLOT GROUP 166,9990166A,8166,166,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 166,9990166A,8166,166,N,0,VBM PORTION,6,2,1,0,0,0
BALLOT GROUP 166,9990166A,8166,166,N,0,TOTAL,3,2,1,0,0,0
BALLOT GROUP 167,9990167A,8167,167,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 167,9990167A,8167,167,N,0,VBM PORTION,0,0,0,0,0,0
BALLOT GROUP 167,9990167A,8167,167,N,0,TOTAL,0,0,0,0,0,0
