LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,GEORGE MCKENNA,HATTIE B MCFRAZIER,O O MANIGAULT,G HUDLEY-HAYES,RACHEL C JOHNSON,ALEX JOHNSON,SHERLETT H NEWBILL
LOS ANGELES,9002788A,4243,148,N,1092,TOTAL,74,28,9,2,6,3,16,2
LOS ANGELES,9002889A,4259,116,N,829,POLLING PLACE,65,8,2,3,4,0,14,11
LOS ANGELES,9002889A,4259,116,N,0,VBM PORTION,62,19,1,5,3,7,6,7
LOS ANGELES,9002889A,4259,116,N,829,TOTAL,127,27,3,8,7,7,20,18
LOS ANGELES,9002890A,4260,116,N,1297,POLLING PLACE,82,30,1,4,7,2,17,4
LOS ANGELES,9002890A,4260,116,N,0,VBM PORTION,95,25,4,4,5,4,16,8
LOS ANGELES,9002890A,4260,116,N,1297,TOTAL,177,55,5,8,12,6,33,12
LOS ANGELES,9002893A,4262,116,N,1358,POLLING PLACE,95,31,7,5,6,2,19,10
LOS ANGELES,9002893A,4262,116,N,0,VBM PORTION,106,20,7,3,2,10,17,14
LOS ANGELES,9002893A,4262,116,N,1358,TOTAL,201,51,14,8,8,12,36,24
LOS ANGELES,9002900A,4264,113,N,1537,POLLING PLACE,119,47,1,7,7,7,14,3
LOS ANGELES,9002900A,4264,113,N,0,VBM PORTION,434,137,6,12,27,5,60,18
LOS ANGELES,9002900A,4264,113,N,1537,TOTAL,553,184,7,19,34,12,74,21
LOS ANGELES,9002908A,4267,148,N,1234,POLLING PLACE,93,48,1,3,3,4,22,6
LOS ANGELES,9002908A,4267,148,N,0,VBM PORTION,79,25,1,3,1,4,16,13
LOS ANGELES,9002908A,4267,148,N,1234,TOTAL,172,73,2,6,4,8,38,19
LOS ANGELES,9002927A,4273,148,N,991,POLLING PLACE,79,29,2,6,7,4,17,4
LOS ANGELES,9002927A,4273,148,N,0,VBM PORTION,40,9,1,3,1,0,16,3
LOS ANGELES,9002927A,4273,148,N,991,TOTAL,119,38,3,9,8,4,33,7
LOS ANGELES,9002954A,4276,116,N,1255,POLLING PLACE,100,27,2,9,6,5,15,11
LOS ANGELES,9002954A,4276,116,N,0,VBM PORTION,131,37,0,7,6,4,20,16
LOS ANGELES,9002954A,4276,116,N,1255,TOTAL,231,64,2,16,12,9,35,27
LOS ANGELES,9003029C,4279,174,N,1096,POLLING PLACE,59,27,2,3,4,5,9,2
LOS ANGELES,9003029C,4279,174,N,0,VBM PORTION,42,18,4,3,0,1,4,5
LOS ANGELES,9003029C,4279,174,N,1096,TOTAL,101,45,6,6,4,6,13,7
LOS ANGELES,9003036A,4280,116,N,647,POLLING PLACE,94,33,4,3,6,2,17,6
LOS ANGELES,9003036A,4280,116,N,0,VBM PORTION,57,14,3,3,2,3,8,5
LOS ANGELES,9003036A,4280,116,N,647,TOTAL,151,47,7,6,8,5,25,11
LOS ANGELES,9003050A,4282,116,N,781,POLLING PLACE,137,74,3,1,8,3,34,12
LOS ANGELES,9003050A,4282,116,N,0,VBM PORTION,61,24,3,2,6,1,13,5
LOS ANGELES,9003050A,4282,116,N,781,TOTAL,198,98,6,3,14,4,47,17
LOS ANGELES,9003210A,4300,148,N,715,POLLING PLACE,11,2,0,0,1,0,0,2
LOS ANGELES,9003210A,4300,148,N,0,VBM PORTION,7,2,0,0,0,0,2,1
LOS ANGELES,9003210A,4300,148,N,715,TOTAL,18,4,0,0,1,0,2,3
LOS ANGELES,9003229A,4304,116,N,1014,POLLING PLACE,129,74,2,3,7,2,24,9
LOS ANGELES,9003229A,4304,116,N,0,VBM PORTION,108,37,9,1,6,4,29,4
LOS ANGELES,9003229A,4304,116,N,1014,TOTAL,237,111,11,4,13,6,53,13
LOS ANGELES,9003240A,4307,148,N,911,POLLING PLACE,73,30,2,5,3,2,18,4
LOS ANGELES,9003240A,4307,148,N,0,VBM PORTION,30,6,2,1,1,6,9,0
LOS ANGELES,9003240A,4307,148,N,911,TOTAL,103,36,4,6,4,8,27,4
LOS ANGELES,9003674E,4332,116,N,955,POLLING PLACE,38,17,1,2,2,0,4,3
LOS ANGELES,9003674E,4332,116,N,0,VBM PORTION,51,17,0,5,2,1,9,4
LOS ANGELES,9003674E,4332,116,N,955,TOTAL,89,34,1,7,4,1,13,7
LOS ANGELES,9003866A,4338,174,N,1050,POLLING PLACE,80,38,1,5,4,1,11,6
LOS ANGELES,9003866A,4338,174,N,0,VBM PORTION,48,15,0,3,2,3,12,5
LOS ANGELES,9003866A,4338,174,N,1050,TOTAL,128,53,1,8,6,4,23,11
LOS ANGELES,9003958A,4348,86,N,1264,POLLING PLACE,106,35,1,4,1,1,14,10
LOS ANGELES,9003958A,4348,86,N,0,VBM PORTION,117,38,4,4,3,3,12,15
LOS ANGELES,9003958A,4348,86,N,1264,TOTAL,223,73,5,8,4,4,26,25
LOS ANGELES,9003969C,4350,116,N,1055,POLLING PLACE,71,18,0,2,8,2,17,15
LOS ANGELES,9003969C,4350,116,N,0,VBM PORTION,29,7,1,1,0,3,8,5
LOS ANGELES,9003969C,4350,116,N,1055,TOTAL,100,25,1,3,8,5,25,20
LOS ANGELES,9004218A,4362,113,N,624,POLLING PLACE,87,28,1,1,6,2,12,12
LOS ANGELES,9004218A,4362,113,N,0,VBM PORTION,48,16,1,3,0,3,5,4
LOS ANGELES,9004218A,4362,113,N,624,TOTAL,135,44,2,4,6,5,17,16
LOS ANGELES,9005204A,4399,159,N,929,POLLING PLACE,86,39,2,3,1,2,24,4
LOS ANGELES,9005204A,4399,159,N,0,VBM PORTION,66,23,1,4,6,3,11,6
LOS ANGELES,9005204A,4399,159,N,929,TOTAL,152,62,3,7,7,5,35,10
LOS ANGELES,9005205B,4400,159,N,720,POLLING PLACE,58,21,4,4,2,3,17,2
LOS ANGELES,9005205B,4400,159,N,0,VBM PORTION,26,11,2,2,1,0,10,0
LOS ANGELES,9005205B,4400,159,N,720,TOTAL,84,32,6,6,3,3,27,2
LOS ANGELES,9005299B,4405,86,N,1397,POLLING PLACE,140,45,7,2,12,2,26,14
LOS ANGELES,9005299B,4405,86,N,0,VBM PORTION,107,42,0,5,7,2,11,10
LOS ANGELES,9005299B,4405,86,N,1397,TOTAL,247,87,7,7,19,4,37,24
LOS ANGELES,9005303A,4406,116,N,1102,POLLING PLACE,78,26,3,1,7,3,19,6
LOS ANGELES,9005303A,4406,116,N,0,VBM PORTION,108,33,6,8,1,5,15,11
LOS ANGELES,9005303A,4406,116,N,1102,TOTAL,186,59,9,9,8,8,34,17
LOS ANGELES,9005305A,4407,86,N,997,POLLING PLACE,98,39,2,3,8,4,13,10
LOS ANGELES,9005305A,4407,86,N,0,VBM PORTION,105,29,4,0,6,2,15,9
LOS ANGELES,9005305A,4407,86,N,997,TOTAL,203,68,6,3,14,6,28,19
LOS ANGELES,9005307A,4408,86,N,1231,POLLING PLACE,119,36,2,1,4,6,20,14
LOS ANGELES,9005307A,4408,86,N,0,VBM PORTION,103,25,7,4,5,1,24,11
LOS ANGELES,9005307A,4408,86,N,1231,TOTAL,222,61,9,5,9,7,44,25
LOS ANGELES,9005310A,4409,83,N,1178,POLLING PLACE,74,12,6,7,3,3,15,7
LOS ANGELES,9005310A,4409,83,N,0,VBM PORTION,71,12,7,5,7,4,8,6
LOS ANGELES,9005310A,4409,83,N,1178,TOTAL,145,24,13,12,10,7,23,13
LOS ANGELES,9005312C,4410,83,N,1026,POLLING PLACE,85,20,3,6,2,3,17,7
LOS ANGELES,9005312C,4410,83,N,0,VBM PORTION,61,18,1,1,3,6,8,7
LOS ANGELES,9005312C,4410,83,N,1026,TOTAL,146,38,4,7,5,9,25,14
LOS ANGELES,9005313A,4411,87,N,1181,POLLING PLACE,122,34,5,6,3,4,31,13
LOS ANGELES,9005313A,4411,87,N,0,VBM PORTION,68,11,2,8,2,4,7,12
LOS ANGELES,9005313A,4411,87,N,1181,TOTAL,190,45,7,14,5,8,38,25
LOS ANGELES,9005315A,4412,87,N,1109,POLLING PLACE,135,47,5,9,10,0,31,13
LOS ANGELES,9005315A,4412,87,N,0,VBM PORTION,131,31,5,5,5,0,36,10
LOS ANGELES,9005315A,4412,87,N,1109,TOTAL,266,78,10,14,15,0,67,23
LOS ANGELES,9005316A,4413,116,N,948,POLLING PLACE,52,11,1,2,4,1,21,6
LOS ANGELES,9005316A,4413,116,N,0,VBM PORTION,55,12,1,4,8,2,4,11
LOS ANGELES,9005316A,4413,116,N,948,TOTAL,107,23,2,6,12,3,25,17
LOS ANGELES,9005317A,4414,116,N,1220,POLLING PLACE,118,46,2,2,9,2,38,9
LOS ANGELES,9005317A,4414,116,N,0,VBM PORTION,102,27,2,4,8,4,14,11
LOS ANGELES,9005317A,4414,116,N,1220,TOTAL,220,73,4,6,17,6,52,20
LOS ANGELES,9005319A,4415,116,N,1096,POLLING PLACE,128,51,4,4,13,2,30,13
LOS ANGELES,9005319A,4415,116,N,0,VBM PORTION,112,37,6,4,8,4,19,12
LOS ANGELES,9005319A,4415,116,N,1096,TOTAL,240,88,10,8,21,6,49,25
LOS ANGELES,9005321A,4416,116,N,1245,POLLING PLACE,92,34,0,2,2,3,29,8
LOS ANGELES,9005321A,4416,116,N,0,VBM PORTION,82,15,3,11,2,2,17,6
LOS ANGELES,9005321A,4416,116,N,1245,TOTAL,174,49,3,13,4,5,46,14
LOS ANGELES,9005322A,4417,116,N,1078,POLLING PLACE,56,28,1,4,1,1,13,6
LOS ANGELES,9005322A,4417,116,N,0,VBM PORTION,60,25,2,4,5,3,11,1
LOS ANGELES,9005322A,4417,116,N,1078,TOTAL,116,53,3,8,6,4,24,7
LOS ANGELES,9005405A,4422,104,N,554,POLLING PLACE,45,17,0,1,2,1,13,8
LOS ANGELES,9005405A,4422,104,N,0,VBM PORTION,34,12,0,0,2,2,11,2
LOS ANGELES,9005405A,4422,104,N,554,TOTAL,79,29,0,1,4,3,24,10
LOS ANGELES,9005414A,4423,148,N,938,POLLING PLACE,117,57,5,1,5,0,29,4
LOS ANGELES,9005414A,4423,148,N,0,VBM PORTION,49,15,2,0,5,2,13,3
LOS ANGELES,9005414A,4423,148,N,938,TOTAL,166,72,7,1,10,2,42,7
LOS ANGELES,9005424A,4424,116,N,1308,POLLING PLACE,90,29,6,2,2,5,24,4
LOS ANGELES,9005424A,4424,116,N,0,VBM PORTION,87,13,5,7,3,8,13,8
LOS ANGELES,9005424A,4424,116,N,1308,TOTAL,177,42,11,9,5,13,37,12
LOS ANGELES,9005484A,4426,148,N,1037,POLLING PLACE,49,9,2,3,1,1,13,7
LOS ANGELES,9005484A,4426,148,N,0,VBM PORTION,38,3,2,2,5,4,14,3
LOS ANGELES,9005484A,4426,148,N,1037,TOTAL,87,12,4,5,6,5,27,10
LOS ANGELES,9005494B,4427,116,N,1096,POLLING PLACE,49,16,0,2,3,3,12,10
LOS ANGELES,9005494B,4427,116,N,0,VBM PORTION,38,8,2,4,2,5,8,1
LOS ANGELES,9005494B,4427,116,N,1096,TOTAL,87,24,2,6,5,8,20,11
LOS ANGELES,9005504C,4428,116,N,1356,POLLING PLACE,126,43,6,4,4,8,29,13
LOS ANGELES,9005504C,4428,116,N,0,VBM PORTION,138,38,7,6,3,8,28,10
LOS ANGELES,9005504C,4428,116,N,1356,TOTAL,264,81,13,10,7,16,57,23
LOS ANGELES,9007166B,4585,116,N,1103,POLLING PLACE,61,29,0,2,4,0,20,4
LOS ANGELES,9007166B,4585,116,N,0,VBM PORTION,53,22,2,3,3,7,11,1
LOS ANGELES,9007166B,4585,116,N,1103,TOTAL,114,51,2,5,7,7,31,5
LOS ANGELES,9007168B,4586,116,N,1202,POLLING PLACE,58,20,0,4,3,0,18,5
LOS ANGELES,9007168B,4586,116,N,0,VBM PORTION,70,23,4,6,7,1,16,4
LOS ANGELES,9007168B,4586,116,N,1202,TOTAL,128,43,4,10,10,1,34,9
LOS ANGELES,9007211A,4587,116,N,647,POLLING PLACE,42,13,1,3,4,2,9,1
LOS ANGELES,9007211A,4587,116,N,0,VBM PORTION,51,11,1,4,1,5,13,2
LOS ANGELES,9007211A,4587,116,N,647,TOTAL,93,24,2,7,5,7,22,3
LOS ANGELES,9007221A,4588,86,N,1360,POLLING PLACE,148,42,7,7,15,2,37,18
LOS ANGELES,9007221A,4588,86,N,0,VBM PORTION,107,38,4,6,4,2,24,7
LOS ANGELES,9007221A,4588,86,N,1360,TOTAL,255,80,11,13,19,4,61,25
LOS ANGELES,9007229B,4589,116,N,974,POLLING PLACE,89,35,0,2,11,4,15,15
LOS ANGELES,9007229B,4589,116,N,0,VBM PORTION,78,33,4,2,3,3,16,6
LOS ANGELES,9007229B,4589,116,N,974,TOTAL,167,68,4,4,14,7,31,21
LOS ANGELES,9007230A,4590,83,N,1091,POLLING PLACE,66,22,3,5,2,1,12,6
LOS ANGELES,9007230A,4590,83,N,0,VBM PORTION,77,18,6,4,1,9,6,10
LOS ANGELES,9007230A,4590,83,N,1091,TOTAL,143,40,9,9,3,10,18,16
LOS ANGELES,9007349A,4599,116,N,926,POLLING PLACE,93,38,0,1,6,3,30,8
LOS ANGELES,9007349A,4599,116,N,0,VBM PORTION,76,25,4,2,8,0,19,4
LOS ANGELES,9007349A,4599,116,N,926,TOTAL,169,63,4,3,14,3,49,12
BALLOT GROUP 83,9990083A,8083,83,N,0,POLLING PLACE,0,0,0,0,0,0,0,0
BALLOT GROUP 83,9990083A,8083,83,N,0,VBM PORTION,0,0,0,0,0,0,0,0
BALLOT GROUP 83,9990083A,8083,83,N,0,TOTAL,0,0,0,0,0,0,0,0
BALLOT GROUP 85,9990085A,8085,85,N,0,POLLING PLACE,0,0,0,0,0,0,0,0
BALLOT GROUP 85,9990085A,8085,85,N,0,VBM PORTION,0,0,0,0,0,0,0,0
BALLOT GROUP 85,9990085A,8085,85,N,0,TOTAL,0,0,0,0,0,0,0,0
BALLOT GROUP 86,9990086A,8086,86,N,0,POLLING PLACE,0,0,0,0,0,0,0,0
BALLOT GROUP 86,9990086A,8086,86,N,0,VBM PORTION,0,0,0,0,0,0,0,0
BALLOT GROUP 86,9990086A,8086,86,N,0,TOTAL,0,0,0,0,0,0,0,0
BALLOT GROUP 87,9990087A,8087,87,N,0,POLLING PLACE,0,0,0,0,0,0,0,0
BALLOT GROUP 87,9990087A,8087,87,N,0,VBM PORTION,0,0,0,0,0,0,0,0
BALLOT GROUP 87,9990087A,8087,87,N,0,TOTAL,0,0,0,0,0,0,0,0
BALLOT GROUP 102,9990102A,8102,102,N,0,POLLING PLACE,0,0,0,0,0,0,0,0
BALLOT GROUP 102,9990102A,8102,102,N,0,VBM PORTION,0,0,0,0,0,0,0,0
BALLOT GROUP 102,9990102A,8102,102,N,0,TOTAL,0,0,0,0,0,0,0,0
BALLOT GROUP 104,9990104A,8104,104,N,0,POLLING PLACE,0,0,0,0,0,0,0,0
BALLOT GROUP 104,9990104A,8104,104,N,0,VBM PORTION,0,0,0,0,0,0,0,0
BALLOT GROUP 104,9990104A,8104,104,N,0,TOTAL,0,0,0,0,0,0,0,0
BALLOT GROUP 107,9990107A,8107,107,N,0,POLLING PLACE,0,0,0,0,0,0,0,0
BALLOT GROUP 107,9990107A,8107,107,N,0,VBM PORTION,0,0,0,0,0,0,0,0
BALLOT GROUP 107,9990107A,8107,107,N,0,TOTAL,0,0,0,0,0,0,0,0
BALLOT GROUP 113,9990113A,8113,113,N,0,POLLING PLACE,0,0,0,0,0,0,0,0
BALLOT GROUP 113,9990113A,8113,113,N,0,VBM PORTION,2,0,0,0,0,0,0,0
BALLOT GROUP 113,9990113A,8113,113,N,0,TOTAL,1,0,0,0,0,0,0,0
BALLOT GROUP 116,9990116A,8116,116,N,0,POLLING PLACE,0,0,0,0,0,0,0,0
BALLOT GROUP 116,9990116A,8116,116,N,0,VBM PORTION,8,2,0,0,0,0,0,0
BALLOT GROUP 116,9990116A,8116,116,N,0,TOTAL,4,2,0,0,0,0,0,0
BALLOT GROUP 142,9990142A,8142,142,N,0,POLLING PLACE,0,0,0,0,0,0,0,0
BALLOT GROUP 142,9990142A,8142,142,N,0,VBM PORTION,0,0,0,0,0,0,0,0
BALLOT GROUP 142,9990142A,8142,142,N,0,TOTAL,0,0,0,0,0,0,0,0
BALLOT GROUP 148,9990148A,8148,148,N,0,POLLING PLACE,0,0,0,0,0,0,0,0
BALLOT GROUP 148,9990148A,8148,148,N,0,VBM PORTION,6,0,0,0,0,0,1,0
BALLOT GROUP 148,9990148A,8148,148,N,0,TOTAL,3,0,0,0,0,0,1,0
BALLOT GROUP 151,9990151A,8151,151,N,0,POLLING PLACE,0,0,0,0,0,0,0,0
BALLOT GROUP 151,9990151A,8151,151,N,0,VBM PORTION,0,0,0,0,0,0,0,0
BALLOT GROUP 151,9990151A,8151,151,N,0,TOTAL,0,0,0,0,0,0,0,0
BALLOT GROUP 159,9990159A,8159,159,N,0,POLLING PLACE,0,0,0,0,0,0,0,0
BALLOT GROUP 159,9990159A,8159,159,N,0,VBM PORTION,0,0,0,0,0,0,0,0
BALLOT GROUP 159,9990159A,8159,159,N,0,TOTAL,0,0,0,0,0,0,0,0
BALLOT GROUP 161,9990161A,8161,161,N,0,POLLING PLACE,0,0,0,0,0,0,0,0
BALLOT GROUP 161,9990161A,8161,161,N,0,VBM PORTION,4,1,0,0,0,0,0,0
BALLOT GROUP 161,9990161A,8161,161,N,0,TOTAL,2,1,0,0,0,0,0,0
BALLOT GROUP 163,9990163A,8163,163,N,0,POLLING PLACE,0,0,0,0,0,0,0,0
BALLOT GROUP 163,9990163A,8163,163,N,0,VBM PORTION,6,2,0,0,0,1,0,0
BALLOT GROUP 163,9990163A,8163,163,N,0,TOTAL,3,2,0,0,0,1,0,0
BALLOT GROUP 174,9990174A,8174,174,N,0,POLLING PLACE,0,0,0,0,0,0,0,0
BALLOT GROUP 174,9990174A,8174,174,N,0,VBM PORTION,0,0,0,0,0,0,0,0
BALLOT GROUP 174,9990174A,8174,174,N,0,TOTAL,0,0,0,0,0,0,0,0
BALLOT GROUP 177,9990177A,8177,177,N,0,POLLING PLACE,0,0,0,0,0,0,0,0
BALLOT GROUP 177,9990177A,8177,177,N,0,VBM PORTION,0,0,0,0,0,0,0,0
BALLOT GROUP 177,9990177A,8177,177,N,0,TOTAL,0,0,0,0,0,0,0,0
BALLOT GROUP 179,9990179A,8179,179,N,0,POLLING PLACE,0,0,0,0,0,0,0,0
BALLOT GROUP 179,9990179A,8179,179,N,0,VBM PORTION,0,0,0,0,0,0,0,0
BALLOT GROUP 179,9990179A,8179,179,N,0,TOTAL,0,0,0,0,0,0,0,0
