LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ARNOLD W MEDNICK,ANDREW COOPER
LOS ANGELES,9001839A,3877,90,N,0,VBM PORTION,35,10,17
LOS ANGELES,9001839A,3877,90,N,983,TOTAL,90,13,52
LOS ANGELES,9001841A,3878,90,N,997,POLLING PLACE,88,13,61
LOS ANGELES,9001841A,3878,90,N,0,VBM PORTION,28,3,16
LOS ANGELES,9001841A,3878,90,N,997,TOTAL,116,16,77
LOS ANGELES,9001846A,3879,95,N,1183,POLLING PLACE,104,17,60
LOS ANGELES,9001846A,3879,95,N,0,VBM PORTION,48,6,32
LOS ANGELES,9001846A,3879,95,N,1183,TOTAL,152,23,92
LOS ANGELES,9001851A,3880,95,N,946,POLLING PLACE,82,20,41
LOS ANGELES,9001851A,3880,95,N,0,VBM PORTION,44,5,31
LOS ANGELES,9001851A,3880,95,N,946,TOTAL,126,25,72
LOS ANGELES,9001853A,6190,178,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9001853A,6190,178,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9001853A,6190,178,Y,0,TOTAL,0,0,0
LOS ANGELES,9001854A,3881,95,N,569,POLLING PLACE,55,11,28
LOS ANGELES,9001854A,3881,95,N,0,VBM PORTION,18,1,13
LOS ANGELES,9001854A,3881,95,N,569,TOTAL,73,12,41
LOS ANGELES,9001855A,3882,95,N,1132,POLLING PLACE,81,20,38
LOS ANGELES,9001855A,3882,95,N,0,VBM PORTION,39,6,24
LOS ANGELES,9001855A,3882,95,N,1132,TOTAL,120,26,62
LOS ANGELES,9001856A,3883,95,N,664,POLLING PLACE,51,11,34
LOS ANGELES,9001856A,3883,95,N,0,VBM PORTION,18,7,10
LOS ANGELES,9001856A,3883,95,N,664,TOTAL,69,18,44
LOS ANGELES,9001857A,3884,108,N,1321,POLLING PLACE,86,9,41
LOS ANGELES,9001857A,3884,108,N,0,VBM PORTION,219,34,107
LOS ANGELES,9001857A,3884,108,N,1321,TOTAL,305,43,148
LOS ANGELES,9001859A,3885,95,N,1198,POLLING PLACE,124,25,65
LOS ANGELES,9001859A,3885,95,N,0,VBM PORTION,73,15,47
LOS ANGELES,9001859A,3885,95,N,1198,TOTAL,197,40,112
LOS ANGELES,9001861A,3886,62,N,1294,POLLING PLACE,148,29,80
LOS ANGELES,9001861A,3886,62,N,0,VBM PORTION,95,14,63
LOS ANGELES,9001861A,3886,62,N,1294,TOTAL,243,43,143
LOS ANGELES,9001862C,3887,95,N,652,POLLING PLACE,77,19,40
LOS ANGELES,9001862C,3887,95,N,0,VBM PORTION,21,3,11
LOS ANGELES,9001862C,3887,95,N,652,TOTAL,98,22,51
LOS ANGELES,9001874A,3888,155,N,1203,POLLING PLACE,65,6,33
LOS ANGELES,9001874A,3888,155,N,0,VBM PORTION,131,16,79
LOS ANGELES,9001874A,3888,155,N,1203,TOTAL,196,22,112
LOS ANGELES,9001875A,3889,103,N,974,POLLING PLACE,80,14,46
LOS ANGELES,9001875A,3889,103,N,0,VBM PORTION,66,17,32
LOS ANGELES,9001875A,3889,103,N,974,TOTAL,146,31,78
LOS ANGELES,9001876A,3890,158,N,993,POLLING PLACE,167,20,91
LOS ANGELES,9001876A,3890,158,N,0,VBM PORTION,115,14,64
LOS ANGELES,9001876A,3890,158,N,993,TOTAL,282,34,155
LOS ANGELES,9001877B,3891,56,N,1386,POLLING PLACE,90,12,54
LOS ANGELES,9001877B,3891,56,N,0,VBM PORTION,76,9,47
LOS ANGELES,9001877B,3891,56,N,1386,TOTAL,166,21,101
LOS ANGELES,9001884A,3892,154,N,985,POLLING PLACE,113,20,61
LOS ANGELES,9001884A,3892,154,N,0,VBM PORTION,117,23,56
LOS ANGELES,9001884A,3892,154,N,985,TOTAL,230,43,117
LOS ANGELES,9001889A,3893,95,N,907,POLLING PLACE,83,18,43
LOS ANGELES,9001889A,3893,95,N,0,VBM PORTION,85,17,46
LOS ANGELES,9001889A,3893,95,N,907,TOTAL,168,35,89
LOS ANGELES,9001890A,3894,95,N,877,POLLING PLACE,74,16,40
LOS ANGELES,9001890A,3894,95,N,0,VBM PORTION,69,7,46
LOS ANGELES,9001890A,3894,95,N,877,TOTAL,143,23,86
LOS ANGELES,9001891A,3895,95,N,1118,POLLING PLACE,126,20,73
LOS ANGELES,9001891A,3895,95,N,0,VBM PORTION,53,6,41
LOS ANGELES,9001891A,3895,95,N,1118,TOTAL,179,26,114
LOS ANGELES,9001892B,3896,56,N,1340,POLLING PLACE,99,14,52
LOS ANGELES,9001892B,3896,56,N,0,VBM PORTION,116,14,73
LOS ANGELES,9001892B,3896,56,N,1340,TOTAL,215,28,125
LOS ANGELES,9001893A,3897,56,N,1344,POLLING PLACE,79,11,44
LOS ANGELES,9001893A,3897,56,N,0,VBM PORTION,134,15,79
LOS ANGELES,9001893A,3897,56,N,1344,TOTAL,213,26,123
LOS ANGELES,9001895A,3898,95,N,1140,POLLING PLACE,86,13,50
LOS ANGELES,9001895A,3898,95,N,0,VBM PORTION,62,6,44
LOS ANGELES,9001895A,3898,95,N,1140,TOTAL,148,19,94
LOS ANGELES,9001899A,3899,95,N,656,POLLING PLACE,54,4,36
LOS ANGELES,9001899A,3899,95,N,0,VBM PORTION,27,3,18
LOS ANGELES,9001899A,3899,95,N,656,TOTAL,81,7,54
LOS ANGELES,9001900B,3900,59,N,1170,POLLING PLACE,44,5,26
LOS ANGELES,9001900B,3900,59,N,0,VBM PORTION,77,3,55
LOS ANGELES,9001900B,3900,59,N,1170,TOTAL,121,8,81
LOS ANGELES,9001904A,3901,95,N,1139,POLLING PLACE,103,16,66
LOS ANGELES,9001904A,3901,95,N,0,VBM PORTION,49,6,36
LOS ANGELES,9001904A,3901,95,N,1139,TOTAL,152,22,102
LOS ANGELES,9001905A,3902,95,N,1181,POLLING PLACE,80,20,47
LOS ANGELES,9001905A,3902,95,N,0,VBM PORTION,50,7,33
LOS ANGELES,9001905A,3902,95,N,1181,TOTAL,130,27,80
LOS ANGELES,9001907A,3903,15,N,769,POLLING PLACE,43,5,29
LOS ANGELES,9001907A,3903,15,N,0,VBM PORTION,26,4,20
LOS ANGELES,9001907A,3903,15,N,769,TOTAL,69,9,49
LOS ANGELES,9001910B,3904,95,N,1195,POLLING PLACE,103,18,59
LOS ANGELES,9001910B,3904,95,N,0,VBM PORTION,47,10,30
LOS ANGELES,9001910B,3904,95,N,1195,TOTAL,150,28,89
LOS ANGELES,9001917A,3905,19,N,1000,POLLING PLACE,59,10,35
LOS ANGELES,9001917A,3905,19,N,0,VBM PORTION,45,7,32
LOS ANGELES,9001917A,3905,19,N,1000,TOTAL,104,17,67
LOS ANGELES,9001920A,3906,141,N,1051,POLLING PLACE,86,10,50
LOS ANGELES,9001920A,3906,141,N,0,VBM PORTION,57,9,33
LOS ANGELES,9001920A,3906,141,N,1051,TOTAL,143,19,83
LOS ANGELES,9001926C,3907,63,N,1393,POLLING PLACE,163,20,106
LOS ANGELES,9001926C,3907,63,N,0,VBM PORTION,161,14,103
LOS ANGELES,9001926C,3907,63,N,1393,TOTAL,324,34,209
LOS ANGELES,9001927A,3908,149,N,1160,POLLING PLACE,43,7,24
LOS ANGELES,9001927A,3908,149,N,0,VBM PORTION,43,4,28
LOS ANGELES,9001927A,3908,149,N,1160,TOTAL,86,11,52
LOS ANGELES,9001928B,3909,63,N,1219,POLLING PLACE,142,28,71
LOS ANGELES,9001928B,3909,63,N,0,VBM PORTION,85,8,50
LOS ANGELES,9001928B,3909,63,N,1219,TOTAL,227,36,121
LOS ANGELES,9001929A,3910,142,N,1075,POLLING PLACE,21,3,14
LOS ANGELES,9001929A,3910,142,N,0,VBM PORTION,15,4,6
LOS ANGELES,9001929A,3910,142,N,1075,TOTAL,36,7,20
LOS ANGELES,9001930A,3911,149,N,610,POLLING PLACE,33,4,19
LOS ANGELES,9001930A,3911,149,N,0,VBM PORTION,18,5,10
LOS ANGELES,9001930A,3911,149,N,610,TOTAL,51,9,29
LOS ANGELES,9001931A,3912,63,N,1253,POLLING PLACE,152,17,87
LOS ANGELES,9001931A,3912,63,N,0,VBM PORTION,120,8,61
LOS ANGELES,9001931A,3912,63,N,1253,TOTAL,272,25,148
LOS ANGELES,9001932B,3913,149,N,1149,POLLING PLACE,42,11,16
LOS ANGELES,9001932B,3913,149,N,0,VBM PORTION,30,3,19
LOS ANGELES,9001932B,3913,149,N,1149,TOTAL,72,14,35
LOS ANGELES,9001934A,3914,63,N,1226,POLLING PLACE,133,22,70
LOS ANGELES,9001934A,3914,63,N,0,VBM PORTION,114,14,70
LOS ANGELES,9001934A,3914,63,N,1226,TOTAL,247,36,140
LOS ANGELES,9001934C,3915,63,N,852,POLLING PLACE,76,7,52
LOS ANGELES,9001934C,3915,63,N,0,VBM PORTION,73,4,36
LOS ANGELES,9001934C,3915,63,N,852,TOTAL,149,11,88
LOS ANGELES,9001938A,3916,154,N,823,POLLING PLACE,102,19,45
LOS ANGELES,9001938A,3916,154,N,0,VBM PORTION,73,11,36
LOS ANGELES,9001938A,3916,154,N,823,TOTAL,175,30,81
LOS ANGELES,9001940D,3917,152,N,1143,POLLING PLACE,46,5,34
LOS ANGELES,9001940D,3917,152,N,0,VBM PORTION,27,4,19
LOS ANGELES,9001940D,3917,152,N,1143,TOTAL,73,9,53
LOS ANGELES,9001941A,3918,149,N,947,POLLING PLACE,31,6,16
LOS ANGELES,9001941A,3918,149,N,0,VBM PORTION,14,0,11
LOS ANGELES,9001941A,3918,149,N,947,TOTAL,45,6,27
LOS ANGELES,9001942A,3919,148,N,709,POLLING PLACE,19,6,8
LOS ANGELES,9001942A,3919,148,N,0,VBM PORTION,1,0,0
LOS ANGELES,9001942A,3919,148,N,709,TOTAL,20,6,8
LOS ANGELES,9001943A,3920,149,N,1075,POLLING PLACE,73,6,42
LOS ANGELES,9001943A,3920,149,N,0,VBM PORTION,48,12,23
LOS ANGELES,9001943A,3920,149,N,1075,TOTAL,121,18,65
LOS ANGELES,9001950A,3921,147,N,614,POLLING PLACE,23,5,13
LOS ANGELES,9001950A,3921,147,N,0,VBM PORTION,7,3,3
LOS ANGELES,9001950A,3921,147,N,614,TOTAL,30,8,16
LOS ANGELES,9001951A,3922,81,N,1214,POLLING PLACE,93,16,55
LOS ANGELES,9001951A,3922,81,N,0,VBM PORTION,57,14,33
LOS ANGELES,9001951A,3922,81,N,1214,TOTAL,150,30,88
LOS ANGELES,9001955A,3923,173,N,655,POLLING PLACE,34,5,18
LOS ANGELES,9001955A,3923,173,N,0,VBM PORTION,19,2,5
LOS ANGELES,9001955A,3923,173,N,655,TOTAL,53,7,23
LOS ANGELES,9001956A,3924,148,N,1069,POLLING PLACE,52,10,29
LOS ANGELES,9001956A,3924,148,N,0,VBM PORTION,30,8,16
LOS ANGELES,9001956A,3924,148,N,1069,TOTAL,82,18,45
LOS ANGELES,9001959A,3925,150,N,541,POLLING PLACE,25,2,20
LOS ANGELES,9001959A,3925,150,N,0,VBM PORTION,15,3,11
LOS ANGELES,9001959A,3925,150,N,541,TOTAL,40,5,31
LOS ANGELES,9001961A,3926,148,N,1072,POLLING PLACE,76,8,44
LOS ANGELES,9001961A,3926,148,N,0,VBM PORTION,41,6,23
LOS ANGELES,9001961A,3926,148,N,1072,TOTAL,117,14,67
LOS ANGELES,9001964A,3927,173,N,1059,POLLING PLACE,50,7,30
LOS ANGELES,9001964A,3927,173,N,0,VBM PORTION,18,0,10
LOS ANGELES,9001964A,3927,173,N,1059,TOTAL,68,7,40
LOS ANGELES,9001966A,3928,149,N,1254,POLLING PLACE,44,7,26
LOS ANGELES,9001966A,3928,149,N,0,VBM PORTION,33,5,23
LOS ANGELES,9001966A,3928,149,N,1254,TOTAL,77,12,49
LOS ANGELES,9001966B,3929,149,N,1066,POLLING PLACE,43,8,29
LOS ANGELES,9001966B,3929,149,N,0,VBM PORTION,33,6,14
LOS ANGELES,9001966B,3929,149,N,1066,TOTAL,76,14,43
LOS ANGELES,9001980A,3930,152,N,1163,POLLING PLACE,59,9,35
LOS ANGELES,9001980A,3930,152,N,0,VBM PORTION,27,6,10
LOS ANGELES,9001980A,3930,152,N,1163,TOTAL,86,15,45
LOS ANGELES,9001984B,3931,116,N,1117,POLLING PLACE,82,14,44
LOS ANGELES,9001984B,3931,116,N,0,VBM PORTION,61,9,35
LOS ANGELES,9001984B,3931,116,N,1117,TOTAL,143,23,79
LOS ANGELES,9001985A,3932,116,N,1198,POLLING PLACE,102,16,52
LOS ANGELES,9001985A,3932,116,N,0,VBM PORTION,70,6,32
LOS ANGELES,9001985A,3932,116,N,1198,TOTAL,172,22,84
LOS ANGELES,9001987A,3933,152,N,1234,POLLING PLACE,68,9,42
LOS ANGELES,9001987A,3933,152,N,0,VBM PORTION,22,5,13
LOS ANGELES,9001987A,3933,152,N,1234,TOTAL,90,14,55
LOS ANGELES,9001991A,3934,152,N,1250,POLLING PLACE,70,14,37
LOS ANGELES,9001991A,3934,152,N,0,VBM PORTION,40,3,29
LOS ANGELES,9001991A,3934,152,N,1250,TOTAL,110,17,66
LOS ANGELES,9001993B,3935,152,N,805,POLLING PLACE,57,6,38
LOS ANGELES,9001993B,3935,152,N,0,VBM PORTION,31,2,25
LOS ANGELES,9001993B,3935,152,N,805,TOTAL,88,8,63
LOS ANGELES,9001998A,3936,152,N,1202,POLLING PLACE,59,11,29
LOS ANGELES,9001998A,3936,152,N,0,VBM PORTION,42,5,32
LOS ANGELES,9001998A,3936,152,N,1202,TOTAL,101,16,61
LOS ANGELES,9001999A,3937,56,N,632,POLLING PLACE,61,11,30
LOS ANGELES,9001999A,3937,56,N,0,VBM PORTION,67,6,38
LOS ANGELES,9001999A,3937,56,N,632,TOTAL,128,17,68
LOS ANGELES,9002001A,3938,104,N,1137,POLLING PLACE,58,14,34
LOS ANGELES,9002001A,3938,104,N,0,VBM PORTION,63,12,38
LOS ANGELES,9002001A,3938,104,N,1137,TOTAL,121,26,72
LOS ANGELES,9002001B,3939,103,N,518,POLLING PLACE,37,4,26
LOS ANGELES,9002001B,3939,103,N,0,VBM PORTION,18,4,11
LOS ANGELES,9002001B,3939,103,N,518,TOTAL,55,8,37
LOS ANGELES,9002005B,3940,149,N,808,POLLING PLACE,30,4,17
LOS ANGELES,9002005B,3940,149,N,0,VBM PORTION,27,4,17
LOS ANGELES,9002005B,3940,149,N,808,TOTAL,57,8,34
LOS ANGELES,9002009A,3941,116,N,894,POLLING PLACE,58,14,34
LOS ANGELES,9002009A,3941,116,N,0,VBM PORTION,77,11,40
LOS ANGELES,9002009A,3941,116,N,894,TOTAL,135,25,74
LOS ANGELES,9002010A,3942,149,N,1112,POLLING PLACE,30,6,20
LOS ANGELES,9002010A,3942,149,N,0,VBM PORTION,30,5,19
LOS ANGELES,9002010A,3942,149,N,1112,TOTAL,60,11,39
LOS ANGELES,9002012B,3943,103,N,1265,POLLING PLACE,106,16,55
LOS ANGELES,9002012B,3943,103,N,0,VBM PORTION,78,9,49
LOS ANGELES,9002012B,3943,103,N,1265,TOTAL,184,25,104
LOS ANGELES,9002017A,3944,103,N,1075,POLLING PLACE,76,10,48
LOS ANGELES,9002017A,3944,103,N,0,VBM PORTION,48,5,30
LOS ANGELES,9002017A,3944,103,N,1075,TOTAL,124,15,78
LOS ANGELES,9002021A,3945,148,N,1097,POLLING PLACE,41,8,26
LOS ANGELES,9002021A,3945,148,N,0,VBM PORTION,48,9,31
LOS ANGELES,9002021A,3945,148,N,1097,TOTAL,89,17,57
LOS ANGELES,9002021B,3946,148,N,1136,POLLING PLACE,55,8,30
LOS ANGELES,9002021B,3946,148,N,0,VBM PORTION,35,4,26
LOS ANGELES,9002021B,3946,148,N,1136,TOTAL,90,12,56
LOS ANGELES,9002022A,3947,148,N,1213,POLLING PLACE,55,14,27
LOS ANGELES,9002022A,3947,148,N,0,VBM PORTION,45,8,26
LOS ANGELES,9002022A,3947,148,N,1213,TOTAL,100,22,53
LOS ANGELES,9002024A,3948,147,N,950,POLLING PLACE,55,7,36
LOS ANGELES,9002024A,3948,147,N,0,VBM PORTION,16,7,8
LOS ANGELES,9002024A,3948,147,N,950,TOTAL,71,14,44
LOS ANGELES,9002025B,3949,148,N,1031,POLLING PLACE,56,7,32
LOS ANGELES,9002025B,3949,148,N,0,VBM PORTION,33,6,12
LOS ANGELES,9002025B,3949,148,N,1031,TOTAL,89,13,44
LOS ANGELES,9002027A,3950,149,N,1255,POLLING PLACE,65,7,31
LOS ANGELES,9002027A,3950,149,N,0,VBM PORTION,40,1,28
LOS ANGELES,9002027A,3950,149,N,1255,TOTAL,105,8,59
LOS ANGELES,9002029A,3951,89,N,1169,POLLING PLACE,136,23,76
LOS ANGELES,9002029A,3951,89,N,0,VBM PORTION,71,15,36
LOS ANGELES,9002029A,3951,89,N,1169,TOTAL,207,38,112
LOS ANGELES,9002033B,3952,149,N,1008,POLLING PLACE,33,2,15
LOS ANGELES,9002033B,3952,149,N,0,VBM PORTION,23,5,12
LOS ANGELES,9002033B,3952,149,N,1008,TOTAL,56,7,27
LOS ANGELES,9002036A,3953,148,N,1003,POLLING PLACE,40,10,22
LOS ANGELES,9002036A,3953,148,N,0,VBM PORTION,25,5,12
LOS ANGELES,9002036A,3953,148,N,1003,TOTAL,65,15,34
LOS ANGELES,9002037A,3954,149,N,1086,POLLING PLACE,46,6,29
LOS ANGELES,9002037A,3954,149,N,0,VBM PORTION,47,2,34
LOS ANGELES,9002037A,3954,149,N,1086,TOTAL,93,8,63
LOS ANGELES,9002039A,3955,149,N,1150,POLLING PLACE,43,5,27
LOS ANGELES,9002039A,3955,149,N,0,VBM PORTION,28,4,21
LOS ANGELES,9002039A,3955,149,N,1150,TOTAL,71,9,48
LOS ANGELES,9002042A,3956,149,N,1101,POLLING PLACE,68,12,39
LOS ANGELES,9002042A,3956,149,N,0,VBM PORTION,34,1,26
LOS ANGELES,9002042A,3956,149,N,1101,TOTAL,102,13,65
LOS ANGELES,9002043A,3957,149,N,1202,POLLING PLACE,78,8,48
LOS ANGELES,9002043A,3957,149,N,0,VBM PORTION,36,3,17
LOS ANGELES,9002043A,3957,149,N,1202,TOTAL,114,11,65
LOS ANGELES,9002046A,3958,40,N,1056,POLLING PLACE,118,24,59
LOS ANGELES,9002046A,3958,40,N,0,VBM PORTION,98,10,61
LOS ANGELES,9002046A,3958,40,N,1056,TOTAL,216,34,120
LOS ANGELES,9002047A,3959,150,N,854,POLLING PLACE,26,2,16
LOS ANGELES,9002047A,3959,150,N,0,VBM PORTION,18,4,10
LOS ANGELES,9002047A,3959,150,N,854,TOTAL,44,6,26
LOS ANGELES,9002047B,3960,150,N,828,POLLING PLACE,26,4,17
LOS ANGELES,9002047B,3960,150,N,0,VBM PORTION,33,5,23
LOS ANGELES,9002047B,3960,150,N,828,TOTAL,59,9,40
LOS ANGELES,9002050A,3961,149,N,1279,POLLING PLACE,47,9,30
LOS ANGELES,9002050A,3961,149,N,0,VBM PORTION,39,6,25
LOS ANGELES,9002050A,3961,149,N,1279,TOTAL,86,15,55
LOS ANGELES,9002053B,3962,90,N,1207,POLLING PLACE,76,16,46
LOS ANGELES,9002053B,3962,90,N,0,VBM PORTION,70,5,53
LOS ANGELES,9002053B,3962,90,N,1207,TOTAL,146,21,99
LOS ANGELES,9002054A,3963,150,N,924,POLLING PLACE,34,3,21
LOS ANGELES,9002054A,3963,150,N,0,VBM PORTION,35,7,18
LOS ANGELES,9002054A,3963,150,N,924,TOTAL,69,10,39
LOS ANGELES,9002059A,3964,150,N,914,POLLING PLACE,43,7,20
LOS ANGELES,9002059A,3964,150,N,0,VBM PORTION,25,4,12
LOS ANGELES,9002059A,3964,150,N,914,TOTAL,68,11,32
LOS ANGELES,9002063A,3965,151,N,985,POLLING PLACE,38,7,17
LOS ANGELES,9002063A,3965,151,N,0,VBM PORTION,16,0,7
LOS ANGELES,9002063A,3965,151,N,985,TOTAL,54,7,24
LOS ANGELES,9002067D,3966,116,N,524,POLLING PLACE,73,8,48
LOS ANGELES,9002067D,3966,116,N,0,VBM PORTION,71,7,41
LOS ANGELES,9002067D,3966,116,N,524,TOTAL,144,15,89
LOS ANGELES,9002068A,3967,116,N,878,POLLING PLACE,48,10,26
LOS ANGELES,9002068A,3967,116,N,0,VBM PORTION,45,4,23
LOS ANGELES,9002068A,3967,116,N,878,TOTAL,93,14,49
LOS ANGELES,9002069B,3968,116,N,1090,POLLING PLACE,57,10,28
LOS ANGELES,9002069B,3968,116,N,0,VBM PORTION,64,5,42
LOS ANGELES,9002069B,3968,116,N,1090,TOTAL,121,15,70
LOS ANGELES,9002070A,3969,116,N,1147,POLLING PLACE,165,22,87
LOS ANGELES,9002070A,3969,116,N,0,VBM PORTION,142,16,78
LOS ANGELES,9002070A,3969,116,N,1147,TOTAL,307,38,165
LOS ANGELES,9002072B,6191,90,Y,11,POLLING PLACE,0,0,0
LOS ANGELES,9002072B,6191,90,Y,0,VBM PORTION,1,0,1
LOS ANGELES,9002072B,6191,90,Y,11,TOTAL,1,0,1
LOS ANGELES,9002072D,3970,90,N,944,POLLING PLACE,46,5,31
LOS ANGELES,9002072D,3970,90,N,0,VBM PORTION,43,8,22
LOS ANGELES,9002072D,3970,90,N,944,TOTAL,89,13,53
LOS ANGELES,9002073A,3971,148,N,1168,POLLING PLACE,64,11,45
LOS ANGELES,9002073A,3971,148,N,0,VBM PORTION,39,3,28
LOS ANGELES,9002073A,3971,148,N,1168,TOTAL,103,14,73
LOS ANGELES,9002074B,3972,148,N,915,POLLING PLACE,50,11,24
LOS ANGELES,9002074B,3972,148,N,0,VBM PORTION,25,3,15
LOS ANGELES,9002074B,3972,148,N,915,TOTAL,75,14,39
LOS ANGELES,9002077A,3973,148,N,1092,POLLING PLACE,74,14,38
LOS ANGELES,9002077A,3973,148,N,0,VBM PORTION,72,9,41
LOS ANGELES,9002077A,3973,148,N,1092,TOTAL,146,23,79
LOS ANGELES,9002080A,3974,116,N,1257,POLLING PLACE,196,29,101
LOS ANGELES,9002080A,3974,116,N,0,VBM PORTION,145,23,74
LOS ANGELES,9002080A,3974,116,N,1257,TOTAL,341,52,175
LOS ANGELES,9002083B,3975,116,N,1062,POLLING PLACE,144,23,73
LOS ANGELES,9002083B,3975,116,N,0,VBM PORTION,72,6,40
LOS ANGELES,9002083B,3975,116,N,1062,TOTAL,216,29,113
LOS ANGELES,9002086A,3976,116,N,792,POLLING PLACE,60,9,33
LOS ANGELES,9002086A,3976,116,N,0,VBM PORTION,55,7,31
LOS ANGELES,9002086A,3976,116,N,792,TOTAL,115,16,64
LOS ANGELES,9002086C,3977,116,N,812,POLLING PLACE,48,9,25
LOS ANGELES,9002086C,3977,116,N,0,VBM PORTION,44,6,29
LOS ANGELES,9002086C,3977,116,N,812,TOTAL,92,15,54
LOS ANGELES,9002087B,3978,116,N,976,POLLING PLACE,63,13,36
LOS ANGELES,9002087B,3978,116,N,0,VBM PORTION,39,7,19
LOS ANGELES,9002087B,3978,116,N,976,TOTAL,102,20,55
LOS ANGELES,9002089A,3979,105,N,1070,POLLING PLACE,79,20,44
LOS ANGELES,9002089A,3979,105,N,0,VBM PORTION,25,4,12
LOS ANGELES,9002089A,3979,105,N,1070,TOTAL,104,24,56
LOS ANGELES,9002090A,3980,116,N,1192,POLLING PLACE,86,15,44
LOS ANGELES,9002090A,3980,116,N,0,VBM PORTION,99,14,45
LOS ANGELES,9002090A,3980,116,N,1192,TOTAL,185,29,89
LOS ANGELES,9002091A,3981,116,N,1235,POLLING PLACE,136,18,70
LOS ANGELES,9002091A,3981,116,N,0,VBM PORTION,99,9,54
LOS ANGELES,9002091A,3981,116,N,1235,TOTAL,235,27,124
LOS ANGELES,9002095A,3982,116,N,872,POLLING PLACE,133,19,62
LOS ANGELES,9002095A,3982,116,N,0,VBM PORTION,69,14,36
LOS ANGELES,9002095A,3982,116,N,872,TOTAL,202,33,98
LOS ANGELES,9002097A,3983,116,N,914,POLLING PLACE,103,13,45
LOS ANGELES,9002097A,3983,116,N,0,VBM PORTION,78,4,41
LOS ANGELES,9002097A,3983,116,N,914,TOTAL,181,17,86
LOS ANGELES,9002097B,3984,116,N,1071,POLLING PLACE,118,15,61
LOS ANGELES,9002097B,3984,116,N,0,VBM PORTION,92,10,42
LOS ANGELES,9002097B,3984,116,N,1071,TOTAL,210,25,103
LOS ANGELES,9002098A,3985,90,N,626,POLLING PLACE,58,9,32
LOS ANGELES,9002098A,3985,90,N,0,VBM PORTION,21,4,11
LOS ANGELES,9002098A,3985,90,N,626,TOTAL,79,13,43
LOS ANGELES,9002098B,3986,90,N,703,POLLING PLACE,43,4,20
LOS ANGELES,9002098B,3986,90,N,0,VBM PORTION,32,5,20
LOS ANGELES,9002098B,3986,90,N,703,TOTAL,75,9,40
LOS ANGELES,9002099A,3987,95,N,1164,POLLING PLACE,92,20,53
LOS ANGELES,9002099A,3987,95,N,0,VBM PORTION,54,9,34
LOS ANGELES,9002099A,3987,95,N,1164,TOTAL,146,29,87
LOS ANGELES,9002101A,3988,116,N,1247,POLLING PLACE,104,15,42
LOS ANGELES,9002101A,3988,116,N,0,VBM PORTION,78,9,45
LOS ANGELES,9002101A,3988,116,N,1247,TOTAL,182,24,87
LOS ANGELES,9002102A,3989,116,N,1353,POLLING PLACE,180,18,88
LOS ANGELES,9002102A,3989,116,N,0,VBM PORTION,196,11,108
LOS ANGELES,9002102A,3989,116,N,1353,TOTAL,376,29,196
LOS ANGELES,9002103A,3990,116,N,1268,POLLING PLACE,135,17,74
LOS ANGELES,9002103A,3990,116,N,0,VBM PORTION,90,14,49
LOS ANGELES,9002103A,3990,116,N,1268,TOTAL,225,31,123
LOS ANGELES,9002105A,3991,116,N,907,POLLING PLACE,100,14,60
LOS ANGELES,9002105A,3991,116,N,0,VBM PORTION,85,11,43
LOS ANGELES,9002105A,3991,116,N,907,TOTAL,185,25,103
LOS ANGELES,9002107A,3992,116,N,1209,POLLING PLACE,181,29,101
LOS ANGELES,9002107A,3992,116,N,0,VBM PORTION,186,25,97
LOS ANGELES,9002107A,3992,116,N,1209,TOTAL,367,54,198
LOS ANGELES,9002108A,3993,103,N,862,POLLING PLACE,64,11,38
LOS ANGELES,9002108A,3993,103,N,0,VBM PORTION,57,13,36
LOS ANGELES,9002108A,3993,103,N,862,TOTAL,121,24,74
LOS ANGELES,9002110B,3994,116,N,884,POLLING PLACE,55,6,32
LOS ANGELES,9002110B,3994,116,N,0,VBM PORTION,30,3,17
LOS ANGELES,9002110B,3994,116,N,884,TOTAL,85,9,49
LOS ANGELES,9002113A,3995,116,N,948,POLLING PLACE,55,11,29
LOS ANGELES,9002113A,3995,116,N,0,VBM PORTION,47,7,16
LOS ANGELES,9002113A,3995,116,N,948,TOTAL,102,18,45
LOS ANGELES,9002114A,3996,116,N,1301,POLLING PLACE,77,6,35
LOS ANGELES,9002114A,3996,116,N,0,VBM PORTION,62,10,36
LOS ANGELES,9002114A,3996,116,N,1301,TOTAL,139,16,71
LOS ANGELES,9002116A,3997,116,N,1223,POLLING PLACE,94,19,44
LOS ANGELES,9002116A,3997,116,N,0,VBM PORTION,52,8,30
LOS ANGELES,9002116A,3997,116,N,1223,TOTAL,146,27,74
LOS ANGELES,9002117B,3998,116,N,887,POLLING PLACE,58,6,32
LOS ANGELES,9002117B,3998,116,N,0,VBM PORTION,34,6,19
LOS ANGELES,9002117B,3998,116,N,887,TOTAL,92,12,51
LOS ANGELES,9002122A,3999,95,N,1227,POLLING PLACE,102,27,58
LOS ANGELES,9002122A,3999,95,N,0,VBM PORTION,63,16,33
LOS ANGELES,9002122A,3999,95,N,1227,TOTAL,165,43,91
LOS ANGELES,9002123A,4000,56,N,1269,POLLING PLACE,89,9,46
