LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,PHIL WYMAN,DAVID KING,ORLY TAITZ,KAMALA D HARRIS,JOHN HAGGERTY,JONATHAN JAECH,RONALD GOLD
LOS ANGELES,9001533A,3745,116,N,0,VBM PORTION,62,0,2,2,48,1,4,0
LOS ANGELES,9001533A,3745,116,N,748,TOTAL,116,1,3,5,87,4,5,1
LOS ANGELES,9001535A,3746,116,N,1063,POLLING PLACE,62,2,0,2,43,1,2,6
LOS ANGELES,9001535A,3746,116,N,0,VBM PORTION,53,1,2,1,37,1,0,1
LOS ANGELES,9001535A,3746,116,N,1063,TOTAL,115,3,2,3,80,2,2,7
LOS ANGELES,9001539A,3747,103,N,489,POLLING PLACE,26,1,0,0,10,3,0,1
LOS ANGELES,9001539A,3747,103,N,0,VBM PORTION,53,0,2,2,31,4,0,3
LOS ANGELES,9001539A,3747,103,N,489,TOTAL,79,1,2,2,41,7,0,4
LOS ANGELES,9001541A,3748,101,N,1251,POLLING PLACE,96,2,1,0,70,3,0,4
LOS ANGELES,9001541A,3748,101,N,0,VBM PORTION,105,6,8,1,51,10,2,7
LOS ANGELES,9001541A,3748,101,N,1251,TOTAL,201,8,9,1,121,13,2,11
LOS ANGELES,9001542A,3749,154,N,845,POLLING PLACE,106,2,0,4,66,1,2,1
LOS ANGELES,9001542A,3749,154,N,0,VBM PORTION,82,2,1,5,52,0,1,2
LOS ANGELES,9001542A,3749,154,N,845,TOTAL,188,4,1,9,118,1,3,3
LOS ANGELES,9001545A,3750,154,N,921,POLLING PLACE,111,5,2,4,76,3,4,0
LOS ANGELES,9001545A,3750,154,N,0,VBM PORTION,54,2,0,1,39,0,1,0
LOS ANGELES,9001545A,3750,154,N,921,TOTAL,165,7,2,5,115,3,5,0
LOS ANGELES,9001546A,3751,154,N,974,POLLING PLACE,132,4,2,4,92,2,2,5
LOS ANGELES,9001546A,3751,154,N,0,VBM PORTION,40,1,3,2,28,0,2,1
LOS ANGELES,9001546A,3751,154,N,974,TOTAL,172,5,5,6,120,2,4,6
LOS ANGELES,9001547A,3752,154,N,912,POLLING PLACE,160,4,4,1,126,1,2,1
LOS ANGELES,9001547A,3752,154,N,0,VBM PORTION,92,4,3,0,73,1,2,0
LOS ANGELES,9001547A,3752,154,N,912,TOTAL,252,8,7,1,199,2,4,1
LOS ANGELES,9001549A,3753,154,N,909,POLLING PLACE,150,6,2,5,102,1,3,6
LOS ANGELES,9001549A,3753,154,N,0,VBM PORTION,101,11,0,3,70,1,0,4
LOS ANGELES,9001549A,3753,154,N,909,TOTAL,251,17,2,8,172,2,3,10
LOS ANGELES,9001551A,3754,104,N,1058,POLLING PLACE,83,0,1,3,63,4,2,3
LOS ANGELES,9001551A,3754,104,N,0,VBM PORTION,78,5,2,3,48,4,1,2
LOS ANGELES,9001551A,3754,104,N,1058,TOTAL,161,5,3,6,111,8,3,5
LOS ANGELES,9001553B,3755,154,N,851,POLLING PLACE,191,9,9,4,127,6,6,4
LOS ANGELES,9001553B,3755,154,N,0,VBM PORTION,82,6,0,5,61,1,1,3
LOS ANGELES,9001553B,3755,154,N,851,TOTAL,273,15,9,9,188,7,7,7
LOS ANGELES,9001554A,3756,156,N,1063,POLLING PLACE,172,4,2,2,130,2,4,11
LOS ANGELES,9001554A,3756,156,N,0,VBM PORTION,86,10,2,5,55,0,0,3
LOS ANGELES,9001554A,3756,156,N,1063,TOTAL,258,14,4,7,185,2,4,14
LOS ANGELES,9001557B,3757,114,N,1191,POLLING PLACE,173,1,14,5,110,9,2,13
LOS ANGELES,9001557B,3757,114,N,0,VBM PORTION,191,5,7,2,123,14,0,21
LOS ANGELES,9001557B,3757,114,N,1191,TOTAL,364,6,21,7,233,23,2,34
LOS ANGELES,9001558A,3758,157,N,1097,POLLING PLACE,154,5,3,1,110,4,4,14
LOS ANGELES,9001558A,3758,157,N,0,VBM PORTION,104,5,4,4,67,1,4,9
LOS ANGELES,9001558A,3758,157,N,1097,TOTAL,258,10,7,5,177,5,8,23
LOS ANGELES,9001559B,3759,157,N,607,POLLING PLACE,108,5,3,5,73,6,3,6
LOS ANGELES,9001559B,3759,157,N,0,VBM PORTION,105,15,4,4,54,2,0,14
LOS ANGELES,9001559B,3759,157,N,607,TOTAL,213,20,7,9,127,8,3,20
LOS ANGELES,9001560A,3760,114,N,838,POLLING PLACE,134,10,7,0,77,8,3,11
LOS ANGELES,9001560A,3760,114,N,0,VBM PORTION,123,3,4,1,87,7,0,7
LOS ANGELES,9001560A,3760,114,N,838,TOTAL,257,13,11,1,164,15,3,18
LOS ANGELES,9001562A,3761,114,N,1139,POLLING PLACE,206,13,10,1,139,7,2,12
LOS ANGELES,9001562A,3761,114,N,0,VBM PORTION,139,2,6,0,96,7,0,11
LOS ANGELES,9001562A,3761,114,N,1139,TOTAL,345,15,16,1,235,14,2,23
LOS ANGELES,9001563A,3762,149,N,1041,POLLING PLACE,41,0,0,1,25,4,0,2
LOS ANGELES,9001563A,3762,149,N,0,VBM PORTION,29,1,1,1,22,0,0,1
LOS ANGELES,9001563A,3762,149,N,1041,TOTAL,70,1,1,2,47,4,0,3
LOS ANGELES,9001564A,3763,114,N,1021,POLLING PLACE,172,6,8,5,119,10,2,10
LOS ANGELES,9001564A,3763,114,N,0,VBM PORTION,133,3,10,2,85,7,2,12
LOS ANGELES,9001564A,3763,114,N,1021,TOTAL,305,9,18,7,204,17,4,22
LOS ANGELES,9001565A,3764,114,N,1357,POLLING PLACE,152,4,6,3,106,5,4,7
LOS ANGELES,9001565A,3764,114,N,0,VBM PORTION,126,4,8,3,82,6,2,7
LOS ANGELES,9001565A,3764,114,N,1357,TOTAL,278,8,14,6,188,11,6,14
LOS ANGELES,9001566A,3765,114,N,1348,POLLING PLACE,173,5,7,2,125,2,3,12
LOS ANGELES,9001566A,3765,114,N,0,VBM PORTION,115,1,7,4,74,5,6,4
LOS ANGELES,9001566A,3765,114,N,1348,TOTAL,288,6,14,6,199,7,9,16
LOS ANGELES,9001569A,3766,114,N,835,POLLING PLACE,123,5,0,1,84,6,2,11
LOS ANGELES,9001569A,3766,114,N,0,VBM PORTION,80,1,7,0,55,1,1,6
LOS ANGELES,9001569A,3766,114,N,835,TOTAL,203,6,7,1,139,7,3,17
LOS ANGELES,9001570A,3767,114,N,812,POLLING PLACE,71,2,0,3,48,1,1,5
LOS ANGELES,9001570A,3767,114,N,0,VBM PORTION,101,4,6,2,70,3,1,8
LOS ANGELES,9001570A,3767,114,N,812,TOTAL,172,6,6,5,118,4,2,13
LOS ANGELES,9001573A,3768,81,N,996,POLLING PLACE,44,0,0,0,32,1,1,3
LOS ANGELES,9001573A,3768,81,N,0,VBM PORTION,64,8,1,2,38,0,3,3
LOS ANGELES,9001573A,3768,81,N,996,TOTAL,108,8,1,2,70,1,4,6
LOS ANGELES,9001575A,3769,81,N,1184,POLLING PLACE,56,4,1,1,42,2,0,0
LOS ANGELES,9001575A,3769,81,N,0,VBM PORTION,69,3,1,0,54,4,3,2
LOS ANGELES,9001575A,3769,81,N,1184,TOTAL,125,7,2,1,96,6,3,2
LOS ANGELES,9001576A,3770,81,N,933,POLLING PLACE,80,1,0,4,54,3,4,4
LOS ANGELES,9001576A,3770,81,N,0,VBM PORTION,55,1,1,2,37,1,3,2
LOS ANGELES,9001576A,3770,81,N,933,TOTAL,135,2,1,6,91,4,7,6
LOS ANGELES,9001577A,3771,90,N,1192,POLLING PLACE,86,2,3,2,65,0,1,4
LOS ANGELES,9001577A,3771,90,N,0,VBM PORTION,71,3,2,1,49,0,1,2
LOS ANGELES,9001577A,3771,90,N,1192,TOTAL,157,5,5,3,114,0,2,6
LOS ANGELES,9001578B,3772,81,N,1246,POLLING PLACE,54,1,3,1,39,0,1,4
LOS ANGELES,9001578B,3772,81,N,0,VBM PORTION,62,8,2,1,35,0,0,4
LOS ANGELES,9001578B,3772,81,N,1246,TOTAL,116,9,5,2,74,0,1,8
LOS ANGELES,9001580A,3773,106,N,668,POLLING PLACE,41,1,2,1,23,2,1,2
LOS ANGELES,9001580A,3773,106,N,0,VBM PORTION,20,0,1,0,17,0,0,1
LOS ANGELES,9001580A,3773,106,N,668,TOTAL,61,1,3,1,40,2,1,3
LOS ANGELES,9001582B,3774,148,N,533,POLLING PLACE,49,0,1,1,32,2,1,1
LOS ANGELES,9001582B,3774,148,N,0,VBM PORTION,13,0,0,0,7,1,0,2
LOS ANGELES,9001582B,3774,148,N,533,TOTAL,62,0,1,1,39,3,1,3
LOS ANGELES,9001582C,3775,148,N,999,POLLING PLACE,50,1,0,1,37,0,1,2
LOS ANGELES,9001582C,3775,148,N,0,VBM PORTION,24,0,0,1,19,0,0,0
LOS ANGELES,9001582C,3775,148,N,999,TOTAL,74,1,0,2,56,0,1,2
LOS ANGELES,9001583B,3776,148,N,1254,POLLING PLACE,66,0,1,0,44,2,1,3
LOS ANGELES,9001583B,3776,148,N,0,VBM PORTION,24,1,0,0,18,1,1,1
LOS ANGELES,9001583B,3776,148,N,1254,TOTAL,90,1,1,0,62,3,2,4
LOS ANGELES,9001587A,3777,178,N,759,POLLING PLACE,39,0,1,1,26,2,0,1
LOS ANGELES,9001587A,3777,178,N,0,VBM PORTION,12,0,1,0,8,1,0,1
LOS ANGELES,9001587A,3777,178,N,759,TOTAL,51,0,2,1,34,3,0,2
LOS ANGELES,9001590A,3778,95,N,574,POLLING PLACE,36,0,3,1,13,5,2,5
LOS ANGELES,9001590A,3778,95,N,0,VBM PORTION,46,0,5,0,14,8,2,4
LOS ANGELES,9001590A,3778,95,N,574,TOTAL,82,0,8,1,27,13,4,9
LOS ANGELES,9001591C,3779,148,N,1160,POLLING PLACE,67,0,4,2,44,3,1,3
LOS ANGELES,9001591C,3779,148,N,0,VBM PORTION,30,0,0,0,21,2,2,0
LOS ANGELES,9001591C,3779,148,N,1160,TOTAL,97,0,4,2,65,5,3,3
LOS ANGELES,9001592A,3780,95,N,437,POLLING PLACE,35,0,1,1,16,1,1,3
LOS ANGELES,9001592A,3780,95,N,0,VBM PORTION,29,0,1,3,16,0,1,0
LOS ANGELES,9001592A,3780,95,N,437,TOTAL,64,0,2,4,32,1,2,3
LOS ANGELES,9001600A,3781,81,N,943,POLLING PLACE,38,2,1,0,27,0,2,0
LOS ANGELES,9001600A,3781,81,N,0,VBM PORTION,43,2,0,2,32,1,1,3
LOS ANGELES,9001600A,3781,81,N,943,TOTAL,81,4,1,2,59,1,3,3
LOS ANGELES,9001602A,3782,178,N,1155,POLLING PLACE,65,0,0,0,45,5,2,3
LOS ANGELES,9001602A,3782,178,N,0,VBM PORTION,19,0,2,0,12,2,1,0
LOS ANGELES,9001602A,3782,178,N,1155,TOTAL,84,0,2,0,57,7,3,3
LOS ANGELES,9001603A,3783,81,N,1265,POLLING PLACE,109,6,2,2,87,1,0,3
LOS ANGELES,9001603A,3783,81,N,0,VBM PORTION,86,6,2,6,52,2,4,5
LOS ANGELES,9001603A,3783,81,N,1265,TOTAL,195,12,4,8,139,3,4,8
LOS ANGELES,9001605B,3784,81,N,1432,POLLING PLACE,105,12,3,3,69,0,4,2
LOS ANGELES,9001605B,3784,81,N,0,VBM PORTION,151,12,13,3,97,4,1,8
LOS ANGELES,9001605B,3784,81,N,1432,TOTAL,256,24,16,6,166,4,5,10
LOS ANGELES,9001608A,3785,82,N,1273,POLLING PLACE,188,22,3,4,122,12,0,3
LOS ANGELES,9001608A,3785,82,N,0,VBM PORTION,100,12,5,2,57,2,1,6
LOS ANGELES,9001608A,3785,82,N,1273,TOTAL,288,34,8,6,179,14,1,9
LOS ANGELES,9001610A,3786,190,N,1081,POLLING PLACE,122,9,18,1,58,10,1,17
LOS ANGELES,9001610A,3786,190,N,0,VBM PORTION,172,26,25,3,61,3,3,21
LOS ANGELES,9001610A,3786,190,N,1081,TOTAL,294,35,43,4,119,13,4,38
LOS ANGELES,9001613D,3787,83,N,827,POLLING PLACE,101,11,2,3,61,5,1,5
LOS ANGELES,9001613D,3787,83,N,0,VBM PORTION,116,18,6,4,55,5,0,17
LOS ANGELES,9001613D,3787,83,N,827,TOTAL,217,29,8,7,116,10,1,22
LOS ANGELES,9001617A,3788,116,N,839,POLLING PLACE,50,4,1,0,40,1,0,1
LOS ANGELES,9001617A,3788,116,N,0,VBM PORTION,41,0,1,0,33,1,0,1
LOS ANGELES,9001617A,3788,116,N,839,TOTAL,91,4,2,0,73,2,0,2
LOS ANGELES,9001621A,3789,102,N,1050,POLLING PLACE,214,19,12,4,135,4,3,19
LOS ANGELES,9001621A,3789,102,N,0,VBM PORTION,89,8,6,0,52,3,2,10
LOS ANGELES,9001621A,3789,102,N,1050,TOTAL,303,27,18,4,187,7,5,29
LOS ANGELES,9001621B,3790,101,N,334,POLLING PLACE,35,1,0,0,32,0,0,1
LOS ANGELES,9001621B,3790,101,N,0,VBM PORTION,29,2,2,0,14,1,0,5
LOS ANGELES,9001621B,3790,101,N,334,TOTAL,64,3,2,0,46,1,0,6
LOS ANGELES,9001622B,3791,157,N,1072,POLLING PLACE,60,1,2,4,40,4,1,0
LOS ANGELES,9001622B,3791,157,N,0,VBM PORTION,88,6,2,4,51,6,2,7
LOS ANGELES,9001622B,3791,157,N,1072,TOTAL,148,7,4,8,91,10,3,7
LOS ANGELES,9001623A,3792,83,N,874,POLLING PLACE,108,15,3,1,70,4,3,5
LOS ANGELES,9001623A,3792,83,N,0,VBM PORTION,103,12,5,1,53,8,0,10
LOS ANGELES,9001623A,3792,83,N,874,TOTAL,211,27,8,2,123,12,3,15
LOS ANGELES,9001624A,3793,101,N,1265,POLLING PLACE,134,3,10,5,79,4,1,5
LOS ANGELES,9001624A,3793,101,N,0,VBM PORTION,124,2,8,3,71,6,4,8
LOS ANGELES,9001624A,3793,101,N,1265,TOTAL,258,5,18,8,150,10,5,13
LOS ANGELES,9001628A,3794,103,N,1118,POLLING PLACE,105,5,8,5,65,5,0,2
LOS ANGELES,9001628A,3794,103,N,0,VBM PORTION,79,0,4,0,47,4,7,6
LOS ANGELES,9001628A,3794,103,N,1118,TOTAL,184,5,12,5,112,9,7,8
LOS ANGELES,9001630A,3795,81,N,930,POLLING PLACE,53,3,0,2,38,1,2,1
LOS ANGELES,9001630A,3795,81,N,0,VBM PORTION,38,1,1,0,32,2,0,0
LOS ANGELES,9001630A,3795,81,N,930,TOTAL,91,4,1,2,70,3,2,1
LOS ANGELES,9001631A,3796,103,N,1302,POLLING PLACE,101,6,3,1,54,4,5,10
LOS ANGELES,9001631A,3796,103,N,0,VBM PORTION,106,1,8,1,64,8,0,12
LOS ANGELES,9001631A,3796,103,N,1302,TOTAL,207,7,11,2,118,12,5,22
LOS ANGELES,9001632B,3797,103,N,1115,POLLING PLACE,97,3,4,12,48,4,1,10
LOS ANGELES,9001632B,3797,103,N,0,VBM PORTION,73,7,4,6,36,0,0,7
LOS ANGELES,9001632B,3797,103,N,1115,TOTAL,170,10,8,18,84,4,1,17
LOS ANGELES,9001635B,3798,103,N,1260,POLLING PLACE,90,0,4,5,51,4,3,7
LOS ANGELES,9001635B,3798,103,N,0,VBM PORTION,63,1,1,2,37,7,0,8
LOS ANGELES,9001635B,3798,103,N,1260,TOTAL,153,1,5,7,88,11,3,15
LOS ANGELES,9001640A,3799,59,N,1374,POLLING PLACE,80,3,3,1,42,10,0,11
LOS ANGELES,9001640A,3799,59,N,0,VBM PORTION,76,5,4,1,42,7,1,10
LOS ANGELES,9001640A,3799,59,N,1374,TOTAL,156,8,7,2,84,17,1,21
LOS ANGELES,9001647A,3800,41,N,1335,POLLING PLACE,80,3,4,5,54,0,4,2
LOS ANGELES,9001647A,3800,41,N,0,VBM PORTION,92,3,3,3,55,3,4,4
LOS ANGELES,9001647A,3800,41,N,1335,TOTAL,172,6,7,8,109,3,8,6
LOS ANGELES,9001656C,3801,95,N,858,POLLING PLACE,66,0,0,0,36,2,4,3
LOS ANGELES,9001656C,3801,95,N,0,VBM PORTION,44,0,0,0,27,3,0,1
LOS ANGELES,9001656C,3801,95,N,858,TOTAL,110,0,0,0,63,5,4,4
LOS ANGELES,9001660A,3802,90,N,793,POLLING PLACE,21,0,1,0,13,0,1,1
LOS ANGELES,9001660A,3802,90,N,0,VBM PORTION,44,2,2,2,34,0,1,1
LOS ANGELES,9001660A,3802,90,N,793,TOTAL,65,2,3,2,47,0,2,2
LOS ANGELES,9001664A,3803,90,N,1249,POLLING PLACE,67,1,1,2,45,1,1,2
LOS ANGELES,9001664A,3803,90,N,0,VBM PORTION,36,0,1,1,26,2,0,2
LOS ANGELES,9001664A,3803,90,N,1249,TOTAL,103,1,2,3,71,3,1,4
LOS ANGELES,9001665A,3804,62,N,1178,POLLING PLACE,93,4,1,2,54,6,2,9
LOS ANGELES,9001665A,3804,62,N,0,VBM PORTION,116,3,3,3,74,6,1,15
LOS ANGELES,9001665A,3804,62,N,1178,TOTAL,209,7,4,5,128,12,3,24
LOS ANGELES,9001666A,3805,63,N,1335,POLLING PLACE,93,7,1,1,65,4,2,4
LOS ANGELES,9001666A,3805,63,N,0,VBM PORTION,112,8,7,4,60,9,4,7
LOS ANGELES,9001666A,3805,63,N,1335,TOTAL,205,15,8,5,125,13,6,11
LOS ANGELES,9001668A,3806,103,N,1372,POLLING PLACE,75,2,1,3,43,3,3,3
LOS ANGELES,9001668A,3806,103,N,0,VBM PORTION,94,1,10,2,54,4,3,6
LOS ANGELES,9001668A,3806,103,N,1372,TOTAL,169,3,11,5,97,7,6,9
LOS ANGELES,9001678A,3807,95,N,1164,POLLING PLACE,90,3,3,1,47,6,1,4
LOS ANGELES,9001678A,3807,95,N,0,VBM PORTION,105,2,2,2,59,4,2,3
LOS ANGELES,9001678A,3807,95,N,1164,TOTAL,195,5,5,3,106,10,3,7
LOS ANGELES,9001681A,3808,104,N,997,POLLING PLACE,74,2,2,0,46,1,0,4
LOS ANGELES,9001681A,3808,104,N,0,VBM PORTION,62,2,2,0,41,2,0,6
LOS ANGELES,9001681A,3808,104,N,997,TOTAL,136,4,4,0,87,3,0,10
LOS ANGELES,9001684A,3809,148,N,1133,POLLING PLACE,69,0,3,2,53,1,3,0
LOS ANGELES,9001684A,3809,148,N,0,VBM PORTION,45,3,2,0,32,2,1,0
LOS ANGELES,9001684A,3809,148,N,1133,TOTAL,114,3,5,2,85,3,4,0
LOS ANGELES,9001685A,3810,103,N,1217,POLLING PLACE,52,1,0,3,35,3,2,3
LOS ANGELES,9001685A,3810,103,N,0,VBM PORTION,86,2,2,6,54,3,2,5
LOS ANGELES,9001685A,3810,103,N,1217,TOTAL,138,3,2,9,89,6,4,8
LOS ANGELES,9001686A,3811,90,N,561,POLLING PLACE,32,1,2,0,13,2,2,1
LOS ANGELES,9001686A,3811,90,N,0,VBM PORTION,12,0,1,1,7,0,0,2
LOS ANGELES,9001686A,3811,90,N,561,TOTAL,44,1,3,1,20,2,2,3
LOS ANGELES,9001690B,3812,56,N,969,POLLING PLACE,83,6,5,2,47,6,2,8
LOS ANGELES,9001690B,3812,56,N,0,VBM PORTION,67,4,7,2,37,0,1,6
LOS ANGELES,9001690B,3812,56,N,969,TOTAL,150,10,12,4,84,6,3,14
LOS ANGELES,9001693A,3813,103,N,1242,POLLING PLACE,81,4,3,0,51,3,0,5
LOS ANGELES,9001693A,3813,103,N,0,VBM PORTION,93,2,3,0,51,7,3,1
LOS ANGELES,9001693A,3813,103,N,1242,TOTAL,174,6,6,0,102,10,3,6
LOS ANGELES,9001695A,3814,56,N,1055,POLLING PLACE,93,17,1,1,42,3,4,15
LOS ANGELES,9001695A,3814,56,N,0,VBM PORTION,91,10,4,2,48,2,2,8
LOS ANGELES,9001695A,3814,56,N,1055,TOTAL,184,27,5,3,90,5,6,23
LOS ANGELES,9001700D,3815,15,N,716,POLLING PLACE,27,1,3,1,10,3,0,4
LOS ANGELES,9001700D,3815,15,N,0,VBM PORTION,32,2,3,0,22,0,0,0
LOS ANGELES,9001700D,3815,15,N,716,TOTAL,59,3,6,1,32,3,0,4
LOS ANGELES,9001704C,3816,95,N,1482,POLLING PLACE,54,0,1,1,37,4,0,0
LOS ANGELES,9001704C,3816,95,N,0,VBM PORTION,108,6,4,7,59,3,2,2
LOS ANGELES,9001704C,3816,95,N,1482,TOTAL,162,6,5,8,96,7,2,2
LOS ANGELES,9001706A,3817,152,N,1102,POLLING PLACE,75,1,0,2,54,4,0,0
LOS ANGELES,9001706A,3817,152,N,0,VBM PORTION,56,1,0,1,43,0,2,1
LOS ANGELES,9001706A,3817,152,N,1102,TOTAL,131,2,0,3,97,4,2,1
LOS ANGELES,9001708A,3818,149,N,1007,POLLING PLACE,38,0,2,1,18,2,0,1
LOS ANGELES,9001708A,3818,149,N,0,VBM PORTION,34,2,0,0,26,2,0,1
LOS ANGELES,9001708A,3818,149,N,1007,TOTAL,72,2,2,1,44,4,0,2
LOS ANGELES,9001711A,3819,86,N,1078,POLLING PLACE,119,3,1,1,98,1,2,2
LOS ANGELES,9001711A,3819,86,N,0,VBM PORTION,96,1,1,0,80,0,0,4
LOS ANGELES,9001711A,3819,86,N,1078,TOTAL,215,4,2,1,178,1,2,6
LOS ANGELES,9001712A,3820,149,N,1140,POLLING PLACE,32,1,1,1,20,2,2,1
LOS ANGELES,9001712A,3820,149,N,0,VBM PORTION,36,1,0,4,19,1,1,1
LOS ANGELES,9001712A,3820,149,N,1140,TOTAL,68,2,1,5,39,3,3,2
LOS ANGELES,9001713B,6188,56,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0
LOS ANGELES,9001713B,6188,56,Y,0,VBM PORTION,0,0,0,0,0,0,0,0
LOS ANGELES,9001713B,6188,56,Y,0,TOTAL,0,0,0,0,0,0,0,0
LOS ANGELES,9001714A,3821,101,N,1111,POLLING PLACE,100,2,3,0,74,3,0,2
LOS ANGELES,9001714A,3821,101,N,0,VBM PORTION,92,3,2,2,65,1,4,4
LOS ANGELES,9001714A,3821,101,N,1111,TOTAL,192,5,5,2,139,4,4,6
LOS ANGELES,9001716A,3822,116,N,1269,POLLING PLACE,89,3,1,3,57,0,4,4
LOS ANGELES,9001716A,3822,116,N,0,VBM PORTION,65,2,5,1,47,0,0,3
LOS ANGELES,9001716A,3822,116,N,1269,TOTAL,154,5,6,4,104,0,4,7
LOS ANGELES,9001718A,3823,158,N,1094,POLLING PLACE,173,18,8,3,90,10,2,20
LOS ANGELES,9001718A,3823,158,N,0,VBM PORTION,115,24,3,0,50,2,1,19
LOS ANGELES,9001718A,3823,158,N,1094,TOTAL,288,42,11,3,140,12,3,39
LOS ANGELES,9001719A,3824,148,N,930,POLLING PLACE,42,0,1,2,31,1,0,1
LOS ANGELES,9001719A,3824,148,N,0,VBM PORTION,29,1,0,0,21,0,0,0
LOS ANGELES,9001719A,3824,148,N,930,TOTAL,71,1,1,2,52,1,0,1
LOS ANGELES,9001721A,3825,104,N,1100,POLLING PLACE,65,0,1,0,49,1,0,2
LOS ANGELES,9001721A,3825,104,N,0,VBM PORTION,54,2,6,1,30,3,1,4
LOS ANGELES,9001721A,3825,104,N,1100,TOTAL,119,2,7,1,79,4,1,6
LOS ANGELES,9001725A,3826,116,N,731,POLLING PLACE,69,0,2,4,52,2,0,2
LOS ANGELES,9001725A,3826,116,N,0,VBM PORTION,39,1,0,0,29,3,0,0
LOS ANGELES,9001725A,3826,116,N,731,TOTAL,108,1,2,4,81,5,0,2
LOS ANGELES,9001727A,3827,177,N,819,POLLING PLACE,80,3,3,1,52,0,1,4
LOS ANGELES,9001727A,3827,177,N,0,VBM PORTION,45,0,0,1,38,1,0,0
LOS ANGELES,9001727A,3827,177,N,819,TOTAL,125,3,3,2,90,1,1,4
LOS ANGELES,9001728A,3828,176,N,1132,POLLING PLACE,58,4,1,1,34,1,2,5
LOS ANGELES,9001728A,3828,176,N,0,VBM PORTION,87,3,2,3,50,5,1,5
LOS ANGELES,9001728A,3828,176,N,1132,TOTAL,145,7,3,4,84,6,3,10
LOS ANGELES,9001729A,3829,116,N,1339,POLLING PLACE,91,4,4,4,67,0,1,1
LOS ANGELES,9001729A,3829,116,N,0,VBM PORTION,122,2,2,2,77,2,1,7
LOS ANGELES,9001729A,3829,116,N,1339,TOTAL,213,6,6,6,144,2,2,8
LOS ANGELES,9001730B,3830,116,N,961,POLLING PLACE,123,3,1,2,94,2,2,3
LOS ANGELES,9001730B,3830,116,N,0,VBM PORTION,85,1,0,1,76,2,0,2
LOS ANGELES,9001730B,3830,116,N,961,TOTAL,208,4,1,3,170,4,2,5
LOS ANGELES,9001733A,3831,81,N,1210,POLLING PLACE,66,2,0,2,54,0,1,2
LOS ANGELES,9001733A,3831,81,N,0,VBM PORTION,80,6,4,1,54,4,1,3
LOS ANGELES,9001733A,3831,81,N,1210,TOTAL,146,8,4,3,108,4,2,5
LOS ANGELES,9001735B,3832,89,N,1000,POLLING PLACE,113,1,3,0,91,2,2,3
LOS ANGELES,9001735B,3832,89,N,0,VBM PORTION,91,0,2,1,79,1,0,5
LOS ANGELES,9001735B,3832,89,N,1000,TOTAL,204,1,5,1,170,3,2,8
LOS ANGELES,9001738A,3833,104,N,686,POLLING PLACE,59,1,2,3,37,2,2,3
LOS ANGELES,9001738A,3833,104,N,0,VBM PORTION,84,1,1,2,53,5,2,6
LOS ANGELES,9001738A,3833,104,N,686,TOTAL,143,2,3,5,90,7,4,9
LOS ANGELES,9001739A,3834,106,N,577,POLLING PLACE,51,1,0,2,34,0,0,2
LOS ANGELES,9001739A,3834,106,N,0,VBM PORTION,30,0,0,0,20,0,0,2
LOS ANGELES,9001739A,3834,106,N,577,TOTAL,81,1,0,2,54,0,0,4
LOS ANGELES,9001742A,3835,95,N,1238,POLLING PLACE,56,3,2,2,27,3,1,2
LOS ANGELES,9001742A,3835,95,N,0,VBM PORTION,49,0,1,1,32,1,3,1
LOS ANGELES,9001742A,3835,95,N,1238,TOTAL,105,3,3,3,59,4,4,3
LOS ANGELES,9001744A,6189,10,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0
LOS ANGELES,9001744A,6189,10,Y,0,VBM PORTION,0,0,0,0,0,0,0,0
LOS ANGELES,9001744A,6189,10,Y,0,TOTAL,0,0,0,0,0,0,0,0
LOS ANGELES,9001747A,3836,148,N,1152,POLLING PLACE,73,0,2,1,58,2,0,2
LOS ANGELES,9001747A,3836,148,N,0,VBM PORTION,75,2,1,1,58,0,0,2
LOS ANGELES,9001747A,3836,148,N,1152,TOTAL,148,2,3,2,116,2,0,4
LOS ANGELES,9001751A,3837,148,N,1254,POLLING PLACE,31,1,2,2,20,0,0,1
LOS ANGELES,9001751A,3837,148,N,0,VBM PORTION,74,1,0,5,36,2,3,2
LOS ANGELES,9001751A,3837,148,N,1254,TOTAL,105,2,2,7,56,2,3,3
LOS ANGELES,9001754A,3838,9,N,1375,POLLING PLACE,124,25,6,7,56,5,1,14
LOS ANGELES,9001754A,3838,9,N,0,VBM PORTION,129,7,14,2,58,9,3,14
LOS ANGELES,9001754A,3838,9,N,1375,TOTAL,253,32,20,9,114,14,4,28
LOS ANGELES,9001755A,3839,148,N,1207,POLLING PLACE,84,2,1,2,57,3,2,3
LOS ANGELES,9001755A,3839,148,N,0,VBM PORTION,50,2,3,1,30,2,0,1
LOS ANGELES,9001755A,3839,148,N,1207,TOTAL,134,4,4,3,87,5,2,4
LOS ANGELES,9001757A,3840,148,N,733,POLLING PLACE,42,0,0,1,24,1,0,2
LOS ANGELES,9001757A,3840,148,N,0,VBM PORTION,21,0,3,0,15,0,0,0
LOS ANGELES,9001757A,3840,148,N,733,TOTAL,63,0,3,1,39,1,0,2
LOS ANGELES,9001758A,3841,54,N,1480,POLLING PLACE,113,10,6,1,52,10,2,13
