LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ALAN REYNOLDS,GEORGE YANG,ERIC KOREVAAR,DAVID FENNELL,AMOS JOHNSON,GAVIN NEWSOM,RON NEHRING,JENA F GOODMAN
LOS ANGELES,9001001A,3510,184,N,0,VBM PORTION,121,4,5,12,5,0,68,20,2
LOS ANGELES,9001001A,3510,184,N,1531,TOTAL,211,5,10,22,9,1,109,39,3
LOS ANGELES,9001002B,3511,63,N,1221,POLLING PLACE,107,2,4,2,1,2,71,18,0
LOS ANGELES,9001002B,3511,63,N,0,VBM PORTION,128,0,6,3,9,1,81,19,1
LOS ANGELES,9001002B,3511,63,N,1221,TOTAL,235,2,10,5,10,3,152,37,1
LOS ANGELES,9001006A,3512,190,N,1123,POLLING PLACE,120,3,10,3,7,1,62,24,3
LOS ANGELES,9001006A,3512,190,N,0,VBM PORTION,130,1,2,12,7,4,58,33,3
LOS ANGELES,9001006A,3512,190,N,1123,TOTAL,250,4,12,15,14,5,120,57,6
LOS ANGELES,9001008A,3513,103,N,1185,POLLING PLACE,98,0,7,5,0,4,54,4,8
LOS ANGELES,9001008A,3513,103,N,0,VBM PORTION,89,1,9,9,1,5,40,2,2
LOS ANGELES,9001008A,3513,103,N,1185,TOTAL,187,1,16,14,1,9,94,6,10
LOS ANGELES,9001009A,3514,103,N,921,POLLING PLACE,61,2,5,2,0,4,35,4,3
LOS ANGELES,9001009A,3514,103,N,0,VBM PORTION,87,0,9,7,2,1,44,8,0
LOS ANGELES,9001009A,3514,103,N,921,TOTAL,148,2,14,9,2,5,79,12,3
LOS ANGELES,9001014A,3515,90,N,810,POLLING PLACE,24,0,0,3,2,0,14,4,0
LOS ANGELES,9001014A,3515,90,N,0,VBM PORTION,61,1,5,6,0,0,40,5,2
LOS ANGELES,9001014A,3515,90,N,810,TOTAL,85,1,5,9,2,0,54,9,2
LOS ANGELES,9001015D,3516,63,N,1193,POLLING PLACE,103,1,6,4,6,0,66,11,3
LOS ANGELES,9001015D,3516,63,N,0,VBM PORTION,97,1,2,6,5,0,58,11,4
LOS ANGELES,9001015D,3516,63,N,1193,TOTAL,200,2,8,10,11,0,124,22,7
LOS ANGELES,9001016A,3517,63,N,1141,POLLING PLACE,97,1,3,2,2,0,61,17,3
LOS ANGELES,9001016A,3517,63,N,0,VBM PORTION,85,1,5,3,6,2,46,14,4
LOS ANGELES,9001016A,3517,63,N,1141,TOTAL,182,2,8,5,8,2,107,31,7
LOS ANGELES,9001019A,3518,56,N,773,POLLING PLACE,62,0,7,0,4,0,32,12,1
LOS ANGELES,9001019A,3518,56,N,0,VBM PORTION,87,0,3,2,4,0,55,12,2
LOS ANGELES,9001019A,3518,56,N,773,TOTAL,149,0,10,2,8,0,87,24,3
LOS ANGELES,9001019B,3519,56,N,668,POLLING PLACE,83,0,3,1,7,0,46,18,1
LOS ANGELES,9001019B,3519,56,N,0,VBM PORTION,92,0,5,2,3,0,55,23,1
LOS ANGELES,9001019B,3519,56,N,668,TOTAL,175,0,8,3,10,0,101,41,2
LOS ANGELES,9001021A,3520,56,N,877,POLLING PLACE,92,0,10,3,2,0,43,24,3
LOS ANGELES,9001021A,3520,56,N,0,VBM PORTION,83,0,1,3,5,0,39,29,3
LOS ANGELES,9001021A,3520,56,N,877,TOTAL,175,0,11,6,7,0,82,53,6
LOS ANGELES,9001021B,3521,56,N,553,POLLING PLACE,56,0,2,2,4,0,23,16,2
LOS ANGELES,9001021B,3521,56,N,0,VBM PORTION,69,0,0,2,2,0,43,11,2
LOS ANGELES,9001021B,3521,56,N,553,TOTAL,125,0,2,4,6,0,66,27,4
LOS ANGELES,9001023A,3522,90,N,1301,POLLING PLACE,64,1,3,7,4,2,30,3,1
LOS ANGELES,9001023A,3522,90,N,0,VBM PORTION,93,0,3,8,8,2,51,9,3
LOS ANGELES,9001023A,3522,90,N,1301,TOTAL,157,1,6,15,12,4,81,12,4
LOS ANGELES,9001024A,3523,148,N,940,POLLING PLACE,70,1,1,8,2,5,40,1,5
LOS ANGELES,9001024A,3523,148,N,0,VBM PORTION,15,0,2,1,0,1,11,0,0
LOS ANGELES,9001024A,3523,148,N,940,TOTAL,85,1,3,9,2,6,51,1,5
LOS ANGELES,9001026C,3524,148,N,1025,POLLING PLACE,58,0,0,9,1,1,35,3,2
LOS ANGELES,9001026C,3524,148,N,0,VBM PORTION,43,4,0,5,1,1,24,2,2
LOS ANGELES,9001026C,3524,148,N,1025,TOTAL,101,4,0,14,2,2,59,5,4
LOS ANGELES,9001027A,3525,56,N,574,POLLING PLACE,62,0,3,1,0,0,35,14,1
LOS ANGELES,9001027A,3525,56,N,0,VBM PORTION,84,0,5,1,3,0,45,26,2
LOS ANGELES,9001027A,3525,56,N,574,TOTAL,146,0,8,2,3,0,80,40,3
LOS ANGELES,9001030A,3526,148,N,1133,POLLING PLACE,96,2,2,10,2,3,51,4,0
LOS ANGELES,9001030A,3526,148,N,0,VBM PORTION,53,1,2,4,3,0,41,0,0
LOS ANGELES,9001030A,3526,148,N,1133,TOTAL,149,3,4,14,5,3,92,4,0
LOS ANGELES,9001031A,3527,149,N,1179,POLLING PLACE,54,0,1,10,1,1,26,1,2
LOS ANGELES,9001031A,3527,149,N,0,VBM PORTION,42,0,0,1,1,0,32,0,1
LOS ANGELES,9001031A,3527,149,N,1179,TOTAL,96,0,1,11,2,1,58,1,3
LOS ANGELES,9001036B,3528,56,N,989,POLLING PLACE,125,0,10,1,10,0,69,27,2
LOS ANGELES,9001036B,3528,56,N,0,VBM PORTION,140,0,8,0,10,1,67,38,1
LOS ANGELES,9001036B,3528,56,N,989,TOTAL,265,0,18,1,20,1,136,65,3
LOS ANGELES,9001037A,3529,56,N,776,POLLING PLACE,108,3,3,5,5,0,57,20,0
LOS ANGELES,9001037A,3529,56,N,0,VBM PORTION,89,1,1,3,7,0,50,21,0
LOS ANGELES,9001037A,3529,56,N,776,TOTAL,197,4,4,8,12,0,107,41,0
LOS ANGELES,9001037B,3530,56,N,912,POLLING PLACE,117,1,5,2,5,0,60,34,4
LOS ANGELES,9001037B,3530,56,N,0,VBM PORTION,122,1,5,2,12,1,51,25,0
LOS ANGELES,9001037B,3530,56,N,912,TOTAL,239,2,10,4,17,1,111,59,4
LOS ANGELES,9001039A,3531,56,N,1301,POLLING PLACE,164,0,8,3,3,0,95,37,6
LOS ANGELES,9001039A,3531,56,N,0,VBM PORTION,158,0,7,5,6,2,91,37,1
LOS ANGELES,9001039A,3531,56,N,1301,TOTAL,322,0,15,8,9,2,186,74,7
LOS ANGELES,9001041A,3532,56,N,765,POLLING PLACE,115,1,7,1,5,1,71,19,2
LOS ANGELES,9001041A,3532,56,N,0,VBM PORTION,88,2,6,0,5,1,58,14,0
LOS ANGELES,9001041A,3532,56,N,765,TOTAL,203,3,13,1,10,2,129,33,2
LOS ANGELES,9001042A,3533,178,N,979,POLLING PLACE,53,1,0,8,1,0,34,1,0
LOS ANGELES,9001042A,3533,178,N,0,VBM PORTION,23,0,0,0,0,1,15,0,0
LOS ANGELES,9001042A,3533,178,N,979,TOTAL,76,1,0,8,1,1,49,1,0
LOS ANGELES,9001044A,3534,56,N,1240,POLLING PLACE,152,0,8,2,12,0,83,35,0
LOS ANGELES,9001044A,3534,56,N,0,VBM PORTION,159,0,11,0,6,2,81,47,3
LOS ANGELES,9001044A,3534,56,N,1240,TOTAL,311,0,19,2,18,2,164,82,3
LOS ANGELES,9001046D,3535,141,N,794,POLLING PLACE,36,0,0,2,0,2,19,1,3
LOS ANGELES,9001046D,3535,141,N,0,VBM PORTION,25,1,0,2,1,0,12,1,4
LOS ANGELES,9001046D,3535,141,N,794,TOTAL,61,1,0,4,1,2,31,2,7
LOS ANGELES,9001046R,3536,141,N,726,POLLING PLACE,13,0,0,0,0,1,10,1,0
LOS ANGELES,9001046R,3536,141,N,0,VBM PORTION,9,0,0,1,0,0,7,0,0
LOS ANGELES,9001046R,3536,141,N,726,TOTAL,22,0,0,1,0,1,17,1,0
LOS ANGELES,9001047B,3537,95,N,1130,POLLING PLACE,158,2,4,14,4,5,78,7,6
LOS ANGELES,9001047B,3537,95,N,0,VBM PORTION,73,2,9,5,0,4,42,1,1
LOS ANGELES,9001047B,3537,95,N,1130,TOTAL,231,4,13,19,4,9,120,8,7
LOS ANGELES,9001049A,3538,56,N,907,POLLING PLACE,81,2,9,0,4,1,38,18,2
LOS ANGELES,9001049A,3538,56,N,0,VBM PORTION,109,0,11,2,5,0,57,26,2
LOS ANGELES,9001049A,3538,56,N,907,TOTAL,190,2,20,2,9,1,95,44,4
LOS ANGELES,9001050A,3539,15,N,1200,POLLING PLACE,72,2,3,7,0,0,39,8,3
LOS ANGELES,9001050A,3539,15,N,0,VBM PORTION,44,0,1,3,0,1,23,6,2
LOS ANGELES,9001050A,3539,15,N,1200,TOTAL,116,2,4,10,0,1,62,14,5
LOS ANGELES,9001052C,3540,63,N,1216,POLLING PLACE,163,1,1,3,5,1,113,27,2
LOS ANGELES,9001052C,3540,63,N,0,VBM PORTION,103,0,2,5,6,1,62,15,1
LOS ANGELES,9001052C,3540,63,N,1216,TOTAL,266,1,3,8,11,2,175,42,3
LOS ANGELES,9001055A,3541,149,N,984,POLLING PLACE,50,0,2,11,2,2,23,1,1
LOS ANGELES,9001055A,3541,149,N,0,VBM PORTION,16,0,0,2,0,0,10,0,1
LOS ANGELES,9001055A,3541,149,N,984,TOTAL,66,0,2,13,2,2,33,1,2
LOS ANGELES,9001060A,3542,56,N,869,POLLING PLACE,107,0,7,0,1,0,68,20,3
LOS ANGELES,9001060A,3542,56,N,0,VBM PORTION,101,0,5,3,7,0,51,22,1
LOS ANGELES,9001060A,3542,56,N,869,TOTAL,208,0,12,3,8,0,119,42,4
LOS ANGELES,9001062A,3543,90,N,1190,POLLING PLACE,42,0,0,5,0,0,23,6,1
LOS ANGELES,9001062A,3543,90,N,0,VBM PORTION,42,0,1,4,3,0,27,0,2
LOS ANGELES,9001062A,3543,90,N,1190,TOTAL,84,0,1,9,3,0,50,6,3
LOS ANGELES,9001063A,3544,63,N,1220,POLLING PLACE,102,1,4,1,2,0,77,7,1
LOS ANGELES,9001063A,3544,63,N,0,VBM PORTION,104,0,3,4,5,3,56,21,2
LOS ANGELES,9001063A,3544,63,N,1220,TOTAL,206,1,7,5,7,3,133,28,3
LOS ANGELES,9001064A,3545,59,N,1069,POLLING PLACE,65,3,0,5,3,5,24,8,3
LOS ANGELES,9001064A,3545,59,N,0,VBM PORTION,35,0,2,4,1,0,18,3,0
LOS ANGELES,9001064A,3545,59,N,1069,TOTAL,100,3,2,9,4,5,42,11,3
LOS ANGELES,9001065A,3546,15,N,931,POLLING PLACE,50,0,3,4,1,1,28,9,1
LOS ANGELES,9001065A,3546,15,N,0,VBM PORTION,63,2,2,4,2,5,39,5,0
LOS ANGELES,9001065A,3546,15,N,931,TOTAL,113,2,5,8,3,6,67,14,1
LOS ANGELES,9001069A,3547,103,N,1101,POLLING PLACE,79,0,2,5,4,2,44,5,5
LOS ANGELES,9001069A,3547,103,N,0,VBM PORTION,80,2,13,7,1,2,34,10,3
LOS ANGELES,9001069A,3547,103,N,1101,TOTAL,159,2,15,12,5,4,78,15,8
LOS ANGELES,9001070A,3548,56,N,839,POLLING PLACE,68,0,4,1,6,0,37,9,1
LOS ANGELES,9001070A,3548,56,N,0,VBM PORTION,109,3,6,6,10,0,48,22,3
LOS ANGELES,9001070A,3548,56,N,839,TOTAL,177,3,10,7,16,0,85,31,4
LOS ANGELES,9001073A,3549,56,N,527,POLLING PLACE,56,0,0,1,2,1,43,6,0
LOS ANGELES,9001073A,3549,56,N,0,VBM PORTION,90,3,5,0,8,1,49,17,0
LOS ANGELES,9001073A,3549,56,N,527,TOTAL,146,3,5,1,10,2,92,23,0
LOS ANGELES,9001073B,3550,56,N,1075,POLLING PLACE,114,2,9,2,4,0,67,15,1
LOS ANGELES,9001073B,3550,56,N,0,VBM PORTION,184,1,7,1,10,0,107,46,0
LOS ANGELES,9001073B,3550,56,N,1075,TOTAL,298,3,16,3,14,0,174,61,1
LOS ANGELES,9001074A,3551,56,N,1025,POLLING PLACE,99,0,5,1,5,0,61,17,1
LOS ANGELES,9001074A,3551,56,N,0,VBM PORTION,156,0,11,2,7,1,96,23,1
LOS ANGELES,9001074A,3551,56,N,1025,TOTAL,255,0,16,3,12,1,157,40,2
LOS ANGELES,9001077A,3552,15,N,1152,POLLING PLACE,61,1,0,9,1,2,31,4,2
LOS ANGELES,9001077A,3552,15,N,0,VBM PORTION,54,0,2,10,1,0,26,4,5
LOS ANGELES,9001077A,3552,15,N,1152,TOTAL,115,1,2,19,2,2,57,8,7
LOS ANGELES,9001080A,3553,63,N,1262,POLLING PLACE,171,0,6,3,6,2,111,27,0
LOS ANGELES,9001080A,3553,63,N,0,VBM PORTION,162,0,2,4,4,1,113,30,0
LOS ANGELES,9001080A,3553,63,N,1262,TOTAL,333,0,8,7,10,3,224,57,0
LOS ANGELES,9001081A,3554,149,N,1104,POLLING PLACE,59,2,0,9,1,0,38,2,1
LOS ANGELES,9001081A,3554,149,N,0,VBM PORTION,21,0,0,0,0,2,15,0,0
LOS ANGELES,9001081A,3554,149,N,1104,TOTAL,80,2,0,9,1,2,53,2,1
LOS ANGELES,9001083A,3555,63,N,868,POLLING PLACE,99,1,3,2,5,0,58,20,2
LOS ANGELES,9001083A,3555,63,N,0,VBM PORTION,75,2,3,1,3,2,47,9,3
LOS ANGELES,9001083A,3555,63,N,868,TOTAL,174,3,6,3,8,2,105,29,5
LOS ANGELES,9001084A,3556,63,N,1189,POLLING PLACE,73,0,4,3,2,0,49,8,2
LOS ANGELES,9001084A,3556,63,N,0,VBM PORTION,96,0,0,1,6,0,62,20,4
LOS ANGELES,9001084A,3556,63,N,1189,TOTAL,169,0,4,4,8,0,111,28,6
LOS ANGELES,9001085B,3557,63,N,1091,POLLING PLACE,89,0,2,6,5,0,53,14,2
LOS ANGELES,9001085B,3557,63,N,0,VBM PORTION,84,2,2,4,1,2,57,12,1
LOS ANGELES,9001085B,3557,63,N,1091,TOTAL,173,2,4,10,6,2,110,26,3
LOS ANGELES,9001090A,3558,56,N,1136,POLLING PLACE,92,0,8,5,4,0,61,11,1
LOS ANGELES,9001090A,3558,56,N,0,VBM PORTION,103,0,3,4,5,1,63,15,1
LOS ANGELES,9001090A,3558,56,N,1136,TOTAL,195,0,11,9,9,1,124,26,2
LOS ANGELES,9001091B,3559,56,N,1131,POLLING PLACE,110,0,7,1,4,0,54,23,3
LOS ANGELES,9001091B,3559,56,N,0,VBM PORTION,125,0,4,2,3,3,80,24,0
LOS ANGELES,9001091B,3559,56,N,1131,TOTAL,235,0,11,3,7,3,134,47,3
LOS ANGELES,9001092A,3560,63,N,1171,POLLING PLACE,104,1,6,1,3,1,72,15,2
LOS ANGELES,9001092A,3560,63,N,0,VBM PORTION,65,0,1,1,2,1,48,10,0
LOS ANGELES,9001092A,3560,63,N,1171,TOTAL,169,1,7,2,5,2,120,25,2
LOS ANGELES,9001094C,3561,63,N,1179,POLLING PLACE,124,1,8,2,4,0,82,15,1
LOS ANGELES,9001094C,3561,63,N,0,VBM PORTION,104,0,6,3,3,2,65,16,1
LOS ANGELES,9001094C,3561,63,N,1179,TOTAL,228,1,14,5,7,2,147,31,2
LOS ANGELES,9001095A,3562,63,N,1280,POLLING PLACE,124,0,6,2,4,0,79,18,2
LOS ANGELES,9001095A,3562,63,N,0,VBM PORTION,120,0,2,3,3,0,84,14,2
LOS ANGELES,9001095A,3562,63,N,1280,TOTAL,244,0,8,5,7,0,163,32,4
LOS ANGELES,9001097A,3563,96,N,1546,POLLING PLACE,99,0,8,7,1,2,61,5,2
LOS ANGELES,9001097A,3563,96,N,0,VBM PORTION,165,2,12,10,5,0,106,7,4
LOS ANGELES,9001097A,3563,96,N,1546,TOTAL,264,2,20,17,6,2,167,12,6
LOS ANGELES,9001099A,3564,63,N,581,POLLING PLACE,44,1,5,1,1,0,27,7,0
LOS ANGELES,9001099A,3564,63,N,0,VBM PORTION,85,0,1,0,3,0,54,22,1
LOS ANGELES,9001099A,3564,63,N,581,TOTAL,129,1,6,1,4,0,81,29,1
LOS ANGELES,9001100A,3565,82,N,741,POLLING PLACE,118,0,5,4,11,0,66,13,1
LOS ANGELES,9001100A,3565,82,N,0,VBM PORTION,85,0,6,2,12,0,41,16,2
LOS ANGELES,9001100A,3565,82,N,741,TOTAL,203,0,11,6,23,0,107,29,3
LOS ANGELES,9001103A,3566,63,N,1106,POLLING PLACE,149,0,2,6,4,0,101,26,1
LOS ANGELES,9001103A,3566,63,N,0,VBM PORTION,187,1,6,6,9,0,130,23,2
LOS ANGELES,9001103A,3566,63,N,1106,TOTAL,336,1,8,12,13,0,231,49,3
LOS ANGELES,9001104A,3567,90,N,1251,POLLING PLACE,64,0,2,3,2,0,38,3,5
LOS ANGELES,9001104A,3567,90,N,0,VBM PORTION,59,0,2,1,0,0,41,3,7
LOS ANGELES,9001104A,3567,90,N,1251,TOTAL,123,0,4,4,2,0,79,6,12
LOS ANGELES,9001109A,3568,63,N,1157,POLLING PLACE,129,2,1,5,3,1,86,25,0
LOS ANGELES,9001109A,3568,63,N,0,VBM PORTION,118,0,3,3,5,0,76,18,4
LOS ANGELES,9001109A,3568,63,N,1157,TOTAL,247,2,4,8,8,1,162,43,4
LOS ANGELES,9001111A,3569,116,N,1174,POLLING PLACE,84,1,3,11,3,4,52,6,2
LOS ANGELES,9001111A,3569,116,N,0,VBM PORTION,71,1,2,7,3,1,48,6,0
LOS ANGELES,9001111A,3569,116,N,1174,TOTAL,155,2,5,18,6,5,100,12,2
LOS ANGELES,9001113A,3570,63,N,1109,POLLING PLACE,126,2,2,5,5,0,89,12,2
LOS ANGELES,9001113A,3570,63,N,0,VBM PORTION,109,1,1,5,0,1,74,20,0
LOS ANGELES,9001113A,3570,63,N,1109,TOTAL,235,3,3,10,5,1,163,32,2
LOS ANGELES,9001117A,3571,178,N,1059,POLLING PLACE,41,0,1,4,1,0,22,4,0
LOS ANGELES,9001117A,3571,178,N,0,VBM PORTION,29,1,0,6,0,0,17,1,0
LOS ANGELES,9001117A,3571,178,N,1059,TOTAL,70,1,1,10,1,0,39,5,0
LOS ANGELES,9001120A,3572,63,N,1312,POLLING PLACE,91,0,2,4,3,0,66,12,0
LOS ANGELES,9001120A,3572,63,N,0,VBM PORTION,107,1,8,2,2,1,75,7,3
LOS ANGELES,9001120A,3572,63,N,1312,TOTAL,198,1,10,6,5,1,141,19,3
LOS ANGELES,9001121A,3573,63,N,1148,POLLING PLACE,88,0,1,9,8,0,56,10,1
LOS ANGELES,9001121A,3573,63,N,0,VBM PORTION,54,0,2,3,2,1,30,10,1
LOS ANGELES,9001121A,3573,63,N,1148,TOTAL,142,0,3,12,10,1,86,20,2
LOS ANGELES,9001122A,3574,63,N,896,POLLING PLACE,122,0,8,3,7,1,83,10,1
LOS ANGELES,9001122A,3574,63,N,0,VBM PORTION,99,0,2,5,2,1,67,9,1
LOS ANGELES,9001122A,3574,63,N,896,TOTAL,221,0,10,8,9,2,150,19,2
LOS ANGELES,9001126A,3575,63,N,1225,POLLING PLACE,90,1,2,4,3,1,53,15,6
LOS ANGELES,9001126A,3575,63,N,0,VBM PORTION,90,1,1,4,1,2,58,15,2
LOS ANGELES,9001126A,3575,63,N,1225,TOTAL,180,2,3,8,4,3,111,30,8
LOS ANGELES,9001129B,3576,149,N,1252,POLLING PLACE,43,0,3,11,2,0,13,2,2
LOS ANGELES,9001129B,3576,149,N,0,VBM PORTION,25,1,0,2,0,0,16,3,1
LOS ANGELES,9001129B,3576,149,N,1252,TOTAL,68,1,3,13,2,0,29,5,3
LOS ANGELES,9001130B,3577,143,N,708,POLLING PLACE,37,0,1,4,1,2,18,2,6
LOS ANGELES,9001130B,3577,143,N,0,VBM PORTION,15,0,0,1,0,1,12,0,0
LOS ANGELES,9001130B,3577,143,N,708,TOTAL,52,0,1,5,1,3,30,2,6
LOS ANGELES,9001131A,3578,63,N,965,POLLING PLACE,150,0,2,4,5,1,121,10,1
LOS ANGELES,9001131A,3578,63,N,0,VBM PORTION,95,0,2,1,2,0,76,9,0
LOS ANGELES,9001131A,3578,63,N,965,TOTAL,245,0,4,5,7,1,197,19,1
LOS ANGELES,9001133A,3579,63,N,964,POLLING PLACE,139,1,2,2,5,1,101,12,4
LOS ANGELES,9001133A,3579,63,N,0,VBM PORTION,100,0,0,0,7,0,66,18,0
LOS ANGELES,9001133A,3579,63,N,964,TOTAL,239,1,2,2,12,1,167,30,4
LOS ANGELES,9001134A,3580,63,N,1138,POLLING PLACE,195,0,8,3,3,0,131,31,3
LOS ANGELES,9001134A,3580,63,N,0,VBM PORTION,158,0,7,4,4,0,112,16,3
LOS ANGELES,9001134A,3580,63,N,1138,TOTAL,353,0,15,7,7,0,243,47,6
LOS ANGELES,9001137C,3581,114,N,592,POLLING PLACE,53,1,3,3,2,0,31,5,1
LOS ANGELES,9001137C,3581,114,N,0,VBM PORTION,51,0,2,3,1,1,31,8,2
LOS ANGELES,9001137C,3581,114,N,592,TOTAL,104,1,5,6,3,1,62,13,3
LOS ANGELES,9001147A,3582,178,N,977,POLLING PLACE,21,0,1,4,0,0,14,0,0
LOS ANGELES,9001147A,3582,178,N,0,VBM PORTION,27,0,0,1,0,1,22,0,1
LOS ANGELES,9001147A,3582,178,N,977,TOTAL,48,0,1,5,0,1,36,0,1
LOS ANGELES,9001152A,3583,63,N,1004,POLLING PLACE,71,0,1,2,2,0,50,13,1
LOS ANGELES,9001152A,3583,63,N,0,VBM PORTION,50,0,4,2,4,0,24,10,0
LOS ANGELES,9001152A,3583,63,N,1004,TOTAL,121,0,5,4,6,0,74,23,1
LOS ANGELES,9001157A,3584,63,N,1004,POLLING PLACE,128,0,6,4,3,0,79,28,1
LOS ANGELES,9001157A,3584,63,N,0,VBM PORTION,90,2,0,8,2,1,54,16,2
LOS ANGELES,9001157A,3584,63,N,1004,TOTAL,218,2,6,12,5,1,133,44,3
LOS ANGELES,9001158A,3585,63,N,1141,POLLING PLACE,70,0,3,0,2,1,48,10,3
LOS ANGELES,9001158A,3585,63,N,0,VBM PORTION,83,0,6,2,7,0,45,18,0
LOS ANGELES,9001158A,3585,63,N,1141,TOTAL,153,0,9,2,9,1,93,28,3
LOS ANGELES,9001159C,3586,173,N,1195,POLLING PLACE,47,2,1,6,1,0,30,3,2
LOS ANGELES,9001159C,3586,173,N,0,VBM PORTION,41,0,2,3,0,0,26,0,4
LOS ANGELES,9001159C,3586,173,N,1195,TOTAL,88,2,3,9,1,0,56,3,6
LOS ANGELES,9001164A,3587,63,N,945,POLLING PLACE,164,2,4,2,3,0,113,21,4
LOS ANGELES,9001164A,3587,63,N,0,VBM PORTION,82,0,2,1,3,0,59,11,0
LOS ANGELES,9001164A,3587,63,N,945,TOTAL,246,2,6,3,6,0,172,32,4
LOS ANGELES,9001165A,3588,114,N,1000,POLLING PLACE,118,1,1,4,2,3,81,15,7
LOS ANGELES,9001165A,3588,114,N,0,VBM PORTION,109,0,7,6,8,1,60,13,5
LOS ANGELES,9001165A,3588,114,N,1000,TOTAL,227,1,8,10,10,4,141,28,12
LOS ANGELES,9001167A,3589,63,N,1275,POLLING PLACE,78,0,4,4,3,0,51,11,0
LOS ANGELES,9001167A,3589,63,N,0,VBM PORTION,68,5,4,5,2,0,41,7,1
LOS ANGELES,9001167A,3589,63,N,1275,TOTAL,146,5,8,9,5,0,92,18,1
LOS ANGELES,9001173A,3590,63,N,1342,POLLING PLACE,108,3,3,2,4,3,71,17,0
LOS ANGELES,9001173A,3590,63,N,0,VBM PORTION,112,1,3,3,0,2,75,21,2
LOS ANGELES,9001173A,3590,63,N,1342,TOTAL,220,4,6,5,4,5,146,38,2
LOS ANGELES,9001174A,3591,63,N,762,POLLING PLACE,85,1,2,1,0,0,64,14,0
LOS ANGELES,9001174A,3591,63,N,0,VBM PORTION,140,0,7,3,3,0,91,22,1
LOS ANGELES,9001174A,3591,63,N,762,TOTAL,225,1,9,4,3,0,155,36,1
LOS ANGELES,9001175A,3592,116,N,1323,POLLING PLACE,131,1,3,7,10,0,76,20,4
LOS ANGELES,9001175A,3592,116,N,0,VBM PORTION,163,1,5,3,5,1,120,19,1
LOS ANGELES,9001175A,3592,116,N,1323,TOTAL,294,2,8,10,15,1,196,39,5
LOS ANGELES,9001176B,3593,63,N,487,POLLING PLACE,87,0,3,2,2,1,62,10,2
LOS ANGELES,9001176B,3593,63,N,0,VBM PORTION,62,0,0,1,2,1,42,8,1
LOS ANGELES,9001176B,3593,63,N,487,TOTAL,149,0,3,3,4,2,104,18,3
LOS ANGELES,9001177D,3594,63,N,666,POLLING PLACE,73,0,1,1,4,1,54,9,1
LOS ANGELES,9001177D,3594,63,N,0,VBM PORTION,104,0,1,1,7,0,65,24,0
LOS ANGELES,9001177D,3594,63,N,666,TOTAL,177,0,2,2,11,1,119,33,1
LOS ANGELES,9001178A,3595,63,N,543,POLLING PLACE,56,0,0,4,2,0,39,6,2
LOS ANGELES,9001178A,3595,63,N,0,VBM PORTION,52,0,1,0,5,0,35,7,1
LOS ANGELES,9001178A,3595,63,N,543,TOTAL,108,0,1,4,7,0,74,13,3
LOS ANGELES,9001180A,3596,65,N,980,POLLING PLACE,110,2,1,2,2,0,83,16,1
LOS ANGELES,9001180A,3596,65,N,0,VBM PORTION,74,0,2,2,0,0,58,9,1
LOS ANGELES,9001180A,3596,65,N,980,TOTAL,184,2,3,4,2,0,141,25,2
LOS ANGELES,9001183A,3597,96,N,1068,POLLING PLACE,118,2,3,19,2,7,58,10,7
LOS ANGELES,9001183A,3597,96,N,0,VBM PORTION,25,1,1,6,0,1,11,2,1
LOS ANGELES,9001183A,3597,96,N,1068,TOTAL,143,3,4,25,2,8,69,12,8
LOS ANGELES,9001184A,3598,43,N,1038,POLLING PLACE,99,1,2,2,7,2,65,14,1
LOS ANGELES,9001184A,3598,43,N,0,VBM PORTION,143,1,5,7,11,0,98,16,0
LOS ANGELES,9001184A,3598,43,N,1038,TOTAL,242,2,7,9,18,2,163,30,1
LOS ANGELES,9001187A,3599,63,N,1212,POLLING PLACE,134,1,11,3,6,0,72,19,3
LOS ANGELES,9001187A,3599,63,N,0,VBM PORTION,139,2,3,4,7,0,95,14,1
LOS ANGELES,9001187A,3599,63,N,1212,TOTAL,273,3,14,7,13,0,167,33,4
LOS ANGELES,9001188A,3600,178,N,1137,POLLING PLACE,48,0,2,5,1,3,24,1,2
LOS ANGELES,9001188A,3600,178,N,0,VBM PORTION,23,0,0,5,0,0,15,1,0
LOS ANGELES,9001188A,3600,178,N,1137,TOTAL,71,0,2,10,1,3,39,2,2
LOS ANGELES,9001189B,3601,148,N,957,POLLING PLACE,86,1,2,9,3,2,49,3,1
LOS ANGELES,9001189B,3601,148,N,0,VBM PORTION,34,0,0,3,0,0,25,2,0
LOS ANGELES,9001189B,3601,148,N,957,TOTAL,120,1,2,12,3,2,74,5,1
LOS ANGELES,9001190D,3602,83,N,994,POLLING PLACE,98,1,3,4,2,0,62,14,1
LOS ANGELES,9001190D,3602,83,N,0,VBM PORTION,112,1,5,6,2,1,66,14,4
LOS ANGELES,9001190D,3602,83,N,994,TOTAL,210,2,8,10,4,1,128,28,5
LOS ANGELES,9001191A,3603,43,N,1246,POLLING PLACE,156,0,2,7,4,1,126,8,2
LOS ANGELES,9001191A,3603,43,N,0,VBM PORTION,116,0,5,7,6,2,78,8,4
LOS ANGELES,9001191A,3603,43,N,1246,TOTAL,272,0,7,14,10,3,204,16,6
LOS ANGELES,9001195C,3604,81,N,944,POLLING PLACE,83,1,2,6,2,2,63,0,0
