LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JANICE HAHN
LONG BEACH,3850037F,6094,178,Y,0,TOTAL,0,0
LONG BEACH,3850039A,1436,178,N,950,POLLING PLACE,47,32
LONG BEACH,3850039A,1436,178,N,0,VBM PORTION,30,20
LONG BEACH,3850039A,1436,178,N,950,TOTAL,77,52
LONG BEACH,3850041A,1438,171,N,815,POLLING PLACE,25,19
LONG BEACH,3850041A,1438,171,N,0,VBM PORTION,43,34
LONG BEACH,3850041A,1438,171,N,815,TOTAL,68,53
LONG BEACH,3850041C,6095,171,Y,0,POLLING PLACE,0,0
LONG BEACH,3850041C,6095,171,Y,0,VBM PORTION,0,0
LONG BEACH,3850041C,6095,171,Y,0,TOTAL,0,0
LONG BEACH,3850057C,1449,171,N,487,POLLING PLACE,75,59
LONG BEACH,3850057C,1449,171,N,0,VBM PORTION,54,42
LONG BEACH,3850057C,1449,171,N,487,TOTAL,129,101
LONG BEACH,3850058A,1450,171,N,841,POLLING PLACE,42,31
LONG BEACH,3850058A,1450,171,N,0,VBM PORTION,49,41
LONG BEACH,3850058A,1450,171,N,841,TOTAL,91,72
LONG BEACH,3850060A,1452,178,N,1621,POLLING PLACE,66,34
LONG BEACH,3850060A,1452,178,N,0,VBM PORTION,67,42
LONG BEACH,3850060A,1452,178,N,1621,TOTAL,133,76
LONG BEACH,3850069A,1455,171,N,1376,POLLING PLACE,102,64
LONG BEACH,3850069A,1455,171,N,0,VBM PORTION,94,78
LONG BEACH,3850069A,1455,171,N,1376,TOTAL,196,142
LONG BEACH,3850102A,1473,178,N,1225,POLLING PLACE,71,47
LONG BEACH,3850102A,1473,178,N,0,VBM PORTION,57,37
LONG BEACH,3850102A,1473,178,N,1225,TOTAL,128,84
LONG BEACH,3850226B,6104,171,Y,8,POLLING PLACE,0,0
LONG BEACH,3850226B,6104,171,Y,0,VBM PORTION,0,0
LONG BEACH,3850226B,6104,171,Y,8,TOTAL,0,0
LONG BEACH,3850233A,6105,178,Y,0,POLLING PLACE,0,0
LONG BEACH,3850233A,6105,178,Y,0,VBM PORTION,0,0
LONG BEACH,3850233A,6105,178,Y,0,TOTAL,0,0
LONG BEACH,3850307A,1562,171,N,449,POLLING PLACE,27,17
LONG BEACH,3850307A,1562,171,N,0,VBM PORTION,45,38
LONG BEACH,3850307A,1562,171,N,449,TOTAL,72,55
LONG BEACH,3850345A,1576,171,N,1110,POLLING PLACE,75,55
LONG BEACH,3850345A,1576,171,N,0,VBM PORTION,47,30
LONG BEACH,3850345A,1576,171,N,1110,TOTAL,122,85
LONG BEACH,3850386A,1602,178,N,1197,POLLING PLACE,150,90
LONG BEACH,3850386A,1602,178,N,0,VBM PORTION,79,59
LONG BEACH,3850386A,1602,178,N,1197,TOTAL,229,149
LONG BEACH,3850402A,1607,178,N,898,POLLING PLACE,90,51
LONG BEACH,3850402A,1607,178,N,0,VBM PORTION,57,35
LONG BEACH,3850402A,1607,178,N,898,TOTAL,147,86
LONG BEACH,3850547A,1619,171,N,1749,POLLING PLACE,128,99
LONG BEACH,3850547A,1619,171,N,0,VBM PORTION,89,75
LONG BEACH,3850547A,1619,171,N,1749,TOTAL,217,174
LONG BEACH,3850551B,1621,171,N,802,POLLING PLACE,51,33
LONG BEACH,3850551B,1621,171,N,0,VBM PORTION,42,32
LONG BEACH,3850551B,1621,171,N,802,TOTAL,93,65
LONG BEACH,3850552A,1622,171,N,695,POLLING PLACE,56,43
LONG BEACH,3850552A,1622,171,N,0,VBM PORTION,37,28
LONG BEACH,3850552A,1622,171,N,695,TOTAL,93,71
LONG BEACH,3850552B,1623,171,N,847,POLLING PLACE,71,51
LONG BEACH,3850552B,1623,171,N,0,VBM PORTION,43,36
LONG BEACH,3850552B,1623,171,N,847,TOTAL,114,87
LONG BEACH,3850553A,1624,171,N,1123,POLLING PLACE,67,40
LONG BEACH,3850553A,1624,171,N,0,VBM PORTION,70,53
LONG BEACH,3850553A,1624,171,N,1123,TOTAL,137,93
LONG BEACH,3850660A,1655,190,N,1495,POLLING PLACE,68,52
LONG BEACH,3850660A,1655,190,N,0,VBM PORTION,71,61
LONG BEACH,3850660A,1655,190,N,1495,TOTAL,139,113
LONG BEACH,3850660B,6112,190,Y,0,POLLING PLACE,0,0
LONG BEACH,3850660B,6112,190,Y,0,VBM PORTION,0,0
LONG BEACH,3850660B,6112,190,Y,0,TOTAL,0,0
LONG BEACH,3850686A,1658,171,N,1144,POLLING PLACE,26,20
LONG BEACH,3850686A,1658,171,N,0,VBM PORTION,25,21
LONG BEACH,3850686A,1658,171,N,1144,TOTAL,51,41
LYNWOOD,3990001A,1678,171,N,1056,POLLING PLACE,31,24
LYNWOOD,3990001A,1678,171,N,0,VBM PORTION,30,26
LYNWOOD,3990001A,1678,171,N,1056,TOTAL,61,50
LYNWOOD,3990002A,1679,171,N,884,POLLING PLACE,42,31
LYNWOOD,3990002A,1679,171,N,0,VBM PORTION,30,27
LYNWOOD,3990002A,1679,171,N,884,TOTAL,72,58
LYNWOOD,3990003A,1680,171,N,1002,POLLING PLACE,28,21
LYNWOOD,3990003A,1680,171,N,0,VBM PORTION,29,26
LYNWOOD,3990003A,1680,171,N,1002,TOTAL,57,47
LYNWOOD,3990004A,1681,171,N,779,POLLING PLACE,45,37
LYNWOOD,3990004A,1681,171,N,0,VBM PORTION,27,20
LYNWOOD,3990004A,1681,171,N,779,TOTAL,72,57
LYNWOOD,3990005A,1682,171,N,1088,POLLING PLACE,54,43
LYNWOOD,3990005A,1682,171,N,0,VBM PORTION,16,14
LYNWOOD,3990005A,1682,171,N,1088,TOTAL,70,57
LYNWOOD,3990006A,1683,171,N,1218,POLLING PLACE,58,48
LYNWOOD,3990006A,1683,171,N,0,VBM PORTION,50,46
LYNWOOD,3990006A,1683,171,N,1218,TOTAL,108,94
LYNWOOD,3990007A,1684,171,N,1072,POLLING PLACE,36,27
LYNWOOD,3990007A,1684,171,N,0,VBM PORTION,31,22
LYNWOOD,3990007A,1684,171,N,1072,TOTAL,67,49
LYNWOOD,3990009A,1685,171,N,1196,POLLING PLACE,59,43
LYNWOOD,3990009A,1685,171,N,0,VBM PORTION,33,26
LYNWOOD,3990009A,1685,171,N,1196,TOTAL,92,69
LYNWOOD,3990010A,1686,171,N,1139,POLLING PLACE,23,20
LYNWOOD,3990010A,1686,171,N,0,VBM PORTION,40,35
LYNWOOD,3990010A,1686,171,N,1139,TOTAL,63,55
LYNWOOD,3990015A,1687,171,N,1211,POLLING PLACE,38,31
LYNWOOD,3990015A,1687,171,N,0,VBM PORTION,34,27
LYNWOOD,3990015A,1687,171,N,1211,TOTAL,72,58
LYNWOOD,3990016B,1688,171,N,1112,POLLING PLACE,43,35
LYNWOOD,3990016B,1688,171,N,0,VBM PORTION,41,34
LYNWOOD,3990016B,1688,171,N,1112,TOTAL,84,69
LYNWOOD,3990017A,1689,171,N,1143,POLLING PLACE,23,17
LYNWOOD,3990017A,1689,171,N,0,VBM PORTION,18,17
LYNWOOD,3990017A,1689,171,N,1143,TOTAL,41,34
LYNWOOD,3990018A,1690,171,N,1252,POLLING PLACE,75,61
LYNWOOD,3990018A,1690,171,N,0,VBM PORTION,41,35
LYNWOOD,3990018A,1690,171,N,1252,TOTAL,116,96
LYNWOOD,3990019A,1691,171,N,1253,POLLING PLACE,54,45
LYNWOOD,3990019A,1691,171,N,0,VBM PORTION,28,25
LYNWOOD,3990019A,1691,171,N,1253,TOTAL,82,70
LYNWOOD,3990028B,1692,171,N,1142,POLLING PLACE,53,44
LYNWOOD,3990028B,1692,171,N,0,VBM PORTION,23,22
LYNWOOD,3990028B,1692,171,N,1142,TOTAL,76,66
LYNWOOD,3990030A,1693,171,N,1144,POLLING PLACE,41,34
LYNWOOD,3990030A,1693,171,N,0,VBM PORTION,18,18
LYNWOOD,3990030A,1693,171,N,1144,TOTAL,59,52
LYNWOOD,3990033A,1694,171,N,928,POLLING PLACE,26,21
LYNWOOD,3990033A,1694,171,N,0,VBM PORTION,41,35
LYNWOOD,3990033A,1694,171,N,928,TOTAL,67,56
LYNWOOD,3990061A,1695,171,N,1102,POLLING PLACE,39,30
LYNWOOD,3990061A,1695,171,N,0,VBM PORTION,33,28
LYNWOOD,3990061A,1695,171,N,1102,TOTAL,72,58
LYNWOOD,3990062A,1696,171,N,1271,POLLING PLACE,61,47
LYNWOOD,3990062A,1696,171,N,0,VBM PORTION,57,52
LYNWOOD,3990062A,1696,171,N,1271,TOTAL,118,99
LYNWOOD,3990063A,1697,171,N,1225,POLLING PLACE,57,46
LYNWOOD,3990063A,1697,171,N,0,VBM PORTION,48,44
LYNWOOD,3990063A,1697,171,N,1225,TOTAL,105,90
LYNWOOD,3990064A,1698,171,N,1193,POLLING PLACE,35,23
LYNWOOD,3990064A,1698,171,N,0,VBM PORTION,47,35
LYNWOOD,3990064A,1698,171,N,1193,TOTAL,82,58
LYNWOOD,3990065B,1699,171,N,1093,POLLING PLACE,36,32
LYNWOOD,3990065B,1699,171,N,0,VBM PORTION,39,38
LYNWOOD,3990065B,1699,171,N,1093,TOTAL,75,70
RANCHO PALOS VERDES,5530003A,6136,190,Y,0,POLLING PLACE,0,0
RANCHO PALOS VERDES,5530003A,6136,190,Y,0,VBM PORTION,0,0
RANCHO PALOS VERDES,5530003A,6136,190,Y,0,TOTAL,0,0
RANCHO PALOS VERDES,5530009A,6137,190,Y,0,POLLING PLACE,0,0
RANCHO PALOS VERDES,5530009A,6137,190,Y,0,VBM PORTION,0,0
RANCHO PALOS VERDES,5530009A,6137,190,Y,0,TOTAL,0,0
SOUTH GATE,6550001A,2532,165,N,1165,POLLING PLACE,71,57
SOUTH GATE,6550001A,2532,165,N,0,VBM PORTION,57,47
SOUTH GATE,6550001A,2532,165,N,1165,TOTAL,128,104
SOUTH GATE,6550003A,2533,165,N,989,POLLING PLACE,41,28
SOUTH GATE,6550003A,2533,165,N,0,VBM PORTION,23,19
SOUTH GATE,6550003A,2533,165,N,989,TOTAL,64,47
SOUTH GATE,6550004A,2534,165,N,976,POLLING PLACE,51,39
SOUTH GATE,6550004A,2534,165,N,0,VBM PORTION,24,19
SOUTH GATE,6550004A,2534,165,N,976,TOTAL,75,58
SOUTH GATE,6550006A,2535,165,N,1028,POLLING PLACE,39,30
SOUTH GATE,6550006A,2535,165,N,0,VBM PORTION,38,29
SOUTH GATE,6550006A,2535,165,N,1028,TOTAL,77,59
SOUTH GATE,6550009A,2536,165,N,1044,POLLING PLACE,45,34
SOUTH GATE,6550009A,2536,165,N,0,VBM PORTION,24,23
SOUTH GATE,6550009A,2536,165,N,1044,TOTAL,69,57
SOUTH GATE,6550010A,2537,165,N,1131,POLLING PLACE,78,57
SOUTH GATE,6550010A,2537,165,N,0,VBM PORTION,19,18
SOUTH GATE,6550010A,2537,165,N,1131,TOTAL,97,75
SOUTH GATE,6550011A,2538,165,N,1265,POLLING PLACE,48,38
SOUTH GATE,6550011A,2538,165,N,0,VBM PORTION,38,35
SOUTH GATE,6550011A,2538,165,N,1265,TOTAL,86,73
SOUTH GATE,6550012B,2539,165,N,1137,POLLING PLACE,64,57
SOUTH GATE,6550012B,2539,165,N,0,VBM PORTION,29,25
SOUTH GATE,6550012B,2539,165,N,1137,TOTAL,93,82
SOUTH GATE,6550015A,2540,165,N,1146,POLLING PLACE,64,42
SOUTH GATE,6550015A,2540,165,N,0,VBM PORTION,48,42
SOUTH GATE,6550015A,2540,165,N,1146,TOTAL,112,84
SOUTH GATE,6550016A,2541,165,N,989,POLLING PLACE,42,34
SOUTH GATE,6550016A,2541,165,N,0,VBM PORTION,29,21
SOUTH GATE,6550016A,2541,165,N,989,TOTAL,71,55
SOUTH GATE,6550017A,2542,165,N,1149,POLLING PLACE,66,51
SOUTH GATE,6550017A,2542,165,N,0,VBM PORTION,33,26
SOUTH GATE,6550017A,2542,165,N,1149,TOTAL,99,77
SOUTH GATE,6550018A,2543,165,N,1036,POLLING PLACE,42,34
SOUTH GATE,6550018A,2543,165,N,0,VBM PORTION,38,29
SOUTH GATE,6550018A,2543,165,N,1036,TOTAL,80,63
SOUTH GATE,6550019B,2544,165,N,1164,POLLING PLACE,55,41
SOUTH GATE,6550019B,2544,165,N,0,VBM PORTION,32,21
SOUTH GATE,6550019B,2544,165,N,1164,TOTAL,87,62
SOUTH GATE,6550020A,2545,165,N,1066,POLLING PLACE,51,37
SOUTH GATE,6550020A,2545,165,N,0,VBM PORTION,28,27
SOUTH GATE,6550020A,2545,165,N,1066,TOTAL,79,64
SOUTH GATE,6550021A,2546,165,N,790,POLLING PLACE,13,11
SOUTH GATE,6550021A,2546,165,N,0,VBM PORTION,20,17
SOUTH GATE,6550021A,2546,165,N,790,TOTAL,33,28
SOUTH GATE,6550022A,2547,165,N,940,POLLING PLACE,50,41
SOUTH GATE,6550022A,2547,165,N,0,VBM PORTION,26,26
SOUTH GATE,6550022A,2547,165,N,940,TOTAL,76,67
SOUTH GATE,6550022B,2548,165,N,795,POLLING PLACE,31,24
SOUTH GATE,6550022B,2548,165,N,0,VBM PORTION,19,17
SOUTH GATE,6550022B,2548,165,N,795,TOTAL,50,41
SOUTH GATE,6550028A,2549,165,N,1036,POLLING PLACE,65,46
SOUTH GATE,6550028A,2549,165,N,0,VBM PORTION,39,34
SOUTH GATE,6550028A,2549,165,N,1036,TOTAL,104,80
SOUTH GATE,6550029A,2550,165,N,1139,POLLING PLACE,61,40
SOUTH GATE,6550029A,2550,165,N,0,VBM PORTION,30,24
SOUTH GATE,6550029A,2550,165,N,1139,TOTAL,91,64
SOUTH GATE,6550030C,2551,165,N,797,POLLING PLACE,63,47
SOUTH GATE,6550030C,2551,165,N,0,VBM PORTION,25,23
SOUTH GATE,6550030C,2551,165,N,797,TOTAL,88,70
SOUTH GATE,6550031A,2552,165,N,1186,POLLING PLACE,48,38
SOUTH GATE,6550031A,2552,165,N,0,VBM PORTION,35,33
SOUTH GATE,6550031A,2552,165,N,1186,TOTAL,83,71
SOUTH GATE,6550035A,2553,165,N,1277,POLLING PLACE,62,53
SOUTH GATE,6550035A,2553,165,N,0,VBM PORTION,41,27
SOUTH GATE,6550035A,2553,165,N,1277,TOTAL,103,80
SOUTH GATE,6550036A,2554,165,N,1105,POLLING PLACE,50,44
SOUTH GATE,6550036A,2554,165,N,0,VBM PORTION,21,17
SOUTH GATE,6550036A,2554,165,N,1105,TOTAL,71,61
SOUTH GATE,6550039A,2555,165,N,924,POLLING PLACE,63,40
SOUTH GATE,6550039A,2555,165,N,0,VBM PORTION,17,16
SOUTH GATE,6550039A,2555,165,N,924,TOTAL,80,56
SOUTH GATE,6550047B,2556,165,N,1114,POLLING PLACE,60,40
SOUTH GATE,6550047B,2556,165,N,0,VBM PORTION,33,26
SOUTH GATE,6550047B,2556,165,N,1114,TOTAL,93,66
SOUTH GATE,6550048A,2557,165,N,1312,POLLING PLACE,60,53
SOUTH GATE,6550048A,2557,165,N,0,VBM PORTION,33,29
SOUTH GATE,6550048A,2557,165,N,1312,TOTAL,93,82
SOUTH GATE,6550050A,2558,165,N,1060,POLLING PLACE,52,39
SOUTH GATE,6550050A,2558,165,N,0,VBM PORTION,40,33
SOUTH GATE,6550050A,2558,165,N,1060,TOTAL,92,72
SOUTH GATE,6550052A,2559,165,N,1035,POLLING PLACE,46,32
SOUTH GATE,6550052A,2559,165,N,0,VBM PORTION,38,32
SOUTH GATE,6550052A,2559,165,N,1035,TOTAL,84,64
SOUTH GATE,6550053A,2560,165,N,1272,POLLING PLACE,62,46
SOUTH GATE,6550053A,2560,165,N,0,VBM PORTION,42,33
SOUTH GATE,6550053A,2560,165,N,1272,TOTAL,104,79
SOUTH GATE,6550055A,2561,165,N,794,POLLING PLACE,46,29
SOUTH GATE,6550055A,2561,165,N,0,VBM PORTION,30,27
SOUTH GATE,6550055A,2561,165,N,794,TOTAL,76,56
SOUTH GATE,6550056A,2562,165,N,434,POLLING PLACE,28,19
SOUTH GATE,6550056A,2562,165,N,0,VBM PORTION,53,43
SOUTH GATE,6550056A,2562,165,N,434,TOTAL,81,62
SOUTH GATE,6550060A,2563,165,N,1118,POLLING PLACE,80,61
SOUTH GATE,6550060A,2563,165,N,0,VBM PORTION,56,51
SOUTH GATE,6550060A,2563,165,N,1118,TOTAL,136,112
SOUTH GATE,6550061A,2564,165,N,632,POLLING PLACE,38,25
SOUTH GATE,6550061A,2564,165,N,0,VBM PORTION,19,16
SOUTH GATE,6550061A,2564,165,N,632,TOTAL,57,41
SOUTH GATE,6550062A,2565,165,N,1170,POLLING PLACE,76,64
SOUTH GATE,6550062A,2565,165,N,0,VBM PORTION,54,47
SOUTH GATE,6550062A,2565,165,N,1170,TOTAL,130,111
SOUTH GATE,6550066C,2566,165,N,558,POLLING PLACE,32,17
SOUTH GATE,6550066C,2566,165,N,0,VBM PORTION,43,31
SOUTH GATE,6550066C,2566,165,N,558,TOTAL,75,48
WALNUT PARK,7650001A,2777,145,N,1135,POLLING PLACE,73,52
WALNUT PARK,7650001A,2777,145,N,0,VBM PORTION,32,25
WALNUT PARK,7650001A,2777,145,N,1135,TOTAL,105,77
WALNUT PARK,7650004A,2778,145,N,1029,POLLING PLACE,69,53
WALNUT PARK,7650004A,2778,145,N,0,VBM PORTION,21,17
WALNUT PARK,7650004A,2778,145,N,1029,TOTAL,90,70
WALNUT PARK,7650005A,2779,145,N,1073,POLLING PLACE,63,42
WALNUT PARK,7650005A,2779,145,N,0,VBM PORTION,19,15
WALNUT PARK,7650005A,2779,145,N,1073,TOTAL,82,57
WALNUT PARK,7650006A,2780,145,N,972,POLLING PLACE,61,44
WALNUT PARK,7650006A,2780,145,N,0,VBM PORTION,32,22
WALNUT PARK,7650006A,2780,145,N,972,TOTAL,93,66
WALNUT PARK,7650008A,2781,145,N,854,POLLING PLACE,74,50
WALNUT PARK,7650008A,2781,145,N,0,VBM PORTION,21,14
WALNUT PARK,7650008A,2781,145,N,854,TOTAL,95,64
WALNUT PARK,7650009A,2782,145,N,785,POLLING PLACE,58,42
WALNUT PARK,7650009A,2782,145,N,0,VBM PORTION,22,17
WALNUT PARK,7650009A,2782,145,N,785,TOTAL,80,59
WEST COMPTON,7690001A,2816,178,N,797,POLLING PLACE,88,44
WEST COMPTON,7690001A,2816,178,N,0,VBM PORTION,50,33
WEST COMPTON,7690001A,2816,178,N,797,TOTAL,138,77
WEST COMPTON,7690002A,2817,178,N,897,POLLING PLACE,55,31
WEST COMPTON,7690002A,2817,178,N,0,VBM PORTION,45,31
WEST COMPTON,7690002A,2817,178,N,897,TOTAL,100,62
WEST COMPTON,7690005A,2818,178,N,949,POLLING PLACE,115,66
WEST COMPTON,7690005A,2818,178,N,0,VBM PORTION,36,28
WEST COMPTON,7690005A,2818,178,N,949,TOTAL,151,94
WEST COMPTON,7690006A,2819,178,N,805,POLLING PLACE,56,32
WEST COMPTON,7690006A,2819,178,N,0,VBM PORTION,57,43
WEST COMPTON,7690006A,2819,178,N,805,TOTAL,113,75
WILLOWBROOK,7850001A,2953,178,N,1069,POLLING PLACE,42,27
WILLOWBROOK,7850001A,2953,178,N,0,VBM PORTION,32,25
WILLOWBROOK,7850001A,2953,178,N,1069,TOTAL,74,52
WILLOWBROOK,7850002A,2954,171,N,875,POLLING PLACE,39,31
WILLOWBROOK,7850002A,2954,171,N,0,VBM PORTION,4,4
WILLOWBROOK,7850002A,2954,171,N,875,TOTAL,43,35
WILLOWBROOK,7850003A,2955,178,N,974,POLLING PLACE,88,60
WILLOWBROOK,7850003A,2955,178,N,0,VBM PORTION,50,41
WILLOWBROOK,7850003A,2955,178,N,974,TOTAL,138,101
WILLOWBROOK,7850009A,2956,178,N,1114,POLLING PLACE,58,29
WILLOWBROOK,7850009A,2956,178,N,0,VBM PORTION,22,17
WILLOWBROOK,7850009A,2956,178,N,1114,TOTAL,80,46
WILLOWBROOK,7850011A,2957,178,N,1062,POLLING PLACE,47,25
WILLOWBROOK,7850011A,2957,178,N,0,VBM PORTION,34,23
WILLOWBROOK,7850011A,2957,178,N,1062,TOTAL,81,48
WILLOWBROOK,7850013A,2958,178,N,870,POLLING PLACE,49,21
WILLOWBROOK,7850013A,2958,178,N,0,VBM PORTION,33,20
WILLOWBROOK,7850013A,2958,178,N,870,TOTAL,82,41
WILLOWBROOK,7850015A,2959,178,N,891,POLLING PLACE,40,29
WILLOWBROOK,7850015A,2959,178,N,0,VBM PORTION,18,16
WILLOWBROOK,7850015A,2959,178,N,891,TOTAL,58,45
WILLOWBROOK,7850017A,2960,178,N,1087,POLLING PLACE,46,20
WILLOWBROOK,7850017A,2960,178,N,0,VBM PORTION,29,23
WILLOWBROOK,7850017A,2960,178,N,1087,TOTAL,75,43
WILLOWBROOK,7850024A,2961,178,N,919,POLLING PLACE,32,18
WILLOWBROOK,7850024A,2961,178,N,0,VBM PORTION,16,14
WILLOWBROOK,7850024A,2961,178,N,919,TOTAL,48,32
WILLOWBROOK,7850042A,2962,178,N,446,POLLING PLACE,24,13
WILLOWBROOK,7850042A,2962,178,N,0,VBM PORTION,23,12
WILLOWBROOK,7850042A,2962,178,N,446,TOTAL,47,25
WILLOWBROOK,7850043A,2963,178,N,886,POLLING PLACE,48,27
WILLOWBROOK,7850043A,2963,178,N,0,VBM PORTION,49,38
WILLOWBROOK,7850043A,2963,178,N,886,TOTAL,97,65
WILLOWBROOK,7850044A,2964,178,N,947,POLLING PLACE,82,49
WILLOWBROOK,7850044A,2964,178,N,0,VBM PORTION,60,54
WILLOWBROOK,7850044A,2964,178,N,947,TOTAL,142,103
WILLOWBROOK,7850050A,2965,178,N,1028,POLLING PLACE,96,49
WILLOWBROOK,7850050A,2965,178,N,0,VBM PORTION,60,48
WILLOWBROOK,7850050A,2965,178,N,1028,TOTAL,156,97
WILLOWBROOK,7850204A,2966,178,N,1053,POLLING PLACE,53,29
WILLOWBROOK,7850204A,2966,178,N,0,VBM PORTION,14,11
WILLOWBROOK,7850204A,2966,178,N,1053,TOTAL,67,40
LOS ANGELES,9000420A,6181,190,Y,122,POLLING PLACE,0,0
LOS ANGELES,9000420A,6181,190,Y,0,VBM PORTION,26,18
LOS ANGELES,9000420A,6181,190,Y,122,TOTAL,26,18
LOS ANGELES,9000427A,3242,190,N,1346,POLLING PLACE,73,54
LOS ANGELES,9000427A,3242,190,N,0,VBM PORTION,100,66
LOS ANGELES,9000427A,3242,190,N,1346,TOTAL,173,120
LOS ANGELES,9000441A,6182,190,Y,12,POLLING PLACE,0,0
LOS ANGELES,9000441A,6182,190,Y,0,VBM PORTION,2,0
LOS ANGELES,9000441A,6182,190,Y,12,TOTAL,2,0
LOS ANGELES,9000545A,3308,175,N,1195,POLLING PLACE,61,47
LOS ANGELES,9000545A,3308,175,N,0,VBM PORTION,56,47
LOS ANGELES,9000545A,3308,175,N,1195,TOTAL,117,94
LOS ANGELES,9000953A,3489,178,N,973,POLLING PLACE,85,44
LOS ANGELES,9000953A,3489,178,N,0,VBM PORTION,61,51
LOS ANGELES,9000953A,3489,178,N,973,TOTAL,146,95
LOS ANGELES,9000994A,3504,178,N,978,POLLING PLACE,92,50
LOS ANGELES,9000994A,3504,178,N,0,VBM PORTION,39,24
LOS ANGELES,9000994A,3504,178,N,978,TOTAL,131,74
LOS ANGELES,9000995A,3505,178,N,1043,POLLING PLACE,47,22
LOS ANGELES,9000995A,3505,178,N,0,VBM PORTION,35,23
LOS ANGELES,9000995A,3505,178,N,1043,TOTAL,82,45
LOS ANGELES,9001006A,3512,190,N,1123,POLLING PLACE,120,85
LOS ANGELES,9001006A,3512,190,N,0,VBM PORTION,130,96
LOS ANGELES,9001006A,3512,190,N,1123,TOTAL,250,181
LOS ANGELES,9001042A,3533,178,N,979,POLLING PLACE,53,25
LOS ANGELES,9001042A,3533,178,N,0,VBM PORTION,23,21
LOS ANGELES,9001042A,3533,178,N,979,TOTAL,76,46
LOS ANGELES,9001117A,3571,178,N,1059,POLLING PLACE,41,19
LOS ANGELES,9001117A,3571,178,N,0,VBM PORTION,29,24
LOS ANGELES,9001117A,3571,178,N,1059,TOTAL,70,43
LOS ANGELES,9001147A,3582,178,N,977,POLLING PLACE,21,10
LOS ANGELES,9001147A,3582,178,N,0,VBM PORTION,27,23
LOS ANGELES,9001147A,3582,178,N,977,TOTAL,48,33
LOS ANGELES,9001188A,3600,178,N,1137,POLLING PLACE,48,23
LOS ANGELES,9001188A,3600,178,N,0,VBM PORTION,23,17
LOS ANGELES,9001188A,3600,178,N,1137,TOTAL,71,40
LOS ANGELES,9001384A,3684,178,N,665,POLLING PLACE,32,23
LOS ANGELES,9001384A,3684,178,N,0,VBM PORTION,17,10
LOS ANGELES,9001384A,3684,178,N,665,TOTAL,49,33
LOS ANGELES,9001405A,3689,190,N,1106,POLLING PLACE,100,81
LOS ANGELES,9001405A,3689,190,N,0,VBM PORTION,92,70
LOS ANGELES,9001405A,3689,190,N,1106,TOTAL,192,151
LOS ANGELES,9001439B,3708,178,N,825,POLLING PLACE,32,18
LOS ANGELES,9001439B,3708,178,N,0,VBM PORTION,21,14
LOS ANGELES,9001439B,3708,178,N,825,TOTAL,53,32
LOS ANGELES,9001483A,3730,190,N,1184,POLLING PLACE,142,92
LOS ANGELES,9001483A,3730,190,N,0,VBM PORTION,144,118
LOS ANGELES,9001483A,3730,190,N,1184,TOTAL,286,210
LOS ANGELES,9001484A,3731,190,N,1084,POLLING PLACE,101,76
LOS ANGELES,9001484A,3731,190,N,0,VBM PORTION,133,101
LOS ANGELES,9001484A,3731,190,N,1084,TOTAL,234,177
LOS ANGELES,9001587A,3777,178,N,759,POLLING PLACE,39,15
LOS ANGELES,9001587A,3777,178,N,0,VBM PORTION,12,10
LOS ANGELES,9001587A,3777,178,N,759,TOTAL,51,25
LOS ANGELES,9001602A,3782,178,N,1155,POLLING PLACE,65,34
LOS ANGELES,9001602A,3782,178,N,0,VBM PORTION,19,8
LOS ANGELES,9001602A,3782,178,N,1155,TOTAL,84,42
LOS ANGELES,9001610A,3786,190,N,1081,POLLING PLACE,122,81
LOS ANGELES,9001610A,3786,190,N,0,VBM PORTION,172,118
LOS ANGELES,9001610A,3786,190,N,1081,TOTAL,294,199
LOS ANGELES,9001780A,3853,178,N,937,POLLING PLACE,25,11
LOS ANGELES,9001780A,3853,178,N,0,VBM PORTION,11,9
LOS ANGELES,9001780A,3853,178,N,937,TOTAL,36,20
LOS ANGELES,9001827A,3875,190,N,1035,POLLING PLACE,119,89
LOS ANGELES,9001827A,3875,190,N,0,VBM PORTION,170,97
LOS ANGELES,9001827A,3875,190,N,1035,TOTAL,289,186
LOS ANGELES,9001853A,6190,178,Y,0,POLLING PLACE,0,0
LOS ANGELES,9001853A,6190,178,Y,0,VBM PORTION,0,0
LOS ANGELES,9001853A,6190,178,Y,0,TOTAL,0,0
LOS ANGELES,9002338A,4099,178,N,971,POLLING PLACE,51,26
LOS ANGELES,9002338A,4099,178,N,0,VBM PORTION,32,27
LOS ANGELES,9002338A,4099,178,N,971,TOTAL,83,53
LOS ANGELES,9002534A,4181,178,N,1184,POLLING PLACE,52,28
LOS ANGELES,9002534A,4181,178,N,0,VBM PORTION,30,23
LOS ANGELES,9002534A,4181,178,N,1184,TOTAL,82,51
LOS ANGELES,9002534C,4182,178,N,1221,POLLING PLACE,30,16
LOS ANGELES,9002534C,4182,178,N,0,VBM PORTION,20,14
LOS ANGELES,9002534C,4182,178,N,1221,TOTAL,50,30
LOS ANGELES,9002537A,4183,178,N,1111,POLLING PLACE,31,16
LOS ANGELES,9002537A,4183,178,N,0,VBM PORTION,32,18
LOS ANGELES,9002537A,4183,178,N,1111,TOTAL,63,34
LOS ANGELES,9002540A,4184,178,N,1270,POLLING PLACE,43,15
