LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JACK ORSWELL,JUDY CHU
EAST SAN GABRIEL,2040004A,783,76,N,0,VBM PORTION,112,47,55
EAST SAN GABRIEL,2040004A,783,76,N,1105,TOTAL,198,85,98
EAST SAN GABRIEL,2040010A,784,76,N,1179,POLLING PLACE,77,33,41
EAST SAN GABRIEL,2040010A,784,76,N,0,VBM PORTION,98,37,45
EAST SAN GABRIEL,2040010A,784,76,N,1179,TOTAL,175,70,86
EAST SAN GABRIEL,2040012A,785,76,N,1290,POLLING PLACE,93,47,39
EAST SAN GABRIEL,2040012A,785,76,N,0,VBM PORTION,116,50,58
EAST SAN GABRIEL,2040012A,785,76,N,1290,TOTAL,209,97,97
EAST SAN GABRIEL,2040015A,786,76,N,1106,POLLING PLACE,109,57,47
EAST SAN GABRIEL,2040015A,786,76,N,0,VBM PORTION,128,52,68
EAST SAN GABRIEL,2040015A,786,76,N,1106,TOTAL,237,109,115
EAST SAN GABRIEL,2040016B,787,76,N,977,POLLING PLACE,72,27,41
EAST SAN GABRIEL,2040016B,787,76,N,0,VBM PORTION,96,26,58
EAST SAN GABRIEL,2040016B,787,76,N,977,TOTAL,168,53,99
EAST SAN GABRIEL,2040019A,788,76,N,1273,POLLING PLACE,111,49,54
EAST SAN GABRIEL,2040019A,788,76,N,0,VBM PORTION,127,53,62
EAST SAN GABRIEL,2040019A,788,76,N,1273,TOTAL,238,102,116
EAST SAN GABRIEL,2040021A,789,76,N,1023,POLLING PLACE,105,42,57
EAST SAN GABRIEL,2040021A,789,76,N,0,VBM PORTION,126,44,69
EAST SAN GABRIEL,2040021A,789,76,N,1023,TOTAL,231,86,126
FOOTHILL,2350002A,6047,31,Y,4,POLLING PLACE,0,0,0
FOOTHILL,2350002A,6047,31,Y,0,VBM PORTION,0,0,0
FOOTHILL,2350002A,6047,31,Y,4,TOTAL,0,0,0
FOOTHILL,2350020A,6048,29,Y,94,POLLING PLACE,0,0,0
FOOTHILL,2350020A,6048,29,Y,0,VBM PORTION,23,14,9
FOOTHILL,2350020A,6048,29,Y,94,TOTAL,23,14,9
FOOTHILL,2350021A,6049,31,Y,125,POLLING PLACE,0,0,0
FOOTHILL,2350021A,6049,31,Y,0,VBM PORTION,39,16,23
FOOTHILL,2350021A,6049,31,Y,125,TOTAL,39,16,23
FOOTHILL,2350023A,6050,33,Y,0,POLLING PLACE,0,0,0
FOOTHILL,2350023A,6050,33,Y,0,VBM PORTION,0,0,0
FOOTHILL,2350023A,6050,33,Y,0,TOTAL,0,0,0
FOOTHILL,2350026A,865,33,N,435,POLLING PLACE,56,31,21
FOOTHILL,2350026A,865,33,N,0,VBM PORTION,45,19,23
FOOTHILL,2350026A,865,33,N,435,TOTAL,101,50,44
FOOTHILL,2350028A,6052,93,Y,149,POLLING PLACE,0,0,0
FOOTHILL,2350028A,6052,93,Y,0,VBM PORTION,25,10,14
FOOTHILL,2350028A,6052,93,Y,149,TOTAL,25,10,14
FOOTHILL,2350029A,6053,93,Y,105,POLLING PLACE,0,0,0
FOOTHILL,2350029A,6053,93,Y,0,VBM PORTION,32,16,15
FOOTHILL,2350029A,6053,93,Y,105,TOTAL,32,16,15
FOOTHILL,2350030A,6054,31,Y,245,POLLING PLACE,0,0,0
FOOTHILL,2350030A,6054,31,Y,0,VBM PORTION,57,20,34
FOOTHILL,2350030A,6054,31,Y,245,TOTAL,57,20,34
GLENDORA,2600001A,979,69,N,972,POLLING PLACE,105,61,31
GLENDORA,2600001A,979,69,N,0,VBM PORTION,111,75,29
GLENDORA,2600001A,979,69,N,972,TOTAL,216,136,60
GLENDORA,2600002A,980,69,N,1232,POLLING PLACE,129,74,38
GLENDORA,2600002A,980,69,N,0,VBM PORTION,100,48,42
GLENDORA,2600002A,980,69,N,1232,TOTAL,229,122,80
GLENDORA,2600007C,6057,69,Y,6,POLLING PLACE,0,0,0
GLENDORA,2600007C,6057,69,Y,0,VBM PORTION,0,0,0
GLENDORA,2600007C,6057,69,Y,6,TOTAL,0,0,0
GLENDORA,2600008A,981,69,N,1322,POLLING PLACE,172,126,33
GLENDORA,2600008A,981,69,N,0,VBM PORTION,150,79,53
GLENDORA,2600008A,981,69,N,1322,TOTAL,322,205,86
GLENDORA,2600009A,982,69,N,1191,POLLING PLACE,136,87,39
GLENDORA,2600009A,982,69,N,0,VBM PORTION,149,100,36
GLENDORA,2600009A,982,69,N,1191,TOTAL,285,187,75
GLENDORA,2600010A,983,69,N,1232,POLLING PLACE,152,90,46
GLENDORA,2600010A,983,69,N,0,VBM PORTION,96,59,32
GLENDORA,2600010A,983,69,N,1232,TOTAL,248,149,78
GLENDORA,2600011A,984,69,N,1180,POLLING PLACE,66,34,23
GLENDORA,2600011A,984,69,N,0,VBM PORTION,71,30,33
GLENDORA,2600011A,984,69,N,1180,TOTAL,137,64,56
GLENDORA,2600016A,985,69,N,989,POLLING PLACE,71,39,26
GLENDORA,2600016A,985,69,N,0,VBM PORTION,85,45,36
GLENDORA,2600016A,985,69,N,989,TOTAL,156,84,62
GLENDORA,2600018B,986,69,N,795,POLLING PLACE,84,49,25
GLENDORA,2600018B,986,69,N,0,VBM PORTION,105,73,27
GLENDORA,2600018B,986,69,N,795,TOTAL,189,122,52
GLENDORA,2600019A,987,69,N,671,POLLING PLACE,68,40,22
GLENDORA,2600019A,987,69,N,0,VBM PORTION,77,45,29
GLENDORA,2600019A,987,69,N,671,TOTAL,145,85,51
GLENDORA,2600022A,988,69,N,1283,POLLING PLACE,86,48,29
GLENDORA,2600022A,988,69,N,0,VBM PORTION,68,39,25
GLENDORA,2600022A,988,69,N,1283,TOTAL,154,87,54
GLENDORA,2600023A,989,69,N,647,POLLING PLACE,59,36,17
GLENDORA,2600023A,989,69,N,0,VBM PORTION,64,41,15
GLENDORA,2600023A,989,69,N,647,TOTAL,123,77,32
GLENDORA,2600058A,996,69,N,1295,POLLING PLACE,130,89,31
GLENDORA,2600058A,996,69,N,0,VBM PORTION,155,81,61
GLENDORA,2600058A,996,69,N,1295,TOTAL,285,170,92
GLENDORA,2600059A,997,69,N,1009,POLLING PLACE,88,62,20
GLENDORA,2600059A,997,69,N,0,VBM PORTION,105,62,30
GLENDORA,2600059A,997,69,N,1009,TOTAL,193,124,50
GLENDORA,2600062A,999,69,N,1274,POLLING PLACE,111,73,23
GLENDORA,2600062A,999,69,N,0,VBM PORTION,177,109,49
GLENDORA,2600062A,999,69,N,1274,TOTAL,288,182,72
GLENDORA,2600063A,1000,69,N,1205,POLLING PLACE,128,87,29
GLENDORA,2600063A,1000,69,N,0,VBM PORTION,169,118,41
GLENDORA,2600063A,1000,69,N,1205,TOTAL,297,205,70
GLENDORA,2600064A,1001,69,N,1286,POLLING PLACE,131,71,44
GLENDORA,2600064A,1001,69,N,0,VBM PORTION,97,69,21
GLENDORA,2600064A,1001,69,N,1286,TOTAL,228,140,65
GLENDORA,2600096A,1003,69,N,556,POLLING PLACE,27,6,14
GLENDORA,2600096A,1003,69,N,0,VBM PORTION,38,22,15
GLENDORA,2600096A,1003,69,N,556,TOTAL,65,28,29
GLENDORA,2600096B,1004,69,N,858,POLLING PLACE,92,43,37
GLENDORA,2600096B,1004,69,N,0,VBM PORTION,92,46,42
GLENDORA,2600096B,1004,69,N,858,TOTAL,184,89,79
GLENDORA,2600098A,1006,69,N,739,POLLING PLACE,47,30,15
GLENDORA,2600098A,1006,69,N,0,VBM PORTION,70,51,17
GLENDORA,2600098A,1006,69,N,739,TOTAL,117,81,32
GLENDORA,2600104A,1007,69,N,1196,POLLING PLACE,133,81,42
GLENDORA,2600104A,1007,69,N,0,VBM PORTION,162,129,22
GLENDORA,2600104A,1007,69,N,1196,TOTAL,295,210,64
GLENDORA,2600106A,1008,69,N,1219,POLLING PLACE,86,39,34
GLENDORA,2600106A,1008,69,N,0,VBM PORTION,108,43,58
GLENDORA,2600106A,1008,69,N,1219,TOTAL,194,82,92
GLENDORA,2600108A,1009,69,N,832,POLLING PLACE,81,53,21
GLENDORA,2600108A,1009,69,N,0,VBM PORTION,49,29,17
GLENDORA,2600108A,1009,69,N,832,TOTAL,130,82,38
KINNELOA MESA,3080002A,1167,33,N,923,POLLING PLACE,94,42,49
KINNELOA MESA,3080002A,1167,33,N,0,VBM PORTION,171,84,66
KINNELOA MESA,3080002A,1167,33,N,923,TOTAL,265,126,115
LAMANDA,3500010B,6080,33,Y,3,POLLING PLACE,0,0,0
LAMANDA,3500010B,6080,33,Y,0,VBM PORTION,0,0,0
LAMANDA,3500010B,6080,33,Y,3,TOTAL,0,0,0
LAMANDA,3500016A,6081,29,Y,24,POLLING PLACE,0,0,0
LAMANDA,3500016A,6081,29,Y,0,VBM PORTION,2,2,0
LAMANDA,3500016A,6081,29,Y,24,TOTAL,2,2,0
LITTLEROCK,3700003A,6084,4,Y,3,POLLING PLACE,0,0,0
LITTLEROCK,3700003A,6084,4,Y,0,VBM PORTION,0,0,0
LITTLEROCK,3700003A,6084,4,Y,3,TOTAL,0,0,0
LLANO,3750009A,6086,29,Y,0,POLLING PLACE,0,0,0
LLANO,3750009A,6086,29,Y,0,VBM PORTION,0,0,0
LLANO,3750009A,6086,29,Y,0,TOTAL,0,0,0
LLANO,3750012A,6087,1,Y,30,POLLING PLACE,0,0,0
LLANO,3750012A,6087,1,Y,0,VBM PORTION,4,4,0
LLANO,3750012A,6087,1,Y,30,TOTAL,4,4,0
LLANO,3750047A,6088,4,Y,100,POLLING PLACE,0,0,0
LLANO,3750047A,6088,4,Y,0,VBM PORTION,28,22,6
LLANO,3750047A,6088,4,Y,100,TOTAL,28,22,6
MONROVIA,4400004A,1754,33,N,1142,POLLING PLACE,156,98,47
MONROVIA,4400004A,1754,33,N,0,VBM PORTION,170,79,76
MONROVIA,4400004A,1754,33,N,1142,TOTAL,326,177,123
MONROVIA,4400008A,1756,33,N,679,POLLING PLACE,107,69,30
MONROVIA,4400008A,1756,33,N,0,VBM PORTION,106,57,44
MONROVIA,4400008A,1756,33,N,679,TOTAL,213,126,74
MONROVIA,4400010A,1758,33,N,816,POLLING PLACE,139,63,60
MONROVIA,4400010A,1758,33,N,0,VBM PORTION,110,58,48
MONROVIA,4400010A,1758,33,N,816,TOTAL,249,121,108
MONROVIA,4400022A,6114,76,Y,4,POLLING PLACE,0,0,0
MONROVIA,4400022A,6114,76,Y,0,VBM PORTION,0,0,0
MONROVIA,4400022A,6114,76,Y,4,TOTAL,0,0,0
MONROVIA,4400024A,6115,33,Y,13,POLLING PLACE,0,0,0
MONROVIA,4400024A,6115,33,Y,0,VBM PORTION,5,4,1
MONROVIA,4400024A,6115,33,Y,13,TOTAL,5,4,1
MONTEREY PARK,4500001A,1805,71,N,930,POLLING PLACE,48,9,31
MONTEREY PARK,4500001A,1805,71,N,0,VBM PORTION,71,9,55
MONTEREY PARK,4500001A,1805,71,N,930,TOTAL,119,18,86
MONTEREY PARK,4500002A,1806,71,N,840,POLLING PLACE,67,5,49
MONTEREY PARK,4500002A,1806,71,N,0,VBM PORTION,56,8,44
MONTEREY PARK,4500002A,1806,71,N,840,TOTAL,123,13,93
MONTEREY PARK,4500003A,1807,71,N,762,POLLING PLACE,48,14,33
MONTEREY PARK,4500003A,1807,71,N,0,VBM PORTION,117,37,74
MONTEREY PARK,4500003A,1807,71,N,762,TOTAL,165,51,107
MONTEREY PARK,4500005A,1808,71,N,1287,POLLING PLACE,148,39,96
MONTEREY PARK,4500005A,1808,71,N,0,VBM PORTION,203,60,131
MONTEREY PARK,4500005A,1808,71,N,1287,TOTAL,351,99,227
MONTEREY PARK,4500007A,1809,71,N,941,POLLING PLACE,50,15,30
MONTEREY PARK,4500007A,1809,71,N,0,VBM PORTION,67,10,55
MONTEREY PARK,4500007A,1809,71,N,941,TOTAL,117,25,85
MONTEREY PARK,4500009A,1810,71,N,1276,POLLING PLACE,105,35,61
MONTEREY PARK,4500009A,1810,71,N,0,VBM PORTION,156,45,105
MONTEREY PARK,4500009A,1810,71,N,1276,TOTAL,261,80,166
MONTEREY PARK,4500010A,1811,71,N,1203,POLLING PLACE,82,13,63
MONTEREY PARK,4500010A,1811,71,N,0,VBM PORTION,138,25,107
MONTEREY PARK,4500010A,1811,71,N,1203,TOTAL,220,38,170
MONTEREY PARK,4500014A,1812,71,N,1331,POLLING PLACE,61,19,36
MONTEREY PARK,4500014A,1812,71,N,0,VBM PORTION,113,25,81
MONTEREY PARK,4500014A,1812,71,N,1331,TOTAL,174,44,117
MONTEREY PARK,4500016A,1813,71,N,1233,POLLING PLACE,101,30,66
MONTEREY PARK,4500016A,1813,71,N,0,VBM PORTION,136,38,92
MONTEREY PARK,4500016A,1813,71,N,1233,TOTAL,237,68,158
MONTEREY PARK,4500017A,1814,71,N,1127,POLLING PLACE,119,30,81
MONTEREY PARK,4500017A,1814,71,N,0,VBM PORTION,73,8,60
MONTEREY PARK,4500017A,1814,71,N,1127,TOTAL,192,38,141
MONTEREY PARK,4500019A,1815,71,N,928,POLLING PLACE,141,30,103
MONTEREY PARK,4500019A,1815,71,N,0,VBM PORTION,99,23,70
MONTEREY PARK,4500019A,1815,71,N,928,TOTAL,240,53,173
MONTEREY PARK,4500021A,1816,71,N,1083,POLLING PLACE,58,12,41
MONTEREY PARK,4500021A,1816,71,N,0,VBM PORTION,60,10,47
MONTEREY PARK,4500021A,1816,71,N,1083,TOTAL,118,22,88
MONTEREY PARK,4500023A,1817,71,N,1454,POLLING PLACE,134,30,89
MONTEREY PARK,4500023A,1817,71,N,0,VBM PORTION,217,54,152
MONTEREY PARK,4500023A,1817,71,N,1454,TOTAL,351,84,241
MONTEREY PARK,4500025A,1818,71,N,1247,POLLING PLACE,131,33,79
MONTEREY PARK,4500025A,1818,71,N,0,VBM PORTION,105,30,72
MONTEREY PARK,4500025A,1818,71,N,1247,TOTAL,236,63,151
MONTEREY PARK,4500026A,1819,71,N,1172,POLLING PLACE,92,22,59
MONTEREY PARK,4500026A,1819,71,N,0,VBM PORTION,78,11,62
MONTEREY PARK,4500026A,1819,71,N,1172,TOTAL,170,33,121
MONTEREY PARK,4500030A,1820,71,N,1240,POLLING PLACE,141,37,93
MONTEREY PARK,4500030A,1820,71,N,0,VBM PORTION,106,17,81
MONTEREY PARK,4500030A,1820,71,N,1240,TOTAL,247,54,174
MONTEREY PARK,4500031B,1821,71,N,1158,POLLING PLACE,54,9,37
MONTEREY PARK,4500031B,1821,71,N,0,VBM PORTION,83,13,62
MONTEREY PARK,4500031B,1821,71,N,1158,TOTAL,137,22,99
MONTEREY PARK,4500032A,1822,71,N,1198,POLLING PLACE,145,28,102
MONTEREY PARK,4500032A,1822,71,N,0,VBM PORTION,178,53,107
MONTEREY PARK,4500032A,1822,71,N,1198,TOTAL,323,81,209
MONTEREY PARK,4500034B,1823,71,N,1125,POLLING PLACE,71,12,51
MONTEREY PARK,4500034B,1823,71,N,0,VBM PORTION,87,13,69
