LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ED HERNANDEZ
CHARTER OAK,1100077A,473,66,N,1001,TOTAL,90,57
CHARTER OAK,1100081A,474,66,N,880,POLLING PLACE,55,32
CHARTER OAK,1100081A,474,66,N,0,VBM PORTION,44,27
CHARTER OAK,1100081A,474,66,N,880,TOTAL,99,59
CHARTER OAK,1100083A,475,68,N,1136,POLLING PLACE,50,24
CHARTER OAK,1100083A,475,68,N,0,VBM PORTION,59,34
CHARTER OAK,1100083A,475,68,N,1136,TOTAL,109,58
CHARTER OAK,1100084A,476,68,N,795,POLLING PLACE,57,32
CHARTER OAK,1100084A,476,68,N,0,VBM PORTION,48,33
CHARTER OAK,1100084A,476,68,N,795,TOTAL,105,65
CITRUS,1250072A,6031,66,Y,0,POLLING PLACE,0,0
CITRUS,1250072A,6031,66,Y,0,VBM PORTION,0,0
CITRUS,1250072A,6031,66,Y,0,TOTAL,0,0
CITRUS,1250083A,6034,68,Y,177,POLLING PLACE,0,0
CITRUS,1250083A,6034,68,Y,0,VBM PORTION,37,16
CITRUS,1250083A,6034,68,Y,177,TOTAL,37,16
COVINA,1500001A,557,68,N,348,POLLING PLACE,23,14
COVINA,1500001A,557,68,N,0,VBM PORTION,9,4
COVINA,1500001A,557,68,N,348,TOTAL,32,18
COVINA,1500003A,558,68,N,736,POLLING PLACE,80,38
COVINA,1500003A,558,68,N,0,VBM PORTION,56,30
COVINA,1500003A,558,68,N,736,TOTAL,136,68
COVINA,1500008A,559,68,N,916,POLLING PLACE,100,69
COVINA,1500008A,559,68,N,0,VBM PORTION,68,35
COVINA,1500008A,559,68,N,916,TOTAL,168,104
COVINA,1500009A,560,68,N,926,POLLING PLACE,104,49
COVINA,1500009A,560,68,N,0,VBM PORTION,80,52
COVINA,1500009A,560,68,N,926,TOTAL,184,101
COVINA,1500012A,561,68,N,1136,POLLING PLACE,105,48
COVINA,1500012A,561,68,N,0,VBM PORTION,69,44
COVINA,1500012A,561,68,N,1136,TOTAL,174,92
COVINA,1500014A,562,68,N,1272,POLLING PLACE,69,37
COVINA,1500014A,562,68,N,0,VBM PORTION,64,32
COVINA,1500014A,562,68,N,1272,TOTAL,133,69
COVINA,1500016B,563,68,N,1043,POLLING PLACE,79,46
COVINA,1500016B,563,68,N,0,VBM PORTION,101,71
COVINA,1500016B,563,68,N,1043,TOTAL,180,117
COVINA,1500022A,564,68,N,1209,POLLING PLACE,81,55
COVINA,1500022A,564,68,N,0,VBM PORTION,58,32
COVINA,1500022A,564,68,N,1209,TOTAL,139,87
COVINA,1500024A,565,68,N,1036,POLLING PLACE,70,40
COVINA,1500024A,565,68,N,0,VBM PORTION,73,36
COVINA,1500024A,565,68,N,1036,TOTAL,143,76
COVINA,1500025A,566,68,N,1170,POLLING PLACE,45,29
COVINA,1500025A,566,68,N,0,VBM PORTION,49,36
COVINA,1500025A,566,68,N,1170,TOTAL,94,65
COVINA,1500027A,567,68,N,702,POLLING PLACE,41,22
COVINA,1500027A,567,68,N,0,VBM PORTION,45,33
COVINA,1500027A,567,68,N,702,TOTAL,86,55
COVINA,1500029A,568,68,N,1071,POLLING PLACE,70,38
COVINA,1500029A,568,68,N,0,VBM PORTION,98,53
COVINA,1500029A,568,68,N,1071,TOTAL,168,91
COVINA,1500031A,569,68,N,1293,POLLING PLACE,121,61
COVINA,1500031A,569,68,N,0,VBM PORTION,122,81
COVINA,1500031A,569,68,N,1293,TOTAL,243,142
COVINA,1500035A,570,68,N,1096,POLLING PLACE,81,55
COVINA,1500035A,570,68,N,0,VBM PORTION,69,48
COVINA,1500035A,570,68,N,1096,TOTAL,150,103
COVINA,1500036C,571,68,N,1075,POLLING PLACE,86,45
COVINA,1500036C,571,68,N,0,VBM PORTION,76,42
COVINA,1500036C,571,68,N,1075,TOTAL,162,87
COVINA,1500037A,572,68,N,1164,POLLING PLACE,126,78
COVINA,1500037A,572,68,N,0,VBM PORTION,87,39
COVINA,1500037A,572,68,N,1164,TOTAL,213,117
COVINA,1500056A,573,68,N,1288,POLLING PLACE,83,43
COVINA,1500056A,573,68,N,0,VBM PORTION,81,41
COVINA,1500056A,573,68,N,1288,TOTAL,164,84
COVINA,1500073A,574,68,N,1295,POLLING PLACE,157,66
COVINA,1500073A,574,68,N,0,VBM PORTION,138,59
COVINA,1500073A,574,68,N,1295,TOTAL,295,125
COVINA,1500078A,575,68,N,1103,POLLING PLACE,75,43
COVINA,1500078A,575,68,N,0,VBM PORTION,85,40
COVINA,1500078A,575,68,N,1103,TOTAL,160,83
COVINA,1500082A,576,68,N,1045,POLLING PLACE,90,49
COVINA,1500082A,576,68,N,0,VBM PORTION,107,71
COVINA,1500082A,576,68,N,1045,TOTAL,197,120
COVINA,1500084A,577,68,N,852,POLLING PLACE,96,42
COVINA,1500084A,577,68,N,0,VBM PORTION,72,35
COVINA,1500084A,577,68,N,852,TOTAL,168,77
COVINA,1500086B,578,68,N,1252,POLLING PLACE,82,57
COVINA,1500086B,578,68,N,0,VBM PORTION,77,51
COVINA,1500086B,578,68,N,1252,TOTAL,159,108
COVINA,1500089A,579,68,N,1180,POLLING PLACE,63,43
COVINA,1500089A,579,68,N,0,VBM PORTION,75,47
COVINA,1500089A,579,68,N,1180,TOTAL,138,90
COVINA,1500090A,580,68,N,593,POLLING PLACE,42,26
COVINA,1500090A,580,68,N,0,VBM PORTION,24,19
COVINA,1500090A,580,68,N,593,TOTAL,66,45
COVINA,1500093A,581,68,N,1289,POLLING PLACE,71,43
COVINA,1500093A,581,68,N,0,VBM PORTION,86,48
COVINA,1500093A,581,68,N,1289,TOTAL,157,91
EAST ARCADIA,1940001A,731,68,N,1015,POLLING PLACE,54,40
EAST ARCADIA,1940001A,731,68,N,0,VBM PORTION,23,16
EAST ARCADIA,1940001A,731,68,N,1015,TOTAL,77,56
EAST ARCADIA,1940002A,732,68,N,987,POLLING PLACE,110,65
EAST ARCADIA,1940002A,732,68,N,0,VBM PORTION,71,47
EAST ARCADIA,1940002A,732,68,N,987,TOTAL,181,112
EAST ARCADIA,1940004A,733,68,N,445,POLLING PLACE,66,37
EAST ARCADIA,1940004A,733,68,N,0,VBM PORTION,45,26
EAST ARCADIA,1940004A,733,68,N,445,TOTAL,111,63
EAST ARCADIA,1940005A,734,77,N,1048,POLLING PLACE,105,55
EAST ARCADIA,1940005A,734,77,N,0,VBM PORTION,102,55
EAST ARCADIA,1940005A,734,77,N,1048,TOTAL,207,110
EAST ARCADIA,1940007A,735,77,N,555,POLLING PLACE,47,21
EAST ARCADIA,1940007A,735,77,N,0,VBM PORTION,37,24
EAST ARCADIA,1940007A,735,77,N,555,TOTAL,84,45
EAST ARCADIA,1940008A,736,68,N,870,POLLING PLACE,51,40
EAST ARCADIA,1940008A,736,68,N,0,VBM PORTION,21,12
EAST ARCADIA,1940008A,736,68,N,870,TOTAL,72,52
EAST ARCADIA,1940010A,737,76,N,1151,POLLING PLACE,120,51
EAST ARCADIA,1940010A,737,76,N,0,VBM PORTION,116,57
EAST ARCADIA,1940010A,737,76,N,1151,TOTAL,236,108
EAST ARCADIA,1940011A,738,68,N,1013,POLLING PLACE,117,52
EAST ARCADIA,1940011A,738,68,N,0,VBM PORTION,86,50
EAST ARCADIA,1940011A,738,68,N,1013,TOTAL,203,102
EAST ARCADIA,1940013A,739,76,N,891,POLLING PLACE,88,48
EAST ARCADIA,1940013A,739,76,N,0,VBM PORTION,108,57
EAST ARCADIA,1940013A,739,76,N,891,TOTAL,196,105
EAST PASADENA,2020001A,774,32,N,734,POLLING PLACE,54,21
EAST PASADENA,2020001A,774,32,N,0,VBM PORTION,66,40
EAST PASADENA,2020001A,774,32,N,734,TOTAL,120,61
EAST PASADENA,2020003A,775,32,N,439,POLLING PLACE,43,15
EAST PASADENA,2020003A,775,32,N,0,VBM PORTION,71,28
EAST PASADENA,2020003A,775,32,N,439,TOTAL,114,43
EAST PASADENA,2020004A,776,32,N,447,POLLING PLACE,30,18
EAST PASADENA,2020004A,776,32,N,0,VBM PORTION,61,20
EAST PASADENA,2020004A,776,32,N,447,TOTAL,91,38
EAST PASADENA,2020007A,778,32,N,1138,POLLING PLACE,88,52
EAST PASADENA,2020007A,778,32,N,0,VBM PORTION,97,48
EAST PASADENA,2020007A,778,32,N,1138,TOTAL,185,100
EAST PASADENA,2020012A,779,32,N,620,POLLING PLACE,46,30
EAST PASADENA,2020012A,779,32,N,0,VBM PORTION,44,23
EAST PASADENA,2020012A,779,32,N,620,TOTAL,90,53
EAST SAN GABRIEL,2040001A,781,76,N,1153,POLLING PLACE,42,24
EAST SAN GABRIEL,2040001A,781,76,N,0,VBM PORTION,104,51
EAST SAN GABRIEL,2040001A,781,76,N,1153,TOTAL,146,75
EAST SAN GABRIEL,2040003A,782,76,N,1312,POLLING PLACE,72,42
EAST SAN GABRIEL,2040003A,782,76,N,0,VBM PORTION,82,51
EAST SAN GABRIEL,2040003A,782,76,N,1312,TOTAL,154,93
EAST SAN GABRIEL,2040004A,783,76,N,1105,POLLING PLACE,86,52
EAST SAN GABRIEL,2040004A,783,76,N,0,VBM PORTION,112,49
EAST SAN GABRIEL,2040004A,783,76,N,1105,TOTAL,198,101
EAST SAN GABRIEL,2040010A,784,76,N,1179,POLLING PLACE,77,46
EAST SAN GABRIEL,2040010A,784,76,N,0,VBM PORTION,98,45
EAST SAN GABRIEL,2040010A,784,76,N,1179,TOTAL,175,91
EAST SAN GABRIEL,2040012A,785,76,N,1290,POLLING PLACE,93,50
EAST SAN GABRIEL,2040012A,785,76,N,0,VBM PORTION,116,59
EAST SAN GABRIEL,2040012A,785,76,N,1290,TOTAL,209,109
EAST SAN GABRIEL,2040015A,786,76,N,1106,POLLING PLACE,109,49
EAST SAN GABRIEL,2040015A,786,76,N,0,VBM PORTION,128,52
EAST SAN GABRIEL,2040015A,786,76,N,1106,TOTAL,237,101
EAST SAN GABRIEL,2040016B,787,76,N,977,POLLING PLACE,72,47
EAST SAN GABRIEL,2040016B,787,76,N,0,VBM PORTION,96,51
EAST SAN GABRIEL,2040016B,787,76,N,977,TOTAL,168,98
EAST SAN GABRIEL,2040019A,788,76,N,1273,POLLING PLACE,111,59
EAST SAN GABRIEL,2040019A,788,76,N,0,VBM PORTION,127,70
EAST SAN GABRIEL,2040019A,788,76,N,1273,TOTAL,238,129
EAST SAN GABRIEL,2040021A,789,76,N,1023,POLLING PLACE,105,55
EAST SAN GABRIEL,2040021A,789,76,N,0,VBM PORTION,126,69
EAST SAN GABRIEL,2040021A,789,76,N,1023,TOTAL,231,124
EL MONTE,2100001A,795,73,N,1136,POLLING PLACE,69,46
EL MONTE,2100001A,795,73,N,0,VBM PORTION,94,75
EL MONTE,2100001A,795,73,N,1136,TOTAL,163,121
EL MONTE,2100005A,796,73,N,1064,POLLING PLACE,44,27
EL MONTE,2100005A,796,73,N,0,VBM PORTION,60,30
EL MONTE,2100005A,796,73,N,1064,TOTAL,104,57
EL MONTE,2100006B,797,73,N,1075,POLLING PLACE,106,85
EL MONTE,2100006B,797,73,N,0,VBM PORTION,52,39
EL MONTE,2100006B,797,73,N,1075,TOTAL,158,124
EL MONTE,2100008B,798,73,N,1295,POLLING PLACE,55,39
EL MONTE,2100008B,798,73,N,0,VBM PORTION,69,46
EL MONTE,2100008B,798,73,N,1295,TOTAL,124,85
EL MONTE,2100013A,799,73,N,717,POLLING PLACE,35,30
EL MONTE,2100013A,799,73,N,0,VBM PORTION,35,26
EL MONTE,2100013A,799,73,N,717,TOTAL,70,56
EL MONTE,2100014A,800,66,N,730,POLLING PLACE,30,21
EL MONTE,2100014A,800,66,N,0,VBM PORTION,16,14
EL MONTE,2100014A,800,66,N,730,TOTAL,46,35
EL MONTE,2100016A,801,73,N,598,POLLING PLACE,39,26
EL MONTE,2100016A,801,73,N,0,VBM PORTION,53,41
EL MONTE,2100016A,801,73,N,598,TOTAL,92,67
EL MONTE,2100017A,802,73,N,1011,POLLING PLACE,62,39
EL MONTE,2100017A,802,73,N,0,VBM PORTION,62,45
EL MONTE,2100017A,802,73,N,1011,TOTAL,124,84
EL MONTE,2100018A,803,73,N,1257,POLLING PLACE,68,50
EL MONTE,2100018A,803,73,N,0,VBM PORTION,79,46
EL MONTE,2100018A,803,73,N,1257,TOTAL,147,96
EL MONTE,2100018C,804,73,N,701,POLLING PLACE,26,20
EL MONTE,2100018C,804,73,N,0,VBM PORTION,18,14
EL MONTE,2100018C,804,73,N,701,TOTAL,44,34
EL MONTE,2100019B,805,66,N,774,POLLING PLACE,69,46
EL MONTE,2100019B,805,66,N,0,VBM PORTION,42,34
EL MONTE,2100019B,805,66,N,774,TOTAL,111,80
EL MONTE,2100021A,806,66,N,1168,POLLING PLACE,90,72
EL MONTE,2100021A,806,66,N,0,VBM PORTION,60,46
EL MONTE,2100021A,806,66,N,1168,TOTAL,150,118
EL MONTE,2100024A,807,73,N,919,POLLING PLACE,61,41
EL MONTE,2100024A,807,73,N,0,VBM PORTION,45,24
EL MONTE,2100024A,807,73,N,919,TOTAL,106,65
EL MONTE,2100027A,808,66,N,1060,POLLING PLACE,40,26
EL MONTE,2100027A,808,66,N,0,VBM PORTION,50,41
EL MONTE,2100027A,808,66,N,1060,TOTAL,90,67
EL MONTE,2100029A,809,66,N,715,POLLING PLACE,43,29
EL MONTE,2100029A,809,66,N,0,VBM PORTION,30,24
EL MONTE,2100029A,809,66,N,715,TOTAL,73,53
EL MONTE,2100033A,810,66,N,954,POLLING PLACE,48,34
EL MONTE,2100033A,810,66,N,0,VBM PORTION,43,29
EL MONTE,2100033A,810,66,N,954,TOTAL,91,63
EL MONTE,2100034A,811,66,N,968,POLLING PLACE,29,25
EL MONTE,2100034A,811,66,N,0,VBM PORTION,40,33
EL MONTE,2100034A,811,66,N,968,TOTAL,69,58
EL MONTE,2100039C,812,73,N,927,POLLING PLACE,44,28
EL MONTE,2100039C,812,73,N,0,VBM PORTION,33,22
EL MONTE,2100039C,812,73,N,927,TOTAL,77,50
EL MONTE,2100040A,813,73,N,1123,POLLING PLACE,95,63
EL MONTE,2100040A,813,73,N,0,VBM PORTION,36,25
EL MONTE,2100040A,813,73,N,1123,TOTAL,131,88
EL MONTE,2100041C,814,73,N,1102,POLLING PLACE,78,63
EL MONTE,2100041C,814,73,N,0,VBM PORTION,55,42
EL MONTE,2100041C,814,73,N,1102,TOTAL,133,105
EL MONTE,2100047A,815,73,N,1147,POLLING PLACE,81,41
EL MONTE,2100047A,815,73,N,0,VBM PORTION,51,27
EL MONTE,2100047A,815,73,N,1147,TOTAL,132,68
EL MONTE,2100053A,816,73,N,988,POLLING PLACE,45,30
EL MONTE,2100053A,816,73,N,0,VBM PORTION,54,37
EL MONTE,2100053A,816,73,N,988,TOTAL,99,67
EL MONTE,2100101A,817,73,N,1025,POLLING PLACE,110,62
EL MONTE,2100101A,817,73,N,0,VBM PORTION,86,56
EL MONTE,2100101A,817,73,N,1025,TOTAL,196,118
EL MONTE,2100103A,818,73,N,1231,POLLING PLACE,77,49
EL MONTE,2100103A,818,73,N,0,VBM PORTION,77,54
EL MONTE,2100103A,818,73,N,1231,TOTAL,154,103
EL MONTE,2100104A,819,73,N,1237,POLLING PLACE,116,70
EL MONTE,2100104A,819,73,N,0,VBM PORTION,83,46
EL MONTE,2100104A,819,73,N,1237,TOTAL,199,116
EL MONTE,2100105A,820,73,N,1164,POLLING PLACE,118,80
EL MONTE,2100105A,820,73,N,0,VBM PORTION,68,48
EL MONTE,2100105A,820,73,N,1164,TOTAL,186,128
EL MONTE,2100106A,821,73,N,1163,POLLING PLACE,69,49
EL MONTE,2100106A,821,73,N,0,VBM PORTION,79,56
EL MONTE,2100106A,821,73,N,1163,TOTAL,148,105
EL MONTE,2100110A,822,73,N,1048,POLLING PLACE,49,32
EL MONTE,2100110A,822,73,N,0,VBM PORTION,69,38
EL MONTE,2100110A,822,73,N,1048,TOTAL,118,70
EL MONTE,2100112A,823,73,N,977,POLLING PLACE,42,29
EL MONTE,2100112A,823,73,N,0,VBM PORTION,71,58
EL MONTE,2100112A,823,73,N,977,TOTAL,113,87
EL MONTE,2100113A,824,73,N,715,POLLING PLACE,43,32
EL MONTE,2100113A,824,73,N,0,VBM PORTION,34,20
EL MONTE,2100113A,824,73,N,715,TOTAL,77,52
EL MONTE,2100115C,825,73,N,642,POLLING PLACE,25,23
EL MONTE,2100115C,825,73,N,0,VBM PORTION,28,23
EL MONTE,2100115C,825,73,N,642,TOTAL,53,46
EL MONTE,2100119A,826,66,N,1063,POLLING PLACE,89,60
EL MONTE,2100119A,826,66,N,0,VBM PORTION,51,33
EL MONTE,2100119A,826,66,N,1063,TOTAL,140,93
EL MONTE,2100120B,827,66,N,1204,POLLING PLACE,89,57
EL MONTE,2100120B,827,66,N,0,VBM PORTION,46,40
EL MONTE,2100120B,827,66,N,1204,TOTAL,135,97
EL MONTE,2100121A,828,66,N,806,POLLING PLACE,58,40
EL MONTE,2100121A,828,66,N,0,VBM PORTION,39,25
EL MONTE,2100121A,828,66,N,806,TOTAL,97,65
EL MONTE,2100122B,829,66,N,779,POLLING PLACE,58,45
EL MONTE,2100122B,829,66,N,0,VBM PORTION,16,15
EL MONTE,2100122B,829,66,N,779,TOTAL,74,60
EL MONTE,2100125A,830,66,N,500,POLLING PLACE,27,22
EL MONTE,2100125A,830,66,N,0,VBM PORTION,8,5
EL MONTE,2100125A,830,66,N,500,TOTAL,35,27
EL MONTE,2100126A,831,66,N,1053,POLLING PLACE,95,67
EL MONTE,2100126A,831,66,N,0,VBM PORTION,41,33
EL MONTE,2100126A,831,66,N,1053,TOTAL,136,100
INDUSTRY,2930006A,6064,123,Y,48,POLLING PLACE,0,0
INDUSTRY,2930006A,6064,123,Y,0,VBM PORTION,14,9
INDUSTRY,2930006A,6064,123,Y,48,TOTAL,14,9
INDUSTRY,2930010A,6065,123,Y,42,POLLING PLACE,0,0
INDUSTRY,2930010A,6065,123,Y,0,VBM PORTION,12,1
INDUSTRY,2930010A,6065,123,Y,42,TOTAL,12,1
INDUSTRY,2930011A,6066,125,Y,0,POLLING PLACE,0,0
INDUSTRY,2930011A,6066,125,Y,0,VBM PORTION,0,0
INDUSTRY,2930011A,6066,125,Y,0,TOTAL,0,0
INDUSTRY,2930012A,6067,125,Y,0,POLLING PLACE,0,0
INDUSTRY,2930012A,6067,125,Y,0,VBM PORTION,0,0
INDUSTRY,2930012A,6067,125,Y,0,TOTAL,0,0
INDUSTRY,2930015A,6068,66,Y,0,POLLING PLACE,0,0
INDUSTRY,2930015A,6068,66,Y,0,VBM PORTION,0,0
INDUSTRY,2930015A,6068,66,Y,0,TOTAL,0,0
INDUSTRY,2930062A,6070,123,Y,6,POLLING PLACE,0,0
INDUSTRY,2930062A,6070,123,Y,0,VBM PORTION,2,1
INDUSTRY,2930062A,6070,123,Y,6,TOTAL,2,1
INDUSTRY,2930067A,6071,123,Y,0,POLLING PLACE,0,0
INDUSTRY,2930067A,6071,123,Y,0,VBM PORTION,0,0
INDUSTRY,2930067A,6071,123,Y,0,TOTAL,0,0
INDUSTRY,2930068A,6072,123,Y,0,POLLING PLACE,0,0
INDUSTRY,2930068A,6072,123,Y,0,VBM PORTION,0,0
INDUSTRY,2930068A,6072,123,Y,0,TOTAL,0,0
IRWINDALE,3000003A,1166,66,N,765,POLLING PLACE,75,42
IRWINDALE,3000003A,1166,66,N,0,VBM PORTION,48,29
IRWINDALE,3000003A,1166,66,N,765,TOTAL,123,71
IRWINDALE,3000004A,6075,66,Y,174,POLLING PLACE,0,0
IRWINDALE,3000004A,6075,66,Y,0,VBM PORTION,11,9
IRWINDALE,3000004A,6075,66,Y,174,TOTAL,11,9
LA PUENTE,3330001A,1220,123,N,1186,POLLING PLACE,104,67
LA PUENTE,3330001A,1220,123,N,0,VBM PORTION,41,33
LA PUENTE,3330001A,1220,123,N,1186,TOTAL,145,100
LA PUENTE,3330002C,1221,123,N,462,POLLING PLACE,25,11
LA PUENTE,3330002C,1221,123,N,0,VBM PORTION,18,15
LA PUENTE,3330002C,1221,123,N,462,TOTAL,43,26
LA PUENTE,3330003E,1222,123,N,695,POLLING PLACE,49,31
LA PUENTE,3330003E,1222,123,N,0,VBM PORTION,38,30
LA PUENTE,3330003E,1222,123,N,695,TOTAL,87,61
LA PUENTE,3330004A,1223,123,N,1374,POLLING PLACE,78,51
LA PUENTE,3330004A,1223,123,N,0,VBM PORTION,91,53
LA PUENTE,3330004A,1223,123,N,1374,TOTAL,169,104
LA PUENTE,3330008A,1224,123,N,1089,POLLING PLACE,76,46
LA PUENTE,3330008A,1224,123,N,0,VBM PORTION,48,37
LA PUENTE,3330008A,1224,123,N,1089,TOTAL,124,83
LA PUENTE,3330009A,1225,123,N,1048,POLLING PLACE,52,35
LA PUENTE,3330009A,1225,123,N,0,VBM PORTION,45,23
LA PUENTE,3330009A,1225,123,N,1048,TOTAL,97,58
LA PUENTE,3330012A,1226,123,N,1208,POLLING PLACE,44,31
LA PUENTE,3330012A,1226,123,N,0,VBM PORTION,51,38
LA PUENTE,3330012A,1226,123,N,1208,TOTAL,95,69
LA PUENTE,3330013B,1227,123,N,980,POLLING PLACE,61,43
LA PUENTE,3330013B,1227,123,N,0,VBM PORTION,38,27
LA PUENTE,3330013B,1227,123,N,980,TOTAL,99,70
LA PUENTE,3330017A,1228,123,N,1201,POLLING PLACE,65,50
LA PUENTE,3330017A,1228,123,N,0,VBM PORTION,60,46
LA PUENTE,3330017A,1228,123,N,1201,TOTAL,125,96
LA PUENTE,3330018A,1229,123,N,1215,POLLING PLACE,55,32
LA PUENTE,3330018A,1229,123,N,0,VBM PORTION,38,31
LA PUENTE,3330018A,1229,123,N,1215,TOTAL,93,63
LA PUENTE,3330019C,1230,123,N,1092,POLLING PLACE,65,43
LA PUENTE,3330019C,1230,123,N,0,VBM PORTION,50,37
LA PUENTE,3330019C,1230,123,N,1092,TOTAL,115,80
LA PUENTE,3330020A,1231,123,N,1055,POLLING PLACE,46,37
LA PUENTE,3330020A,1231,123,N,0,VBM PORTION,51,38
LA PUENTE,3330020A,1231,123,N,1055,TOTAL,97,75
LA PUENTE,3330020B,1232,123,N,1004,POLLING PLACE,74,46
LA PUENTE,3330020B,1232,123,N,0,VBM PORTION,48,27
LA PUENTE,3330020B,1232,123,N,1004,TOTAL,122,73
LA PUENTE,3330021A,1233,123,N,1121,POLLING PLACE,88,51
LA PUENTE,3330021A,1233,123,N,0,VBM PORTION,48,41
LA PUENTE,3330021A,1233,123,N,1121,TOTAL,136,92
LA PUENTE,3330040C,1234,123,N,1072,POLLING PLACE,79,50
LA PUENTE,3330040C,1234,123,N,0,VBM PORTION,71,46
LA PUENTE,3330040C,1234,123,N,1072,TOTAL,150,96
MONROVIA,4400022A,6114,76,Y,4,POLLING PLACE,0,0
MONROVIA,4400022A,6114,76,Y,0,VBM PORTION,0,0
MONROVIA,4400022A,6114,76,Y,4,TOTAL,0,0
MONTEREY PARK,4500001A,1805,71,N,930,POLLING PLACE,48,28
MONTEREY PARK,4500001A,1805,71,N,0,VBM PORTION,71,46
MONTEREY PARK,4500001A,1805,71,N,930,TOTAL,119,74
MONTEREY PARK,4500002A,1806,71,N,840,POLLING PLACE,67,39
MONTEREY PARK,4500002A,1806,71,N,0,VBM PORTION,56,33
MONTEREY PARK,4500002A,1806,71,N,840,TOTAL,123,72
MONTEREY PARK,4500003A,1807,71,N,762,POLLING PLACE,48,31
MONTEREY PARK,4500003A,1807,71,N,0,VBM PORTION,117,68
MONTEREY PARK,4500003A,1807,71,N,762,TOTAL,165,99
MONTEREY PARK,4500005A,1808,71,N,1287,POLLING PLACE,148,84
MONTEREY PARK,4500005A,1808,71,N,0,VBM PORTION,203,114
MONTEREY PARK,4500005A,1808,71,N,1287,TOTAL,351,198
MONTEREY PARK,4500007A,1809,71,N,941,POLLING PLACE,50,26
MONTEREY PARK,4500007A,1809,71,N,0,VBM PORTION,67,45
MONTEREY PARK,4500007A,1809,71,N,941,TOTAL,117,71
MONTEREY PARK,4500009A,1810,71,N,1276,POLLING PLACE,105,53
MONTEREY PARK,4500009A,1810,71,N,0,VBM PORTION,156,83
MONTEREY PARK,4500009A,1810,71,N,1276,TOTAL,261,136
MONTEREY PARK,4500010A,1811,71,N,1203,POLLING PLACE,82,52
MONTEREY PARK,4500010A,1811,71,N,0,VBM PORTION,138,88
MONTEREY PARK,4500010A,1811,71,N,1203,TOTAL,220,140
MONTEREY PARK,4500014A,1812,71,N,1331,POLLING PLACE,61,36
MONTEREY PARK,4500014A,1812,71,N,0,VBM PORTION,113,62
MONTEREY PARK,4500014A,1812,71,N,1331,TOTAL,174,98
MONTEREY PARK,4500016A,1813,71,N,1233,POLLING PLACE,101,65
MONTEREY PARK,4500016A,1813,71,N,0,VBM PORTION,136,85
MONTEREY PARK,4500016A,1813,71,N,1233,TOTAL,237,150
MONTEREY PARK,4500017A,1814,71,N,1127,POLLING PLACE,119,71
MONTEREY PARK,4500017A,1814,71,N,0,VBM PORTION,73,39
MONTEREY PARK,4500017A,1814,71,N,1127,TOTAL,192,110
MONTEREY PARK,4500019A,1815,71,N,928,POLLING PLACE,141,95
MONTEREY PARK,4500019A,1815,71,N,0,VBM PORTION,99,53
MONTEREY PARK,4500019A,1815,71,N,928,TOTAL,240,148
MONTEREY PARK,4500021A,1816,71,N,1083,POLLING PLACE,58,39
MONTEREY PARK,4500021A,1816,71,N,0,VBM PORTION,60,44
MONTEREY PARK,4500021A,1816,71,N,1083,TOTAL,118,83
MONTEREY PARK,4500023A,1817,71,N,1454,POLLING PLACE,134,81
MONTEREY PARK,4500023A,1817,71,N,0,VBM PORTION,217,131
MONTEREY PARK,4500023A,1817,71,N,1454,TOTAL,351,212
MONTEREY PARK,4500025A,1818,71,N,1247,POLLING PLACE,131,80
MONTEREY PARK,4500025A,1818,71,N,0,VBM PORTION,105,68
MONTEREY PARK,4500025A,1818,71,N,1247,TOTAL,236,148
MONTEREY PARK,4500026A,1819,71,N,1172,POLLING PLACE,92,64
MONTEREY PARK,4500026A,1819,71,N,0,VBM PORTION,78,63
MONTEREY PARK,4500026A,1819,71,N,1172,TOTAL,170,127
MONTEREY PARK,4500030A,1820,71,N,1240,POLLING PLACE,141,89
MONTEREY PARK,4500030A,1820,71,N,0,VBM PORTION,106,77
MONTEREY PARK,4500030A,1820,71,N,1240,TOTAL,247,166
MONTEREY PARK,4500031B,1821,71,N,1158,POLLING PLACE,54,31
MONTEREY PARK,4500031B,1821,71,N,0,VBM PORTION,83,53
MONTEREY PARK,4500031B,1821,71,N,1158,TOTAL,137,84
MONTEREY PARK,4500032A,1822,71,N,1198,POLLING PLACE,145,93
MONTEREY PARK,4500032A,1822,71,N,0,VBM PORTION,178,91
MONTEREY PARK,4500032A,1822,71,N,1198,TOTAL,323,184
MONTEREY PARK,4500034B,1823,71,N,1125,POLLING PLACE,71,48
MONTEREY PARK,4500034B,1823,71,N,0,VBM PORTION,87,52
MONTEREY PARK,4500034B,1823,71,N,1125,TOTAL,158,100
MONTEREY PARK,4500035A,1824,71,N,1299,POLLING PLACE,95,67
MONTEREY PARK,4500035A,1824,71,N,0,VBM PORTION,93,57
MONTEREY PARK,4500035A,1824,71,N,1299,TOTAL,188,124
MONTEREY PARK,4500044A,1825,71,N,1318,POLLING PLACE,167,98
MONTEREY PARK,4500044A,1825,71,N,0,VBM PORTION,232,102
MONTEREY PARK,4500044A,1825,71,N,1318,TOTAL,399,200
MONTEREY PARK,4500047B,1826,71,N,984,POLLING PLACE,72,31
MONTEREY PARK,4500047B,1826,71,N,0,VBM PORTION,58,36
MONTEREY PARK,4500047B,1826,71,N,984,TOTAL,130,67
