LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TODD S ROGERS,BOB OLMSTED,JIM MCDONNELL,LOU VINCE,PAUL TANAKA,JAMES HELLMOLD,PATRICK L GOMEZ
LONG BEACH,3850223A,1526,192,N,1014,TOTAL,388,10,20,286,2,18,4,3
LONG BEACH,3850226B,6104,171,Y,8,POLLING PLACE,0,0,0,0,0,0,0,0
LONG BEACH,3850226B,6104,171,Y,0,VBM PORTION,0,0,0,0,0,0,0,0
LONG BEACH,3850226B,6104,171,Y,8,TOTAL,0,0,0,0,0,0,0,0
LONG BEACH,3850227A,1527,192,N,1203,POLLING PLACE,137,2,7,82,6,10,5,4
LONG BEACH,3850227A,1527,192,N,0,VBM PORTION,92,3,3,70,1,3,0,2
LONG BEACH,3850227A,1527,192,N,1203,TOTAL,229,5,10,152,7,13,5,6
LONG BEACH,3850229A,1528,192,N,733,POLLING PLACE,68,1,3,42,3,4,3,1
LONG BEACH,3850229A,1528,192,N,0,VBM PORTION,74,2,3,50,3,6,3,1
LONG BEACH,3850229A,1528,192,N,733,TOTAL,142,3,6,92,6,10,6,2
LONG BEACH,3850233A,6105,178,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0
LONG BEACH,3850233A,6105,178,Y,0,VBM PORTION,0,0,0,0,0,0,0,0
LONG BEACH,3850233A,6105,178,Y,0,TOTAL,0,0,0,0,0,0,0,0
LONG BEACH,3850236A,1529,192,N,1041,POLLING PLACE,40,4,5,25,1,1,1,1
LONG BEACH,3850236A,1529,192,N,0,VBM PORTION,38,1,2,24,0,5,1,2
LONG BEACH,3850236A,1529,192,N,1041,TOTAL,78,5,7,49,1,6,2,3
LONG BEACH,3850237B,1530,192,N,672,POLLING PLACE,69,1,2,48,2,3,1,4
LONG BEACH,3850237B,1530,192,N,0,VBM PORTION,50,3,2,34,0,3,0,2
LONG BEACH,3850237B,1530,192,N,672,TOTAL,119,4,4,82,2,6,1,6
LONG BEACH,3850238A,1531,192,N,946,POLLING PLACE,57,2,5,32,4,5,3,3
LONG BEACH,3850238A,1531,192,N,0,VBM PORTION,63,2,2,44,2,3,4,1
LONG BEACH,3850238A,1531,192,N,946,TOTAL,120,4,7,76,6,8,7,4
LONG BEACH,3850239A,1532,192,N,1016,POLLING PLACE,59,2,2,44,1,4,1,1
LONG BEACH,3850239A,1532,192,N,0,VBM PORTION,86,1,5,59,4,3,1,0
LONG BEACH,3850239A,1532,192,N,1016,TOTAL,145,3,7,103,5,7,2,1
LONG BEACH,3850244A,1533,192,N,1712,POLLING PLACE,94,5,5,62,2,2,6,5
LONG BEACH,3850244A,1533,192,N,0,VBM PORTION,164,5,5,116,2,9,5,3
LONG BEACH,3850244A,1533,192,N,1712,TOTAL,258,10,10,178,4,11,11,8
LONG BEACH,3850248A,1534,192,N,793,POLLING PLACE,108,4,4,78,2,6,4,1
LONG BEACH,3850248A,1534,192,N,0,VBM PORTION,86,3,6,53,2,3,0,1
LONG BEACH,3850248A,1534,192,N,793,TOTAL,194,7,10,131,4,9,4,2
LONG BEACH,3850249A,1535,192,N,1017,POLLING PLACE,89,0,6,56,1,10,3,3
LONG BEACH,3850249A,1535,192,N,0,VBM PORTION,48,0,0,35,0,0,2,0
LONG BEACH,3850249A,1535,192,N,1017,TOTAL,137,0,6,91,1,10,5,3
LONG BEACH,3850251A,1536,192,N,886,POLLING PLACE,127,0,2,96,4,8,3,5
LONG BEACH,3850251A,1536,192,N,0,VBM PORTION,87,4,4,59,3,5,2,0
LONG BEACH,3850251A,1536,192,N,886,TOTAL,214,4,6,155,7,13,5,5
LONG BEACH,3850254A,1537,189,N,1405,POLLING PLACE,322,6,13,238,3,24,7,1
LONG BEACH,3850254A,1537,189,N,0,VBM PORTION,339,8,8,253,6,15,5,4
LONG BEACH,3850254A,1537,189,N,1405,TOTAL,661,14,21,491,9,39,12,5
LONG BEACH,3850255A,1538,189,N,1416,POLLING PLACE,252,5,12,188,4,13,3,4
LONG BEACH,3850255A,1538,189,N,0,VBM PORTION,331,4,9,234,3,18,4,5
LONG BEACH,3850255A,1538,189,N,1416,TOTAL,583,9,21,422,7,31,7,9
LONG BEACH,3850256A,1539,189,N,829,POLLING PLACE,135,0,5,97,4,5,4,1
LONG BEACH,3850256A,1539,189,N,0,VBM PORTION,147,3,5,102,1,5,6,3
LONG BEACH,3850256A,1539,189,N,829,TOTAL,282,3,10,199,5,10,10,4
LONG BEACH,3850259A,1540,189,N,1261,POLLING PLACE,225,6,8,180,2,10,4,2
LONG BEACH,3850259A,1540,189,N,0,VBM PORTION,282,2,11,202,5,17,8,0
LONG BEACH,3850259A,1540,189,N,1261,TOTAL,507,8,19,382,7,27,12,2
LONG BEACH,3850262A,1541,189,N,1434,POLLING PLACE,273,11,12,188,9,15,4,2
LONG BEACH,3850262A,1541,189,N,0,VBM PORTION,255,2,5,192,3,17,7,2
LONG BEACH,3850262A,1541,189,N,1434,TOTAL,528,13,17,380,12,32,11,4
LONG BEACH,3850264A,1542,189,N,815,POLLING PLACE,96,4,5,65,2,7,0,1
LONG BEACH,3850264A,1542,189,N,0,VBM PORTION,68,2,3,47,1,2,0,2
LONG BEACH,3850264A,1542,189,N,815,TOTAL,164,6,8,112,3,9,0,3
LONG BEACH,3850266A,6106,192,Y,117,POLLING PLACE,0,0,0,0,0,0,0,0
LONG BEACH,3850266A,6106,192,Y,0,VBM PORTION,18,0,0,13,0,0,1,0
LONG BEACH,3850266A,6106,192,Y,117,TOTAL,18,0,0,13,0,0,1,0
LONG BEACH,3850270A,1543,189,N,855,POLLING PLACE,80,2,2,55,0,7,5,1
LONG BEACH,3850270A,1543,189,N,0,VBM PORTION,103,0,9,61,2,4,3,1
LONG BEACH,3850270A,1543,189,N,855,TOTAL,183,2,11,116,2,11,8,2
LONG BEACH,3850271A,1544,189,N,1127,POLLING PLACE,177,1,15,124,3,9,5,2
LONG BEACH,3850271A,1544,189,N,0,VBM PORTION,151,4,4,106,4,4,5,2
LONG BEACH,3850271A,1544,189,N,1127,TOTAL,328,5,19,230,7,13,10,4
LONG BEACH,3850272A,1545,189,N,1053,POLLING PLACE,170,5,4,112,4,15,10,3
LONG BEACH,3850272A,1545,189,N,0,VBM PORTION,127,3,4,97,1,5,2,0
LONG BEACH,3850272A,1545,189,N,1053,TOTAL,297,8,8,209,5,20,12,3
LONG BEACH,3850275A,1546,189,N,1163,POLLING PLACE,196,3,6,149,0,14,5,0
LONG BEACH,3850275A,1546,189,N,0,VBM PORTION,208,6,9,148,2,18,5,1
LONG BEACH,3850275A,1546,189,N,1163,TOTAL,404,9,15,297,2,32,10,1
LONG BEACH,3850276A,1547,189,N,1206,POLLING PLACE,232,3,4,184,5,12,5,0
LONG BEACH,3850276A,1547,189,N,0,VBM PORTION,233,3,7,153,4,22,7,0
LONG BEACH,3850276A,1547,189,N,1206,TOTAL,465,6,11,337,9,34,12,0
LONG BEACH,3850280A,1548,189,N,1267,POLLING PLACE,261,1,7,209,1,14,4,3
LONG BEACH,3850280A,1548,189,N,0,VBM PORTION,318,14,8,222,8,13,4,1
LONG BEACH,3850280A,1548,189,N,1267,TOTAL,579,15,15,431,9,27,8,4
LONG BEACH,3850285A,1549,189,N,1082,POLLING PLACE,232,1,8,175,2,17,3,2
LONG BEACH,3850285A,1549,189,N,0,VBM PORTION,206,2,9,148,1,16,0,0
LONG BEACH,3850285A,1549,189,N,1082,TOTAL,438,3,17,323,3,33,3,2
LONG BEACH,3850286A,1550,192,N,1461,POLLING PLACE,86,4,6,41,1,10,6,7
LONG BEACH,3850286A,1550,192,N,0,VBM PORTION,134,4,9,79,7,10,3,8
LONG BEACH,3850286A,1550,192,N,1461,TOTAL,220,8,15,120,8,20,9,15
LONG BEACH,3850287A,1551,189,N,905,POLLING PLACE,146,7,4,109,2,10,2,1
LONG BEACH,3850287A,1551,189,N,0,VBM PORTION,170,4,4,132,1,5,3,2
LONG BEACH,3850287A,1551,189,N,905,TOTAL,316,11,8,241,3,15,5,3
LONG BEACH,3850290A,1552,189,N,1275,POLLING PLACE,193,2,5,161,2,13,1,2
LONG BEACH,3850290A,1552,189,N,0,VBM PORTION,287,0,8,243,4,1,5,2
LONG BEACH,3850290A,1552,189,N,1275,TOTAL,480,2,13,404,6,14,6,4
LONG BEACH,3850293B,1553,189,N,890,POLLING PLACE,124,3,5,78,1,8,2,7
LONG BEACH,3850293B,1553,189,N,0,VBM PORTION,175,4,10,110,3,16,3,0
LONG BEACH,3850293B,1553,189,N,890,TOTAL,299,7,15,188,4,24,5,7
LONG BEACH,3850294A,1554,189,N,883,POLLING PLACE,127,4,14,82,3,6,3,3
LONG BEACH,3850294A,1554,189,N,0,VBM PORTION,91,3,0,64,1,7,2,0
LONG BEACH,3850294A,1554,189,N,883,TOTAL,218,7,14,146,4,13,5,3
LONG BEACH,3850294B,6107,189,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0
LONG BEACH,3850294B,6107,189,Y,0,VBM PORTION,0,0,0,0,0,0,0,0
LONG BEACH,3850294B,6107,189,Y,0,TOTAL,0,0,0,0,0,0,0,0
LONG BEACH,3850295A,1555,189,N,820,POLLING PLACE,140,7,9,98,5,11,2,1
LONG BEACH,3850295A,1555,189,N,0,VBM PORTION,137,1,4,91,2,11,10,2
LONG BEACH,3850295A,1555,189,N,820,TOTAL,277,8,13,189,7,22,12,3
LONG BEACH,3850296A,1556,192,N,1400,POLLING PLACE,51,2,3,30,0,4,2,4
LONG BEACH,3850296A,1556,192,N,0,VBM PORTION,29,7,0,14,0,2,1,4
LONG BEACH,3850296A,1556,192,N,1400,TOTAL,80,9,3,44,0,6,3,8
LONG BEACH,3850302A,1557,189,N,700,POLLING PLACE,162,4,10,110,5,10,5,4
LONG BEACH,3850302A,1557,189,N,0,VBM PORTION,134,4,6,91,5,11,5,0
LONG BEACH,3850302A,1557,189,N,700,TOTAL,296,8,16,201,10,21,10,4
LONG BEACH,3850302D,1558,189,N,722,POLLING PLACE,172,8,2,129,0,10,1,3
LONG BEACH,3850302D,1558,189,N,0,VBM PORTION,118,3,8,84,7,5,0,1
LONG BEACH,3850302D,1558,189,N,722,TOTAL,290,11,10,213,7,15,1,4
LONG BEACH,3850304A,1559,189,N,685,POLLING PLACE,100,5,5,70,2,5,2,2
LONG BEACH,3850304A,1559,189,N,0,VBM PORTION,101,4,3,70,1,13,1,2
LONG BEACH,3850304A,1559,189,N,685,TOTAL,201,9,8,140,3,18,3,4
LONG BEACH,3850305A,1560,189,N,765,POLLING PLACE,121,2,2,91,4,9,2,1
LONG BEACH,3850305A,1560,189,N,0,VBM PORTION,133,1,2,103,4,5,4,0
LONG BEACH,3850305A,1560,189,N,765,TOTAL,254,3,4,194,8,14,6,1
LONG BEACH,3850306A,1561,189,N,719,POLLING PLACE,129,7,4,89,4,7,4,1
LONG BEACH,3850306A,1561,189,N,0,VBM PORTION,108,4,4,77,7,4,3,0
LONG BEACH,3850306A,1561,189,N,719,TOTAL,237,11,8,166,11,11,7,1
LONG BEACH,3850307A,1562,171,N,449,POLLING PLACE,27,3,1,12,0,0,2,7
LONG BEACH,3850307A,1562,171,N,0,VBM PORTION,45,5,3,24,1,3,1,3
LONG BEACH,3850307A,1562,171,N,449,TOTAL,72,8,4,36,1,3,3,10
LONG BEACH,3850308A,1563,192,N,1004,POLLING PLACE,170,5,9,117,7,7,2,7
LONG BEACH,3850308A,1563,192,N,0,VBM PORTION,127,8,12,73,2,7,1,3
LONG BEACH,3850308A,1563,192,N,1004,TOTAL,297,13,21,190,9,14,3,10
LONG BEACH,3850309A,1564,192,N,854,POLLING PLACE,93,3,8,64,2,7,3,1
LONG BEACH,3850309A,1564,192,N,0,VBM PORTION,148,5,7,97,7,7,1,1
LONG BEACH,3850309A,1564,192,N,854,TOTAL,241,8,15,161,9,14,4,2
LONG BEACH,3850315A,1565,192,N,426,POLLING PLACE,74,5,5,45,0,9,3,3
LONG BEACH,3850315A,1565,192,N,0,VBM PORTION,63,1,4,41,0,5,5,0
LONG BEACH,3850315A,1565,192,N,426,TOTAL,137,6,9,86,0,14,8,3
LONG BEACH,3850316A,1566,192,N,884,POLLING PLACE,128,3,2,85,2,12,5,1
LONG BEACH,3850316A,1566,192,N,0,VBM PORTION,166,2,7,118,4,19,1,0
LONG BEACH,3850316A,1566,192,N,884,TOTAL,294,5,9,203,6,31,6,1
LONG BEACH,3850319A,1567,192,N,853,POLLING PLACE,125,1,1,101,1,6,3,5
LONG BEACH,3850319A,1567,192,N,0,VBM PORTION,118,2,4,84,3,7,4,0
LONG BEACH,3850319A,1567,192,N,853,TOTAL,243,3,5,185,4,13,7,5
LONG BEACH,3850321A,1568,189,N,889,POLLING PLACE,127,6,7,95,3,6,0,2
LONG BEACH,3850321A,1568,189,N,0,VBM PORTION,135,1,0,97,5,11,1,0
LONG BEACH,3850321A,1568,189,N,889,TOTAL,262,7,7,192,8,17,1,2
LONG BEACH,3850323A,1569,192,N,568,POLLING PLACE,33,1,1,22,1,1,2,1
LONG BEACH,3850323A,1569,192,N,0,VBM PORTION,24,3,0,16,2,2,1,0
LONG BEACH,3850323A,1569,192,N,568,TOTAL,57,4,1,38,3,3,3,1
LONG BEACH,3850324A,1570,189,N,1181,POLLING PLACE,204,5,7,151,6,11,3,6
LONG BEACH,3850324A,1570,189,N,0,VBM PORTION,153,8,8,92,3,13,2,2
LONG BEACH,3850324A,1570,189,N,1181,TOTAL,357,13,15,243,9,24,5,8
LONG BEACH,3850328A,1571,189,N,941,POLLING PLACE,173,6,8,127,6,2,7,2
LONG BEACH,3850328A,1571,189,N,0,VBM PORTION,163,6,3,115,3,10,7,3
LONG BEACH,3850328A,1571,189,N,941,TOTAL,336,12,11,242,9,12,14,5
LONG BEACH,3850333A,1572,192,N,1538,POLLING PLACE,100,1,6,64,5,8,4,3
LONG BEACH,3850333A,1572,192,N,0,VBM PORTION,142,4,6,90,5,16,3,4
LONG BEACH,3850333A,1572,192,N,1538,TOTAL,242,5,12,154,10,24,7,7
LONG BEACH,3850335A,1573,192,N,904,POLLING PLACE,196,5,5,151,2,10,2,2
LONG BEACH,3850335A,1573,192,N,0,VBM PORTION,170,11,8,102,3,9,2,1
LONG BEACH,3850335A,1573,192,N,904,TOTAL,366,16,13,253,5,19,4,3
LONG BEACH,3850336A,1574,192,N,677,POLLING PLACE,122,2,3,85,1,5,7,2
LONG BEACH,3850336A,1574,192,N,0,VBM PORTION,112,0,5,71,2,10,5,3
LONG BEACH,3850336A,1574,192,N,677,TOTAL,234,2,8,156,3,15,12,5
LONG BEACH,3850337A,1575,192,N,880,POLLING PLACE,141,8,2,105,1,17,2,0
LONG BEACH,3850337A,1575,192,N,0,VBM PORTION,152,2,14,96,7,10,3,1
LONG BEACH,3850337A,1575,192,N,880,TOTAL,293,10,16,201,8,27,5,1
LONG BEACH,3850338A,6108,192,Y,5,POLLING PLACE,0,0,0,0,0,0,0,0
LONG BEACH,3850338A,6108,192,Y,0,VBM PORTION,2,0,0,1,0,0,0,0
LONG BEACH,3850338A,6108,192,Y,5,TOTAL,2,0,0,1,0,0,0,0
LONG BEACH,3850345A,1576,171,N,1110,POLLING PLACE,75,5,4,36,3,8,2,11
LONG BEACH,3850345A,1576,171,N,0,VBM PORTION,47,4,0,20,5,7,0,3
LONG BEACH,3850345A,1576,171,N,1110,TOTAL,122,9,4,56,8,15,2,14
LONG BEACH,3850346A,1577,192,N,946,POLLING PLACE,151,9,6,96,3,12,5,1
LONG BEACH,3850346A,1577,192,N,0,VBM PORTION,114,3,10,77,1,8,2,0
LONG BEACH,3850346A,1577,192,N,946,TOTAL,265,12,16,173,4,20,7,1
LONG BEACH,3850348A,1578,192,N,899,POLLING PLACE,165,15,5,114,2,16,4,1
LONG BEACH,3850348A,1578,192,N,0,VBM PORTION,129,1,5,84,1,10,7,4
LONG BEACH,3850348A,1578,192,N,899,TOTAL,294,16,10,198,3,26,11,5
LONG BEACH,3850349A,1579,192,N,640,POLLING PLACE,109,2,2,73,2,12,6,1
LONG BEACH,3850349A,1579,192,N,0,VBM PORTION,82,1,2,54,1,7,6,0
LONG BEACH,3850349A,1579,192,N,640,TOTAL,191,3,4,127,3,19,12,1
LONG BEACH,3850351A,1580,192,N,1006,POLLING PLACE,167,9,8,115,2,13,8,2
LONG BEACH,3850351A,1580,192,N,0,VBM PORTION,139,4,2,110,2,9,3,0
LONG BEACH,3850351A,1580,192,N,1006,TOTAL,306,13,10,225,4,22,11,2
LONG BEACH,3850355C,1581,192,N,673,POLLING PLACE,103,0,5,72,2,9,5,2
LONG BEACH,3850355C,1581,192,N,0,VBM PORTION,124,4,3,84,4,12,2,1
LONG BEACH,3850355C,1581,192,N,673,TOTAL,227,4,8,156,6,21,7,3
LONG BEACH,3850356A,1582,192,N,797,POLLING PLACE,103,5,7,72,2,8,2,2
LONG BEACH,3850356A,1582,192,N,0,VBM PORTION,147,1,11,96,5,7,5,0
LONG BEACH,3850356A,1582,192,N,797,TOTAL,250,6,18,168,7,15,7,2
LONG BEACH,3850360A,1583,192,N,1667,POLLING PLACE,76,1,5,49,2,6,1,5
LONG BEACH,3850360A,1583,192,N,0,VBM PORTION,71,5,9,35,3,7,0,2
LONG BEACH,3850360A,1583,192,N,1667,TOTAL,147,6,14,84,5,13,1,7
LONG BEACH,3850361A,1584,192,N,974,POLLING PLACE,94,3,7,58,2,8,2,4
LONG BEACH,3850361A,1584,192,N,0,VBM PORTION,90,1,11,53,6,3,1,1
LONG BEACH,3850361A,1584,192,N,974,TOTAL,184,4,18,111,8,11,3,5
LONG BEACH,3850362A,1585,192,N,964,POLLING PLACE,65,1,2,28,6,9,3,1
LONG BEACH,3850362A,1585,192,N,0,VBM PORTION,89,2,1,57,4,7,5,3
LONG BEACH,3850362A,1585,192,N,964,TOTAL,154,3,3,85,10,16,8,4
LONG BEACH,3850363A,1586,192,N,802,POLLING PLACE,155,10,3,104,5,11,1,1
LONG BEACH,3850363A,1586,192,N,0,VBM PORTION,131,3,2,89,2,6,8,3
LONG BEACH,3850363A,1586,192,N,802,TOTAL,286,13,5,193,7,17,9,4
LONG BEACH,3850366A,1587,192,N,957,POLLING PLACE,174,3,5,123,2,18,3,2
LONG BEACH,3850366A,1587,192,N,0,VBM PORTION,136,8,11,82,6,2,8,0
LONG BEACH,3850366A,1587,192,N,957,TOTAL,310,11,16,205,8,20,11,2
LONG BEACH,3850367A,1588,192,N,722,POLLING PLACE,117,8,7,74,1,8,5,2
LONG BEACH,3850367A,1588,192,N,0,VBM PORTION,96,6,8,59,3,4,3,0
LONG BEACH,3850367A,1588,192,N,722,TOTAL,213,14,15,133,4,12,8,2
LONG BEACH,3850368A,1589,192,N,966,POLLING PLACE,73,4,2,48,3,4,3,2
LONG BEACH,3850368A,1589,192,N,0,VBM PORTION,63,2,4,33,1,4,4,1
LONG BEACH,3850368A,1589,192,N,966,TOTAL,136,6,6,81,4,8,7,3
LONG BEACH,3850369A,1590,189,N,565,POLLING PLACE,73,4,6,45,1,5,0,4
LONG BEACH,3850369A,1590,189,N,0,VBM PORTION,88,2,5,57,1,0,2,7
LONG BEACH,3850369A,1590,189,N,565,TOTAL,161,6,11,102,2,5,2,11
LONG BEACH,3850370C,1591,192,N,892,POLLING PLACE,114,4,8,70,3,15,4,2
LONG BEACH,3850370C,1591,192,N,0,VBM PORTION,123,12,2,72,1,14,5,2
LONG BEACH,3850370C,1591,192,N,892,TOTAL,237,16,10,142,4,29,9,4
LONG BEACH,3850371A,1592,192,N,865,POLLING PLACE,163,13,12,92,3,21,4,2
LONG BEACH,3850371A,1592,192,N,0,VBM PORTION,124,3,7,77,2,13,4,0
LONG BEACH,3850371A,1592,192,N,865,TOTAL,287,16,19,169,5,34,8,2
LONG BEACH,3850372A,1593,192,N,747,POLLING PLACE,157,18,5,96,4,7,13,3
LONG BEACH,3850372A,1593,192,N,0,VBM PORTION,89,10,4,43,5,8,1,4
LONG BEACH,3850372A,1593,192,N,747,TOTAL,246,28,9,139,9,15,14,7
LONG BEACH,3850373A,1594,192,N,957,POLLING PLACE,191,26,9,113,0,14,5,6
LONG BEACH,3850373A,1594,192,N,0,VBM PORTION,121,10,8,70,4,7,4,2
LONG BEACH,3850373A,1594,192,N,957,TOTAL,312,36,17,183,4,21,9,8
LONG BEACH,3850374A,1595,192,N,1019,POLLING PLACE,161,20,2,102,1,12,3,3
LONG BEACH,3850374A,1595,192,N,0,VBM PORTION,171,9,5,114,2,9,3,3
LONG BEACH,3850374A,1595,192,N,1019,TOTAL,332,29,7,216,3,21,6,6
LONG BEACH,3850376A,1596,192,N,851,POLLING PLACE,153,32,6,86,3,9,2,4
LONG BEACH,3850376A,1596,192,N,0,VBM PORTION,127,20,3,79,4,9,0,0
LONG BEACH,3850376A,1596,192,N,851,TOTAL,280,52,9,165,7,18,2,4
LONG BEACH,3850377A,1597,192,N,660,POLLING PLACE,79,12,3,45,0,10,1,0
LONG BEACH,3850377A,1597,192,N,0,VBM PORTION,65,7,3,37,1,7,3,0
LONG BEACH,3850377A,1597,192,N,660,TOTAL,144,19,6,82,1,17,4,0
LONG BEACH,3850378A,1598,192,N,964,POLLING PLACE,160,21,6,85,1,20,4,8
LONG BEACH,3850378A,1598,192,N,0,VBM PORTION,120,11,9,65,2,11,7,2
LONG BEACH,3850378A,1598,192,N,964,TOTAL,280,32,15,150,3,31,11,10
LONG BEACH,3850379A,1599,192,N,921,POLLING PLACE,50,1,3,31,1,4,0,4
LONG BEACH,3850379A,1599,192,N,0,VBM PORTION,43,3,3,22,2,4,3,5
LONG BEACH,3850379A,1599,192,N,921,TOTAL,93,4,6,53,3,8,3,9
LONG BEACH,3850380A,1600,189,N,430,POLLING PLACE,35,0,0,24,3,3,0,2
LONG BEACH,3850380A,1600,189,N,0,VBM PORTION,36,2,0,21,1,3,3,2
LONG BEACH,3850380A,1600,189,N,430,TOTAL,71,2,0,45,4,6,3,4
LONG BEACH,3850384A,1601,192,N,917,POLLING PLACE,60,2,5,33,1,12,0,4
LONG BEACH,3850384A,1601,192,N,0,VBM PORTION,67,1,3,42,0,13,3,0
LONG BEACH,3850384A,1601,192,N,917,TOTAL,127,3,8,75,1,25,3,4
LONG BEACH,3850386A,1602,178,N,1197,POLLING PLACE,150,10,7,77,6,12,5,8
LONG BEACH,3850386A,1602,178,N,0,VBM PORTION,79,5,3,30,1,16,1,3
LONG BEACH,3850386A,1602,178,N,1197,TOTAL,229,15,10,107,7,28,6,11
LONG BEACH,3850389A,6109,192,Y,1,POLLING PLACE,0,0,0,0,0,0,0,0
LONG BEACH,3850389A,6109,192,Y,0,VBM PORTION,0,0,0,0,0,0,0,0
LONG BEACH,3850389A,6109,192,Y,1,TOTAL,0,0,0,0,0,0,0,0
LONG BEACH,3850390A,6110,192,Y,1,POLLING PLACE,0,0,0,0,0,0,0,0
LONG BEACH,3850390A,6110,192,Y,0,VBM PORTION,0,0,0,0,0,0,0,0
LONG BEACH,3850390A,6110,192,Y,1,TOTAL,0,0,0,0,0,0,0,0
LONG BEACH,3850393A,1603,172,N,396,POLLING PLACE,36,2,0,12,3,2,1,12
LONG BEACH,3850393A,1603,172,N,0,VBM PORTION,17,0,2,12,0,2,0,0
LONG BEACH,3850393A,1603,172,N,396,TOTAL,53,2,2,24,3,4,1,12
LONG BEACH,3850395A,1604,172,N,460,POLLING PLACE,23,1,1,11,0,3,3,4
LONG BEACH,3850395A,1604,172,N,0,VBM PORTION,23,2,3,12,0,3,0,2
LONG BEACH,3850395A,1604,172,N,460,TOTAL,46,3,4,23,0,6,3,6
LONG BEACH,3850399A,1605,192,N,965,POLLING PLACE,168,5,7,113,1,16,4,4
LONG BEACH,3850399A,1605,192,N,0,VBM PORTION,141,3,12,87,4,11,7,1
LONG BEACH,3850399A,1605,192,N,965,TOTAL,309,8,19,200,5,27,11,5
LONG BEACH,3850400A,1606,192,N,973,POLLING PLACE,59,1,1,35,3,5,0,6
LONG BEACH,3850400A,1606,192,N,0,VBM PORTION,88,5,5,52,1,7,1,2
LONG BEACH,3850400A,1606,192,N,973,TOTAL,147,6,6,87,4,12,1,8
LONG BEACH,3850402A,1607,178,N,898,POLLING PLACE,90,4,5,58,0,6,0,11
LONG BEACH,3850402A,1607,178,N,0,VBM PORTION,57,3,4,33,0,6,4,0
LONG BEACH,3850402A,1607,178,N,898,TOTAL,147,7,9,91,0,12,4,11
LONG BEACH,3850415A,1608,172,N,1131,POLLING PLACE,48,6,2,20,0,4,3,7
LONG BEACH,3850415A,1608,172,N,0,VBM PORTION,59,10,1,29,2,4,2,5
LONG BEACH,3850415A,1608,172,N,1131,TOTAL,107,16,3,49,2,8,5,12
LONG BEACH,3850445A,1609,189,N,1310,POLLING PLACE,211,4,9,160,2,7,7,0
LONG BEACH,3850445A,1609,189,N,0,VBM PORTION,300,3,13,226,4,16,6,0
LONG BEACH,3850445A,1609,189,N,1310,TOTAL,511,7,22,386,6,23,13,0
LONG BEACH,3850447A,1610,189,N,1591,POLLING PLACE,326,9,11,225,4,29,11,3
LONG BEACH,3850447A,1610,189,N,0,VBM PORTION,302,4,4,214,3,22,10,1
LONG BEACH,3850447A,1610,189,N,1591,TOTAL,628,13,15,439,7,51,21,4
LONG BEACH,3850481A,1611,189,N,801,POLLING PLACE,115,1,5,78,1,11,2,3
LONG BEACH,3850481A,1611,189,N,0,VBM PORTION,144,6,5,95,6,10,5,1
LONG BEACH,3850481A,1611,189,N,801,TOTAL,259,7,10,173,7,21,7,4
LONG BEACH,3850517A,1612,192,N,833,POLLING PLACE,77,3,3,39,1,8,3,4
LONG BEACH,3850517A,1612,192,N,0,VBM PORTION,95,2,0,64,5,4,2,4
LONG BEACH,3850517A,1612,192,N,833,TOTAL,172,5,3,103,6,12,5,8
LONG BEACH,3850530A,1613,192,N,902,POLLING PLACE,86,3,3,46,2,11,2,7
LONG BEACH,3850530A,1613,192,N,0,VBM PORTION,92,6,3,55,3,11,5,2
LONG BEACH,3850530A,1613,192,N,902,TOTAL,178,9,6,101,5,22,7,9
LONG BEACH,3850533A,1614,192,N,925,POLLING PLACE,144,1,2,106,4,4,1,1
LONG BEACH,3850533A,1614,192,N,0,VBM PORTION,114,1,2,78,3,10,3,1
LONG BEACH,3850533A,1614,192,N,925,TOTAL,258,2,4,184,7,14,4,2
LONG BEACH,3850535A,1615,189,N,890,POLLING PLACE,157,2,11,100,4,16,7,2
LONG BEACH,3850535A,1615,189,N,0,VBM PORTION,129,1,9,90,6,5,3,1
LONG BEACH,3850535A,1615,189,N,890,TOTAL,286,3,20,190,10,21,10,3
LONG BEACH,3850539A,1616,189,N,919,POLLING PLACE,164,3,8,121,3,7,2,0
LONG BEACH,3850539A,1616,189,N,0,VBM PORTION,181,6,5,135,9,5,0,0
LONG BEACH,3850539A,1616,189,N,919,TOTAL,345,9,13,256,12,12,2,0
LONG BEACH,3850541A,1617,192,N,594,POLLING PLACE,78,3,2,53,2,9,1,2
LONG BEACH,3850541A,1617,192,N,0,VBM PORTION,81,0,12,54,2,4,1,2
LONG BEACH,3850541A,1617,192,N,594,TOTAL,159,3,14,107,4,13,2,4
LONG BEACH,3850545A,1618,192,N,709,POLLING PLACE,43,4,1,23,2,6,1,0
LONG BEACH,3850545A,1618,192,N,0,VBM PORTION,80,4,4,45,2,7,4,1
LONG BEACH,3850545A,1618,192,N,709,TOTAL,123,8,5,68,4,13,5,1
LONG BEACH,3850547A,1619,171,N,1749,POLLING PLACE,128,13,5,69,5,6,8,13
LONG BEACH,3850547A,1619,171,N,0,VBM PORTION,89,2,6,53,4,6,3,10
LONG BEACH,3850547A,1619,171,N,1749,TOTAL,217,15,11,122,9,12,11,23
