LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TOM TORLAKSON,MARSHALL TUCK,LYDIA A GUTIERREZ
LOS ANGELES,9004239A,4370,41,N,1230,TOTAL,191,79,44,35
LOS ANGELES,9004240A,4371,56,N,1507,POLLING PLACE,60,23,17,10
LOS ANGELES,9004240A,4371,56,N,0,VBM PORTION,146,49,36,20
LOS ANGELES,9004240A,4371,56,N,1507,TOTAL,206,72,53,30
LOS ANGELES,9004245A,4372,13,N,1187,POLLING PLACE,120,48,41,19
LOS ANGELES,9004245A,4372,13,N,0,VBM PORTION,131,33,50,18
LOS ANGELES,9004245A,4372,13,N,1187,TOTAL,251,81,91,37
LOS ANGELES,9005003A,4373,103,N,1097,POLLING PLACE,54,18,13,15
LOS ANGELES,9005003A,4373,103,N,0,VBM PORTION,128,38,25,14
LOS ANGELES,9005003A,4373,103,N,1097,TOTAL,182,56,38,29
LOS ANGELES,9005006A,4374,103,N,1078,POLLING PLACE,156,35,28,27
LOS ANGELES,9005006A,4374,103,N,0,VBM PORTION,130,42,29,22
LOS ANGELES,9005006A,4374,103,N,1078,TOTAL,286,77,57,49
LOS ANGELES,9005012A,4375,103,N,1187,POLLING PLACE,92,27,25,20
LOS ANGELES,9005012A,4375,103,N,0,VBM PORTION,86,33,20,14
LOS ANGELES,9005012A,4375,103,N,1187,TOTAL,178,60,45,34
LOS ANGELES,9005014A,4376,103,N,1304,POLLING PLACE,92,46,20,14
LOS ANGELES,9005014A,4376,103,N,0,VBM PORTION,93,38,21,18
LOS ANGELES,9005014A,4376,103,N,1304,TOTAL,185,84,41,32
LOS ANGELES,9005016A,4377,95,N,1470,POLLING PLACE,89,30,10,21
LOS ANGELES,9005016A,4377,95,N,0,VBM PORTION,176,44,34,41
LOS ANGELES,9005016A,4377,95,N,1470,TOTAL,265,74,44,62
LOS ANGELES,9005022A,4378,96,N,1434,POLLING PLACE,147,59,37,32
LOS ANGELES,9005022A,4378,96,N,0,VBM PORTION,146,48,29,21
LOS ANGELES,9005022A,4378,96,N,1434,TOTAL,293,107,66,53
LOS ANGELES,9005045A,4379,186,N,1387,POLLING PLACE,66,16,15,32
LOS ANGELES,9005045A,4379,186,N,0,VBM PORTION,61,25,15,16
LOS ANGELES,9005045A,4379,186,N,1387,TOTAL,127,41,30,48
LOS ANGELES,9005107A,4380,59,N,793,POLLING PLACE,58,27,9,15
LOS ANGELES,9005107A,4380,59,N,0,VBM PORTION,67,27,12,12
LOS ANGELES,9005107A,4380,59,N,793,TOTAL,125,54,21,27
LOS ANGELES,9005113B,6220,45,Y,2,POLLING PLACE,0,0,0,0
LOS ANGELES,9005113B,6220,45,Y,0,VBM PORTION,0,0,0,0
LOS ANGELES,9005113B,6220,45,Y,2,TOTAL,0,0,0,0
LOS ANGELES,9005117A,4381,45,N,1327,POLLING PLACE,96,45,21,20
LOS ANGELES,9005117A,4381,45,N,0,VBM PORTION,118,49,33,16
LOS ANGELES,9005117A,4381,45,N,1327,TOTAL,214,94,54,36
LOS ANGELES,9005118D,4382,41,N,942,POLLING PLACE,70,22,14,16
LOS ANGELES,9005118D,4382,41,N,0,VBM PORTION,27,11,7,3
LOS ANGELES,9005118D,4382,41,N,942,TOTAL,97,33,21,19
LOS ANGELES,9005124A,4383,41,N,736,POLLING PLACE,58,22,9,14
LOS ANGELES,9005124A,4383,41,N,0,VBM PORTION,32,13,3,8
LOS ANGELES,9005124A,4383,41,N,736,TOTAL,90,35,12,22
LOS ANGELES,9005136A,4384,63,N,867,POLLING PLACE,81,35,20,15
LOS ANGELES,9005136A,4384,63,N,0,VBM PORTION,72,22,18,17
LOS ANGELES,9005136A,4384,63,N,867,TOTAL,153,57,38,32
LOS ANGELES,9005139A,4385,63,N,1312,POLLING PLACE,110,40,33,26
LOS ANGELES,9005139A,4385,63,N,0,VBM PORTION,79,24,19,21
LOS ANGELES,9005139A,4385,63,N,1312,TOTAL,189,64,52,47
LOS ANGELES,9005140A,4386,62,N,1158,POLLING PLACE,124,55,30,23
LOS ANGELES,9005140A,4386,62,N,0,VBM PORTION,91,37,21,17
LOS ANGELES,9005140A,4386,62,N,1158,TOTAL,215,92,51,40
LOS ANGELES,9005142A,4387,63,N,1238,POLLING PLACE,145,51,49,23
LOS ANGELES,9005142A,4387,63,N,0,VBM PORTION,101,40,28,15
LOS ANGELES,9005142A,4387,63,N,1238,TOTAL,246,91,77,38
LOS ANGELES,9005145A,4388,63,N,1159,POLLING PLACE,98,39,26,23
LOS ANGELES,9005145A,4388,63,N,0,VBM PORTION,116,47,23,25
LOS ANGELES,9005145A,4388,63,N,1159,TOTAL,214,86,49,48
LOS ANGELES,9005147A,4389,62,N,1212,POLLING PLACE,71,31,14,20
LOS ANGELES,9005147A,4389,62,N,0,VBM PORTION,47,14,9,14
LOS ANGELES,9005147A,4389,62,N,1212,TOTAL,118,45,23,34
LOS ANGELES,9005151B,4390,62,N,934,POLLING PLACE,120,53,26,27
LOS ANGELES,9005151B,4390,62,N,0,VBM PORTION,85,34,20,16
LOS ANGELES,9005151B,4390,62,N,934,TOTAL,205,87,46,43
LOS ANGELES,9005152A,4391,63,N,1190,POLLING PLACE,126,47,41,16
LOS ANGELES,9005152A,4391,63,N,0,VBM PORTION,96,35,25,18
LOS ANGELES,9005152A,4391,63,N,1190,TOTAL,222,82,66,34
LOS ANGELES,9005155A,4392,63,N,1337,POLLING PLACE,131,62,29,26
LOS ANGELES,9005155A,4392,63,N,0,VBM PORTION,88,33,32,9
LOS ANGELES,9005155A,4392,63,N,1337,TOTAL,219,95,61,35
LOS ANGELES,9005159A,4393,63,N,1290,POLLING PLACE,131,56,35,23
LOS ANGELES,9005159A,4393,63,N,0,VBM PORTION,133,56,36,18
LOS ANGELES,9005159A,4393,63,N,1290,TOTAL,264,112,71,41
LOS ANGELES,9005187A,4394,62,N,1152,POLLING PLACE,105,44,30,18
LOS ANGELES,9005187A,4394,62,N,0,VBM PORTION,94,33,17,22
LOS ANGELES,9005187A,4394,62,N,1152,TOTAL,199,77,47,40
LOS ANGELES,9005188A,4395,59,N,1220,POLLING PLACE,75,25,6,33
LOS ANGELES,9005188A,4395,59,N,0,VBM PORTION,33,14,6,9
LOS ANGELES,9005188A,4395,59,N,1220,TOTAL,108,39,12,42
LOS ANGELES,9005189A,4396,59,N,1151,POLLING PLACE,59,12,16,25
LOS ANGELES,9005189A,4396,59,N,0,VBM PORTION,32,10,4,12
LOS ANGELES,9005189A,4396,59,N,1151,TOTAL,91,22,20,37
LOS ANGELES,9005196A,4397,63,N,1109,POLLING PLACE,122,48,32,20
LOS ANGELES,9005196A,4397,63,N,0,VBM PORTION,106,41,22,22
LOS ANGELES,9005196A,4397,63,N,1109,TOTAL,228,89,54,42
LOS ANGELES,9005199A,4398,63,N,950,POLLING PLACE,114,48,37,21
LOS ANGELES,9005199A,4398,63,N,0,VBM PORTION,101,40,27,12
LOS ANGELES,9005199A,4398,63,N,950,TOTAL,215,88,64,33
LOS ANGELES,9005204A,4399,159,N,929,POLLING PLACE,86,44,12,18
LOS ANGELES,9005204A,4399,159,N,0,VBM PORTION,66,28,12,14
LOS ANGELES,9005204A,4399,159,N,929,TOTAL,152,72,24,32
LOS ANGELES,9005205B,4400,159,N,720,POLLING PLACE,58,28,8,15
LOS ANGELES,9005205B,4400,159,N,0,VBM PORTION,26,16,6,2
LOS ANGELES,9005205B,4400,159,N,720,TOTAL,84,44,14,17
LOS ANGELES,9005217B,4401,149,N,1021,POLLING PLACE,42,9,17,7
LOS ANGELES,9005217B,4401,149,N,0,VBM PORTION,20,7,5,5
LOS ANGELES,9005217B,4401,149,N,1021,TOTAL,62,16,22,12
LOS ANGELES,9005284A,4402,176,N,720,POLLING PLACE,54,23,15,11
LOS ANGELES,9005284A,4402,176,N,0,VBM PORTION,78,39,17,12
LOS ANGELES,9005284A,4402,176,N,720,TOTAL,132,62,32,23
LOS ANGELES,9005291B,4403,114,N,847,POLLING PLACE,67,19,12,15
LOS ANGELES,9005291B,4403,114,N,0,VBM PORTION,90,32,17,16
LOS ANGELES,9005291B,4403,114,N,847,TOTAL,157,51,29,31
LOS ANGELES,9005293A,4404,114,N,1274,POLLING PLACE,122,40,36,30
LOS ANGELES,9005293A,4404,114,N,0,VBM PORTION,108,40,29,22
LOS ANGELES,9005293A,4404,114,N,1274,TOTAL,230,80,65,52
LOS ANGELES,9005299B,4405,86,N,1397,POLLING PLACE,140,46,48,27
LOS ANGELES,9005299B,4405,86,N,0,VBM PORTION,107,32,36,19
LOS ANGELES,9005299B,4405,86,N,1397,TOTAL,247,78,84,46
LOS ANGELES,9005303A,4406,116,N,1102,POLLING PLACE,78,25,17,24
LOS ANGELES,9005303A,4406,116,N,0,VBM PORTION,108,44,19,23
LOS ANGELES,9005303A,4406,116,N,1102,TOTAL,186,69,36,47
LOS ANGELES,9005305A,4407,86,N,997,POLLING PLACE,98,32,33,24
LOS ANGELES,9005305A,4407,86,N,0,VBM PORTION,105,48,25,11
LOS ANGELES,9005305A,4407,86,N,997,TOTAL,203,80,58,35
LOS ANGELES,9005307A,4408,86,N,1231,POLLING PLACE,119,48,30,16
LOS ANGELES,9005307A,4408,86,N,0,VBM PORTION,103,48,27,14
LOS ANGELES,9005307A,4408,86,N,1231,TOTAL,222,96,57,30
LOS ANGELES,9005310A,4409,83,N,1178,POLLING PLACE,74,30,15,14
LOS ANGELES,9005310A,4409,83,N,0,VBM PORTION,71,24,14,13
LOS ANGELES,9005310A,4409,83,N,1178,TOTAL,145,54,29,27
LOS ANGELES,9005312C,4410,83,N,1026,POLLING PLACE,85,28,20,21
LOS ANGELES,9005312C,4410,83,N,0,VBM PORTION,61,21,13,9
LOS ANGELES,9005312C,4410,83,N,1026,TOTAL,146,49,33,30
LOS ANGELES,9005313A,4411,87,N,1181,POLLING PLACE,122,54,35,12
LOS ANGELES,9005313A,4411,87,N,0,VBM PORTION,68,28,10,14
LOS ANGELES,9005313A,4411,87,N,1181,TOTAL,190,82,45,26
LOS ANGELES,9005315A,4412,87,N,1109,POLLING PLACE,135,63,39,18
LOS ANGELES,9005315A,4412,87,N,0,VBM PORTION,131,57,23,19
LOS ANGELES,9005315A,4412,87,N,1109,TOTAL,266,120,62,37
LOS ANGELES,9005316A,4413,116,N,948,POLLING PLACE,52,21,13,10
LOS ANGELES,9005316A,4413,116,N,0,VBM PORTION,55,19,7,17
LOS ANGELES,9005316A,4413,116,N,948,TOTAL,107,40,20,27
LOS ANGELES,9005317A,4414,116,N,1220,POLLING PLACE,118,50,28,26
LOS ANGELES,9005317A,4414,116,N,0,VBM PORTION,102,38,30,24
LOS ANGELES,9005317A,4414,116,N,1220,TOTAL,220,88,58,50
LOS ANGELES,9005319A,4415,116,N,1096,POLLING PLACE,128,62,40,15
LOS ANGELES,9005319A,4415,116,N,0,VBM PORTION,112,49,22,26
LOS ANGELES,9005319A,4415,116,N,1096,TOTAL,240,111,62,41
LOS ANGELES,9005321A,4416,116,N,1245,POLLING PLACE,92,39,24,16
LOS ANGELES,9005321A,4416,116,N,0,VBM PORTION,82,38,10,18
LOS ANGELES,9005321A,4416,116,N,1245,TOTAL,174,77,34,34
LOS ANGELES,9005322A,4417,116,N,1078,POLLING PLACE,56,19,19,11
LOS ANGELES,9005322A,4417,116,N,0,VBM PORTION,60,30,9,11
LOS ANGELES,9005322A,4417,116,N,1078,TOTAL,116,49,28,22
LOS ANGELES,9005386A,4418,154,N,973,POLLING PLACE,126,33,27,36
LOS ANGELES,9005386A,4418,154,N,0,VBM PORTION,68,29,16,12
LOS ANGELES,9005386A,4418,154,N,973,TOTAL,194,62,43,48
LOS ANGELES,9005389A,4419,82,N,681,POLLING PLACE,83,25,28,13
LOS ANGELES,9005389A,4419,82,N,0,VBM PORTION,56,18,13,10
LOS ANGELES,9005389A,4419,82,N,681,TOTAL,139,43,41,23
LOS ANGELES,9005400A,4420,103,N,1262,POLLING PLACE,119,30,28,39
LOS ANGELES,9005400A,4420,103,N,0,VBM PORTION,66,22,5,20
LOS ANGELES,9005400A,4420,103,N,1262,TOTAL,185,52,33,59
LOS ANGELES,9005401A,4421,103,N,1105,POLLING PLACE,69,20,11,22
LOS ANGELES,9005401A,4421,103,N,0,VBM PORTION,54,15,12,14
LOS ANGELES,9005401A,4421,103,N,1105,TOTAL,123,35,23,36
LOS ANGELES,9005405A,4422,104,N,554,POLLING PLACE,45,18,13,7
LOS ANGELES,9005405A,4422,104,N,0,VBM PORTION,34,13,12,4
LOS ANGELES,9005405A,4422,104,N,554,TOTAL,79,31,25,11
LOS ANGELES,9005414A,4423,148,N,938,POLLING PLACE,117,80,20,7
LOS ANGELES,9005414A,4423,148,N,0,VBM PORTION,49,24,9,1
LOS ANGELES,9005414A,4423,148,N,938,TOTAL,166,104,29,8
LOS ANGELES,9005424A,4424,116,N,1308,POLLING PLACE,90,42,20,14
LOS ANGELES,9005424A,4424,116,N,0,VBM PORTION,87,27,13,32
LOS ANGELES,9005424A,4424,116,N,1308,TOTAL,177,69,33,46
LOS ANGELES,9005428A,4425,82,N,796,POLLING PLACE,139,39,58,24
LOS ANGELES,9005428A,4425,82,N,0,VBM PORTION,107,26,48,8
LOS ANGELES,9005428A,4425,82,N,796,TOTAL,246,65,106,32
LOS ANGELES,9005484A,4426,148,N,1037,POLLING PLACE,49,25,10,7
LOS ANGELES,9005484A,4426,148,N,0,VBM PORTION,38,14,5,9
LOS ANGELES,9005484A,4426,148,N,1037,TOTAL,87,39,15,16
LOS ANGELES,9005494B,4427,116,N,1096,POLLING PLACE,49,21,11,10
LOS ANGELES,9005494B,4427,116,N,0,VBM PORTION,38,16,8,8
LOS ANGELES,9005494B,4427,116,N,1096,TOTAL,87,37,19,18
LOS ANGELES,9005504C,4428,116,N,1356,POLLING PLACE,126,58,27,22
LOS ANGELES,9005504C,4428,116,N,0,VBM PORTION,138,59,28,25
LOS ANGELES,9005504C,4428,116,N,1356,TOTAL,264,117,55,47
LOS ANGELES,9005520A,4429,56,N,1002,POLLING PLACE,109,38,29,27
LOS ANGELES,9005520A,4429,56,N,0,VBM PORTION,111,26,27,32
LOS ANGELES,9005520A,4429,56,N,1002,TOTAL,220,64,56,59
LOS ANGELES,9005530A,4430,62,N,1285,POLLING PLACE,78,37,20,15
LOS ANGELES,9005530A,4430,62,N,0,VBM PORTION,116,48,31,15
LOS ANGELES,9005530A,4430,62,N,1285,TOTAL,194,85,51,30
LOS ANGELES,9005537A,4431,90,N,1209,POLLING PLACE,135,51,32,42
LOS ANGELES,9005537A,4431,90,N,0,VBM PORTION,66,15,11,22
LOS ANGELES,9005537A,4431,90,N,1209,TOTAL,201,66,43,64
LOS ANGELES,9005538A,4432,90,N,1030,POLLING PLACE,93,31,9,49
LOS ANGELES,9005538A,4432,90,N,0,VBM PORTION,30,8,3,14
LOS ANGELES,9005538A,4432,90,N,1030,TOTAL,123,39,12,63
LOS ANGELES,9005541A,4433,89,N,1224,POLLING PLACE,81,29,23,19
LOS ANGELES,9005541A,4433,89,N,0,VBM PORTION,65,17,14,16
LOS ANGELES,9005541A,4433,89,N,1224,TOTAL,146,46,37,35
LOS ANGELES,9005543C,4434,90,N,1188,POLLING PLACE,57,17,11,23
LOS ANGELES,9005543C,4434,90,N,0,VBM PORTION,85,36,21,8
LOS ANGELES,9005543C,4434,90,N,1188,TOTAL,142,53,32,31
LOS ANGELES,9005549B,4435,63,N,1387,POLLING PLACE,107,32,40,14
LOS ANGELES,9005549B,4435,63,N,0,VBM PORTION,100,35,19,17
LOS ANGELES,9005549B,4435,63,N,1387,TOTAL,207,67,59,31
LOS ANGELES,9005635A,4436,19,N,819,POLLING PLACE,57,20,15,19
LOS ANGELES,9005635A,4436,19,N,0,VBM PORTION,57,15,11,27
LOS ANGELES,9005635A,4436,19,N,819,TOTAL,114,35,26,46
LOS ANGELES,9005638A,4437,19,N,1176,POLLING PLACE,49,10,13,21
LOS ANGELES,9005638A,4437,19,N,0,VBM PORTION,72,18,12,32
LOS ANGELES,9005638A,4437,19,N,1176,TOTAL,121,28,25,53
LOS ANGELES,9005645A,4438,26,N,717,POLLING PLACE,72,20,22,15
LOS ANGELES,9005645A,4438,26,N,0,VBM PORTION,62,10,19,18
LOS ANGELES,9005645A,4438,26,N,717,TOTAL,134,30,41,33
LOS ANGELES,9005651A,4439,26,N,1137,POLLING PLACE,101,31,25,31
LOS ANGELES,9005651A,4439,26,N,0,VBM PORTION,76,28,21,18
LOS ANGELES,9005651A,4439,26,N,1137,TOTAL,177,59,46,49
LOS ANGELES,9005656A,4440,26,N,730,POLLING PLACE,93,37,26,20
LOS ANGELES,9005656A,4440,26,N,0,VBM PORTION,78,15,19,22
LOS ANGELES,9005656A,4440,26,N,730,TOTAL,171,52,45,42
LOS ANGELES,9005662A,4441,20,N,1056,POLLING PLACE,88,17,31,36
LOS ANGELES,9005662A,4441,20,N,0,VBM PORTION,45,8,11,20
LOS ANGELES,9005662A,4441,20,N,1056,TOTAL,133,25,42,56
LOS ANGELES,9005663A,4442,20,N,1182,POLLING PLACE,55,22,10,13
LOS ANGELES,9005663A,4442,20,N,0,VBM PORTION,61,22,14,18
LOS ANGELES,9005663A,4442,20,N,1182,TOTAL,116,44,24,31
LOS ANGELES,9005666A,4443,15,N,1242,POLLING PLACE,32,6,4,18
LOS ANGELES,9005666A,4443,15,N,0,VBM PORTION,27,10,5,10
LOS ANGELES,9005666A,4443,15,N,1242,TOTAL,59,16,9,28
LOS ANGELES,9005667A,4444,26,N,1058,POLLING PLACE,108,35,29,30
LOS ANGELES,9005667A,4444,26,N,0,VBM PORTION,82,31,19,20
LOS ANGELES,9005667A,4444,26,N,1058,TOTAL,190,66,48,50
LOS ANGELES,9005669A,4445,15,N,1277,POLLING PLACE,61,15,6,33
LOS ANGELES,9005669A,4445,15,N,0,VBM PORTION,67,24,23,14
LOS ANGELES,9005669A,4445,15,N,1277,TOTAL,128,39,29,47
LOS ANGELES,9005769B,4446,95,N,1265,POLLING PLACE,81,18,10,33
LOS ANGELES,9005769B,4446,95,N,0,VBM PORTION,81,25,16,12
LOS ANGELES,9005769B,4446,95,N,1265,TOTAL,162,43,26,45
LOS ANGELES,9005816A,4447,84,N,1335,POLLING PLACE,126,53,28,26
LOS ANGELES,9005816A,4447,84,N,0,VBM PORTION,107,33,28,16
LOS ANGELES,9005816A,4447,84,N,1335,TOTAL,233,86,56,42
LOS ANGELES,9005818A,4448,84,N,1203,POLLING PLACE,110,49,22,18
LOS ANGELES,9005818A,4448,84,N,0,VBM PORTION,106,31,43,16
LOS ANGELES,9005818A,4448,84,N,1203,TOTAL,216,80,65,34
LOS ANGELES,9005821A,4449,84,N,1346,POLLING PLACE,130,44,31,28
LOS ANGELES,9005821A,4449,84,N,0,VBM PORTION,106,29,33,19
LOS ANGELES,9005821A,4449,84,N,1346,TOTAL,236,73,64,47
LOS ANGELES,9005826A,4450,82,N,1354,POLLING PLACE,221,70,77,28
LOS ANGELES,9005826A,4450,82,N,0,VBM PORTION,187,58,63,21
LOS ANGELES,9005826A,4450,82,N,1354,TOTAL,408,128,140,49
LOS ANGELES,9005827A,4451,82,N,1235,POLLING PLACE,99,27,33,17
LOS ANGELES,9005827A,4451,82,N,0,VBM PORTION,116,35,31,20
LOS ANGELES,9005827A,4451,82,N,1235,TOTAL,215,62,64,37
LOS ANGELES,9005833A,4452,82,N,1208,POLLING PLACE,115,34,23,23
LOS ANGELES,9005833A,4452,82,N,0,VBM PORTION,99,21,24,21
LOS ANGELES,9005833A,4452,82,N,1208,TOTAL,214,55,47,44
LOS ANGELES,9005837A,4453,112,N,1480,POLLING PLACE,144,58,49,20
LOS ANGELES,9005837A,4453,112,N,0,VBM PORTION,158,64,42,28
LOS ANGELES,9005837A,4453,112,N,1480,TOTAL,302,122,91,48
LOS ANGELES,9005916B,4454,82,N,781,POLLING PLACE,154,50,53,24
LOS ANGELES,9005916B,4454,82,N,0,VBM PORTION,121,43,36,17
LOS ANGELES,9005916B,4454,82,N,781,TOTAL,275,93,89,41
LOS ANGELES,9005919A,4455,82,N,787,POLLING PLACE,141,26,72,12
LOS ANGELES,9005919A,4455,82,N,0,VBM PORTION,153,22,69,9
LOS ANGELES,9005919A,4455,82,N,787,TOTAL,294,48,141,21
LOS ANGELES,9005920A,4456,82,N,830,POLLING PLACE,142,43,64,15
LOS ANGELES,9005920A,4456,82,N,0,VBM PORTION,116,34,43,10
LOS ANGELES,9005920A,4456,82,N,830,TOTAL,258,77,107,25
LOS ANGELES,9005921A,4457,82,N,747,POLLING PLACE,104,19,43,19
LOS ANGELES,9005921A,4457,82,N,0,VBM PORTION,118,47,39,13
LOS ANGELES,9005921A,4457,82,N,747,TOTAL,222,66,82,32
LOS ANGELES,9005923A,4458,82,N,1121,POLLING PLACE,199,50,80,40
LOS ANGELES,9005923A,4458,82,N,0,VBM PORTION,230,59,71,44
LOS ANGELES,9005923A,4458,82,N,1121,TOTAL,429,109,151,84
LOS ANGELES,9005924A,4459,82,N,1163,POLLING PLACE,209,65,75,32
LOS ANGELES,9005924A,4459,82,N,0,VBM PORTION,214,73,76,18
LOS ANGELES,9005924A,4459,82,N,1163,TOTAL,423,138,151,50
LOS ANGELES,9005925A,4460,82,N,1105,POLLING PLACE,191,57,81,25
LOS ANGELES,9005925A,4460,82,N,0,VBM PORTION,172,63,61,17
LOS ANGELES,9005925A,4460,82,N,1105,TOTAL,363,120,142,42
LOS ANGELES,9005928C,4461,82,N,1158,POLLING PLACE,192,69,64,22
LOS ANGELES,9005928C,4461,82,N,0,VBM PORTION,197,53,80,26
LOS ANGELES,9005928C,4461,82,N,1158,TOTAL,389,122,144,48
LOS ANGELES,9005931A,4462,82,N,1011,POLLING PLACE,211,59,91,32
LOS ANGELES,9005931A,4462,82,N,0,VBM PORTION,161,38,57,16
LOS ANGELES,9005931A,4462,82,N,1011,TOTAL,372,97,148,48
LOS ANGELES,9005934A,4463,157,N,1100,POLLING PLACE,122,40,36,27
LOS ANGELES,9005934A,4463,157,N,0,VBM PORTION,87,44,16,16
LOS ANGELES,9005934A,4463,157,N,1100,TOTAL,209,84,52,43
LOS ANGELES,9005936A,4464,155,N,930,POLLING PLACE,154,36,56,29
LOS ANGELES,9005936A,4464,155,N,0,VBM PORTION,79,14,26,20
LOS ANGELES,9005936A,4464,155,N,930,TOTAL,233,50,82,49
LOS ANGELES,9005937A,4465,155,N,768,POLLING PLACE,91,28,18,23
LOS ANGELES,9005937A,4465,155,N,0,VBM PORTION,66,14,19,15
LOS ANGELES,9005937A,4465,155,N,768,TOTAL,157,42,37,38
LOS ANGELES,9006098C,4466,89,N,751,POLLING PLACE,65,21,14,24
LOS ANGELES,9006098C,4466,89,N,0,VBM PORTION,32,12,8,6
LOS ANGELES,9006098C,4466,89,N,751,TOTAL,97,33,22,30
LOS ANGELES,9006197A,4467,15,N,718,POLLING PLACE,73,22,19,27
LOS ANGELES,9006197A,4467,15,N,0,VBM PORTION,59,16,15,14
LOS ANGELES,9006197A,4467,15,N,718,TOTAL,132,38,34,41
LOS ANGELES,9006203A,4468,15,N,861,POLLING PLACE,81,22,29,29
LOS ANGELES,9006203A,4468,15,N,0,VBM PORTION,55,15,21,12
LOS ANGELES,9006203A,4468,15,N,861,TOTAL,136,37,50,41
LOS ANGELES,9006206A,4469,15,N,1134,POLLING PLACE,58,17,13,23
LOS ANGELES,9006206A,4469,15,N,0,VBM PORTION,50,19,6,20
LOS ANGELES,9006206A,4469,15,N,1134,TOTAL,108,36,19,43
LOS ANGELES,9006209A,4470,15,N,1037,POLLING PLACE,116,30,18,45
LOS ANGELES,9006209A,4470,15,N,0,VBM PORTION,63,21,15,16
LOS ANGELES,9006209A,4470,15,N,1037,TOTAL,179,51,33,61
LOS ANGELES,9006212B,4471,15,N,943,POLLING PLACE,81,15,30,26
LOS ANGELES,9006212B,4471,15,N,0,VBM PORTION,54,19,21,12
LOS ANGELES,9006212B,4471,15,N,943,TOTAL,135,34,51,38
LOS ANGELES,9006214A,4472,15,N,966,POLLING PLACE,34,9,11,14
LOS ANGELES,9006214A,4472,15,N,0,VBM PORTION,73,29,14,19
LOS ANGELES,9006214A,4472,15,N,966,TOTAL,107,38,25,33
LOS ANGELES,9006216A,4473,15,N,780,POLLING PLACE,69,15,16,26
LOS ANGELES,9006216A,4473,15,N,0,VBM PORTION,53,16,14,19
LOS ANGELES,9006216A,4473,15,N,780,TOTAL,122,31,30,45
LOS ANGELES,9006217A,4474,15,N,775,POLLING PLACE,37,8,14,13
LOS ANGELES,9006217A,4474,15,N,0,VBM PORTION,55,26,10,13
LOS ANGELES,9006217A,4474,15,N,775,TOTAL,92,34,24,26
LOS ANGELES,9006218A,4475,15,N,1028,POLLING PLACE,59,17,12,21
LOS ANGELES,9006218A,4475,15,N,0,VBM PORTION,57,23,9,20
LOS ANGELES,9006218A,4475,15,N,1028,TOTAL,116,40,21,41
LOS ANGELES,9006219A,4476,18,N,1178,POLLING PLACE,148,63,39,23
LOS ANGELES,9006219A,4476,18,N,0,VBM PORTION,151,40,61,29
LOS ANGELES,9006219A,4476,18,N,1178,TOTAL,299,103,100,52
LOS ANGELES,9006224A,4477,15,N,953,POLLING PLACE,73,27,12,24
LOS ANGELES,9006224A,4477,15,N,0,VBM PORTION,76,20,22,29
LOS ANGELES,9006224A,4477,15,N,953,TOTAL,149,47,34,53
LOS ANGELES,9006232A,4478,9,N,823,POLLING PLACE,70,20,27,19
LOS ANGELES,9006232A,4478,9,N,0,VBM PORTION,90,41,27,8
LOS ANGELES,9006232A,4478,9,N,823,TOTAL,160,61,54,27
LOS ANGELES,9006233A,4479,9,N,800,POLLING PLACE,93,38,34,17
LOS ANGELES,9006233A,4479,9,N,0,VBM PORTION,86,25,30,15
LOS ANGELES,9006233A,4479,9,N,800,TOTAL,179,63,64,32
LOS ANGELES,9006237A,4480,9,N,1105,POLLING PLACE,114,33,48,22
LOS ANGELES,9006237A,4480,9,N,0,VBM PORTION,93,24,36,11
LOS ANGELES,9006237A,4480,9,N,1105,TOTAL,207,57,84,33
LOS ANGELES,9006239A,4481,9,N,952,POLLING PLACE,80,30,30,14
LOS ANGELES,9006239A,4481,9,N,0,VBM PORTION,77,28,20,9
LOS ANGELES,9006239A,4481,9,N,952,TOTAL,157,58,50,23
LOS ANGELES,9006242B,4482,9,N,1335,POLLING PLACE,126,55,31,25
LOS ANGELES,9006242B,4482,9,N,0,VBM PORTION,143,43,55,26
LOS ANGELES,9006242B,4482,9,N,1335,TOTAL,269,98,86,51
LOS ANGELES,9006246A,4483,10,N,911,POLLING PLACE,105,45,38,14
LOS ANGELES,9006246A,4483,10,N,0,VBM PORTION,119,34,41,14
LOS ANGELES,9006246A,4483,10,N,911,TOTAL,224,79,79,28
LOS ANGELES,9006247A,4484,10,N,912,POLLING PLACE,97,21,36,15
LOS ANGELES,9006247A,4484,10,N,0,VBM PORTION,90,37,25,15
LOS ANGELES,9006247A,4484,10,N,912,TOTAL,187,58,61,30
LOS ANGELES,9006248A,4485,10,N,788,POLLING PLACE,82,27,34,9
LOS ANGELES,9006248A,4485,10,N,0,VBM PORTION,79,33,24,13
LOS ANGELES,9006248A,4485,10,N,788,TOTAL,161,60,58,22
LOS ANGELES,9006249A,4486,10,N,899,POLLING PLACE,111,33,38,24
LOS ANGELES,9006249A,4486,10,N,0,VBM PORTION,114,43,44,16
LOS ANGELES,9006249A,4486,10,N,899,TOTAL,225,76,82,40
LOS ANGELES,9006251A,4487,13,N,1048,POLLING PLACE,102,30,45,16
LOS ANGELES,9006251A,4487,13,N,0,VBM PORTION,122,29,40,22
LOS ANGELES,9006251A,4487,13,N,1048,TOTAL,224,59,85,38
