LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BENJAMIN CAMPOS,LINDA T SANCHEZ
PICO RIVERA,5230043A,2082,134,N,0,VBM PORTION,70,18,41
PICO RIVERA,5230043A,2082,134,N,1048,TOTAL,148,35,91
PICO RIVERA,5230044A,2083,134,N,991,POLLING PLACE,50,9,30
PICO RIVERA,5230044A,2083,134,N,0,VBM PORTION,43,9,27
PICO RIVERA,5230044A,2083,134,N,991,TOTAL,93,18,57
PICO RIVERA,5230045A,2084,134,N,1085,POLLING PLACE,46,15,28
PICO RIVERA,5230045A,2084,134,N,0,VBM PORTION,51,11,37
PICO RIVERA,5230045A,2084,134,N,1085,TOTAL,97,26,65
PICO RIVERA,5230049A,2085,134,N,981,POLLING PLACE,78,16,52
PICO RIVERA,5230049A,2085,134,N,0,VBM PORTION,48,7,37
PICO RIVERA,5230049A,2085,134,N,981,TOTAL,126,23,89
PICO RIVERA,5230068A,2086,134,N,905,POLLING PLACE,52,5,41
PICO RIVERA,5230068A,2086,134,N,0,VBM PORTION,39,6,30
PICO RIVERA,5230068A,2086,134,N,905,TOTAL,91,11,71
PICO RIVERA,5230080A,2087,134,N,1148,POLLING PLACE,63,10,45
PICO RIVERA,5230080A,2087,134,N,0,VBM PORTION,76,10,55
PICO RIVERA,5230080A,2087,134,N,1148,TOTAL,139,20,100
PICO RIVERA,5230081A,2088,134,N,977,POLLING PLACE,77,13,57
PICO RIVERA,5230081A,2088,134,N,0,VBM PORTION,60,12,42
PICO RIVERA,5230081A,2088,134,N,977,TOTAL,137,25,99
PIONEER,5240020A,6133,137,Y,205,POLLING PLACE,0,0,0
PIONEER,5240020A,6133,137,Y,0,VBM PORTION,32,11,20
PIONEER,5240020A,6133,137,Y,205,TOTAL,32,11,20
RIO HONDO,5600011A,6138,128,Y,1,POLLING PLACE,0,0,0
RIO HONDO,5600011A,6138,128,Y,0,VBM PORTION,0,0,0
RIO HONDO,5600011A,6138,128,Y,1,TOTAL,0,0,0
RIO HONDO,5600071A,6139,124,Y,0,POLLING PLACE,0,0,0
RIO HONDO,5600071A,6139,124,Y,0,VBM PORTION,0,0,0
RIO HONDO,5600071A,6139,124,Y,0,TOTAL,0,0,0
RIO HONDO,5600073A,2228,124,N,544,POLLING PLACE,43,4,35
RIO HONDO,5600073A,2228,124,N,0,VBM PORTION,4,3,1
RIO HONDO,5600073A,2228,124,N,544,TOTAL,47,7,36
ROSEMEAD,5750004A,6141,74,Y,0,POLLING PLACE,0,0,0
ROSEMEAD,5750004A,6141,74,Y,0,VBM PORTION,0,0,0
ROSEMEAD,5750004A,6141,74,Y,0,TOTAL,0,0,0
SANTA FE SPRINGS,6230001A,2441,132,N,1107,POLLING PLACE,61,19,29
SANTA FE SPRINGS,6230001A,2441,132,N,0,VBM PORTION,67,26,34
SANTA FE SPRINGS,6230001A,2441,132,N,1107,TOTAL,128,45,63
SANTA FE SPRINGS,6230004A,2442,132,N,997,POLLING PLACE,78,30,39
SANTA FE SPRINGS,6230004A,2442,132,N,0,VBM PORTION,65,25,33
SANTA FE SPRINGS,6230004A,2442,132,N,997,TOTAL,143,55,72
SANTA FE SPRINGS,6230006A,2443,132,N,1196,POLLING PLACE,110,40,52
SANTA FE SPRINGS,6230006A,2443,132,N,0,VBM PORTION,59,21,31
SANTA FE SPRINGS,6230006A,2443,132,N,1196,TOTAL,169,61,83
SANTA FE SPRINGS,6230008A,2444,132,N,839,POLLING PLACE,74,35,31
SANTA FE SPRINGS,6230008A,2444,132,N,0,VBM PORTION,54,17,31
SANTA FE SPRINGS,6230008A,2444,132,N,839,TOTAL,128,52,62
SANTA FE SPRINGS,6230009A,2445,132,N,970,POLLING PLACE,75,20,40
SANTA FE SPRINGS,6230009A,2445,132,N,0,VBM PORTION,95,37,48
SANTA FE SPRINGS,6230009A,2445,132,N,970,TOTAL,170,57,88
SANTA FE SPRINGS,6230010A,2446,132,N,1033,POLLING PLACE,62,13,39
SANTA FE SPRINGS,6230010A,2446,132,N,0,VBM PORTION,24,5,18
SANTA FE SPRINGS,6230010A,2446,132,N,1033,TOTAL,86,18,57
SANTA FE SPRINGS,6230011A,2447,132,N,1266,POLLING PLACE,69,10,48
SANTA FE SPRINGS,6230011A,2447,132,N,0,VBM PORTION,68,9,53
SANTA FE SPRINGS,6230011A,2447,132,N,1266,TOTAL,137,19,101
SANTA FE SPRINGS,6230018A,2448,132,N,938,POLLING PLACE,72,26,38
SANTA FE SPRINGS,6230018A,2448,132,N,0,VBM PORTION,61,23,34
SANTA FE SPRINGS,6230018A,2448,132,N,938,TOTAL,133,49,72
SANTA FE SPRINGS,6230051A,2449,132,N,1115,POLLING PLACE,69,15,42
SANTA FE SPRINGS,6230051A,2449,132,N,0,VBM PORTION,64,25,33
SANTA FE SPRINGS,6230051A,2449,132,N,1115,TOTAL,133,40,75
SANTA FE SPRINGS,6230052B,6153,132,Y,191,POLLING PLACE,0,0,0
SANTA FE SPRINGS,6230052B,6153,132,Y,0,VBM PORTION,20,7,10
SANTA FE SPRINGS,6230052B,6153,132,Y,191,TOTAL,20,7,10
SANTA FE SPRINGS,6230052L,6154,132,Y,25,POLLING PLACE,0,0,0
SANTA FE SPRINGS,6230052L,6154,132,Y,0,VBM PORTION,3,1,2
SANTA FE SPRINGS,6230052L,6154,132,Y,25,TOTAL,3,1,2
SOUTH EL MONTE,6530002A,2525,74,N,1159,POLLING PLACE,42,10,27
SOUTH EL MONTE,6530002A,2525,74,N,0,VBM PORTION,50,7,41
SOUTH EL MONTE,6530002A,2525,74,N,1159,TOTAL,92,17,68
SOUTH EL MONTE,6530004A,2526,124,N,1097,POLLING PLACE,93,14,63
SOUTH EL MONTE,6530004A,2526,124,N,0,VBM PORTION,54,15,34
SOUTH EL MONTE,6530004A,2526,124,N,1097,TOTAL,147,29,97
SOUTH EL MONTE,6530005A,2527,124,N,871,POLLING PLACE,37,5,25
SOUTH EL MONTE,6530005A,2527,124,N,0,VBM PORTION,25,6,17
SOUTH EL MONTE,6530005A,2527,124,N,871,TOTAL,62,11,42
SOUTH EL MONTE,6530041A,2528,124,N,1305,POLLING PLACE,76,15,52
SOUTH EL MONTE,6530041A,2528,124,N,0,VBM PORTION,60,9,48
SOUTH EL MONTE,6530041A,2528,124,N,1305,TOTAL,136,24,100
SOUTH EL MONTE,6530043B,2529,124,N,887,POLLING PLACE,39,6,30
SOUTH EL MONTE,6530043B,2529,124,N,0,VBM PORTION,49,9,39
SOUTH EL MONTE,6530043B,2529,124,N,887,TOTAL,88,15,69
SOUTH EL MONTE,6530045A,2530,124,N,1197,POLLING PLACE,66,12,51
SOUTH EL MONTE,6530045A,2530,124,N,0,VBM PORTION,71,9,57
SOUTH EL MONTE,6530045A,2530,124,N,1197,TOTAL,137,21,108
SOUTH EL MONTE,6530046A,2531,124,N,783,POLLING PLACE,45,10,32
SOUTH EL MONTE,6530046A,2531,124,N,0,VBM PORTION,38,4,30
SOUTH EL MONTE,6530046A,2531,124,N,783,TOTAL,83,14,62
SOUTH SAN GABRIEL,6650010A,6162,74,Y,212,POLLING PLACE,0,0,0
SOUTH SAN GABRIEL,6650010A,6162,74,Y,0,VBM PORTION,24,6,18
SOUTH SAN GABRIEL,6650010A,6162,74,Y,212,TOTAL,24,6,18
SOUTH WHITTIER,6700001A,2589,132,N,814,POLLING PLACE,63,20,36
SOUTH WHITTIER,6700001A,2589,132,N,0,VBM PORTION,40,18,18
SOUTH WHITTIER,6700001A,2589,132,N,814,TOTAL,103,38,54
SOUTH WHITTIER,6700002A,2590,132,N,1276,POLLING PLACE,78,30,36
SOUTH WHITTIER,6700002A,2590,132,N,0,VBM PORTION,83,46,34
SOUTH WHITTIER,6700002A,2590,132,N,1276,TOTAL,161,76,70
SOUTH WHITTIER,6700003A,2591,132,N,929,POLLING PLACE,41,13,19
SOUTH WHITTIER,6700003A,2591,132,N,0,VBM PORTION,34,17,16
SOUTH WHITTIER,6700003A,2591,132,N,929,TOTAL,75,30,35
SOUTH WHITTIER,6700004B,2592,132,N,1121,POLLING PLACE,80,25,49
SOUTH WHITTIER,6700004B,2592,132,N,0,VBM PORTION,49,21,24
SOUTH WHITTIER,6700004B,2592,132,N,1121,TOTAL,129,46,73
SOUTH WHITTIER,6700007A,2593,132,N,1029,POLLING PLACE,59,26,29
SOUTH WHITTIER,6700007A,2593,132,N,0,VBM PORTION,60,27,23
SOUTH WHITTIER,6700007A,2593,132,N,1029,TOTAL,119,53,52
SOUTH WHITTIER,6700008A,2594,132,N,1208,POLLING PLACE,103,59,34
SOUTH WHITTIER,6700008A,2594,132,N,0,VBM PORTION,87,35,47
SOUTH WHITTIER,6700008A,2594,132,N,1208,TOTAL,190,94,81
SOUTH WHITTIER,6700009B,2595,132,N,689,POLLING PLACE,53,22,28
SOUTH WHITTIER,6700009B,2595,132,N,0,VBM PORTION,32,13,14
SOUTH WHITTIER,6700009B,2595,132,N,689,TOTAL,85,35,42
SOUTH WHITTIER,6700010A,2596,132,N,975,POLLING PLACE,65,26,31
SOUTH WHITTIER,6700010A,2596,132,N,0,VBM PORTION,71,26,40
SOUTH WHITTIER,6700010A,2596,132,N,975,TOTAL,136,52,71
SOUTH WHITTIER,6700011B,2597,132,N,1302,POLLING PLACE,96,43,45
SOUTH WHITTIER,6700011B,2597,132,N,0,VBM PORTION,107,53,47
SOUTH WHITTIER,6700011B,2597,132,N,1302,TOTAL,203,96,92
SOUTH WHITTIER,6700012A,2598,132,N,1036,POLLING PLACE,97,49,41
SOUTH WHITTIER,6700012A,2598,132,N,0,VBM PORTION,84,44,36
SOUTH WHITTIER,6700012A,2598,132,N,1036,TOTAL,181,93,77
SOUTH WHITTIER,6700014B,2599,132,N,1089,POLLING PLACE,66,31,28
SOUTH WHITTIER,6700014B,2599,132,N,0,VBM PORTION,66,29,34
SOUTH WHITTIER,6700014B,2599,132,N,1089,TOTAL,132,60,62
SOUTH WHITTIER,6700015A,2600,132,N,751,POLLING PLACE,62,18,38
SOUTH WHITTIER,6700015A,2600,132,N,0,VBM PORTION,39,16,19
SOUTH WHITTIER,6700015A,2600,132,N,751,TOTAL,101,34,57
SOUTH WHITTIER,6700016A,2601,132,N,1077,POLLING PLACE,111,67,29
SOUTH WHITTIER,6700016A,2601,132,N,0,VBM PORTION,97,52,41
SOUTH WHITTIER,6700016A,2601,132,N,1077,TOTAL,208,119,70
SOUTH WHITTIER,6700017A,2602,132,N,1298,POLLING PLACE,116,62,45
SOUTH WHITTIER,6700017A,2602,132,N,0,VBM PORTION,112,55,49
SOUTH WHITTIER,6700017A,2602,132,N,1298,TOTAL,228,117,94
SOUTH WHITTIER,6700019A,2603,132,N,1119,POLLING PLACE,44,9,29
SOUTH WHITTIER,6700019A,2603,132,N,0,VBM PORTION,17,2,14
SOUTH WHITTIER,6700019A,2603,132,N,1119,TOTAL,61,11,43
SOUTH WHITTIER,6700021A,2604,132,N,1250,POLLING PLACE,137,83,40
SOUTH WHITTIER,6700021A,2604,132,N,0,VBM PORTION,97,60,33
SOUTH WHITTIER,6700021A,2604,132,N,1250,TOTAL,234,143,73
SOUTH WHITTIER,6700023A,2605,132,N,886,POLLING PLACE,53,24,26
SOUTH WHITTIER,6700023A,2605,132,N,0,VBM PORTION,67,33,28
SOUTH WHITTIER,6700023A,2605,132,N,886,TOTAL,120,57,54
SOUTH WHITTIER,6700025A,2606,132,N,664,POLLING PLACE,33,15,16
SOUTH WHITTIER,6700025A,2606,132,N,0,VBM PORTION,23,6,17
SOUTH WHITTIER,6700025A,2606,132,N,664,TOTAL,56,21,33
SOUTH WHITTIER,6700052A,2607,132,N,1018,POLLING PLACE,58,19,34
SOUTH WHITTIER,6700052A,2607,132,N,0,VBM PORTION,62,27,32
SOUTH WHITTIER,6700052A,2607,132,N,1018,TOTAL,120,46,66
SOUTH WHITTIER,6700053A,2608,132,N,1078,POLLING PLACE,60,23,32
SOUTH WHITTIER,6700053A,2608,132,N,0,VBM PORTION,68,21,40
SOUTH WHITTIER,6700053A,2608,132,N,1078,TOTAL,128,44,72
SOUTH WHITTIER,6700054B,2609,132,N,1213,POLLING PLACE,77,32,40
SOUTH WHITTIER,6700054B,2609,132,N,0,VBM PORTION,47,12,32
SOUTH WHITTIER,6700054B,2609,132,N,1213,TOTAL,124,44,72
SOUTH WHITTIER,6700055A,2610,132,N,1043,POLLING PLACE,45,10,25
SOUTH WHITTIER,6700055A,2610,132,N,0,VBM PORTION,48,20,26
SOUTH WHITTIER,6700055A,2610,132,N,1043,TOTAL,93,30,51
SOUTH WHITTIER,6700056A,2611,132,N,1206,POLLING PLACE,51,9,36
SOUTH WHITTIER,6700056A,2611,132,N,0,VBM PORTION,49,8,29
SOUTH WHITTIER,6700056A,2611,132,N,1206,TOTAL,100,17,65
SOUTH WHITTIER,6700057A,2612,132,N,1261,POLLING PLACE,102,54,39
SOUTH WHITTIER,6700057A,2612,132,N,0,VBM PORTION,100,47,47
SOUTH WHITTIER,6700057A,2612,132,N,1261,TOTAL,202,101,86
SOUTH WHITTIER,6700059A,2613,132,N,945,POLLING PLACE,77,24,42
SOUTH WHITTIER,6700059A,2613,132,N,0,VBM PORTION,79,34,40
SOUTH WHITTIER,6700059A,2613,132,N,945,TOTAL,156,58,82
SOUTH WHITTIER,6700062A,2614,132,N,1185,POLLING PLACE,93,37,37
SOUTH WHITTIER,6700062A,2614,132,N,0,VBM PORTION,73,38,31
SOUTH WHITTIER,6700062A,2614,132,N,1185,TOTAL,166,75,68
SOUTH WHITTIER,6700064A,2615,132,N,937,POLLING PLACE,64,21,36
SOUTH WHITTIER,6700064A,2615,132,N,0,VBM PORTION,45,14,28
SOUTH WHITTIER,6700064A,2615,132,N,937,TOTAL,109,35,64
SOUTH WHITTIER,6700065A,2616,132,N,769,POLLING PLACE,39,12,23
SOUTH WHITTIER,6700065A,2616,132,N,0,VBM PORTION,44,24,19
SOUTH WHITTIER,6700065A,2616,132,N,769,TOTAL,83,36,42
SOUTH WHITTIER,6700068A,2617,132,N,833,POLLING PLACE,72,20,46
SOUTH WHITTIER,6700068A,2617,132,N,0,VBM PORTION,47,17,25
SOUTH WHITTIER,6700068A,2617,132,N,833,TOTAL,119,37,71
SOUTH WHITTIER,6700070A,2618,132,N,1139,POLLING PLACE,78,30,41
SOUTH WHITTIER,6700070A,2618,132,N,0,VBM PORTION,66,23,39
SOUTH WHITTIER,6700070A,2618,132,N,1139,TOTAL,144,53,80
SOUTH WHITTIER,6700071C,2619,132,N,1174,POLLING PLACE,53,12,36
SOUTH WHITTIER,6700071C,2619,132,N,0,VBM PORTION,48,14,33
SOUTH WHITTIER,6700071C,2619,132,N,1174,TOTAL,101,26,69
WHITTIER,7800001A,2907,131,N,1082,POLLING PLACE,110,55,37
WHITTIER,7800001A,2907,131,N,0,VBM PORTION,153,90,52
WHITTIER,7800001A,2907,131,N,1082,TOTAL,263,145,89
WHITTIER,7800002C,2908,131,N,985,POLLING PLACE,80,30,40
WHITTIER,7800002C,2908,131,N,0,VBM PORTION,56,34,21
WHITTIER,7800002C,2908,131,N,985,TOTAL,136,64,61
WHITTIER,7800004A,2909,131,N,968,POLLING PLACE,116,65,42
WHITTIER,7800004A,2909,131,N,0,VBM PORTION,86,44,35
WHITTIER,7800004A,2909,131,N,968,TOTAL,202,109,77
WHITTIER,7800006A,2910,131,N,591,POLLING PLACE,77,27,45
WHITTIER,7800006A,2910,131,N,0,VBM PORTION,50,22,25
WHITTIER,7800006A,2910,131,N,591,TOTAL,127,49,70
WHITTIER,7800008A,2911,131,N,1107,POLLING PLACE,119,32,82
WHITTIER,7800008A,2911,131,N,0,VBM PORTION,75,20,48
WHITTIER,7800008A,2911,131,N,1107,TOTAL,194,52,130
WHITTIER,7800010A,2912,131,N,1072,POLLING PLACE,108,51,41
WHITTIER,7800010A,2912,131,N,0,VBM PORTION,58,21,36
WHITTIER,7800010A,2912,131,N,1072,TOTAL,166,72,77
WHITTIER,7800012A,2913,131,N,767,POLLING PLACE,103,35,55
WHITTIER,7800012A,2913,131,N,0,VBM PORTION,100,42,52
WHITTIER,7800012A,2913,131,N,767,TOTAL,203,77,107
WHITTIER,7800014A,2914,131,N,1263,POLLING PLACE,107,33,67
WHITTIER,7800014A,2914,131,N,0,VBM PORTION,86,37,44
WHITTIER,7800014A,2914,131,N,1263,TOTAL,193,70,111
WHITTIER,7800015D,2915,131,N,1129,POLLING PLACE,123,61,57
WHITTIER,7800015D,2915,131,N,0,VBM PORTION,115,55,50
WHITTIER,7800015D,2915,131,N,1129,TOTAL,238,116,107
WHITTIER,7800016A,2916,131,N,1129,POLLING PLACE,51,20,28
WHITTIER,7800016A,2916,131,N,0,VBM PORTION,41,14,24
WHITTIER,7800016A,2916,131,N,1129,TOTAL,92,34,52
WHITTIER,7800017B,2917,131,N,861,POLLING PLACE,82,24,52
WHITTIER,7800017B,2917,131,N,0,VBM PORTION,67,28,35
WHITTIER,7800017B,2917,131,N,861,TOTAL,149,52,87
WHITTIER,7800022B,2918,131,N,843,POLLING PLACE,170,76,78
WHITTIER,7800022B,2918,131,N,0,VBM PORTION,122,67,44
WHITTIER,7800022B,2918,131,N,843,TOTAL,292,143,122
WHITTIER,7800025A,2919,131,N,428,POLLING PLACE,59,29,23
WHITTIER,7800025A,2919,131,N,0,VBM PORTION,41,19,18
WHITTIER,7800025A,2919,131,N,428,TOTAL,100,48,41
WHITTIER,7800031A,2920,131,N,879,POLLING PLACE,66,37,22
WHITTIER,7800031A,2920,131,N,0,VBM PORTION,50,31,19
WHITTIER,7800031A,2920,131,N,879,TOTAL,116,68,41
WHITTIER,7800035A,2921,131,N,1043,POLLING PLACE,79,30,44
WHITTIER,7800035A,2921,131,N,0,VBM PORTION,40,16,22
WHITTIER,7800035A,2921,131,N,1043,TOTAL,119,46,66
WHITTIER,7800038E,2922,131,N,665,POLLING PLACE,62,26,28
WHITTIER,7800038E,2922,131,N,0,VBM PORTION,52,22,27
WHITTIER,7800038E,2922,131,N,665,TOTAL,114,48,55
WHITTIER,7800042A,2923,131,N,778,POLLING PLACE,74,17,47
WHITTIER,7800042A,2923,131,N,0,VBM PORTION,114,48,59
WHITTIER,7800042A,2923,131,N,778,TOTAL,188,65,106
WHITTIER,7800043A,2924,131,N,518,POLLING PLACE,69,33,32
WHITTIER,7800043A,2924,131,N,0,VBM PORTION,78,41,29
WHITTIER,7800043A,2924,131,N,518,TOTAL,147,74,61
WHITTIER,7800044A,2925,131,N,1124,POLLING PLACE,146,65,65
WHITTIER,7800044A,2925,131,N,0,VBM PORTION,82,49,27
WHITTIER,7800044A,2925,131,N,1124,TOTAL,228,114,92
WHITTIER,7800048A,2926,131,N,1127,POLLING PLACE,44,12,28
WHITTIER,7800048A,2926,131,N,0,VBM PORTION,35,18,17
WHITTIER,7800048A,2926,131,N,1127,TOTAL,79,30,45
WHITTIER,7800049A,2927,131,N,823,POLLING PLACE,82,23,48
WHITTIER,7800049A,2927,131,N,0,VBM PORTION,44,22,20
WHITTIER,7800049A,2927,131,N,823,TOTAL,126,45,68
WHITTIER,7800051A,2928,131,N,1302,POLLING PLACE,149,63,77
WHITTIER,7800051A,2928,131,N,0,VBM PORTION,106,53,49
WHITTIER,7800051A,2928,131,N,1302,TOTAL,255,116,126
WHITTIER,7800053A,2929,131,N,1046,POLLING PLACE,115,58,49
WHITTIER,7800053A,2929,131,N,0,VBM PORTION,78,31,45
WHITTIER,7800053A,2929,131,N,1046,TOTAL,193,89,94
WHITTIER,7800054A,2930,131,N,863,POLLING PLACE,73,35,26
WHITTIER,7800054A,2930,131,N,0,VBM PORTION,67,45,18
WHITTIER,7800054A,2930,131,N,863,TOTAL,140,80,44
WHITTIER,7800057A,2931,131,N,984,POLLING PLACE,108,56,49
WHITTIER,7800057A,2931,131,N,0,VBM PORTION,124,62,57
WHITTIER,7800057A,2931,131,N,984,TOTAL,232,118,106
WHITTIER,7800059A,2932,131,N,1199,POLLING PLACE,52,21,24
WHITTIER,7800059A,2932,131,N,0,VBM PORTION,60,28,30
WHITTIER,7800059A,2932,131,N,1199,TOTAL,112,49,54
WHITTIER,7800064A,2933,131,N,1006,POLLING PLACE,78,31,41
WHITTIER,7800064A,2933,131,N,0,VBM PORTION,72,25,40
WHITTIER,7800064A,2933,131,N,1006,TOTAL,150,56,81
WHITTIER,7800066C,2934,131,N,915,POLLING PLACE,115,72,31
WHITTIER,7800066C,2934,131,N,0,VBM PORTION,154,99,49
WHITTIER,7800066C,2934,131,N,915,TOTAL,269,171,80
WHITTIER,7800068A,2935,131,N,1208,POLLING PLACE,122,53,58
WHITTIER,7800068A,2935,131,N,0,VBM PORTION,102,49,47
WHITTIER,7800068A,2935,131,N,1208,TOTAL,224,102,105
WHITTIER,7800072B,2936,131,N,1300,POLLING PLACE,124,69,46
WHITTIER,7800072B,2936,131,N,0,VBM PORTION,124,53,60
WHITTIER,7800072B,2936,131,N,1300,TOTAL,248,122,106
WHITTIER,7800075A,2937,131,N,1410,POLLING PLACE,112,57,46
WHITTIER,7800075A,2937,131,N,0,VBM PORTION,124,68,47
WHITTIER,7800075A,2937,131,N,1410,TOTAL,236,125,93
WHITTIER,7800075C,2938,131,N,472,POLLING PLACE,43,16,21
WHITTIER,7800075C,2938,131,N,0,VBM PORTION,61,29,28
WHITTIER,7800075C,2938,131,N,472,TOTAL,104,45,49
WHITTIER,7800079A,2939,131,N,1113,POLLING PLACE,123,59,50
WHITTIER,7800079A,2939,131,N,0,VBM PORTION,97,34,54
WHITTIER,7800079A,2939,131,N,1113,TOTAL,220,93,104
WHITTIER,7800082A,2940,131,N,1161,POLLING PLACE,123,70,41
WHITTIER,7800082A,2940,131,N,0,VBM PORTION,119,74,39
WHITTIER,7800082A,2940,131,N,1161,TOTAL,242,144,80
WHITTIER,7800083A,2941,131,N,590,POLLING PLACE,78,53,19
WHITTIER,7800083A,2941,131,N,0,VBM PORTION,56,30,19
WHITTIER,7800083A,2941,131,N,590,TOTAL,134,83,38
WHITTIER,7800087A,2942,131,N,1252,POLLING PLACE,175,99,61
WHITTIER,7800087A,2942,131,N,0,VBM PORTION,162,109,45
WHITTIER,7800087A,2942,131,N,1252,TOTAL,337,208,106
WHITTIER,7800095A,6176,127,Y,0,POLLING PLACE,0,0,0
WHITTIER,7800095A,6176,127,Y,0,VBM PORTION,0,0,0
WHITTIER,7800095A,6176,127,Y,0,TOTAL,0,0,0
WHITTIER,7800144A,2943,131,N,1263,POLLING PLACE,131,36,78
WHITTIER,7800144A,2943,131,N,0,VBM PORTION,109,43,56
WHITTIER,7800144A,2943,131,N,1263,TOTAL,240,79,134
WHITTIER,7800148A,2944,131,N,859,POLLING PLACE,54,13,34
WHITTIER,7800148A,2944,131,N,0,VBM PORTION,45,14,27
WHITTIER,7800148A,2944,131,N,859,TOTAL,99,27,61
WHITTIER,7800149A,2945,131,N,985,POLLING PLACE,51,16,33
WHITTIER,7800149A,2945,131,N,0,VBM PORTION,94,38,49
WHITTIER,7800149A,2945,131,N,985,TOTAL,145,54,82
WHITTIER,7800165D,2946,131,N,1169,POLLING PLACE,80,31,45
WHITTIER,7800165D,2946,131,N,0,VBM PORTION,68,34,31
WHITTIER,7800165D,2946,131,N,1169,TOTAL,148,65,76
WHITTIER,7800167B,2947,131,N,1264,POLLING PLACE,67,12,45
WHITTIER,7800167B,2947,131,N,0,VBM PORTION,53,11,35
WHITTIER,7800167B,2947,131,N,1264,TOTAL,120,23,80
WHITTIER,7800170B,2948,131,N,1034,POLLING PLACE,44,10,32
WHITTIER,7800170B,2948,131,N,0,VBM PORTION,28,10,15
WHITTIER,7800170B,2948,131,N,1034,TOTAL,72,20,47
WHITTIER,7800171B,2949,131,N,1204,POLLING PLACE,85,23,52
WHITTIER,7800171B,2949,131,N,0,VBM PORTION,63,18,42
WHITTIER,7800171B,2949,131,N,1204,TOTAL,148,41,94
WHITTIER,7800172A,2950,131,N,695,POLLING PLACE,50,14,25
WHITTIER,7800172A,2950,131,N,0,VBM PORTION,29,13,13
WHITTIER,7800172A,2950,131,N,695,TOTAL,79,27,38
WHITTIER,7800176A,2951,131,N,1209,POLLING PLACE,46,11,28
WHITTIER,7800176A,2951,131,N,0,VBM PORTION,30,11,18
WHITTIER,7800176A,2951,131,N,1209,TOTAL,76,22,46
WHITTIER,7800185A,2952,131,N,1320,POLLING PLACE,186,91,86
WHITTIER,7800185A,2952,131,N,0,VBM PORTION,172,90,68
WHITTIER,7800185A,2952,131,N,1320,TOTAL,358,181,154
BALLOT GROUP 74,9990074A,8074,74,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 74,9990074A,8074,74,N,0,VBM PORTION,0,0,0
BALLOT GROUP 74,9990074A,8074,74,N,0,TOTAL,0,0,0
BALLOT GROUP 75,9990075A,8075,75,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 75,9990075A,8075,75,N,0,VBM PORTION,0,0,0
BALLOT GROUP 75,9990075A,8075,75,N,0,TOTAL,0,0,0
BALLOT GROUP 124,9990124A,8124,124,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 124,9990124A,8124,124,N,0,VBM PORTION,0,0,0
BALLOT GROUP 124,9990124A,8124,124,N,0,TOTAL,0,0,0
BALLOT GROUP 127,9990127A,8127,127,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 127,9990127A,8127,127,N,0,VBM PORTION,0,0,0
BALLOT GROUP 127,9990127A,8127,127,N,0,TOTAL,0,0,0
BALLOT GROUP 128,9990128A,8128,128,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 128,9990128A,8128,128,N,0,VBM PORTION,0,0,0
BALLOT GROUP 128,9990128A,8128,128,N,0,TOTAL,0,0,0
BALLOT GROUP 131,9990131A,8131,131,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 131,9990131A,8131,131,N,0,VBM PORTION,6,1,2
BALLOT GROUP 131,9990131A,8131,131,N,0,TOTAL,3,1,2
BALLOT GROUP 132,9990132A,8132,132,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 132,9990132A,8132,132,N,0,VBM PORTION,8,1,1
BALLOT GROUP 132,9990132A,8132,132,N,0,TOTAL,4,1,1
BALLOT GROUP 134,9990134A,8134,134,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 134,9990134A,8134,134,N,0,VBM PORTION,8,1,3
BALLOT GROUP 134,9990134A,8134,134,N,0,TOTAL,4,1,3
BALLOT GROUP 137,9990137A,8137,137,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 137,9990137A,8137,137,N,0,VBM PORTION,4,0,2
BALLOT GROUP 137,9990137A,8137,137,N,0,TOTAL,2,0,2
BALLOT GROUP 166,9990166A,8166,166,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 166,9990166A,8166,166,N,0,VBM PORTION,6,2,1
BALLOT GROUP 166,9990166A,8166,166,N,0,TOTAL,3,2,1
BALLOT GROUP 169,9990169A,8169,169,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 169,9990169A,8169,169,N,0,VBM PORTION,0,0,0
BALLOT GROUP 169,9990169A,8169,169,N,0,TOTAL,0,0,0
