LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TOM GRIEGO,STEVEN P SCHREINER,ANDREW M STEIN
LOS ANGELES,9005142A,4387,63,N,0,VBM PORTION,101,23,9,38
LOS ANGELES,9005142A,4387,63,N,1238,TOTAL,246,52,28,89
LOS ANGELES,9005145A,4388,63,N,1159,POLLING PLACE,98,15,18,41
LOS ANGELES,9005145A,4388,63,N,0,VBM PORTION,116,20,27,39
LOS ANGELES,9005145A,4388,63,N,1159,TOTAL,214,35,45,80
LOS ANGELES,9005147A,4389,62,N,1212,POLLING PLACE,71,14,18,24
LOS ANGELES,9005147A,4389,62,N,0,VBM PORTION,47,9,15,15
LOS ANGELES,9005147A,4389,62,N,1212,TOTAL,118,23,33,39
LOS ANGELES,9005151B,4390,62,N,934,POLLING PLACE,120,25,22,40
LOS ANGELES,9005151B,4390,62,N,0,VBM PORTION,85,25,18,21
LOS ANGELES,9005151B,4390,62,N,934,TOTAL,205,50,40,61
LOS ANGELES,9005152A,4391,63,N,1190,POLLING PLACE,126,27,21,43
LOS ANGELES,9005152A,4391,63,N,0,VBM PORTION,96,17,21,32
LOS ANGELES,9005152A,4391,63,N,1190,TOTAL,222,44,42,75
LOS ANGELES,9005155A,4392,63,N,1337,POLLING PLACE,131,26,26,49
LOS ANGELES,9005155A,4392,63,N,0,VBM PORTION,88,25,17,28
LOS ANGELES,9005155A,4392,63,N,1337,TOTAL,219,51,43,77
LOS ANGELES,9005159A,4393,63,N,1290,POLLING PLACE,131,14,30,59
LOS ANGELES,9005159A,4393,63,N,0,VBM PORTION,133,22,26,40
LOS ANGELES,9005159A,4393,63,N,1290,TOTAL,264,36,56,99
LOS ANGELES,9005187A,4394,62,N,1152,POLLING PLACE,105,13,23,45
LOS ANGELES,9005187A,4394,62,N,0,VBM PORTION,94,17,24,19
LOS ANGELES,9005187A,4394,62,N,1152,TOTAL,199,30,47,64
LOS ANGELES,9005188A,4395,59,N,1220,POLLING PLACE,75,20,11,22
LOS ANGELES,9005188A,4395,59,N,0,VBM PORTION,33,12,6,7
LOS ANGELES,9005188A,4395,59,N,1220,TOTAL,108,32,17,29
LOS ANGELES,9005189A,4396,59,N,1151,POLLING PLACE,59,20,13,13
LOS ANGELES,9005189A,4396,59,N,0,VBM PORTION,32,11,6,8
LOS ANGELES,9005189A,4396,59,N,1151,TOTAL,91,31,19,21
LOS ANGELES,9005196A,4397,63,N,1109,POLLING PLACE,122,33,16,44
LOS ANGELES,9005196A,4397,63,N,0,VBM PORTION,106,16,23,38
LOS ANGELES,9005196A,4397,63,N,1109,TOTAL,228,49,39,82
LOS ANGELES,9005199A,4398,63,N,950,POLLING PLACE,114,16,23,56
LOS ANGELES,9005199A,4398,63,N,0,VBM PORTION,101,20,15,41
LOS ANGELES,9005199A,4398,63,N,950,TOTAL,215,36,38,97
LOS ANGELES,9005204A,4399,159,N,929,POLLING PLACE,86,24,11,27
LOS ANGELES,9005204A,4399,159,N,0,VBM PORTION,66,22,12,17
LOS ANGELES,9005204A,4399,159,N,929,TOTAL,152,46,23,44
LOS ANGELES,9005205B,4400,159,N,720,POLLING PLACE,58,24,10,16
LOS ANGELES,9005205B,4400,159,N,0,VBM PORTION,26,4,10,9
LOS ANGELES,9005205B,4400,159,N,720,TOTAL,84,28,20,25
LOS ANGELES,9005217B,4401,149,N,1021,POLLING PLACE,42,15,7,7
LOS ANGELES,9005217B,4401,149,N,0,VBM PORTION,20,6,7,1
LOS ANGELES,9005217B,4401,149,N,1021,TOTAL,62,21,14,8
LOS ANGELES,9005284A,4402,176,N,720,POLLING PLACE,54,17,10,12
LOS ANGELES,9005284A,4402,176,N,0,VBM PORTION,78,23,21,14
LOS ANGELES,9005284A,4402,176,N,720,TOTAL,132,40,31,26
LOS ANGELES,9005291B,4403,114,N,847,POLLING PLACE,67,10,10,22
LOS ANGELES,9005291B,4403,114,N,0,VBM PORTION,90,21,13,24
LOS ANGELES,9005291B,4403,114,N,847,TOTAL,157,31,23,46
LOS ANGELES,9005293A,4404,114,N,1274,POLLING PLACE,122,24,29,41
LOS ANGELES,9005293A,4404,114,N,0,VBM PORTION,108,30,17,28
LOS ANGELES,9005293A,4404,114,N,1274,TOTAL,230,54,46,69
LOS ANGELES,9005299B,4405,86,N,1397,POLLING PLACE,140,25,32,44
LOS ANGELES,9005299B,4405,86,N,0,VBM PORTION,107,21,17,39
LOS ANGELES,9005299B,4405,86,N,1397,TOTAL,247,46,49,83
LOS ANGELES,9005303A,4406,116,N,1102,POLLING PLACE,78,24,14,19
LOS ANGELES,9005303A,4406,116,N,0,VBM PORTION,108,24,16,35
LOS ANGELES,9005303A,4406,116,N,1102,TOTAL,186,48,30,54
LOS ANGELES,9005305A,4407,86,N,997,POLLING PLACE,98,13,14,49
LOS ANGELES,9005305A,4407,86,N,0,VBM PORTION,105,17,29,30
LOS ANGELES,9005305A,4407,86,N,997,TOTAL,203,30,43,79
LOS ANGELES,9005307A,4408,86,N,1231,POLLING PLACE,119,20,28,40
LOS ANGELES,9005307A,4408,86,N,0,VBM PORTION,103,22,17,36
LOS ANGELES,9005307A,4408,86,N,1231,TOTAL,222,42,45,76
LOS ANGELES,9005310A,4409,83,N,1178,POLLING PLACE,74,16,14,19
LOS ANGELES,9005310A,4409,83,N,0,VBM PORTION,71,9,15,25
LOS ANGELES,9005310A,4409,83,N,1178,TOTAL,145,25,29,44
LOS ANGELES,9005312C,4410,83,N,1026,POLLING PLACE,85,13,16,30
LOS ANGELES,9005312C,4410,83,N,0,VBM PORTION,61,11,15,14
LOS ANGELES,9005312C,4410,83,N,1026,TOTAL,146,24,31,44
LOS ANGELES,9005313A,4411,87,N,1181,POLLING PLACE,122,16,17,52
LOS ANGELES,9005313A,4411,87,N,0,VBM PORTION,68,14,15,19
LOS ANGELES,9005313A,4411,87,N,1181,TOTAL,190,30,32,71
LOS ANGELES,9005315A,4412,87,N,1109,POLLING PLACE,135,22,20,58
LOS ANGELES,9005315A,4412,87,N,0,VBM PORTION,131,15,20,58
LOS ANGELES,9005315A,4412,87,N,1109,TOTAL,266,37,40,116
LOS ANGELES,9005316A,4413,116,N,948,POLLING PLACE,52,12,13,17
LOS ANGELES,9005316A,4413,116,N,0,VBM PORTION,55,15,11,14
LOS ANGELES,9005316A,4413,116,N,948,TOTAL,107,27,24,31
LOS ANGELES,9005317A,4414,116,N,1220,POLLING PLACE,118,38,16,41
LOS ANGELES,9005317A,4414,116,N,0,VBM PORTION,102,32,18,30
LOS ANGELES,9005317A,4414,116,N,1220,TOTAL,220,70,34,71
LOS ANGELES,9005319A,4415,116,N,1096,POLLING PLACE,128,32,16,45
LOS ANGELES,9005319A,4415,116,N,0,VBM PORTION,112,28,15,36
LOS ANGELES,9005319A,4415,116,N,1096,TOTAL,240,60,31,81
LOS ANGELES,9005321A,4416,116,N,1245,POLLING PLACE,92,27,7,29
LOS ANGELES,9005321A,4416,116,N,0,VBM PORTION,82,19,14,23
LOS ANGELES,9005321A,4416,116,N,1245,TOTAL,174,46,21,52
LOS ANGELES,9005322A,4417,116,N,1078,POLLING PLACE,56,20,5,20
LOS ANGELES,9005322A,4417,116,N,0,VBM PORTION,60,16,7,24
LOS ANGELES,9005322A,4417,116,N,1078,TOTAL,116,36,12,44
LOS ANGELES,9005386A,4418,154,N,973,POLLING PLACE,126,26,16,42
LOS ANGELES,9005386A,4418,154,N,0,VBM PORTION,68,19,4,28
LOS ANGELES,9005386A,4418,154,N,973,TOTAL,194,45,20,70
LOS ANGELES,9005389A,4419,82,N,681,POLLING PLACE,83,14,14,30
LOS ANGELES,9005389A,4419,82,N,0,VBM PORTION,56,9,8,18
LOS ANGELES,9005389A,4419,82,N,681,TOTAL,139,23,22,48
LOS ANGELES,9005400A,4420,103,N,1262,POLLING PLACE,119,34,19,35
LOS ANGELES,9005400A,4420,103,N,0,VBM PORTION,66,20,21,10
LOS ANGELES,9005400A,4420,103,N,1262,TOTAL,185,54,40,45
LOS ANGELES,9005401A,4421,103,N,1105,POLLING PLACE,69,22,10,16
LOS ANGELES,9005401A,4421,103,N,0,VBM PORTION,54,11,16,7
LOS ANGELES,9005401A,4421,103,N,1105,TOTAL,123,33,26,23
LOS ANGELES,9005405A,4422,104,N,554,POLLING PLACE,45,6,7,25
LOS ANGELES,9005405A,4422,104,N,0,VBM PORTION,34,6,9,11
LOS ANGELES,9005405A,4422,104,N,554,TOTAL,79,12,16,36
LOS ANGELES,9005414A,4423,148,N,938,POLLING PLACE,117,41,29,23
LOS ANGELES,9005414A,4423,148,N,0,VBM PORTION,49,7,16,10
LOS ANGELES,9005414A,4423,148,N,938,TOTAL,166,48,45,33
LOS ANGELES,9005424A,4424,116,N,1308,POLLING PLACE,90,18,10,37
LOS ANGELES,9005424A,4424,116,N,0,VBM PORTION,87,22,18,23
LOS ANGELES,9005424A,4424,116,N,1308,TOTAL,177,40,28,60
LOS ANGELES,9005428A,4425,82,N,796,POLLING PLACE,139,13,24,60
LOS ANGELES,9005428A,4425,82,N,0,VBM PORTION,107,17,17,41
LOS ANGELES,9005428A,4425,82,N,796,TOTAL,246,30,41,101
LOS ANGELES,9005484A,4426,148,N,1037,POLLING PLACE,49,15,12,13
LOS ANGELES,9005484A,4426,148,N,0,VBM PORTION,38,5,8,17
LOS ANGELES,9005484A,4426,148,N,1037,TOTAL,87,20,20,30
LOS ANGELES,9005494B,4427,116,N,1096,POLLING PLACE,49,18,3,16
LOS ANGELES,9005494B,4427,116,N,0,VBM PORTION,38,13,10,8
LOS ANGELES,9005494B,4427,116,N,1096,TOTAL,87,31,13,24
LOS ANGELES,9005504C,4428,116,N,1356,POLLING PLACE,126,24,16,56
LOS ANGELES,9005504C,4428,116,N,0,VBM PORTION,138,22,37,38
LOS ANGELES,9005504C,4428,116,N,1356,TOTAL,264,46,53,94
LOS ANGELES,9005520A,4429,56,N,1002,POLLING PLACE,109,21,29,33
LOS ANGELES,9005520A,4429,56,N,0,VBM PORTION,111,10,27,42
LOS ANGELES,9005520A,4429,56,N,1002,TOTAL,220,31,56,75
LOS ANGELES,9005530A,4430,62,N,1285,POLLING PLACE,78,13,17,30
LOS ANGELES,9005530A,4430,62,N,0,VBM PORTION,116,17,15,34
LOS ANGELES,9005530A,4430,62,N,1285,TOTAL,194,30,32,64
LOS ANGELES,9005537A,4431,90,N,1209,POLLING PLACE,135,41,15,56
LOS ANGELES,9005537A,4431,90,N,0,VBM PORTION,66,21,10,13
LOS ANGELES,9005537A,4431,90,N,1209,TOTAL,201,62,25,69
LOS ANGELES,9005538A,4432,90,N,1030,POLLING PLACE,93,38,17,19
LOS ANGELES,9005538A,4432,90,N,0,VBM PORTION,30,12,7,4
LOS ANGELES,9005538A,4432,90,N,1030,TOTAL,123,50,24,23
LOS ANGELES,9005541A,4433,89,N,1224,POLLING PLACE,81,8,16,34
LOS ANGELES,9005541A,4433,89,N,0,VBM PORTION,65,13,10,21
LOS ANGELES,9005541A,4433,89,N,1224,TOTAL,146,21,26,55
LOS ANGELES,9005543C,4434,90,N,1188,POLLING PLACE,57,13,17,15
LOS ANGELES,9005543C,4434,90,N,0,VBM PORTION,85,21,24,13
LOS ANGELES,9005543C,4434,90,N,1188,TOTAL,142,34,41,28
LOS ANGELES,9005549B,4435,63,N,1387,POLLING PLACE,107,13,16,46
LOS ANGELES,9005549B,4435,63,N,0,VBM PORTION,100,14,21,27
LOS ANGELES,9005549B,4435,63,N,1387,TOTAL,207,27,37,73
LOS ANGELES,9005635A,4436,19,N,819,POLLING PLACE,57,15,12,14
LOS ANGELES,9005635A,4436,19,N,0,VBM PORTION,57,32,9,8
LOS ANGELES,9005635A,4436,19,N,819,TOTAL,114,47,21,22
LOS ANGELES,9005638A,4437,19,N,1176,POLLING PLACE,49,16,14,9
LOS ANGELES,9005638A,4437,19,N,0,VBM PORTION,72,24,19,10
LOS ANGELES,9005638A,4437,19,N,1176,TOTAL,121,40,33,19
LOS ANGELES,9005645A,4438,26,N,717,POLLING PLACE,72,12,18,20
LOS ANGELES,9005645A,4438,26,N,0,VBM PORTION,62,16,12,12
LOS ANGELES,9005645A,4438,26,N,717,TOTAL,134,28,30,32
LOS ANGELES,9005651A,4439,26,N,1137,POLLING PLACE,101,29,44,12
LOS ANGELES,9005651A,4439,26,N,0,VBM PORTION,76,23,16,19
LOS ANGELES,9005651A,4439,26,N,1137,TOTAL,177,52,60,31
LOS ANGELES,9005656A,4440,26,N,730,POLLING PLACE,93,30,21,22
LOS ANGELES,9005656A,4440,26,N,0,VBM PORTION,78,17,24,17
LOS ANGELES,9005656A,4440,26,N,730,TOTAL,171,47,45,39
LOS ANGELES,9005662A,4441,20,N,1056,POLLING PLACE,88,26,22,23
LOS ANGELES,9005662A,4441,20,N,0,VBM PORTION,45,21,10,8
LOS ANGELES,9005662A,4441,20,N,1056,TOTAL,133,47,32,31
LOS ANGELES,9005663A,4442,20,N,1182,POLLING PLACE,55,26,8,8
LOS ANGELES,9005663A,4442,20,N,0,VBM PORTION,61,25,15,10
LOS ANGELES,9005663A,4442,20,N,1182,TOTAL,116,51,23,18
LOS ANGELES,9005666A,4443,15,N,1242,POLLING PLACE,32,21,3,4
LOS ANGELES,9005666A,4443,15,N,0,VBM PORTION,27,14,9,3
LOS ANGELES,9005666A,4443,15,N,1242,TOTAL,59,35,12,7
LOS ANGELES,9005667A,4444,26,N,1058,POLLING PLACE,108,27,31,34
LOS ANGELES,9005667A,4444,26,N,0,VBM PORTION,82,17,21,31
LOS ANGELES,9005667A,4444,26,N,1058,TOTAL,190,44,52,65
LOS ANGELES,9005669A,4445,15,N,1277,POLLING PLACE,61,22,6,12
LOS ANGELES,9005669A,4445,15,N,0,VBM PORTION,67,23,10,17
LOS ANGELES,9005669A,4445,15,N,1277,TOTAL,128,45,16,29
LOS ANGELES,9005769B,4446,95,N,1265,POLLING PLACE,81,24,11,22
LOS ANGELES,9005769B,4446,95,N,0,VBM PORTION,81,21,12,15
LOS ANGELES,9005769B,4446,95,N,1265,TOTAL,162,45,23,37
LOS ANGELES,9005816A,4447,84,N,1335,POLLING PLACE,126,15,27,42
LOS ANGELES,9005816A,4447,84,N,0,VBM PORTION,107,19,19,24
LOS ANGELES,9005816A,4447,84,N,1335,TOTAL,233,34,46,66
LOS ANGELES,9005818A,4448,84,N,1203,POLLING PLACE,110,24,16,46
LOS ANGELES,9005818A,4448,84,N,0,VBM PORTION,106,19,26,38
LOS ANGELES,9005818A,4448,84,N,1203,TOTAL,216,43,42,84
LOS ANGELES,9005821A,4449,84,N,1346,POLLING PLACE,130,26,23,42
LOS ANGELES,9005821A,4449,84,N,0,VBM PORTION,106,24,20,29
LOS ANGELES,9005821A,4449,84,N,1346,TOTAL,236,50,43,71
LOS ANGELES,9005826A,4450,82,N,1354,POLLING PLACE,221,21,32,99
LOS ANGELES,9005826A,4450,82,N,0,VBM PORTION,187,26,38,60
LOS ANGELES,9005826A,4450,82,N,1354,TOTAL,408,47,70,159
LOS ANGELES,9005827A,4451,82,N,1235,POLLING PLACE,99,15,19,30
LOS ANGELES,9005827A,4451,82,N,0,VBM PORTION,116,26,21,21
LOS ANGELES,9005827A,4451,82,N,1235,TOTAL,215,41,40,51
LOS ANGELES,9005833A,4452,82,N,1208,POLLING PLACE,115,18,21,35
LOS ANGELES,9005833A,4452,82,N,0,VBM PORTION,99,9,14,25
LOS ANGELES,9005833A,4452,82,N,1208,TOTAL,214,27,35,60
LOS ANGELES,9005837A,4453,112,N,1480,POLLING PLACE,144,31,29,55
LOS ANGELES,9005837A,4453,112,N,0,VBM PORTION,158,40,19,51
LOS ANGELES,9005837A,4453,112,N,1480,TOTAL,302,71,48,106
LOS ANGELES,9005916B,4454,82,N,781,POLLING PLACE,154,14,28,65
LOS ANGELES,9005916B,4454,82,N,0,VBM PORTION,121,13,30,45
LOS ANGELES,9005916B,4454,82,N,781,TOTAL,275,27,58,110
LOS ANGELES,9005919A,4455,82,N,787,POLLING PLACE,141,14,28,42
LOS ANGELES,9005919A,4455,82,N,0,VBM PORTION,153,7,18,48
LOS ANGELES,9005919A,4455,82,N,787,TOTAL,294,21,46,90
LOS ANGELES,9005920A,4456,82,N,830,POLLING PLACE,142,16,26,48
LOS ANGELES,9005920A,4456,82,N,0,VBM PORTION,116,13,21,37
LOS ANGELES,9005920A,4456,82,N,830,TOTAL,258,29,47,85
LOS ANGELES,9005921A,4457,82,N,747,POLLING PLACE,104,19,10,42
LOS ANGELES,9005921A,4457,82,N,0,VBM PORTION,118,13,22,41
LOS ANGELES,9005921A,4457,82,N,747,TOTAL,222,32,32,83
LOS ANGELES,9005923A,4458,82,N,1121,POLLING PLACE,199,19,50,72
LOS ANGELES,9005923A,4458,82,N,0,VBM PORTION,230,31,40,87
LOS ANGELES,9005923A,4458,82,N,1121,TOTAL,429,50,90,159
LOS ANGELES,9005924A,4459,82,N,1163,POLLING PLACE,209,35,38,67
LOS ANGELES,9005924A,4459,82,N,0,VBM PORTION,214,28,35,69
LOS ANGELES,9005924A,4459,82,N,1163,TOTAL,423,63,73,136
LOS ANGELES,9005925A,4460,82,N,1105,POLLING PLACE,191,17,44,82
LOS ANGELES,9005925A,4460,82,N,0,VBM PORTION,172,14,26,68
LOS ANGELES,9005925A,4460,82,N,1105,TOTAL,363,31,70,150
LOS ANGELES,9005928C,4461,82,N,1158,POLLING PLACE,192,16,34,81
LOS ANGELES,9005928C,4461,82,N,0,VBM PORTION,197,16,33,81
LOS ANGELES,9005928C,4461,82,N,1158,TOTAL,389,32,67,162
LOS ANGELES,9005931A,4462,82,N,1011,POLLING PLACE,211,22,29,96
LOS ANGELES,9005931A,4462,82,N,0,VBM PORTION,161,21,26,52
LOS ANGELES,9005931A,4462,82,N,1011,TOTAL,372,43,55,148
LOS ANGELES,9005934A,4463,157,N,1100,POLLING PLACE,122,27,17,43
LOS ANGELES,9005934A,4463,157,N,0,VBM PORTION,87,12,17,36
LOS ANGELES,9005934A,4463,157,N,1100,TOTAL,209,39,34,79
LOS ANGELES,9005936A,4464,155,N,930,POLLING PLACE,154,24,26,59
LOS ANGELES,9005936A,4464,155,N,0,VBM PORTION,79,12,14,29
LOS ANGELES,9005936A,4464,155,N,930,TOTAL,233,36,40,88
LOS ANGELES,9005937A,4465,155,N,768,POLLING PLACE,91,15,12,28
LOS ANGELES,9005937A,4465,155,N,0,VBM PORTION,66,5,13,22
LOS ANGELES,9005937A,4465,155,N,768,TOTAL,157,20,25,50
LOS ANGELES,9006098C,4466,89,N,751,POLLING PLACE,65,17,6,24
LOS ANGELES,9006098C,4466,89,N,0,VBM PORTION,32,11,3,9
LOS ANGELES,9006098C,4466,89,N,751,TOTAL,97,28,9,33
LOS ANGELES,9006197A,4467,15,N,718,POLLING PLACE,73,28,16,15
LOS ANGELES,9006197A,4467,15,N,0,VBM PORTION,59,13,11,17
LOS ANGELES,9006197A,4467,15,N,718,TOTAL,132,41,27,32
LOS ANGELES,9006203A,4468,15,N,861,POLLING PLACE,81,36,19,22
LOS ANGELES,9006203A,4468,15,N,0,VBM PORTION,55,18,17,11
LOS ANGELES,9006203A,4468,15,N,861,TOTAL,136,54,36,33
LOS ANGELES,9006206A,4469,15,N,1134,POLLING PLACE,58,19,10,20
LOS ANGELES,9006206A,4469,15,N,0,VBM PORTION,50,17,13,13
LOS ANGELES,9006206A,4469,15,N,1134,TOTAL,108,36,23,33
LOS ANGELES,9006209A,4470,15,N,1037,POLLING PLACE,116,32,23,30
LOS ANGELES,9006209A,4470,15,N,0,VBM PORTION,63,18,17,10
LOS ANGELES,9006209A,4470,15,N,1037,TOTAL,179,50,40,40
LOS ANGELES,9006212B,4471,15,N,943,POLLING PLACE,81,29,19,20
LOS ANGELES,9006212B,4471,15,N,0,VBM PORTION,54,19,14,13
LOS ANGELES,9006212B,4471,15,N,943,TOTAL,135,48,33,33
LOS ANGELES,9006214A,4472,15,N,966,POLLING PLACE,34,9,11,10
LOS ANGELES,9006214A,4472,15,N,0,VBM PORTION,73,25,13,15
LOS ANGELES,9006214A,4472,15,N,966,TOTAL,107,34,24,25
LOS ANGELES,9006216A,4473,15,N,780,POLLING PLACE,69,23,12,16
LOS ANGELES,9006216A,4473,15,N,0,VBM PORTION,53,18,14,14
LOS ANGELES,9006216A,4473,15,N,780,TOTAL,122,41,26,30
LOS ANGELES,9006217A,4474,15,N,775,POLLING PLACE,37,8,8,12
LOS ANGELES,9006217A,4474,15,N,0,VBM PORTION,55,15,15,10
LOS ANGELES,9006217A,4474,15,N,775,TOTAL,92,23,23,22
LOS ANGELES,9006218A,4475,15,N,1028,POLLING PLACE,59,18,9,19
LOS ANGELES,9006218A,4475,15,N,0,VBM PORTION,57,21,15,12
LOS ANGELES,9006218A,4475,15,N,1028,TOTAL,116,39,24,31
LOS ANGELES,9006219A,4476,18,N,1178,POLLING PLACE,148,35,35,43
LOS ANGELES,9006219A,4476,18,N,0,VBM PORTION,151,29,33,51
LOS ANGELES,9006219A,4476,18,N,1178,TOTAL,299,64,68,94
LOS ANGELES,9006224A,4477,15,N,953,POLLING PLACE,73,22,13,22
LOS ANGELES,9006224A,4477,15,N,0,VBM PORTION,76,22,23,14
LOS ANGELES,9006224A,4477,15,N,953,TOTAL,149,44,36,36
LOS ANGELES,9006232A,4478,9,N,823,POLLING PLACE,70,11,16,32
LOS ANGELES,9006232A,4478,9,N,0,VBM PORTION,90,14,21,29
LOS ANGELES,9006232A,4478,9,N,823,TOTAL,160,25,37,61
LOS ANGELES,9006233A,4479,9,N,800,POLLING PLACE,93,16,20,42
LOS ANGELES,9006233A,4479,9,N,0,VBM PORTION,86,21,25,18
LOS ANGELES,9006233A,4479,9,N,800,TOTAL,179,37,45,60
LOS ANGELES,9006237A,4480,9,N,1105,POLLING PLACE,114,17,33,45
LOS ANGELES,9006237A,4480,9,N,0,VBM PORTION,93,19,22,23
LOS ANGELES,9006237A,4480,9,N,1105,TOTAL,207,36,55,68
LOS ANGELES,9006239A,4481,9,N,952,POLLING PLACE,80,11,24,33
LOS ANGELES,9006239A,4481,9,N,0,VBM PORTION,77,21,15,21
LOS ANGELES,9006239A,4481,9,N,952,TOTAL,157,32,39,54
LOS ANGELES,9006242B,4482,9,N,1335,POLLING PLACE,126,32,24,42
LOS ANGELES,9006242B,4482,9,N,0,VBM PORTION,143,29,37,34
LOS ANGELES,9006242B,4482,9,N,1335,TOTAL,269,61,61,76
LOS ANGELES,9006246A,4483,10,N,911,POLLING PLACE,105,27,14,37
LOS ANGELES,9006246A,4483,10,N,0,VBM PORTION,119,27,18,33
LOS ANGELES,9006246A,4483,10,N,911,TOTAL,224,54,32,70
LOS ANGELES,9006247A,4484,10,N,912,POLLING PLACE,97,19,23,27
LOS ANGELES,9006247A,4484,10,N,0,VBM PORTION,90,20,25,22
LOS ANGELES,9006247A,4484,10,N,912,TOTAL,187,39,48,49
LOS ANGELES,9006248A,4485,10,N,788,POLLING PLACE,82,12,19,28
LOS ANGELES,9006248A,4485,10,N,0,VBM PORTION,79,18,15,27
LOS ANGELES,9006248A,4485,10,N,788,TOTAL,161,30,34,55
LOS ANGELES,9006249A,4486,10,N,899,POLLING PLACE,111,15,29,34
LOS ANGELES,9006249A,4486,10,N,0,VBM PORTION,114,19,29,42
LOS ANGELES,9006249A,4486,10,N,899,TOTAL,225,34,58,76
LOS ANGELES,9006251A,4487,13,N,1048,POLLING PLACE,102,22,26,29
LOS ANGELES,9006251A,4487,13,N,0,VBM PORTION,122,27,41,18
LOS ANGELES,9006251A,4487,13,N,1048,TOTAL,224,49,67,47
LOS ANGELES,9006252A,4488,10,N,591,POLLING PLACE,57,12,14,16
LOS ANGELES,9006252A,4488,10,N,0,VBM PORTION,76,11,16,18
LOS ANGELES,9006252A,4488,10,N,591,TOTAL,133,23,30,34
LOS ANGELES,9006253A,4489,9,N,1389,POLLING PLACE,153,26,29,53
LOS ANGELES,9006253A,4489,9,N,0,VBM PORTION,154,27,32,51
LOS ANGELES,9006253A,4489,9,N,1389,TOTAL,307,53,61,104
LOS ANGELES,9006256A,4490,12,N,928,POLLING PLACE,116,18,17,48
LOS ANGELES,9006256A,4490,12,N,0,VBM PORTION,115,23,31,27
LOS ANGELES,9006256A,4490,12,N,928,TOTAL,231,41,48,75
LOS ANGELES,9006257A,4491,9,N,1189,POLLING PLACE,101,21,26,35
LOS ANGELES,9006257A,4491,9,N,0,VBM PORTION,109,24,26,36
LOS ANGELES,9006257A,4491,9,N,1189,TOTAL,210,45,52,71
LOS ANGELES,9006258A,4492,9,N,1181,POLLING PLACE,146,35,38,45
LOS ANGELES,9006258A,4492,9,N,0,VBM PORTION,97,16,29,30
LOS ANGELES,9006258A,4492,9,N,1181,TOTAL,243,51,67,75
LOS ANGELES,9006260A,4493,50,N,1219,POLLING PLACE,105,26,27,31
LOS ANGELES,9006260A,4493,50,N,0,VBM PORTION,127,22,35,40
LOS ANGELES,9006260A,4493,50,N,1219,TOTAL,232,48,62,71
LOS ANGELES,9006267A,4494,50,N,1229,POLLING PLACE,133,24,35,49
LOS ANGELES,9006267A,4494,50,N,0,VBM PORTION,158,37,32,47
LOS ANGELES,9006267A,4494,50,N,1229,TOTAL,291,61,67,96
LOS ANGELES,9006268A,4495,57,N,968,POLLING PLACE,53,8,13,21
LOS ANGELES,9006268A,4495,57,N,0,VBM PORTION,111,36,20,17
LOS ANGELES,9006268A,4495,57,N,968,TOTAL,164,44,33,38
LOS ANGELES,9006274A,4496,51,N,1230,POLLING PLACE,176,33,45,58
LOS ANGELES,9006274A,4496,51,N,0,VBM PORTION,125,29,23,46
LOS ANGELES,9006274A,4496,51,N,1230,TOTAL,301,62,68,104
LOS ANGELES,9006276B,4497,50,N,1106,POLLING PLACE,4,0,0,3
LOS ANGELES,9006276B,4497,50,N,0,VBM PORTION,3,0,0,0
LOS ANGELES,9006276B,4497,50,N,1106,TOTAL,7,0,0,3
LOS ANGELES,9006279A,4498,57,N,877,POLLING PLACE,106,18,20,44
LOS ANGELES,9006279A,4498,57,N,0,VBM PORTION,98,17,25,34
LOS ANGELES,9006279A,4498,57,N,877,TOTAL,204,35,45,78
LOS ANGELES,9006288A,4499,50,N,1243,POLLING PLACE,192,34,30,77
LOS ANGELES,9006288A,4499,50,N,0,VBM PORTION,157,24,31,65
LOS ANGELES,9006288A,4499,50,N,1243,TOTAL,349,58,61,142
LOS ANGELES,9006293A,4500,50,N,1254,POLLING PLACE,98,25,19,34
LOS ANGELES,9006293A,4500,50,N,0,VBM PORTION,81,14,19,24
LOS ANGELES,9006293A,4500,50,N,1254,TOTAL,179,39,38,58
LOS ANGELES,9006297A,4501,56,N,1364,POLLING PLACE,124,28,31,40
LOS ANGELES,9006297A,4501,56,N,0,VBM PORTION,118,24,31,33
LOS ANGELES,9006297A,4501,56,N,1364,TOTAL,242,52,62,73
LOS ANGELES,9006302A,4502,89,N,893,POLLING PLACE,82,18,13,41
LOS ANGELES,9006302A,4502,89,N,0,VBM PORTION,81,22,10,28
LOS ANGELES,9006302A,4502,89,N,893,TOTAL,163,40,23,69
LOS ANGELES,9006305A,4503,40,N,859,POLLING PLACE,40,8,10,19
LOS ANGELES,9006305A,4503,40,N,0,VBM PORTION,56,23,9,8
LOS ANGELES,9006305A,4503,40,N,859,TOTAL,96,31,19,27
LOS ANGELES,9006306C,4504,40,N,843,POLLING PLACE,62,21,7,17
LOS ANGELES,9006306C,4504,40,N,0,VBM PORTION,77,26,11,16
LOS ANGELES,9006306C,4504,40,N,843,TOTAL,139,47,18,33
LOS ANGELES,9006313A,4505,90,N,1006,POLLING PLACE,108,28,20,38
LOS ANGELES,9006313A,4505,90,N,0,VBM PORTION,118,35,24,30
