LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,LUIS J RODRIGUEZ,ALMA MARIE WINSTON,EDMUND G BROWN,JANEL H BUYCKS,ANDREW BLOUNT,RAKESH K CHRISTIAN,GLENN CHAMP,NEEL KASHKARI,TIM DONNELLY,"""BO"" B AMBROZEWICZ",AKINYEMI AGBEDE,RICHARD W AGUIRRE,ROBERT NEWMAN,CINDY L SHEEHAN,JOE LEICHT
LOS ANGELES,9002375A,4117,116,N,862,POLLING PLACE,58,1,0,45,0,0,0,0,4,4,0,2,0,0,1,1
LOS ANGELES,9002375A,4117,116,N,0,VBM PORTION,49,1,1,31,0,0,1,0,6,4,0,0,0,1,2,0
LOS ANGELES,9002375A,4117,116,N,862,TOTAL,107,2,1,76,0,0,1,0,10,8,0,2,0,1,3,1
LOS ANGELES,9002377A,4118,114,N,1232,POLLING PLACE,117,3,0,83,0,0,0,1,9,6,1,4,1,1,4,0
LOS ANGELES,9002377A,4118,114,N,0,VBM PORTION,101,6,1,69,0,1,1,1,5,8,0,2,0,2,4,0
LOS ANGELES,9002377A,4118,114,N,1232,TOTAL,218,9,1,152,0,1,1,2,14,14,1,6,1,3,8,0
LOS ANGELES,9002381A,4119,13,N,571,POLLING PLACE,74,0,1,28,1,0,0,0,27,14,0,0,0,0,0,0
LOS ANGELES,9002381A,4119,13,N,0,VBM PORTION,77,0,1,34,0,0,0,0,19,18,0,0,0,0,1,0
LOS ANGELES,9002381A,4119,13,N,571,TOTAL,151,0,2,62,1,0,0,0,46,32,0,0,0,0,1,0
LOS ANGELES,9002388A,4120,154,N,864,POLLING PLACE,76,0,0,57,0,0,0,1,7,3,0,0,0,0,6,0
LOS ANGELES,9002388A,4120,154,N,0,VBM PORTION,46,2,0,31,0,1,0,1,1,1,0,0,0,0,3,0
LOS ANGELES,9002388A,4120,154,N,864,TOTAL,122,2,0,88,0,1,0,2,8,4,0,0,0,0,9,0
LOS ANGELES,9002389A,4121,154,N,748,POLLING PLACE,121,1,0,93,0,0,2,0,7,8,0,0,0,2,4,0
LOS ANGELES,9002389A,4121,154,N,0,VBM PORTION,74,0,2,52,0,1,0,0,13,3,0,0,0,1,0,0
LOS ANGELES,9002389A,4121,154,N,748,TOTAL,195,1,2,145,0,1,2,0,20,11,0,0,0,3,4,0
LOS ANGELES,9002392A,4122,155,N,883,POLLING PLACE,125,0,3,90,0,0,1,0,14,7,0,0,1,2,5,0
LOS ANGELES,9002392A,4122,155,N,0,VBM PORTION,78,0,1,64,0,0,0,0,9,2,0,0,0,0,0,1
LOS ANGELES,9002392A,4122,155,N,883,TOTAL,203,0,4,154,0,0,1,0,23,9,0,0,1,2,5,1
LOS ANGELES,9002393A,4123,154,N,777,POLLING PLACE,144,2,1,123,1,1,0,0,6,5,0,1,0,0,2,0
LOS ANGELES,9002393A,4123,154,N,0,VBM PORTION,97,0,3,77,0,0,0,0,7,3,1,0,0,0,4,0
LOS ANGELES,9002393A,4123,154,N,777,TOTAL,241,2,4,200,1,1,0,0,13,8,1,1,0,0,6,0
LOS ANGELES,9002394A,4124,110,N,1550,POLLING PLACE,103,5,0,79,0,0,0,1,6,4,0,0,1,0,1,1
LOS ANGELES,9002394A,4124,110,N,0,VBM PORTION,155,1,0,105,2,0,0,0,18,16,2,0,0,0,3,0
LOS ANGELES,9002394A,4124,110,N,1550,TOTAL,258,6,0,184,2,0,0,1,24,20,2,0,1,0,4,1
LOS ANGELES,9002395A,4125,110,N,733,POLLING PLACE,102,0,0,68,0,0,0,0,19,6,4,0,1,0,2,0
LOS ANGELES,9002395A,4125,110,N,0,VBM PORTION,63,0,1,41,1,0,0,0,13,1,1,1,0,0,0,0
LOS ANGELES,9002395A,4125,110,N,733,TOTAL,165,0,1,109,1,0,0,0,32,7,5,1,1,0,2,0
LOS ANGELES,9002397A,4126,157,N,1018,POLLING PLACE,137,1,0,113,1,0,0,0,7,5,0,3,0,0,4,1
LOS ANGELES,9002397A,4126,157,N,0,VBM PORTION,149,3,0,113,0,1,0,2,16,8,0,0,2,0,0,0
LOS ANGELES,9002397A,4126,157,N,1018,TOTAL,286,4,0,226,1,1,0,2,23,13,0,3,2,0,4,1
LOS ANGELES,9002398A,4127,19,N,942,POLLING PLACE,54,5,0,30,1,0,0,1,4,3,1,4,0,0,0,0
LOS ANGELES,9002398A,4127,19,N,0,VBM PORTION,43,1,0,28,0,2,0,0,5,3,0,1,0,1,0,0
LOS ANGELES,9002398A,4127,19,N,942,TOTAL,97,6,0,58,1,2,0,1,9,6,1,5,0,1,0,0
LOS ANGELES,9002401B,4128,157,N,1249,POLLING PLACE,138,4,3,99,0,0,0,1,17,7,1,2,0,0,2,0
LOS ANGELES,9002401B,4128,157,N,0,VBM PORTION,71,1,0,49,0,2,0,1,3,5,0,1,4,0,1,1
LOS ANGELES,9002401B,4128,157,N,1249,TOTAL,209,5,3,148,0,2,0,2,20,12,1,3,4,0,3,1
LOS ANGELES,9002405A,4129,110,N,704,POLLING PLACE,69,2,0,40,0,0,0,0,12,6,0,4,0,2,2,0
LOS ANGELES,9002405A,4129,110,N,0,VBM PORTION,35,0,0,17,0,0,0,0,14,3,0,1,0,0,0,0
LOS ANGELES,9002405A,4129,110,N,704,TOTAL,104,2,0,57,0,0,0,0,26,9,0,5,0,2,2,0
LOS ANGELES,9002409A,4130,157,N,990,POLLING PLACE,142,0,0,100,1,0,0,0,23,10,0,1,0,0,2,0
LOS ANGELES,9002409A,4130,157,N,0,VBM PORTION,106,0,2,69,1,0,0,1,18,9,0,0,1,0,0,0
LOS ANGELES,9002409A,4130,157,N,990,TOTAL,248,0,2,169,2,0,0,1,41,19,0,1,1,0,2,0
LOS ANGELES,9002415A,4131,155,N,800,POLLING PLACE,97,1,1,52,0,1,0,1,27,9,0,0,0,0,0,0
LOS ANGELES,9002415A,4131,155,N,0,VBM PORTION,76,1,1,36,0,3,0,0,25,7,0,0,1,0,0,0
LOS ANGELES,9002415A,4131,155,N,800,TOTAL,173,2,2,88,0,4,0,1,52,16,0,0,1,0,0,0
LOS ANGELES,9002417A,4132,158,N,786,POLLING PLACE,141,3,3,81,0,0,0,3,34,11,0,0,0,2,1,0
LOS ANGELES,9002417A,4132,158,N,0,VBM PORTION,85,1,0,45,0,6,0,1,17,8,0,0,4,0,1,0
LOS ANGELES,9002417A,4132,158,N,786,TOTAL,226,4,3,126,0,6,0,4,51,19,0,0,4,2,2,0
LOS ANGELES,9002418A,4133,158,N,990,POLLING PLACE,78,0,0,44,0,1,0,1,18,9,1,0,0,0,1,0
LOS ANGELES,9002418A,4133,158,N,0,VBM PORTION,106,0,3,53,1,4,1,0,32,6,0,0,0,0,0,0
LOS ANGELES,9002418A,4133,158,N,990,TOTAL,184,0,3,97,1,5,1,1,50,15,1,0,0,0,1,0
LOS ANGELES,9002421A,4134,158,N,1329,POLLING PLACE,158,0,1,84,1,2,0,0,50,15,0,0,0,0,0,0
LOS ANGELES,9002421A,4134,158,N,0,VBM PORTION,117,0,3,61,0,0,0,0,32,10,1,0,1,1,2,1
LOS ANGELES,9002421A,4134,158,N,1329,TOTAL,275,0,4,145,1,2,0,0,82,25,1,0,1,1,2,1
LOS ANGELES,9002424A,4135,158,N,928,POLLING PLACE,72,1,0,41,0,1,0,3,13,10,0,0,0,0,2,0
LOS ANGELES,9002424A,4135,158,N,0,VBM PORTION,68,3,2,40,0,3,0,0,7,8,1,0,0,1,3,0
LOS ANGELES,9002424A,4135,158,N,928,TOTAL,140,4,2,81,0,4,0,3,20,18,1,0,0,1,5,0
LOS ANGELES,9002425A,4136,186,N,1351,POLLING PLACE,72,1,0,32,0,0,1,1,21,9,0,4,1,1,1,0
LOS ANGELES,9002425A,4136,186,N,0,VBM PORTION,107,1,0,48,0,6,0,4,22,16,0,1,0,1,3,0
LOS ANGELES,9002425A,4136,186,N,1351,TOTAL,179,2,0,80,0,6,1,5,43,25,0,5,1,2,4,0
LOS ANGELES,9002429A,4137,158,N,1202,POLLING PLACE,159,1,4,102,0,1,0,1,32,15,0,0,0,0,0,1
LOS ANGELES,9002429A,4137,158,N,0,VBM PORTION,140,1,4,84,1,0,0,6,24,17,1,0,0,0,0,0
LOS ANGELES,9002429A,4137,158,N,1202,TOTAL,299,2,8,186,1,1,0,7,56,32,1,0,0,0,0,1
LOS ANGELES,9002430A,4138,158,N,1044,POLLING PLACE,20,0,0,17,0,0,0,0,2,1,0,0,0,0,0,0
LOS ANGELES,9002430A,4138,158,N,0,VBM PORTION,11,0,0,8,0,0,0,0,0,2,0,0,0,0,0,1
LOS ANGELES,9002430A,4138,158,N,1044,TOTAL,31,0,0,25,0,0,0,0,2,3,0,0,0,0,0,1
LOS ANGELES,9002432A,4139,158,N,916,POLLING PLACE,194,2,2,104,1,1,0,3,52,22,0,0,0,1,2,0
LOS ANGELES,9002432A,4139,158,N,0,VBM PORTION,88,0,1,56,0,1,0,5,19,3,0,0,2,0,1,0
LOS ANGELES,9002432A,4139,158,N,916,TOTAL,282,2,3,160,1,2,0,8,71,25,0,0,2,1,3,0
LOS ANGELES,9002433A,4140,158,N,1138,POLLING PLACE,183,1,2,108,0,3,0,2,44,16,0,1,0,0,0,0
LOS ANGELES,9002433A,4140,158,N,0,VBM PORTION,154,1,1,84,0,6,0,2,38,18,0,0,0,2,0,0
LOS ANGELES,9002433A,4140,158,N,1138,TOTAL,337,2,3,192,0,9,0,4,82,34,0,1,0,2,0,0
LOS ANGELES,9002438C,4141,158,N,972,POLLING PLACE,163,1,3,91,0,0,0,3,44,18,1,0,0,0,0,0
LOS ANGELES,9002438C,4141,158,N,0,VBM PORTION,134,0,0,79,0,2,0,3,32,14,0,1,0,0,1,0
LOS ANGELES,9002438C,4141,158,N,972,TOTAL,297,1,3,170,0,2,0,6,76,32,1,1,0,0,1,0
LOS ANGELES,9002444A,4142,158,N,957,POLLING PLACE,170,0,1,98,1,0,0,3,35,27,0,0,0,1,1,0
LOS ANGELES,9002444A,4142,158,N,0,VBM PORTION,91,0,3,43,0,1,0,1,23,9,0,0,1,0,0,1
LOS ANGELES,9002444A,4142,158,N,957,TOTAL,261,0,4,141,1,1,0,4,58,36,0,0,1,1,1,1
LOS ANGELES,9002451A,4143,148,N,1282,POLLING PLACE,51,2,0,38,0,0,0,1,2,0,0,0,0,2,2,0
LOS ANGELES,9002451A,4143,148,N,0,VBM PORTION,69,2,0,46,0,0,1,0,0,4,0,2,1,1,0,0
LOS ANGELES,9002451A,4143,148,N,1282,TOTAL,120,4,0,84,0,0,1,1,2,4,0,2,1,3,2,0
LOS ANGELES,9002452A,6192,181,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002452A,6192,181,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002452A,6192,181,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002454A,4144,148,N,1182,POLLING PLACE,58,3,1,47,0,0,0,0,0,0,0,1,0,0,1,0
LOS ANGELES,9002454A,4144,148,N,0,VBM PORTION,38,3,1,24,0,1,0,0,0,1,0,0,0,3,3,0
LOS ANGELES,9002454A,4144,148,N,1182,TOTAL,96,6,2,71,0,1,0,0,0,1,0,1,0,3,4,0
LOS ANGELES,9002456A,4145,148,N,897,POLLING PLACE,55,3,1,42,2,1,0,0,1,1,0,0,0,1,1,0
LOS ANGELES,9002456A,4145,148,N,0,VBM PORTION,36,0,0,33,0,0,0,0,0,2,0,0,1,0,0,0
LOS ANGELES,9002456A,4145,148,N,897,TOTAL,91,3,1,75,2,1,0,0,1,3,0,0,1,1,1,0
LOS ANGELES,9002459A,4146,148,N,1143,POLLING PLACE,69,1,0,56,0,0,0,2,2,1,0,2,1,0,1,1
LOS ANGELES,9002459A,4146,148,N,0,VBM PORTION,43,1,0,38,0,0,0,0,3,1,0,0,0,0,0,0
LOS ANGELES,9002459A,4146,148,N,1143,TOTAL,112,2,0,94,0,0,0,2,5,2,0,2,1,0,1,1
LOS ANGELES,9002461A,4147,148,N,907,POLLING PLACE,69,1,1,59,1,0,0,0,0,0,0,5,0,0,1,0
LOS ANGELES,9002461A,4147,148,N,0,VBM PORTION,40,0,3,32,0,0,0,0,1,1,0,0,0,0,0,0
LOS ANGELES,9002461A,4147,148,N,907,TOTAL,109,1,4,91,1,0,0,0,1,1,0,5,0,0,1,0
LOS ANGELES,9002464A,6193,92,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002464A,6193,92,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002464A,6193,92,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002465A,4148,148,N,1191,POLLING PLACE,80,6,3,63,0,0,0,0,2,2,0,1,0,1,0,0
LOS ANGELES,9002465A,4148,148,N,0,VBM PORTION,69,0,0,53,2,1,0,0,0,0,0,5,0,0,0,0
LOS ANGELES,9002465A,4148,148,N,1191,TOTAL,149,6,3,116,2,1,0,0,2,2,0,6,0,1,0,0
LOS ANGELES,9002466A,4149,148,N,878,POLLING PLACE,29,2,0,25,0,0,0,0,0,1,0,0,0,0,0,0
LOS ANGELES,9002466A,4149,148,N,0,VBM PORTION,41,2,0,34,1,0,0,0,0,0,0,1,0,1,0,0
LOS ANGELES,9002466A,4149,148,N,878,TOTAL,70,4,0,59,1,0,0,0,0,1,0,1,0,1,0,0
LOS ANGELES,9002471A,4150,148,N,1099,POLLING PLACE,31,1,0,26,0,0,0,0,0,0,0,1,0,0,1,0
LOS ANGELES,9002471A,4150,148,N,0,VBM PORTION,43,0,0,36,1,0,0,0,1,0,0,1,0,0,1,0
LOS ANGELES,9002471A,4150,148,N,1099,TOTAL,74,1,0,62,1,0,0,0,1,0,0,2,0,0,2,0
LOS ANGELES,9002472B,4151,148,N,1142,POLLING PLACE,60,1,0,49,0,0,0,0,5,0,0,0,0,0,2,0
LOS ANGELES,9002472B,4151,148,N,0,VBM PORTION,57,4,0,39,3,2,0,0,1,0,0,3,1,1,1,0
LOS ANGELES,9002472B,4151,148,N,1142,TOTAL,117,5,0,88,3,2,0,0,6,0,0,3,1,1,3,0
LOS ANGELES,9002475A,6194,40,Y,246,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002475A,6194,40,Y,0,VBM PORTION,48,0,0,41,0,1,0,0,1,1,0,0,0,0,1,1
LOS ANGELES,9002475A,6194,40,Y,246,TOTAL,48,0,0,41,0,1,0,0,1,1,0,0,0,0,1,1
LOS ANGELES,9002476A,4152,40,N,384,POLLING PLACE,53,2,0,39,0,1,0,1,1,4,0,0,0,1,1,1
LOS ANGELES,9002476A,4152,40,N,0,VBM PORTION,23,2,0,14,0,0,0,0,2,3,0,0,0,0,1,1
LOS ANGELES,9002476A,4152,40,N,384,TOTAL,76,4,0,53,0,1,0,1,3,7,0,0,0,1,2,2
LOS ANGELES,9002477A,4153,148,N,1020,POLLING PLACE,90,1,1,68,0,0,1,0,1,5,0,3,0,0,5,2
LOS ANGELES,9002477A,4153,148,N,0,VBM PORTION,45,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002477A,4153,148,N,1020,TOTAL,135,1,1,109,0,0,1,0,1,5,0,3,0,0,5,2
LOS ANGELES,9002481A,4154,148,N,918,POLLING PLACE,79,8,0,57,1,1,0,0,1,2,0,3,1,1,3,0
LOS ANGELES,9002481A,4154,148,N,0,VBM PORTION,27,0,0,24,0,0,0,0,2,0,0,1,0,0,0,0
LOS ANGELES,9002481A,4154,148,N,918,TOTAL,106,8,0,81,1,1,0,0,3,2,0,4,1,1,3,0
LOS ANGELES,9002482A,4155,148,N,889,POLLING PLACE,54,1,0,46,0,0,0,0,1,3,0,0,0,0,1,0
LOS ANGELES,9002482A,4155,148,N,0,VBM PORTION,49,0,0,47,0,0,0,0,0,0,0,0,1,0,0,0
LOS ANGELES,9002482A,4155,148,N,889,TOTAL,103,1,0,93,0,0,0,0,1,3,0,0,1,0,1,0
LOS ANGELES,9002484B,4156,148,N,873,POLLING PLACE,59,4,0,46,0,0,0,0,0,1,1,3,0,1,1,1
LOS ANGELES,9002484B,4156,148,N,0,VBM PORTION,45,0,0,37,0,0,0,0,3,1,0,1,0,0,0,0
LOS ANGELES,9002484B,4156,148,N,873,TOTAL,104,4,0,83,0,0,0,0,3,2,1,4,0,1,1,1
LOS ANGELES,9002485A,4157,148,N,1007,POLLING PLACE,51,3,1,38,0,1,0,1,0,1,0,1,0,0,0,1
LOS ANGELES,9002485A,4157,148,N,0,VBM PORTION,26,2,0,20,0,0,0,0,0,1,0,1,0,0,0,0
LOS ANGELES,9002485A,4157,148,N,1007,TOTAL,77,5,1,58,0,1,0,1,0,2,0,2,0,0,0,1
LOS ANGELES,9002485C,4158,148,N,583,POLLING PLACE,26,0,0,20,0,0,0,1,1,0,0,2,0,0,0,0
LOS ANGELES,9002485C,4158,148,N,0,VBM PORTION,11,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0
LOS ANGELES,9002485C,4158,148,N,583,TOTAL,37,0,0,29,0,0,0,1,1,0,0,2,0,0,1,0
LOS ANGELES,9002489A,4159,148,N,901,POLLING PLACE,93,0,0,79,1,2,0,0,1,1,0,0,0,0,4,0
LOS ANGELES,9002489A,4159,148,N,0,VBM PORTION,36,0,2,28,1,0,0,0,1,1,0,1,0,1,0,0
LOS ANGELES,9002489A,4159,148,N,901,TOTAL,129,0,2,107,2,2,0,0,2,2,0,1,0,1,4,0
LOS ANGELES,9002490A,6195,47,Y,15,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002490A,6195,47,Y,0,VBM PORTION,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
LOS ANGELES,9002490A,6195,47,Y,15,TOTAL,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
LOS ANGELES,9002491A,4160,151,N,730,POLLING PLACE,32,1,0,23,1,0,1,0,1,0,0,1,0,0,1,0
LOS ANGELES,9002491A,4160,151,N,0,VBM PORTION,18,0,0,14,1,0,0,0,0,1,0,0,0,0,1,0
LOS ANGELES,9002491A,4160,151,N,730,TOTAL,50,1,0,37,2,0,1,0,1,1,0,1,0,0,2,0
LOS ANGELES,9002492A,4161,148,N,1142,POLLING PLACE,146,2,2,109,3,1,0,3,3,1,1,7,0,1,3,0
LOS ANGELES,9002492A,4161,148,N,0,VBM PORTION,68,0,1,56,0,0,0,0,2,1,0,1,0,1,1,0
LOS ANGELES,9002492A,4161,148,N,1142,TOTAL,214,2,3,165,3,1,0,3,5,2,1,8,0,2,4,0
LOS ANGELES,9002494A,4162,174,N,1118,POLLING PLACE,57,2,0,44,0,0,1,0,1,1,0,5,0,1,0,0
LOS ANGELES,9002494A,4162,174,N,0,VBM PORTION,30,0,0,23,1,0,0,0,1,0,0,4,0,1,0,0
LOS ANGELES,9002494A,4162,174,N,1118,TOTAL,87,2,0,67,1,0,1,0,2,1,0,9,0,2,0,0
LOS ANGELES,9002496A,4163,174,N,1063,POLLING PLACE,83,1,0,71,4,0,0,2,2,0,0,1,1,0,0,0
LOS ANGELES,9002496A,4163,174,N,0,VBM PORTION,72,2,1,52,1,0,0,1,0,0,0,5,0,4,1,0
LOS ANGELES,9002496A,4163,174,N,1063,TOTAL,155,3,1,123,5,0,0,3,2,0,0,6,1,4,1,0
LOS ANGELES,9002496B,4164,174,N,781,POLLING PLACE,61,0,0,43,1,1,0,0,3,2,0,3,3,0,0,0
LOS ANGELES,9002496B,4164,174,N,0,VBM PORTION,39,0,0,31,0,0,1,0,1,0,0,2,0,0,1,0
LOS ANGELES,9002496B,4164,174,N,781,TOTAL,100,0,0,74,1,1,1,0,4,2,0,5,3,0,1,0
LOS ANGELES,9002497A,4165,151,N,696,POLLING PLACE,94,0,2,72,3,0,0,0,2,1,0,4,0,2,0,0
LOS ANGELES,9002497A,4165,151,N,0,VBM PORTION,63,0,0,55,1,0,0,0,1,1,0,2,0,0,0,0
LOS ANGELES,9002497A,4165,151,N,696,TOTAL,157,0,2,127,4,0,0,0,3,2,0,6,0,2,0,0
LOS ANGELES,9002499A,4166,151,N,1055,POLLING PLACE,153,3,1,124,1,1,0,0,2,1,0,2,1,1,2,0
LOS ANGELES,9002499A,4166,151,N,0,VBM PORTION,93,0,4,78,0,0,0,0,0,1,0,1,0,0,0,0
LOS ANGELES,9002499A,4166,151,N,1055,TOTAL,246,3,5,202,1,1,0,0,2,2,0,3,1,1,2,0
LOS ANGELES,9002500A,4167,151,N,876,POLLING PLACE,101,2,0,88,1,0,0,0,2,1,1,0,0,0,0,0
LOS ANGELES,9002500A,4167,151,N,0,VBM PORTION,67,0,1,56,0,0,0,0,2,2,0,0,0,2,1,0
LOS ANGELES,9002500A,4167,151,N,876,TOTAL,168,2,1,144,1,0,0,0,4,3,1,0,0,2,1,0
LOS ANGELES,9002502A,4168,161,N,1108,POLLING PLACE,138,0,0,124,0,0,0,0,1,3,0,5,0,0,0,0
LOS ANGELES,9002502A,4168,161,N,0,VBM PORTION,76,0,0,69,0,0,0,0,1,0,0,4,0,0,0,0
LOS ANGELES,9002502A,4168,161,N,1108,TOTAL,214,0,0,193,0,0,0,0,2,3,0,9,0,0,0,0
LOS ANGELES,9002503A,4169,151,N,1106,POLLING PLACE,120,0,0,99,3,1,0,1,1,1,0,3,0,0,5,1
LOS ANGELES,9002503A,4169,151,N,0,VBM PORTION,78,0,0,63,0,0,0,0,2,1,0,3,1,2,1,1
LOS ANGELES,9002503A,4169,151,N,1106,TOTAL,198,0,0,162,3,1,0,1,3,2,0,6,1,2,6,2
LOS ANGELES,9002504A,4170,161,N,1151,POLLING PLACE,124,1,3,100,0,0,4,2,1,0,0,5,0,0,2,0
LOS ANGELES,9002504A,4170,161,N,0,VBM PORTION,72,0,1,61,0,0,0,0,1,0,0,2,0,0,0,0
LOS ANGELES,9002504A,4170,161,N,1151,TOTAL,196,1,4,161,0,0,4,2,2,0,0,7,0,0,2,0
LOS ANGELES,9002507A,4171,161,N,884,POLLING PLACE,127,0,1,117,1,0,0,0,0,1,0,1,0,0,0,0
LOS ANGELES,9002507A,4171,161,N,0,VBM PORTION,61,0,2,55,0,0,0,0,3,0,0,0,0,0,0,0
LOS ANGELES,9002507A,4171,161,N,884,TOTAL,188,0,3,172,1,0,0,0,3,1,0,1,0,0,0,0
LOS ANGELES,9002509A,4172,9,N,849,POLLING PLACE,73,1,0,35,0,0,0,0,23,12,0,1,0,0,1,0
LOS ANGELES,9002509A,4172,9,N,0,VBM PORTION,75,0,0,34,0,0,3,0,22,9,0,1,0,2,1,2
LOS ANGELES,9002509A,4172,9,N,849,TOTAL,148,1,0,69,0,0,3,0,45,21,0,2,0,2,2,2
LOS ANGELES,9002510A,4173,174,N,1178,POLLING PLACE,111,2,2,85,2,0,0,2,2,2,1,5,0,0,2,0
LOS ANGELES,9002510A,4173,174,N,0,VBM PORTION,63,1,0,51,1,0,0,0,2,1,0,2,0,2,0,1
LOS ANGELES,9002510A,4173,174,N,1178,TOTAL,174,3,2,136,3,0,0,2,4,3,1,7,0,2,2,1
LOS ANGELES,9002520A,4174,173,N,1199,POLLING PLACE,56,0,0,35,2,0,0,2,3,1,0,6,2,0,0,3
LOS ANGELES,9002520A,4174,173,N,0,VBM PORTION,44,0,0,36,0,0,0,0,1,0,0,2,0,0,0,0
LOS ANGELES,9002520A,4174,173,N,1199,TOTAL,100,0,0,71,2,0,0,2,4,1,0,8,2,0,0,3
LOS ANGELES,9002521A,4175,150,N,1237,POLLING PLACE,82,4,2,60,0,0,0,0,1,1,0,2,0,1,5,1
LOS ANGELES,9002521A,4175,150,N,0,VBM PORTION,45,2,0,35,0,1,0,0,0,1,0,1,0,1,0,0
LOS ANGELES,9002521A,4175,150,N,1237,TOTAL,127,6,2,95,0,1,0,0,1,2,0,3,0,2,5,1
LOS ANGELES,9002523A,4176,150,N,1038,POLLING PLACE,62,2,0,45,1,1,0,0,0,1,0,3,0,1,4,1
LOS ANGELES,9002523A,4176,150,N,0,VBM PORTION,36,0,0,32,1,0,0,0,0,1,0,1,0,0,0,0
LOS ANGELES,9002523A,4176,150,N,1038,TOTAL,98,2,0,77,2,1,0,0,0,2,0,4,0,1,4,1
LOS ANGELES,9002525A,4177,150,N,973,POLLING PLACE,65,2,1,46,0,0,0,0,0,1,0,5,0,2,1,0
LOS ANGELES,9002525A,4177,150,N,0,VBM PORTION,33,0,1,26,0,0,0,0,0,0,0,0,0,2,0,0
LOS ANGELES,9002525A,4177,150,N,973,TOTAL,98,2,2,72,0,0,0,0,0,1,0,5,0,4,1,0
LOS ANGELES,9002527A,6196,62,Y,91,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002527A,6196,62,Y,0,VBM PORTION,9,0,0,5,0,0,0,0,1,1,0,0,0,0,1,0
LOS ANGELES,9002527A,6196,62,Y,91,TOTAL,9,0,0,5,0,0,0,0,1,1,0,0,0,0,1,0
LOS ANGELES,9002529A,4178,173,N,1165,POLLING PLACE,62,0,0,52,0,0,0,0,1,0,0,3,0,0,0,0
LOS ANGELES,9002529A,4178,173,N,0,VBM PORTION,45,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002529A,4178,173,N,1165,TOTAL,107,0,0,95,1,0,0,0,1,0,0,3,0,0,0,0
LOS ANGELES,9002531A,4179,173,N,788,POLLING PLACE,45,3,0,31,2,0,0,0,1,1,0,3,0,0,0,0
LOS ANGELES,9002531A,4179,173,N,0,VBM PORTION,24,1,0,16,0,1,0,0,0,2,0,3,0,0,0,0
LOS ANGELES,9002531A,4179,173,N,788,TOTAL,69,4,0,47,2,1,0,0,1,3,0,6,0,0,0,0
LOS ANGELES,9002533A,4180,43,N,1011,POLLING PLACE,72,0,0,60,0,1,1,1,5,2,0,0,0,0,1,0
LOS ANGELES,9002533A,4180,43,N,0,VBM PORTION,84,0,1,56,0,2,0,0,11,3,2,0,1,0,1,0
LOS ANGELES,9002533A,4180,43,N,1011,TOTAL,156,0,1,116,0,3,1,1,16,5,2,0,1,0,2,0
LOS ANGELES,9002534A,4181,178,N,1184,POLLING PLACE,52,0,1,37,0,0,1,0,0,1,0,0,0,0,1,0
LOS ANGELES,9002534A,4181,178,N,0,VBM PORTION,30,0,0,25,0,0,0,1,1,0,0,1,2,0,0,0
LOS ANGELES,9002534A,4181,178,N,1184,TOTAL,82,0,1,62,0,0,1,1,1,1,0,1,2,0,1,0
LOS ANGELES,9002534C,4182,178,N,1221,POLLING PLACE,30,0,0,24,0,0,1,0,0,0,1,2,0,0,0,0
LOS ANGELES,9002534C,4182,178,N,0,VBM PORTION,20,1,0,12,0,0,1,0,2,1,0,2,0,0,0,0
LOS ANGELES,9002534C,4182,178,N,1221,TOTAL,50,1,0,36,0,0,2,0,2,1,1,4,0,0,0,0
LOS ANGELES,9002536A,6197,8,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002536A,6197,8,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002536A,6197,8,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002537A,4183,178,N,1111,POLLING PLACE,31,4,0,16,0,1,0,0,0,2,0,4,0,1,1,0
