LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,SHANNON L KNIGHT,DEBRA L LOSNICK
LOS ANGELES,9003458D,4319,190,N,1218,POLLING PLACE,76,40,26
LOS ANGELES,9003458D,4319,190,N,0,VBM PORTION,63,23,29
LOS ANGELES,9003458D,4319,190,N,1218,TOTAL,139,63,55
LOS ANGELES,9003465A,4320,56,N,449,POLLING PLACE,42,21,11
LOS ANGELES,9003465A,4320,56,N,0,VBM PORTION,79,27,18
LOS ANGELES,9003465A,4320,56,N,449,TOTAL,121,48,29
LOS ANGELES,9003466A,4321,14,N,587,POLLING PLACE,65,39,15
LOS ANGELES,9003466A,4321,14,N,0,VBM PORTION,95,48,27
LOS ANGELES,9003466A,4321,14,N,587,TOTAL,160,87,42
LOS ANGELES,9003468A,4322,82,N,483,POLLING PLACE,73,22,34
LOS ANGELES,9003468A,4322,82,N,0,VBM PORTION,81,23,30
LOS ANGELES,9003468A,4322,82,N,483,TOTAL,154,45,64
LOS ANGELES,9003518A,4323,90,N,1097,POLLING PLACE,68,29,27
LOS ANGELES,9003518A,4323,90,N,0,VBM PORTION,51,24,20
LOS ANGELES,9003518A,4323,90,N,1097,TOTAL,119,53,47
LOS ANGELES,9003520B,4324,41,N,1158,POLLING PLACE,86,41,33
LOS ANGELES,9003520B,4324,41,N,0,VBM PORTION,76,28,27
LOS ANGELES,9003520B,4324,41,N,1158,TOTAL,162,69,60
LOS ANGELES,9003552A,4325,108,N,1004,POLLING PLACE,28,7,7
LOS ANGELES,9003552A,4325,108,N,0,VBM PORTION,18,9,5
LOS ANGELES,9003552A,4325,108,N,1004,TOTAL,46,16,12
LOS ANGELES,9003600A,4326,56,N,1165,POLLING PLACE,141,83,29
LOS ANGELES,9003600A,4326,56,N,0,VBM PORTION,128,74,35
LOS ANGELES,9003600A,4326,56,N,1165,TOTAL,269,157,64
LOS ANGELES,9003606A,4327,15,N,1057,POLLING PLACE,116,60,33
LOS ANGELES,9003606A,4327,15,N,0,VBM PORTION,101,55,28
LOS ANGELES,9003606A,4327,15,N,1057,TOTAL,217,115,61
LOS ANGELES,9003613A,4328,18,N,962,POLLING PLACE,97,52,26
LOS ANGELES,9003613A,4328,18,N,0,VBM PORTION,123,59,34
LOS ANGELES,9003613A,4328,18,N,962,TOTAL,220,111,60
LOS ANGELES,9003614A,4329,18,N,1233,POLLING PLACE,161,89,43
LOS ANGELES,9003614A,4329,18,N,0,VBM PORTION,118,69,24
LOS ANGELES,9003614A,4329,18,N,1233,TOTAL,279,158,67
LOS ANGELES,9003626A,4330,50,N,1393,POLLING PLACE,154,89,39
LOS ANGELES,9003626A,4330,50,N,0,VBM PORTION,158,84,40
LOS ANGELES,9003626A,4330,50,N,1393,TOTAL,312,173,79
LOS ANGELES,9003663A,4331,178,N,1039,POLLING PLACE,80,50,21
LOS ANGELES,9003663A,4331,178,N,0,VBM PORTION,48,23,10
LOS ANGELES,9003663A,4331,178,N,1039,TOTAL,128,73,31
LOS ANGELES,9003674E,4332,116,N,955,POLLING PLACE,38,23,11
LOS ANGELES,9003674E,4332,116,N,0,VBM PORTION,51,18,24
LOS ANGELES,9003674E,4332,116,N,955,TOTAL,89,41,35
LOS ANGELES,9003681A,4333,56,N,1274,POLLING PLACE,81,44,24
LOS ANGELES,9003681A,4333,56,N,0,VBM PORTION,145,62,51
LOS ANGELES,9003681A,4333,56,N,1274,TOTAL,226,106,75
LOS ANGELES,9003683A,4334,56,N,1412,POLLING PLACE,120,46,48
LOS ANGELES,9003683A,4334,56,N,0,VBM PORTION,157,60,50
LOS ANGELES,9003683A,4334,56,N,1412,TOTAL,277,106,98
LOS ANGELES,9003742A,4335,178,N,892,POLLING PLACE,36,20,14
LOS ANGELES,9003742A,4335,178,N,0,VBM PORTION,19,6,8
LOS ANGELES,9003742A,4335,178,N,892,TOTAL,55,26,22
LOS ANGELES,9003763A,4336,103,N,1095,POLLING PLACE,47,18,17
LOS ANGELES,9003763A,4336,103,N,0,VBM PORTION,122,53,35
LOS ANGELES,9003763A,4336,103,N,1095,TOTAL,169,71,52
LOS ANGELES,9003814A,4337,41,N,909,POLLING PLACE,53,23,23
LOS ANGELES,9003814A,4337,41,N,0,VBM PORTION,58,24,25
LOS ANGELES,9003814A,4337,41,N,909,TOTAL,111,47,48
LOS ANGELES,9003866A,4338,174,N,1050,POLLING PLACE,80,56,11
LOS ANGELES,9003866A,4338,174,N,0,VBM PORTION,48,31,10
LOS ANGELES,9003866A,4338,174,N,1050,TOTAL,128,87,21
LOS ANGELES,9003886A,4339,105,N,604,POLLING PLACE,16,2,9
LOS ANGELES,9003886A,4339,105,N,0,VBM PORTION,35,12,18
LOS ANGELES,9003886A,4339,105,N,604,TOTAL,51,14,27
LOS ANGELES,9003891C,4340,190,N,1104,POLLING PLACE,64,26,22
LOS ANGELES,9003891C,4340,190,N,0,VBM PORTION,74,37,19
LOS ANGELES,9003891C,4340,190,N,1104,TOTAL,138,63,41
LOS ANGELES,9003895A,4341,95,N,1319,POLLING PLACE,67,24,30
LOS ANGELES,9003895A,4341,95,N,0,VBM PORTION,65,25,29
LOS ANGELES,9003895A,4341,95,N,1319,TOTAL,132,49,59
LOS ANGELES,9003899A,4342,184,N,1449,POLLING PLACE,54,29,10
LOS ANGELES,9003899A,4342,184,N,0,VBM PORTION,131,71,30
LOS ANGELES,9003899A,4342,184,N,1449,TOTAL,185,100,40
LOS ANGELES,9003922A,4343,105,N,814,POLLING PLACE,13,10,1
LOS ANGELES,9003922A,4343,105,N,0,VBM PORTION,12,7,4
LOS ANGELES,9003922A,4343,105,N,814,TOTAL,25,17,5
LOS ANGELES,9003922B,4344,105,N,385,POLLING PLACE,10,8,1
LOS ANGELES,9003922B,4344,105,N,0,VBM PORTION,19,9,8
LOS ANGELES,9003922B,4344,105,N,385,TOTAL,29,17,9
LOS ANGELES,9003937B,4345,90,N,1033,POLLING PLACE,210,64,95
LOS ANGELES,9003937B,4345,90,N,0,VBM PORTION,117,38,37
LOS ANGELES,9003937B,4345,90,N,1033,TOTAL,327,102,132
LOS ANGELES,9003951B,4346,96,N,892,POLLING PLACE,54,16,18
LOS ANGELES,9003951B,4346,96,N,0,VBM PORTION,47,13,18
LOS ANGELES,9003951B,4346,96,N,892,TOTAL,101,29,36
LOS ANGELES,9003952A,4347,103,N,1041,POLLING PLACE,83,31,26
LOS ANGELES,9003952A,4347,103,N,0,VBM PORTION,48,22,13
LOS ANGELES,9003952A,4347,103,N,1041,TOTAL,131,53,39
LOS ANGELES,9003958A,4348,86,N,1264,POLLING PLACE,106,39,36
LOS ANGELES,9003958A,4348,86,N,0,VBM PORTION,117,41,38
LOS ANGELES,9003958A,4348,86,N,1264,TOTAL,223,80,74
LOS ANGELES,9003961A,4349,103,N,1110,POLLING PLACE,86,37,28
LOS ANGELES,9003961A,4349,103,N,0,VBM PORTION,52,25,18
LOS ANGELES,9003961A,4349,103,N,1110,TOTAL,138,62,46
LOS ANGELES,9003969C,4350,116,N,1055,POLLING PLACE,71,40,11
LOS ANGELES,9003969C,4350,116,N,0,VBM PORTION,29,15,7
LOS ANGELES,9003969C,4350,116,N,1055,TOTAL,100,55,18
LOS ANGELES,9003988A,4351,89,N,915,POLLING PLACE,77,27,30
LOS ANGELES,9003988A,4351,89,N,0,VBM PORTION,53,26,12
LOS ANGELES,9003988A,4351,89,N,915,TOTAL,130,53,42
LOS ANGELES,9004090A,4352,90,N,886,POLLING PLACE,60,14,33
LOS ANGELES,9004090A,4352,90,N,0,VBM PORTION,34,15,13
LOS ANGELES,9004090A,4352,90,N,886,TOTAL,94,29,46
LOS ANGELES,9004116A,4353,158,N,978,POLLING PLACE,95,44,37
LOS ANGELES,9004116A,4353,158,N,0,VBM PORTION,78,37,23
LOS ANGELES,9004116A,4353,158,N,978,TOTAL,173,81,60
LOS ANGELES,9004120B,4354,95,N,545,POLLING PLACE,35,19,5
LOS ANGELES,9004120B,4354,95,N,0,VBM PORTION,8,2,5
LOS ANGELES,9004120B,4354,95,N,545,TOTAL,43,21,10
LOS ANGELES,9004201A,4355,59,N,925,POLLING PLACE,55,27,14
LOS ANGELES,9004201A,4355,59,N,0,VBM PORTION,72,28,21
LOS ANGELES,9004201A,4355,59,N,925,TOTAL,127,55,35
LOS ANGELES,9004204A,4356,59,N,1182,POLLING PLACE,44,18,12
LOS ANGELES,9004204A,4356,59,N,0,VBM PORTION,57,28,21
LOS ANGELES,9004204A,4356,59,N,1182,TOTAL,101,46,33
LOS ANGELES,9004210A,4357,53,N,975,POLLING PLACE,117,50,44
LOS ANGELES,9004210A,4357,53,N,0,VBM PORTION,88,45,21
LOS ANGELES,9004210A,4357,53,N,975,TOTAL,205,95,65
LOS ANGELES,9004212A,4358,15,N,472,POLLING PLACE,88,39,25
LOS ANGELES,9004212A,4358,15,N,0,VBM PORTION,71,31,12
LOS ANGELES,9004212A,4358,15,N,472,TOTAL,159,70,37
LOS ANGELES,9004215A,4359,188,N,935,POLLING PLACE,113,53,36
LOS ANGELES,9004215A,4359,188,N,0,VBM PORTION,122,59,30
LOS ANGELES,9004215A,4359,188,N,935,TOTAL,235,112,66
LOS ANGELES,9004216A,4360,81,N,1189,POLLING PLACE,52,24,22
LOS ANGELES,9004216A,4360,81,N,0,VBM PORTION,58,30,15
LOS ANGELES,9004216A,4360,81,N,1189,TOTAL,110,54,37
LOS ANGELES,9004217A,4361,57,N,1159,POLLING PLACE,181,104,39
LOS ANGELES,9004217A,4361,57,N,0,VBM PORTION,133,57,38
LOS ANGELES,9004217A,4361,57,N,1159,TOTAL,314,161,77
LOS ANGELES,9004218A,4362,113,N,624,POLLING PLACE,87,18,37
LOS ANGELES,9004218A,4362,113,N,0,VBM PORTION,48,12,18
LOS ANGELES,9004218A,4362,113,N,624,TOTAL,135,30,55
LOS ANGELES,9004225A,4363,15,N,1194,POLLING PLACE,46,14,23
LOS ANGELES,9004225A,4363,15,N,0,VBM PORTION,67,34,18
LOS ANGELES,9004225A,4363,15,N,1194,TOTAL,113,48,41
LOS ANGELES,9004229A,4364,81,N,1010,POLLING PLACE,69,31,25
LOS ANGELES,9004229A,4364,81,N,0,VBM PORTION,60,18,28
LOS ANGELES,9004229A,4364,81,N,1010,TOTAL,129,49,53
LOS ANGELES,9004230A,4365,101,N,760,POLLING PLACE,83,17,43
LOS ANGELES,9004230A,4365,101,N,0,VBM PORTION,80,30,28
LOS ANGELES,9004230A,4365,101,N,760,TOTAL,163,47,71
LOS ANGELES,9004232A,4366,184,N,1372,POLLING PLACE,88,47,20
LOS ANGELES,9004232A,4366,184,N,0,VBM PORTION,89,37,36
LOS ANGELES,9004232A,4366,184,N,1372,TOTAL,177,84,56
LOS ANGELES,9004233B,4367,190,N,1328,POLLING PLACE,67,39,22
LOS ANGELES,9004233B,4367,190,N,0,VBM PORTION,56,35,17
LOS ANGELES,9004233B,4367,190,N,1328,TOTAL,123,74,39
LOS ANGELES,9004234A,4368,14,N,1263,POLLING PLACE,100,55,27
LOS ANGELES,9004234A,4368,14,N,0,VBM PORTION,142,61,40
LOS ANGELES,9004234A,4368,14,N,1263,TOTAL,242,116,67
LOS ANGELES,9004237A,4369,40,N,1167,POLLING PLACE,147,46,64
LOS ANGELES,9004237A,4369,40,N,0,VBM PORTION,124,46,50
LOS ANGELES,9004237A,4369,40,N,1167,TOTAL,271,92,114
LOS ANGELES,9004239A,4370,41,N,1230,POLLING PLACE,84,29,31
LOS ANGELES,9004239A,4370,41,N,0,VBM PORTION,107,38,47
LOS ANGELES,9004239A,4370,41,N,1230,TOTAL,191,67,78
LOS ANGELES,9004240A,4371,56,N,1507,POLLING PLACE,60,25,17
LOS ANGELES,9004240A,4371,56,N,0,VBM PORTION,146,68,44
LOS ANGELES,9004240A,4371,56,N,1507,TOTAL,206,93,61
LOS ANGELES,9004245A,4372,13,N,1187,POLLING PLACE,120,64,36
LOS ANGELES,9004245A,4372,13,N,0,VBM PORTION,131,46,35
LOS ANGELES,9004245A,4372,13,N,1187,TOTAL,251,110,71
LOS ANGELES,9005003A,4373,103,N,1097,POLLING PLACE,54,22,15
LOS ANGELES,9005003A,4373,103,N,0,VBM PORTION,128,31,40
LOS ANGELES,9005003A,4373,103,N,1097,TOTAL,182,53,55
LOS ANGELES,9005006A,4374,103,N,1078,POLLING PLACE,156,39,39
LOS ANGELES,9005006A,4374,103,N,0,VBM PORTION,130,42,42
LOS ANGELES,9005006A,4374,103,N,1078,TOTAL,286,81,81
LOS ANGELES,9005012A,4375,103,N,1187,POLLING PLACE,92,44,24
LOS ANGELES,9005012A,4375,103,N,0,VBM PORTION,86,32,27
LOS ANGELES,9005012A,4375,103,N,1187,TOTAL,178,76,51
LOS ANGELES,9005014A,4376,103,N,1304,POLLING PLACE,92,31,40
LOS ANGELES,9005014A,4376,103,N,0,VBM PORTION,93,35,31
LOS ANGELES,9005014A,4376,103,N,1304,TOTAL,185,66,71
LOS ANGELES,9005016A,4377,95,N,1470,POLLING PLACE,89,29,29
LOS ANGELES,9005016A,4377,95,N,0,VBM PORTION,176,65,46
LOS ANGELES,9005016A,4377,95,N,1470,TOTAL,265,94,75
LOS ANGELES,9005022A,4378,96,N,1434,POLLING PLACE,147,66,48
LOS ANGELES,9005022A,4378,96,N,0,VBM PORTION,146,44,52
LOS ANGELES,9005022A,4378,96,N,1434,TOTAL,293,110,100
LOS ANGELES,9005045A,4379,186,N,1387,POLLING PLACE,66,29,25
LOS ANGELES,9005045A,4379,186,N,0,VBM PORTION,61,28,27
LOS ANGELES,9005045A,4379,186,N,1387,TOTAL,127,57,52
LOS ANGELES,9005107A,4380,59,N,793,POLLING PLACE,58,31,15
LOS ANGELES,9005107A,4380,59,N,0,VBM PORTION,67,18,33
LOS ANGELES,9005107A,4380,59,N,793,TOTAL,125,49,48
LOS ANGELES,9005113B,6220,45,Y,2,POLLING PLACE,0,0,0
LOS ANGELES,9005113B,6220,45,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9005113B,6220,45,Y,2,TOTAL,0,0,0
LOS ANGELES,9005117A,4381,45,N,1327,POLLING PLACE,96,28,40
LOS ANGELES,9005117A,4381,45,N,0,VBM PORTION,118,56,31
LOS ANGELES,9005117A,4381,45,N,1327,TOTAL,214,84,71
LOS ANGELES,9005118D,4382,41,N,942,POLLING PLACE,70,32,23
LOS ANGELES,9005118D,4382,41,N,0,VBM PORTION,27,10,9
LOS ANGELES,9005118D,4382,41,N,942,TOTAL,97,42,32
LOS ANGELES,9005124A,4383,41,N,736,POLLING PLACE,58,21,20
LOS ANGELES,9005124A,4383,41,N,0,VBM PORTION,32,14,10
LOS ANGELES,9005124A,4383,41,N,736,TOTAL,90,35,30
LOS ANGELES,9005136A,4384,63,N,867,POLLING PLACE,81,33,25
LOS ANGELES,9005136A,4384,63,N,0,VBM PORTION,72,30,26
LOS ANGELES,9005136A,4384,63,N,867,TOTAL,153,63,51
LOS ANGELES,9005139A,4385,63,N,1312,POLLING PLACE,110,48,37
LOS ANGELES,9005139A,4385,63,N,0,VBM PORTION,79,29,36
LOS ANGELES,9005139A,4385,63,N,1312,TOTAL,189,77,73
LOS ANGELES,9005140A,4386,62,N,1158,POLLING PLACE,124,48,47
LOS ANGELES,9005140A,4386,62,N,0,VBM PORTION,91,36,30
LOS ANGELES,9005140A,4386,62,N,1158,TOTAL,215,84,77
LOS ANGELES,9005142A,4387,63,N,1238,POLLING PLACE,145,65,42
LOS ANGELES,9005142A,4387,63,N,0,VBM PORTION,101,38,36
LOS ANGELES,9005142A,4387,63,N,1238,TOTAL,246,103,78
LOS ANGELES,9005145A,4388,63,N,1159,POLLING PLACE,98,39,41
LOS ANGELES,9005145A,4388,63,N,0,VBM PORTION,116,53,29
LOS ANGELES,9005145A,4388,63,N,1159,TOTAL,214,92,70
LOS ANGELES,9005147A,4389,62,N,1212,POLLING PLACE,71,24,36
LOS ANGELES,9005147A,4389,62,N,0,VBM PORTION,47,15,24
LOS ANGELES,9005147A,4389,62,N,1212,TOTAL,118,39,60
LOS ANGELES,9005151B,4390,62,N,934,POLLING PLACE,120,56,38
LOS ANGELES,9005151B,4390,62,N,0,VBM PORTION,85,39,27
LOS ANGELES,9005151B,4390,62,N,934,TOTAL,205,95,65
LOS ANGELES,9005152A,4391,63,N,1190,POLLING PLACE,126,48,47
LOS ANGELES,9005152A,4391,63,N,0,VBM PORTION,96,32,40
LOS ANGELES,9005152A,4391,63,N,1190,TOTAL,222,80,87
LOS ANGELES,9005155A,4392,63,N,1337,POLLING PLACE,131,58,46
LOS ANGELES,9005155A,4392,63,N,0,VBM PORTION,88,28,41
LOS ANGELES,9005155A,4392,63,N,1337,TOTAL,219,86,87
LOS ANGELES,9005159A,4393,63,N,1290,POLLING PLACE,131,51,57
LOS ANGELES,9005159A,4393,63,N,0,VBM PORTION,133,62,35
LOS ANGELES,9005159A,4393,63,N,1290,TOTAL,264,113,92
LOS ANGELES,9005187A,4394,62,N,1152,POLLING PLACE,105,47,32
LOS ANGELES,9005187A,4394,62,N,0,VBM PORTION,94,42,20
LOS ANGELES,9005187A,4394,62,N,1152,TOTAL,199,89,52
LOS ANGELES,9005188A,4395,59,N,1220,POLLING PLACE,75,31,23
LOS ANGELES,9005188A,4395,59,N,0,VBM PORTION,33,16,8
LOS ANGELES,9005188A,4395,59,N,1220,TOTAL,108,47,31
LOS ANGELES,9005189A,4396,59,N,1151,POLLING PLACE,59,28,19
LOS ANGELES,9005189A,4396,59,N,0,VBM PORTION,32,18,7
LOS ANGELES,9005189A,4396,59,N,1151,TOTAL,91,46,26
LOS ANGELES,9005196A,4397,63,N,1109,POLLING PLACE,122,51,46
LOS ANGELES,9005196A,4397,63,N,0,VBM PORTION,106,41,37
LOS ANGELES,9005196A,4397,63,N,1109,TOTAL,228,92,83
LOS ANGELES,9005199A,4398,63,N,950,POLLING PLACE,114,55,44
LOS ANGELES,9005199A,4398,63,N,0,VBM PORTION,101,39,34
LOS ANGELES,9005199A,4398,63,N,950,TOTAL,215,94,78
LOS ANGELES,9005204A,4399,159,N,929,POLLING PLACE,86,48,17
LOS ANGELES,9005204A,4399,159,N,0,VBM PORTION,66,38,11
LOS ANGELES,9005204A,4399,159,N,929,TOTAL,152,86,28
LOS ANGELES,9005205B,4400,159,N,720,POLLING PLACE,58,34,15
LOS ANGELES,9005205B,4400,159,N,0,VBM PORTION,26,18,5
LOS ANGELES,9005205B,4400,159,N,720,TOTAL,84,52,20
LOS ANGELES,9005217B,4401,149,N,1021,POLLING PLACE,42,12,17
LOS ANGELES,9005217B,4401,149,N,0,VBM PORTION,20,9,5
LOS ANGELES,9005217B,4401,149,N,1021,TOTAL,62,21,22
LOS ANGELES,9005284A,4402,176,N,720,POLLING PLACE,54,26,18
LOS ANGELES,9005284A,4402,176,N,0,VBM PORTION,78,33,27
LOS ANGELES,9005284A,4402,176,N,720,TOTAL,132,59,45
LOS ANGELES,9005291B,4403,114,N,847,POLLING PLACE,67,27,21
LOS ANGELES,9005291B,4403,114,N,0,VBM PORTION,90,29,28
LOS ANGELES,9005291B,4403,114,N,847,TOTAL,157,56,49
LOS ANGELES,9005293A,4404,114,N,1274,POLLING PLACE,122,57,44
LOS ANGELES,9005293A,4404,114,N,0,VBM PORTION,108,48,34
LOS ANGELES,9005293A,4404,114,N,1274,TOTAL,230,105,78
LOS ANGELES,9005299B,4405,86,N,1397,POLLING PLACE,140,49,59
LOS ANGELES,9005299B,4405,86,N,0,VBM PORTION,107,34,47
LOS ANGELES,9005299B,4405,86,N,1397,TOTAL,247,83,106
LOS ANGELES,9005303A,4406,116,N,1102,POLLING PLACE,78,37,24
LOS ANGELES,9005303A,4406,116,N,0,VBM PORTION,108,41,29
LOS ANGELES,9005303A,4406,116,N,1102,TOTAL,186,78,53
LOS ANGELES,9005305A,4407,86,N,997,POLLING PLACE,98,45,39
LOS ANGELES,9005305A,4407,86,N,0,VBM PORTION,105,39,33
LOS ANGELES,9005305A,4407,86,N,997,TOTAL,203,84,72
LOS ANGELES,9005307A,4408,86,N,1231,POLLING PLACE,119,51,41
LOS ANGELES,9005307A,4408,86,N,0,VBM PORTION,103,42,36
LOS ANGELES,9005307A,4408,86,N,1231,TOTAL,222,93,77
LOS ANGELES,9005310A,4409,83,N,1178,POLLING PLACE,74,29,23
LOS ANGELES,9005310A,4409,83,N,0,VBM PORTION,71,18,30
LOS ANGELES,9005310A,4409,83,N,1178,TOTAL,145,47,53
LOS ANGELES,9005312C,4410,83,N,1026,POLLING PLACE,85,33,28
LOS ANGELES,9005312C,4410,83,N,0,VBM PORTION,61,21,23
LOS ANGELES,9005312C,4410,83,N,1026,TOTAL,146,54,51
LOS ANGELES,9005313A,4411,87,N,1181,POLLING PLACE,122,48,45
LOS ANGELES,9005313A,4411,87,N,0,VBM PORTION,68,30,23
LOS ANGELES,9005313A,4411,87,N,1181,TOTAL,190,78,68
LOS ANGELES,9005315A,4412,87,N,1109,POLLING PLACE,135,62,49
LOS ANGELES,9005315A,4412,87,N,0,VBM PORTION,131,49,45
LOS ANGELES,9005315A,4412,87,N,1109,TOTAL,266,111,94
LOS ANGELES,9005316A,4413,116,N,948,POLLING PLACE,52,29,15
LOS ANGELES,9005316A,4413,116,N,0,VBM PORTION,55,29,13
LOS ANGELES,9005316A,4413,116,N,948,TOTAL,107,58,28
LOS ANGELES,9005317A,4414,116,N,1220,POLLING PLACE,118,59,33
LOS ANGELES,9005317A,4414,116,N,0,VBM PORTION,102,49,33
LOS ANGELES,9005317A,4414,116,N,1220,TOTAL,220,108,66
LOS ANGELES,9005319A,4415,116,N,1096,POLLING PLACE,128,59,40
LOS ANGELES,9005319A,4415,116,N,0,VBM PORTION,112,49,31
LOS ANGELES,9005319A,4415,116,N,1096,TOTAL,240,108,71
LOS ANGELES,9005321A,4416,116,N,1245,POLLING PLACE,92,43,20
LOS ANGELES,9005321A,4416,116,N,0,VBM PORTION,82,33,26
LOS ANGELES,9005321A,4416,116,N,1245,TOTAL,174,76,46
LOS ANGELES,9005322A,4417,116,N,1078,POLLING PLACE,56,28,20
LOS ANGELES,9005322A,4417,116,N,0,VBM PORTION,60,29,17
LOS ANGELES,9005322A,4417,116,N,1078,TOTAL,116,57,37
LOS ANGELES,9005386A,4418,154,N,973,POLLING PLACE,126,41,48
LOS ANGELES,9005386A,4418,154,N,0,VBM PORTION,68,23,29
LOS ANGELES,9005386A,4418,154,N,973,TOTAL,194,64,77
LOS ANGELES,9005389A,4419,82,N,681,POLLING PLACE,83,34,26
LOS ANGELES,9005389A,4419,82,N,0,VBM PORTION,56,16,18
LOS ANGELES,9005389A,4419,82,N,681,TOTAL,139,50,44
LOS ANGELES,9005400A,4420,103,N,1262,POLLING PLACE,119,44,42
LOS ANGELES,9005400A,4420,103,N,0,VBM PORTION,66,30,19
LOS ANGELES,9005400A,4420,103,N,1262,TOTAL,185,74,61
LOS ANGELES,9005401A,4421,103,N,1105,POLLING PLACE,69,26,24
LOS ANGELES,9005401A,4421,103,N,0,VBM PORTION,54,14,21
LOS ANGELES,9005401A,4421,103,N,1105,TOTAL,123,40,45
LOS ANGELES,9005405A,4422,104,N,554,POLLING PLACE,45,14,25
LOS ANGELES,9005405A,4422,104,N,0,VBM PORTION,34,11,17
LOS ANGELES,9005405A,4422,104,N,554,TOTAL,79,25,42
LOS ANGELES,9005414A,4423,148,N,938,POLLING PLACE,117,79,13
LOS ANGELES,9005414A,4423,148,N,0,VBM PORTION,49,28,7
LOS ANGELES,9005414A,4423,148,N,938,TOTAL,166,107,20
LOS ANGELES,9005424A,4424,116,N,1308,POLLING PLACE,90,35,34
LOS ANGELES,9005424A,4424,116,N,0,VBM PORTION,87,36,29
LOS ANGELES,9005424A,4424,116,N,1308,TOTAL,177,71,63
LOS ANGELES,9005428A,4425,82,N,796,POLLING PLACE,139,33,78
LOS ANGELES,9005428A,4425,82,N,0,VBM PORTION,107,26,49
LOS ANGELES,9005428A,4425,82,N,796,TOTAL,246,59,127
LOS ANGELES,9005484A,4426,148,N,1037,POLLING PLACE,49,29,12
LOS ANGELES,9005484A,4426,148,N,0,VBM PORTION,38,16,17
LOS ANGELES,9005484A,4426,148,N,1037,TOTAL,87,45,29
LOS ANGELES,9005494B,4427,116,N,1096,POLLING PLACE,49,26,17
LOS ANGELES,9005494B,4427,116,N,0,VBM PORTION,38,25,7
LOS ANGELES,9005494B,4427,116,N,1096,TOTAL,87,51,24
LOS ANGELES,9005504C,4428,116,N,1356,POLLING PLACE,126,43,55
LOS ANGELES,9005504C,4428,116,N,0,VBM PORTION,138,55,51
LOS ANGELES,9005504C,4428,116,N,1356,TOTAL,264,98,106
LOS ANGELES,9005520A,4429,56,N,1002,POLLING PLACE,109,46,42
LOS ANGELES,9005520A,4429,56,N,0,VBM PORTION,111,49,40
LOS ANGELES,9005520A,4429,56,N,1002,TOTAL,220,95,82
LOS ANGELES,9005530A,4430,62,N,1285,POLLING PLACE,78,33,29
LOS ANGELES,9005530A,4430,62,N,0,VBM PORTION,116,21,50
LOS ANGELES,9005530A,4430,62,N,1285,TOTAL,194,54,79
LOS ANGELES,9005537A,4431,90,N,1209,POLLING PLACE,135,58,55
LOS ANGELES,9005537A,4431,90,N,0,VBM PORTION,66,14,33
LOS ANGELES,9005537A,4431,90,N,1209,TOTAL,201,72,88
LOS ANGELES,9005538A,4432,90,N,1030,POLLING PLACE,93,35,43
LOS ANGELES,9005538A,4432,90,N,0,VBM PORTION,30,12,12
LOS ANGELES,9005538A,4432,90,N,1030,TOTAL,123,47,55
LOS ANGELES,9005541A,4433,89,N,1224,POLLING PLACE,81,25,42
LOS ANGELES,9005541A,4433,89,N,0,VBM PORTION,65,18,28
LOS ANGELES,9005541A,4433,89,N,1224,TOTAL,146,43,70
LOS ANGELES,9005543C,4434,90,N,1188,POLLING PLACE,57,21,22
LOS ANGELES,9005543C,4434,90,N,0,VBM PORTION,85,35,23
LOS ANGELES,9005543C,4434,90,N,1188,TOTAL,142,56,45
LOS ANGELES,9005549B,4435,63,N,1387,POLLING PLACE,107,42,37
LOS ANGELES,9005549B,4435,63,N,0,VBM PORTION,100,35,29
LOS ANGELES,9005549B,4435,63,N,1387,TOTAL,207,77,66
LOS ANGELES,9005635A,4436,19,N,819,POLLING PLACE,57,30,14
LOS ANGELES,9005635A,4436,19,N,0,VBM PORTION,57,28,23
LOS ANGELES,9005635A,4436,19,N,819,TOTAL,114,58,37
LOS ANGELES,9005638A,4437,19,N,1176,POLLING PLACE,49,31,9
LOS ANGELES,9005638A,4437,19,N,0,VBM PORTION,72,36,19
LOS ANGELES,9005638A,4437,19,N,1176,TOTAL,121,67,28
LOS ANGELES,9005645A,4438,26,N,717,POLLING PLACE,72,36,15
LOS ANGELES,9005645A,4438,26,N,0,VBM PORTION,62,35,14
LOS ANGELES,9005645A,4438,26,N,717,TOTAL,134,71,29
LOS ANGELES,9005651A,4439,26,N,1137,POLLING PLACE,101,63,23
LOS ANGELES,9005651A,4439,26,N,0,VBM PORTION,76,30,24
LOS ANGELES,9005651A,4439,26,N,1137,TOTAL,177,93,47
LOS ANGELES,9005656A,4440,26,N,730,POLLING PLACE,93,53,24
LOS ANGELES,9005656A,4440,26,N,0,VBM PORTION,78,43,15
LOS ANGELES,9005656A,4440,26,N,730,TOTAL,171,96,39
LOS ANGELES,9005662A,4441,20,N,1056,POLLING PLACE,88,41,33
LOS ANGELES,9005662A,4441,20,N,0,VBM PORTION,45,27,13
LOS ANGELES,9005662A,4441,20,N,1056,TOTAL,133,68,46
LOS ANGELES,9005663A,4442,20,N,1182,POLLING PLACE,55,20,26
LOS ANGELES,9005663A,4442,20,N,0,VBM PORTION,61,37,14
