LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,PAMALA F MATSUMOTO,AMY CARTER
LOS ANGELES,9001456A,3718,116,N,0,VBM PORTION,171,66,48
LOS ANGELES,9001456A,3718,116,N,1346,TOTAL,379,162,117
LOS ANGELES,9001457A,3719,87,N,1309,POLLING PLACE,94,32,31
LOS ANGELES,9001457A,3719,87,N,0,VBM PORTION,149,44,63
LOS ANGELES,9001457A,3719,87,N,1309,TOTAL,243,76,94
LOS ANGELES,9001461A,3720,87,N,1084,POLLING PLACE,92,34,34
LOS ANGELES,9001461A,3720,87,N,0,VBM PORTION,78,17,39
LOS ANGELES,9001461A,3720,87,N,1084,TOTAL,170,51,73
LOS ANGELES,9001463A,3721,87,N,1205,POLLING PLACE,87,33,29
LOS ANGELES,9001463A,3721,87,N,0,VBM PORTION,121,41,44
LOS ANGELES,9001463A,3721,87,N,1205,TOTAL,208,74,73
LOS ANGELES,9001465C,3722,116,N,1308,POLLING PLACE,130,48,50
LOS ANGELES,9001465C,3722,116,N,0,VBM PORTION,191,51,75
LOS ANGELES,9001465C,3722,116,N,1308,TOTAL,321,99,125
LOS ANGELES,9001469A,3723,95,N,1019,POLLING PLACE,92,20,50
LOS ANGELES,9001469A,3723,95,N,0,VBM PORTION,36,11,21
LOS ANGELES,9001469A,3723,95,N,1019,TOTAL,128,31,71
LOS ANGELES,9001470B,3724,116,N,889,POLLING PLACE,66,18,33
LOS ANGELES,9001470B,3724,116,N,0,VBM PORTION,53,20,21
LOS ANGELES,9001470B,3724,116,N,889,TOTAL,119,38,54
LOS ANGELES,9001471A,3725,116,N,1177,POLLING PLACE,158,80,44
LOS ANGELES,9001471A,3725,116,N,0,VBM PORTION,156,64,58
LOS ANGELES,9001471A,3725,116,N,1177,TOTAL,314,144,102
LOS ANGELES,9001472A,3726,116,N,1345,POLLING PLACE,195,83,60
LOS ANGELES,9001472A,3726,116,N,0,VBM PORTION,175,62,55
LOS ANGELES,9001472A,3726,116,N,1345,TOTAL,370,145,115
LOS ANGELES,9001473A,3727,176,N,1069,POLLING PLACE,41,9,25
LOS ANGELES,9001473A,3727,176,N,0,VBM PORTION,44,13,24
LOS ANGELES,9001473A,3727,176,N,1069,TOTAL,85,22,49
LOS ANGELES,9001474C,3728,116,N,1046,POLLING PLACE,156,65,43
LOS ANGELES,9001474C,3728,116,N,0,VBM PORTION,154,57,43
LOS ANGELES,9001474C,3728,116,N,1046,TOTAL,310,122,86
LOS ANGELES,9001480A,3729,85,N,1249,POLLING PLACE,76,30,19
LOS ANGELES,9001480A,3729,85,N,0,VBM PORTION,76,35,25
LOS ANGELES,9001480A,3729,85,N,1249,TOTAL,152,65,44
LOS ANGELES,9001483A,3730,190,N,1184,POLLING PLACE,142,45,72
LOS ANGELES,9001483A,3730,190,N,0,VBM PORTION,144,42,73
LOS ANGELES,9001483A,3730,190,N,1184,TOTAL,286,87,145
LOS ANGELES,9001484A,3731,190,N,1084,POLLING PLACE,101,28,50
LOS ANGELES,9001484A,3731,190,N,0,VBM PORTION,133,40,63
LOS ANGELES,9001484A,3731,190,N,1084,TOTAL,234,68,113
LOS ANGELES,9001485A,3732,116,N,1164,POLLING PLACE,69,23,31
LOS ANGELES,9001485A,3732,116,N,0,VBM PORTION,66,27,21
LOS ANGELES,9001485A,3732,116,N,1164,TOTAL,135,50,52
LOS ANGELES,9001488B,3733,89,N,764,POLLING PLACE,59,20,28
LOS ANGELES,9001488B,3733,89,N,0,VBM PORTION,28,10,10
LOS ANGELES,9001488B,3733,89,N,764,TOTAL,87,30,38
LOS ANGELES,9001489A,3734,157,N,1278,POLLING PLACE,122,39,52
LOS ANGELES,9001489A,3734,157,N,0,VBM PORTION,111,56,33
LOS ANGELES,9001489A,3734,157,N,1278,TOTAL,233,95,85
LOS ANGELES,9001490A,3735,116,N,1216,POLLING PLACE,73,24,37
LOS ANGELES,9001490A,3735,116,N,0,VBM PORTION,59,15,30
LOS ANGELES,9001490A,3735,116,N,1216,TOTAL,132,39,67
LOS ANGELES,9001492A,3736,116,N,1095,POLLING PLACE,112,34,52
LOS ANGELES,9001492A,3736,116,N,0,VBM PORTION,87,23,39
LOS ANGELES,9001492A,3736,116,N,1095,TOTAL,199,57,91
LOS ANGELES,9001499A,3737,95,N,1295,POLLING PLACE,158,42,53
LOS ANGELES,9001499A,3737,95,N,0,VBM PORTION,83,24,39
LOS ANGELES,9001499A,3737,95,N,1295,TOTAL,241,66,92
LOS ANGELES,9001502A,3738,116,N,781,POLLING PLACE,52,20,18
LOS ANGELES,9001502A,3738,116,N,0,VBM PORTION,53,24,20
LOS ANGELES,9001502A,3738,116,N,781,TOTAL,105,44,38
LOS ANGELES,9001514A,3739,114,N,1176,POLLING PLACE,142,65,52
LOS ANGELES,9001514A,3739,114,N,0,VBM PORTION,116,57,33
LOS ANGELES,9001514A,3739,114,N,1176,TOTAL,258,122,85
LOS ANGELES,9001516A,3740,114,N,1238,POLLING PLACE,170,82,64
LOS ANGELES,9001516A,3740,114,N,0,VBM PORTION,165,64,40
LOS ANGELES,9001516A,3740,114,N,1238,TOTAL,335,146,104
LOS ANGELES,9001522A,3741,116,N,1098,POLLING PLACE,106,48,36
LOS ANGELES,9001522A,3741,116,N,0,VBM PORTION,110,48,37
LOS ANGELES,9001522A,3741,116,N,1098,TOTAL,216,96,73
LOS ANGELES,9001525A,3742,116,N,1280,POLLING PLACE,119,46,44
LOS ANGELES,9001525A,3742,116,N,0,VBM PORTION,170,59,67
LOS ANGELES,9001525A,3742,116,N,1280,TOTAL,289,105,111
LOS ANGELES,9001528C,3743,114,N,1491,POLLING PLACE,154,85,33
LOS ANGELES,9001528C,3743,114,N,0,VBM PORTION,163,78,41
LOS ANGELES,9001528C,3743,114,N,1491,TOTAL,317,163,74
LOS ANGELES,9001532A,3744,116,N,1058,POLLING PLACE,69,22,32
LOS ANGELES,9001532A,3744,116,N,0,VBM PORTION,114,48,41
LOS ANGELES,9001532A,3744,116,N,1058,TOTAL,183,70,73
LOS ANGELES,9001533A,3745,116,N,748,POLLING PLACE,54,27,17
LOS ANGELES,9001533A,3745,116,N,0,VBM PORTION,62,27,22
LOS ANGELES,9001533A,3745,116,N,748,TOTAL,116,54,39
LOS ANGELES,9001535A,3746,116,N,1063,POLLING PLACE,62,28,19
LOS ANGELES,9001535A,3746,116,N,0,VBM PORTION,53,19,24
LOS ANGELES,9001535A,3746,116,N,1063,TOTAL,115,47,43
LOS ANGELES,9001539A,3747,103,N,489,POLLING PLACE,26,7,16
LOS ANGELES,9001539A,3747,103,N,0,VBM PORTION,53,13,29
LOS ANGELES,9001539A,3747,103,N,489,TOTAL,79,20,45
LOS ANGELES,9001541A,3748,101,N,1251,POLLING PLACE,96,32,40
LOS ANGELES,9001541A,3748,101,N,0,VBM PORTION,105,31,54
LOS ANGELES,9001541A,3748,101,N,1251,TOTAL,201,63,94
LOS ANGELES,9001542A,3749,154,N,845,POLLING PLACE,106,30,42
LOS ANGELES,9001542A,3749,154,N,0,VBM PORTION,82,14,31
LOS ANGELES,9001542A,3749,154,N,845,TOTAL,188,44,73
LOS ANGELES,9001545A,3750,154,N,921,POLLING PLACE,111,25,51
LOS ANGELES,9001545A,3750,154,N,0,VBM PORTION,54,20,14
LOS ANGELES,9001545A,3750,154,N,921,TOTAL,165,45,65
LOS ANGELES,9001546A,3751,154,N,974,POLLING PLACE,132,43,54
LOS ANGELES,9001546A,3751,154,N,0,VBM PORTION,40,10,18
LOS ANGELES,9001546A,3751,154,N,974,TOTAL,172,53,72
LOS ANGELES,9001547A,3752,154,N,912,POLLING PLACE,160,75,46
LOS ANGELES,9001547A,3752,154,N,0,VBM PORTION,92,34,33
LOS ANGELES,9001547A,3752,154,N,912,TOTAL,252,109,79
LOS ANGELES,9001549A,3753,154,N,909,POLLING PLACE,150,66,43
LOS ANGELES,9001549A,3753,154,N,0,VBM PORTION,101,46,29
LOS ANGELES,9001549A,3753,154,N,909,TOTAL,251,112,72
LOS ANGELES,9001551A,3754,104,N,1058,POLLING PLACE,83,26,41
LOS ANGELES,9001551A,3754,104,N,0,VBM PORTION,78,23,41
LOS ANGELES,9001551A,3754,104,N,1058,TOTAL,161,49,82
LOS ANGELES,9001553B,3755,154,N,851,POLLING PLACE,191,79,72
LOS ANGELES,9001553B,3755,154,N,0,VBM PORTION,82,41,26
LOS ANGELES,9001553B,3755,154,N,851,TOTAL,273,120,98
LOS ANGELES,9001554A,3756,156,N,1063,POLLING PLACE,172,70,62
LOS ANGELES,9001554A,3756,156,N,0,VBM PORTION,86,34,30
LOS ANGELES,9001554A,3756,156,N,1063,TOTAL,258,104,92
LOS ANGELES,9001557B,3757,114,N,1191,POLLING PLACE,173,70,54
LOS ANGELES,9001557B,3757,114,N,0,VBM PORTION,191,78,59
LOS ANGELES,9001557B,3757,114,N,1191,TOTAL,364,148,113
LOS ANGELES,9001558A,3758,157,N,1097,POLLING PLACE,154,60,66
LOS ANGELES,9001558A,3758,157,N,0,VBM PORTION,104,39,41
LOS ANGELES,9001558A,3758,157,N,1097,TOTAL,258,99,107
LOS ANGELES,9001559B,3759,157,N,607,POLLING PLACE,108,50,37
LOS ANGELES,9001559B,3759,157,N,0,VBM PORTION,105,46,38
LOS ANGELES,9001559B,3759,157,N,607,TOTAL,213,96,75
LOS ANGELES,9001560A,3760,114,N,838,POLLING PLACE,134,51,41
LOS ANGELES,9001560A,3760,114,N,0,VBM PORTION,123,56,33
LOS ANGELES,9001560A,3760,114,N,838,TOTAL,257,107,74
LOS ANGELES,9001562A,3761,114,N,1139,POLLING PLACE,206,96,73
LOS ANGELES,9001562A,3761,114,N,0,VBM PORTION,139,55,44
LOS ANGELES,9001562A,3761,114,N,1139,TOTAL,345,151,117
LOS ANGELES,9001563A,3762,149,N,1041,POLLING PLACE,41,7,26
LOS ANGELES,9001563A,3762,149,N,0,VBM PORTION,29,5,14
LOS ANGELES,9001563A,3762,149,N,1041,TOTAL,70,12,40
LOS ANGELES,9001564A,3763,114,N,1021,POLLING PLACE,172,82,58
LOS ANGELES,9001564A,3763,114,N,0,VBM PORTION,133,55,40
LOS ANGELES,9001564A,3763,114,N,1021,TOTAL,305,137,98
LOS ANGELES,9001565A,3764,114,N,1357,POLLING PLACE,152,68,59
LOS ANGELES,9001565A,3764,114,N,0,VBM PORTION,126,45,42
LOS ANGELES,9001565A,3764,114,N,1357,TOTAL,278,113,101
LOS ANGELES,9001566A,3765,114,N,1348,POLLING PLACE,173,79,63
LOS ANGELES,9001566A,3765,114,N,0,VBM PORTION,115,48,38
LOS ANGELES,9001566A,3765,114,N,1348,TOTAL,288,127,101
LOS ANGELES,9001569A,3766,114,N,835,POLLING PLACE,123,48,37
LOS ANGELES,9001569A,3766,114,N,0,VBM PORTION,80,31,23
LOS ANGELES,9001569A,3766,114,N,835,TOTAL,203,79,60
LOS ANGELES,9001570A,3767,114,N,812,POLLING PLACE,71,33,23
LOS ANGELES,9001570A,3767,114,N,0,VBM PORTION,101,36,38
LOS ANGELES,9001570A,3767,114,N,812,TOTAL,172,69,61
LOS ANGELES,9001573A,3768,81,N,996,POLLING PLACE,44,18,19
LOS ANGELES,9001573A,3768,81,N,0,VBM PORTION,64,20,24
LOS ANGELES,9001573A,3768,81,N,996,TOTAL,108,38,43
LOS ANGELES,9001575A,3769,81,N,1184,POLLING PLACE,56,22,23
LOS ANGELES,9001575A,3769,81,N,0,VBM PORTION,69,27,20
LOS ANGELES,9001575A,3769,81,N,1184,TOTAL,125,49,43
LOS ANGELES,9001576A,3770,81,N,933,POLLING PLACE,80,24,36
LOS ANGELES,9001576A,3770,81,N,0,VBM PORTION,55,21,21
LOS ANGELES,9001576A,3770,81,N,933,TOTAL,135,45,57
LOS ANGELES,9001577A,3771,90,N,1192,POLLING PLACE,86,34,31
LOS ANGELES,9001577A,3771,90,N,0,VBM PORTION,71,23,34
LOS ANGELES,9001577A,3771,90,N,1192,TOTAL,157,57,65
LOS ANGELES,9001578B,3772,81,N,1246,POLLING PLACE,54,21,26
LOS ANGELES,9001578B,3772,81,N,0,VBM PORTION,62,17,26
LOS ANGELES,9001578B,3772,81,N,1246,TOTAL,116,38,52
LOS ANGELES,9001580A,3773,106,N,668,POLLING PLACE,41,16,19
LOS ANGELES,9001580A,3773,106,N,0,VBM PORTION,20,6,13
LOS ANGELES,9001580A,3773,106,N,668,TOTAL,61,22,32
LOS ANGELES,9001582B,3774,148,N,533,POLLING PLACE,49,8,36
LOS ANGELES,9001582B,3774,148,N,0,VBM PORTION,13,2,10
LOS ANGELES,9001582B,3774,148,N,533,TOTAL,62,10,46
LOS ANGELES,9001582C,3775,148,N,999,POLLING PLACE,50,16,31
LOS ANGELES,9001582C,3775,148,N,0,VBM PORTION,24,4,17
LOS ANGELES,9001582C,3775,148,N,999,TOTAL,74,20,48
LOS ANGELES,9001583B,3776,148,N,1254,POLLING PLACE,66,17,34
LOS ANGELES,9001583B,3776,148,N,0,VBM PORTION,24,5,19
LOS ANGELES,9001583B,3776,148,N,1254,TOTAL,90,22,53
LOS ANGELES,9001587A,3777,178,N,759,POLLING PLACE,39,9,22
LOS ANGELES,9001587A,3777,178,N,0,VBM PORTION,12,3,8
LOS ANGELES,9001587A,3777,178,N,759,TOTAL,51,12,30
LOS ANGELES,9001590A,3778,95,N,574,POLLING PLACE,36,12,18
LOS ANGELES,9001590A,3778,95,N,0,VBM PORTION,46,12,20
LOS ANGELES,9001590A,3778,95,N,574,TOTAL,82,24,38
LOS ANGELES,9001591C,3779,148,N,1160,POLLING PLACE,67,15,45
LOS ANGELES,9001591C,3779,148,N,0,VBM PORTION,30,9,20
LOS ANGELES,9001591C,3779,148,N,1160,TOTAL,97,24,65
LOS ANGELES,9001592A,3780,95,N,437,POLLING PLACE,35,8,19
LOS ANGELES,9001592A,3780,95,N,0,VBM PORTION,29,8,14
LOS ANGELES,9001592A,3780,95,N,437,TOTAL,64,16,33
LOS ANGELES,9001600A,3781,81,N,943,POLLING PLACE,38,15,17
LOS ANGELES,9001600A,3781,81,N,0,VBM PORTION,43,16,21
LOS ANGELES,9001600A,3781,81,N,943,TOTAL,81,31,38
LOS ANGELES,9001602A,3782,178,N,1155,POLLING PLACE,65,17,37
LOS ANGELES,9001602A,3782,178,N,0,VBM PORTION,19,7,10
LOS ANGELES,9001602A,3782,178,N,1155,TOTAL,84,24,47
LOS ANGELES,9001603A,3783,81,N,1265,POLLING PLACE,109,46,45
LOS ANGELES,9001603A,3783,81,N,0,VBM PORTION,86,35,38
LOS ANGELES,9001603A,3783,81,N,1265,TOTAL,195,81,83
LOS ANGELES,9001605B,3784,81,N,1432,POLLING PLACE,105,37,34
LOS ANGELES,9001605B,3784,81,N,0,VBM PORTION,151,51,53
LOS ANGELES,9001605B,3784,81,N,1432,TOTAL,256,88,87
LOS ANGELES,9001608A,3785,82,N,1273,POLLING PLACE,188,74,65
LOS ANGELES,9001608A,3785,82,N,0,VBM PORTION,100,35,38
LOS ANGELES,9001608A,3785,82,N,1273,TOTAL,288,109,103
LOS ANGELES,9001610A,3786,190,N,1081,POLLING PLACE,122,32,63
LOS ANGELES,9001610A,3786,190,N,0,VBM PORTION,172,48,72
LOS ANGELES,9001610A,3786,190,N,1081,TOTAL,294,80,135
LOS ANGELES,9001613D,3787,83,N,827,POLLING PLACE,101,29,47
LOS ANGELES,9001613D,3787,83,N,0,VBM PORTION,116,32,47
LOS ANGELES,9001613D,3787,83,N,827,TOTAL,217,61,94
LOS ANGELES,9001617A,3788,116,N,839,POLLING PLACE,50,12,31
LOS ANGELES,9001617A,3788,116,N,0,VBM PORTION,41,11,21
LOS ANGELES,9001617A,3788,116,N,839,TOTAL,91,23,52
LOS ANGELES,9001621A,3789,102,N,1050,POLLING PLACE,214,97,76
LOS ANGELES,9001621A,3789,102,N,0,VBM PORTION,89,35,37
LOS ANGELES,9001621A,3789,102,N,1050,TOTAL,303,132,113
LOS ANGELES,9001621B,3790,101,N,334,POLLING PLACE,35,14,14
LOS ANGELES,9001621B,3790,101,N,0,VBM PORTION,29,12,12
LOS ANGELES,9001621B,3790,101,N,334,TOTAL,64,26,26
LOS ANGELES,9001622B,3791,157,N,1072,POLLING PLACE,60,23,30
LOS ANGELES,9001622B,3791,157,N,0,VBM PORTION,88,30,41
LOS ANGELES,9001622B,3791,157,N,1072,TOTAL,148,53,71
LOS ANGELES,9001623A,3792,83,N,874,POLLING PLACE,108,44,43
LOS ANGELES,9001623A,3792,83,N,0,VBM PORTION,103,35,38
LOS ANGELES,9001623A,3792,83,N,874,TOTAL,211,79,81
LOS ANGELES,9001624A,3793,101,N,1265,POLLING PLACE,134,52,53
LOS ANGELES,9001624A,3793,101,N,0,VBM PORTION,124,35,49
LOS ANGELES,9001624A,3793,101,N,1265,TOTAL,258,87,102
LOS ANGELES,9001628A,3794,103,N,1118,POLLING PLACE,105,29,56
LOS ANGELES,9001628A,3794,103,N,0,VBM PORTION,79,33,29
LOS ANGELES,9001628A,3794,103,N,1118,TOTAL,184,62,85
LOS ANGELES,9001630A,3795,81,N,930,POLLING PLACE,53,25,19
LOS ANGELES,9001630A,3795,81,N,0,VBM PORTION,38,12,17
LOS ANGELES,9001630A,3795,81,N,930,TOTAL,91,37,36
LOS ANGELES,9001631A,3796,103,N,1302,POLLING PLACE,101,26,64
LOS ANGELES,9001631A,3796,103,N,0,VBM PORTION,106,29,62
LOS ANGELES,9001631A,3796,103,N,1302,TOTAL,207,55,126
LOS ANGELES,9001632B,3797,103,N,1115,POLLING PLACE,97,28,52
LOS ANGELES,9001632B,3797,103,N,0,VBM PORTION,73,25,28
LOS ANGELES,9001632B,3797,103,N,1115,TOTAL,170,53,80
LOS ANGELES,9001635B,3798,103,N,1260,POLLING PLACE,90,27,43
LOS ANGELES,9001635B,3798,103,N,0,VBM PORTION,63,15,36
LOS ANGELES,9001635B,3798,103,N,1260,TOTAL,153,42,79
LOS ANGELES,9001640A,3799,59,N,1374,POLLING PLACE,80,24,39
LOS ANGELES,9001640A,3799,59,N,0,VBM PORTION,76,29,38
LOS ANGELES,9001640A,3799,59,N,1374,TOTAL,156,53,77
LOS ANGELES,9001647A,3800,41,N,1335,POLLING PLACE,80,27,38
LOS ANGELES,9001647A,3800,41,N,0,VBM PORTION,92,29,42
LOS ANGELES,9001647A,3800,41,N,1335,TOTAL,172,56,80
LOS ANGELES,9001656C,3801,95,N,858,POLLING PLACE,66,13,39
LOS ANGELES,9001656C,3801,95,N,0,VBM PORTION,44,7,23
LOS ANGELES,9001656C,3801,95,N,858,TOTAL,110,20,62
LOS ANGELES,9001660A,3802,90,N,793,POLLING PLACE,21,8,9
LOS ANGELES,9001660A,3802,90,N,0,VBM PORTION,44,21,17
LOS ANGELES,9001660A,3802,90,N,793,TOTAL,65,29,26
LOS ANGELES,9001664A,3803,90,N,1249,POLLING PLACE,67,19,36
LOS ANGELES,9001664A,3803,90,N,0,VBM PORTION,36,11,19
LOS ANGELES,9001664A,3803,90,N,1249,TOTAL,103,30,55
LOS ANGELES,9001665A,3804,62,N,1178,POLLING PLACE,93,32,41
LOS ANGELES,9001665A,3804,62,N,0,VBM PORTION,116,43,50
LOS ANGELES,9001665A,3804,62,N,1178,TOTAL,209,75,91
LOS ANGELES,9001666A,3805,63,N,1335,POLLING PLACE,93,32,43
LOS ANGELES,9001666A,3805,63,N,0,VBM PORTION,112,26,54
LOS ANGELES,9001666A,3805,63,N,1335,TOTAL,205,58,97
LOS ANGELES,9001668A,3806,103,N,1372,POLLING PLACE,75,23,34
LOS ANGELES,9001668A,3806,103,N,0,VBM PORTION,94,23,42
LOS ANGELES,9001668A,3806,103,N,1372,TOTAL,169,46,76
LOS ANGELES,9001678A,3807,95,N,1164,POLLING PLACE,90,26,45
LOS ANGELES,9001678A,3807,95,N,0,VBM PORTION,105,28,45
LOS ANGELES,9001678A,3807,95,N,1164,TOTAL,195,54,90
LOS ANGELES,9001681A,3808,104,N,997,POLLING PLACE,74,26,31
LOS ANGELES,9001681A,3808,104,N,0,VBM PORTION,62,16,26
LOS ANGELES,9001681A,3808,104,N,997,TOTAL,136,42,57
LOS ANGELES,9001684A,3809,148,N,1133,POLLING PLACE,69,28,36
LOS ANGELES,9001684A,3809,148,N,0,VBM PORTION,45,15,23
LOS ANGELES,9001684A,3809,148,N,1133,TOTAL,114,43,59
LOS ANGELES,9001685A,3810,103,N,1217,POLLING PLACE,52,27,23
LOS ANGELES,9001685A,3810,103,N,0,VBM PORTION,86,25,51
LOS ANGELES,9001685A,3810,103,N,1217,TOTAL,138,52,74
LOS ANGELES,9001686A,3811,90,N,561,POLLING PLACE,32,9,13
LOS ANGELES,9001686A,3811,90,N,0,VBM PORTION,12,6,4
LOS ANGELES,9001686A,3811,90,N,561,TOTAL,44,15,17
LOS ANGELES,9001690B,3812,56,N,969,POLLING PLACE,83,26,47
LOS ANGELES,9001690B,3812,56,N,0,VBM PORTION,67,24,37
LOS ANGELES,9001690B,3812,56,N,969,TOTAL,150,50,84
LOS ANGELES,9001693A,3813,103,N,1242,POLLING PLACE,81,16,57
LOS ANGELES,9001693A,3813,103,N,0,VBM PORTION,93,25,38
LOS ANGELES,9001693A,3813,103,N,1242,TOTAL,174,41,95
LOS ANGELES,9001695A,3814,56,N,1055,POLLING PLACE,93,28,47
LOS ANGELES,9001695A,3814,56,N,0,VBM PORTION,91,31,44
LOS ANGELES,9001695A,3814,56,N,1055,TOTAL,184,59,91
LOS ANGELES,9001700D,3815,15,N,716,POLLING PLACE,27,11,12
LOS ANGELES,9001700D,3815,15,N,0,VBM PORTION,32,15,9
LOS ANGELES,9001700D,3815,15,N,716,TOTAL,59,26,21
LOS ANGELES,9001704C,3816,95,N,1482,POLLING PLACE,54,13,31
LOS ANGELES,9001704C,3816,95,N,0,VBM PORTION,108,32,48
LOS ANGELES,9001704C,3816,95,N,1482,TOTAL,162,45,79
LOS ANGELES,9001706A,3817,152,N,1102,POLLING PLACE,75,17,41
LOS ANGELES,9001706A,3817,152,N,0,VBM PORTION,56,16,28
LOS ANGELES,9001706A,3817,152,N,1102,TOTAL,131,33,69
LOS ANGELES,9001708A,3818,149,N,1007,POLLING PLACE,38,10,21
LOS ANGELES,9001708A,3818,149,N,0,VBM PORTION,34,10,15
LOS ANGELES,9001708A,3818,149,N,1007,TOTAL,72,20,36
LOS ANGELES,9001711A,3819,86,N,1078,POLLING PLACE,119,36,50
LOS ANGELES,9001711A,3819,86,N,0,VBM PORTION,96,44,36
LOS ANGELES,9001711A,3819,86,N,1078,TOTAL,215,80,86
LOS ANGELES,9001712A,3820,149,N,1140,POLLING PLACE,32,17,11
LOS ANGELES,9001712A,3820,149,N,0,VBM PORTION,36,15,16
LOS ANGELES,9001712A,3820,149,N,1140,TOTAL,68,32,27
LOS ANGELES,9001713B,6188,56,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9001713B,6188,56,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9001713B,6188,56,Y,0,TOTAL,0,0,0
LOS ANGELES,9001714A,3821,101,N,1111,POLLING PLACE,100,35,46
LOS ANGELES,9001714A,3821,101,N,0,VBM PORTION,92,32,39
LOS ANGELES,9001714A,3821,101,N,1111,TOTAL,192,67,85
LOS ANGELES,9001716A,3822,116,N,1269,POLLING PLACE,89,31,44
LOS ANGELES,9001716A,3822,116,N,0,VBM PORTION,65,13,39
LOS ANGELES,9001716A,3822,116,N,1269,TOTAL,154,44,83
LOS ANGELES,9001718A,3823,158,N,1094,POLLING PLACE,173,63,71
LOS ANGELES,9001718A,3823,158,N,0,VBM PORTION,115,43,52
LOS ANGELES,9001718A,3823,158,N,1094,TOTAL,288,106,123
LOS ANGELES,9001719A,3824,148,N,930,POLLING PLACE,42,9,26
LOS ANGELES,9001719A,3824,148,N,0,VBM PORTION,29,4,18
LOS ANGELES,9001719A,3824,148,N,930,TOTAL,71,13,44
LOS ANGELES,9001721A,3825,104,N,1100,POLLING PLACE,65,18,37
LOS ANGELES,9001721A,3825,104,N,0,VBM PORTION,54,13,26
LOS ANGELES,9001721A,3825,104,N,1100,TOTAL,119,31,63
LOS ANGELES,9001725A,3826,116,N,731,POLLING PLACE,69,25,33
LOS ANGELES,9001725A,3826,116,N,0,VBM PORTION,39,10,17
LOS ANGELES,9001725A,3826,116,N,731,TOTAL,108,35,50
LOS ANGELES,9001727A,3827,177,N,819,POLLING PLACE,80,23,48
LOS ANGELES,9001727A,3827,177,N,0,VBM PORTION,45,8,31
LOS ANGELES,9001727A,3827,177,N,819,TOTAL,125,31,79
LOS ANGELES,9001728A,3828,176,N,1132,POLLING PLACE,58,28,25
LOS ANGELES,9001728A,3828,176,N,0,VBM PORTION,87,43,31
LOS ANGELES,9001728A,3828,176,N,1132,TOTAL,145,71,56
LOS ANGELES,9001729A,3829,116,N,1339,POLLING PLACE,91,27,50
LOS ANGELES,9001729A,3829,116,N,0,VBM PORTION,122,29,69
LOS ANGELES,9001729A,3829,116,N,1339,TOTAL,213,56,119
LOS ANGELES,9001730B,3830,116,N,961,POLLING PLACE,123,43,60
LOS ANGELES,9001730B,3830,116,N,0,VBM PORTION,85,26,42
LOS ANGELES,9001730B,3830,116,N,961,TOTAL,208,69,102
LOS ANGELES,9001733A,3831,81,N,1210,POLLING PLACE,66,25,29
LOS ANGELES,9001733A,3831,81,N,0,VBM PORTION,80,31,33
LOS ANGELES,9001733A,3831,81,N,1210,TOTAL,146,56,62
LOS ANGELES,9001735B,3832,89,N,1000,POLLING PLACE,113,48,36
LOS ANGELES,9001735B,3832,89,N,0,VBM PORTION,91,43,34
LOS ANGELES,9001735B,3832,89,N,1000,TOTAL,204,91,70
LOS ANGELES,9001738A,3833,104,N,686,POLLING PLACE,59,11,32
LOS ANGELES,9001738A,3833,104,N,0,VBM PORTION,84,27,35
LOS ANGELES,9001738A,3833,104,N,686,TOTAL,143,38,67
LOS ANGELES,9001739A,3834,106,N,577,POLLING PLACE,51,14,26
LOS ANGELES,9001739A,3834,106,N,0,VBM PORTION,30,8,18
LOS ANGELES,9001739A,3834,106,N,577,TOTAL,81,22,44
LOS ANGELES,9001742A,3835,95,N,1238,POLLING PLACE,56,18,28
LOS ANGELES,9001742A,3835,95,N,0,VBM PORTION,49,12,24
LOS ANGELES,9001742A,3835,95,N,1238,TOTAL,105,30,52
LOS ANGELES,9001744A,6189,10,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9001744A,6189,10,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9001744A,6189,10,Y,0,TOTAL,0,0,0
LOS ANGELES,9001747A,3836,148,N,1152,POLLING PLACE,73,17,42
LOS ANGELES,9001747A,3836,148,N,0,VBM PORTION,75,23,38
LOS ANGELES,9001747A,3836,148,N,1152,TOTAL,148,40,80
LOS ANGELES,9001751A,3837,148,N,1254,POLLING PLACE,31,9,12
LOS ANGELES,9001751A,3837,148,N,0,VBM PORTION,74,14,27
LOS ANGELES,9001751A,3837,148,N,1254,TOTAL,105,23,39
LOS ANGELES,9001754A,3838,9,N,1375,POLLING PLACE,124,22,74
LOS ANGELES,9001754A,3838,9,N,0,VBM PORTION,129,35,68
LOS ANGELES,9001754A,3838,9,N,1375,TOTAL,253,57,142
LOS ANGELES,9001755A,3839,148,N,1207,POLLING PLACE,84,21,53
LOS ANGELES,9001755A,3839,148,N,0,VBM PORTION,50,12,26
LOS ANGELES,9001755A,3839,148,N,1207,TOTAL,134,33,79
LOS ANGELES,9001757A,3840,148,N,733,POLLING PLACE,42,10,18
LOS ANGELES,9001757A,3840,148,N,0,VBM PORTION,21,8,9
LOS ANGELES,9001757A,3840,148,N,733,TOTAL,63,18,27
