LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ANDREW M STEIN,TOM GRIEGO,
COMPTON,1450137L,543,363,N,546,TOTAL,75,22,36,
COMPTON,1450142B,544,363,N,1083,POLLING PLACE,138,35,82,
COMPTON,1450142B,544,363,N,,VBM PORTION,43,18,14,
COMPTON,1450142B,544,363,N,1083,TOTAL,181,53,96,
COMPTON,1450147A,545,363,N,762,POLLING PLACE,146,33,82,
COMPTON,1450147A,545,363,N,,VBM PORTION,72,18,31,
COMPTON,1450147A,545,363,N,762,TOTAL,218,51,113,
COMPTON,1450148A,546,363,N,781,POLLING PLACE,123,37,58,
COMPTON,1450148A,546,363,N,,VBM PORTION,51,13,28,
COMPTON,1450148A,546,363,N,781,TOTAL,174,50,86,
COMPTON,1450149A,547,363,N,1095,POLLING PLACE,164,30,109,
COMPTON,1450149A,547,363,N,,VBM PORTION,40,5,22,
COMPTON,1450149A,547,363,N,1095,TOTAL,204,35,131,
COMPTON,1450152A,548,363,N,668,POLLING PLACE,149,24,91,
COMPTON,1450152A,548,363,N,,VBM PORTION,39,14,13,
COMPTON,1450152A,548,363,N,668,TOTAL,188,38,104,
COMPTON,1450153A,549,363,N,904,POLLING PLACE,107,27,60,
COMPTON,1450153A,549,363,N,,VBM PORTION,30,9,13,
COMPTON,1450153A,549,363,N,904,TOTAL,137,36,73,
COMPTON,1450154A,550,363,N,1058,POLLING PLACE,201,46,130,
COMPTON,1450154A,550,363,N,,VBM PORTION,65,17,28,
COMPTON,1450154A,550,363,N,1058,TOTAL,266,63,158,
COMPTON,1450155A,551,363,N,1042,POLLING PLACE,179,42,101,
COMPTON,1450155A,551,363,N,,VBM PORTION,42,9,18,
COMPTON,1450155A,551,363,N,1042,TOTAL,221,51,119,
COMPTON,1450155G,6058,367,Y,2,POLLING PLACE,,,,
COMPTON,1450155G,6058,367,Y,,VBM PORTION,,,,
COMPTON,1450155G,6058,367,Y,2,TOTAL,,,,
COMPTON,1450157A,552,363,N,827,POLLING PLACE,131,38,63,
COMPTON,1450157A,552,363,N,,VBM PORTION,30,6,16,
COMPTON,1450157A,552,363,N,827,TOTAL,161,44,79,
COMPTON,1450160A,553,363,N,864,POLLING PLACE,183,39,124,
COMPTON,1450160A,553,363,N,,VBM PORTION,44,17,17,
COMPTON,1450160A,553,363,N,864,TOTAL,227,56,141,
COMPTON,1450163A,554,363,N,841,POLLING PLACE,160,48,88,
COMPTON,1450163A,554,363,N,,VBM PORTION,34,6,13,
COMPTON,1450163A,554,363,N,841,TOTAL,194,54,101,
COMPTON,1450164C,555,363,N,1037,POLLING PLACE,199,54,115,
COMPTON,1450164C,555,363,N,,VBM PORTION,31,5,17,
COMPTON,1450164C,555,363,N,1037,TOTAL,230,59,132,
COMPTON,1450167A,556,363,N,1106,POLLING PLACE,240,45,155,
COMPTON,1450167A,556,363,N,,VBM PORTION,54,18,26,
COMPTON,1450167A,556,363,N,1106,TOTAL,294,63,181,
COMPTON,1450305B,557,363,N,716,POLLING PLACE,70,22,34,
COMPTON,1450305B,557,363,N,,VBM PORTION,23,6,16,
COMPTON,1450305B,557,363,N,716,TOTAL,93,28,50,
COVINA,1500001A,558,133,N,325,POLLING PLACE,43,14,16,
COVINA,1500001A,558,133,N,,VBM PORTION,11,2,4,
COVINA,1500001A,558,133,N,325,TOTAL,54,16,20,
COVINA,1500003A,559,133,N,719,POLLING PLACE,141,39,63,
COVINA,1500003A,559,133,N,,VBM PORTION,54,8,18,
COVINA,1500003A,559,133,N,719,TOTAL,195,47,81,
COVINA,1500008A,560,133,N,880,POLLING PLACE,164,52,83,
COVINA,1500008A,560,133,N,,VBM PORTION,66,13,25,
COVINA,1500008A,560,133,N,880,TOTAL,230,65,108,
COVINA,1500009A,561,133,N,888,POLLING PLACE,198,38,92,
COVINA,1500009A,561,133,N,,VBM PORTION,69,13,38,
COVINA,1500009A,561,133,N,888,TOTAL,267,51,130,
COVINA,1500012A,562,133,N,1070,POLLING PLACE,170,48,73,
COVINA,1500012A,562,133,N,,VBM PORTION,76,23,34,
COVINA,1500012A,562,133,N,1070,TOTAL,246,71,107,
COVINA,1500014A,563,133,N,1207,POLLING PLACE,186,58,82,
COVINA,1500014A,563,133,N,,VBM PORTION,60,8,28,
COVINA,1500014A,563,133,N,1207,TOTAL,246,66,110,
COVINA,1500016B,564,133,N,1010,POLLING PLACE,151,37,70,
COVINA,1500016B,564,133,N,,VBM PORTION,87,21,42,
COVINA,1500016B,564,133,N,1010,TOTAL,238,58,112,
COVINA,1500022A,565,133,N,1153,POLLING PLACE,168,51,78,
COVINA,1500022A,565,133,N,,VBM PORTION,55,11,30,
COVINA,1500022A,565,133,N,1153,TOTAL,223,62,108,
COVINA,1500024A,566,133,N,977,POLLING PLACE,144,38,70,
COVINA,1500024A,566,133,N,,VBM PORTION,63,12,30,
COVINA,1500024A,566,133,N,977,TOTAL,207,50,100,
COVINA,1500025A,567,133,N,1099,POLLING PLACE,127,27,69,
COVINA,1500025A,567,133,N,,VBM PORTION,46,12,19,
COVINA,1500025A,567,133,N,1099,TOTAL,173,39,88,
COVINA,1500027A,568,133,N,668,POLLING PLACE,110,29,50,
COVINA,1500027A,568,133,N,,VBM PORTION,42,9,23,
COVINA,1500027A,568,133,N,668,TOTAL,152,38,73,
COVINA,1500029A,569,133,N,1014,POLLING PLACE,164,38,74,
COVINA,1500029A,569,133,N,,VBM PORTION,82,17,39,
COVINA,1500029A,569,133,N,1014,TOTAL,246,55,113,
COVINA,1500031A,570,133,N,1252,POLLING PLACE,282,88,133,
COVINA,1500031A,570,133,N,,VBM PORTION,108,22,61,
COVINA,1500031A,570,133,N,1252,TOTAL,390,110,194,
COVINA,1500035A,571,133,N,1049,POLLING PLACE,193,41,116,
COVINA,1500035A,571,133,N,,VBM PORTION,54,17,23,
COVINA,1500035A,571,133,N,1049,TOTAL,247,58,139,
COVINA,1500036C,572,133,N,1004,POLLING PLACE,196,39,96,
COVINA,1500036C,572,133,N,,VBM PORTION,79,11,43,
COVINA,1500036C,572,133,N,1004,TOTAL,275,50,139,
COVINA,1500037A,573,133,N,1107,POLLING PLACE,250,51,127,
COVINA,1500037A,573,133,N,,VBM PORTION,85,17,37,
COVINA,1500037A,573,133,N,1107,TOTAL,335,68,164,
COVINA,1500056A,574,133,N,1224,POLLING PLACE,196,48,80,
COVINA,1500056A,574,133,N,,VBM PORTION,86,20,41,
COVINA,1500056A,574,133,N,1224,TOTAL,282,68,121,
COVINA,1500074C,575,133,N,1245,POLLING PLACE,295,84,132,
COVINA,1500074C,575,133,N,,VBM PORTION,145,33,57,
COVINA,1500074C,575,133,N,1245,TOTAL,440,117,189,
COVINA,1500078A,576,133,N,1046,POLLING PLACE,180,56,76,
COVINA,1500078A,576,133,N,,VBM PORTION,88,18,47,
COVINA,1500078A,576,133,N,1046,TOTAL,268,74,123,
COVINA,1500082A,577,133,N,1002,POLLING PLACE,174,51,82,
COVINA,1500082A,577,133,N,,VBM PORTION,99,25,47,
COVINA,1500082A,577,133,N,1002,TOTAL,273,76,129,
COVINA,1500084A,578,133,N,821,POLLING PLACE,194,52,85,
COVINA,1500084A,578,133,N,,VBM PORTION,85,18,42,
COVINA,1500084A,578,133,N,821,TOTAL,279,70,127,
COVINA,1500086B,579,133,N,1180,POLLING PLACE,213,61,106,
COVINA,1500086B,579,133,N,,VBM PORTION,75,12,49,
COVINA,1500086B,579,133,N,1180,TOTAL,288,73,155,
COVINA,1500089A,580,133,N,882,POLLING PLACE,116,24,62,
COVINA,1500089A,580,133,N,,VBM PORTION,60,13,34,
COVINA,1500089A,580,133,N,882,TOTAL,176,37,96,
COVINA,1500090A,581,133,N,561,POLLING PLACE,99,37,34,
COVINA,1500090A,581,133,N,,VBM PORTION,17,5,8,
COVINA,1500090A,581,133,N,561,TOTAL,116,42,42,
COVINA,1500090C,582,128,N,228,POLLING PLACE,34,10,18,
COVINA,1500090C,582,128,N,,VBM PORTION,22,3,16,
COVINA,1500090C,582,128,N,228,TOTAL,56,13,34,
COVINA,1500093A,583,133,N,1219,POLLING PLACE,163,41,75,
COVINA,1500093A,583,133,N,,VBM PORTION,75,15,37,
COVINA,1500093A,583,133,N,1219,TOTAL,238,56,112,
CUDAHY,1550001A,584,347,N,990,POLLING PLACE,140,50,56,
CUDAHY,1550001A,584,347,N,,VBM PORTION,28,8,17,
CUDAHY,1550001A,584,347,N,990,TOTAL,168,58,73,
CUDAHY,1550002A,6059,349,Y,,POLLING PLACE,,,,
CUDAHY,1550002A,6059,349,Y,,VBM PORTION,,,,
CUDAHY,1550002A,6059,349,Y,,TOTAL,,,,
CUDAHY,1550005A,585,347,N,1070,POLLING PLACE,139,50,72,
CUDAHY,1550005A,585,347,N,,VBM PORTION,18,4,13,
CUDAHY,1550005A,585,347,N,1070,TOTAL,157,54,85,
CUDAHY,1550006A,586,347,N,1091,POLLING PLACE,143,36,79,
CUDAHY,1550006A,586,347,N,,VBM PORTION,26,11,11,
CUDAHY,1550006A,586,347,N,1091,TOTAL,169,47,90,
CUDAHY,1550009A,587,347,N,942,POLLING PLACE,138,50,66,
CUDAHY,1550009A,587,347,N,,VBM PORTION,18,7,4,
CUDAHY,1550009A,587,347,N,942,TOTAL,156,57,70,
CUDAHY,1550010A,588,347,N,987,POLLING PLACE,131,40,71,
CUDAHY,1550010A,588,347,N,,VBM PORTION,29,4,19,
CUDAHY,1550010A,588,347,N,987,TOTAL,160,44,90,
CUDAHY,1550020A,589,347,N,1222,POLLING PLACE,168,52,68,
CUDAHY,1550020A,589,347,N,,VBM PORTION,33,15,9,
CUDAHY,1550020A,589,347,N,1222,TOTAL,201,67,77,
CULVER CITY,1600001A,590,233,N,902,POLLING PLACE,180,66,57,
CULVER CITY,1600001A,590,233,N,,VBM PORTION,72,19,27,
CULVER CITY,1600001A,590,233,N,902,TOTAL,252,85,84,
CULVER CITY,1600002A,591,233,N,754,POLLING PLACE,146,63,48,
CULVER CITY,1600002A,591,233,N,,VBM PORTION,73,24,26,
CULVER CITY,1600002A,591,233,N,754,TOTAL,219,87,74,
CULVER CITY,1600003A,592,233,N,998,POLLING PLACE,169,65,52,
CULVER CITY,1600003A,592,233,N,,VBM PORTION,92,32,32,
CULVER CITY,1600003A,592,233,N,998,TOTAL,261,97,84,
CULVER CITY,1600004A,593,233,N,1097,POLLING PLACE,230,114,55,
CULVER CITY,1600004A,593,233,N,,VBM PORTION,70,24,21,
CULVER CITY,1600004A,593,233,N,1097,TOTAL,300,138,76,
CULVER CITY,1600005A,594,233,N,885,POLLING PLACE,187,69,62,
CULVER CITY,1600005A,594,233,N,,VBM PORTION,85,20,33,
CULVER CITY,1600005A,594,233,N,885,TOTAL,272,89,95,
CULVER CITY,1600007A,595,233,N,1248,POLLING PLACE,316,126,81,
CULVER CITY,1600007A,595,233,N,,VBM PORTION,147,54,39,
CULVER CITY,1600007A,595,233,N,1248,TOTAL,463,180,120,
CULVER CITY,1600008A,596,233,N,1154,POLLING PLACE,329,140,84,
CULVER CITY,1600008A,596,233,N,,VBM PORTION,140,48,31,
CULVER CITY,1600008A,596,233,N,1154,TOTAL,469,188,115,
CULVER CITY,1600011A,597,233,N,1176,POLLING PLACE,206,80,47,
CULVER CITY,1600011A,597,233,N,,VBM PORTION,157,55,51,
CULVER CITY,1600011A,597,233,N,1176,TOTAL,363,135,98,
CULVER CITY,1600013B,598,233,N,1147,POLLING PLACE,330,124,78,
CULVER CITY,1600013B,598,233,N,,VBM PORTION,124,37,36,
CULVER CITY,1600013B,598,233,N,1147,TOTAL,454,161,114,
CULVER CITY,1600014A,599,233,N,476,POLLING PLACE,102,40,20,
CULVER CITY,1600014A,599,233,N,,VBM PORTION,80,31,18,
CULVER CITY,1600014A,599,233,N,476,TOTAL,182,71,38,
CULVER CITY,1600014C,6060,228,Y,,POLLING PLACE,,,,
CULVER CITY,1600014C,6060,228,Y,,VBM PORTION,,,,
CULVER CITY,1600014C,6060,228,Y,,TOTAL,,,,
CULVER CITY,1600017B,600,233,N,1114,POLLING PLACE,224,91,58,
CULVER CITY,1600017B,600,233,N,,VBM PORTION,112,39,35,
CULVER CITY,1600017B,600,233,N,1114,TOTAL,336,130,93,
CULVER CITY,1600018A,601,233,N,899,POLLING PLACE,161,75,43,
CULVER CITY,1600018A,601,233,N,,VBM PORTION,63,17,24,
CULVER CITY,1600018A,601,233,N,899,TOTAL,224,92,67,
CULVER CITY,1600022A,602,233,N,651,POLLING PLACE,156,71,34,
CULVER CITY,1600022A,602,233,N,,VBM PORTION,59,24,20,
CULVER CITY,1600022A,602,233,N,651,TOTAL,215,95,54,
CULVER CITY,1600024A,603,233,N,1216,POLLING PLACE,269,98,99,
CULVER CITY,1600024A,603,233,N,,VBM PORTION,111,38,33,
CULVER CITY,1600024A,603,233,N,1216,TOTAL,380,136,132,
CULVER CITY,1600025A,604,233,N,955,POLLING PLACE,285,114,78,
CULVER CITY,1600025A,604,233,N,,VBM PORTION,123,43,35,
CULVER CITY,1600025A,604,233,N,955,TOTAL,408,157,113,
CULVER CITY,1600027C,605,233,N,646,POLLING PLACE,188,69,49,
CULVER CITY,1600027C,605,233,N,,VBM PORTION,74,29,19,
CULVER CITY,1600027C,605,233,N,646,TOTAL,262,98,68,
CULVER CITY,1600028A,606,233,N,1254,POLLING PLACE,272,100,93,
CULVER CITY,1600028A,606,233,N,,VBM PORTION,129,45,38,
CULVER CITY,1600028A,606,233,N,1254,TOTAL,401,145,131,
CULVER CITY,1600031C,607,233,N,1008,POLLING PLACE,244,100,71,
CULVER CITY,1600031C,607,233,N,,VBM PORTION,131,59,34,
CULVER CITY,1600031C,607,233,N,1008,TOTAL,375,159,105,
CULVER CITY,1600034A,608,233,N,1156,POLLING PLACE,304,119,77,
CULVER CITY,1600034A,608,233,N,,VBM PORTION,165,66,41,
CULVER CITY,1600034A,608,233,N,1156,TOTAL,469,185,118,
CULVER CITY,1600042A,609,233,N,768,POLLING PLACE,284,124,74,
CULVER CITY,1600042A,609,233,N,,VBM PORTION,107,42,28,
CULVER CITY,1600042A,609,233,N,768,TOTAL,391,166,102,
CULVER CITY,1600045A,610,233,N,962,POLLING PLACE,225,103,63,
CULVER CITY,1600045A,610,233,N,,VBM PORTION,97,38,22,
CULVER CITY,1600045A,610,233,N,962,TOTAL,322,141,85,
CULVER CITY,1600055A,611,233,N,1079,POLLING PLACE,302,115,79,
CULVER CITY,1600055A,611,233,N,,VBM PORTION,87,33,17,
CULVER CITY,1600055A,611,233,N,1079,TOTAL,389,148,96,
CULVER CITY,1600073A,612,233,N,1197,POLLING PLACE,248,112,82,
CULVER CITY,1600073A,612,233,N,,VBM PORTION,74,21,28,
CULVER CITY,1600073A,612,233,N,1197,TOTAL,322,133,110,
CULVER CITY,1600074B,613,233,N,1091,POLLING PLACE,282,109,102,
CULVER CITY,1600074B,613,233,N,,VBM PORTION,117,40,43,
CULVER CITY,1600074B,613,233,N,1091,TOTAL,399,149,145,
CULVER CITY,1600076A,614,233,N,1125,POLLING PLACE,268,101,80,
CULVER CITY,1600076A,614,233,N,,VBM PORTION,82,35,25,
CULVER CITY,1600076A,614,233,N,1125,TOTAL,350,136,105,
DEL AIRE,1680001A,615,338,N,825,POLLING PLACE,175,41,85,
DEL AIRE,1680001A,615,338,N,,VBM PORTION,54,17,26,
DEL AIRE,1680001A,615,338,N,825,TOTAL,229,58,111,
DEL AIRE,1680002B,616,338,N,956,POLLING PLACE,263,62,118,
DEL AIRE,1680002B,616,338,N,,VBM PORTION,71,9,30,
DEL AIRE,1680002B,616,338,N,956,TOTAL,334,71,148,
DEL AIRE,1680003A,617,338,N,861,POLLING PLACE,205,58,101,
DEL AIRE,1680003A,617,338,N,,VBM PORTION,70,18,33,
DEL AIRE,1680003A,617,338,N,861,TOTAL,275,76,134,
DEL AIRE,1680004A,618,338,N,765,POLLING PLACE,164,43,75,
DEL AIRE,1680004A,618,338,N,,VBM PORTION,60,15,19,
DEL AIRE,1680004A,618,338,N,765,TOTAL,224,58,94,
DEL AIRE,1680005A,619,338,N,410,POLLING PLACE,80,29,36,
DEL AIRE,1680005A,619,338,N,,VBM PORTION,19,5,7,
DEL AIRE,1680005A,619,338,N,410,TOTAL,99,34,43,
DEL AIRE,1680006C,620,338,N,642,POLLING PLACE,111,25,52,
DEL AIRE,1680006C,620,338,N,,VBM PORTION,46,10,28,
DEL AIRE,1680006C,620,338,N,642,TOTAL,157,35,80,
DEL AIRE,1680007A,621,338,N,985,POLLING PLACE,206,55,102,
DEL AIRE,1680007A,621,338,N,,VBM PORTION,48,8,19,
DEL AIRE,1680007A,621,338,N,985,TOTAL,254,63,121,
DEL SUR,1750001A,622,8,N,1079,POLLING PLACE,273,66,121,
DEL SUR,1750001A,622,8,N,,VBM PORTION,111,31,46,
DEL SUR,1750001A,622,8,N,1079,TOTAL,384,97,167,
DEL SUR,1750005H,6061,16,Y,,POLLING PLACE,,,,
DEL SUR,1750005H,6061,16,Y,,VBM PORTION,,,,
DEL SUR,1750005H,6061,16,Y,,TOTAL,,,,
DEL SUR,1750007C,6062,15,Y,,POLLING PLACE,,,,
DEL SUR,1750007C,6062,15,Y,,VBM PORTION,,,,
DEL SUR,1750007C,6062,15,Y,,TOTAL,,,,
DEL SUR,1750052A,6063,3,Y,234,POLLING PLACE,,,,
DEL SUR,1750052A,6063,3,Y,,VBM PORTION,108,22,55,
DEL SUR,1750052A,6063,3,Y,234,TOTAL,108,22,55,
DEL SUR,1750054A,623,7,N,562,POLLING PLACE,133,20,67,
DEL SUR,1750054A,623,7,N,,VBM PORTION,96,27,42,
DEL SUR,1750054A,623,7,N,562,TOTAL,229,47,109,
DEL SUR,1750055A,624,1,N,1404,POLLING PLACE,376,90,203,
DEL SUR,1750055A,624,1,N,,VBM PORTION,170,34,84,
DEL SUR,1750055A,624,1,N,1404,TOTAL,546,124,287,
DESERT,1770001A,625,8,N,1091,POLLING PLACE,200,43,113,
DESERT,1770001A,625,8,N,,VBM PORTION,77,19,37,
DESERT,1770001A,625,8,N,1091,TOTAL,277,62,150,
DESERT,1770004A,626,13,N,1124,POLLING PLACE,270,53,142,
DESERT,1770004A,626,13,N,,VBM PORTION,165,34,84,
DESERT,1770004A,626,13,N,1124,TOTAL,435,87,226,
DESERT,1770007A,6064,13,Y,114,POLLING PLACE,,,,
DESERT,1770007A,6064,13,Y,,VBM PORTION,9,2,6,
DESERT,1770007A,6064,13,Y,114,TOTAL,9,2,6,
DESERT,1770015A,627,13,N,947,POLLING PLACE,129,32,58,
DESERT,1770015A,627,13,N,,VBM PORTION,147,38,67,
DESERT,1770015A,627,13,N,947,TOTAL,276,70,125,
DESERT,1770016A,628,13,N,397,POLLING PLACE,95,18,36,
DESERT,1770016A,628,13,N,,VBM PORTION,47,12,23,
DESERT,1770016A,628,13,N,397,TOTAL,142,30,59,
DESERT,1770063J,6065,13,Y,,POLLING PLACE,,,,
DESERT,1770063J,6065,13,Y,,VBM PORTION,,,,
DESERT,1770063J,6065,13,Y,,TOTAL,,,,
DIAMOND BAR,1780001A,629,238,N,1145,POLLING PLACE,150,32,63,
DIAMOND BAR,1780001A,629,238,N,,VBM PORTION,108,27,26,
DIAMOND BAR,1780001A,629,238,N,1145,TOTAL,258,59,89,
DIAMOND BAR,1780002A,630,237,N,1182,POLLING PLACE,203,51,97,
DIAMOND BAR,1780002A,630,237,N,,VBM PORTION,89,17,47,
DIAMOND BAR,1780002A,630,237,N,1182,TOTAL,292,68,144,
DIAMOND BAR,1780003A,631,238,N,661,POLLING PLACE,124,33,59,
DIAMOND BAR,1780003A,631,238,N,,VBM PORTION,47,7,14,
DIAMOND BAR,1780003A,631,238,N,661,TOTAL,171,40,73,
DIAMOND BAR,1780004A,632,238,N,1149,POLLING PLACE,175,48,58,
DIAMOND BAR,1780004A,632,238,N,,VBM PORTION,113,20,60,
DIAMOND BAR,1780004A,632,238,N,1149,TOTAL,288,68,118,
DIAMOND BAR,1780006A,633,238,N,1076,POLLING PLACE,201,53,95,
DIAMOND BAR,1780006A,633,238,N,,VBM PORTION,101,9,59,
DIAMOND BAR,1780006A,633,238,N,1076,TOTAL,302,62,154,
DIAMOND BAR,1780007B,634,238,N,1068,POLLING PLACE,173,31,84,
DIAMOND BAR,1780007B,634,238,N,,VBM PORTION,96,26,33,
DIAMOND BAR,1780007B,634,238,N,1068,TOTAL,269,57,117,
DIAMOND BAR,1780008A,635,238,N,1158,POLLING PLACE,138,32,61,
DIAMOND BAR,1780008A,635,238,N,,VBM PORTION,145,27,57,
DIAMOND BAR,1780008A,635,238,N,1158,TOTAL,283,59,118,
DIAMOND BAR,1780014A,636,238,N,1201,POLLING PLACE,212,55,108,
DIAMOND BAR,1780014A,636,238,N,,VBM PORTION,115,25,47,
DIAMOND BAR,1780014A,636,238,N,1201,TOTAL,327,80,155,
DIAMOND BAR,1780020A,637,238,N,1097,POLLING PLACE,187,44,77,
DIAMOND BAR,1780020A,637,238,N,,VBM PORTION,97,22,45,
DIAMOND BAR,1780020A,637,238,N,1097,TOTAL,284,66,122,
DIAMOND BAR,1780021A,638,238,N,1029,POLLING PLACE,169,39,86,
DIAMOND BAR,1780021A,638,238,N,,VBM PORTION,108,15,31,
DIAMOND BAR,1780021A,638,238,N,1029,TOTAL,277,54,117,
DIAMOND BAR,1780041A,639,238,N,1150,POLLING PLACE,226,47,101,
DIAMOND BAR,1780041A,639,238,N,,VBM PORTION,92,23,41,
DIAMOND BAR,1780041A,639,238,N,1150,TOTAL,318,70,142,
DIAMOND BAR,1780043B,640,238,N,1132,POLLING PLACE,185,51,69,
DIAMOND BAR,1780043B,640,238,N,,VBM PORTION,136,20,68,
DIAMOND BAR,1780043B,640,238,N,1132,TOTAL,321,71,137,
DIAMOND BAR,1780063A,641,237,N,578,POLLING PLACE,109,36,48,
DIAMOND BAR,1780063A,641,237,N,,VBM PORTION,67,14,34,
DIAMOND BAR,1780063A,641,237,N,578,TOTAL,176,50,82,
DIAMOND BAR,1780063B,642,237,N,879,POLLING PLACE,189,47,86,
DIAMOND BAR,1780063B,642,237,N,,VBM PORTION,71,9,37,
DIAMOND BAR,1780063B,642,237,N,879,TOTAL,260,56,123,
DIAMOND BAR,1780065B,643,237,N,914,POLLING PLACE,204,44,84,
DIAMOND BAR,1780065B,643,237,N,,VBM PORTION,101,24,44,
DIAMOND BAR,1780065B,643,237,N,914,TOTAL,305,68,128,
DIAMOND BAR,1780066A,644,238,N,850,POLLING PLACE,154,39,72,
DIAMOND BAR,1780066A,644,238,N,,VBM PORTION,80,14,36,
DIAMOND BAR,1780066A,644,238,N,850,TOTAL,234,53,108,
DIAMOND BAR,1780067A,645,238,N,853,POLLING PLACE,151,26,71,
DIAMOND BAR,1780067A,645,238,N,,VBM PORTION,84,21,36,
DIAMOND BAR,1780067A,645,238,N,853,TOTAL,235,47,107,
DIAMOND BAR,1780068A,646,238,N,406,POLLING PLACE,66,18,27,
DIAMOND BAR,1780068A,646,238,N,,VBM PORTION,23,7,8,
DIAMOND BAR,1780068A,646,238,N,406,TOTAL,89,25,35,
DIAMOND BAR,1780069A,647,238,N,960,POLLING PLACE,106,24,54,
DIAMOND BAR,1780069A,647,238,N,,VBM PORTION,88,13,51,
DIAMOND BAR,1780069A,647,238,N,960,TOTAL,194,37,105,
DIAMOND BAR,1780070A,648,237,N,1076,POLLING PLACE,198,45,95,
DIAMOND BAR,1780070A,648,237,N,,VBM PORTION,110,22,48,
DIAMOND BAR,1780070A,648,237,N,1076,TOTAL,308,67,143,
DIAMOND BAR,1780071C,649,238,N,494,POLLING PLACE,85,22,44,
DIAMOND BAR,1780071C,649,238,N,,VBM PORTION,53,16,23,
DIAMOND BAR,1780071C,649,238,N,494,TOTAL,138,38,67,
DIAMOND BAR,1780072A,650,237,N,822,POLLING PLACE,169,39,82,
DIAMOND BAR,1780072A,650,237,N,,VBM PORTION,55,10,23,
DIAMOND BAR,1780072A,650,237,N,822,TOTAL,224,49,105,
DIAMOND BAR,1780073A,651,237,N,875,POLLING PLACE,185,44,98,
DIAMOND BAR,1780073A,651,237,N,,VBM PORTION,78,22,36,
DIAMOND BAR,1780073A,651,237,N,875,TOTAL,263,66,134,
DIAMOND BAR,1780075A,652,238,N,890,POLLING PLACE,114,30,57,
DIAMOND BAR,1780075A,652,238,N,,VBM PORTION,78,23,35,
DIAMOND BAR,1780075A,652,238,N,890,TOTAL,192,53,92,
DIAMOND BAR,1780077A,653,238,N,869,POLLING PLACE,110,27,52,
DIAMOND BAR,1780077A,653,238,N,,VBM PORTION,74,11,42,
DIAMOND BAR,1780077A,653,238,N,869,TOTAL,184,38,94,
DIAMOND BAR,1780078A,654,238,N,950,POLLING PLACE,136,42,62,
DIAMOND BAR,1780078A,654,238,N,,VBM PORTION,83,23,30,
DIAMOND BAR,1780078A,654,238,N,950,TOTAL,219,65,92,
DIAMOND BAR,1780079A,655,238,N,491,POLLING PLACE,29,7,14,
DIAMOND BAR,1780079A,655,238,N,,VBM PORTION,47,15,21,
DIAMOND BAR,1780079A,655,238,N,491,TOTAL,76,22,35,
DIAMOND BAR,1780081A,656,238,N,615,POLLING PLACE,114,22,52,
DIAMOND BAR,1780081A,656,238,N,,VBM PORTION,43,7,15,
DIAMOND BAR,1780081A,656,238,N,615,TOTAL,157,29,67,
DIAMOND BAR,1780085A,657,238,N,723,POLLING PLACE,105,19,49,
DIAMOND BAR,1780085A,657,238,N,,VBM PORTION,47,13,12,
DIAMOND BAR,1780085A,657,238,N,723,TOTAL,152,32,61,
DIAMOND BAR,1780087A,658,238,N,576,POLLING PLACE,106,26,56,
DIAMOND BAR,1780087A,658,238,N,,VBM PORTION,52,15,23,
DIAMOND BAR,1780087A,658,238,N,576,TOTAL,158,41,79,
DIAMOND BAR,1780091E,659,238,N,932,POLLING PLACE,152,42,82,
DIAMOND BAR,1780091E,659,238,N,,VBM PORTION,92,22,42,
DIAMOND BAR,1780091E,659,238,N,932,TOTAL,244,64,124,
DIAMOND BAR,1780092A,660,238,N,696,POLLING PLACE,103,24,40,
DIAMOND BAR,1780092A,660,238,N,,VBM PORTION,58,9,31,
DIAMOND BAR,1780092A,660,238,N,696,TOTAL,161,33,71,
DIAMOND BAR,1780094A,661,238,N,1070,POLLING PLACE,178,46,77,
DIAMOND BAR,1780094A,661,238,N,,VBM PORTION,91,17,35,
DIAMOND BAR,1780094A,661,238,N,1070,TOTAL,269,63,112,
DOMINGUEZ,1800020B,662,373,N,733,POLLING PLACE,222,64,122,
DOMINGUEZ,1800020B,662,373,N,,VBM PORTION,37,7,17,
DOMINGUEZ,1800020B,662,373,N,733,TOTAL,259,71,139,
DOMINGUEZ,1800021A,663,367,N,798,POLLING PLACE,230,61,115,
DOMINGUEZ,1800021A,663,367,N,,VBM PORTION,51,18,25,
DOMINGUEZ,1800021A,663,367,N,798,TOTAL,281,79,140,
DOWNEY,1850001A,664,302,N,1065,POLLING PLACE,177,55,101,
DOWNEY,1850001A,664,302,N,,VBM PORTION,56,18,30,
DOWNEY,1850001A,664,302,N,1065,TOTAL,233,73,131,
DOWNEY,1850002A,665,302,N,405,POLLING PLACE,36,7,15,
DOWNEY,1850002A,665,302,N,,VBM PORTION,10,2,3,
DOWNEY,1850002A,665,302,N,405,TOTAL,46,9,18,
DOWNEY,1850002C,666,302,N,578,POLLING PLACE,91,20,51,
DOWNEY,1850002C,666,302,N,,VBM PORTION,22,3,11,
DOWNEY,1850002C,666,302,N,578,TOTAL,113,23,62,
DOWNEY,1850006B,667,302,N,633,POLLING PLACE,73,16,41,
DOWNEY,1850006B,667,302,N,,VBM PORTION,15,8,6,
DOWNEY,1850006B,667,302,N,633,TOTAL,88,24,47,
