LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,DAVID HADLEY,AL MURATSUCHI,
REDONDO BEACH,5550024A,2206,374,N,1272,POLLING PLACE,271,123,137,
REDONDO BEACH,5550024A,2206,374,N,,VBM PORTION,101,50,45,
REDONDO BEACH,5550024A,2206,374,N,1272,TOTAL,372,173,182,
REDONDO BEACH,5550029A,2207,374,N,936,POLLING PLACE,256,139,106,
REDONDO BEACH,5550029A,2207,374,N,,VBM PORTION,82,35,38,
REDONDO BEACH,5550029A,2207,374,N,936,TOTAL,338,174,144,
REDONDO BEACH,5550030A,2208,374,N,971,POLLING PLACE,259,126,122,
REDONDO BEACH,5550030A,2208,374,N,,VBM PORTION,133,57,70,
REDONDO BEACH,5550030A,2208,374,N,971,TOTAL,392,183,192,
REDONDO BEACH,5550032A,2209,374,N,1047,POLLING PLACE,236,98,122,
REDONDO BEACH,5550032A,2209,374,N,,VBM PORTION,90,40,47,
REDONDO BEACH,5550032A,2209,374,N,1047,TOTAL,326,138,169,
REDONDO BEACH,5550035A,2210,374,N,1129,POLLING PLACE,183,71,103,
REDONDO BEACH,5550035A,2210,374,N,,VBM PORTION,135,40,87,
REDONDO BEACH,5550035A,2210,374,N,1129,TOTAL,318,111,190,
REDONDO BEACH,5550036A,2211,374,N,996,POLLING PLACE,177,70,102,
REDONDO BEACH,5550036A,2211,374,N,,VBM PORTION,37,19,16,
REDONDO BEACH,5550036A,2211,374,N,996,TOTAL,214,89,118,
REDONDO BEACH,5550038A,2212,374,N,1049,POLLING PLACE,199,93,102,
REDONDO BEACH,5550038A,2212,374,N,,VBM PORTION,112,56,56,
REDONDO BEACH,5550038A,2212,374,N,1049,TOTAL,311,149,158,
REDONDO BEACH,5550041A,2213,374,N,1367,POLLING PLACE,269,107,148,
REDONDO BEACH,5550041A,2213,374,N,,VBM PORTION,93,33,53,
REDONDO BEACH,5550041A,2213,374,N,1367,TOTAL,362,140,201,
REDONDO BEACH,5550042A,2214,374,N,1047,POLLING PLACE,282,137,115,
REDONDO BEACH,5550042A,2214,374,N,,VBM PORTION,114,50,59,
REDONDO BEACH,5550042A,2214,374,N,1047,TOTAL,396,187,174,
REDONDO BEACH,5550045A,2215,374,N,1279,POLLING PLACE,286,111,156,
REDONDO BEACH,5550045A,2215,374,N,,VBM PORTION,94,37,54,
REDONDO BEACH,5550045A,2215,374,N,1279,TOTAL,380,148,210,
REDONDO BEACH,5550046A,2216,374,N,1197,POLLING PLACE,256,107,135,
REDONDO BEACH,5550046A,2216,374,N,,VBM PORTION,109,51,53,
REDONDO BEACH,5550046A,2216,374,N,1197,TOTAL,365,158,188,
REDONDO BEACH,5550050A,2217,374,N,960,POLLING PLACE,166,59,96,
REDONDO BEACH,5550050A,2217,374,N,,VBM PORTION,86,33,47,
REDONDO BEACH,5550050A,2217,374,N,960,TOTAL,252,92,143,
REDONDO BEACH,5550051A,2218,374,N,933,POLLING PLACE,210,90,110,
REDONDO BEACH,5550051A,2218,374,N,,VBM PORTION,46,20,21,
REDONDO BEACH,5550051A,2218,374,N,933,TOTAL,256,110,131,
REDONDO BEACH,5550056A,2219,374,N,1293,POLLING PLACE,366,172,179,
REDONDO BEACH,5550056A,2219,374,N,,VBM PORTION,161,86,63,
REDONDO BEACH,5550056A,2219,374,N,1293,TOTAL,527,258,242,
REDONDO BEACH,5550058A,2220,374,N,1363,POLLING PLACE,298,127,161,
REDONDO BEACH,5550058A,2220,374,N,,VBM PORTION,99,47,47,
REDONDO BEACH,5550058A,2220,374,N,1363,TOTAL,397,174,208,
REDONDO BEACH,5550063B,2221,374,N,1078,POLLING PLACE,217,111,100,
REDONDO BEACH,5550063B,2221,374,N,,VBM PORTION,106,39,66,
REDONDO BEACH,5550063B,2221,374,N,1078,TOTAL,323,150,166,
REDONDO BEACH,5550069A,2222,374,N,1243,POLLING PLACE,220,95,118,
REDONDO BEACH,5550069A,2222,374,N,,VBM PORTION,168,88,68,
REDONDO BEACH,5550069A,2222,374,N,1243,TOTAL,388,183,186,
REDONDO BEACH,5550070A,2223,374,N,1023,POLLING PLACE,207,96,100,
REDONDO BEACH,5550070A,2223,374,N,,VBM PORTION,150,63,77,
REDONDO BEACH,5550070A,2223,374,N,1023,TOTAL,357,159,177,
REDONDO BEACH,5550090A,2224,374,N,799,POLLING PLACE,164,90,67,
REDONDO BEACH,5550090A,2224,374,N,,VBM PORTION,81,47,33,
REDONDO BEACH,5550090A,2224,374,N,799,TOTAL,245,137,100,
REDONDO BEACH,5550091A,2225,374,N,892,POLLING PLACE,166,71,90,
REDONDO BEACH,5550091A,2225,374,N,,VBM PORTION,105,48,49,
REDONDO BEACH,5550091A,2225,374,N,892,TOTAL,271,119,139,
REDONDO BEACH,5550092A,2226,374,N,1261,POLLING PLACE,270,122,141,
REDONDO BEACH,5550092A,2226,374,N,,VBM PORTION,111,54,54,
REDONDO BEACH,5550092A,2226,374,N,1261,TOTAL,381,176,195,
REDONDO BEACH,5550093B,2227,374,N,1341,POLLING PLACE,327,143,169,
REDONDO BEACH,5550093B,2227,374,N,,VBM PORTION,129,46,71,
REDONDO BEACH,5550093B,2227,374,N,1341,TOTAL,456,189,240,
REDONDO BEACH,5550094A,2228,374,N,1013,POLLING PLACE,214,101,102,
REDONDO BEACH,5550094A,2228,374,N,,VBM PORTION,102,51,46,
REDONDO BEACH,5550094A,2228,374,N,1013,TOTAL,316,152,148,
REDONDO BEACH,5550095A,2229,374,N,992,POLLING PLACE,228,104,115,
REDONDO BEACH,5550095A,2229,374,N,,VBM PORTION,116,52,58,
REDONDO BEACH,5550095A,2229,374,N,992,TOTAL,344,156,173,
REDONDO BEACH,5550097A,2230,374,N,656,POLLING PLACE,163,81,74,
REDONDO BEACH,5550097A,2230,374,N,,VBM PORTION,68,38,27,
REDONDO BEACH,5550097A,2230,374,N,656,TOTAL,231,119,101,
REDONDO BEACH,5550098A,2231,374,N,1265,POLLING PLACE,248,94,139,
REDONDO BEACH,5550098A,2231,374,N,,VBM PORTION,119,50,58,
REDONDO BEACH,5550098A,2231,374,N,1265,TOTAL,367,144,197,
ROLLING HILLS,5700001A,2233,379,N,747,POLLING PLACE,211,153,44,
ROLLING HILLS,5700001A,2233,379,N,,VBM PORTION,92,70,13,
ROLLING HILLS,5700001A,2233,379,N,747,TOTAL,303,223,57,
ROLLING HILLS,5700002A,2234,379,N,684,POLLING PLACE,213,156,37,
ROLLING HILLS,5700002A,2234,379,N,,VBM PORTION,89,69,13,
ROLLING HILLS,5700002A,2234,379,N,684,TOTAL,302,225,50,
ROLLING HILLS ESTATES,5730001A,2235,379,N,620,POLLING PLACE,170,124,40,
ROLLING HILLS ESTATES,5730001A,2235,379,N,,VBM PORTION,85,48,32,
ROLLING HILLS ESTATES,5730001A,2235,379,N,620,TOTAL,255,172,72,
ROLLING HILLS ESTATES,5730003A,2236,379,N,887,POLLING PLACE,255,155,82,
ROLLING HILLS ESTATES,5730003A,2236,379,N,,VBM PORTION,94,62,28,
ROLLING HILLS ESTATES,5730003A,2236,379,N,887,TOTAL,349,217,110,
ROLLING HILLS ESTATES,5730005A,2237,379,N,1228,POLLING PLACE,314,209,95,
ROLLING HILLS ESTATES,5730005A,2237,379,N,,VBM PORTION,201,133,60,
ROLLING HILLS ESTATES,5730005A,2237,379,N,1228,TOTAL,515,342,155,
ROLLING HILLS ESTATES,5730007A,2238,379,N,993,POLLING PLACE,298,207,75,
ROLLING HILLS ESTATES,5730007A,2238,379,N,,VBM PORTION,116,78,32,
ROLLING HILLS ESTATES,5730007A,2238,379,N,993,TOTAL,414,285,107,
ROLLING HILLS ESTATES,5730011A,2239,379,N,789,POLLING PLACE,207,125,74,
ROLLING HILLS ESTATES,5730011A,2239,379,N,,VBM PORTION,111,53,50,
ROLLING HILLS ESTATES,5730011A,2239,379,N,789,TOTAL,318,178,124,
ROLLING HILLS ESTATES,5730013A,2240,379,N,1095,POLLING PLACE,228,127,93,
ROLLING HILLS ESTATES,5730013A,2240,379,N,,VBM PORTION,178,94,57,
ROLLING HILLS ESTATES,5730013A,2240,379,N,1095,TOTAL,406,221,150,
TORRANCE,7150001A,2662,386,N,713,POLLING PLACE,131,65,62,
TORRANCE,7150001A,2662,386,N,,VBM PORTION,93,28,57,
TORRANCE,7150001A,2662,386,N,713,TOTAL,224,93,119,
TORRANCE,7150002A,2663,386,N,866,POLLING PLACE,223,119,95,
TORRANCE,7150002A,2663,386,N,,VBM PORTION,67,25,39,
TORRANCE,7150002A,2663,386,N,866,TOTAL,290,144,134,
TORRANCE,7150003A,2664,386,N,979,POLLING PLACE,202,87,104,
TORRANCE,7150003A,2664,386,N,,VBM PORTION,66,25,38,
TORRANCE,7150003A,2664,386,N,979,TOTAL,268,112,142,
TORRANCE,7150004A,2665,386,N,1217,POLLING PLACE,198,91,104,
TORRANCE,7150004A,2665,386,N,,VBM PORTION,92,47,40,
TORRANCE,7150004A,2665,386,N,1217,TOTAL,290,138,144,
TORRANCE,7150005A,2666,386,N,858,POLLING PLACE,179,94,81,
TORRANCE,7150005A,2666,386,N,,VBM PORTION,84,27,56,
TORRANCE,7150005A,2666,386,N,858,TOTAL,263,121,137,
TORRANCE,7150008A,2667,386,N,870,POLLING PLACE,168,71,92,
TORRANCE,7150008A,2667,386,N,,VBM PORTION,93,31,59,
TORRANCE,7150008A,2667,386,N,870,TOTAL,261,102,151,
TORRANCE,7150009A,2668,386,N,967,POLLING PLACE,194,74,110,
TORRANCE,7150009A,2668,386,N,,VBM PORTION,109,32,75,
TORRANCE,7150009A,2668,386,N,967,TOTAL,303,106,185,
TORRANCE,7150010A,2669,386,N,1469,POLLING PLACE,233,107,120,
TORRANCE,7150010A,2669,386,N,,VBM PORTION,110,42,65,
TORRANCE,7150010A,2669,386,N,1469,TOTAL,343,149,185,
TORRANCE,7150012A,2670,386,N,860,POLLING PLACE,168,81,84,
TORRANCE,7150012A,2670,386,N,,VBM PORTION,76,33,37,
TORRANCE,7150012A,2670,386,N,860,TOTAL,244,114,121,
TORRANCE,7150013A,2671,386,N,1327,POLLING PLACE,267,118,127,
TORRANCE,7150013A,2671,386,N,,VBM PORTION,115,53,52,
TORRANCE,7150013A,2671,386,N,1327,TOTAL,382,171,179,
TORRANCE,7150015A,2672,386,N,1188,POLLING PLACE,276,128,140,
TORRANCE,7150015A,2672,386,N,,VBM PORTION,132,63,61,
TORRANCE,7150015A,2672,386,N,1188,TOTAL,408,191,201,
TORRANCE,7150016A,2673,386,N,763,POLLING PLACE,202,93,104,
TORRANCE,7150016A,2673,386,N,,VBM PORTION,69,24,41,
TORRANCE,7150016A,2673,386,N,763,TOTAL,271,117,145,
TORRANCE,7150017A,2674,386,N,1060,POLLING PLACE,242,118,113,
TORRANCE,7150017A,2674,386,N,,VBM PORTION,134,51,77,
TORRANCE,7150017A,2674,386,N,1060,TOTAL,376,169,190,
TORRANCE,7150021A,2675,378,N,979,POLLING PLACE,259,144,102,
TORRANCE,7150021A,2675,378,N,,VBM PORTION,119,60,55,
TORRANCE,7150021A,2675,378,N,979,TOTAL,378,204,157,
TORRANCE,7150022A,2676,386,N,1039,POLLING PLACE,176,68,104,
TORRANCE,7150022A,2676,386,N,,VBM PORTION,71,35,29,
TORRANCE,7150022A,2676,386,N,1039,TOTAL,247,103,133,
TORRANCE,7150023A,2677,378,N,900,POLLING PLACE,199,113,80,
TORRANCE,7150023A,2677,378,N,,VBM PORTION,78,43,32,
TORRANCE,7150023A,2677,378,N,900,TOTAL,277,156,112,
TORRANCE,7150024A,2678,378,N,729,POLLING PLACE,165,60,91,
TORRANCE,7150024A,2678,378,N,,VBM PORTION,82,26,52,
TORRANCE,7150024A,2678,378,N,729,TOTAL,247,86,143,
TORRANCE,7150025A,2679,386,N,992,POLLING PLACE,234,123,101,
TORRANCE,7150025A,2679,386,N,,VBM PORTION,108,51,49,
TORRANCE,7150025A,2679,386,N,992,TOTAL,342,174,150,
TORRANCE,7150026B,2680,386,N,808,POLLING PLACE,150,76,66,
TORRANCE,7150026B,2680,386,N,,VBM PORTION,83,47,31,
TORRANCE,7150026B,2680,386,N,808,TOTAL,233,123,97,
TORRANCE,7150027A,2681,386,N,988,POLLING PLACE,221,95,121,
TORRANCE,7150027A,2681,386,N,,VBM PORTION,69,31,35,
TORRANCE,7150027A,2681,386,N,988,TOTAL,290,126,156,
TORRANCE,7150028A,2682,386,N,1037,POLLING PLACE,193,98,88,
TORRANCE,7150028A,2682,386,N,,VBM PORTION,106,45,53,
TORRANCE,7150028A,2682,386,N,1037,TOTAL,299,143,141,
TORRANCE,7150029A,2683,386,N,1116,POLLING PLACE,193,83,103,
TORRANCE,7150029A,2683,386,N,,VBM PORTION,131,55,72,
TORRANCE,7150029A,2683,386,N,1116,TOTAL,324,138,175,
TORRANCE,7150031B,2684,378,N,987,POLLING PLACE,235,121,106,
TORRANCE,7150031B,2684,378,N,,VBM PORTION,129,55,70,
TORRANCE,7150031B,2684,378,N,987,TOTAL,364,176,176,
TORRANCE,7150032A,2685,378,N,944,POLLING PLACE,218,109,91,
TORRANCE,7150032A,2685,378,N,,VBM PORTION,98,45,48,
TORRANCE,7150032A,2685,378,N,944,TOTAL,316,154,139,
TORRANCE,7150033A,2686,386,N,1270,POLLING PLACE,234,101,124,
TORRANCE,7150033A,2686,386,N,,VBM PORTION,100,48,47,
TORRANCE,7150033A,2686,386,N,1270,TOTAL,334,149,171,
TORRANCE,7150037A,2687,378,N,925,POLLING PLACE,264,166,84,
TORRANCE,7150037A,2687,378,N,,VBM PORTION,90,45,39,
TORRANCE,7150037A,2687,378,N,925,TOTAL,354,211,123,
TORRANCE,7150038A,2688,378,N,1174,POLLING PLACE,329,191,126,
TORRANCE,7150038A,2688,378,N,,VBM PORTION,190,97,72,
TORRANCE,7150038A,2688,378,N,1174,TOTAL,519,288,198,
TORRANCE,7150039A,2689,378,N,986,POLLING PLACE,142,74,65,
TORRANCE,7150039A,2689,378,N,,VBM PORTION,114,43,58,
TORRANCE,7150039A,2689,378,N,986,TOTAL,256,117,123,
TORRANCE,7150041A,2690,386,N,1204,POLLING PLACE,235,98,129,
TORRANCE,7150041A,2690,386,N,,VBM PORTION,155,78,68,
TORRANCE,7150041A,2690,386,N,1204,TOTAL,390,176,197,
TORRANCE,7150043A,6250,381,Y,45,POLLING PLACE,,,,
TORRANCE,7150043A,6250,381,Y,,VBM PORTION,5,4,,
TORRANCE,7150043A,6250,381,Y,45,TOTAL,5,4,,
TORRANCE,7150046A,2691,378,N,1266,POLLING PLACE,279,140,122,
TORRANCE,7150046A,2691,378,N,,VBM PORTION,121,62,46,
TORRANCE,7150046A,2691,378,N,1266,TOTAL,400,202,168,
TORRANCE,7150048A,2692,386,N,1316,POLLING PLACE,232,83,130,
TORRANCE,7150048A,2692,386,N,,VBM PORTION,87,36,46,
TORRANCE,7150048A,2692,386,N,1316,TOTAL,319,119,176,
TORRANCE,7150049A,2693,386,N,971,POLLING PLACE,240,136,93,
TORRANCE,7150049A,2693,386,N,,VBM PORTION,121,71,44,
TORRANCE,7150049A,2693,386,N,971,TOTAL,361,207,137,
TORRANCE,7150050A,2694,378,N,999,POLLING PLACE,209,115,89,
TORRANCE,7150050A,2694,378,N,,VBM PORTION,124,60,55,
TORRANCE,7150050A,2694,378,N,999,TOTAL,333,175,144,
TORRANCE,7150051B,2695,386,N,1075,POLLING PLACE,194,90,95,
TORRANCE,7150051B,2695,386,N,,VBM PORTION,113,45,63,
TORRANCE,7150051B,2695,386,N,1075,TOTAL,307,135,158,
TORRANCE,7150055A,2696,386,N,881,POLLING PLACE,179,97,72,
TORRANCE,7150055A,2696,386,N,,VBM PORTION,80,46,28,
TORRANCE,7150055A,2696,386,N,881,TOTAL,259,143,100,
TORRANCE,7150056A,2697,386,N,1011,POLLING PLACE,247,122,108,
TORRANCE,7150056A,2697,386,N,,VBM PORTION,114,46,62,
TORRANCE,7150056A,2697,386,N,1011,TOTAL,361,168,170,
TORRANCE,7150058A,2698,386,N,1131,POLLING PLACE,221,115,97,
TORRANCE,7150058A,2698,386,N,,VBM PORTION,98,40,50,
TORRANCE,7150058A,2698,386,N,1131,TOTAL,319,155,147,
TORRANCE,7150061A,2699,382,N,1247,POLLING PLACE,274,142,114,
TORRANCE,7150061A,2699,382,N,,VBM PORTION,124,68,52,
TORRANCE,7150061A,2699,382,N,1247,TOTAL,398,210,166,
TORRANCE,7150064A,2700,382,N,1254,POLLING PLACE,372,230,131,
TORRANCE,7150064A,2700,382,N,,VBM PORTION,165,72,83,
TORRANCE,7150064A,2700,382,N,1254,TOTAL,537,302,214,
TORRANCE,7150065A,2701,382,N,935,POLLING PLACE,181,89,87,
TORRANCE,7150065A,2701,382,N,,VBM PORTION,123,52,56,
TORRANCE,7150065A,2701,382,N,935,TOTAL,304,141,143,
TORRANCE,7150067A,2702,382,N,1299,POLLING PLACE,314,193,116,
TORRANCE,7150067A,2702,382,N,,VBM PORTION,181,84,84,
TORRANCE,7150067A,2702,382,N,1299,TOTAL,495,277,200,
TORRANCE,7150068B,2703,382,N,1125,POLLING PLACE,285,149,125,
TORRANCE,7150068B,2703,382,N,,VBM PORTION,134,57,65,
TORRANCE,7150068B,2703,382,N,1125,TOTAL,419,206,190,
TORRANCE,7150069A,2704,382,N,1110,POLLING PLACE,260,142,109,
TORRANCE,7150069A,2704,382,N,,VBM PORTION,114,43,62,
TORRANCE,7150069A,2704,382,N,1110,TOTAL,374,185,171,
TORRANCE,7150071A,2705,378,N,925,POLLING PLACE,296,163,120,
TORRANCE,7150071A,2705,378,N,,VBM PORTION,95,47,44,
TORRANCE,7150071A,2705,378,N,925,TOTAL,391,210,164,
TORRANCE,7150076A,2706,386,N,1054,POLLING PLACE,164,86,73,
TORRANCE,7150076A,2706,386,N,,VBM PORTION,166,72,79,
TORRANCE,7150076A,2706,386,N,1054,TOTAL,330,158,152,
TORRANCE,7150077A,2707,386,N,875,POLLING PLACE,187,96,86,
TORRANCE,7150077A,2707,386,N,,VBM PORTION,119,56,55,
TORRANCE,7150077A,2707,386,N,875,TOTAL,306,152,141,
TORRANCE,7150078D,2708,378,N,710,POLLING PLACE,148,74,71,
TORRANCE,7150078D,2708,378,N,,VBM PORTION,125,60,61,
TORRANCE,7150078D,2708,378,N,710,TOTAL,273,134,132,
TORRANCE,7150081B,2709,378,N,865,POLLING PLACE,237,134,95,
TORRANCE,7150081B,2709,378,N,,VBM PORTION,110,69,32,
TORRANCE,7150081B,2709,378,N,865,TOTAL,347,203,127,
TORRANCE,7150082A,2710,378,N,1118,POLLING PLACE,339,187,135,
TORRANCE,7150082A,2710,378,N,,VBM PORTION,109,55,48,
TORRANCE,7150082A,2710,378,N,1118,TOTAL,448,242,183,
TORRANCE,7150084A,2711,378,N,1004,POLLING PLACE,258,142,98,
TORRANCE,7150084A,2711,378,N,,VBM PORTION,98,55,33,
TORRANCE,7150084A,2711,378,N,1004,TOTAL,356,197,131,
TORRANCE,7150087A,2712,382,N,1167,POLLING PLACE,216,128,76,
TORRANCE,7150087A,2712,382,N,,VBM PORTION,127,68,41,
TORRANCE,7150087A,2712,382,N,1167,TOTAL,343,196,117,
TORRANCE,7150090A,2713,378,N,941,POLLING PLACE,211,103,94,
TORRANCE,7150090A,2713,378,N,,VBM PORTION,112,58,45,
TORRANCE,7150090A,2713,378,N,941,TOTAL,323,161,139,
TORRANCE,7150092B,2714,378,N,1219,POLLING PLACE,352,210,127,
TORRANCE,7150092B,2714,378,N,,VBM PORTION,111,61,45,
TORRANCE,7150092B,2714,378,N,1219,TOTAL,463,271,172,
TORRANCE,7150094A,2715,378,N,1317,POLLING PLACE,322,151,151,
TORRANCE,7150094A,2715,378,N,,VBM PORTION,128,46,71,
TORRANCE,7150094A,2715,378,N,1317,TOTAL,450,197,222,
TORRANCE,7150098A,2716,378,N,1190,POLLING PLACE,332,205,111,
TORRANCE,7150098A,2716,378,N,,VBM PORTION,133,65,52,
TORRANCE,7150098A,2716,378,N,1190,TOTAL,465,270,163,
TORRANCE,7150098E,6251,377,Y,,POLLING PLACE,,,,
TORRANCE,7150098E,6251,377,Y,,VBM PORTION,,,,
TORRANCE,7150098E,6251,377,Y,,TOTAL,,,,
TORRANCE,7150101A,2717,378,N,1230,POLLING PLACE,274,139,126,
TORRANCE,7150101A,2717,378,N,,VBM PORTION,132,72,56,
TORRANCE,7150101A,2717,378,N,1230,TOTAL,406,211,182,
TORRANCE,7150102A,2718,378,N,1083,POLLING PLACE,211,82,107,
TORRANCE,7150102A,2718,378,N,,VBM PORTION,135,65,59,
TORRANCE,7150102A,2718,378,N,1083,TOTAL,346,147,166,
TORRANCE,7150104A,2719,378,N,842,POLLING PLACE,248,151,87,
TORRANCE,7150104A,2719,378,N,,VBM PORTION,128,70,49,
TORRANCE,7150104A,2719,378,N,842,TOTAL,376,221,136,
TORRANCE,7150106A,2720,378,N,1256,POLLING PLACE,319,170,137,
TORRANCE,7150106A,2720,378,N,,VBM PORTION,196,95,87,
TORRANCE,7150106A,2720,378,N,1256,TOTAL,515,265,224,
TORRANCE,7150109A,2721,378,N,1304,POLLING PLACE,408,217,170,
TORRANCE,7150109A,2721,378,N,,VBM PORTION,139,69,58,
TORRANCE,7150109A,2721,378,N,1304,TOTAL,547,286,228,
TORRANCE,7150112B,2722,378,N,978,POLLING PLACE,277,158,110,
TORRANCE,7150112B,2722,378,N,,VBM PORTION,137,67,61,
TORRANCE,7150112B,2722,378,N,978,TOTAL,414,225,171,
TORRANCE,7150114A,2723,378,N,985,POLLING PLACE,250,143,98,
TORRANCE,7150114A,2723,378,N,,VBM PORTION,150,85,53,
TORRANCE,7150114A,2723,378,N,985,TOTAL,400,228,151,
TORRANCE,7150115A,2724,378,N,852,POLLING PLACE,168,76,88,
TORRANCE,7150115A,2724,378,N,,VBM PORTION,73,37,35,
TORRANCE,7150115A,2724,378,N,852,TOTAL,241,113,123,
TORRANCE,7150116A,2725,382,N,1166,POLLING PLACE,293,153,126,
TORRANCE,7150116A,2725,382,N,,VBM PORTION,135,68,54,
TORRANCE,7150116A,2725,382,N,1166,TOTAL,428,221,180,
TORRANCE,7150121A,2726,382,N,1349,POLLING PLACE,360,190,140,
TORRANCE,7150121A,2726,382,N,,VBM PORTION,193,89,90,
TORRANCE,7150121A,2726,382,N,1349,TOTAL,553,279,230,
TORRANCE,7150125A,2727,386,N,825,POLLING PLACE,89,30,54,
TORRANCE,7150125A,2727,386,N,,VBM PORTION,62,26,31,
TORRANCE,7150125A,2727,386,N,825,TOTAL,151,56,85,
TORRANCE,7150131A,2728,378,N,877,POLLING PLACE,169,82,83,
TORRANCE,7150131A,2728,378,N,,VBM PORTION,93,39,46,
TORRANCE,7150131A,2728,378,N,877,TOTAL,262,121,129,
TORRANCE,7150132A,2729,378,N,1213,POLLING PLACE,207,99,97,
TORRANCE,7150132A,2729,378,N,,VBM PORTION,106,51,50,
TORRANCE,7150132A,2729,378,N,1213,TOTAL,313,150,147,
TORRANCE,7150137A,2730,386,N,859,POLLING PLACE,155,70,77,
TORRANCE,7150137A,2730,386,N,,VBM PORTION,53,28,23,
TORRANCE,7150137A,2730,386,N,859,TOTAL,208,98,100,
TORRANCE,7150144A,2731,378,N,972,POLLING PLACE,213,110,96,
TORRANCE,7150144A,2731,378,N,,VBM PORTION,112,51,53,
TORRANCE,7150144A,2731,378,N,972,TOTAL,325,161,149,
TORRANCE,7150146A,2732,378,N,861,POLLING PLACE,105,32,69,
TORRANCE,7150146A,2732,378,N,,VBM PORTION,74,30,39,
TORRANCE,7150146A,2732,378,N,861,TOTAL,179,62,108,
TORRANCE,7150149A,2733,386,N,1246,POLLING PLACE,198,77,109,
TORRANCE,7150149A,2733,386,N,,VBM PORTION,98,27,65,
TORRANCE,7150149A,2733,386,N,1246,TOTAL,296,104,174,
TORRANCE,7150161A,2734,378,N,964,POLLING PLACE,154,72,73,
TORRANCE,7150161A,2734,378,N,,VBM PORTION,88,39,41,
TORRANCE,7150161A,2734,378,N,964,TOTAL,242,111,114,
TORRANCE,7150182A,2735,378,N,928,POLLING PLACE,160,87,64,
TORRANCE,7150182A,2735,378,N,,VBM PORTION,150,72,62,
TORRANCE,7150182A,2735,378,N,928,TOTAL,310,159,126,
TORRANCE,7150201A,2736,386,N,961,POLLING PLACE,182,82,96,
TORRANCE,7150201A,2736,386,N,,VBM PORTION,111,48,53,
TORRANCE,7150201A,2736,386,N,961,TOTAL,293,130,149,
TORRANCE,7150300A,2737,378,N,835,POLLING PLACE,259,144,101,
TORRANCE,7150300A,2737,378,N,,VBM PORTION,66,36,25,
TORRANCE,7150300A,2737,378,N,835,TOTAL,325,180,126,
TORRANCE,7150301A,2738,378,N,1104,POLLING PLACE,330,193,121,
TORRANCE,7150301A,2738,378,N,,VBM PORTION,96,48,41,
TORRANCE,7150301A,2738,378,N,1104,TOTAL,426,241,162,
WEST CARSON,7680002A,2817,387,N,1077,POLLING PLACE,111,31,74,
WEST CARSON,7680002A,2817,387,N,,VBM PORTION,78,28,47,
WEST CARSON,7680002A,2817,387,N,1077,TOTAL,189,59,121,
WEST CARSON,7680003A,2818,385,N,1018,POLLING PLACE,162,73,79,
WEST CARSON,7680003A,2818,385,N,,VBM PORTION,85,30,51,
WEST CARSON,7680003A,2818,385,N,1018,TOTAL,247,103,130,
WEST CARSON,7680005A,2819,385,N,729,POLLING PLACE,121,56,52,
WEST CARSON,7680005A,2819,385,N,,VBM PORTION,58,19,38,
WEST CARSON,7680005A,2819,385,N,729,TOTAL,179,75,90,
WEST CARSON,7680009A,2820,385,N,1061,POLLING PLACE,166,43,115,
WEST CARSON,7680009A,2820,385,N,,VBM PORTION,79,20,49,
WEST CARSON,7680009A,2820,385,N,1061,TOTAL,245,63,164,
WEST CARSON,7680010A,2821,385,N,1119,POLLING PLACE,161,53,96,
WEST CARSON,7680010A,2821,385,N,,VBM PORTION,75,27,42,
WEST CARSON,7680010A,2821,385,N,1119,TOTAL,236,80,138,
WEST CARSON,7680011C,2822,385,N,1504,POLLING PLACE,178,58,108,
WEST CARSON,7680011C,2822,385,N,,VBM PORTION,117,40,65,
WEST CARSON,7680011C,2822,385,N,1504,TOTAL,295,98,173,
WEST CARSON,7680012A,2823,385,N,1262,POLLING PLACE,267,87,166,
WEST CARSON,7680012A,2823,385,N,,VBM PORTION,134,53,75,
WEST CARSON,7680012A,2823,385,N,1262,TOTAL,401,140,241,
WEST CARSON,7680013A,2824,385,N,783,POLLING PLACE,186,38,135,
WEST CARSON,7680013A,2824,385,N,,VBM PORTION,70,21,43,
WEST CARSON,7680013A,2824,385,N,783,TOTAL,256,59,178,
WEST CARSON,7680015B,2825,385,N,1306,POLLING PLACE,151,62,80,
WEST CARSON,7680015B,2825,385,N,,VBM PORTION,98,34,59,
WEST CARSON,7680015B,2825,385,N,1306,TOTAL,249,96,139,
WEST CARSON,7680016A,2826,385,N,882,POLLING PLACE,99,35,61,
WEST CARSON,7680016A,2826,385,N,,VBM PORTION,103,45,54,
WEST CARSON,7680016A,2826,385,N,882,TOTAL,202,80,115,
WEST CARSON,7680018A,2827,385,N,674,POLLING PLACE,151,35,112,
WEST CARSON,7680018A,2827,385,N,,VBM PORTION,62,13,46,
WEST CARSON,7680018A,2827,385,N,674,TOTAL,213,48,158,
LOS ANGELES,9000341A,3198,385,N,1396,POLLING PLACE,148,76,63,
LOS ANGELES,9000341A,3198,385,N,,VBM PORTION,114,38,70,
LOS ANGELES,9000341A,3198,385,N,1396,TOTAL,262,114,133,
LOS ANGELES,9000346B,3202,385,N,1440,POLLING PLACE,232,106,105,
LOS ANGELES,9000346B,3202,385,N,,VBM PORTION,90,37,48,
