LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,GRACE F NAPOLITANO,ARTURO E ALAS,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,POLLING PLACE,198,143,48,
AVOCADO HEIGHTS,0520001A,131,240,N,,VBM PORTION,75,43,30,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,TOTAL,273,186,78,
AVOCADO HEIGHTS,0520002A,132,239,N,679,POLLING PLACE,132,100,28,
AVOCADO HEIGHTS,0520002A,132,239,N,,VBM PORTION,21,14,6,
AVOCADO HEIGHTS,0520002A,132,239,N,679,TOTAL,153,114,34,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,VBM PORTION,,,,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,TOTAL,,,,
AVOCADO HEIGHTS,0520005B,134,239,N,982,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520005B,134,239,N,,VBM PORTION,28,19,9,
AVOCADO HEIGHTS,0520005B,134,239,N,982,TOTAL,28,19,9,
AVOCADO HEIGHTS,0520008B,136,240,N,117,POLLING PLACE,14,11,2,
AVOCADO HEIGHTS,0520008B,136,240,N,,VBM PORTION,1,1,,
AVOCADO HEIGHTS,0520008B,136,240,N,117,TOTAL,15,12,2,
AVOCADO HEIGHTS,0520009A,137,240,N,726,POLLING PLACE,144,81,58,
AVOCADO HEIGHTS,0520009A,137,240,N,,VBM PORTION,54,33,17,
AVOCADO HEIGHTS,0520009A,137,240,N,726,TOTAL,198,114,75,
AVOCADO HEIGHTS,0520009B,138,240,N,448,POLLING PLACE,82,59,18,
AVOCADO HEIGHTS,0520009B,138,240,N,,VBM PORTION,12,9,3,
AVOCADO HEIGHTS,0520009B,138,240,N,448,TOTAL,94,68,21,
AVOCADO HEIGHTS,0520010A,139,239,N,711,POLLING PLACE,114,81,29,
AVOCADO HEIGHTS,0520010A,139,239,N,,VBM PORTION,39,31,5,
AVOCADO HEIGHTS,0520010A,139,239,N,711,TOTAL,153,112,34,
AVOCADO HEIGHTS,0520010B,6026,240,Y,4,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520010B,6026,240,Y,,VBM PORTION,,,,
AVOCADO HEIGHTS,0520010B,6026,240,Y,4,TOTAL,,,,
AVOCADO HEIGHTS,0520012A,140,240,N,474,POLLING PLACE,97,60,37,
AVOCADO HEIGHTS,0520012A,140,240,N,,VBM PORTION,26,9,14,
AVOCADO HEIGHTS,0520012A,140,240,N,474,TOTAL,123,69,51,
AVOCADO HEIGHTS,0520017A,141,239,N,557,POLLING PLACE,64,46,15,
AVOCADO HEIGHTS,0520017A,141,239,N,,VBM PORTION,20,9,11,
AVOCADO HEIGHTS,0520017A,141,239,N,557,TOTAL,84,55,26,
AZUSA,0550001A,142,133,N,108,POLLING PLACE,9,4,4,
AZUSA,0550001A,142,133,N,,VBM PORTION,4,,3,
AZUSA,0550001A,142,133,N,108,TOTAL,13,4,7,
AZUSA,0550001B,6027,128,Y,76,POLLING PLACE,,,,
AZUSA,0550001B,6027,128,Y,,VBM PORTION,5,4,1,
AZUSA,0550001B,6027,128,Y,76,TOTAL,5,4,1,
AZUSA,0550002A,143,129,N,763,POLLING PLACE,152,84,63,
AZUSA,0550002A,143,129,N,,VBM PORTION,18,12,6,
AZUSA,0550002A,143,129,N,763,TOTAL,170,96,69,
AZUSA,0550008A,144,129,N,1035,POLLING PLACE,205,126,63,
AZUSA,0550008A,144,129,N,,VBM PORTION,36,22,12,
AZUSA,0550008A,144,129,N,1035,TOTAL,241,148,75,
AZUSA,0550009A,145,129,N,1156,POLLING PLACE,195,125,58,
AZUSA,0550009A,145,129,N,,VBM PORTION,55,34,18,
AZUSA,0550009A,145,129,N,1156,TOTAL,250,159,76,
AZUSA,0550010A,146,129,N,1139,POLLING PLACE,195,125,56,
AZUSA,0550010A,146,129,N,,VBM PORTION,50,41,6,
AZUSA,0550010A,146,129,N,1139,TOTAL,245,166,62,
AZUSA,0550010B,147,129,N,518,POLLING PLACE,66,39,20,
AZUSA,0550010B,147,129,N,,VBM PORTION,17,9,6,
AZUSA,0550010B,147,129,N,518,TOTAL,83,48,26,
AZUSA,0550010E,6028,128,Y,279,POLLING PLACE,,,,
AZUSA,0550010E,6028,128,Y,,VBM PORTION,24,21,3,
AZUSA,0550010E,6028,128,Y,279,TOTAL,24,21,3,
AZUSA,0550011A,148,129,N,627,POLLING PLACE,108,55,39,
AZUSA,0550011A,148,129,N,,VBM PORTION,73,36,35,
AZUSA,0550011A,148,129,N,627,TOTAL,181,91,74,
AZUSA,0550012A,149,129,N,599,POLLING PLACE,84,56,22,
AZUSA,0550012A,149,129,N,,VBM PORTION,18,10,7,
AZUSA,0550012A,149,129,N,599,TOTAL,102,66,29,
AZUSA,0550012E,150,129,N,738,POLLING PLACE,87,55,29,
AZUSA,0550012E,150,129,N,,VBM PORTION,45,26,14,
AZUSA,0550012E,150,129,N,738,TOTAL,132,81,43,
AZUSA,0550023B,151,128,N,915,POLLING PLACE,136,82,50,
AZUSA,0550023B,151,128,N,,VBM PORTION,48,35,13,
AZUSA,0550023B,151,128,N,915,TOTAL,184,117,63,
AZUSA,0550025B,152,129,N,488,POLLING PLACE,87,59,23,
AZUSA,0550025B,152,129,N,,VBM PORTION,20,12,8,
AZUSA,0550025B,152,129,N,488,TOTAL,107,71,31,
AZUSA,0550073A,153,129,N,830,POLLING PLACE,146,85,44,
AZUSA,0550073A,153,129,N,,VBM PORTION,63,32,26,
AZUSA,0550073A,153,129,N,830,TOTAL,209,117,70,
AZUSA,0550074A,154,129,N,1124,POLLING PLACE,197,113,71,
AZUSA,0550074A,154,129,N,,VBM PORTION,62,29,27,
AZUSA,0550074A,154,129,N,1124,TOTAL,259,142,98,
AZUSA,0550076A,155,128,N,561,POLLING PLACE,80,54,21,
AZUSA,0550076A,155,128,N,,VBM PORTION,24,14,8,
AZUSA,0550076A,155,128,N,561,TOTAL,104,68,29,
AZUSA,0550078A,156,129,N,1177,POLLING PLACE,175,123,38,
AZUSA,0550078A,156,129,N,,VBM PORTION,57,42,13,
AZUSA,0550078A,156,129,N,1177,TOTAL,232,165,51,
AZUSA,0550079A,157,128,N,940,POLLING PLACE,195,92,84,
AZUSA,0550079A,157,128,N,,VBM PORTION,174,86,69,
AZUSA,0550079A,157,128,N,940,TOTAL,369,178,153,
AZUSA,0550080A,158,129,N,1155,POLLING PLACE,224,127,79,
AZUSA,0550080A,158,129,N,,VBM PORTION,78,45,32,
AZUSA,0550080A,158,129,N,1155,TOTAL,302,172,111,
AZUSA,0550081A,159,129,N,569,POLLING PLACE,117,50,59,
AZUSA,0550081A,159,129,N,,VBM PORTION,54,25,28,
AZUSA,0550081A,159,129,N,569,TOTAL,171,75,87,
AZUSA,0550084B,160,129,N,868,POLLING PLACE,185,113,56,
AZUSA,0550084B,160,129,N,,VBM PORTION,72,30,38,
AZUSA,0550084B,160,129,N,868,TOTAL,257,143,94,
AZUSA,0550085A,161,129,N,922,POLLING PLACE,186,95,78,
AZUSA,0550085A,161,129,N,,VBM PORTION,70,40,25,
AZUSA,0550085A,161,129,N,922,TOTAL,256,135,103,
AZUSA,0550085C,6029,136,Y,,POLLING PLACE,,,,
AZUSA,0550085C,6029,136,Y,,VBM PORTION,,,,
AZUSA,0550085C,6029,136,Y,,TOTAL,,,,
AZUSA,0550085F,6030,137,Y,,POLLING PLACE,,,,
AZUSA,0550085F,6030,137,Y,,VBM PORTION,,,,
AZUSA,0550085F,6030,137,Y,,TOTAL,,,,
AZUSA,0550086A,162,130,N,759,POLLING PLACE,189,82,97,
AZUSA,0550086A,162,130,N,,VBM PORTION,63,37,24,
AZUSA,0550086A,162,130,N,759,TOTAL,252,119,121,
BALDWIN PARK,0600001A,163,138,N,999,POLLING PLACE,151,103,37,
BALDWIN PARK,0600001A,163,138,N,,VBM PORTION,33,27,6,
BALDWIN PARK,0600001A,163,138,N,999,TOTAL,184,130,43,
BALDWIN PARK,0600002A,164,138,N,1070,POLLING PLACE,130,103,26,
BALDWIN PARK,0600002A,164,138,N,,VBM PORTION,54,39,10,
BALDWIN PARK,0600002A,164,138,N,1070,TOTAL,184,142,36,
BALDWIN PARK,0600006A,165,138,N,1045,POLLING PLACE,189,135,46,
BALDWIN PARK,0600006A,165,138,N,,VBM PORTION,26,19,5,
BALDWIN PARK,0600006A,165,138,N,1045,TOTAL,215,154,51,
BALDWIN PARK,0600007A,166,138,N,852,POLLING PLACE,154,113,31,
BALDWIN PARK,0600007A,166,138,N,,VBM PORTION,45,28,12,
BALDWIN PARK,0600007A,166,138,N,852,TOTAL,199,141,43,
BALDWIN PARK,0600008A,167,138,N,1004,POLLING PLACE,167,120,33,
BALDWIN PARK,0600008A,167,138,N,,VBM PORTION,55,39,10,
BALDWIN PARK,0600008A,167,138,N,1004,TOTAL,222,159,43,
BALDWIN PARK,0600009A,168,138,N,1111,POLLING PLACE,149,99,41,
BALDWIN PARK,0600009A,168,138,N,,VBM PORTION,45,35,6,
BALDWIN PARK,0600009A,168,138,N,1111,TOTAL,194,134,47,
BALDWIN PARK,0600010A,169,138,N,950,POLLING PLACE,121,95,20,
BALDWIN PARK,0600010A,169,138,N,,VBM PORTION,51,33,11,
BALDWIN PARK,0600010A,169,138,N,950,TOTAL,172,128,31,
BALDWIN PARK,0600012A,170,138,N,1146,POLLING PLACE,151,110,32,
BALDWIN PARK,0600012A,170,138,N,,VBM PORTION,50,28,16,
BALDWIN PARK,0600012A,170,138,N,1146,TOTAL,201,138,48,
BALDWIN PARK,0600013A,171,138,N,1145,POLLING PLACE,168,108,38,
BALDWIN PARK,0600013A,171,138,N,,VBM PORTION,75,41,30,
BALDWIN PARK,0600013A,171,138,N,1145,TOTAL,243,149,68,
BALDWIN PARK,0600014A,172,138,N,1161,POLLING PLACE,168,118,41,
BALDWIN PARK,0600014A,172,138,N,,VBM PORTION,85,67,14,
BALDWIN PARK,0600014A,172,138,N,1161,TOTAL,253,185,55,
BALDWIN PARK,0600016A,173,138,N,1037,POLLING PLACE,151,107,34,
BALDWIN PARK,0600016A,173,138,N,,VBM PORTION,66,47,17,
BALDWIN PARK,0600016A,173,138,N,1037,TOTAL,217,154,51,
BALDWIN PARK,0600017A,174,133,N,464,POLLING PLACE,73,50,16,
BALDWIN PARK,0600017A,174,133,N,,VBM PORTION,28,17,9,
BALDWIN PARK,0600017A,174,133,N,464,TOTAL,101,67,25,
BALDWIN PARK,0600019A,175,138,N,1179,POLLING PLACE,198,122,63,
BALDWIN PARK,0600019A,175,138,N,,VBM PORTION,56,33,21,
BALDWIN PARK,0600019A,175,138,N,1179,TOTAL,254,155,84,
BALDWIN PARK,0600020A,176,138,N,1123,POLLING PLACE,174,105,58,
BALDWIN PARK,0600020A,176,138,N,,VBM PORTION,49,31,16,
BALDWIN PARK,0600020A,176,138,N,1123,TOTAL,223,136,74,
BALDWIN PARK,0600021B,177,138,N,788,POLLING PLACE,94,67,19,
BALDWIN PARK,0600021B,177,138,N,,VBM PORTION,38,27,5,
BALDWIN PARK,0600021B,177,138,N,788,TOTAL,132,94,24,
BALDWIN PARK,0600024E,178,138,N,1176,POLLING PLACE,172,116,53,
BALDWIN PARK,0600024E,178,138,N,,VBM PORTION,72,43,24,
BALDWIN PARK,0600024E,178,138,N,1176,TOTAL,244,159,77,
BALDWIN PARK,0600025A,179,138,N,704,POLLING PLACE,96,64,28,
BALDWIN PARK,0600025A,179,138,N,,VBM PORTION,33,22,10,
BALDWIN PARK,0600025A,179,138,N,704,TOTAL,129,86,38,
BALDWIN PARK,0600026A,180,138,N,909,POLLING PLACE,166,113,46,
BALDWIN PARK,0600026A,180,138,N,,VBM PORTION,34,18,13,
BALDWIN PARK,0600026A,180,138,N,909,TOTAL,200,131,59,
BALDWIN PARK,0600027A,181,138,N,1115,POLLING PLACE,161,118,32,
BALDWIN PARK,0600027A,181,138,N,,VBM PORTION,57,42,11,
BALDWIN PARK,0600027A,181,138,N,1115,TOTAL,218,160,43,
BALDWIN PARK,0600028A,182,138,N,942,POLLING PLACE,109,75,29,
BALDWIN PARK,0600028A,182,138,N,,VBM PORTION,48,38,5,
BALDWIN PARK,0600028A,182,138,N,942,TOTAL,157,113,34,
BALDWIN PARK,0600029A,183,138,N,1033,POLLING PLACE,103,81,13,
BALDWIN PARK,0600029A,183,138,N,,VBM PORTION,41,29,7,
BALDWIN PARK,0600029A,183,138,N,1033,TOTAL,144,110,20,
BALDWIN PARK,0600030A,184,138,N,644,POLLING PLACE,77,56,19,
BALDWIN PARK,0600030A,184,138,N,,VBM PORTION,30,22,6,
BALDWIN PARK,0600030A,184,138,N,644,TOTAL,107,78,25,
BALDWIN PARK,0600030F,6031,132,Y,127,POLLING PLACE,,,,
BALDWIN PARK,0600030F,6031,132,Y,,VBM PORTION,10,9,1,
BALDWIN PARK,0600030F,6031,132,Y,127,TOTAL,10,9,1,
BALDWIN PARK,0600034A,185,138,N,961,POLLING PLACE,115,79,32,
BALDWIN PARK,0600034A,185,138,N,,VBM PORTION,29,23,5,
BALDWIN PARK,0600034A,185,138,N,961,TOTAL,144,102,37,
BALDWIN PARK,0600035A,186,138,N,1052,POLLING PLACE,162,115,32,
BALDWIN PARK,0600035A,186,138,N,,VBM PORTION,40,32,6,
BALDWIN PARK,0600035A,186,138,N,1052,TOTAL,202,147,38,
BALDWIN PARK,0600036A,187,138,N,899,POLLING PLACE,161,112,45,
BALDWIN PARK,0600036A,187,138,N,,VBM PORTION,57,37,16,
BALDWIN PARK,0600036A,187,138,N,899,TOTAL,218,149,61,
BALDWIN PARK,0600037A,188,138,N,1082,POLLING PLACE,152,107,36,
BALDWIN PARK,0600037A,188,138,N,,VBM PORTION,40,36,2,
BALDWIN PARK,0600037A,188,138,N,1082,TOTAL,192,143,38,
BALDWIN PARK,0600041B,189,138,N,952,POLLING PLACE,178,125,36,
BALDWIN PARK,0600041B,189,138,N,,VBM PORTION,39,23,12,
BALDWIN PARK,0600041B,189,138,N,952,TOTAL,217,148,48,
BALDWIN PARK,0600052C,190,138,N,1016,POLLING PLACE,168,121,39,
BALDWIN PARK,0600052C,190,138,N,,VBM PORTION,25,21,4,
BALDWIN PARK,0600052C,190,138,N,1016,TOTAL,193,142,43,
BASSETT,0670005A,191,131,N,746,POLLING PLACE,113,84,21,
BASSETT,0670005A,191,131,N,,VBM PORTION,28,22,5,
BASSETT,0670005A,191,131,N,746,TOTAL,141,106,26,
BASSETT,0670006A,192,131,N,1027,POLLING PLACE,166,119,38,
BASSETT,0670006A,192,131,N,,VBM PORTION,44,35,5,
BASSETT,0670006A,192,131,N,1027,TOTAL,210,154,43,
BASSETT,0670010A,193,131,N,709,POLLING PLACE,104,73,22,
BASSETT,0670010A,193,131,N,,VBM PORTION,28,19,8,
BASSETT,0670010A,193,131,N,709,TOTAL,132,92,30,
BASSETT,0670141A,194,131,N,1113,POLLING PLACE,182,129,43,
BASSETT,0670141A,194,131,N,,VBM PORTION,43,27,14,
BASSETT,0670141A,194,131,N,1113,TOTAL,225,156,57,
BASSETT,0670142A,195,131,N,593,POLLING PLACE,103,72,24,
BASSETT,0670142A,195,131,N,,VBM PORTION,24,15,8,
BASSETT,0670142A,195,131,N,593,TOTAL,127,87,32,
BASSETT,0670143A,196,131,N,977,POLLING PLACE,171,117,45,
BASSETT,0670143A,196,131,N,,VBM PORTION,35,27,8,
BASSETT,0670143A,196,131,N,977,TOTAL,206,144,53,
BASSETT,0670144A,197,131,N,947,POLLING PLACE,167,126,37,
BASSETT,0670144A,197,131,N,,VBM PORTION,39,28,6,
BASSETT,0670144A,197,131,N,947,TOTAL,206,154,43,
CHARTER OAK,1100001A,466,128,N,542,POLLING PLACE,99,71,25,
CHARTER OAK,1100001A,466,128,N,,VBM PORTION,14,12,2,
CHARTER OAK,1100001A,466,128,N,542,TOTAL,113,83,27,
CHARTER OAK,1100004A,467,128,N,639,POLLING PLACE,92,71,17,
CHARTER OAK,1100004A,467,128,N,,VBM PORTION,30,19,10,
CHARTER OAK,1100004A,467,128,N,639,TOTAL,122,90,27,
CHARTER OAK,1100005A,468,128,N,599,POLLING PLACE,70,46,18,
CHARTER OAK,1100005A,468,128,N,,VBM PORTION,24,18,5,
CHARTER OAK,1100005A,468,128,N,599,TOTAL,94,64,23,
CHARTER OAK,1100007A,469,128,N,1006,POLLING PLACE,209,141,64,
CHARTER OAK,1100007A,469,128,N,,VBM PORTION,24,15,9,
CHARTER OAK,1100007A,469,128,N,1006,TOTAL,233,156,73,
CHARTER OAK,1100026A,470,133,N,1090,POLLING PLACE,218,99,112,
CHARTER OAK,1100026A,470,133,N,,VBM PORTION,68,29,37,
CHARTER OAK,1100026A,470,133,N,1090,TOTAL,286,128,149,
CHARTER OAK,1100028A,471,133,N,1265,POLLING PLACE,185,74,93,
CHARTER OAK,1100028A,471,133,N,,VBM PORTION,88,37,50,
CHARTER OAK,1100028A,471,133,N,1265,TOTAL,273,111,143,
CHARTER OAK,1100040A,472,133,N,1087,POLLING PLACE,193,98,85,
CHARTER OAK,1100040A,472,133,N,,VBM PORTION,80,37,38,
CHARTER OAK,1100040A,472,133,N,1087,TOTAL,273,135,123,
CHARTER OAK,1100072A,473,128,N,549,POLLING PLACE,99,59,33,
CHARTER OAK,1100072A,473,128,N,,VBM PORTION,34,16,17,
CHARTER OAK,1100072A,473,128,N,549,TOTAL,133,75,50,
CHARTER OAK,1100073A,474,128,N,1108,POLLING PLACE,230,124,95,
CHARTER OAK,1100073A,474,128,N,,VBM PORTION,63,40,20,
CHARTER OAK,1100073A,474,128,N,1108,TOTAL,293,164,115,
CHARTER OAK,1100076A,475,133,N,420,POLLING PLACE,81,43,34,
CHARTER OAK,1100076A,475,133,N,,VBM PORTION,18,13,5,
CHARTER OAK,1100076A,475,133,N,420,TOTAL,99,56,39,
CHARTER OAK,1100077A,476,128,N,955,POLLING PLACE,144,83,51,
CHARTER OAK,1100077A,476,128,N,,VBM PORTION,33,17,15,
CHARTER OAK,1100077A,476,128,N,955,TOTAL,177,100,66,
CHARTER OAK,1100078A,477,128,N,634,POLLING PLACE,140,63,66,
CHARTER OAK,1100078A,477,128,N,,VBM PORTION,38,21,15,
CHARTER OAK,1100078A,477,128,N,634,TOTAL,178,84,81,
CHARTER OAK,1100081A,478,128,N,821,POLLING PLACE,156,100,50,
CHARTER OAK,1100081A,478,128,N,,VBM PORTION,34,20,13,
CHARTER OAK,1100081A,478,128,N,821,TOTAL,190,120,63,
CHARTER OAK,1100083A,479,133,N,1090,POLLING PLACE,154,94,55,
CHARTER OAK,1100083A,479,133,N,,VBM PORTION,66,36,24,
CHARTER OAK,1100083A,479,133,N,1090,TOTAL,220,130,79,
CHARTER OAK,1100084A,480,133,N,770,POLLING PLACE,141,68,59,
CHARTER OAK,1100084A,480,133,N,,VBM PORTION,54,33,18,
CHARTER OAK,1100084A,480,133,N,770,TOTAL,195,101,77,
CITRUS,1250083A,6054,133,Y,172,POLLING PLACE,,,,
CITRUS,1250083A,6054,133,Y,,VBM PORTION,36,18,16,
CITRUS,1250083A,6054,133,Y,172,TOTAL,36,18,16,
COVINA,1500001A,558,133,N,325,POLLING PLACE,43,24,18,
COVINA,1500001A,558,133,N,,VBM PORTION,11,5,4,
COVINA,1500001A,558,133,N,325,TOTAL,54,29,22,
COVINA,1500003A,559,133,N,719,POLLING PLACE,141,63,72,
COVINA,1500003A,559,133,N,,VBM PORTION,54,33,20,
COVINA,1500003A,559,133,N,719,TOTAL,195,96,92,
COVINA,1500008A,560,133,N,880,POLLING PLACE,164,84,75,
COVINA,1500008A,560,133,N,,VBM PORTION,66,34,28,
COVINA,1500008A,560,133,N,880,TOTAL,230,118,103,
COVINA,1500009A,561,133,N,888,POLLING PLACE,198,87,95,
COVINA,1500009A,561,133,N,,VBM PORTION,69,33,33,
COVINA,1500009A,561,133,N,888,TOTAL,267,120,128,
COVINA,1500012A,562,133,N,1070,POLLING PLACE,170,89,71,
COVINA,1500012A,562,133,N,,VBM PORTION,76,41,33,
COVINA,1500012A,562,133,N,1070,TOTAL,246,130,104,
COVINA,1500014A,563,133,N,1207,POLLING PLACE,186,80,96,
COVINA,1500014A,563,133,N,,VBM PORTION,60,23,30,
COVINA,1500014A,563,133,N,1207,TOTAL,246,103,126,
COVINA,1500016B,564,133,N,1010,POLLING PLACE,151,69,73,
COVINA,1500016B,564,133,N,,VBM PORTION,87,53,27,
COVINA,1500016B,564,133,N,1010,TOTAL,238,122,100,
COVINA,1500022A,565,133,N,1153,POLLING PLACE,168,98,67,
COVINA,1500022A,565,133,N,,VBM PORTION,55,31,24,
COVINA,1500022A,565,133,N,1153,TOTAL,223,129,91,
COVINA,1500024A,566,133,N,977,POLLING PLACE,144,67,70,
COVINA,1500024A,566,133,N,,VBM PORTION,63,40,19,
COVINA,1500024A,566,133,N,977,TOTAL,207,107,89,
COVINA,1500025A,567,133,N,1099,POLLING PLACE,127,70,46,
COVINA,1500025A,567,133,N,,VBM PORTION,46,21,22,
COVINA,1500025A,567,133,N,1099,TOTAL,173,91,68,
COVINA,1500027A,568,133,N,668,POLLING PLACE,110,37,66,
COVINA,1500027A,568,133,N,,VBM PORTION,42,21,18,
COVINA,1500027A,568,133,N,668,TOTAL,152,58,84,
COVINA,1500029A,569,133,N,1014,POLLING PLACE,164,77,66,
COVINA,1500029A,569,133,N,,VBM PORTION,82,34,39,
COVINA,1500029A,569,133,N,1014,TOTAL,246,111,105,
COVINA,1500031A,570,133,N,1252,POLLING PLACE,282,122,148,
COVINA,1500031A,570,133,N,,VBM PORTION,108,47,59,
COVINA,1500031A,570,133,N,1252,TOTAL,390,169,207,
COVINA,1500035A,571,133,N,1049,POLLING PLACE,193,100,82,
COVINA,1500035A,571,133,N,,VBM PORTION,54,37,13,
COVINA,1500035A,571,133,N,1049,TOTAL,247,137,95,
COVINA,1500036C,572,133,N,1004,POLLING PLACE,196,83,100,
COVINA,1500036C,572,133,N,,VBM PORTION,79,29,46,
COVINA,1500036C,572,133,N,1004,TOTAL,275,112,146,
COVINA,1500037A,573,133,N,1107,POLLING PLACE,250,120,111,
COVINA,1500037A,573,133,N,,VBM PORTION,85,19,60,
COVINA,1500037A,573,133,N,1107,TOTAL,335,139,171,
COVINA,1500056A,574,133,N,1224,POLLING PLACE,196,84,96,
COVINA,1500056A,574,133,N,,VBM PORTION,86,47,32,
COVINA,1500056A,574,133,N,1224,TOTAL,282,131,128,
COVINA,1500074C,575,133,N,1245,POLLING PLACE,295,118,161,
COVINA,1500074C,575,133,N,,VBM PORTION,145,63,73,
COVINA,1500074C,575,133,N,1245,TOTAL,440,181,234,
COVINA,1500078A,576,133,N,1046,POLLING PLACE,180,79,93,
COVINA,1500078A,576,133,N,,VBM PORTION,88,47,37,
COVINA,1500078A,576,133,N,1046,TOTAL,268,126,130,
COVINA,1500082A,577,133,N,1002,POLLING PLACE,174,89,77,
COVINA,1500082A,577,133,N,,VBM PORTION,99,57,37,
COVINA,1500082A,577,133,N,1002,TOTAL,273,146,114,
COVINA,1500084A,578,133,N,821,POLLING PLACE,194,64,120,
COVINA,1500084A,578,133,N,,VBM PORTION,85,21,53,
COVINA,1500084A,578,133,N,821,TOTAL,279,85,173,
COVINA,1500086B,579,133,N,1180,POLLING PLACE,213,127,72,
COVINA,1500086B,579,133,N,,VBM PORTION,75,36,32,
COVINA,1500086B,579,133,N,1180,TOTAL,288,163,104,
COVINA,1500089A,580,133,N,882,POLLING PLACE,116,65,46,
COVINA,1500089A,580,133,N,,VBM PORTION,60,40,18,
COVINA,1500089A,580,133,N,882,TOTAL,176,105,64,
COVINA,1500090A,581,133,N,561,POLLING PLACE,99,49,44,
COVINA,1500090A,581,133,N,,VBM PORTION,17,10,5,
COVINA,1500090A,581,133,N,561,TOTAL,116,59,49,
COVINA,1500090C,582,128,N,228,POLLING PLACE,34,14,18,
COVINA,1500090C,582,128,N,,VBM PORTION,22,10,12,
COVINA,1500090C,582,128,N,228,TOTAL,56,24,30,
COVINA,1500093A,583,133,N,1219,POLLING PLACE,163,75,76,
COVINA,1500093A,583,133,N,,VBM PORTION,75,39,29,
COVINA,1500093A,583,133,N,1219,TOTAL,238,114,105,
DUARTE,1900001A,726,147,N,1347,POLLING PLACE,200,139,48,
DUARTE,1900001A,726,147,N,,VBM PORTION,61,45,14,
DUARTE,1900001A,726,147,N,1347,TOTAL,261,184,62,
DUARTE,1900002A,727,147,N,901,POLLING PLACE,177,107,56,
DUARTE,1900002A,727,147,N,,VBM PORTION,65,33,26,
DUARTE,1900002A,727,147,N,901,TOTAL,242,140,82,
DUARTE,1900004A,728,147,N,590,POLLING PLACE,86,49,31,
DUARTE,1900004A,728,147,N,,VBM PORTION,37,28,6,
DUARTE,1900004A,728,147,N,590,TOTAL,123,77,37,
DUARTE,1900005A,729,147,N,818,POLLING PLACE,120,58,46,
DUARTE,1900005A,729,147,N,,VBM PORTION,73,45,21,
DUARTE,1900005A,729,147,N,818,TOTAL,193,103,67,
DUARTE,1900006A,730,147,N,1137,POLLING PLACE,212,132,72,
DUARTE,1900006A,730,147,N,,VBM PORTION,148,75,54,
DUARTE,1900006A,730,147,N,1137,TOTAL,360,207,126,
DUARTE,1900007A,731,146,N,1319,POLLING PLACE,300,129,158,
DUARTE,1900007A,731,146,N,,VBM PORTION,144,69,62,
DUARTE,1900007A,731,146,N,1319,TOTAL,444,198,220,
DUARTE,1900008A,732,147,N,929,POLLING PLACE,159,87,64,
DUARTE,1900008A,732,147,N,,VBM PORTION,76,45,29,
DUARTE,1900008A,732,147,N,929,TOTAL,235,132,93,
DUARTE,1900009A,733,147,N,1253,POLLING PLACE,217,116,85,
DUARTE,1900009A,733,147,N,,VBM PORTION,108,71,29,
DUARTE,1900009A,733,147,N,1253,TOTAL,325,187,114,
DUARTE,1900012B,734,146,N,1233,POLLING PLACE,306,151,135,
DUARTE,1900012B,734,146,N,,VBM PORTION,117,64,47,
DUARTE,1900012B,734,146,N,1233,TOTAL,423,215,182,
DUARTE,1900012F,6067,145,Y,53,POLLING PLACE,,,,
DUARTE,1900012F,6067,145,Y,,VBM PORTION,13,4,9,
DUARTE,1900012F,6067,145,Y,53,TOTAL,13,4,9,
DUARTE,1900015B,735,147,N,767,POLLING PLACE,90,59,23,
DUARTE,1900015B,735,147,N,,VBM PORTION,74,43,23,
DUARTE,1900015B,735,147,N,767,TOTAL,164,102,46,
DUARTE,1900021C,736,147,N,895,POLLING PLACE,179,109,65,
DUARTE,1900021C,736,147,N,,VBM PORTION,94,42,46,
DUARTE,1900021C,736,147,N,895,TOTAL,273,151,111,
EAST ARCADIA,1940001A,737,137,N,952,POLLING PLACE,149,118,17,
EAST ARCADIA,1940001A,737,137,N,,VBM PORTION,17,12,3,
EAST ARCADIA,1940001A,737,137,N,952,TOTAL,166,130,20,
EAST ARCADIA,1940002A,738,137,N,945,POLLING PLACE,222,120,91,
EAST ARCADIA,1940002A,738,137,N,,VBM PORTION,70,40,29,
EAST ARCADIA,1940002A,738,137,N,945,TOTAL,292,160,120,
EAST ARCADIA,1940004A,739,137,N,428,POLLING PLACE,115,53,53,
EAST ARCADIA,1940004A,739,137,N,,VBM PORTION,38,20,16,
EAST ARCADIA,1940004A,739,137,N,428,TOTAL,153,73,69,
EAST ARCADIA,1940005A,740,169,N,997,POLLING PLACE,200,98,91,
EAST ARCADIA,1940005A,740,169,N,,VBM PORTION,96,50,34,
EAST ARCADIA,1940005A,740,169,N,997,TOTAL,296,148,125,
EAST ARCADIA,1940007A,741,165,N,519,POLLING PLACE,109,42,59,
EAST ARCADIA,1940007A,741,165,N,,VBM PORTION,32,19,13,
