LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ROGER HERNANDEZ,JOE M GARDNER,
EL MONTE,2100119A,834,138,N,740,POLLING PLACE,112,85,19,
EL MONTE,2100119A,834,138,N,,VBM PORTION,24,15,8,
EL MONTE,2100119A,834,138,N,740,TOTAL,136,100,27,
EL MONTE,2100120B,835,138,N,946,POLLING PLACE,132,99,28,
EL MONTE,2100120B,835,138,N,,VBM PORTION,23,13,9,
EL MONTE,2100120B,835,138,N,946,TOTAL,155,112,37,
EL MONTE,2100121A,836,138,N,760,POLLING PLACE,115,74,30,
EL MONTE,2100121A,836,138,N,,VBM PORTION,31,20,9,
EL MONTE,2100121A,836,138,N,760,TOTAL,146,94,39,
EL MONTE,2100122B,837,138,N,737,POLLING PLACE,119,97,15,
EL MONTE,2100122B,837,138,N,,VBM PORTION,18,11,5,
EL MONTE,2100122B,837,138,N,737,TOTAL,137,108,20,
EL MONTE,2100125A,838,138,N,462,POLLING PLACE,56,45,7,
EL MONTE,2100125A,838,138,N,,VBM PORTION,12,7,3,
EL MONTE,2100125A,838,138,N,462,TOTAL,68,52,10,
EL MONTE,2100126A,839,138,N,1008,POLLING PLACE,167,131,26,
EL MONTE,2100126A,839,138,N,,VBM PORTION,42,32,7,
EL MONTE,2100126A,839,138,N,1008,TOTAL,209,163,33,
GLENDORA,2600001A,986,140,N,1050,POLLING PLACE,274,85,178,
GLENDORA,2600001A,986,140,N,,VBM PORTION,131,41,82,
GLENDORA,2600001A,986,140,N,1050,TOTAL,405,126,260,
GLENDORA,2600002A,987,140,N,1206,POLLING PLACE,258,90,160,
GLENDORA,2600002A,987,140,N,,VBM PORTION,104,45,49,
GLENDORA,2600002A,987,140,N,1206,TOTAL,362,135,209,
GLENDORA,2600008A,988,140,N,1279,POLLING PLACE,302,66,216,
GLENDORA,2600008A,988,140,N,,VBM PORTION,188,42,126,
GLENDORA,2600008A,988,140,N,1279,TOTAL,490,108,342,
GLENDORA,2600009A,989,140,N,1149,POLLING PLACE,320,77,230,
GLENDORA,2600009A,989,140,N,,VBM PORTION,137,28,96,
GLENDORA,2600009A,989,140,N,1149,TOTAL,457,105,326,
GLENDORA,2600010A,990,140,N,1178,POLLING PLACE,335,85,233,
GLENDORA,2600010A,990,140,N,,VBM PORTION,133,37,85,
GLENDORA,2600010A,990,140,N,1178,TOTAL,468,122,318,
GLENDORA,2600011A,991,140,N,1095,POLLING PLACE,183,84,88,
GLENDORA,2600011A,991,140,N,,VBM PORTION,88,30,50,
GLENDORA,2600011A,991,140,N,1095,TOTAL,271,114,138,
GLENDORA,2600016A,992,140,N,943,POLLING PLACE,202,67,129,
GLENDORA,2600016A,992,140,N,,VBM PORTION,90,31,49,
GLENDORA,2600016A,992,140,N,943,TOTAL,292,98,178,
GLENDORA,2600018B,993,140,N,775,POLLING PLACE,161,36,113,
GLENDORA,2600018B,993,140,N,,VBM PORTION,108,19,81,
GLENDORA,2600018B,993,140,N,775,TOTAL,269,55,194,
GLENDORA,2600019A,994,140,N,659,POLLING PLACE,159,45,103,
GLENDORA,2600019A,994,140,N,,VBM PORTION,79,14,56,
GLENDORA,2600019A,994,140,N,659,TOTAL,238,59,159,
GLENDORA,2600022A,995,140,N,1199,POLLING PLACE,218,83,114,
GLENDORA,2600022A,995,140,N,,VBM PORTION,61,19,34,
GLENDORA,2600022A,995,140,N,1199,TOTAL,279,102,148,
GLENDORA,2600023A,996,140,N,630,POLLING PLACE,146,39,96,
GLENDORA,2600023A,996,140,N,,VBM PORTION,55,10,41,
GLENDORA,2600023A,996,140,N,630,TOTAL,201,49,137,
GLENDORA,2600025B,997,143,N,1063,POLLING PLACE,237,91,131,
GLENDORA,2600025B,997,143,N,,VBM PORTION,70,27,39,
GLENDORA,2600025B,997,143,N,1063,TOTAL,307,118,170,
GLENDORA,2600026A,998,143,N,809,POLLING PLACE,193,59,125,
GLENDORA,2600026A,998,143,N,,VBM PORTION,73,30,38,
GLENDORA,2600026A,998,143,N,809,TOTAL,266,89,163,
GLENDORA,2600027A,999,143,N,817,POLLING PLACE,154,55,93,
GLENDORA,2600027A,999,143,N,,VBM PORTION,56,23,28,
GLENDORA,2600027A,999,143,N,817,TOTAL,210,78,121,
GLENDORA,2600028A,1000,143,N,943,POLLING PLACE,192,89,94,
GLENDORA,2600028A,1000,143,N,,VBM PORTION,74,33,33,
GLENDORA,2600028A,1000,143,N,943,TOTAL,266,122,127,
GLENDORA,2600034A,1001,142,N,312,POLLING PLACE,54,26,27,
GLENDORA,2600034A,1001,142,N,,VBM PORTION,22,7,13,
GLENDORA,2600034A,1001,142,N,312,TOTAL,76,33,40,
GLENDORA,2600040A,1002,143,N,837,POLLING PLACE,208,63,132,
GLENDORA,2600040A,1002,143,N,,VBM PORTION,76,20,51,
GLENDORA,2600040A,1002,143,N,837,TOTAL,284,83,183,
GLENDORA,2600058A,1003,140,N,1254,POLLING PLACE,286,82,191,
GLENDORA,2600058A,1003,140,N,,VBM PORTION,113,29,74,
GLENDORA,2600058A,1003,140,N,1254,TOTAL,399,111,265,
GLENDORA,2600059A,1004,140,N,956,POLLING PLACE,221,57,152,
GLENDORA,2600059A,1004,140,N,,VBM PORTION,82,26,52,
GLENDORA,2600059A,1004,140,N,956,TOTAL,303,83,204,
GLENDORA,2600061A,1005,143,N,975,POLLING PLACE,186,58,114,
GLENDORA,2600061A,1005,143,N,,VBM PORTION,95,39,50,
GLENDORA,2600061A,1005,143,N,975,TOTAL,281,97,164,
GLENDORA,2600062A,1006,140,N,1237,POLLING PLACE,288,55,214,
GLENDORA,2600062A,1006,140,N,,VBM PORTION,163,29,125,
GLENDORA,2600062A,1006,140,N,1237,TOTAL,451,84,339,
GLENDORA,2600063A,1007,140,N,1184,POLLING PLACE,285,60,199,
GLENDORA,2600063A,1007,140,N,,VBM PORTION,148,32,103,
GLENDORA,2600063A,1007,140,N,1184,TOTAL,433,92,302,
GLENDORA,2600064A,1008,140,N,1243,POLLING PLACE,291,89,188,
GLENDORA,2600064A,1008,140,N,,VBM PORTION,114,26,78,
GLENDORA,2600064A,1008,140,N,1243,TOTAL,405,115,266,
GLENDORA,2600067A,1009,143,N,1010,POLLING PLACE,174,62,106,
GLENDORA,2600067A,1009,143,N,,VBM PORTION,78,27,42,
GLENDORA,2600067A,1009,143,N,1010,TOTAL,252,89,148,
GLENDORA,2600096A,1010,140,N,522,POLLING PLACE,75,42,28,
GLENDORA,2600096A,1010,140,N,,VBM PORTION,33,16,14,
GLENDORA,2600096A,1010,140,N,522,TOTAL,108,58,42,
GLENDORA,2600096B,1011,140,N,821,POLLING PLACE,169,62,100,
GLENDORA,2600096B,1011,140,N,,VBM PORTION,85,29,49,
GLENDORA,2600096B,1011,140,N,821,TOTAL,254,91,149,
GLENDORA,2600097A,1012,142,N,913,POLLING PLACE,158,71,75,
GLENDORA,2600097A,1012,142,N,,VBM PORTION,65,21,36,
GLENDORA,2600097A,1012,142,N,913,TOTAL,223,92,111,
GLENDORA,2600097E,1013,143,N,292,POLLING PLACE,58,20,36,
GLENDORA,2600097E,1013,143,N,,VBM PORTION,20,11,7,
GLENDORA,2600097E,1013,143,N,292,TOTAL,78,31,43,
GLENDORA,2600098A,1014,140,N,702,POLLING PLACE,110,29,68,
GLENDORA,2600098A,1014,140,N,,VBM PORTION,87,22,56,
GLENDORA,2600098A,1014,140,N,702,TOTAL,197,51,124,
GLENDORA,2600104A,1015,140,N,1181,POLLING PLACE,278,79,187,
GLENDORA,2600104A,1015,140,N,,VBM PORTION,148,30,108,
GLENDORA,2600104A,1015,140,N,1181,TOTAL,426,109,295,
GLENDORA,2600104B,6090,139,Y,,POLLING PLACE,,,,
GLENDORA,2600104B,6090,139,Y,,VBM PORTION,,,,
GLENDORA,2600104B,6090,139,Y,,TOTAL,,,,
GLENDORA,2600106A,1016,140,N,1167,POLLING PLACE,205,69,118,
GLENDORA,2600106A,1016,140,N,,VBM PORTION,107,48,47,
GLENDORA,2600106A,1016,140,N,1167,TOTAL,312,117,165,
GLENDORA,2600108A,1017,140,N,797,POLLING PLACE,180,51,112,
GLENDORA,2600108A,1017,140,N,,VBM PORTION,53,16,32,
GLENDORA,2600108A,1017,140,N,797,TOTAL,233,67,144,
INDUSTRY,2930015A,6105,133,Y,,POLLING PLACE,,,,
INDUSTRY,2930015A,6105,133,Y,,VBM PORTION,,,,
INDUSTRY,2930015A,6105,133,Y,,TOTAL,,,,
IRWINDALE,3000001C,6112,128,Y,,POLLING PLACE,,,,
IRWINDALE,3000001C,6112,128,Y,,VBM PORTION,,,,
IRWINDALE,3000001C,6112,128,Y,,TOTAL,,,,
IRWINDALE,3000003A,1172,133,N,734,POLLING PLACE,128,68,35,
IRWINDALE,3000003A,1172,133,N,,VBM PORTION,41,26,12,
IRWINDALE,3000003A,1172,133,N,734,TOTAL,169,94,47,
IRWINDALE,3000004A,6113,138,Y,136,POLLING PLACE,,,,
IRWINDALE,3000004A,6113,138,Y,,VBM PORTION,10,7,2,
IRWINDALE,3000004A,6113,138,Y,136,TOTAL,10,7,2,
IRWINDALE,3000004D,6114,135,Y,,POLLING PLACE,,,,
IRWINDALE,3000004D,6114,135,Y,,VBM PORTION,,,,
IRWINDALE,3000004D,6114,135,Y,,TOTAL,,,,
MONROVIA,4400005A,6153,144,Y,2,POLLING PLACE,,,,
MONROVIA,4400005A,6153,144,Y,,VBM PORTION,,,,
MONROVIA,4400005A,6153,144,Y,2,TOTAL,,,,
MONROVIA,4400019A,6154,146,Y,157,POLLING PLACE,,,,
MONROVIA,4400019A,6154,146,Y,,VBM PORTION,33,13,16,
MONROVIA,4400019A,6154,146,Y,157,TOTAL,33,13,16,
RAMONA,5500007A,2159,133,N,472,POLLING PLACE,75,43,25,
RAMONA,5500007A,2159,133,N,,VBM PORTION,22,7,15,
RAMONA,5500007A,2159,133,N,472,TOTAL,97,50,40,
RAMONA,5500011A,2160,133,N,662,POLLING PLACE,146,88,46,
RAMONA,5500011A,2160,133,N,,VBM PORTION,35,16,17,
RAMONA,5500011A,2160,133,N,662,TOTAL,181,104,63,
RAMONA,5500098A,2161,133,N,1128,POLLING PLACE,176,112,49,
RAMONA,5500098A,2161,133,N,,VBM PORTION,39,26,13,
RAMONA,5500098A,2161,133,N,1128,TOTAL,215,138,62,
RAMONA,5500099A,2162,133,N,1030,POLLING PLACE,186,92,84,
RAMONA,5500099A,2162,133,N,,VBM PORTION,62,34,27,
RAMONA,5500099A,2162,133,N,1030,TOTAL,248,126,111,
RAMONA,5500100A,2163,133,N,963,POLLING PLACE,140,87,43,
RAMONA,5500100A,2163,133,N,,VBM PORTION,39,16,16,
RAMONA,5500100A,2163,133,N,963,TOTAL,179,103,59,
RAMONA,5500102A,2164,133,N,762,POLLING PLACE,138,73,58,
RAMONA,5500102A,2164,133,N,,VBM PORTION,49,23,23,
RAMONA,5500102A,2164,133,N,762,TOTAL,187,96,81,
RAMONA,5500105A,2165,133,N,764,POLLING PLACE,169,58,101,
RAMONA,5500105A,2165,133,N,,VBM PORTION,78,27,45,
RAMONA,5500105A,2165,133,N,764,TOTAL,247,85,146,
ROYAL OAKS,5900001A,2284,141,N,220,POLLING PLACE,60,15,33,
ROYAL OAKS,5900001A,2284,141,N,,VBM PORTION,40,7,26,
ROYAL OAKS,5900001A,2284,141,N,220,TOTAL,100,22,59,
VALINDA,7410010A,2747,133,N,788,POLLING PLACE,114,80,29,
VALINDA,7410010A,2747,133,N,,VBM PORTION,21,14,7,
VALINDA,7410010A,2747,133,N,788,TOTAL,135,94,36,
VALINDA,7410011B,2748,133,N,982,POLLING PLACE,142,92,45,
VALINDA,7410011B,2748,133,N,,VBM PORTION,49,29,17,
VALINDA,7410011B,2748,133,N,982,TOTAL,191,121,62,
VALINDA,7410015A,2749,133,N,855,POLLING PLACE,129,98,22,
VALINDA,7410015A,2749,133,N,,VBM PORTION,33,24,8,
VALINDA,7410015A,2749,133,N,855,TOTAL,162,122,30,
VALINDA,7410015C,2750,131,N,202,POLLING PLACE,24,17,4,
VALINDA,7410015C,2750,131,N,,VBM PORTION,14,10,1,
VALINDA,7410015C,2750,131,N,202,TOTAL,38,27,5,
VALINDA,7410016A,2751,133,N,955,POLLING PLACE,181,120,41,
VALINDA,7410016A,2751,133,N,,VBM PORTION,33,18,12,
VALINDA,7410016A,2751,133,N,955,TOTAL,214,138,53,
VALINDA,7410017A,2752,133,N,1047,POLLING PLACE,153,111,27,
VALINDA,7410017A,2752,133,N,,VBM PORTION,26,16,10,
VALINDA,7410017A,2752,133,N,1047,TOTAL,179,127,37,
VALINDA,7410020A,2753,133,N,1057,POLLING PLACE,137,98,34,
VALINDA,7410020A,2753,133,N,,VBM PORTION,27,14,9,
VALINDA,7410020A,2753,133,N,1057,TOTAL,164,112,43,
VALINDA,7410025A,2754,133,N,1079,POLLING PLACE,195,143,39,
VALINDA,7410025A,2754,133,N,,VBM PORTION,46,23,14,
VALINDA,7410025A,2754,133,N,1079,TOTAL,241,166,53,
VALINDA,7410027A,2755,133,N,723,POLLING PLACE,113,77,26,
VALINDA,7410027A,2755,133,N,,VBM PORTION,28,15,10,
VALINDA,7410027A,2755,133,N,723,TOTAL,141,92,36,
VALINDA,7410029A,2756,133,N,1117,POLLING PLACE,143,91,43,
VALINDA,7410029A,2756,133,N,,VBM PORTION,42,19,19,
VALINDA,7410029A,2756,133,N,1117,TOTAL,185,110,62,
VALINDA,7410086B,2757,133,N,640,POLLING PLACE,83,71,11,
VALINDA,7410086B,2757,133,N,,VBM PORTION,17,14,2,
VALINDA,7410086B,2757,133,N,640,TOTAL,100,85,13,
VALINDA,7410130A,2758,133,N,600,POLLING PLACE,86,64,16,
VALINDA,7410130A,2758,133,N,,VBM PORTION,31,24,6,
VALINDA,7410130A,2758,133,N,600,TOTAL,117,88,22,
VALINDA,7410130B,2759,131,N,395,POLLING PLACE,65,46,17,
VALINDA,7410130B,2759,131,N,,VBM PORTION,15,9,6,
VALINDA,7410130B,2759,131,N,395,TOTAL,80,55,23,
VALINDA,7410150A,2760,133,N,1106,POLLING PLACE,150,95,48,
VALINDA,7410150A,2760,133,N,,VBM PORTION,29,14,14,
VALINDA,7410150A,2760,133,N,1106,TOTAL,179,109,62,
VALINDA,7410154A,2761,133,N,631,POLLING PLACE,94,62,28,
VALINDA,7410154A,2761,133,N,,VBM PORTION,30,12,14,
VALINDA,7410154A,2761,133,N,631,TOTAL,124,74,42,
VALINDA,7410154B,2762,133,N,1136,POLLING PLACE,160,98,58,
VALINDA,7410154B,2762,133,N,,VBM PORTION,29,18,11,
VALINDA,7410154B,2762,133,N,1136,TOTAL,189,116,69,
WEST COVINA,7700001A,2832,133,N,1029,POLLING PLACE,122,83,31,
WEST COVINA,7700001A,2832,133,N,,VBM PORTION,61,24,34,
WEST COVINA,7700001A,2832,133,N,1029,TOTAL,183,107,65,
WEST COVINA,7700002A,2833,133,N,841,POLLING PLACE,109,35,67,
WEST COVINA,7700002A,2833,133,N,,VBM PORTION,52,14,26,
WEST COVINA,7700002A,2833,133,N,841,TOTAL,161,49,93,
WEST COVINA,7700003A,2834,133,N,937,POLLING PLACE,118,80,33,
WEST COVINA,7700003A,2834,133,N,,VBM PORTION,39,23,15,
WEST COVINA,7700003A,2834,133,N,937,TOTAL,157,103,48,
WEST COVINA,7700004A,2835,133,N,1038,POLLING PLACE,179,83,90,
WEST COVINA,7700004A,2835,133,N,,VBM PORTION,74,31,38,
WEST COVINA,7700004A,2835,133,N,1038,TOTAL,253,114,128,
WEST COVINA,7700006A,6262,138,Y,,POLLING PLACE,,,,
WEST COVINA,7700006A,6262,138,Y,,VBM PORTION,,,,
WEST COVINA,7700006A,6262,138,Y,,TOTAL,,,,
WEST COVINA,7700008A,2836,133,N,538,POLLING PLACE,99,49,41,
WEST COVINA,7700008A,2836,133,N,,VBM PORTION,22,13,8,
WEST COVINA,7700008A,2836,133,N,538,TOTAL,121,62,49,
WEST COVINA,7700008B,2837,133,N,1086,POLLING PLACE,162,84,69,
WEST COVINA,7700008B,2837,133,N,,VBM PORTION,67,36,30,
WEST COVINA,7700008B,2837,133,N,1086,TOTAL,229,120,99,
WEST COVINA,7700011A,2838,133,N,956,POLLING PLACE,175,94,63,
WEST COVINA,7700011A,2838,133,N,,VBM PORTION,50,19,26,
WEST COVINA,7700011A,2838,133,N,956,TOTAL,225,113,89,
WEST COVINA,7700012A,2839,133,N,910,POLLING PLACE,141,67,66,
WEST COVINA,7700012A,2839,133,N,,VBM PORTION,64,30,28,
WEST COVINA,7700012A,2839,133,N,910,TOTAL,205,97,94,
WEST COVINA,7700012C,2840,133,N,1012,POLLING PLACE,166,80,77,
WEST COVINA,7700012C,2840,133,N,,VBM PORTION,58,31,25,
WEST COVINA,7700012C,2840,133,N,1012,TOTAL,224,111,102,
WEST COVINA,7700014B,2841,133,N,1126,POLLING PLACE,131,75,48,
WEST COVINA,7700014B,2841,133,N,,VBM PORTION,79,40,33,
WEST COVINA,7700014B,2841,133,N,1126,TOTAL,210,115,81,
WEST COVINA,7700015B,2842,133,N,925,POLLING PLACE,160,75,80,
WEST COVINA,7700015B,2842,133,N,,VBM PORTION,61,32,27,
WEST COVINA,7700015B,2842,133,N,925,TOTAL,221,107,107,
WEST COVINA,7700016A,2843,133,N,1196,POLLING PLACE,180,105,69,
WEST COVINA,7700016A,2843,133,N,,VBM PORTION,71,32,34,
WEST COVINA,7700016A,2843,133,N,1196,TOTAL,251,137,103,
WEST COVINA,7700019B,2844,133,N,708,POLLING PLACE,115,61,44,
WEST COVINA,7700019B,2844,133,N,,VBM PORTION,60,13,44,
WEST COVINA,7700019B,2844,133,N,708,TOTAL,175,74,88,
WEST COVINA,7700020C,2845,133,N,872,POLLING PLACE,169,49,109,
WEST COVINA,7700020C,2845,133,N,,VBM PORTION,68,27,35,
WEST COVINA,7700020C,2845,133,N,872,TOTAL,237,76,144,
WEST COVINA,7700022A,2847,133,N,1200,POLLING PLACE,197,93,94,
WEST COVINA,7700022A,2847,133,N,,VBM PORTION,90,44,40,
WEST COVINA,7700022A,2847,133,N,1200,TOTAL,287,137,134,
WEST COVINA,7700024A,2848,133,N,783,POLLING PLACE,163,73,83,
WEST COVINA,7700024A,2848,133,N,,VBM PORTION,51,31,18,
WEST COVINA,7700024A,2848,133,N,783,TOTAL,214,104,101,
WEST COVINA,7700024B,2849,133,N,685,POLLING PLACE,112,55,52,
WEST COVINA,7700024B,2849,133,N,,VBM PORTION,36,14,21,
WEST COVINA,7700024B,2849,133,N,685,TOTAL,148,69,73,
WEST COVINA,7700026A,2850,133,N,1164,POLLING PLACE,243,112,115,
WEST COVINA,7700026A,2850,133,N,,VBM PORTION,101,49,46,
WEST COVINA,7700026A,2850,133,N,1164,TOTAL,344,161,161,
WEST COVINA,7700027A,2851,133,N,948,POLLING PLACE,122,54,62,
WEST COVINA,7700027A,2851,133,N,,VBM PORTION,108,47,56,
WEST COVINA,7700027A,2851,133,N,948,TOTAL,230,101,118,
WEST COVINA,7700028A,2852,133,N,747,POLLING PLACE,130,78,41,
WEST COVINA,7700028A,2852,133,N,,VBM PORTION,29,18,10,
WEST COVINA,7700028A,2852,133,N,747,TOTAL,159,96,51,
WEST COVINA,7700031A,2853,133,N,936,POLLING PLACE,136,69,50,
WEST COVINA,7700031A,2853,133,N,,VBM PORTION,52,24,24,
WEST COVINA,7700031A,2853,133,N,936,TOTAL,188,93,74,
WEST COVINA,7700033A,2854,133,N,1255,POLLING PLACE,172,92,75,
WEST COVINA,7700033A,2854,133,N,,VBM PORTION,58,13,39,
WEST COVINA,7700033A,2854,133,N,1255,TOTAL,230,105,114,
WEST COVINA,7700037A,2855,133,N,1006,POLLING PLACE,138,83,43,
WEST COVINA,7700037A,2855,133,N,,VBM PORTION,60,31,27,
WEST COVINA,7700037A,2855,133,N,1006,TOTAL,198,114,70,
WEST COVINA,7700038A,2856,133,N,1060,POLLING PLACE,175,110,57,
WEST COVINA,7700038A,2856,133,N,,VBM PORTION,63,33,27,
WEST COVINA,7700038A,2856,133,N,1060,TOTAL,238,143,84,
WEST COVINA,7700039A,2857,133,N,821,POLLING PLACE,130,71,50,
WEST COVINA,7700039A,2857,133,N,,VBM PORTION,38,20,14,
WEST COVINA,7700039A,2857,133,N,821,TOTAL,168,91,64,
WEST COVINA,7700040A,2858,133,N,1229,POLLING PLACE,190,99,78,
WEST COVINA,7700040A,2858,133,N,,VBM PORTION,63,29,32,
WEST COVINA,7700040A,2858,133,N,1229,TOTAL,253,128,110,
WEST COVINA,7700140A,6263,131,Y,,POLLING PLACE,,,,
WEST COVINA,7700140A,6263,131,Y,,VBM PORTION,,,,
WEST COVINA,7700140A,6263,131,Y,,TOTAL,,,,
WEST COVINA,7700140B,2870,133,N,925,POLLING PLACE,154,95,52,
WEST COVINA,7700140B,2870,133,N,,VBM PORTION,43,25,17,
WEST COVINA,7700140B,2870,133,N,925,TOTAL,197,120,69,
WEST COVINA,7700141A,2871,133,N,1104,POLLING PLACE,132,63,60,
WEST COVINA,7700141A,2871,133,N,,VBM PORTION,58,27,21,
WEST COVINA,7700141A,2871,133,N,1104,TOTAL,190,90,81,
WEST COVINA,7700142A,2872,133,N,1170,POLLING PLACE,149,82,60,
WEST COVINA,7700142A,2872,133,N,,VBM PORTION,48,22,21,
WEST COVINA,7700142A,2872,133,N,1170,TOTAL,197,104,81,
WEST COVINA,7700143A,2873,133,N,1056,POLLING PLACE,167,71,85,
WEST COVINA,7700143A,2873,133,N,,VBM PORTION,83,44,36,
WEST COVINA,7700143A,2873,133,N,1056,TOTAL,250,115,121,
WEST COVINA,7700144A,2874,133,N,888,POLLING PLACE,94,57,33,
WEST COVINA,7700144A,2874,133,N,,VBM PORTION,36,19,16,
WEST COVINA,7700144A,2874,133,N,888,TOTAL,130,76,49,
WEST COVINA,7700145A,2875,133,N,902,POLLING PLACE,132,61,66,
WEST COVINA,7700145A,2875,133,N,,VBM PORTION,63,33,28,
WEST COVINA,7700145A,2875,133,N,902,TOTAL,195,94,94,
WEST COVINA,7700148A,2876,133,N,1009,POLLING PLACE,201,94,98,
WEST COVINA,7700148A,2876,133,N,,VBM PORTION,51,25,25,
WEST COVINA,7700148A,2876,133,N,1009,TOTAL,252,119,123,
WEST COVINA,7700150A,2877,133,N,1031,POLLING PLACE,164,84,76,
WEST COVINA,7700150A,2877,133,N,,VBM PORTION,43,28,15,
WEST COVINA,7700150A,2877,133,N,1031,TOTAL,207,112,91,
WEST COVINA,7700153A,2878,133,N,638,POLLING PLACE,103,60,39,
WEST COVINA,7700153A,2878,133,N,,VBM PORTION,61,36,25,
WEST COVINA,7700153A,2878,133,N,638,TOTAL,164,96,64,
WEST COVINA,7700153C,2879,133,N,1040,POLLING PLACE,174,100,66,
WEST COVINA,7700153C,2879,133,N,,VBM PORTION,63,41,16,
WEST COVINA,7700153C,2879,133,N,1040,TOTAL,237,141,82,
WEST COVINA,7700154A,2880,133,N,673,POLLING PLACE,70,39,27,
WEST COVINA,7700154A,2880,133,N,,VBM PORTION,57,26,28,
WEST COVINA,7700154A,2880,133,N,673,TOTAL,127,65,55,
WEST COVINA,7700158A,2882,133,N,1098,POLLING PLACE,159,83,58,
WEST COVINA,7700158A,2882,133,N,,VBM PORTION,61,35,22,
WEST COVINA,7700158A,2882,133,N,1098,TOTAL,220,118,80,
WEST COVINA,7700165A,2885,133,N,1057,POLLING PLACE,149,47,94,
WEST COVINA,7700165A,2885,133,N,,VBM PORTION,84,15,61,
WEST COVINA,7700165A,2885,133,N,1057,TOTAL,233,62,155,
BALLOT GROUP 128,9990128A,8128,128,N,,POLLING PLACE,,,,
BALLOT GROUP 128,9990128A,8128,128,N,,VBM PORTION,,,,
BALLOT GROUP 128,9990128A,8128,128,N,,TOTAL,,,,
BALLOT GROUP 129,9990129A,8129,129,N,,POLLING PLACE,,,,
BALLOT GROUP 129,9990129A,8129,129,N,,VBM PORTION,,,,
BALLOT GROUP 129,9990129A,8129,129,N,,TOTAL,,,,
BALLOT GROUP 130,9990130A,8130,130,N,,POLLING PLACE,,,,
BALLOT GROUP 130,9990130A,8130,130,N,,VBM PORTION,,,,
BALLOT GROUP 130,9990130A,8130,130,N,,TOTAL,,,,
BALLOT GROUP 131,9990131A,8131,131,N,,POLLING PLACE,,,,
BALLOT GROUP 131,9990131A,8131,131,N,,VBM PORTION,,,,
BALLOT GROUP 131,9990131A,8131,131,N,,TOTAL,,,,
BALLOT GROUP 132,9990132A,8132,132,N,,POLLING PLACE,,,,
BALLOT GROUP 132,9990132A,8132,132,N,,VBM PORTION,,,,
BALLOT GROUP 132,9990132A,8132,132,N,,TOTAL,,,,
BALLOT GROUP 133,9990133A,8133,133,N,,POLLING PLACE,,,,
BALLOT GROUP 133,9990133A,8133,133,N,,VBM PORTION,,,,
BALLOT GROUP 133,9990133A,8133,133,N,,TOTAL,,,,
BALLOT GROUP 134,9990134A,8134,134,N,,POLLING PLACE,,,,
BALLOT GROUP 134,9990134A,8134,134,N,,VBM PORTION,,,,
BALLOT GROUP 134,9990134A,8134,134,N,,TOTAL,,,,
BALLOT GROUP 135,9990135A,8135,135,N,,POLLING PLACE,,,,
BALLOT GROUP 135,9990135A,8135,135,N,,VBM PORTION,,,,
BALLOT GROUP 135,9990135A,8135,135,N,,TOTAL,,,,
BALLOT GROUP 136,9990136A,8136,136,N,,POLLING PLACE,,,,
BALLOT GROUP 136,9990136A,8136,136,N,,VBM PORTION,,,,
BALLOT GROUP 136,9990136A,8136,136,N,,TOTAL,,,,
BALLOT GROUP 137,9990137A,8137,137,N,,POLLING PLACE,,,,
BALLOT GROUP 137,9990137A,8137,137,N,,VBM PORTION,,,,
BALLOT GROUP 137,9990137A,8137,137,N,,TOTAL,,,,
BALLOT GROUP 138,9990138A,8138,138,N,,POLLING PLACE,,,,
BALLOT GROUP 138,9990138A,8138,138,N,,VBM PORTION,,,,
BALLOT GROUP 138,9990138A,8138,138,N,,TOTAL,,,,
BALLOT GROUP 139,9990139A,8139,139,N,,POLLING PLACE,,,,
BALLOT GROUP 139,9990139A,8139,139,N,,VBM PORTION,,,,
BALLOT GROUP 139,9990139A,8139,139,N,,TOTAL,,,,
BALLOT GROUP 140,9990140A,8140,140,N,,POLLING PLACE,,,,
BALLOT GROUP 140,9990140A,8140,140,N,,VBM PORTION,,,,
BALLOT GROUP 140,9990140A,8140,140,N,,TOTAL,,,,
BALLOT GROUP 141,9990141A,8141,141,N,,POLLING PLACE,,,,
BALLOT GROUP 141,9990141A,8141,141,N,,VBM PORTION,,,,
BALLOT GROUP 141,9990141A,8141,141,N,,TOTAL,,,,
BALLOT GROUP 142,9990142A,8142,142,N,,POLLING PLACE,,,,
BALLOT GROUP 142,9990142A,8142,142,N,,VBM PORTION,,,,
BALLOT GROUP 142,9990142A,8142,142,N,,TOTAL,,,,
BALLOT GROUP 143,9990143A,8143,143,N,,POLLING PLACE,,,,
BALLOT GROUP 143,9990143A,8143,143,N,,VBM PORTION,,,,
BALLOT GROUP 143,9990143A,8143,143,N,,TOTAL,,,,
BALLOT GROUP 144,9990144A,8144,144,N,,POLLING PLACE,,,,
BALLOT GROUP 144,9990144A,8144,144,N,,VBM PORTION,,,,
BALLOT GROUP 144,9990144A,8144,144,N,,TOTAL,,,,
BALLOT GROUP 145,9990145A,8145,145,N,,POLLING PLACE,,,,
BALLOT GROUP 145,9990145A,8145,145,N,,VBM PORTION,,,,
BALLOT GROUP 145,9990145A,8145,145,N,,TOTAL,,,,
BALLOT GROUP 146,9990146A,8146,146,N,,POLLING PLACE,,,,
BALLOT GROUP 146,9990146A,8146,146,N,,VBM PORTION,,,,
BALLOT GROUP 146,9990146A,8146,146,N,,TOTAL,,,,
