LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TOM CAMPBELL,GARY MARTIN,STACY L FORTNER,
SANTA CLARITA,6220142A,2424,36,N,1236,TOTAL,312,198,144,68,
SANTA CLARITA,6220143A,6213,43,Y,1,POLLING PLACE,,,,,
SANTA CLARITA,6220143A,6213,43,Y,,VBM PORTION,,,,,
SANTA CLARITA,6220143A,6213,43,Y,1,TOTAL,,,,,
SANTA CLARITA,6220145A,2425,40,N,1125,POLLING PLACE,230,128,98,56,
SANTA CLARITA,6220145A,2425,40,N,,VBM PORTION,83,36,30,19,
SANTA CLARITA,6220145A,2425,40,N,1125,TOTAL,313,164,128,75,
SANTA CLARITA,6220146A,2426,40,N,1327,POLLING PLACE,308,160,106,73,
SANTA CLARITA,6220146A,2426,40,N,,VBM PORTION,118,64,53,18,
SANTA CLARITA,6220146A,2426,40,N,1327,TOTAL,426,224,159,91,
SANTA CLARITA,6220148A,2427,40,N,1396,POLLING PLACE,232,127,105,53,
SANTA CLARITA,6220148A,2427,40,N,,VBM PORTION,249,128,115,45,
SANTA CLARITA,6220148A,2427,40,N,1396,TOTAL,481,255,220,98,
SANTA CLARITA,6220149A,2428,39,N,751,POLLING PLACE,131,69,58,31,
SANTA CLARITA,6220149A,2428,39,N,,VBM PORTION,52,27,31,12,
SANTA CLARITA,6220149A,2428,39,N,751,TOTAL,183,96,89,43,
SANTA CLARITA,6220151A,6215,66,Y,,POLLING PLACE,,,,,
SANTA CLARITA,6220151A,6215,66,Y,,VBM PORTION,,,,,
SANTA CLARITA,6220151A,6215,66,Y,,TOTAL,,,,,
SANTA CLARITA,6220153A,6216,61,Y,,POLLING PLACE,,,,,
SANTA CLARITA,6220153A,6216,61,Y,,VBM PORTION,,,,,
SANTA CLARITA,6220153A,6216,61,Y,,TOTAL,,,,,
SANTA CLARITA,6220155A,2429,40,N,593,POLLING PLACE,120,63,57,27,
SANTA CLARITA,6220155A,2429,40,N,,VBM PORTION,57,30,22,12,
SANTA CLARITA,6220155A,2429,40,N,593,TOTAL,177,93,79,39,
SANTA CLARITA,6220160A,2430,36,N,986,POLLING PLACE,140,77,73,32,
SANTA CLARITA,6220160A,2430,36,N,,VBM PORTION,71,40,32,16,
SANTA CLARITA,6220160A,2430,36,N,986,TOTAL,211,117,105,48,
SANTA CLARITA,6220161A,2431,36,N,1148,POLLING PLACE,72,36,28,25,
SANTA CLARITA,6220161A,2431,36,N,,VBM PORTION,24,17,13,6,
SANTA CLARITA,6220161A,2431,36,N,1148,TOTAL,96,53,41,31,
SANTA CLARITA,6220163A,2432,36,N,1105,POLLING PLACE,121,65,45,27,
SANTA CLARITA,6220163A,2432,36,N,,VBM PORTION,78,38,33,16,
SANTA CLARITA,6220163A,2432,36,N,1105,TOTAL,199,103,78,43,
SANTA CLARITA,6220164A,2433,36,N,1037,POLLING PLACE,226,123,97,57,
SANTA CLARITA,6220164A,2433,36,N,,VBM PORTION,96,53,50,19,
SANTA CLARITA,6220164A,2433,36,N,1037,TOTAL,322,176,147,76,
SANTA CLARITA,6220166A,2434,21,N,644,POLLING PLACE,151,88,72,29,
SANTA CLARITA,6220166A,2434,21,N,,VBM PORTION,48,27,24,7,
SANTA CLARITA,6220166A,2434,21,N,644,TOTAL,199,115,96,36,
SANTA CLARITA,6220167C,2435,21,N,800,POLLING PLACE,174,100,74,34,
SANTA CLARITA,6220167C,2435,21,N,,VBM PORTION,67,36,31,17,
SANTA CLARITA,6220167C,2435,21,N,800,TOTAL,241,136,105,51,
SANTA CLARITA,6220168A,2436,44,N,472,POLLING PLACE,110,58,49,23,
SANTA CLARITA,6220168A,2436,44,N,,VBM PORTION,53,25,15,14,
SANTA CLARITA,6220168A,2436,44,N,472,TOTAL,163,83,64,37,
SANTA CLARITA,6220170A,2437,21,N,1190,POLLING PLACE,224,144,94,37,
SANTA CLARITA,6220170A,2437,21,N,,VBM PORTION,115,64,51,29,
SANTA CLARITA,6220170A,2437,21,N,1190,TOTAL,339,208,145,66,
SANTA CLARITA,6220176A,2438,21,N,1246,POLLING PLACE,222,126,103,23,
SANTA CLARITA,6220176A,2438,21,N,,VBM PORTION,155,91,72,22,
SANTA CLARITA,6220176A,2438,21,N,1246,TOTAL,377,217,175,45,
SANTA CLARITA,6220179A,2439,21,N,874,POLLING PLACE,197,98,67,43,
SANTA CLARITA,6220179A,2439,21,N,,VBM PORTION,112,63,61,20,
SANTA CLARITA,6220179A,2439,21,N,874,TOTAL,309,161,128,63,
SANTA CLARITA,6220180A,2440,18,N,1012,POLLING PLACE,217,121,94,42,
SANTA CLARITA,6220180A,2440,18,N,,VBM PORTION,86,52,39,20,
SANTA CLARITA,6220180A,2440,18,N,1012,TOTAL,303,173,133,62,
SANTA CLARITA,6220182A,2441,40,N,1390,POLLING PLACE,326,198,146,74,
SANTA CLARITA,6220182A,2441,40,N,,VBM PORTION,139,74,74,30,
SANTA CLARITA,6220182A,2441,40,N,1390,TOTAL,465,272,220,104,
SANTA CLARITA,6220183A,2442,40,N,974,POLLING PLACE,192,100,83,39,
SANTA CLARITA,6220183A,2442,40,N,,VBM PORTION,101,51,54,21,
SANTA CLARITA,6220183A,2442,40,N,974,TOTAL,293,151,137,60,
SANTA CLARITA,6220185A,6217,40,Y,431,POLLING PLACE,,,,,
SANTA CLARITA,6220185A,6217,40,Y,,VBM PORTION,164,104,84,21,
SANTA CLARITA,6220185A,6217,40,Y,431,TOTAL,164,104,84,21,
SANTA CLARITA,6220190A,2443,36,N,607,POLLING PLACE,66,36,28,19,
SANTA CLARITA,6220190A,2443,36,N,,VBM PORTION,28,14,14,3,
SANTA CLARITA,6220190A,2443,36,N,607,TOTAL,94,50,42,22,
SANTA CLARITA,6220191A,6218,66,Y,40,POLLING PLACE,,,,,
SANTA CLARITA,6220191A,6218,66,Y,,VBM PORTION,4,,,2,
SANTA CLARITA,6220191A,6218,66,Y,40,TOTAL,4,,,2,
SANTA CLARITA,6220193A,2444,36,N,541,POLLING PLACE,83,46,35,18,
SANTA CLARITA,6220193A,2444,36,N,,VBM PORTION,52,29,22,6,
SANTA CLARITA,6220193A,2444,36,N,541,TOTAL,135,75,57,24,
SANTA CLARITA,6220194A,2445,36,N,687,POLLING PLACE,143,68,59,32,
SANTA CLARITA,6220194A,2445,36,N,,VBM PORTION,25,17,15,5,
SANTA CLARITA,6220194A,2445,36,N,687,TOTAL,168,85,74,37,
SAUGUS,6300004A,6228,22,Y,216,POLLING PLACE,,,,,
SAUGUS,6300004A,6228,22,Y,,VBM PORTION,27,17,11,6,
SAUGUS,6300004A,6228,22,Y,216,TOTAL,27,17,11,6,
SAUGUS,6300005A,2509,20,N,1300,POLLING PLACE,222,113,86,46,
SAUGUS,6300005A,2509,20,N,,VBM PORTION,83,55,40,21,
SAUGUS,6300005A,2509,20,N,1300,TOTAL,305,168,126,67,
SAUGUS,6300006A,2510,22,N,250,POLLING PLACE,40,26,20,2,
SAUGUS,6300006A,2510,22,N,,VBM PORTION,20,13,6,4,
SAUGUS,6300006A,2510,22,N,250,TOTAL,60,39,26,6,
SAUGUS,6300006E,6229,12,Y,40,POLLING PLACE,,,,,
SAUGUS,6300006E,6229,12,Y,,VBM PORTION,9,7,4,,
SAUGUS,6300006E,6229,12,Y,40,TOTAL,9,7,4,,
SAUGUS,6300007A,6230,11,Y,71,POLLING PLACE,,,,,
SAUGUS,6300007A,6230,11,Y,,VBM PORTION,13,8,7,5,
SAUGUS,6300007A,6230,11,Y,71,TOTAL,13,8,7,5,
SAUGUS,6300014A,2511,20,N,1019,POLLING PLACE,119,64,59,28,
SAUGUS,6300014A,2511,20,N,,VBM PORTION,93,54,51,14,
SAUGUS,6300014A,2511,20,N,1019,TOTAL,212,118,110,42,
SAUGUS,6300023A,2512,46,N,1259,POLLING PLACE,243,117,99,47,
SAUGUS,6300023A,2512,46,N,,VBM PORTION,74,43,36,14,
SAUGUS,6300023A,2512,46,N,1259,TOTAL,317,160,135,61,
SAUGUS,6300037A,6235,42,Y,40,POLLING PLACE,,,,,
SAUGUS,6300037A,6235,42,Y,,VBM PORTION,9,7,6,2,
SAUGUS,6300037A,6235,42,Y,40,TOTAL,9,7,6,2,
SAUGUS,6300040B,2513,42,N,648,POLLING PLACE,92,49,42,30,
SAUGUS,6300040B,2513,42,N,,VBM PORTION,64,33,32,11,
SAUGUS,6300040B,2513,42,N,648,TOTAL,156,82,74,41,
SAUGUS,6300099A,6236,20,Y,57,POLLING PLACE,,,,,
SAUGUS,6300099A,6236,20,Y,,VBM PORTION,5,2,2,,
SAUGUS,6300099A,6236,20,Y,57,TOTAL,5,2,2,,
SAUGUS,6300247C,2514,46,N,732,POLLING PLACE,134,64,45,30,
SAUGUS,6300247C,2514,46,N,,VBM PORTION,51,21,13,13,
SAUGUS,6300247C,2514,46,N,732,TOTAL,185,85,58,43,
STEVENSON RANCH,6820001A,2629,45,N,975,POLLING PLACE,174,106,70,21,
STEVENSON RANCH,6820001A,2629,45,N,,VBM PORTION,66,31,31,9,
STEVENSON RANCH,6820001A,2629,45,N,975,TOTAL,240,137,101,30,
STEVENSON RANCH,6820003A,2630,45,N,1259,POLLING PLACE,269,151,117,56,
STEVENSON RANCH,6820003A,2630,45,N,,VBM PORTION,102,52,54,19,
STEVENSON RANCH,6820003A,2630,45,N,1259,TOTAL,371,203,171,75,
STEVENSON RANCH,6820005A,2632,45,N,1004,POLLING PLACE,248,149,85,48,
STEVENSON RANCH,6820005A,2632,45,N,,VBM PORTION,105,61,47,17,
STEVENSON RANCH,6820005A,2632,45,N,1004,TOTAL,353,210,132,65,
STEVENSON RANCH,6820006A,2633,45,N,869,POLLING PLACE,169,91,65,30,
STEVENSON RANCH,6820006A,2633,45,N,,VBM PORTION,70,43,34,9,
STEVENSON RANCH,6820006A,2633,45,N,869,TOTAL,239,134,99,39,
STEVENSON RANCH,6820007A,2634,45,N,875,POLLING PLACE,143,93,61,27,
STEVENSON RANCH,6820007A,2634,45,N,,VBM PORTION,86,41,33,15,
STEVENSON RANCH,6820007A,2634,45,N,875,TOTAL,229,134,94,42,
STEVENSON RANCH,6820008A,2635,45,N,975,POLLING PLACE,228,99,75,45,
STEVENSON RANCH,6820008A,2635,45,N,,VBM PORTION,83,44,41,15,
STEVENSON RANCH,6820008A,2635,45,N,975,TOTAL,311,143,116,60,
STEVENSON RANCH,6820010A,2636,45,N,1394,POLLING PLACE,206,113,75,36,
STEVENSON RANCH,6820010A,2636,45,N,,VBM PORTION,106,60,58,12,
STEVENSON RANCH,6820010A,2636,45,N,1394,TOTAL,312,173,133,48,
STEVENSON RANCH,6820011A,2637,45,N,946,POLLING PLACE,150,83,65,27,
STEVENSON RANCH,6820011A,2637,45,N,,VBM PORTION,98,37,38,21,
STEVENSON RANCH,6820011A,2637,45,N,946,TOTAL,248,120,103,48,
VALENCIA,7360006A,2739,45,N,1055,POLLING PLACE,139,85,67,16,
VALENCIA,7360006A,2739,45,N,,VBM PORTION,68,39,38,17,
VALENCIA,7360006A,2739,45,N,1055,TOTAL,207,124,105,33,
VALENCIA,7360006C,6253,46,Y,,POLLING PLACE,,,,,
VALENCIA,7360006C,6253,46,Y,,VBM PORTION,,,,,
VALENCIA,7360006C,6253,46,Y,,TOTAL,,,,,
BALLOT GROUP 10,9990010A,8010,10,N,,POLLING PLACE,,,,,
BALLOT GROUP 10,9990010A,8010,10,N,,VBM PORTION,,,,,
BALLOT GROUP 10,9990010A,8010,10,N,,TOTAL,,,,,
BALLOT GROUP 11,9990011A,8011,11,N,,POLLING PLACE,,,,,
BALLOT GROUP 11,9990011A,8011,11,N,,VBM PORTION,,,,,
BALLOT GROUP 11,9990011A,8011,11,N,,TOTAL,,,,,
BALLOT GROUP 12,9990012A,8012,12,N,,POLLING PLACE,,,,,
BALLOT GROUP 12,9990012A,8012,12,N,,VBM PORTION,,,,,
BALLOT GROUP 12,9990012A,8012,12,N,,TOTAL,,,,,
BALLOT GROUP 18,9990018A,8018,18,N,,POLLING PLACE,,,,,
BALLOT GROUP 18,9990018A,8018,18,N,,VBM PORTION,,,,,
BALLOT GROUP 18,9990018A,8018,18,N,,TOTAL,,,,,
BALLOT GROUP 19,9990019A,8019,19,N,,POLLING PLACE,,,,,
BALLOT GROUP 19,9990019A,8019,19,N,,VBM PORTION,,,,,
BALLOT GROUP 19,9990019A,8019,19,N,,TOTAL,,,,,
BALLOT GROUP 20,9990020A,8020,20,N,,POLLING PLACE,,,,,
BALLOT GROUP 20,9990020A,8020,20,N,,VBM PORTION,,,,,
BALLOT GROUP 20,9990020A,8020,20,N,,TOTAL,,,,,
BALLOT GROUP 21,9990021A,8021,21,N,,POLLING PLACE,,,,,
BALLOT GROUP 21,9990021A,8021,21,N,,VBM PORTION,,,,,
BALLOT GROUP 21,9990021A,8021,21,N,,TOTAL,,,,,
BALLOT GROUP 22,9990022A,8022,22,N,,POLLING PLACE,,,,,
BALLOT GROUP 22,9990022A,8022,22,N,,VBM PORTION,,,,,
BALLOT GROUP 22,9990022A,8022,22,N,,TOTAL,,,,,
BALLOT GROUP 34,9990034A,8034,34,N,,POLLING PLACE,,,,,
BALLOT GROUP 34,9990034A,8034,34,N,,VBM PORTION,,,,,
BALLOT GROUP 34,9990034A,8034,34,N,,TOTAL,,,,,
BALLOT GROUP 36,9990036A,8036,36,N,,POLLING PLACE,,,,,
BALLOT GROUP 36,9990036A,8036,36,N,,VBM PORTION,,,,,
BALLOT GROUP 36,9990036A,8036,36,N,,TOTAL,,,,,
BALLOT GROUP 37,9990037A,8037,37,N,,POLLING PLACE,,,,,
BALLOT GROUP 37,9990037A,8037,37,N,,VBM PORTION,,,,,
BALLOT GROUP 37,9990037A,8037,37,N,,TOTAL,,,,,
BALLOT GROUP 38,9990038A,8038,38,N,,POLLING PLACE,,,,,
BALLOT GROUP 38,9990038A,8038,38,N,,VBM PORTION,,,,,
BALLOT GROUP 38,9990038A,8038,38,N,,TOTAL,,,,,
BALLOT GROUP 39,9990039A,8039,39,N,,POLLING PLACE,,,,,
BALLOT GROUP 39,9990039A,8039,39,N,,VBM PORTION,,,,,
BALLOT GROUP 39,9990039A,8039,39,N,,TOTAL,,,,,
BALLOT GROUP 40,9990040A,8040,40,N,,POLLING PLACE,,,,,
BALLOT GROUP 40,9990040A,8040,40,N,,VBM PORTION,,,,,
BALLOT GROUP 40,9990040A,8040,40,N,,TOTAL,,,,,
BALLOT GROUP 41,9990041A,8041,41,N,,POLLING PLACE,,,,,
BALLOT GROUP 41,9990041A,8041,41,N,,VBM PORTION,,,,,
BALLOT GROUP 41,9990041A,8041,41,N,,TOTAL,,,,,
BALLOT GROUP 42,9990042A,8042,42,N,,POLLING PLACE,,,,,
BALLOT GROUP 42,9990042A,8042,42,N,,VBM PORTION,,,,,
BALLOT GROUP 42,9990042A,8042,42,N,,TOTAL,,,,,
BALLOT GROUP 43,9990043A,8043,43,N,,POLLING PLACE,,,,,
BALLOT GROUP 43,9990043A,8043,43,N,,VBM PORTION,,,,,
BALLOT GROUP 43,9990043A,8043,43,N,,TOTAL,,,,,
BALLOT GROUP 44,9990044A,8044,44,N,,POLLING PLACE,,,,,
BALLOT GROUP 44,9990044A,8044,44,N,,VBM PORTION,,,,,
BALLOT GROUP 44,9990044A,8044,44,N,,TOTAL,,,,,
BALLOT GROUP 45,9990045A,8045,45,N,,POLLING PLACE,,,,,
BALLOT GROUP 45,9990045A,8045,45,N,,VBM PORTION,,,,,
BALLOT GROUP 45,9990045A,8045,45,N,,TOTAL,,,,,
BALLOT GROUP 46,9990046A,8046,46,N,,POLLING PLACE,,,,,
BALLOT GROUP 46,9990046A,8046,46,N,,VBM PORTION,,,,,
BALLOT GROUP 46,9990046A,8046,46,N,,TOTAL,,,,,
BALLOT GROUP 50,9990050A,8050,50,N,,POLLING PLACE,,,,,
BALLOT GROUP 50,9990050A,8050,50,N,,VBM PORTION,,,,,
BALLOT GROUP 50,9990050A,8050,50,N,,TOTAL,,,,,
BALLOT GROUP 61,9990061A,8061,61,N,,POLLING PLACE,,,,,
BALLOT GROUP 61,9990061A,8061,61,N,,VBM PORTION,,,,,
BALLOT GROUP 61,9990061A,8061,61,N,,TOTAL,,,,,
BALLOT GROUP 62,9990062A,8062,62,N,,POLLING PLACE,,,,,
BALLOT GROUP 62,9990062A,8062,62,N,,VBM PORTION,,,,,
BALLOT GROUP 62,9990062A,8062,62,N,,TOTAL,,,,,
BALLOT GROUP 64,9990064A,8064,64,N,,POLLING PLACE,,,,,
BALLOT GROUP 64,9990064A,8064,64,N,,VBM PORTION,,,,,
BALLOT GROUP 64,9990064A,8064,64,N,,TOTAL,,,,,
BALLOT GROUP 66,9990066A,8066,66,N,,POLLING PLACE,,,,,
BALLOT GROUP 66,9990066A,8066,66,N,,VBM PORTION,,,,,
BALLOT GROUP 66,9990066A,8066,66,N,,TOTAL,,,,,
BALLOT GROUP 67,9990067A,8067,67,N,,POLLING PLACE,,,,,
BALLOT GROUP 67,9990067A,8067,67,N,,VBM PORTION,,,,,
BALLOT GROUP 67,9990067A,8067,67,N,,TOTAL,,,,,
