LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JEFFREY PRANG,JOHN MORRIS,
SANTA MONICA,6250121A,2505,181,N,,VBM PORTION,81,29,23,
SANTA MONICA,6250121A,2505,181,N,1205,TOTAL,349,135,101,
SANTA MONICA,6250125A,2506,181,N,1138,POLLING PLACE,354,126,107,
SANTA MONICA,6250125A,2506,181,N,,VBM PORTION,114,41,29,
SANTA MONICA,6250125A,2506,181,N,1138,TOTAL,468,167,136,
SANTA MONICA,6250127A,2507,181,N,1072,POLLING PLACE,327,148,67,
SANTA MONICA,6250127A,2507,181,N,,VBM PORTION,65,29,16,
SANTA MONICA,6250127A,2507,181,N,1072,TOTAL,392,177,83,
SANTA MONICA,6250128A,2508,181,N,878,POLLING PLACE,268,86,88,
SANTA MONICA,6250128A,2508,181,N,,VBM PORTION,117,37,27,
SANTA MONICA,6250128A,2508,181,N,878,TOTAL,385,123,115,
SANTA MONICA,6250128C,6226,182,Y,83,POLLING PLACE,,,,
SANTA MONICA,6250128C,6226,182,Y,,VBM PORTION,20,5,7,
SANTA MONICA,6250128C,6226,182,Y,83,TOTAL,20,5,7,
SAUGUS,6300002C,6227,24,Y,84,POLLING PLACE,,,,
SAUGUS,6300002C,6227,24,Y,,VBM PORTION,15,3,3,
SAUGUS,6300002C,6227,24,Y,84,TOTAL,15,3,3,
SAUGUS,6300004A,6228,22,Y,216,POLLING PLACE,,,,
SAUGUS,6300004A,6228,22,Y,,VBM PORTION,27,7,10,
SAUGUS,6300004A,6228,22,Y,216,TOTAL,27,7,10,
SAUGUS,6300005A,2509,20,N,1300,POLLING PLACE,222,76,96,
SAUGUS,6300005A,2509,20,N,,VBM PORTION,83,39,29,
SAUGUS,6300005A,2509,20,N,1300,TOTAL,305,115,125,
SAUGUS,6300006A,2510,22,N,250,POLLING PLACE,40,13,19,
SAUGUS,6300006A,2510,22,N,,VBM PORTION,20,13,4,
SAUGUS,6300006A,2510,22,N,250,TOTAL,60,26,23,
SAUGUS,6300006E,6229,12,Y,40,POLLING PLACE,,,,
SAUGUS,6300006E,6229,12,Y,,VBM PORTION,9,,8,
SAUGUS,6300006E,6229,12,Y,40,TOTAL,9,,8,
SAUGUS,6300007A,6230,11,Y,71,POLLING PLACE,,,,
SAUGUS,6300007A,6230,11,Y,,VBM PORTION,13,5,7,
SAUGUS,6300007A,6230,11,Y,71,TOTAL,13,5,7,
SAUGUS,6300014A,2511,20,N,1019,POLLING PLACE,119,44,61,
SAUGUS,6300014A,2511,20,N,,VBM PORTION,93,27,47,
SAUGUS,6300014A,2511,20,N,1019,TOTAL,212,71,108,
SAUGUS,6300023A,2512,46,N,1259,POLLING PLACE,243,66,123,
SAUGUS,6300023A,2512,46,N,,VBM PORTION,74,28,27,
SAUGUS,6300023A,2512,46,N,1259,TOTAL,317,94,150,
SAUGUS,6300024A,6231,49,Y,,POLLING PLACE,,,,
SAUGUS,6300024A,6231,49,Y,,VBM PORTION,,,,
SAUGUS,6300024A,6231,49,Y,,TOTAL,,,,
SAUGUS,6300025A,6232,23,Y,,POLLING PLACE,,,,
SAUGUS,6300025A,6232,23,Y,,VBM PORTION,,,,
SAUGUS,6300025A,6232,23,Y,,TOTAL,,,,
SAUGUS,6300026A,6233,48,Y,4,POLLING PLACE,,,,
SAUGUS,6300026A,6233,48,Y,,VBM PORTION,4,,3,
SAUGUS,6300026A,6233,48,Y,4,TOTAL,4,,3,
SAUGUS,6300026B,6234,49,Y,,POLLING PLACE,,,,
SAUGUS,6300026B,6234,49,Y,,VBM PORTION,,,,
SAUGUS,6300026B,6234,49,Y,,TOTAL,,,,
SAUGUS,6300037A,6235,42,Y,40,POLLING PLACE,,,,
SAUGUS,6300037A,6235,42,Y,,VBM PORTION,9,,7,
SAUGUS,6300037A,6235,42,Y,40,TOTAL,9,,7,
SAUGUS,6300040B,2513,42,N,648,POLLING PLACE,92,29,42,
SAUGUS,6300040B,2513,42,N,,VBM PORTION,64,28,22,
SAUGUS,6300040B,2513,42,N,648,TOTAL,156,57,64,
SAUGUS,6300099A,6236,20,Y,57,POLLING PLACE,,,,
SAUGUS,6300099A,6236,20,Y,,VBM PORTION,5,,3,
SAUGUS,6300099A,6236,20,Y,57,TOTAL,5,,3,
SAUGUS,6300247C,2514,46,N,732,POLLING PLACE,134,27,67,
SAUGUS,6300247C,2514,46,N,,VBM PORTION,51,11,28,
SAUGUS,6300247C,2514,46,N,732,TOTAL,185,38,95,
SAUGUS,6300457A,6237,14,Y,51,POLLING PLACE,,,,
SAUGUS,6300457A,6237,14,Y,,VBM PORTION,9,3,3,
SAUGUS,6300457A,6237,14,Y,51,TOTAL,9,3,3,
SIERRA MADRE,6400001A,6238,161,Y,,POLLING PLACE,,,,
SIERRA MADRE,6400001A,6238,161,Y,,VBM PORTION,,,,
SIERRA MADRE,6400001A,6238,161,Y,,TOTAL,,,,
SIERRA MADRE,6400002A,2515,87,N,846,POLLING PLACE,267,79,114,
SIERRA MADRE,6400002A,2515,87,N,,VBM PORTION,82,23,30,
SIERRA MADRE,6400002A,2515,87,N,846,TOTAL,349,102,144,
SIERRA MADRE,6400003A,2516,87,N,1364,POLLING PLACE,445,138,186,
SIERRA MADRE,6400003A,2516,87,N,,VBM PORTION,142,36,52,
SIERRA MADRE,6400003A,2516,87,N,1364,TOTAL,587,174,238,
SIERRA MADRE,6400006A,2517,87,N,875,POLLING PLACE,275,82,121,
SIERRA MADRE,6400006A,2517,87,N,,VBM PORTION,77,22,30,
SIERRA MADRE,6400006A,2517,87,N,875,TOTAL,352,104,151,
SIERRA MADRE,6400007A,2518,87,N,776,POLLING PLACE,162,54,66,
SIERRA MADRE,6400007A,2518,87,N,,VBM PORTION,65,19,24,
SIERRA MADRE,6400007A,2518,87,N,776,TOTAL,227,73,90,
SIERRA MADRE,6400010A,2519,87,N,793,POLLING PLACE,214,65,102,
SIERRA MADRE,6400010A,2519,87,N,,VBM PORTION,80,24,28,
SIERRA MADRE,6400010A,2519,87,N,793,TOTAL,294,89,130,
SIERRA MADRE,6400011A,2520,87,N,988,POLLING PLACE,240,61,111,
SIERRA MADRE,6400011A,2520,87,N,,VBM PORTION,78,26,26,
SIERRA MADRE,6400011A,2520,87,N,988,TOTAL,318,87,137,
SIERRA MADRE,6400012A,2521,87,N,1195,POLLING PLACE,368,107,169,
SIERRA MADRE,6400012A,2521,87,N,,VBM PORTION,129,46,50,
SIERRA MADRE,6400012A,2521,87,N,1195,TOTAL,497,153,219,
SIERRA MADRE,6400013A,2522,87,N,877,POLLING PLACE,263,76,111,
SIERRA MADRE,6400013A,2522,87,N,,VBM PORTION,90,20,32,
SIERRA MADRE,6400013A,2522,87,N,877,TOTAL,353,96,143,
SIGNAL HILL,6450001A,2523,396,N,659,POLLING PLACE,102,42,41,
SIGNAL HILL,6450001A,2523,396,N,,VBM PORTION,46,15,17,
SIGNAL HILL,6450001A,2523,396,N,659,TOTAL,148,57,58,
SIGNAL HILL,6450002A,2524,396,N,1081,POLLING PLACE,156,67,62,
SIGNAL HILL,6450002A,2524,396,N,,VBM PORTION,47,19,11,
SIGNAL HILL,6450002A,2524,396,N,1081,TOTAL,203,86,73,
SIGNAL HILL,6450003A,2525,396,N,898,POLLING PLACE,161,76,50,
SIGNAL HILL,6450003A,2525,396,N,,VBM PORTION,77,29,28,
SIGNAL HILL,6450003A,2525,396,N,898,TOTAL,238,105,78,
SIGNAL HILL,6450004A,2526,396,N,1046,POLLING PLACE,200,74,87,
SIGNAL HILL,6450004A,2526,396,N,,VBM PORTION,74,43,17,
SIGNAL HILL,6450004A,2526,396,N,1046,TOTAL,274,117,104,
SIGNAL HILL,6450005A,2527,396,N,1120,POLLING PLACE,234,97,95,
SIGNAL HILL,6450005A,2527,396,N,,VBM PORTION,119,46,39,
SIGNAL HILL,6450005A,2527,396,N,1120,TOTAL,353,143,134,
SIGNAL HILL,6450006A,2528,396,N,1054,POLLING PLACE,197,77,79,
SIGNAL HILL,6450006A,2528,396,N,,VBM PORTION,62,27,20,
SIGNAL HILL,6450006A,2528,396,N,1054,TOTAL,259,104,99,
SOUTH EL MONTE,6530001B,2529,172,N,154,POLLING PLACE,22,6,15,
SOUTH EL MONTE,6530001B,2529,172,N,,VBM PORTION,4,3,,
SOUTH EL MONTE,6530001B,2529,172,N,154,TOTAL,26,9,15,
SOUTH EL MONTE,6530002A,2530,173,N,918,POLLING PLACE,86,16,58,
SOUTH EL MONTE,6530002A,2530,173,N,,VBM PORTION,43,13,24,
SOUTH EL MONTE,6530002A,2530,173,N,918,TOTAL,129,29,82,
SOUTH EL MONTE,6530004A,2531,242,N,1033,POLLING PLACE,171,79,72,
SOUTH EL MONTE,6530004A,2531,242,N,,VBM PORTION,35,21,8,
SOUTH EL MONTE,6530004A,2531,242,N,1033,TOTAL,206,100,80,
SOUTH EL MONTE,6530005A,2532,243,N,692,POLLING PLACE,90,35,41,
SOUTH EL MONTE,6530005A,2532,243,N,,VBM PORTION,22,8,8,
SOUTH EL MONTE,6530005A,2532,243,N,692,TOTAL,112,43,49,
SOUTH EL MONTE,6530040B,2533,242,N,313,POLLING PLACE,42,20,15,
SOUTH EL MONTE,6530040B,2533,242,N,,VBM PORTION,,,,
SOUTH EL MONTE,6530040B,2533,242,N,313,TOTAL,42,20,15,
SOUTH EL MONTE,6530041A,2534,242,N,1231,POLLING PLACE,194,81,86,
SOUTH EL MONTE,6530041A,2534,242,N,,VBM PORTION,51,17,16,
SOUTH EL MONTE,6530041A,2534,242,N,1231,TOTAL,245,98,102,
SOUTH EL MONTE,6530043B,2535,242,N,644,POLLING PLACE,80,33,31,
SOUTH EL MONTE,6530043B,2535,242,N,,VBM PORTION,32,12,13,
SOUTH EL MONTE,6530043B,2535,242,N,644,TOTAL,112,45,44,
SOUTH EL MONTE,6530045A,2536,242,N,1128,POLLING PLACE,142,66,51,
SOUTH EL MONTE,6530045A,2536,242,N,,VBM PORTION,47,27,15,
SOUTH EL MONTE,6530045A,2536,242,N,1128,TOTAL,189,93,66,
SOUTH EL MONTE,6530046A,2537,242,N,743,POLLING PLACE,105,50,44,
SOUTH EL MONTE,6530046A,2537,242,N,,VBM PORTION,34,18,6,
SOUTH EL MONTE,6530046A,2537,242,N,743,TOTAL,139,68,50,
SOUTH GATE,6550001A,2538,351,N,315,POLLING PLACE,52,17,25,
SOUTH GATE,6550001A,2538,351,N,,VBM PORTION,18,6,10,
SOUTH GATE,6550001A,2538,351,N,315,TOTAL,70,23,35,
SOUTH GATE,6550003A,2539,356,N,929,POLLING PLACE,120,58,51,
SOUTH GATE,6550003A,2539,356,N,,VBM PORTION,17,12,5,
SOUTH GATE,6550003A,2539,356,N,929,TOTAL,137,70,56,
SOUTH GATE,6550004A,2540,356,N,914,POLLING PLACE,128,59,54,
SOUTH GATE,6550004A,2540,356,N,,VBM PORTION,17,6,9,
SOUTH GATE,6550004A,2540,356,N,914,TOTAL,145,65,63,
SOUTH GATE,6550006A,2541,356,N,978,POLLING PLACE,137,63,49,
SOUTH GATE,6550006A,2541,356,N,,VBM PORTION,27,19,5,
SOUTH GATE,6550006A,2541,356,N,978,TOTAL,164,82,54,
SOUTH GATE,6550009A,2542,356,N,971,POLLING PLACE,107,46,45,
SOUTH GATE,6550009A,2542,356,N,,VBM PORTION,21,12,7,
SOUTH GATE,6550009A,2542,356,N,971,TOTAL,128,58,52,
SOUTH GATE,6550010A,2543,356,N,1073,POLLING PLACE,165,85,58,
SOUTH GATE,6550010A,2543,356,N,,VBM PORTION,15,6,8,
SOUTH GATE,6550010A,2543,356,N,1073,TOTAL,180,91,66,
SOUTH GATE,6550011A,2544,356,N,1178,POLLING PLACE,129,59,50,
SOUTH GATE,6550011A,2544,356,N,,VBM PORTION,39,22,15,
SOUTH GATE,6550011A,2544,356,N,1178,TOTAL,168,81,65,
SOUTH GATE,6550012B,2545,356,N,1065,POLLING PLACE,140,65,59,
SOUTH GATE,6550012B,2545,356,N,,VBM PORTION,23,10,11,
SOUTH GATE,6550012B,2545,356,N,1065,TOTAL,163,75,70,
SOUTH GATE,6550015A,2546,356,N,1116,POLLING PLACE,172,67,73,
SOUTH GATE,6550015A,2546,356,N,,VBM PORTION,43,26,11,
SOUTH GATE,6550015A,2546,356,N,1116,TOTAL,215,93,84,
SOUTH GATE,6550016A,2547,356,N,957,POLLING PLACE,112,45,55,
SOUTH GATE,6550016A,2547,356,N,,VBM PORTION,19,8,4,
SOUTH GATE,6550016A,2547,356,N,957,TOTAL,131,53,59,
SOUTH GATE,6550017A,2548,356,N,1079,POLLING PLACE,145,54,75,
SOUTH GATE,6550017A,2548,356,N,,VBM PORTION,27,16,7,
SOUTH GATE,6550017A,2548,356,N,1079,TOTAL,172,70,82,
SOUTH GATE,6550018A,2549,356,N,991,POLLING PLACE,115,63,40,
SOUTH GATE,6550018A,2549,356,N,,VBM PORTION,27,13,11,
SOUTH GATE,6550018A,2549,356,N,991,TOTAL,142,76,51,
SOUTH GATE,6550019B,2550,356,N,1094,POLLING PLACE,178,76,66,
SOUTH GATE,6550019B,2550,356,N,,VBM PORTION,14,10,3,
SOUTH GATE,6550019B,2550,356,N,1094,TOTAL,192,86,69,
SOUTH GATE,6550019D,6239,350,Y,,POLLING PLACE,,,,
SOUTH GATE,6550019D,6239,350,Y,,VBM PORTION,,,,
SOUTH GATE,6550019D,6239,350,Y,,TOTAL,,,,
SOUTH GATE,6550020A,2551,356,N,1022,POLLING PLACE,148,71,60,
SOUTH GATE,6550020A,2551,356,N,,VBM PORTION,23,6,13,
SOUTH GATE,6550020A,2551,356,N,1022,TOTAL,171,77,73,
SOUTH GATE,6550021A,2552,356,N,745,POLLING PLACE,58,24,26,
SOUTH GATE,6550021A,2552,356,N,,VBM PORTION,8,4,3,
SOUTH GATE,6550021A,2552,356,N,745,TOTAL,66,28,29,
SOUTH GATE,6550022A,2553,356,N,870,POLLING PLACE,123,41,62,
SOUTH GATE,6550022A,2553,356,N,,VBM PORTION,25,13,6,
SOUTH GATE,6550022A,2553,356,N,870,TOTAL,148,54,68,
SOUTH GATE,6550022B,2554,356,N,749,POLLING PLACE,72,42,23,
SOUTH GATE,6550022B,2554,356,N,,VBM PORTION,14,11,3,
SOUTH GATE,6550022B,2554,356,N,749,TOTAL,86,53,26,
SOUTH GATE,6550028A,2555,356,N,1002,POLLING PLACE,147,72,51,
SOUTH GATE,6550028A,2555,356,N,,VBM PORTION,27,11,11,
SOUTH GATE,6550028A,2555,356,N,1002,TOTAL,174,83,62,
SOUTH GATE,6550029A,2556,356,N,1077,POLLING PLACE,133,64,49,
SOUTH GATE,6550029A,2556,356,N,,VBM PORTION,27,10,14,
SOUTH GATE,6550029A,2556,356,N,1077,TOTAL,160,74,63,
SOUTH GATE,6550030C,2557,356,N,765,POLLING PLACE,129,47,64,
SOUTH GATE,6550030C,2557,356,N,,VBM PORTION,25,14,8,
SOUTH GATE,6550030C,2557,356,N,765,TOTAL,154,61,72,
SOUTH GATE,6550031A,2558,356,N,1130,POLLING PLACE,179,79,74,
SOUTH GATE,6550031A,2558,356,N,,VBM PORTION,30,16,10,
SOUTH GATE,6550031A,2558,356,N,1130,TOTAL,209,95,84,
SOUTH GATE,6550035A,2559,356,N,1228,POLLING PLACE,166,81,56,
SOUTH GATE,6550035A,2559,356,N,,VBM PORTION,37,21,7,
SOUTH GATE,6550035A,2559,356,N,1228,TOTAL,203,102,63,
SOUTH GATE,6550036A,2560,356,N,1068,POLLING PLACE,121,57,50,
SOUTH GATE,6550036A,2560,356,N,,VBM PORTION,20,10,4,
SOUTH GATE,6550036A,2560,356,N,1068,TOTAL,141,67,54,
SOUTH GATE,6550039A,2561,356,N,884,POLLING PLACE,154,69,68,
SOUTH GATE,6550039A,2561,356,N,,VBM PORTION,11,8,3,
SOUTH GATE,6550039A,2561,356,N,884,TOTAL,165,77,71,
SOUTH GATE,6550047B,2562,356,N,1055,POLLING PLACE,162,87,61,
SOUTH GATE,6550047B,2562,356,N,,VBM PORTION,34,16,15,
SOUTH GATE,6550047B,2562,356,N,1055,TOTAL,196,103,76,
SOUTH GATE,6550048A,2563,356,N,1251,POLLING PLACE,178,95,67,
SOUTH GATE,6550048A,2563,356,N,,VBM PORTION,30,19,9,
SOUTH GATE,6550048A,2563,356,N,1251,TOTAL,208,114,76,
SOUTH GATE,6550050A,2564,356,N,1029,POLLING PLACE,131,52,58,
SOUTH GATE,6550050A,2564,356,N,,VBM PORTION,30,15,13,
SOUTH GATE,6550050A,2564,356,N,1029,TOTAL,161,67,71,
SOUTH GATE,6550052A,2565,356,N,1000,POLLING PLACE,129,62,43,
SOUTH GATE,6550052A,2565,356,N,,VBM PORTION,33,14,13,
SOUTH GATE,6550052A,2565,356,N,1000,TOTAL,162,76,56,
SOUTH GATE,6550053A,2566,356,N,1227,POLLING PLACE,179,72,79,
SOUTH GATE,6550053A,2566,356,N,,VBM PORTION,41,24,10,
SOUTH GATE,6550053A,2566,356,N,1227,TOTAL,220,96,89,
SOUTH GATE,6550055A,2567,356,N,542,POLLING PLACE,94,37,42,
SOUTH GATE,6550055A,2567,356,N,,VBM PORTION,15,9,3,
SOUTH GATE,6550055A,2567,356,N,542,TOTAL,109,46,45,
SOUTH GATE,6550055B,2568,353,N,214,POLLING PLACE,15,9,3,
SOUTH GATE,6550055B,2568,353,N,,VBM PORTION,12,8,2,
SOUTH GATE,6550055B,2568,353,N,214,TOTAL,27,17,5,
SOUTH GATE,6550056A,2569,354,N,417,POLLING PLACE,62,35,22,
SOUTH GATE,6550056A,2569,354,N,,VBM PORTION,45,24,14,
SOUTH GATE,6550056A,2569,354,N,417,TOTAL,107,59,36,
SOUTH GATE,6550057A,2570,354,N,769,POLLING PLACE,122,51,59,
SOUTH GATE,6550057A,2570,354,N,,VBM PORTION,23,9,6,
SOUTH GATE,6550057A,2570,354,N,769,TOTAL,145,60,65,
SOUTH GATE,6550060A,2571,353,N,1073,POLLING PLACE,155,66,70,
SOUTH GATE,6550060A,2571,353,N,,VBM PORTION,41,24,12,
SOUTH GATE,6550060A,2571,353,N,1073,TOTAL,196,90,82,
SOUTH GATE,6550061A,2572,353,N,606,POLLING PLACE,90,40,38,
SOUTH GATE,6550061A,2572,353,N,,VBM PORTION,13,5,7,
SOUTH GATE,6550061A,2572,353,N,606,TOTAL,103,45,45,
SOUTH GATE,6550062A,2573,353,N,1127,POLLING PLACE,186,86,65,
SOUTH GATE,6550062A,2573,353,N,,VBM PORTION,39,14,21,
SOUTH GATE,6550062A,2573,353,N,1127,TOTAL,225,100,86,
SOUTH GATE,6550066C,2574,354,N,547,POLLING PLACE,82,35,34,
SOUTH GATE,6550066C,2574,354,N,,VBM PORTION,43,20,11,
SOUTH GATE,6550066C,2574,354,N,547,TOTAL,125,55,45,
SOUTH PASADENA,6600001A,2575,85,N,925,POLLING PLACE,234,88,71,
SOUTH PASADENA,6600001A,2575,85,N,,VBM PORTION,46,16,19,
SOUTH PASADENA,6600001A,2575,85,N,925,TOTAL,280,104,90,
SOUTH PASADENA,6600003A,2576,85,N,952,POLLING PLACE,239,86,94,
SOUTH PASADENA,6600003A,2576,85,N,,VBM PORTION,61,18,22,
SOUTH PASADENA,6600003A,2576,85,N,952,TOTAL,300,104,116,
SOUTH PASADENA,6600005A,2577,85,N,967,POLLING PLACE,291,93,111,
SOUTH PASADENA,6600005A,2577,85,N,,VBM PORTION,110,26,35,
SOUTH PASADENA,6600005A,2577,85,N,967,TOTAL,401,119,146,
SOUTH PASADENA,6600006A,2578,85,N,822,POLLING PLACE,219,60,88,
SOUTH PASADENA,6600006A,2578,85,N,,VBM PORTION,57,22,20,
SOUTH PASADENA,6600006A,2578,85,N,822,TOTAL,276,82,108,
SOUTH PASADENA,6600008A,2579,85,N,795,POLLING PLACE,142,53,40,
SOUTH PASADENA,6600008A,2579,85,N,,VBM PORTION,37,11,14,
SOUTH PASADENA,6600008A,2579,85,N,795,TOTAL,179,64,54,
SOUTH PASADENA,6600010A,2580,85,N,1265,POLLING PLACE,361,112,145,
SOUTH PASADENA,6600010A,2580,85,N,,VBM PORTION,149,43,68,
SOUTH PASADENA,6600010A,2580,85,N,1265,TOTAL,510,155,213,
SOUTH PASADENA,6600011A,2581,85,N,929,POLLING PLACE,260,96,107,
SOUTH PASADENA,6600011A,2581,85,N,,VBM PORTION,46,10,12,
SOUTH PASADENA,6600011A,2581,85,N,929,TOTAL,306,106,119,
SOUTH PASADENA,6600013A,2582,85,N,761,POLLING PLACE,217,60,84,
SOUTH PASADENA,6600013A,2582,85,N,,VBM PORTION,87,21,32,
SOUTH PASADENA,6600013A,2582,85,N,761,TOTAL,304,81,116,
SOUTH PASADENA,6600015A,2583,85,N,926,POLLING PLACE,245,58,116,
SOUTH PASADENA,6600015A,2583,85,N,,VBM PORTION,121,31,52,
SOUTH PASADENA,6600015A,2583,85,N,926,TOTAL,366,89,168,
SOUTH PASADENA,6600016A,2584,85,N,843,POLLING PLACE,271,76,115,
SOUTH PASADENA,6600016A,2584,85,N,,VBM PORTION,89,28,33,
SOUTH PASADENA,6600016A,2584,85,N,843,TOTAL,360,104,148,
SOUTH PASADENA,6600017A,2585,85,N,674,POLLING PLACE,171,69,58,
SOUTH PASADENA,6600017A,2585,85,N,,VBM PORTION,48,14,19,
SOUTH PASADENA,6600017A,2585,85,N,674,TOTAL,219,83,77,
SOUTH PASADENA,6600019A,2586,85,N,1362,POLLING PLACE,306,103,115,
SOUTH PASADENA,6600019A,2586,85,N,,VBM PORTION,128,31,46,
SOUTH PASADENA,6600019A,2586,85,N,1362,TOTAL,434,134,161,
SOUTH PASADENA,6600024A,2587,85,N,1182,POLLING PLACE,279,81,96,
SOUTH PASADENA,6600024A,2587,85,N,,VBM PORTION,126,45,34,
SOUTH PASADENA,6600024A,2587,85,N,1182,TOTAL,405,126,130,
SOUTH PASADENA,6600026A,2588,85,N,1238,POLLING PLACE,337,97,145,
SOUTH PASADENA,6600026A,2588,85,N,,VBM PORTION,151,46,43,
SOUTH PASADENA,6600026A,2588,85,N,1238,TOTAL,488,143,188,
SOUTH PASADENA,6600028A,2589,85,N,721,POLLING PLACE,190,62,83,
SOUTH PASADENA,6600028A,2589,85,N,,VBM PORTION,81,32,24,
SOUTH PASADENA,6600028A,2589,85,N,721,TOTAL,271,94,107,
SOUTH PASADENA,6600031A,2590,85,N,728,POLLING PLACE,168,63,63,
SOUTH PASADENA,6600031A,2590,85,N,,VBM PORTION,67,28,20,
SOUTH PASADENA,6600031A,2590,85,N,728,TOTAL,235,91,83,
SOUTH SAN GABRIEL,6650007A,6240,171,Y,,POLLING PLACE,,,,
SOUTH SAN GABRIEL,6650007A,6240,171,Y,,VBM PORTION,,,,
SOUTH SAN GABRIEL,6650007A,6240,171,Y,,TOTAL,,,,
SOUTH SAN GABRIEL,6650010A,6241,172,Y,203,POLLING PLACE,,,,
SOUTH SAN GABRIEL,6650010A,6241,172,Y,,VBM PORTION,15,4,5,
SOUTH SAN GABRIEL,6650010A,6241,172,Y,203,TOTAL,15,4,5,
SOUTH SAN GABRIEL,6650032A,2591,155,N,621,POLLING PLACE,96,34,48,
SOUTH SAN GABRIEL,6650032A,2591,155,N,,VBM PORTION,27,10,8,
SOUTH SAN GABRIEL,6650032A,2591,155,N,621,TOTAL,123,44,56,
SOUTH SAN GABRIEL,6650032B,2592,151,N,204,POLLING PLACE,26,8,14,
SOUTH SAN GABRIEL,6650032B,2592,151,N,,VBM PORTION,20,8,7,
SOUTH SAN GABRIEL,6650032B,2592,151,N,204,TOTAL,46,16,21,
SOUTH SAN GABRIEL,6650033B,2593,151,N,487,POLLING PLACE,65,22,27,
SOUTH SAN GABRIEL,6650033B,2593,151,N,,VBM PORTION,16,2,6,
SOUTH SAN GABRIEL,6650033B,2593,151,N,487,TOTAL,81,24,33,
SOUTH SAN GABRIEL,6650034A,2594,151,N,953,POLLING PLACE,122,40,52,
SOUTH SAN GABRIEL,6650034A,2594,151,N,,VBM PORTION,40,6,26,
SOUTH SAN GABRIEL,6650034A,2594,151,N,953,TOTAL,162,46,78,
SOUTH SAN GABRIEL,6650035A,2595,155,N,1178,POLLING PLACE,199,72,93,
SOUTH SAN GABRIEL,6650035A,2595,155,N,,VBM PORTION,76,24,25,
SOUTH SAN GABRIEL,6650035A,2595,155,N,1178,TOTAL,275,96,118,
SOUTH WHITTIER,6700001A,2596,260,N,770,POLLING PLACE,141,40,67,
SOUTH WHITTIER,6700001A,2596,260,N,,VBM PORTION,42,17,16,
SOUTH WHITTIER,6700001A,2596,260,N,770,TOTAL,183,57,83,
SOUTH WHITTIER,6700002A,2597,260,N,1209,POLLING PLACE,212,94,82,
SOUTH WHITTIER,6700002A,2597,260,N,,VBM PORTION,59,21,25,
SOUTH WHITTIER,6700002A,2597,260,N,1209,TOTAL,271,115,107,
SOUTH WHITTIER,6700003A,2598,260,N,882,POLLING PLACE,120,45,54,
SOUTH WHITTIER,6700003A,2598,260,N,,VBM PORTION,26,7,17,
SOUTH WHITTIER,6700003A,2598,260,N,882,TOTAL,146,52,71,
SOUTH WHITTIER,6700004B,2599,255,N,1074,POLLING PLACE,189,60,89,
SOUTH WHITTIER,6700004B,2599,255,N,,VBM PORTION,49,22,20,
SOUTH WHITTIER,6700004B,2599,255,N,1074,TOTAL,238,82,109,
SOUTH WHITTIER,6700007A,2600,252,N,756,POLLING PLACE,133,49,59,
SOUTH WHITTIER,6700007A,2600,252,N,,VBM PORTION,33,9,17,
SOUTH WHITTIER,6700007A,2600,252,N,756,TOTAL,166,58,76,
SOUTH WHITTIER,6700008A,2601,260,N,1163,POLLING PLACE,199,85,89,
SOUTH WHITTIER,6700008A,2601,260,N,,VBM PORTION,71,23,35,
SOUTH WHITTIER,6700008A,2601,260,N,1163,TOTAL,270,108,124,
SOUTH WHITTIER,6700009B,2602,255,N,661,POLLING PLACE,127,43,51,
SOUTH WHITTIER,6700009B,2602,255,N,,VBM PORTION,23,11,7,
SOUTH WHITTIER,6700009B,2602,255,N,661,TOTAL,150,54,58,
SOUTH WHITTIER,6700010A,2603,260,N,947,POLLING PLACE,168,72,76,
SOUTH WHITTIER,6700010A,2603,260,N,,VBM PORTION,59,22,26,
SOUTH WHITTIER,6700010A,2603,260,N,947,TOTAL,227,94,102,
SOUTH WHITTIER,6700011B,2604,260,N,1245,POLLING PLACE,235,90,110,
SOUTH WHITTIER,6700011B,2604,260,N,,VBM PORTION,79,34,27,
SOUTH WHITTIER,6700011B,2604,260,N,1245,TOTAL,314,124,137,
SOUTH WHITTIER,6700012A,2605,260,N,1300,POLLING PLACE,226,86,96,
SOUTH WHITTIER,6700012A,2605,260,N,,VBM PORTION,70,32,29,
SOUTH WHITTIER,6700012A,2605,260,N,1300,TOTAL,296,118,125,
SOUTH WHITTIER,6700014B,2606,257,N,736,POLLING PLACE,122,39,55,
SOUTH WHITTIER,6700014B,2606,257,N,,VBM PORTION,48,18,18,
SOUTH WHITTIER,6700014B,2606,257,N,736,TOTAL,170,57,73,
SOUTH WHITTIER,6700015A,2607,260,N,711,POLLING PLACE,97,37,42,
SOUTH WHITTIER,6700015A,2607,260,N,,VBM PORTION,25,9,11,
SOUTH WHITTIER,6700015A,2607,260,N,711,TOTAL,122,46,53,
SOUTH WHITTIER,6700016A,2608,257,N,1041,POLLING PLACE,235,72,106,
SOUTH WHITTIER,6700016A,2608,257,N,,VBM PORTION,76,30,28,
SOUTH WHITTIER,6700016A,2608,257,N,1041,TOTAL,311,102,134,
SOUTH WHITTIER,6700017A,2609,257,N,1247,POLLING PLACE,237,89,92,
SOUTH WHITTIER,6700017A,2609,257,N,,VBM PORTION,80,30,36,
