LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,GLEN RATCLIFF,S M RIDLEY THOMAS,
LOS ANGELES,9005316A,4443,228,N,,VBM PORTION,44,4,38,
LOS ANGELES,9005316A,4443,228,N,902,TOTAL,185,25,147,
LOS ANGELES,9005317A,4444,228,N,1148,POLLING PLACE,243,22,205,
LOS ANGELES,9005317A,4444,228,N,,VBM PORTION,80,12,64,
LOS ANGELES,9005317A,4444,228,N,1148,TOTAL,323,34,269,
LOS ANGELES,9005319A,4445,228,N,1239,POLLING PLACE,284,18,249,
LOS ANGELES,9005319A,4445,228,N,,VBM PORTION,86,10,70,
LOS ANGELES,9005319A,4445,228,N,1239,TOTAL,370,28,319,
LOS ANGELES,9005321A,4446,228,N,1145,POLLING PLACE,229,22,182,
LOS ANGELES,9005321A,4446,228,N,,VBM PORTION,57,3,49,
LOS ANGELES,9005321A,4446,228,N,1145,TOTAL,286,25,231,
LOS ANGELES,9005322A,4447,228,N,1005,POLLING PLACE,174,14,149,
LOS ANGELES,9005322A,4447,228,N,,VBM PORTION,40,8,29,
LOS ANGELES,9005322A,4447,228,N,1005,TOTAL,214,22,178,
LOS ANGELES,9005424A,4454,228,N,1145,POLLING PLACE,226,30,179,
LOS ANGELES,9005424A,4454,228,N,,VBM PORTION,60,15,38,
LOS ANGELES,9005424A,4454,228,N,1145,TOTAL,286,45,217,
LOS ANGELES,9005494B,4457,228,N,1028,POLLING PLACE,115,6,95,
LOS ANGELES,9005494B,4457,228,N,,VBM PORTION,25,1,24,
LOS ANGELES,9005494B,4457,228,N,1028,TOTAL,140,7,119,
LOS ANGELES,9005504C,4458,228,N,1220,POLLING PLACE,237,51,173,
LOS ANGELES,9005504C,4458,228,N,,VBM PORTION,97,27,62,
LOS ANGELES,9005504C,4458,228,N,1220,TOTAL,334,78,235,
LOS ANGELES,9005837A,4483,226,N,1360,POLLING PLACE,303,81,200,
LOS ANGELES,9005837A,4483,226,N,,VBM PORTION,111,30,69,
LOS ANGELES,9005837A,4483,226,N,1360,TOTAL,414,111,269,
LOS ANGELES,9007166B,4618,229,N,1041,POLLING PLACE,120,12,98,
LOS ANGELES,9007166B,4618,229,N,,VBM PORTION,39,4,33,
LOS ANGELES,9007166B,4618,229,N,1041,TOTAL,159,16,131,
LOS ANGELES,9007168B,4619,229,N,1130,POLLING PLACE,83,13,59,
LOS ANGELES,9007168B,4619,229,N,,VBM PORTION,47,4,42,
LOS ANGELES,9007168B,4619,229,N,1130,TOTAL,130,17,101,
LOS ANGELES,9007211A,4620,228,N,789,POLLING PLACE,135,19,111,
LOS ANGELES,9007211A,4620,228,N,,VBM PORTION,55,4,43,
LOS ANGELES,9007211A,4620,228,N,789,TOTAL,190,23,154,
LOS ANGELES,9007226A,4622,228,N,839,POLLING PLACE,121,16,97,
LOS ANGELES,9007226A,4622,228,N,,VBM PORTION,40,9,28,
LOS ANGELES,9007226A,4622,228,N,839,TOTAL,161,25,125,
LOS ANGELES,9007229B,4624,228,N,903,POLLING PLACE,163,8,148,
LOS ANGELES,9007229B,4624,228,N,,VBM PORTION,49,5,40,
LOS ANGELES,9007229B,4624,228,N,903,TOTAL,212,13,188,
LOS ANGELES,9007349A,4634,228,N,860,POLLING PLACE,186,18,150,
LOS ANGELES,9007349A,4634,228,N,,VBM PORTION,54,6,44,
LOS ANGELES,9007349A,4634,228,N,860,TOTAL,240,24,194,
LOS ANGELES,9007349C,6343,233,Y,,POLLING PLACE,,,,
LOS ANGELES,9007349C,6343,233,Y,,VBM PORTION,,,,
LOS ANGELES,9007349C,6343,233,Y,,TOTAL,,,,
LOS ANGELES,9007385A,4638,224,N,881,POLLING PLACE,169,37,116,
LOS ANGELES,9007385A,4638,224,N,,VBM PORTION,48,16,28,
LOS ANGELES,9007385A,4638,224,N,881,TOTAL,217,53,144,
BALLOT GROUP 220,9990220A,8220,220,N,,POLLING PLACE,,,,
BALLOT GROUP 220,9990220A,8220,220,N,,VBM PORTION,,,,
BALLOT GROUP 220,9990220A,8220,220,N,,TOTAL,,,,
BALLOT GROUP 221,9990221A,8221,221,N,,POLLING PLACE,,,,
BALLOT GROUP 221,9990221A,8221,221,N,,VBM PORTION,,,,
BALLOT GROUP 221,9990221A,8221,221,N,,TOTAL,,,,
BALLOT GROUP 222,9990222A,8222,222,N,,POLLING PLACE,,,,
BALLOT GROUP 222,9990222A,8222,222,N,,VBM PORTION,,,,
BALLOT GROUP 222,9990222A,8222,222,N,,TOTAL,,,,
BALLOT GROUP 223,9990223A,8223,223,N,,POLLING PLACE,,,,
BALLOT GROUP 223,9990223A,8223,223,N,,VBM PORTION,,,,
BALLOT GROUP 223,9990223A,8223,223,N,,TOTAL,,,,
BALLOT GROUP 224,9990224A,8224,224,N,,POLLING PLACE,,,,
BALLOT GROUP 224,9990224A,8224,224,N,,VBM PORTION,,,,
BALLOT GROUP 224,9990224A,8224,224,N,,TOTAL,,,,
BALLOT GROUP 225,9990225A,8225,225,N,,POLLING PLACE,,,,
BALLOT GROUP 225,9990225A,8225,225,N,,VBM PORTION,,,,
BALLOT GROUP 225,9990225A,8225,225,N,,TOTAL,,,,
BALLOT GROUP 226,9990226A,8226,226,N,,POLLING PLACE,,,,
BALLOT GROUP 226,9990226A,8226,226,N,,VBM PORTION,,,,
BALLOT GROUP 226,9990226A,8226,226,N,,TOTAL,,,,
BALLOT GROUP 227,9990227A,8227,227,N,,POLLING PLACE,,,,
BALLOT GROUP 227,9990227A,8227,227,N,,VBM PORTION,,,,
BALLOT GROUP 227,9990227A,8227,227,N,,TOTAL,,,,
BALLOT GROUP 228,9990228A,8228,228,N,,POLLING PLACE,,,,
BALLOT GROUP 228,9990228A,8228,228,N,,VBM PORTION,,,,
BALLOT GROUP 228,9990228A,8228,228,N,,TOTAL,,,,
BALLOT GROUP 229,9990229A,8229,229,N,,POLLING PLACE,,,,
BALLOT GROUP 229,9990229A,8229,229,N,,VBM PORTION,,,,
BALLOT GROUP 229,9990229A,8229,229,N,,TOTAL,,,,
BALLOT GROUP 230,9990230A,8230,230,N,,POLLING PLACE,,,,
BALLOT GROUP 230,9990230A,8230,230,N,,VBM PORTION,,,,
BALLOT GROUP 230,9990230A,8230,230,N,,TOTAL,,,,
BALLOT GROUP 231,9990231A,8231,231,N,,POLLING PLACE,,,,
BALLOT GROUP 231,9990231A,8231,231,N,,VBM PORTION,,,,
BALLOT GROUP 231,9990231A,8231,231,N,,TOTAL,,,,
BALLOT GROUP 232,9990232A,8232,232,N,,POLLING PLACE,,,,
BALLOT GROUP 232,9990232A,8232,232,N,,VBM PORTION,,,,
BALLOT GROUP 232,9990232A,8232,232,N,,TOTAL,,,,
BALLOT GROUP 233,9990233A,8233,233,N,,POLLING PLACE,,,,
BALLOT GROUP 233,9990233A,8233,233,N,,VBM PORTION,,,,
BALLOT GROUP 233,9990233A,8233,233,N,,TOTAL,,,,
BALLOT GROUP 234,9990234A,8234,234,N,,POLLING PLACE,,,,
BALLOT GROUP 234,9990234A,8234,234,N,,VBM PORTION,,,,
BALLOT GROUP 234,9990234A,8234,234,N,,TOTAL,,,,
BALLOT GROUP 235,9990235A,8235,235,N,,POLLING PLACE,,,,
BALLOT GROUP 235,9990235A,8235,235,N,,VBM PORTION,,,,
BALLOT GROUP 235,9990235A,8235,235,N,,TOTAL,,,,
