LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BOBBY SHRIVER,SHEILA KUEHL,
LOS ANGELES,9000405A,3243,121,N,,VBM PORTION,40,19,14,
LOS ANGELES,9000405A,3243,121,N,687,TOTAL,140,61,61,
LOS ANGELES,9000405C,3244,121,N,805,POLLING PLACE,115,48,54,
LOS ANGELES,9000405C,3244,121,N,,VBM PORTION,39,17,16,
LOS ANGELES,9000405C,3244,121,N,805,TOTAL,154,65,70,
LOS ANGELES,9000406A,3245,121,N,802,POLLING PLACE,96,32,56,
LOS ANGELES,9000406A,3245,121,N,,VBM PORTION,31,17,13,
LOS ANGELES,9000406A,3245,121,N,802,TOTAL,127,49,69,
LOS ANGELES,9000406B,3246,121,N,884,POLLING PLACE,91,37,45,
LOS ANGELES,9000406B,3246,121,N,,VBM PORTION,50,17,23,
LOS ANGELES,9000406B,3246,121,N,884,TOTAL,141,54,68,
LOS ANGELES,9000408A,3247,121,N,892,POLLING PLACE,111,41,55,
LOS ANGELES,9000408A,3247,121,N,,VBM PORTION,34,11,19,
LOS ANGELES,9000408A,3247,121,N,892,TOTAL,145,52,74,
LOS ANGELES,9000410A,3248,125,N,690,POLLING PLACE,131,47,74,
LOS ANGELES,9000410A,3248,125,N,,VBM PORTION,56,23,23,
LOS ANGELES,9000410A,3248,125,N,690,TOTAL,187,70,97,
LOS ANGELES,9000410D,3249,125,N,1066,POLLING PLACE,278,91,147,
LOS ANGELES,9000410D,3249,125,N,,VBM PORTION,119,48,58,
LOS ANGELES,9000410D,3249,125,N,1066,TOTAL,397,139,205,
LOS ANGELES,9000411B,3250,121,N,643,POLLING PLACE,93,47,33,
LOS ANGELES,9000411B,3250,121,N,,VBM PORTION,45,16,17,
LOS ANGELES,9000411B,3250,121,N,643,TOTAL,138,63,50,
LOS ANGELES,9000414A,3251,115,N,1320,POLLING PLACE,142,58,65,
LOS ANGELES,9000414A,3251,115,N,,VBM PORTION,83,33,37,
LOS ANGELES,9000414A,3251,115,N,1320,TOTAL,225,91,102,
LOS ANGELES,9000414B,3252,115,N,1199,POLLING PLACE,161,75,62,
LOS ANGELES,9000414B,3252,115,N,,VBM PORTION,80,39,26,
LOS ANGELES,9000414B,3252,115,N,1199,TOTAL,241,114,88,
LOS ANGELES,9000415A,3253,121,N,1041,POLLING PLACE,116,48,56,
LOS ANGELES,9000415A,3253,121,N,,VBM PORTION,46,14,27,
LOS ANGELES,9000415A,3253,121,N,1041,TOTAL,162,62,83,
LOS ANGELES,9000417A,3255,121,N,1015,POLLING PLACE,181,73,86,
LOS ANGELES,9000417A,3255,121,N,,VBM PORTION,66,23,30,
LOS ANGELES,9000417A,3255,121,N,1015,TOTAL,247,96,116,
LOS ANGELES,9000419A,3256,113,N,1381,POLLING PLACE,209,89,92,
LOS ANGELES,9000419A,3256,113,N,,VBM PORTION,80,29,36,
LOS ANGELES,9000419A,3256,113,N,1381,TOTAL,289,118,128,
LOS ANGELES,9000422A,3257,125,N,1170,POLLING PLACE,264,96,125,
LOS ANGELES,9000422A,3257,125,N,,VBM PORTION,85,24,37,
LOS ANGELES,9000422A,3257,125,N,1170,TOTAL,349,120,162,
LOS ANGELES,9000423B,3258,115,N,1186,POLLING PLACE,201,92,86,
LOS ANGELES,9000423B,3258,115,N,,VBM PORTION,74,38,26,
LOS ANGELES,9000423B,3258,115,N,1186,TOTAL,275,130,112,
LOS ANGELES,9000424A,3259,126,N,862,POLLING PLACE,149,63,70,
LOS ANGELES,9000424A,3259,126,N,,VBM PORTION,66,21,34,
LOS ANGELES,9000424A,3259,126,N,862,TOTAL,215,84,104,
LOS ANGELES,9000425A,3260,126,N,960,POLLING PLACE,232,104,95,
LOS ANGELES,9000425A,3260,126,N,,VBM PORTION,49,18,20,
LOS ANGELES,9000425A,3260,126,N,960,TOTAL,281,122,115,
LOS ANGELES,9000428A,3262,125,N,871,POLLING PLACE,220,99,86,
LOS ANGELES,9000428A,3262,125,N,,VBM PORTION,77,30,29,
LOS ANGELES,9000428A,3262,125,N,871,TOTAL,297,129,115,
LOS ANGELES,9000436A,3263,126,N,1043,POLLING PLACE,203,100,80,
LOS ANGELES,9000436A,3263,126,N,,VBM PORTION,83,25,35,
LOS ANGELES,9000436A,3263,126,N,1043,TOTAL,286,125,115,
LOS ANGELES,9000442A,3266,121,N,763,POLLING PLACE,132,51,63,
LOS ANGELES,9000442A,3266,121,N,,VBM PORTION,37,13,16,
LOS ANGELES,9000442A,3266,121,N,763,TOTAL,169,64,79,
LOS ANGELES,9000443A,3267,121,N,717,POLLING PLACE,103,33,59,
LOS ANGELES,9000443A,3267,121,N,,VBM PORTION,34,9,17,
LOS ANGELES,9000443A,3267,121,N,717,TOTAL,137,42,76,
LOS ANGELES,9000457A,3275,59,N,882,POLLING PLACE,117,47,55,
LOS ANGELES,9000457A,3275,59,N,,VBM PORTION,40,21,16,
LOS ANGELES,9000457A,3275,59,N,882,TOTAL,157,68,71,
LOS ANGELES,9000458A,3276,179,N,768,POLLING PLACE,134,40,73,
LOS ANGELES,9000458A,3276,179,N,,VBM PORTION,42,14,20,
LOS ANGELES,9000458A,3276,179,N,768,TOTAL,176,54,93,
LOS ANGELES,9000460A,3277,59,N,1010,POLLING PLACE,202,90,91,
LOS ANGELES,9000460A,3277,59,N,,VBM PORTION,44,14,17,
LOS ANGELES,9000460A,3277,59,N,1010,TOTAL,246,104,108,
LOS ANGELES,9000461A,3278,59,N,1269,POLLING PLACE,180,75,69,
LOS ANGELES,9000461A,3278,59,N,,VBM PORTION,72,32,27,
LOS ANGELES,9000461A,3278,59,N,1269,TOTAL,252,107,96,
LOS ANGELES,9000461B,3279,59,N,417,POLLING PLACE,44,15,24,
LOS ANGELES,9000461B,3279,59,N,,VBM PORTION,17,11,5,
LOS ANGELES,9000461B,3279,59,N,417,TOTAL,61,26,29,
LOS ANGELES,9000463A,3280,59,N,725,POLLING PLACE,97,42,39,
LOS ANGELES,9000463A,3280,59,N,,VBM PORTION,27,11,6,
LOS ANGELES,9000463A,3280,59,N,725,TOTAL,124,53,45,
LOS ANGELES,9000465A,3282,55,N,1064,POLLING PLACE,175,79,80,
LOS ANGELES,9000465A,3282,55,N,,VBM PORTION,41,23,9,
LOS ANGELES,9000465A,3282,55,N,1064,TOTAL,216,102,89,
LOS ANGELES,9000467C,3284,59,N,997,POLLING PLACE,122,41,70,
LOS ANGELES,9000467C,3284,59,N,,VBM PORTION,33,14,14,
LOS ANGELES,9000467C,3284,59,N,997,TOTAL,155,55,84,
LOS ANGELES,9000469A,3285,121,N,1047,POLLING PLACE,143,61,69,
LOS ANGELES,9000469A,3285,121,N,,VBM PORTION,51,18,24,
LOS ANGELES,9000469A,3285,121,N,1047,TOTAL,194,79,93,
LOS ANGELES,9000472A,3286,55,N,644,POLLING PLACE,100,37,54,
LOS ANGELES,9000472A,3286,55,N,,VBM PORTION,39,17,14,
LOS ANGELES,9000472A,3286,55,N,644,TOTAL,139,54,68,
LOS ANGELES,9000474A,3287,55,N,1192,POLLING PLACE,201,86,92,
LOS ANGELES,9000474A,3287,55,N,,VBM PORTION,82,33,37,
LOS ANGELES,9000474A,3287,55,N,1192,TOTAL,283,119,129,
LOS ANGELES,9000481A,3289,98,N,1035,POLLING PLACE,120,29,67,
LOS ANGELES,9000481A,3289,98,N,,VBM PORTION,60,15,20,
LOS ANGELES,9000481A,3289,98,N,1035,TOTAL,180,44,87,
LOS ANGELES,9000483A,3290,59,N,1150,POLLING PLACE,170,64,85,
LOS ANGELES,9000483A,3290,59,N,,VBM PORTION,52,14,32,
LOS ANGELES,9000483A,3290,59,N,1150,TOTAL,222,78,117,
LOS ANGELES,9000484B,3291,179,N,1146,POLLING PLACE,229,81,114,
LOS ANGELES,9000484B,3291,179,N,,VBM PORTION,79,29,42,
LOS ANGELES,9000484B,3291,179,N,1146,TOTAL,308,110,156,
LOS ANGELES,9000490A,3292,121,N,1146,POLLING PLACE,173,62,90,
LOS ANGELES,9000490A,3292,121,N,,VBM PORTION,53,23,24,
LOS ANGELES,9000490A,3292,121,N,1146,TOTAL,226,85,114,
LOS ANGELES,9000492C,3294,125,N,1111,POLLING PLACE,224,105,81,
LOS ANGELES,9000492C,3294,125,N,,VBM PORTION,107,44,35,
LOS ANGELES,9000492C,3294,125,N,1111,TOTAL,331,149,116,
LOS ANGELES,9000494A,3296,121,N,1116,POLLING PLACE,137,71,54,
LOS ANGELES,9000494A,3296,121,N,,VBM PORTION,67,34,16,
LOS ANGELES,9000494A,3296,121,N,1116,TOTAL,204,105,70,
LOS ANGELES,9000495A,3297,98,N,1055,POLLING PLACE,149,74,58,
LOS ANGELES,9000495A,3297,98,N,,VBM PORTION,27,5,16,
LOS ANGELES,9000495A,3297,98,N,1055,TOTAL,176,79,74,
LOS ANGELES,9000496A,3298,121,N,853,POLLING PLACE,112,38,53,
LOS ANGELES,9000496A,3298,121,N,,VBM PORTION,52,17,22,
LOS ANGELES,9000496A,3298,121,N,853,TOTAL,164,55,75,
LOS ANGELES,9000497A,3299,55,N,1279,POLLING PLACE,167,79,63,
LOS ANGELES,9000497A,3299,55,N,,VBM PORTION,73,34,30,
LOS ANGELES,9000497A,3299,55,N,1279,TOTAL,240,113,93,
LOS ANGELES,9000498A,3300,55,N,1035,POLLING PLACE,154,75,67,
LOS ANGELES,9000498A,3300,55,N,,VBM PORTION,41,11,25,
LOS ANGELES,9000498A,3300,55,N,1035,TOTAL,195,86,92,
LOS ANGELES,9000500A,3301,55,N,1175,POLLING PLACE,165,81,67,
LOS ANGELES,9000500A,3301,55,N,,VBM PORTION,94,32,36,
LOS ANGELES,9000500A,3301,55,N,1175,TOTAL,259,113,103,
LOS ANGELES,9000503A,3302,121,N,1109,POLLING PLACE,162,71,71,
LOS ANGELES,9000503A,3302,121,N,,VBM PORTION,54,14,33,
LOS ANGELES,9000503A,3302,121,N,1109,TOTAL,216,85,104,
LOS ANGELES,9000506A,3304,121,N,1344,POLLING PLACE,158,60,73,
LOS ANGELES,9000506A,3304,121,N,,VBM PORTION,106,43,42,
LOS ANGELES,9000506A,3304,121,N,1344,TOTAL,264,103,115,
LOS ANGELES,9000507A,3305,98,N,1294,POLLING PLACE,218,77,111,
LOS ANGELES,9000507A,3305,98,N,,VBM PORTION,63,19,29,
LOS ANGELES,9000507A,3305,98,N,1294,TOTAL,281,96,140,
LOS ANGELES,9000508A,3306,121,N,920,POLLING PLACE,147,63,54,
LOS ANGELES,9000508A,3306,121,N,,VBM PORTION,55,26,16,
LOS ANGELES,9000508A,3306,121,N,920,TOTAL,202,89,70,
LOS ANGELES,9000509A,3307,59,N,914,POLLING PLACE,104,35,46,
LOS ANGELES,9000509A,3307,59,N,,VBM PORTION,48,23,18,
LOS ANGELES,9000509A,3307,59,N,914,TOTAL,152,58,64,
LOS ANGELES,9000510A,3308,59,N,799,POLLING PLACE,92,32,51,
LOS ANGELES,9000510A,3308,59,N,,VBM PORTION,42,16,17,
LOS ANGELES,9000510A,3308,59,N,799,TOTAL,134,48,68,
LOS ANGELES,9000510C,3309,59,N,672,POLLING PLACE,99,52,36,
LOS ANGELES,9000510C,3309,59,N,,VBM PORTION,44,15,17,
LOS ANGELES,9000510C,3309,59,N,672,TOTAL,143,67,53,
LOS ANGELES,9000511A,3310,125,N,916,POLLING PLACE,145,42,68,
LOS ANGELES,9000511A,3310,125,N,,VBM PORTION,68,24,29,
LOS ANGELES,9000511A,3310,125,N,916,TOTAL,213,66,97,
LOS ANGELES,9000512A,3311,59,N,1160,POLLING PLACE,174,73,87,
LOS ANGELES,9000512A,3311,59,N,,VBM PORTION,47,15,26,
LOS ANGELES,9000512A,3311,59,N,1160,TOTAL,221,88,113,
LOS ANGELES,9000518A,3315,59,N,852,POLLING PLACE,124,51,60,
LOS ANGELES,9000518A,3315,59,N,,VBM PORTION,35,20,11,
LOS ANGELES,9000518A,3315,59,N,852,TOTAL,159,71,71,
LOS ANGELES,9000519B,3316,59,N,897,POLLING PLACE,81,32,39,
LOS ANGELES,9000519B,3316,59,N,,VBM PORTION,23,7,15,
LOS ANGELES,9000519B,3316,59,N,897,TOTAL,104,39,54,
LOS ANGELES,9000523A,3318,59,N,1152,POLLING PLACE,161,73,76,
LOS ANGELES,9000523A,3318,59,N,,VBM PORTION,51,26,16,
LOS ANGELES,9000523A,3318,59,N,1152,TOTAL,212,99,92,
LOS ANGELES,9000525A,3320,115,N,1113,POLLING PLACE,143,54,67,
LOS ANGELES,9000525A,3320,115,N,,VBM PORTION,58,19,30,
LOS ANGELES,9000525A,3320,115,N,1113,TOTAL,201,73,97,
LOS ANGELES,9000529A,3321,59,N,989,POLLING PLACE,143,63,55,
LOS ANGELES,9000529A,3321,59,N,,VBM PORTION,50,26,19,
LOS ANGELES,9000529A,3321,59,N,989,TOTAL,193,89,74,
LOS ANGELES,9000530A,3322,100,N,890,POLLING PLACE,170,58,79,
LOS ANGELES,9000530A,3322,100,N,,VBM PORTION,33,11,12,
LOS ANGELES,9000530A,3322,100,N,890,TOTAL,203,69,91,
LOS ANGELES,9000531A,3323,59,N,1168,POLLING PLACE,213,82,108,
LOS ANGELES,9000531A,3323,59,N,,VBM PORTION,52,24,20,
LOS ANGELES,9000531A,3323,59,N,1168,TOTAL,265,106,128,
LOS ANGELES,9000537A,3326,59,N,1114,POLLING PLACE,173,70,80,
LOS ANGELES,9000537A,3326,59,N,,VBM PORTION,49,24,21,
LOS ANGELES,9000537A,3326,59,N,1114,TOTAL,222,94,101,
LOS ANGELES,9000543A,3327,59,N,1204,POLLING PLACE,245,98,119,
LOS ANGELES,9000543A,3327,59,N,,VBM PORTION,71,19,35,
LOS ANGELES,9000543A,3327,59,N,1204,TOTAL,316,117,154,
LOS ANGELES,9000544A,3328,179,N,1080,POLLING PLACE,145,50,64,
LOS ANGELES,9000544A,3328,179,N,,VBM PORTION,58,18,27,
LOS ANGELES,9000544A,3328,179,N,1080,TOTAL,203,68,91,
LOS ANGELES,9000546A,3330,98,N,848,POLLING PLACE,91,33,41,
LOS ANGELES,9000546A,3330,98,N,,VBM PORTION,32,11,13,
LOS ANGELES,9000546A,3330,98,N,848,TOTAL,123,44,54,
LOS ANGELES,9000549A,3331,124,N,1418,POLLING PLACE,214,98,92,
LOS ANGELES,9000549A,3331,124,N,,VBM PORTION,115,48,38,
LOS ANGELES,9000549A,3331,124,N,1418,TOTAL,329,146,130,
LOS ANGELES,9000551A,3332,98,N,849,POLLING PLACE,115,30,69,
LOS ANGELES,9000551A,3332,98,N,,VBM PORTION,61,25,23,
LOS ANGELES,9000551A,3332,98,N,849,TOTAL,176,55,92,
LOS ANGELES,9000553D,3334,124,N,1117,POLLING PLACE,171,61,90,
LOS ANGELES,9000553D,3334,124,N,,VBM PORTION,47,15,22,
LOS ANGELES,9000553D,3334,124,N,1117,TOTAL,218,76,112,
LOS ANGELES,9000555A,3336,220,N,919,POLLING PLACE,30,10,7,
LOS ANGELES,9000555A,3336,220,N,,VBM PORTION,1,1,,
LOS ANGELES,9000555A,3336,220,N,919,TOTAL,31,11,7,
LOS ANGELES,9000556A,3337,59,N,1029,POLLING PLACE,188,83,69,
LOS ANGELES,9000556A,3337,59,N,,VBM PORTION,35,10,15,
LOS ANGELES,9000556A,3337,59,N,1029,TOTAL,223,93,84,
LOS ANGELES,9000557A,3338,115,N,1072,POLLING PLACE,119,60,38,
LOS ANGELES,9000557A,3338,115,N,,VBM PORTION,93,38,36,
LOS ANGELES,9000557A,3338,115,N,1072,TOTAL,212,98,74,
LOS ANGELES,9000558B,3339,222,N,1306,POLLING PLACE,218,75,106,
LOS ANGELES,9000558B,3339,222,N,,VBM PORTION,188,76,75,
LOS ANGELES,9000558B,3339,222,N,1306,TOTAL,406,151,181,
LOS ANGELES,9000559A,3340,109,N,992,POLLING PLACE,110,50,48,
LOS ANGELES,9000559A,3340,109,N,,VBM PORTION,56,29,20,
LOS ANGELES,9000559A,3340,109,N,992,TOTAL,166,79,68,
LOS ANGELES,9000561A,3341,320,N,1001,POLLING PLACE,275,110,121,
LOS ANGELES,9000561A,3341,320,N,,VBM PORTION,131,45,65,
LOS ANGELES,9000561A,3341,320,N,1001,TOTAL,406,155,186,
LOS ANGELES,9000562A,3342,124,N,1245,POLLING PLACE,170,65,89,
LOS ANGELES,9000562A,3342,124,N,,VBM PORTION,93,49,31,
LOS ANGELES,9000562A,3342,124,N,1245,TOTAL,263,114,120,
LOS ANGELES,9000563A,3343,124,N,1261,POLLING PLACE,189,89,84,
LOS ANGELES,9000563A,3343,124,N,,VBM PORTION,83,36,32,
LOS ANGELES,9000563A,3343,124,N,1261,TOTAL,272,125,116,
LOS ANGELES,9000567A,3344,222,N,1221,POLLING PLACE,357,198,121,
LOS ANGELES,9000567A,3344,222,N,,VBM PORTION,117,52,36,
LOS ANGELES,9000567A,3344,222,N,1221,TOTAL,474,250,157,
LOS ANGELES,9000568A,3345,124,N,1138,POLLING PLACE,153,55,77,
LOS ANGELES,9000568A,3345,124,N,,VBM PORTION,100,39,41,
LOS ANGELES,9000568A,3345,124,N,1138,TOTAL,253,94,118,
LOS ANGELES,9000572A,3347,124,N,1222,POLLING PLACE,277,115,120,
LOS ANGELES,9000572A,3347,124,N,,VBM PORTION,88,32,36,
LOS ANGELES,9000572A,3347,124,N,1222,TOTAL,365,147,156,
LOS ANGELES,9000574A,3348,55,N,819,POLLING PLACE,144,68,54,
LOS ANGELES,9000574A,3348,55,N,,VBM PORTION,26,10,11,
LOS ANGELES,9000574A,3348,55,N,819,TOTAL,170,78,65,
LOS ANGELES,9000575A,3349,124,N,1342,POLLING PLACE,321,135,141,
LOS ANGELES,9000575A,3349,124,N,,VBM PORTION,134,55,62,
LOS ANGELES,9000575A,3349,124,N,1342,TOTAL,455,190,203,
LOS ANGELES,9000578A,3350,121,N,1213,POLLING PLACE,230,80,130,
LOS ANGELES,9000578A,3350,121,N,,VBM PORTION,81,28,34,
LOS ANGELES,9000578A,3350,121,N,1213,TOTAL,311,108,164,
LOS ANGELES,9000581A,3352,124,N,1277,POLLING PLACE,271,108,119,
LOS ANGELES,9000581A,3352,124,N,,VBM PORTION,91,27,45,
LOS ANGELES,9000581A,3352,124,N,1277,TOTAL,362,135,164,
LOS ANGELES,9000591A,3356,102,N,951,POLLING PLACE,210,54,115,
LOS ANGELES,9000591A,3356,102,N,,VBM PORTION,62,17,36,
LOS ANGELES,9000591A,3356,102,N,951,TOTAL,272,71,151,
LOS ANGELES,9000592A,3357,59,N,829,POLLING PLACE,131,69,50,
LOS ANGELES,9000592A,3357,59,N,,VBM PORTION,53,27,16,
LOS ANGELES,9000592A,3357,59,N,829,TOTAL,184,96,66,
LOS ANGELES,9000596A,3360,125,N,1223,POLLING PLACE,247,114,103,
LOS ANGELES,9000596A,3360,125,N,,VBM PORTION,127,47,52,
LOS ANGELES,9000596A,3360,125,N,1223,TOTAL,374,161,155,
LOS ANGELES,9000600A,3363,102,N,1161,POLLING PLACE,297,88,163,
LOS ANGELES,9000600A,3363,102,N,,VBM PORTION,78,32,36,
LOS ANGELES,9000600A,3363,102,N,1161,TOTAL,375,120,199,
LOS ANGELES,9000601A,3364,177,N,737,POLLING PLACE,151,44,75,
LOS ANGELES,9000601A,3364,177,N,,VBM PORTION,28,8,15,
LOS ANGELES,9000601A,3364,177,N,737,TOTAL,179,52,90,
LOS ANGELES,9000606A,3367,124,N,967,POLLING PLACE,192,76,80,
LOS ANGELES,9000606A,3367,124,N,,VBM PORTION,60,24,26,
LOS ANGELES,9000606A,3367,124,N,967,TOTAL,252,100,106,
LOS ANGELES,9000607C,3368,59,N,1173,POLLING PLACE,267,95,128,
LOS ANGELES,9000607C,3368,59,N,,VBM PORTION,70,34,27,
LOS ANGELES,9000607C,3368,59,N,1173,TOTAL,337,129,155,
LOS ANGELES,9000608A,3369,210,N,1140,POLLING PLACE,169,55,87,
LOS ANGELES,9000608A,3369,210,N,,VBM PORTION,54,14,21,
LOS ANGELES,9000608A,3369,210,N,1140,TOTAL,223,69,108,
LOS ANGELES,9000611B,3371,125,N,913,POLLING PLACE,151,80,51,
LOS ANGELES,9000611B,3371,125,N,,VBM PORTION,95,40,40,
LOS ANGELES,9000611B,3371,125,N,913,TOTAL,246,120,91,
LOS ANGELES,9000613B,3373,124,N,1303,POLLING PLACE,200,82,82,
LOS ANGELES,9000613B,3373,124,N,,VBM PORTION,124,38,70,
LOS ANGELES,9000613B,3373,124,N,1303,TOTAL,324,120,152,
LOS ANGELES,9000616A,3374,59,N,1157,POLLING PLACE,213,93,103,
LOS ANGELES,9000616A,3374,59,N,,VBM PORTION,49,13,26,
LOS ANGELES,9000616A,3374,59,N,1157,TOTAL,262,106,129,
LOS ANGELES,9000619B,3376,59,N,478,POLLING PLACE,70,21,45,
LOS ANGELES,9000619B,3376,59,N,,VBM PORTION,26,7,15,
LOS ANGELES,9000619B,3376,59,N,478,TOTAL,96,28,60,
LOS ANGELES,9000626A,6277,226,Y,,POLLING PLACE,,,,
LOS ANGELES,9000626A,6277,226,Y,,VBM PORTION,,,,
LOS ANGELES,9000626A,6277,226,Y,,TOTAL,,,,
LOS ANGELES,9000642C,3387,179,N,668,POLLING PLACE,136,49,71,
LOS ANGELES,9000642C,3387,179,N,,VBM PORTION,20,4,13,
LOS ANGELES,9000642C,3387,179,N,668,TOTAL,156,53,84,
LOS ANGELES,9000658A,3393,98,N,1128,POLLING PLACE,227,70,120,
LOS ANGELES,9000658A,3393,98,N,,VBM PORTION,38,7,17,
LOS ANGELES,9000658A,3393,98,N,1128,TOTAL,265,77,137,
LOS ANGELES,9000659A,3394,98,N,636,POLLING PLACE,91,25,54,
LOS ANGELES,9000659A,3394,98,N,,VBM PORTION,50,15,19,
LOS ANGELES,9000659A,3394,98,N,636,TOTAL,141,40,73,
LOS ANGELES,9000662C,3395,98,N,269,POLLING PLACE,9,3,6,
LOS ANGELES,9000662C,3395,98,N,,VBM PORTION,,,,
LOS ANGELES,9000662C,3395,98,N,269,TOTAL,9,3,6,
LOS ANGELES,9000664B,3396,179,N,1029,POLLING PLACE,98,38,42,
LOS ANGELES,9000664B,3396,179,N,,VBM PORTION,82,28,44,
LOS ANGELES,9000664B,3396,179,N,1029,TOTAL,180,66,86,
LOS ANGELES,9000668B,3397,121,N,802,POLLING PLACE,119,41,63,
LOS ANGELES,9000668B,3397,121,N,,VBM PORTION,32,9,20,
LOS ANGELES,9000668B,3397,121,N,802,TOTAL,151,50,83,
LOS ANGELES,9000684A,3401,102,N,765,POLLING PLACE,251,92,121,
LOS ANGELES,9000684A,3401,102,N,,VBM PORTION,73,18,41,
LOS ANGELES,9000684A,3401,102,N,765,TOTAL,324,110,162,
LOS ANGELES,9000686A,3402,59,N,1201,POLLING PLACE,216,77,96,
LOS ANGELES,9000686A,3402,59,N,,VBM PORTION,46,14,25,
LOS ANGELES,9000686A,3402,59,N,1201,TOTAL,262,91,121,
LOS ANGELES,9000687A,3403,102,N,898,POLLING PLACE,197,60,102,
LOS ANGELES,9000687A,3403,102,N,,VBM PORTION,46,15,18,
LOS ANGELES,9000687A,3403,102,N,898,TOTAL,243,75,120,
LOS ANGELES,9000689A,3404,115,N,1212,POLLING PLACE,192,88,74,
LOS ANGELES,9000689A,3404,115,N,,VBM PORTION,71,35,25,
LOS ANGELES,9000689A,3404,115,N,1212,TOTAL,263,123,99,
LOS ANGELES,9000690B,3405,102,N,711,POLLING PLACE,168,56,82,
LOS ANGELES,9000690B,3405,102,N,,VBM PORTION,75,30,30,
LOS ANGELES,9000690B,3405,102,N,711,TOTAL,243,86,112,
LOS ANGELES,9000691A,3406,102,N,949,POLLING PLACE,232,75,115,
LOS ANGELES,9000691A,3406,102,N,,VBM PORTION,95,40,36,
LOS ANGELES,9000691A,3406,102,N,949,TOTAL,327,115,151,
LOS ANGELES,9000692A,3407,59,N,873,POLLING PLACE,182,58,90,
LOS ANGELES,9000692A,3407,59,N,,VBM PORTION,58,23,23,
LOS ANGELES,9000692A,3407,59,N,873,TOTAL,240,81,113,
LOS ANGELES,9000694A,3408,98,N,1056,POLLING PLACE,260,70,136,
LOS ANGELES,9000694A,3408,98,N,,VBM PORTION,81,24,38,
LOS ANGELES,9000694A,3408,98,N,1056,TOTAL,341,94,174,
LOS ANGELES,9000700A,3410,102,N,621,POLLING PLACE,118,41,59,
LOS ANGELES,9000700A,3410,102,N,,VBM PORTION,86,39,27,
LOS ANGELES,9000700A,3410,102,N,621,TOTAL,204,80,86,
LOS ANGELES,9000700B,3411,102,N,1023,POLLING PLACE,269,66,147,
LOS ANGELES,9000700B,3411,102,N,,VBM PORTION,60,20,28,
LOS ANGELES,9000700B,3411,102,N,1023,TOTAL,329,86,175,
LOS ANGELES,9000701A,3412,220,N,857,POLLING PLACE,34,8,14,
LOS ANGELES,9000701A,3412,220,N,,VBM PORTION,11,2,8,
LOS ANGELES,9000701A,3412,220,N,857,TOTAL,45,10,22,
LOS ANGELES,9000709A,3413,121,N,681,POLLING PLACE,74,31,36,
LOS ANGELES,9000709A,3413,121,N,,VBM PORTION,12,5,5,
LOS ANGELES,9000709A,3413,121,N,681,TOTAL,86,36,41,
LOS ANGELES,9000711A,3414,113,N,1341,POLLING PLACE,170,69,82,
LOS ANGELES,9000711A,3414,113,N,,VBM PORTION,80,32,32,
LOS ANGELES,9000711A,3414,113,N,1341,TOTAL,250,101,114,
LOS ANGELES,9000712A,3415,102,N,1098,POLLING PLACE,308,110,161,
LOS ANGELES,9000712A,3415,102,N,,VBM PORTION,122,43,60,
LOS ANGELES,9000712A,3415,102,N,1098,TOTAL,430,153,221,
LOS ANGELES,9000715A,3416,100,N,886,POLLING PLACE,198,62,103,
LOS ANGELES,9000715A,3416,100,N,,VBM PORTION,42,14,19,
LOS ANGELES,9000715A,3416,100,N,886,TOTAL,240,76,122,
LOS ANGELES,9000718A,3417,59,N,1066,POLLING PLACE,130,50,58,
LOS ANGELES,9000718A,3417,59,N,,VBM PORTION,40,13,22,
LOS ANGELES,9000718A,3417,59,N,1066,TOTAL,170,63,80,
LOS ANGELES,9000723A,3419,98,N,964,POLLING PLACE,134,46,65,
LOS ANGELES,9000723A,3419,98,N,,VBM PORTION,56,16,26,
LOS ANGELES,9000723A,3419,98,N,964,TOTAL,190,62,91,
LOS ANGELES,9000725D,3420,179,N,970,POLLING PLACE,139,35,77,
LOS ANGELES,9000725D,3420,179,N,,VBM PORTION,56,19,33,
LOS ANGELES,9000725D,3420,179,N,970,TOTAL,195,54,110,
LOS ANGELES,9000727A,3421,121,N,1176,POLLING PLACE,219,90,105,
LOS ANGELES,9000727A,3421,121,N,,VBM PORTION,58,22,26,
LOS ANGELES,9000727A,3421,121,N,1176,TOTAL,277,112,131,
LOS ANGELES,9000732A,3423,59,N,571,POLLING PLACE,93,32,44,
LOS ANGELES,9000732A,3423,59,N,,VBM PORTION,24,7,13,
LOS ANGELES,9000732A,3423,59,N,571,TOTAL,117,39,57,
LOS ANGELES,9000737B,3424,121,N,1013,POLLING PLACE,152,43,82,
LOS ANGELES,9000737B,3424,121,N,,VBM PORTION,88,38,35,
LOS ANGELES,9000737B,3424,121,N,1013,TOTAL,240,81,117,
LOS ANGELES,9000742A,3425,115,N,1221,POLLING PLACE,262,99,130,
LOS ANGELES,9000742A,3425,115,N,,VBM PORTION,135,54,62,
LOS ANGELES,9000742A,3425,115,N,1221,TOTAL,397,153,192,
LOS ANGELES,9000745A,3426,125,N,1328,POLLING PLACE,240,100,105,
LOS ANGELES,9000745A,3426,125,N,,VBM PORTION,124,53,51,
LOS ANGELES,9000745A,3426,125,N,1328,TOTAL,364,153,156,
LOS ANGELES,9000750A,3427,98,N,854,POLLING PLACE,124,53,58,
