LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ADAM B SCHIFF,STEVE STOKES,
LA CANADA FLINTRIDGE,3150001A,1174,104,N,,VBM PORTION,158,73,67,
LA CANADA FLINTRIDGE,3150001A,1174,104,N,1045,TOTAL,436,238,161,
LA CANADA FLINTRIDGE,3150001E,6115,103,Y,5,POLLING PLACE,,,,
LA CANADA FLINTRIDGE,3150001E,6115,103,Y,,VBM PORTION,2,2,,
LA CANADA FLINTRIDGE,3150001E,6115,103,Y,5,TOTAL,2,2,,
LA CANADA FLINTRIDGE,3150004A,1175,104,N,1298,POLLING PLACE,307,157,130,
LA CANADA FLINTRIDGE,3150004A,1175,104,N,,VBM PORTION,232,113,88,
LA CANADA FLINTRIDGE,3150004A,1175,104,N,1298,TOTAL,539,270,218,
LA CANADA FLINTRIDGE,3150009A,1176,104,N,1251,POLLING PLACE,280,183,82,
LA CANADA FLINTRIDGE,3150009A,1176,104,N,,VBM PORTION,156,88,54,
LA CANADA FLINTRIDGE,3150009A,1176,104,N,1251,TOTAL,436,271,136,
LA CANADA FLINTRIDGE,3150012A,1177,103,N,421,POLLING PLACE,97,58,32,
LA CANADA FLINTRIDGE,3150012A,1177,103,N,,VBM PORTION,73,37,31,
LA CANADA FLINTRIDGE,3150012A,1177,103,N,421,TOTAL,170,95,63,
LA CANADA FLINTRIDGE,3150012B,1178,104,N,827,POLLING PLACE,199,117,72,
LA CANADA FLINTRIDGE,3150012B,1178,104,N,,VBM PORTION,149,99,36,
LA CANADA FLINTRIDGE,3150012B,1178,104,N,827,TOTAL,348,216,108,
LA CANADA FLINTRIDGE,3150013A,1179,103,N,1205,POLLING PLACE,325,207,99,
LA CANADA FLINTRIDGE,3150013A,1179,103,N,,VBM PORTION,168,113,41,
LA CANADA FLINTRIDGE,3150013A,1179,103,N,1205,TOTAL,493,320,140,
LA CANADA FLINTRIDGE,3150016A,1180,104,N,1309,POLLING PLACE,363,213,114,
LA CANADA FLINTRIDGE,3150016A,1180,104,N,,VBM PORTION,161,90,54,
LA CANADA FLINTRIDGE,3150016A,1180,104,N,1309,TOTAL,524,303,168,
LA CANADA FLINTRIDGE,3150018A,1181,103,N,988,POLLING PLACE,260,125,120,
LA CANADA FLINTRIDGE,3150018A,1181,103,N,,VBM PORTION,142,61,68,
LA CANADA FLINTRIDGE,3150018A,1181,103,N,988,TOTAL,402,186,188,
LA CANADA FLINTRIDGE,3150021A,1182,103,N,1254,POLLING PLACE,262,150,100,
LA CANADA FLINTRIDGE,3150021A,1182,103,N,,VBM PORTION,264,152,97,
LA CANADA FLINTRIDGE,3150021A,1182,103,N,1254,TOTAL,526,302,197,
LA CANADA FLINTRIDGE,3150023A,1183,104,N,588,POLLING PLACE,143,80,48,
LA CANADA FLINTRIDGE,3150023A,1183,104,N,,VBM PORTION,109,45,52,
LA CANADA FLINTRIDGE,3150023A,1183,104,N,588,TOTAL,252,125,100,
LA CANADA FLINTRIDGE,3150025A,1184,103,N,1000,POLLING PLACE,244,119,96,
LA CANADA FLINTRIDGE,3150025A,1184,103,N,,VBM PORTION,151,68,66,
LA CANADA FLINTRIDGE,3150025A,1184,103,N,1000,TOTAL,395,187,162,
LA CANADA FLINTRIDGE,3150037A,1185,104,N,1186,POLLING PLACE,238,136,92,
LA CANADA FLINTRIDGE,3150037A,1185,104,N,,VBM PORTION,189,112,66,
LA CANADA FLINTRIDGE,3150037A,1185,104,N,1186,TOTAL,427,248,158,
LA CANADA FLINTRIDGE,3150040A,1186,104,N,1507,POLLING PLACE,342,195,136,
LA CANADA FLINTRIDGE,3150040A,1186,104,N,,VBM PORTION,204,111,76,
LA CANADA FLINTRIDGE,3150040A,1186,104,N,1507,TOTAL,546,306,212,
LA CRESCENTA,3200001A,1187,105,N,906,POLLING PLACE,216,136,68,
LA CRESCENTA,3200001A,1187,105,N,,VBM PORTION,103,63,34,
LA CRESCENTA,3200001A,1187,105,N,906,TOTAL,319,199,102,
LA CRESCENTA,3200004A,1188,105,N,722,POLLING PLACE,210,136,61,
LA CRESCENTA,3200004A,1188,105,N,,VBM PORTION,107,66,34,
LA CRESCENTA,3200004A,1188,105,N,722,TOTAL,317,202,95,
LA CRESCENTA,3200006C,1189,105,N,1170,POLLING PLACE,211,125,76,
LA CRESCENTA,3200006C,1189,105,N,,VBM PORTION,120,75,35,
LA CRESCENTA,3200006C,1189,105,N,1170,TOTAL,331,200,111,
LA CRESCENTA,3200008B,1190,105,N,1240,POLLING PLACE,290,189,87,
LA CRESCENTA,3200008B,1190,105,N,,VBM PORTION,167,105,57,
LA CRESCENTA,3200008B,1190,105,N,1240,TOTAL,457,294,144,
LA CRESCENTA,3200010A,1191,105,N,1151,POLLING PLACE,307,192,95,
LA CRESCENTA,3200010A,1191,105,N,,VBM PORTION,133,79,45,
LA CRESCENTA,3200010A,1191,105,N,1151,TOTAL,440,271,140,
LA CRESCENTA,3200014A,1192,105,N,848,POLLING PLACE,215,130,74,
LA CRESCENTA,3200014A,1192,105,N,,VBM PORTION,112,59,43,
LA CRESCENTA,3200014A,1192,105,N,848,TOTAL,327,189,117,
LA CRESCENTA,3200014B,1193,105,N,1134,POLLING PLACE,269,152,106,
LA CRESCENTA,3200014B,1193,105,N,,VBM PORTION,101,52,36,
LA CRESCENTA,3200014B,1193,105,N,1134,TOTAL,370,204,142,
LA CRESCENTA,3200019A,1194,105,N,1238,POLLING PLACE,251,154,93,
LA CRESCENTA,3200019A,1194,105,N,,VBM PORTION,104,75,21,
LA CRESCENTA,3200019A,1194,105,N,1238,TOTAL,355,229,114,
MONTROSE,4610001A,1832,104,N,690,POLLING PLACE,139,85,43,
MONTROSE,4610001A,1832,104,N,,VBM PORTION,56,32,21,
MONTROSE,4610001A,1832,104,N,690,TOTAL,195,117,64,
MONTROSE,4610022A,1833,105,N,854,POLLING PLACE,171,95,66,
MONTROSE,4610022A,1833,105,N,,VBM PORTION,52,33,15,
MONTROSE,4610022A,1833,105,N,854,TOTAL,223,128,81,
MONTROSE,4610025A,1834,104,N,1213,POLLING PLACE,221,107,84,
MONTROSE,4610025A,1834,104,N,,VBM PORTION,72,53,18,
MONTROSE,4610025A,1834,104,N,1213,TOTAL,293,160,102,
PASADENA,5150004A,1986,90,N,1318,POLLING PLACE,387,263,99,
PASADENA,5150004A,1986,90,N,,VBM PORTION,172,87,70,
PASADENA,5150004A,1986,90,N,1318,TOTAL,559,350,169,
PASADENA,5150014A,1992,90,N,1121,POLLING PLACE,325,193,111,
PASADENA,5150014A,1992,90,N,,VBM PORTION,209,129,68,
PASADENA,5150014A,1992,90,N,1121,TOTAL,534,322,179,
PASADENA,5150020A,6179,103,Y,,POLLING PLACE,,,,
PASADENA,5150020A,6179,103,Y,,VBM PORTION,,,,
PASADENA,5150020A,6179,103,Y,,TOTAL,,,,
PASADENA,5150092A,2025,90,N,820,POLLING PLACE,253,195,47,
PASADENA,5150092A,2025,90,N,,VBM PORTION,88,56,26,
PASADENA,5150092A,2025,90,N,820,TOTAL,341,251,73,
PASADENA,5150094A,2026,90,N,838,POLLING PLACE,237,176,50,
PASADENA,5150094A,2026,90,N,,VBM PORTION,102,72,26,
PASADENA,5150094A,2026,90,N,838,TOTAL,339,248,76,
PASADENA,5150095A,2027,90,N,777,POLLING PLACE,227,158,53,
PASADENA,5150095A,2027,90,N,,VBM PORTION,109,75,30,
PASADENA,5150095A,2027,90,N,777,TOTAL,336,233,83,
PASADENA,5150097A,2028,90,N,1160,POLLING PLACE,330,208,106,
PASADENA,5150097A,2028,90,N,,VBM PORTION,209,115,79,
PASADENA,5150097A,2028,90,N,1160,TOTAL,539,323,185,
PASADENA,5150187A,2045,90,N,1529,POLLING PLACE,309,190,95,
PASADENA,5150187A,2045,90,N,,VBM PORTION,287,171,96,
PASADENA,5150187A,2045,90,N,1529,TOTAL,596,361,191,
PASADENA,5150188A,2046,90,N,879,POLLING PLACE,185,131,46,
PASADENA,5150188A,2046,90,N,,VBM PORTION,171,99,55,
PASADENA,5150188A,2046,90,N,879,TOTAL,356,230,101,
SUNLAND,6850002A,2638,65,N,488,POLLING PLACE,114,68,36,
SUNLAND,6850002A,2638,65,N,,VBM PORTION,36,23,12,
SUNLAND,6850002A,2638,65,N,488,TOTAL,150,91,48,
SUNLAND,6850016A,6243,97,Y,23,POLLING PLACE,,,,
SUNLAND,6850016A,6243,97,Y,,VBM PORTION,4,4,,
SUNLAND,6850016A,6243,97,Y,23,TOTAL,4,4,,
SUNLAND,6850030A,6246,65,Y,12,POLLING PLACE,,,,
SUNLAND,6850030A,6246,65,Y,,VBM PORTION,2,,2,
SUNLAND,6850030A,6246,65,Y,12,TOTAL,2,,2,
SUNLAND,6850034A,6248,103,Y,38,POLLING PLACE,,,,
SUNLAND,6850034A,6248,103,Y,,VBM PORTION,5,1,4,
SUNLAND,6850034A,6248,103,Y,38,TOTAL,5,1,4,
WEST HOLLYWOOD,7750001A,2889,180,N,982,POLLING PLACE,191,156,20,
WEST HOLLYWOOD,7750001A,2889,180,N,,VBM PORTION,54,44,9,
WEST HOLLYWOOD,7750001A,2889,180,N,982,TOTAL,245,200,29,
WEST HOLLYWOOD,7750002A,2890,180,N,1218,POLLING PLACE,201,162,28,
WEST HOLLYWOOD,7750002A,2890,180,N,,VBM PORTION,117,83,27,
WEST HOLLYWOOD,7750002A,2890,180,N,1218,TOTAL,318,245,55,
WEST HOLLYWOOD,7750003A,2891,180,N,977,POLLING PLACE,186,140,32,
WEST HOLLYWOOD,7750003A,2891,180,N,,VBM PORTION,57,43,11,
WEST HOLLYWOOD,7750003A,2891,180,N,977,TOTAL,243,183,43,
WEST HOLLYWOOD,7750004A,2892,180,N,1146,POLLING PLACE,237,204,19,
WEST HOLLYWOOD,7750004A,2892,180,N,,VBM PORTION,112,97,12,
WEST HOLLYWOOD,7750004A,2892,180,N,1146,TOTAL,349,301,31,
WEST HOLLYWOOD,7750005A,2893,180,N,1163,POLLING PLACE,238,201,27,
WEST HOLLYWOOD,7750005A,2893,180,N,,VBM PORTION,107,82,24,
WEST HOLLYWOOD,7750005A,2893,180,N,1163,TOTAL,345,283,51,
WEST HOLLYWOOD,7750006A,2894,180,N,767,POLLING PLACE,174,137,23,
WEST HOLLYWOOD,7750006A,2894,180,N,,VBM PORTION,61,56,4,
WEST HOLLYWOOD,7750006A,2894,180,N,767,TOTAL,235,193,27,
WEST HOLLYWOOD,7750007A,2895,180,N,1278,POLLING PLACE,250,220,24,
WEST HOLLYWOOD,7750007A,2895,180,N,,VBM PORTION,124,107,16,
WEST HOLLYWOOD,7750007A,2895,180,N,1278,TOTAL,374,327,40,
WEST HOLLYWOOD,7750008A,2896,180,N,911,POLLING PLACE,209,171,25,
WEST HOLLYWOOD,7750008A,2896,180,N,,VBM PORTION,88,62,14,
WEST HOLLYWOOD,7750008A,2896,180,N,911,TOTAL,297,233,39,
WEST HOLLYWOOD,7750016A,2897,180,N,1128,POLLING PLACE,223,201,17,
WEST HOLLYWOOD,7750016A,2897,180,N,,VBM PORTION,96,85,10,
WEST HOLLYWOOD,7750016A,2897,180,N,1128,TOTAL,319,286,27,
WEST HOLLYWOOD,7750017A,2898,180,N,1058,POLLING PLACE,273,239,22,
WEST HOLLYWOOD,7750017A,2898,180,N,,VBM PORTION,72,61,9,
WEST HOLLYWOOD,7750017A,2898,180,N,1058,TOTAL,345,300,31,
WEST HOLLYWOOD,7750021A,2899,180,N,1225,POLLING PLACE,282,246,23,
WEST HOLLYWOOD,7750021A,2899,180,N,,VBM PORTION,110,92,15,
WEST HOLLYWOOD,7750021A,2899,180,N,1225,TOTAL,392,338,38,
WEST HOLLYWOOD,7750023A,2900,180,N,1084,POLLING PLACE,253,220,28,
WEST HOLLYWOOD,7750023A,2900,180,N,,VBM PORTION,63,51,8,
WEST HOLLYWOOD,7750023A,2900,180,N,1084,TOTAL,316,271,36,
WEST HOLLYWOOD,7750024A,2901,180,N,1034,POLLING PLACE,167,135,21,
WEST HOLLYWOOD,7750024A,2901,180,N,,VBM PORTION,74,51,21,
WEST HOLLYWOOD,7750024A,2901,180,N,1034,TOTAL,241,186,42,
WEST HOLLYWOOD,7750026B,2902,180,N,929,POLLING PLACE,178,148,21,
WEST HOLLYWOOD,7750026B,2902,180,N,,VBM PORTION,61,42,16,
WEST HOLLYWOOD,7750026B,2902,180,N,929,TOTAL,239,190,37,
WEST HOLLYWOOD,7750030A,2903,180,N,873,POLLING PLACE,185,153,19,
WEST HOLLYWOOD,7750030A,2903,180,N,,VBM PORTION,53,46,4,
WEST HOLLYWOOD,7750030A,2903,180,N,873,TOTAL,238,199,23,
WEST HOLLYWOOD,7750036B,2904,180,N,817,POLLING PLACE,130,102,24,
WEST HOLLYWOOD,7750036B,2904,180,N,,VBM PORTION,39,32,5,
WEST HOLLYWOOD,7750036B,2904,180,N,817,TOTAL,169,134,29,
WEST HOLLYWOOD,7750043A,2905,180,N,1009,POLLING PLACE,173,141,25,
WEST HOLLYWOOD,7750043A,2905,180,N,,VBM PORTION,69,51,13,
WEST HOLLYWOOD,7750043A,2905,180,N,1009,TOTAL,242,192,38,
WEST HOLLYWOOD,7750051A,2906,180,N,860,POLLING PLACE,215,184,20,
WEST HOLLYWOOD,7750051A,2906,180,N,,VBM PORTION,85,74,9,
WEST HOLLYWOOD,7750051A,2906,180,N,860,TOTAL,300,258,29,
WEST HOLLYWOOD,7750070A,2907,180,N,1117,POLLING PLACE,238,199,28,
WEST HOLLYWOOD,7750070A,2907,180,N,,VBM PORTION,109,94,11,
WEST HOLLYWOOD,7750070A,2907,180,N,1117,TOTAL,347,293,39,
WEST HOLLYWOOD,7750072A,2908,180,N,786,POLLING PLACE,187,162,20,
WEST HOLLYWOOD,7750072A,2908,180,N,,VBM PORTION,72,60,7,
WEST HOLLYWOOD,7750072A,2908,180,N,786,TOTAL,259,222,27,
WEST HOLLYWOOD,7750077A,2909,180,N,796,POLLING PLACE,167,140,16,
WEST HOLLYWOOD,7750077A,2909,180,N,,VBM PORTION,63,50,6,
WEST HOLLYWOOD,7750077A,2909,180,N,796,TOTAL,230,190,22,
WEST HOLLYWOOD,7750077C,2910,180,N,1149,POLLING PLACE,268,208,38,
WEST HOLLYWOOD,7750077C,2910,180,N,,VBM PORTION,105,84,14,
WEST HOLLYWOOD,7750077C,2910,180,N,1149,TOTAL,373,292,52,
WEST HOLLYWOOD,7750078A,2911,180,N,848,POLLING PLACE,125,99,18,
WEST HOLLYWOOD,7750078A,2911,180,N,,VBM PORTION,53,45,4,
WEST HOLLYWOOD,7750078A,2911,180,N,848,TOTAL,178,144,22,
LOS ANGELES,9000008A,2990,71,N,1242,POLLING PLACE,150,94,41,
LOS ANGELES,9000008A,2990,71,N,,VBM PORTION,61,47,13,
LOS ANGELES,9000008A,2990,71,N,1242,TOTAL,211,141,54,
LOS ANGELES,9000021A,2995,71,N,1371,POLLING PLACE,233,133,82,
LOS ANGELES,9000021A,2995,71,N,,VBM PORTION,119,59,53,
LOS ANGELES,9000021A,2995,71,N,1371,TOTAL,352,192,135,
LOS ANGELES,9000048A,3010,211,N,715,POLLING PLACE,128,96,19,
LOS ANGELES,9000048A,3010,211,N,,VBM PORTION,26,23,1,
LOS ANGELES,9000048A,3010,211,N,715,TOTAL,154,119,20,
LOS ANGELES,9000051A,3013,99,N,594,POLLING PLACE,110,81,13,
LOS ANGELES,9000051A,3013,99,N,,VBM PORTION,26,14,4,
LOS ANGELES,9000051A,3013,99,N,594,TOTAL,136,95,17,
LOS ANGELES,9000077A,3031,198,N,1170,POLLING PLACE,172,145,25,
LOS ANGELES,9000077A,3031,198,N,,VBM PORTION,49,36,8,
LOS ANGELES,9000077A,3031,198,N,1170,TOTAL,221,181,33,
LOS ANGELES,9000087A,3039,71,N,695,POLLING PLACE,115,68,35,
LOS ANGELES,9000087A,3039,71,N,,VBM PORTION,40,15,20,
LOS ANGELES,9000087A,3039,71,N,695,TOTAL,155,83,55,
LOS ANGELES,9000239A,3131,179,N,682,POLLING PLACE,73,59,10,
LOS ANGELES,9000239A,3131,179,N,,VBM PORTION,20,17,2,
LOS ANGELES,9000239A,3131,179,N,682,TOTAL,93,76,12,
LOS ANGELES,9000240A,3132,100,N,1173,POLLING PLACE,208,166,28,
LOS ANGELES,9000240A,3132,100,N,,VBM PORTION,56,45,6,
LOS ANGELES,9000240A,3132,100,N,1173,TOTAL,264,211,34,
LOS ANGELES,9000262A,3146,100,N,903,POLLING PLACE,212,177,23,
LOS ANGELES,9000262A,3146,100,N,,VBM PORTION,42,35,6,
LOS ANGELES,9000262A,3146,100,N,903,TOTAL,254,212,29,
LOS ANGELES,9000263A,3147,102,N,702,POLLING PLACE,158,128,20,
LOS ANGELES,9000263A,3147,102,N,,VBM PORTION,36,30,2,
LOS ANGELES,9000263A,3147,102,N,702,TOTAL,194,158,22,
LOS ANGELES,9000292A,3167,71,N,837,POLLING PLACE,238,107,117,
LOS ANGELES,9000292A,3167,71,N,,VBM PORTION,75,34,31,
LOS ANGELES,9000292A,3167,71,N,837,TOTAL,313,141,148,
LOS ANGELES,9000311A,3178,179,N,1105,POLLING PLACE,161,116,31,
LOS ANGELES,9000311A,3178,179,N,,VBM PORTION,50,33,13,
LOS ANGELES,9000311A,3178,179,N,1105,TOTAL,211,149,44,
LOS ANGELES,9000317A,3184,100,N,1054,POLLING PLACE,229,187,22,
LOS ANGELES,9000317A,3184,100,N,,VBM PORTION,81,60,18,
LOS ANGELES,9000317A,3184,100,N,1054,TOTAL,310,247,40,
LOS ANGELES,9000326A,3191,98,N,1067,POLLING PLACE,225,188,29,
LOS ANGELES,9000326A,3191,98,N,,VBM PORTION,47,40,6,
LOS ANGELES,9000326A,3191,98,N,1067,TOTAL,272,228,35,
LOS ANGELES,9000361A,3212,179,N,809,POLLING PLACE,125,103,12,
LOS ANGELES,9000361A,3212,179,N,,VBM PORTION,39,27,12,
LOS ANGELES,9000361A,3212,179,N,809,TOTAL,164,130,24,
LOS ANGELES,9000369A,3219,102,N,1110,POLLING PLACE,253,201,35,
LOS ANGELES,9000369A,3219,102,N,,VBM PORTION,40,27,10,
LOS ANGELES,9000369A,3219,102,N,1110,TOTAL,293,228,45,
LOS ANGELES,9000389B,3230,179,N,951,POLLING PLACE,123,94,18,
LOS ANGELES,9000389B,3230,179,N,,VBM PORTION,69,52,11,
LOS ANGELES,9000389B,3230,179,N,951,TOTAL,192,146,29,
LOS ANGELES,9000395A,3235,98,N,1108,POLLING PLACE,194,144,36,
LOS ANGELES,9000395A,3235,98,N,,VBM PORTION,33,25,4,
LOS ANGELES,9000395A,3235,98,N,1108,TOTAL,227,169,40,
LOS ANGELES,9000416A,3254,71,N,979,POLLING PLACE,177,91,68,
LOS ANGELES,9000416A,3254,71,N,,VBM PORTION,83,41,29,
LOS ANGELES,9000416A,3254,71,N,979,TOTAL,260,132,97,
LOS ANGELES,9000448A,3269,71,N,1029,POLLING PLACE,189,109,70,
LOS ANGELES,9000448A,3269,71,N,,VBM PORTION,70,39,26,
LOS ANGELES,9000448A,3269,71,N,1029,TOTAL,259,148,96,
LOS ANGELES,9000458A,3276,179,N,768,POLLING PLACE,134,105,16,
LOS ANGELES,9000458A,3276,179,N,,VBM PORTION,42,36,5,
LOS ANGELES,9000458A,3276,179,N,768,TOTAL,176,141,21,
LOS ANGELES,9000466A,3283,99,N,886,POLLING PLACE,178,148,23,
LOS ANGELES,9000466A,3283,99,N,,VBM PORTION,50,38,9,
LOS ANGELES,9000466A,3283,99,N,886,TOTAL,228,186,32,
LOS ANGELES,9000481A,3289,98,N,1035,POLLING PLACE,120,93,15,
LOS ANGELES,9000481A,3289,98,N,,VBM PORTION,60,41,5,
LOS ANGELES,9000481A,3289,98,N,1035,TOTAL,180,134,20,
LOS ANGELES,9000484B,3291,179,N,1146,POLLING PLACE,229,174,35,
LOS ANGELES,9000484B,3291,179,N,,VBM PORTION,79,61,13,
LOS ANGELES,9000484B,3291,179,N,1146,TOTAL,308,235,48,
LOS ANGELES,9000495A,3297,98,N,1055,POLLING PLACE,149,108,26,
LOS ANGELES,9000495A,3297,98,N,,VBM PORTION,27,21,2,
LOS ANGELES,9000495A,3297,98,N,1055,TOTAL,176,129,28,
LOS ANGELES,9000505A,3303,198,N,797,POLLING PLACE,204,179,19,
LOS ANGELES,9000505A,3303,198,N,,VBM PORTION,50,38,10,
LOS ANGELES,9000505A,3303,198,N,797,TOTAL,254,217,29,
LOS ANGELES,9000507A,3305,98,N,1294,POLLING PLACE,218,190,19,
LOS ANGELES,9000507A,3305,98,N,,VBM PORTION,63,47,7,
LOS ANGELES,9000507A,3305,98,N,1294,TOTAL,281,237,26,
LOS ANGELES,9000530A,3322,100,N,890,POLLING PLACE,170,130,27,
LOS ANGELES,9000530A,3322,100,N,,VBM PORTION,33,22,10,
LOS ANGELES,9000530A,3322,100,N,890,TOTAL,203,152,37,
LOS ANGELES,9000544A,3328,179,N,1080,POLLING PLACE,145,116,17,
LOS ANGELES,9000544A,3328,179,N,,VBM PORTION,58,39,12,
LOS ANGELES,9000544A,3328,179,N,1080,TOTAL,203,155,29,
LOS ANGELES,9000546A,3330,98,N,848,POLLING PLACE,91,76,9,
LOS ANGELES,9000546A,3330,98,N,,VBM PORTION,32,29,3,
LOS ANGELES,9000546A,3330,98,N,848,TOTAL,123,105,12,
LOS ANGELES,9000551A,3332,98,N,849,POLLING PLACE,115,90,15,
LOS ANGELES,9000551A,3332,98,N,,VBM PORTION,61,47,7,
LOS ANGELES,9000551A,3332,98,N,849,TOTAL,176,137,22,
LOS ANGELES,9000580A,3351,99,N,668,POLLING PLACE,87,69,12,
LOS ANGELES,9000580A,3351,99,N,,VBM PORTION,30,24,4,
LOS ANGELES,9000580A,3351,99,N,668,TOTAL,117,93,16,
LOS ANGELES,9000591A,3356,102,N,951,POLLING PLACE,210,172,20,
LOS ANGELES,9000591A,3356,102,N,,VBM PORTION,62,46,12,
LOS ANGELES,9000591A,3356,102,N,951,TOTAL,272,218,32,
LOS ANGELES,9000600A,3363,102,N,1161,POLLING PLACE,297,235,39,
LOS ANGELES,9000600A,3363,102,N,,VBM PORTION,78,55,23,
LOS ANGELES,9000600A,3363,102,N,1161,TOTAL,375,290,62,
LOS ANGELES,9000601A,3364,177,N,737,POLLING PLACE,151,116,19,
LOS ANGELES,9000601A,3364,177,N,,VBM PORTION,28,14,7,
LOS ANGELES,9000601A,3364,177,N,737,TOTAL,179,130,26,
LOS ANGELES,9000608A,3369,210,N,1140,POLLING PLACE,169,128,23,
LOS ANGELES,9000608A,3369,210,N,,VBM PORTION,54,35,6,
LOS ANGELES,9000608A,3369,210,N,1140,TOTAL,223,163,29,
LOS ANGELES,9000610A,3370,99,N,1125,POLLING PLACE,214,180,22,
LOS ANGELES,9000610A,3370,99,N,,VBM PORTION,34,27,6,
LOS ANGELES,9000610A,3370,99,N,1125,TOTAL,248,207,28,
LOS ANGELES,9000632A,3379,71,N,1009,POLLING PLACE,201,120,65,
LOS ANGELES,9000632A,3379,71,N,,VBM PORTION,46,31,13,
LOS ANGELES,9000632A,3379,71,N,1009,TOTAL,247,151,78,
LOS ANGELES,9000633A,3380,71,N,605,POLLING PLACE,140,68,65,
LOS ANGELES,9000633A,3380,71,N,,VBM PORTION,36,13,19,
LOS ANGELES,9000633A,3380,71,N,605,TOTAL,176,81,84,
LOS ANGELES,9000634A,3381,71,N,1012,POLLING PLACE,169,96,62,
LOS ANGELES,9000634A,3381,71,N,,VBM PORTION,90,53,27,
LOS ANGELES,9000634A,3381,71,N,1012,TOTAL,259,149,89,
LOS ANGELES,9000636A,3382,71,N,985,POLLING PLACE,113,58,47,
LOS ANGELES,9000636A,3382,71,N,,VBM PORTION,57,28,22,
LOS ANGELES,9000636A,3382,71,N,985,TOTAL,170,86,69,
LOS ANGELES,9000637A,3383,71,N,1012,POLLING PLACE,216,126,77,
LOS ANGELES,9000637A,3383,71,N,,VBM PORTION,58,31,20,
LOS ANGELES,9000637A,3383,71,N,1012,TOTAL,274,157,97,
LOS ANGELES,9000639A,3384,71,N,1000,POLLING PLACE,193,103,75,
LOS ANGELES,9000639A,3384,71,N,,VBM PORTION,89,58,30,
LOS ANGELES,9000639A,3384,71,N,1000,TOTAL,282,161,105,
LOS ANGELES,9000640A,3385,71,N,844,POLLING PLACE,190,113,63,
LOS ANGELES,9000640A,3385,71,N,,VBM PORTION,85,39,30,
LOS ANGELES,9000640A,3385,71,N,844,TOTAL,275,152,93,
LOS ANGELES,9000641D,3386,71,N,1263,POLLING PLACE,240,123,95,
LOS ANGELES,9000641D,3386,71,N,,VBM PORTION,96,65,28,
LOS ANGELES,9000641D,3386,71,N,1263,TOTAL,336,188,123,
LOS ANGELES,9000642C,3387,179,N,668,POLLING PLACE,136,108,21,
LOS ANGELES,9000642C,3387,179,N,,VBM PORTION,20,11,7,
LOS ANGELES,9000642C,3387,179,N,668,TOTAL,156,119,28,
LOS ANGELES,9000645A,3388,71,N,818,POLLING PLACE,144,96,37,
LOS ANGELES,9000645A,3388,71,N,,VBM PORTION,60,40,14,
LOS ANGELES,9000645A,3388,71,N,818,TOTAL,204,136,51,
LOS ANGELES,9000646A,3389,71,N,1247,POLLING PLACE,210,116,76,
LOS ANGELES,9000646A,3389,71,N,,VBM PORTION,96,56,34,
LOS ANGELES,9000646A,3389,71,N,1247,TOTAL,306,172,110,
LOS ANGELES,9000654A,3391,71,N,626,POLLING PLACE,114,70,38,
LOS ANGELES,9000654A,3391,71,N,,VBM PORTION,58,38,15,
LOS ANGELES,9000654A,3391,71,N,626,TOTAL,172,108,53,
LOS ANGELES,9000655A,3392,71,N,1282,POLLING PLACE,168,108,47,
LOS ANGELES,9000655A,3392,71,N,,VBM PORTION,48,35,10,
LOS ANGELES,9000655A,3392,71,N,1282,TOTAL,216,143,57,
LOS ANGELES,9000658A,3393,98,N,1128,POLLING PLACE,227,194,18,
LOS ANGELES,9000658A,3393,98,N,,VBM PORTION,38,27,4,
LOS ANGELES,9000658A,3393,98,N,1128,TOTAL,265,221,22,
LOS ANGELES,9000659A,3394,98,N,636,POLLING PLACE,91,71,12,
LOS ANGELES,9000659A,3394,98,N,,VBM PORTION,50,44,1,
LOS ANGELES,9000659A,3394,98,N,636,TOTAL,141,115,13,
LOS ANGELES,9000662C,3395,98,N,269,POLLING PLACE,9,7,2,
LOS ANGELES,9000662C,3395,98,N,,VBM PORTION,,,,
LOS ANGELES,9000662C,3395,98,N,269,TOTAL,9,7,2,
LOS ANGELES,9000664B,3396,179,N,1029,POLLING PLACE,98,78,13,
LOS ANGELES,9000664B,3396,179,N,,VBM PORTION,82,64,13,
LOS ANGELES,9000664B,3396,179,N,1029,TOTAL,180,142,26,
LOS ANGELES,9000672A,3398,71,N,1085,POLLING PLACE,215,134,61,
LOS ANGELES,9000672A,3398,71,N,,VBM PORTION,80,55,17,
LOS ANGELES,9000672A,3398,71,N,1085,TOTAL,295,189,78,
LOS ANGELES,9000679A,3399,198,N,1074,POLLING PLACE,222,165,33,
LOS ANGELES,9000679A,3399,198,N,,VBM PORTION,80,66,10,
LOS ANGELES,9000679A,3399,198,N,1074,TOTAL,302,231,43,
LOS ANGELES,9000679C,3400,198,N,1089,POLLING PLACE,259,203,37,
LOS ANGELES,9000679C,3400,198,N,,VBM PORTION,80,62,13,
LOS ANGELES,9000679C,3400,198,N,1089,TOTAL,339,265,50,
LOS ANGELES,9000684A,3401,102,N,765,POLLING PLACE,251,203,33,
LOS ANGELES,9000684A,3401,102,N,,VBM PORTION,73,56,11,
LOS ANGELES,9000684A,3401,102,N,765,TOTAL,324,259,44,
LOS ANGELES,9000687A,3403,102,N,898,POLLING PLACE,197,148,32,
