LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BRAD SHERMAN,MARK S REED,
LOS ANGELES,9004210A,4387,112,N,,VBM PORTION,79,46,24,
LOS ANGELES,9004210A,4387,112,N,910,TOTAL,244,157,75,
LOS ANGELES,9004217A,4391,116,N,1091,POLLING PLACE,331,164,157,
LOS ANGELES,9004217A,4391,116,N,,VBM PORTION,105,50,49,
LOS ANGELES,9004217A,4391,116,N,1091,TOTAL,436,214,206,
LOS ANGELES,9004234A,4398,54,N,1170,POLLING PLACE,173,97,68,
LOS ANGELES,9004234A,4398,54,N,,VBM PORTION,125,71,48,
LOS ANGELES,9004234A,4398,54,N,1170,TOTAL,298,168,116,
LOS ANGELES,9004240A,4401,115,N,1404,POLLING PLACE,209,136,60,
LOS ANGELES,9004240A,4401,115,N,,VBM PORTION,110,55,43,
LOS ANGELES,9004240A,4401,115,N,1404,TOTAL,319,191,103,
LOS ANGELES,9005136A,4415,125,N,822,POLLING PLACE,158,111,34,
LOS ANGELES,9005136A,4415,125,N,,VBM PORTION,52,34,14,
LOS ANGELES,9005136A,4415,125,N,822,TOTAL,210,145,48,
LOS ANGELES,9005139A,4416,125,N,1191,POLLING PLACE,248,196,43,
LOS ANGELES,9005139A,4416,125,N,,VBM PORTION,68,46,18,
LOS ANGELES,9005139A,4416,125,N,1191,TOTAL,316,242,61,
LOS ANGELES,9005142A,4418,125,N,1180,POLLING PLACE,351,263,64,
LOS ANGELES,9005142A,4418,125,N,,VBM PORTION,94,67,21,
LOS ANGELES,9005142A,4418,125,N,1180,TOTAL,445,330,85,
LOS ANGELES,9005145A,4419,125,N,1092,POLLING PLACE,229,176,50,
LOS ANGELES,9005145A,4419,125,N,,VBM PORTION,101,62,33,
LOS ANGELES,9005145A,4419,125,N,1092,TOTAL,330,238,83,
LOS ANGELES,9005152A,4422,125,N,1115,POLLING PLACE,216,154,53,
LOS ANGELES,9005152A,4422,125,N,,VBM PORTION,94,50,39,
LOS ANGELES,9005152A,4422,125,N,1115,TOTAL,310,204,92,
LOS ANGELES,9005155A,4423,125,N,1259,POLLING PLACE,270,197,62,
LOS ANGELES,9005155A,4423,125,N,,VBM PORTION,86,60,23,
LOS ANGELES,9005155A,4423,125,N,1259,TOTAL,356,257,85,
LOS ANGELES,9005159A,4424,125,N,1222,POLLING PLACE,292,203,77,
LOS ANGELES,9005159A,4424,125,N,,VBM PORTION,116,78,34,
LOS ANGELES,9005159A,4424,125,N,1222,TOTAL,408,281,111,
LOS ANGELES,9005196A,4428,125,N,1054,POLLING PLACE,265,196,49,
LOS ANGELES,9005196A,4428,125,N,,VBM PORTION,83,60,20,
LOS ANGELES,9005196A,4428,125,N,1054,TOTAL,348,256,69,
LOS ANGELES,9005199A,4429,125,N,900,POLLING PLACE,191,145,42,
LOS ANGELES,9005199A,4429,125,N,,VBM PORTION,100,65,32,
LOS ANGELES,9005199A,4429,125,N,900,TOTAL,291,210,74,
LOS ANGELES,9005520A,4459,115,N,949,POLLING PLACE,219,133,71,
LOS ANGELES,9005520A,4459,115,N,,VBM PORTION,97,53,39,
LOS ANGELES,9005520A,4459,115,N,949,TOTAL,316,186,110,
LOS ANGELES,9005549B,4465,125,N,1309,POLLING PLACE,263,181,62,
LOS ANGELES,9005549B,4465,125,N,,VBM PORTION,86,59,23,
LOS ANGELES,9005549B,4465,125,N,1309,TOTAL,349,240,85,
LOS ANGELES,9006219A,4506,58,N,1110,POLLING PLACE,251,126,117,
LOS ANGELES,9006219A,4506,58,N,,VBM PORTION,99,41,54,
LOS ANGELES,9006219A,4506,58,N,1110,TOTAL,350,167,171,
LOS ANGELES,9006232A,4508,33,N,774,POLLING PLACE,181,116,55,
LOS ANGELES,9006232A,4508,33,N,,VBM PORTION,51,32,18,
LOS ANGELES,9006232A,4508,33,N,774,TOTAL,232,148,73,
LOS ANGELES,9006233A,4509,33,N,772,POLLING PLACE,161,93,62,
LOS ANGELES,9006233A,4509,33,N,,VBM PORTION,72,33,38,
LOS ANGELES,9006233A,4509,33,N,772,TOTAL,233,126,100,
LOS ANGELES,9006237A,4510,33,N,1061,POLLING PLACE,246,115,121,
LOS ANGELES,9006237A,4510,33,N,,VBM PORTION,83,29,52,
LOS ANGELES,9006237A,4510,33,N,1061,TOTAL,329,144,173,
LOS ANGELES,9006239A,4511,33,N,924,POLLING PLACE,169,87,75,
LOS ANGELES,9006239A,4511,33,N,,VBM PORTION,72,44,26,
LOS ANGELES,9006239A,4511,33,N,924,TOTAL,241,131,101,
LOS ANGELES,9006242B,4512,33,N,1258,POLLING PLACE,259,128,117,
LOS ANGELES,9006242B,4512,33,N,,VBM PORTION,109,55,52,
LOS ANGELES,9006242B,4512,33,N,1258,TOTAL,368,183,169,
LOS ANGELES,9006253A,4519,33,N,1333,POLLING PLACE,261,130,119,
LOS ANGELES,9006253A,4519,33,N,,VBM PORTION,110,41,65,
LOS ANGELES,9006253A,4519,33,N,1333,TOTAL,371,171,184,
LOS ANGELES,9006256A,4520,52,N,897,POLLING PLACE,223,122,84,
LOS ANGELES,9006256A,4520,52,N,,VBM PORTION,78,33,39,
LOS ANGELES,9006256A,4520,52,N,897,TOTAL,301,155,123,
LOS ANGELES,9006257A,4521,33,N,1119,POLLING PLACE,180,105,70,
LOS ANGELES,9006257A,4521,33,N,,VBM PORTION,65,47,18,
LOS ANGELES,9006257A,4521,33,N,1119,TOTAL,245,152,88,
LOS ANGELES,9006258A,4522,33,N,1107,POLLING PLACE,247,141,97,
LOS ANGELES,9006258A,4522,33,N,,VBM PORTION,66,48,18,
LOS ANGELES,9006258A,4522,33,N,1107,TOTAL,313,189,115,
LOS ANGELES,9006260A,4523,109,N,1168,POLLING PLACE,207,122,75,
LOS ANGELES,9006260A,4523,109,N,,VBM PORTION,84,49,29,
LOS ANGELES,9006260A,4523,109,N,1168,TOTAL,291,171,104,
LOS ANGELES,9006267A,4524,109,N,1165,POLLING PLACE,252,144,99,
LOS ANGELES,9006267A,4524,109,N,,VBM PORTION,138,76,57,
LOS ANGELES,9006267A,4524,109,N,1165,TOTAL,390,220,156,
LOS ANGELES,9006268A,4525,116,N,899,POLLING PLACE,113,50,56,
LOS ANGELES,9006268A,4525,116,N,,VBM PORTION,95,52,40,
LOS ANGELES,9006268A,4525,116,N,899,TOTAL,208,102,96,
LOS ANGELES,9006274A,4526,110,N,1180,POLLING PLACE,274,155,110,
LOS ANGELES,9006274A,4526,110,N,,VBM PORTION,97,62,32,
LOS ANGELES,9006274A,4526,110,N,1180,TOTAL,371,217,142,
LOS ANGELES,9006276B,4527,109,N,918,POLLING PLACE,9,5,2,
LOS ANGELES,9006276B,4527,109,N,,VBM PORTION,2,1,,
LOS ANGELES,9006276B,4527,109,N,918,TOTAL,11,6,2,
LOS ANGELES,9006279A,4528,116,N,830,POLLING PLACE,211,117,85,
LOS ANGELES,9006279A,4528,116,N,,VBM PORTION,74,32,42,
LOS ANGELES,9006279A,4528,116,N,830,TOTAL,285,149,127,
LOS ANGELES,9006288A,4529,109,N,1185,POLLING PLACE,323,165,139,
LOS ANGELES,9006288A,4529,109,N,,VBM PORTION,117,51,63,
LOS ANGELES,9006288A,4529,109,N,1185,TOTAL,440,216,202,
LOS ANGELES,9006293A,4530,109,N,1172,POLLING PLACE,182,95,77,
LOS ANGELES,9006293A,4530,109,N,,VBM PORTION,70,40,26,
LOS ANGELES,9006293A,4530,109,N,1172,TOTAL,252,135,103,
LOS ANGELES,9006297A,4531,115,N,884,POLLING PLACE,172,111,50,
LOS ANGELES,9006297A,4531,115,N,,VBM PORTION,68,35,27,
LOS ANGELES,9006297A,4531,115,N,884,TOTAL,240,146,77,
LOS ANGELES,9006405A,4562,115,N,1031,POLLING PLACE,150,94,46,
LOS ANGELES,9006405A,4562,115,N,,VBM PORTION,56,34,18,
LOS ANGELES,9006405A,4562,115,N,1031,TOTAL,206,128,64,
LOS ANGELES,9006405C,4563,115,N,921,POLLING PLACE,121,70,37,
LOS ANGELES,9006405C,4563,115,N,,VBM PORTION,59,37,19,
LOS ANGELES,9006405C,4563,115,N,921,TOTAL,180,107,56,
LOS ANGELES,9006410A,4564,116,N,808,POLLING PLACE,84,46,30,
LOS ANGELES,9006410A,4564,116,N,,VBM PORTION,78,43,33,
LOS ANGELES,9006410A,4564,116,N,808,TOTAL,162,89,63,
LOS ANGELES,9006416B,6342,116,Y,287,POLLING PLACE,,,,
LOS ANGELES,9006416B,6342,116,Y,,VBM PORTION,61,29,30,
LOS ANGELES,9006416B,6342,116,Y,287,TOTAL,61,29,30,
LOS ANGELES,9006419A,4565,116,N,1061,POLLING PLACE,323,159,145,
LOS ANGELES,9006419A,4565,116,N,,VBM PORTION,102,46,54,
LOS ANGELES,9006419A,4565,116,N,1061,TOTAL,425,205,199,
LOS ANGELES,9006421A,4566,116,N,871,POLLING PLACE,259,136,107,
LOS ANGELES,9006421A,4566,116,N,,VBM PORTION,64,32,28,
LOS ANGELES,9006421A,4566,116,N,871,TOTAL,323,168,135,
LOS ANGELES,9006427A,4567,115,N,1261,POLLING PLACE,213,158,47,
LOS ANGELES,9006427A,4567,115,N,,VBM PORTION,92,63,26,
LOS ANGELES,9006427A,4567,115,N,1261,TOTAL,305,221,73,
LOS ANGELES,9006428A,4568,115,N,1158,POLLING PLACE,121,71,46,
LOS ANGELES,9006428A,4568,115,N,,VBM PORTION,100,70,26,
LOS ANGELES,9006428A,4568,115,N,1158,TOTAL,221,141,72,
LOS ANGELES,9006429B,4569,115,N,1226,POLLING PLACE,183,115,60,
LOS ANGELES,9006429B,4569,115,N,,VBM PORTION,87,56,31,
LOS ANGELES,9006429B,4569,115,N,1226,TOTAL,270,171,91,
LOS ANGELES,9006432B,4570,115,N,1215,POLLING PLACE,205,136,61,
LOS ANGELES,9006432B,4570,115,N,,VBM PORTION,109,56,43,
LOS ANGELES,9006432B,4570,115,N,1215,TOTAL,314,192,104,
LOS ANGELES,9006438A,4571,115,N,1206,POLLING PLACE,165,122,37,
LOS ANGELES,9006438A,4571,115,N,,VBM PORTION,54,32,18,
LOS ANGELES,9006438A,4571,115,N,1206,TOTAL,219,154,55,
LOS ANGELES,9006440A,4572,115,N,1339,POLLING PLACE,238,173,57,
LOS ANGELES,9006440A,4572,115,N,,VBM PORTION,83,51,29,
LOS ANGELES,9006440A,4572,115,N,1339,TOTAL,321,224,86,
LOS ANGELES,9006441B,4573,115,N,1394,POLLING PLACE,207,143,51,
LOS ANGELES,9006441B,4573,115,N,,VBM PORTION,91,52,34,
LOS ANGELES,9006441B,4573,115,N,1394,TOTAL,298,195,85,
LOS ANGELES,9006445A,4574,115,N,1413,POLLING PLACE,233,133,77,
LOS ANGELES,9006445A,4574,115,N,,VBM PORTION,98,73,20,
LOS ANGELES,9006445A,4574,115,N,1413,TOTAL,331,206,97,
LOS ANGELES,9006445D,4575,115,N,1122,POLLING PLACE,170,105,61,
LOS ANGELES,9006445D,4575,115,N,,VBM PORTION,80,50,27,
LOS ANGELES,9006445D,4575,115,N,1122,TOTAL,250,155,88,
LOS ANGELES,9006447A,4576,116,N,1172,POLLING PLACE,243,106,124,
LOS ANGELES,9006447A,4576,116,N,,VBM PORTION,117,48,61,
LOS ANGELES,9006447A,4576,116,N,1172,TOTAL,360,154,185,
LOS ANGELES,9006450A,4577,115,N,1148,POLLING PLACE,228,108,113,
LOS ANGELES,9006450A,4577,115,N,,VBM PORTION,99,45,49,
LOS ANGELES,9006450A,4577,115,N,1148,TOTAL,327,153,162,
LOS ANGELES,9006452A,4578,115,N,942,POLLING PLACE,223,128,87,
LOS ANGELES,9006452A,4578,115,N,,VBM PORTION,110,62,46,
LOS ANGELES,9006452A,4578,115,N,942,TOTAL,333,190,133,
LOS ANGELES,9006453A,4579,115,N,1125,POLLING PLACE,291,166,116,
LOS ANGELES,9006453A,4579,115,N,,VBM PORTION,119,62,52,
LOS ANGELES,9006453A,4579,115,N,1125,TOTAL,410,228,168,
LOS ANGELES,9006462A,4580,115,N,1005,POLLING PLACE,125,89,32,
LOS ANGELES,9006462A,4580,115,N,,VBM PORTION,56,37,13,
LOS ANGELES,9006462A,4580,115,N,1005,TOTAL,181,126,45,
LOS ANGELES,9006463B,4581,115,N,1101,POLLING PLACE,223,148,62,
LOS ANGELES,9006463B,4581,115,N,,VBM PORTION,97,55,37,
LOS ANGELES,9006463B,4581,115,N,1101,TOTAL,320,203,99,
LOS ANGELES,9006468C,4582,115,N,1027,POLLING PLACE,259,153,81,
LOS ANGELES,9006468C,4582,115,N,,VBM PORTION,87,48,36,
LOS ANGELES,9006468C,4582,115,N,1027,TOTAL,346,201,117,
LOS ANGELES,9006471A,4583,115,N,820,POLLING PLACE,140,70,62,
LOS ANGELES,9006471A,4583,115,N,,VBM PORTION,72,38,30,
LOS ANGELES,9006471A,4583,115,N,820,TOTAL,212,108,92,
LOS ANGELES,9006473A,4584,115,N,1253,POLLING PLACE,154,104,45,
LOS ANGELES,9006473A,4584,115,N,,VBM PORTION,141,82,52,
LOS ANGELES,9006473A,4584,115,N,1253,TOTAL,295,186,97,
LOS ANGELES,9006482A,4585,115,N,1079,POLLING PLACE,270,139,116,
LOS ANGELES,9006482A,4585,115,N,,VBM PORTION,95,50,41,
LOS ANGELES,9006482A,4585,115,N,1079,TOTAL,365,189,157,
LOS ANGELES,9006483A,4586,115,N,1091,POLLING PLACE,261,136,116,
LOS ANGELES,9006483A,4586,115,N,,VBM PORTION,98,44,46,
LOS ANGELES,9006483A,4586,115,N,1091,TOTAL,359,180,162,
LOS ANGELES,9006487B,4587,115,N,1108,POLLING PLACE,296,173,111,
LOS ANGELES,9006487B,4587,115,N,,VBM PORTION,117,62,50,
LOS ANGELES,9006487B,4587,115,N,1108,TOTAL,413,235,161,
LOS ANGELES,9006490A,4588,115,N,1272,POLLING PLACE,256,155,95,
LOS ANGELES,9006490A,4588,115,N,,VBM PORTION,101,50,45,
LOS ANGELES,9006490A,4588,115,N,1272,TOTAL,357,205,140,
LOS ANGELES,9006492A,4589,115,N,969,POLLING PLACE,250,121,120,
LOS ANGELES,9006492A,4589,115,N,,VBM PORTION,96,54,37,
LOS ANGELES,9006492A,4589,115,N,969,TOTAL,346,175,157,
LOS ANGELES,9006500A,4590,115,N,1285,POLLING PLACE,265,159,96,
LOS ANGELES,9006500A,4590,115,N,,VBM PORTION,201,119,69,
LOS ANGELES,9006500A,4590,115,N,1285,TOTAL,466,278,165,
LOS ANGELES,9006601A,4591,115,N,1303,POLLING PLACE,284,172,105,
LOS ANGELES,9006601A,4591,115,N,,VBM PORTION,155,88,58,
LOS ANGELES,9006601A,4591,115,N,1303,TOTAL,439,260,163,
LOS ANGELES,9006602A,4592,115,N,863,POLLING PLACE,238,122,99,
LOS ANGELES,9006602A,4592,115,N,,VBM PORTION,55,27,24,
LOS ANGELES,9006602A,4592,115,N,863,TOTAL,293,149,123,
LOS ANGELES,9006606C,4593,115,N,916,POLLING PLACE,217,123,88,
LOS ANGELES,9006606C,4593,115,N,,VBM PORTION,81,42,33,
LOS ANGELES,9006606C,4593,115,N,916,TOTAL,298,165,121,
LOS ANGELES,9006611A,4594,115,N,1141,POLLING PLACE,160,98,55,
LOS ANGELES,9006611A,4594,115,N,,VBM PORTION,113,69,38,
LOS ANGELES,9006611A,4594,115,N,1141,TOTAL,273,167,93,
LOS ANGELES,9006614A,4595,115,N,1215,POLLING PLACE,230,124,91,
LOS ANGELES,9006614A,4595,115,N,,VBM PORTION,108,68,29,
LOS ANGELES,9006614A,4595,115,N,1215,TOTAL,338,192,120,
LOS ANGELES,9006615A,4596,115,N,829,POLLING PLACE,150,95,43,
LOS ANGELES,9006615A,4596,115,N,,VBM PORTION,87,54,28,
LOS ANGELES,9006615A,4596,115,N,829,TOTAL,237,149,71,
LOS ANGELES,9006618B,4597,115,N,1217,POLLING PLACE,327,190,112,
LOS ANGELES,9006618B,4597,115,N,,VBM PORTION,114,68,45,
LOS ANGELES,9006618B,4597,115,N,1217,TOTAL,441,258,157,
LOS ANGELES,9006620A,4598,115,N,1111,POLLING PLACE,209,120,84,
LOS ANGELES,9006620A,4598,115,N,,VBM PORTION,101,59,38,
LOS ANGELES,9006620A,4598,115,N,1111,TOTAL,310,179,122,
LOS ANGELES,9006623C,4599,115,N,1199,POLLING PLACE,201,116,75,
LOS ANGELES,9006623C,4599,115,N,,VBM PORTION,98,56,39,
LOS ANGELES,9006623C,4599,115,N,1199,TOTAL,299,172,114,
LOS ANGELES,9006624A,4600,115,N,1179,POLLING PLACE,275,195,74,
LOS ANGELES,9006624A,4600,115,N,,VBM PORTION,96,60,33,
LOS ANGELES,9006624A,4600,115,N,1179,TOTAL,371,255,107,
LOS ANGELES,9006626A,4601,115,N,959,POLLING PLACE,153,97,53,
LOS ANGELES,9006626A,4601,115,N,,VBM PORTION,78,49,27,
LOS ANGELES,9006626A,4601,115,N,959,TOTAL,231,146,80,
LOS ANGELES,9006627B,4602,115,N,591,POLLING PLACE,95,61,32,
LOS ANGELES,9006627B,4602,115,N,,VBM PORTION,50,32,17,
LOS ANGELES,9006627B,4602,115,N,591,TOTAL,145,93,49,
LOS ANGELES,9006632C,4603,115,N,1136,POLLING PLACE,187,125,55,
LOS ANGELES,9006632C,4603,115,N,,VBM PORTION,130,66,60,
LOS ANGELES,9006632C,4603,115,N,1136,TOTAL,317,191,115,
LOS ANGELES,9006651A,4604,115,N,1327,POLLING PLACE,267,158,102,
LOS ANGELES,9006651A,4604,115,N,,VBM PORTION,140,67,69,
LOS ANGELES,9006651A,4604,115,N,1327,TOTAL,407,225,171,
LOS ANGELES,9006652A,4605,115,N,1148,POLLING PLACE,257,179,68,
LOS ANGELES,9006652A,4605,115,N,,VBM PORTION,158,99,52,
LOS ANGELES,9006652A,4605,115,N,1148,TOTAL,415,278,120,
LOS ANGELES,9006656A,4606,115,N,1261,POLLING PLACE,282,192,77,
LOS ANGELES,9006656A,4606,115,N,,VBM PORTION,161,104,51,
LOS ANGELES,9006656A,4606,115,N,1261,TOTAL,443,296,128,
LOS ANGELES,9006660B,4607,115,N,975,POLLING PLACE,219,128,77,
LOS ANGELES,9006660B,4607,115,N,,VBM PORTION,138,81,48,
LOS ANGELES,9006660B,4607,115,N,975,TOTAL,357,209,125,
LOS ANGELES,9006666A,4608,115,N,1147,POLLING PLACE,229,149,69,
LOS ANGELES,9006666A,4608,115,N,,VBM PORTION,127,79,40,
LOS ANGELES,9006666A,4608,115,N,1147,TOTAL,356,228,109,
LOS ANGELES,9006667A,4609,115,N,1070,POLLING PLACE,208,138,60,
LOS ANGELES,9006667A,4609,115,N,,VBM PORTION,182,115,61,
LOS ANGELES,9006667A,4609,115,N,1070,TOTAL,390,253,121,
LOS ANGELES,9007131A,4616,125,N,1185,POLLING PLACE,296,227,55,
LOS ANGELES,9007131A,4616,125,N,,VBM PORTION,104,71,29,
LOS ANGELES,9007131A,4616,125,N,1185,TOTAL,400,298,84,
LOS ANGELES,9007132A,4617,125,N,1208,POLLING PLACE,317,242,64,
LOS ANGELES,9007132A,4617,125,N,,VBM PORTION,102,71,28,
LOS ANGELES,9007132A,4617,125,N,1208,TOTAL,419,313,92,
LOS ANGELES,9007674A,4643,115,N,992,POLLING PLACE,196,128,58,
LOS ANGELES,9007674A,4643,115,N,,VBM PORTION,152,85,58,
LOS ANGELES,9007674A,4643,115,N,992,TOTAL,348,213,116,
LOS ANGELES,9007774A,4652,33,N,967,POLLING PLACE,245,122,107,
LOS ANGELES,9007774A,4652,33,N,,VBM PORTION,84,51,29,
LOS ANGELES,9007774A,4652,33,N,967,TOTAL,329,173,136,
LOS ANGELES,9007781A,4653,33,N,925,POLLING PLACE,187,108,73,
LOS ANGELES,9007781A,4653,33,N,,VBM PORTION,82,41,37,
LOS ANGELES,9007781A,4653,33,N,925,TOTAL,269,149,110,
LOS ANGELES,9007782A,4654,54,N,1345,POLLING PLACE,202,110,82,
LOS ANGELES,9007782A,4654,54,N,,VBM PORTION,105,54,43,
LOS ANGELES,9007782A,4654,54,N,1345,TOTAL,307,164,125,
LOS ANGELES,9007790B,4656,33,N,1303,POLLING PLACE,254,143,100,
LOS ANGELES,9007790B,4656,33,N,,VBM PORTION,97,47,43,
LOS ANGELES,9007790B,4656,33,N,1303,TOTAL,351,190,143,
LOS ANGELES,9007794A,4657,33,N,1074,POLLING PLACE,138,85,46,
LOS ANGELES,9007794A,4657,33,N,,VBM PORTION,37,25,11,
LOS ANGELES,9007794A,4657,33,N,1074,TOTAL,175,110,57,
LOS ANGELES,9007807A,4659,111,N,1182,POLLING PLACE,180,109,60,
LOS ANGELES,9007807A,4659,111,N,,VBM PORTION,63,40,18,
LOS ANGELES,9007807A,4659,111,N,1182,TOTAL,243,149,78,
LOS ANGELES,9007825B,4660,109,N,1257,POLLING PLACE,315,205,98,
LOS ANGELES,9007825B,4660,109,N,,VBM PORTION,174,92,74,
LOS ANGELES,9007825B,4660,109,N,1257,TOTAL,489,297,172,
LOS ANGELES,9007833A,4661,52,N,830,POLLING PLACE,221,122,78,
LOS ANGELES,9007833A,4661,52,N,,VBM PORTION,84,45,33,
LOS ANGELES,9007833A,4661,52,N,830,TOTAL,305,167,111,
LOS ANGELES,9007838A,4662,52,N,1055,POLLING PLACE,255,131,118,
LOS ANGELES,9007838A,4662,52,N,,VBM PORTION,104,49,50,
LOS ANGELES,9007838A,4662,52,N,1055,TOTAL,359,180,168,
LOS ANGELES,9007843A,4663,115,N,1220,POLLING PLACE,292,171,97,
LOS ANGELES,9007843A,4663,115,N,,VBM PORTION,90,44,42,
LOS ANGELES,9007843A,4663,115,N,1220,TOTAL,382,215,139,
LOS ANGELES,9007847A,4664,111,N,1276,POLLING PLACE,184,123,53,
LOS ANGELES,9007847A,4664,111,N,,VBM PORTION,97,68,27,
LOS ANGELES,9007847A,4664,111,N,1276,TOTAL,281,191,80,
LOS ANGELES,9007852A,4665,109,N,1178,POLLING PLACE,180,108,64,
LOS ANGELES,9007852A,4665,109,N,,VBM PORTION,92,46,41,
LOS ANGELES,9007852A,4665,109,N,1178,TOTAL,272,154,105,
LOS ANGELES,9007857B,4666,115,N,492,POLLING PLACE,96,59,33,
LOS ANGELES,9007857B,4666,115,N,,VBM PORTION,25,15,9,
LOS ANGELES,9007857B,4666,115,N,492,TOTAL,121,74,42,
LOS ANGELES,9007864A,4667,115,N,1415,POLLING PLACE,139,102,30,
LOS ANGELES,9007864A,4667,115,N,,VBM PORTION,73,49,19,
LOS ANGELES,9007864A,4667,115,N,1415,TOTAL,212,151,49,
LOS ANGELES,9007883A,4668,115,N,1014,POLLING PLACE,170,102,62,
LOS ANGELES,9007883A,4668,115,N,,VBM PORTION,80,44,29,
LOS ANGELES,9007883A,4668,115,N,1014,TOTAL,250,146,91,
LOS ANGELES,9007886A,4669,115,N,1425,POLLING PLACE,276,181,75,
LOS ANGELES,9007886A,4669,115,N,,VBM PORTION,81,52,28,
LOS ANGELES,9007886A,4669,115,N,1425,TOTAL,357,233,103,
LOS ANGELES,9007888A,4670,115,N,1193,POLLING PLACE,133,76,49,
LOS ANGELES,9007888A,4670,115,N,,VBM PORTION,54,31,22,
LOS ANGELES,9007888A,4670,115,N,1193,TOTAL,187,107,71,
LOS ANGELES,9007902A,4671,115,N,1162,POLLING PLACE,209,128,70,
LOS ANGELES,9007902A,4671,115,N,,VBM PORTION,84,53,26,
LOS ANGELES,9007902A,4671,115,N,1162,TOTAL,293,181,96,
LOS ANGELES,9007913A,4672,115,N,1244,POLLING PLACE,219,126,88,
LOS ANGELES,9007913A,4672,115,N,,VBM PORTION,137,74,54,
LOS ANGELES,9007913A,4672,115,N,1244,TOTAL,356,200,142,
LOS ANGELES,9007927A,4673,115,N,821,POLLING PLACE,199,116,72,
LOS ANGELES,9007927A,4673,115,N,,VBM PORTION,93,64,26,
LOS ANGELES,9007927A,4673,115,N,821,TOTAL,292,180,98,
LOS ANGELES,9007928A,4674,115,N,500,POLLING PLACE,117,53,61,
LOS ANGELES,9007928A,4674,115,N,,VBM PORTION,50,34,15,
LOS ANGELES,9007928A,4674,115,N,500,TOTAL,167,87,76,
LOS ANGELES,9007935A,4675,115,N,1136,POLLING PLACE,254,162,87,
LOS ANGELES,9007935A,4675,115,N,,VBM PORTION,153,90,57,
LOS ANGELES,9007935A,4675,115,N,1136,TOTAL,407,252,144,
LOS ANGELES,9007935B,4676,115,N,806,POLLING PLACE,165,86,73,
LOS ANGELES,9007935B,4676,115,N,,VBM PORTION,97,44,41,
LOS ANGELES,9007935B,4676,115,N,806,TOTAL,262,130,114,
LOS ANGELES,9007939A,4677,115,N,964,POLLING PLACE,191,117,69,
LOS ANGELES,9007939A,4677,115,N,,VBM PORTION,135,81,48,
LOS ANGELES,9007939A,4677,115,N,964,TOTAL,326,198,117,
LOS ANGELES,9007947B,4678,115,N,979,POLLING PLACE,147,91,47,
LOS ANGELES,9007947B,4678,115,N,,VBM PORTION,52,26,24,
LOS ANGELES,9007947B,4678,115,N,979,TOTAL,199,117,71,
LOS ANGELES,9007954B,4679,115,N,777,POLLING PLACE,136,79,52,
LOS ANGELES,9007954B,4679,115,N,,VBM PORTION,83,49,31,
LOS ANGELES,9007954B,4679,115,N,777,TOTAL,219,128,83,
LOS ANGELES,9007971A,4680,115,N,1249,POLLING PLACE,277,166,99,
LOS ANGELES,9007971A,4680,115,N,,VBM PORTION,188,127,50,
LOS ANGELES,9007971A,4680,115,N,1249,TOTAL,465,293,149,
LOS ANGELES,9007975B,4681,115,N,923,POLLING PLACE,159,74,64,
LOS ANGELES,9007975B,4681,115,N,,VBM PORTION,122,70,48,
LOS ANGELES,9007975B,4681,115,N,923,TOTAL,281,144,112,
LOS ANGELES,9007985A,4682,115,N,1000,POLLING PLACE,228,149,72,
LOS ANGELES,9007985A,4682,115,N,,VBM PORTION,117,67,43,
LOS ANGELES,9007985A,4682,115,N,1000,TOTAL,345,216,115,
BALLOT GROUP 32,9990032A,8032,32,N,,POLLING PLACE,,,,
BALLOT GROUP 32,9990032A,8032,32,N,,VBM PORTION,,,,
BALLOT GROUP 32,9990032A,8032,32,N,,TOTAL,,,,
BALLOT GROUP 33,9990033A,8033,33,N,,POLLING PLACE,,,,
BALLOT GROUP 33,9990033A,8033,33,N,,VBM PORTION,,,,
BALLOT GROUP 33,9990033A,8033,33,N,,TOTAL,,,,
BALLOT GROUP 52,9990052A,8052,52,N,,POLLING PLACE,,,,
BALLOT GROUP 52,9990052A,8052,52,N,,VBM PORTION,,,,
BALLOT GROUP 52,9990052A,8052,52,N,,TOTAL,,,,
BALLOT GROUP 54,9990054A,8054,54,N,,POLLING PLACE,,,,
BALLOT GROUP 54,9990054A,8054,54,N,,VBM PORTION,,,,
BALLOT GROUP 54,9990054A,8054,54,N,,TOTAL,,,,
BALLOT GROUP 57,9990057A,8057,57,N,,POLLING PLACE,,,,
BALLOT GROUP 57,9990057A,8057,57,N,,VBM PORTION,,,,
BALLOT GROUP 57,9990057A,8057,57,N,,TOTAL,,,,
BALLOT GROUP 58,9990058A,8058,58,N,,POLLING PLACE,,,,
BALLOT GROUP 58,9990058A,8058,58,N,,VBM PORTION,,,,
BALLOT GROUP 58,9990058A,8058,58,N,,TOTAL,,,,
BALLOT GROUP 95,9990095A,8095,95,N,,POLLING PLACE,,,,
BALLOT GROUP 95,9990095A,8095,95,N,,VBM PORTION,,,,
BALLOT GROUP 95,9990095A,8095,95,N,,TOTAL,,,,
BALLOT GROUP 106,9990106A,8106,106,N,,POLLING PLACE,,,,
BALLOT GROUP 106,9990106A,8106,106,N,,VBM PORTION,,,,
BALLOT GROUP 106,9990106A,8106,106,N,,TOTAL,,,,
BALLOT GROUP 109,9990109A,8109,109,N,,POLLING PLACE,,,,
