LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JACQUELINE H LEWIS,DAYAN MATHAI,
SOUTH SAN GABRIEL,6650035A,2595,155,N,1178,POLLING PLACE,199,83,67,
SOUTH SAN GABRIEL,6650035A,2595,155,N,,VBM PORTION,76,22,28,
SOUTH SAN GABRIEL,6650035A,2595,155,N,1178,TOTAL,275,105,95,
SOUTH WHITTIER,6700001A,2596,260,N,770,POLLING PLACE,141,58,51,
SOUTH WHITTIER,6700001A,2596,260,N,,VBM PORTION,42,9,23,
SOUTH WHITTIER,6700001A,2596,260,N,770,TOTAL,183,67,74,
SOUTH WHITTIER,6700002A,2597,260,N,1209,POLLING PLACE,212,77,93,
SOUTH WHITTIER,6700002A,2597,260,N,,VBM PORTION,59,22,22,
SOUTH WHITTIER,6700002A,2597,260,N,1209,TOTAL,271,99,115,
SOUTH WHITTIER,6700003A,2598,260,N,882,POLLING PLACE,120,49,52,
SOUTH WHITTIER,6700003A,2598,260,N,,VBM PORTION,26,19,7,
SOUTH WHITTIER,6700003A,2598,260,N,882,TOTAL,146,68,59,
SOUTH WHITTIER,6700004B,2599,255,N,1074,POLLING PLACE,189,79,75,
SOUTH WHITTIER,6700004B,2599,255,N,,VBM PORTION,49,25,15,
SOUTH WHITTIER,6700004B,2599,255,N,1074,TOTAL,238,104,90,
SOUTH WHITTIER,6700007A,2600,252,N,756,POLLING PLACE,133,46,60,
SOUTH WHITTIER,6700007A,2600,252,N,,VBM PORTION,33,16,9,
SOUTH WHITTIER,6700007A,2600,252,N,756,TOTAL,166,62,69,
SOUTH WHITTIER,6700008A,2601,260,N,1163,POLLING PLACE,199,70,100,
SOUTH WHITTIER,6700008A,2601,260,N,,VBM PORTION,71,17,33,
SOUTH WHITTIER,6700008A,2601,260,N,1163,TOTAL,270,87,133,
SOUTH WHITTIER,6700009B,2602,255,N,661,POLLING PLACE,127,47,51,
SOUTH WHITTIER,6700009B,2602,255,N,,VBM PORTION,23,9,9,
SOUTH WHITTIER,6700009B,2602,255,N,661,TOTAL,150,56,60,
SOUTH WHITTIER,6700010A,2603,260,N,947,POLLING PLACE,168,60,82,
SOUTH WHITTIER,6700010A,2603,260,N,,VBM PORTION,59,21,23,
SOUTH WHITTIER,6700010A,2603,260,N,947,TOTAL,227,81,105,
SOUTH WHITTIER,6700011B,2604,260,N,1245,POLLING PLACE,235,95,99,
SOUTH WHITTIER,6700011B,2604,260,N,,VBM PORTION,79,19,40,
SOUTH WHITTIER,6700011B,2604,260,N,1245,TOTAL,314,114,139,
SOUTH WHITTIER,6700012A,2605,260,N,1300,POLLING PLACE,226,76,100,
SOUTH WHITTIER,6700012A,2605,260,N,,VBM PORTION,70,23,35,
SOUTH WHITTIER,6700012A,2605,260,N,1300,TOTAL,296,99,135,
SOUTH WHITTIER,6700014B,2606,257,N,736,POLLING PLACE,122,31,59,
SOUTH WHITTIER,6700014B,2606,257,N,,VBM PORTION,48,17,17,
SOUTH WHITTIER,6700014B,2606,257,N,736,TOTAL,170,48,76,
SOUTH WHITTIER,6700015A,2607,260,N,711,POLLING PLACE,97,38,41,
SOUTH WHITTIER,6700015A,2607,260,N,,VBM PORTION,25,8,11,
SOUTH WHITTIER,6700015A,2607,260,N,711,TOTAL,122,46,52,
SOUTH WHITTIER,6700016A,2608,257,N,1041,POLLING PLACE,235,71,104,
SOUTH WHITTIER,6700016A,2608,257,N,,VBM PORTION,76,20,38,
SOUTH WHITTIER,6700016A,2608,257,N,1041,TOTAL,311,91,142,
SOUTH WHITTIER,6700017A,2609,257,N,1247,POLLING PLACE,237,79,101,
SOUTH WHITTIER,6700017A,2609,257,N,,VBM PORTION,80,34,31,
SOUTH WHITTIER,6700017A,2609,257,N,1247,TOTAL,317,113,132,
SOUTH WHITTIER,6700019A,2610,260,N,1035,POLLING PLACE,138,77,39,
SOUTH WHITTIER,6700019A,2610,260,N,,VBM PORTION,22,13,6,
SOUTH WHITTIER,6700019A,2610,260,N,1035,TOTAL,160,90,45,
SOUTH WHITTIER,6700021A,2611,257,N,1211,POLLING PLACE,288,92,129,
SOUTH WHITTIER,6700021A,2611,257,N,,VBM PORTION,82,25,33,
SOUTH WHITTIER,6700021A,2611,257,N,1211,TOTAL,370,117,162,
SOUTH WHITTIER,6700023A,2612,260,N,852,POLLING PLACE,145,48,72,
SOUTH WHITTIER,6700023A,2612,260,N,,VBM PORTION,57,29,19,
SOUTH WHITTIER,6700023A,2612,260,N,852,TOTAL,202,77,91,
SOUTH WHITTIER,6700025A,2613,255,N,618,POLLING PLACE,80,35,31,
SOUTH WHITTIER,6700025A,2613,255,N,,VBM PORTION,16,6,6,
SOUTH WHITTIER,6700025A,2613,255,N,618,TOTAL,96,41,37,
SOUTH WHITTIER,6700052A,2614,255,N,988,POLLING PLACE,177,73,78,
SOUTH WHITTIER,6700052A,2614,255,N,,VBM PORTION,33,14,16,
SOUTH WHITTIER,6700052A,2614,255,N,988,TOTAL,210,87,94,
SOUTH WHITTIER,6700053A,2615,260,N,1024,POLLING PLACE,146,59,69,
SOUTH WHITTIER,6700053A,2615,260,N,,VBM PORTION,46,23,14,
SOUTH WHITTIER,6700053A,2615,260,N,1024,TOTAL,192,82,83,
SOUTH WHITTIER,6700054B,2616,260,N,1162,POLLING PLACE,151,68,62,
SOUTH WHITTIER,6700054B,2616,260,N,,VBM PORTION,35,17,13,
SOUTH WHITTIER,6700054B,2616,260,N,1162,TOTAL,186,85,75,
SOUTH WHITTIER,6700055A,2617,260,N,982,POLLING PLACE,129,67,42,
SOUTH WHITTIER,6700055A,2617,260,N,,VBM PORTION,32,20,7,
SOUTH WHITTIER,6700055A,2617,260,N,982,TOTAL,161,87,49,
SOUTH WHITTIER,6700056A,2618,260,N,1151,POLLING PLACE,127,53,52,
SOUTH WHITTIER,6700056A,2618,260,N,,VBM PORTION,34,6,16,
SOUTH WHITTIER,6700056A,2618,260,N,1151,TOTAL,161,59,68,
SOUTH WHITTIER,6700057A,2619,260,N,1201,POLLING PLACE,236,82,113,
SOUTH WHITTIER,6700057A,2619,260,N,,VBM PORTION,91,36,31,
SOUTH WHITTIER,6700057A,2619,260,N,1201,TOTAL,327,118,144,
SOUTH WHITTIER,6700059A,2620,260,N,919,POLLING PLACE,181,79,84,
SOUTH WHITTIER,6700059A,2620,260,N,,VBM PORTION,61,27,29,
SOUTH WHITTIER,6700059A,2620,260,N,919,TOTAL,242,106,113,
SOUTH WHITTIER,6700062A,2621,255,N,1116,POLLING PLACE,200,79,86,
SOUTH WHITTIER,6700062A,2621,255,N,,VBM PORTION,42,15,21,
SOUTH WHITTIER,6700062A,2621,255,N,1116,TOTAL,242,94,107,
SOUTH WHITTIER,6700064A,2622,255,N,896,POLLING PLACE,161,65,66,
SOUTH WHITTIER,6700064A,2622,255,N,,VBM PORTION,29,19,2,
SOUTH WHITTIER,6700064A,2622,255,N,896,TOTAL,190,84,68,
SOUTH WHITTIER,6700065A,2623,255,N,736,POLLING PLACE,126,45,61,
SOUTH WHITTIER,6700065A,2623,255,N,,VBM PORTION,39,9,20,
SOUTH WHITTIER,6700065A,2623,255,N,736,TOTAL,165,54,81,
SOUTH WHITTIER,6700068A,2624,255,N,808,POLLING PLACE,147,49,68,
SOUTH WHITTIER,6700068A,2624,255,N,,VBM PORTION,33,10,11,
SOUTH WHITTIER,6700068A,2624,255,N,808,TOTAL,180,59,79,
SOUTH WHITTIER,6700070A,2625,260,N,632,POLLING PLACE,98,38,45,
SOUTH WHITTIER,6700070A,2625,260,N,,VBM PORTION,35,10,11,
SOUTH WHITTIER,6700070A,2625,260,N,632,TOTAL,133,48,56,
SOUTH WHITTIER,6700070B,2626,260,N,672,POLLING PLACE,112,41,48,
SOUTH WHITTIER,6700070B,2626,260,N,,VBM PORTION,21,9,10,
SOUTH WHITTIER,6700070B,2626,260,N,672,TOTAL,133,50,58,
SOUTH WHITTIER,6700071C,2627,260,N,1104,POLLING PLACE,155,75,66,
SOUTH WHITTIER,6700071C,2627,260,N,,VBM PORTION,35,17,7,
SOUTH WHITTIER,6700071C,2627,260,N,1104,TOTAL,190,92,73,
SPADRA,6750022A,2628,237,N,155,POLLING PLACE,15,8,5,
SPADRA,6750022A,2628,237,N,,VBM PORTION,,,,
SPADRA,6750022A,2628,237,N,155,TOTAL,15,8,5,
STEVENSON RANCH,6820001A,2629,45,N,975,POLLING PLACE,174,42,84,
STEVENSON RANCH,6820001A,2629,45,N,,VBM PORTION,66,14,33,
STEVENSON RANCH,6820001A,2629,45,N,975,TOTAL,240,56,117,
STEVENSON RANCH,6820003A,2630,45,N,1259,POLLING PLACE,269,83,114,
STEVENSON RANCH,6820003A,2630,45,N,,VBM PORTION,102,33,43,
STEVENSON RANCH,6820003A,2630,45,N,1259,TOTAL,371,116,157,
STEVENSON RANCH,6820004A,2631,48,N,969,POLLING PLACE,181,49,77,
STEVENSON RANCH,6820004A,2631,48,N,,VBM PORTION,79,22,35,
STEVENSON RANCH,6820004A,2631,48,N,969,TOTAL,260,71,112,
STEVENSON RANCH,6820005A,2632,45,N,1004,POLLING PLACE,248,74,109,
STEVENSON RANCH,6820005A,2632,45,N,,VBM PORTION,105,31,53,
STEVENSON RANCH,6820005A,2632,45,N,1004,TOTAL,353,105,162,
STEVENSON RANCH,6820006A,2633,45,N,869,POLLING PLACE,169,54,71,
STEVENSON RANCH,6820006A,2633,45,N,,VBM PORTION,70,17,31,
STEVENSON RANCH,6820006A,2633,45,N,869,TOTAL,239,71,102,
STEVENSON RANCH,6820007A,2634,45,N,875,POLLING PLACE,143,37,71,
STEVENSON RANCH,6820007A,2634,45,N,,VBM PORTION,86,24,43,
STEVENSON RANCH,6820007A,2634,45,N,875,TOTAL,229,61,114,
STEVENSON RANCH,6820008A,2635,45,N,975,POLLING PLACE,228,63,95,
STEVENSON RANCH,6820008A,2635,45,N,,VBM PORTION,83,24,37,
STEVENSON RANCH,6820008A,2635,45,N,975,TOTAL,311,87,132,
STEVENSON RANCH,6820010A,2636,45,N,1394,POLLING PLACE,206,70,81,
STEVENSON RANCH,6820010A,2636,45,N,,VBM PORTION,106,29,44,
STEVENSON RANCH,6820010A,2636,45,N,1394,TOTAL,312,99,125,
STEVENSON RANCH,6820011A,2637,45,N,946,POLLING PLACE,150,34,72,
STEVENSON RANCH,6820011A,2637,45,N,,VBM PORTION,98,25,46,
STEVENSON RANCH,6820011A,2637,45,N,946,TOTAL,248,59,118,
SUNLAND,6850001A,6242,69,Y,,POLLING PLACE,,,,
SUNLAND,6850001A,6242,69,Y,,VBM PORTION,,,,
SUNLAND,6850001A,6242,69,Y,,TOTAL,,,,
SUNLAND,6850002A,2638,65,N,488,POLLING PLACE,114,47,31,
SUNLAND,6850002A,2638,65,N,,VBM PORTION,36,15,12,
SUNLAND,6850002A,2638,65,N,488,TOTAL,150,62,43,
SUNLAND,6850016A,6243,97,Y,23,POLLING PLACE,,,,
SUNLAND,6850016A,6243,97,Y,,VBM PORTION,4,1,3,
SUNLAND,6850016A,6243,97,Y,23,TOTAL,4,1,3,
SUNLAND,6850017A,6244,69,Y,92,POLLING PLACE,,,,
SUNLAND,6850017A,6244,69,Y,,VBM PORTION,12,7,5,
SUNLAND,6850017A,6244,69,Y,92,TOTAL,12,7,5,
SUNLAND,6850028A,6245,56,Y,,POLLING PLACE,,,,
SUNLAND,6850028A,6245,56,Y,,VBM PORTION,,,,
SUNLAND,6850028A,6245,56,Y,,TOTAL,,,,
SUNLAND,6850030A,6246,65,Y,12,POLLING PLACE,,,,
SUNLAND,6850030A,6246,65,Y,,VBM PORTION,2,,1,
SUNLAND,6850030A,6246,65,Y,12,TOTAL,2,,1,
SUNLAND,6850033C,6247,69,Y,,POLLING PLACE,,,,
SUNLAND,6850033C,6247,69,Y,,VBM PORTION,,,,
SUNLAND,6850033C,6247,69,Y,,TOTAL,,,,
SUNLAND,6850034A,6248,103,Y,38,POLLING PLACE,,,,
SUNLAND,6850034A,6248,103,Y,,VBM PORTION,5,1,2,
SUNLAND,6850034A,6248,103,Y,38,TOTAL,5,1,2,
TEMPLE CITY,7050006A,2639,155,N,942,POLLING PLACE,118,34,52,
TEMPLE CITY,7050006A,2639,155,N,,VBM PORTION,62,17,26,
TEMPLE CITY,7050006A,2639,155,N,942,TOTAL,180,51,78,
TEMPLE CITY,7050008B,2640,162,N,759,POLLING PLACE,108,39,38,
TEMPLE CITY,7050008B,2640,162,N,,VBM PORTION,36,11,10,
TEMPLE CITY,7050008B,2640,162,N,759,TOTAL,144,50,48,
TEMPLE CITY,7050011A,2641,155,N,788,POLLING PLACE,104,31,36,
TEMPLE CITY,7050011A,2641,155,N,,VBM PORTION,52,9,26,
TEMPLE CITY,7050011A,2641,155,N,788,TOTAL,156,40,62,
TEMPLE CITY,7050013A,2642,162,N,1222,POLLING PLACE,204,66,61,
TEMPLE CITY,7050013A,2642,162,N,,VBM PORTION,91,28,25,
TEMPLE CITY,7050013A,2642,162,N,1222,TOTAL,295,94,86,
TEMPLE CITY,7050016A,2643,162,N,979,POLLING PLACE,213,76,84,
TEMPLE CITY,7050016A,2643,162,N,,VBM PORTION,51,14,16,
TEMPLE CITY,7050016A,2643,162,N,979,TOTAL,264,90,100,
TEMPLE CITY,7050027A,2644,162,N,1316,POLLING PLACE,201,53,91,
TEMPLE CITY,7050027A,2644,162,N,,VBM PORTION,112,36,37,
TEMPLE CITY,7050027A,2644,162,N,1316,TOTAL,313,89,128,
TEMPLE CITY,7050037A,2645,162,N,1218,POLLING PLACE,225,69,89,
TEMPLE CITY,7050037A,2645,162,N,,VBM PORTION,74,21,30,
TEMPLE CITY,7050037A,2645,162,N,1218,TOTAL,299,90,119,
TEMPLE CITY,7050043A,2646,155,N,1207,POLLING PLACE,218,82,76,
TEMPLE CITY,7050043A,2646,155,N,,VBM PORTION,105,26,55,
TEMPLE CITY,7050043A,2646,155,N,1207,TOTAL,323,108,131,
TEMPLE CITY,7050062A,2647,155,N,1292,POLLING PLACE,239,82,79,
TEMPLE CITY,7050062A,2647,155,N,,VBM PORTION,85,18,27,
TEMPLE CITY,7050062A,2647,155,N,1292,TOTAL,324,100,106,
TEMPLE CITY,7050066A,2648,162,N,1471,POLLING PLACE,298,105,90,
TEMPLE CITY,7050066A,2648,162,N,,VBM PORTION,133,51,42,
TEMPLE CITY,7050066A,2648,162,N,1471,TOTAL,431,156,132,
TEMPLE CITY,7050068A,2649,157,N,1053,POLLING PLACE,187,59,81,
TEMPLE CITY,7050068A,2649,157,N,,VBM PORTION,68,19,23,
TEMPLE CITY,7050068A,2649,157,N,1053,TOTAL,255,78,104,
TEMPLE CITY,7050070A,2650,157,N,1272,POLLING PLACE,241,74,116,
TEMPLE CITY,7050070A,2650,157,N,,VBM PORTION,70,23,28,
TEMPLE CITY,7050070A,2650,157,N,1272,TOTAL,311,97,144,
TEMPLE CITY,7050072A,2651,157,N,894,POLLING PLACE,161,67,51,
TEMPLE CITY,7050072A,2651,157,N,,VBM PORTION,70,28,24,
TEMPLE CITY,7050072A,2651,157,N,894,TOTAL,231,95,75,
TEMPLE CITY,7050076B,2652,159,N,129,POLLING PLACE,15,3,9,
TEMPLE CITY,7050076B,2652,159,N,,VBM PORTION,11,6,4,
TEMPLE CITY,7050076B,2652,159,N,129,TOTAL,26,9,13,
TEMPLE CITY,7050076E,2653,155,N,966,POLLING PLACE,156,47,51,
TEMPLE CITY,7050076E,2653,155,N,,VBM PORTION,77,19,27,
TEMPLE CITY,7050076E,2653,155,N,966,TOTAL,233,66,78,
TEMPLE CITY,7050077A,2654,162,N,1127,POLLING PLACE,203,72,73,
TEMPLE CITY,7050077A,2654,162,N,,VBM PORTION,76,28,19,
TEMPLE CITY,7050077A,2654,162,N,1127,TOTAL,279,100,92,
TOPANGA,7100001A,2655,196,N,988,POLLING PLACE,253,111,76,
TOPANGA,7100001A,2655,196,N,,VBM PORTION,107,38,28,
TOPANGA,7100001A,2655,196,N,988,TOTAL,360,149,104,
TOPANGA,7100002A,2656,196,N,966,POLLING PLACE,297,147,51,
TOPANGA,7100002A,2656,196,N,,VBM PORTION,47,18,17,
TOPANGA,7100002A,2656,196,N,966,TOTAL,344,165,68,
TOPANGA,7100004B,2657,196,N,778,POLLING PLACE,254,132,42,
TOPANGA,7100004B,2657,196,N,,VBM PORTION,49,24,10,
TOPANGA,7100004B,2657,196,N,778,TOTAL,303,156,52,
TOPANGA,7100006A,2658,196,N,650,POLLING PLACE,215,116,37,
TOPANGA,7100006A,2658,196,N,,VBM PORTION,45,26,3,
TOPANGA,7100006A,2658,196,N,650,TOTAL,260,142,40,
TOPANGA,7100007A,2659,191,N,195,POLLING PLACE,20,11,7,
TOPANGA,7100007A,2659,191,N,,VBM PORTION,36,18,9,
TOPANGA,7100007A,2659,191,N,195,TOTAL,56,29,16,
TOPANGA,7100030A,2660,196,N,777,POLLING PLACE,259,129,38,
TOPANGA,7100030A,2660,196,N,,VBM PORTION,48,28,8,
TOPANGA,7100030A,2660,196,N,777,TOTAL,307,157,46,
TOPANGA,7100032A,6249,195,Y,255,POLLING PLACE,,,,
TOPANGA,7100032A,6249,195,Y,,VBM PORTION,70,25,15,
TOPANGA,7100032A,6249,195,Y,255,TOTAL,70,25,15,
TOPANGA,7100033A,2661,195,N,1001,POLLING PLACE,295,109,89,
TOPANGA,7100033A,2661,195,N,,VBM PORTION,110,46,36,
TOPANGA,7100033A,2661,195,N,1001,TOTAL,405,155,125,
TORRANCE,7150001A,2662,386,N,713,POLLING PLACE,131,47,48,
TORRANCE,7150001A,2662,386,N,,VBM PORTION,93,43,16,
TORRANCE,7150001A,2662,386,N,713,TOTAL,224,90,64,
TORRANCE,7150002A,2663,386,N,866,POLLING PLACE,223,66,93,
TORRANCE,7150002A,2663,386,N,,VBM PORTION,67,27,24,
TORRANCE,7150002A,2663,386,N,866,TOTAL,290,93,117,
TORRANCE,7150003A,2664,386,N,979,POLLING PLACE,202,77,69,
TORRANCE,7150003A,2664,386,N,,VBM PORTION,66,32,20,
TORRANCE,7150003A,2664,386,N,979,TOTAL,268,109,89,
TORRANCE,7150004A,2665,386,N,1217,POLLING PLACE,198,77,66,
TORRANCE,7150004A,2665,386,N,,VBM PORTION,92,35,28,
TORRANCE,7150004A,2665,386,N,1217,TOTAL,290,112,94,
TORRANCE,7150005A,2666,386,N,858,POLLING PLACE,179,54,78,
TORRANCE,7150005A,2666,386,N,,VBM PORTION,84,41,35,
TORRANCE,7150005A,2666,386,N,858,TOTAL,263,95,113,
TORRANCE,7150008A,2667,386,N,870,POLLING PLACE,168,69,42,
TORRANCE,7150008A,2667,386,N,,VBM PORTION,93,34,27,
TORRANCE,7150008A,2667,386,N,870,TOTAL,261,103,69,
TORRANCE,7150009A,2668,386,N,967,POLLING PLACE,194,75,67,
TORRANCE,7150009A,2668,386,N,,VBM PORTION,109,40,33,
TORRANCE,7150009A,2668,386,N,967,TOTAL,303,115,100,
TORRANCE,7150010A,2669,386,N,1469,POLLING PLACE,233,87,84,
TORRANCE,7150010A,2669,386,N,,VBM PORTION,110,42,32,
TORRANCE,7150010A,2669,386,N,1469,TOTAL,343,129,116,
TORRANCE,7150012A,2670,386,N,860,POLLING PLACE,168,60,66,
TORRANCE,7150012A,2670,386,N,,VBM PORTION,76,19,40,
TORRANCE,7150012A,2670,386,N,860,TOTAL,244,79,106,
TORRANCE,7150013A,2671,386,N,1327,POLLING PLACE,267,90,97,
TORRANCE,7150013A,2671,386,N,,VBM PORTION,115,30,40,
TORRANCE,7150013A,2671,386,N,1327,TOTAL,382,120,137,
TORRANCE,7150015A,2672,386,N,1188,POLLING PLACE,276,102,104,
TORRANCE,7150015A,2672,386,N,,VBM PORTION,132,44,34,
TORRANCE,7150015A,2672,386,N,1188,TOTAL,408,146,138,
TORRANCE,7150016A,2673,386,N,763,POLLING PLACE,202,67,81,
TORRANCE,7150016A,2673,386,N,,VBM PORTION,69,22,23,
TORRANCE,7150016A,2673,386,N,763,TOTAL,271,89,104,
TORRANCE,7150017A,2674,386,N,1060,POLLING PLACE,242,77,97,
TORRANCE,7150017A,2674,386,N,,VBM PORTION,134,46,40,
TORRANCE,7150017A,2674,386,N,1060,TOTAL,376,123,137,
TORRANCE,7150021A,2675,378,N,979,POLLING PLACE,259,58,104,
TORRANCE,7150021A,2675,378,N,,VBM PORTION,119,40,42,
TORRANCE,7150021A,2675,378,N,979,TOTAL,378,98,146,
TORRANCE,7150022A,2676,386,N,1039,POLLING PLACE,176,79,60,
TORRANCE,7150022A,2676,386,N,,VBM PORTION,71,32,20,
TORRANCE,7150022A,2676,386,N,1039,TOTAL,247,111,80,
TORRANCE,7150023A,2677,378,N,900,POLLING PLACE,199,62,86,
TORRANCE,7150023A,2677,378,N,,VBM PORTION,78,25,33,
TORRANCE,7150023A,2677,378,N,900,TOTAL,277,87,119,
TORRANCE,7150024A,2678,378,N,729,POLLING PLACE,165,54,58,
TORRANCE,7150024A,2678,378,N,,VBM PORTION,82,39,26,
TORRANCE,7150024A,2678,378,N,729,TOTAL,247,93,84,
TORRANCE,7150025A,2679,386,N,992,POLLING PLACE,234,83,88,
TORRANCE,7150025A,2679,386,N,,VBM PORTION,108,35,35,
TORRANCE,7150025A,2679,386,N,992,TOTAL,342,118,123,
TORRANCE,7150026B,2680,386,N,808,POLLING PLACE,150,55,63,
TORRANCE,7150026B,2680,386,N,,VBM PORTION,83,28,33,
TORRANCE,7150026B,2680,386,N,808,TOTAL,233,83,96,
TORRANCE,7150027A,2681,386,N,988,POLLING PLACE,221,75,84,
TORRANCE,7150027A,2681,386,N,,VBM PORTION,69,24,25,
TORRANCE,7150027A,2681,386,N,988,TOTAL,290,99,109,
TORRANCE,7150028A,2682,386,N,1037,POLLING PLACE,193,61,75,
TORRANCE,7150028A,2682,386,N,,VBM PORTION,106,31,27,
TORRANCE,7150028A,2682,386,N,1037,TOTAL,299,92,102,
TORRANCE,7150029A,2683,386,N,1116,POLLING PLACE,193,75,80,
TORRANCE,7150029A,2683,386,N,,VBM PORTION,131,57,41,
TORRANCE,7150029A,2683,386,N,1116,TOTAL,324,132,121,
TORRANCE,7150031B,2684,378,N,987,POLLING PLACE,235,77,78,
TORRANCE,7150031B,2684,378,N,,VBM PORTION,129,37,52,
TORRANCE,7150031B,2684,378,N,987,TOTAL,364,114,130,
TORRANCE,7150032A,2685,378,N,944,POLLING PLACE,218,69,86,
TORRANCE,7150032A,2685,378,N,,VBM PORTION,98,31,28,
TORRANCE,7150032A,2685,378,N,944,TOTAL,316,100,114,
TORRANCE,7150033A,2686,386,N,1270,POLLING PLACE,234,82,96,
TORRANCE,7150033A,2686,386,N,,VBM PORTION,100,30,38,
TORRANCE,7150033A,2686,386,N,1270,TOTAL,334,112,134,
TORRANCE,7150037A,2687,378,N,925,POLLING PLACE,264,74,112,
TORRANCE,7150037A,2687,378,N,,VBM PORTION,90,27,36,
TORRANCE,7150037A,2687,378,N,925,TOTAL,354,101,148,
TORRANCE,7150038A,2688,378,N,1174,POLLING PLACE,329,120,128,
TORRANCE,7150038A,2688,378,N,,VBM PORTION,190,41,84,
TORRANCE,7150038A,2688,378,N,1174,TOTAL,519,161,212,
TORRANCE,7150039A,2689,378,N,986,POLLING PLACE,142,54,56,
TORRANCE,7150039A,2689,378,N,,VBM PORTION,114,44,33,
TORRANCE,7150039A,2689,378,N,986,TOTAL,256,98,89,
TORRANCE,7150041A,2690,386,N,1204,POLLING PLACE,235,85,92,
TORRANCE,7150041A,2690,386,N,,VBM PORTION,155,50,62,
TORRANCE,7150041A,2690,386,N,1204,TOTAL,390,135,154,
TORRANCE,7150043A,6250,381,Y,45,POLLING PLACE,,,,
TORRANCE,7150043A,6250,381,Y,,VBM PORTION,5,,2,
TORRANCE,7150043A,6250,381,Y,45,TOTAL,5,,2,
TORRANCE,7150046A,2691,378,N,1266,POLLING PLACE,279,103,86,
TORRANCE,7150046A,2691,378,N,,VBM PORTION,121,37,54,
TORRANCE,7150046A,2691,378,N,1266,TOTAL,400,140,140,
TORRANCE,7150048A,2692,386,N,1316,POLLING PLACE,232,85,85,
TORRANCE,7150048A,2692,386,N,,VBM PORTION,87,23,35,
TORRANCE,7150048A,2692,386,N,1316,TOTAL,319,108,120,
TORRANCE,7150049A,2693,386,N,971,POLLING PLACE,240,68,100,
TORRANCE,7150049A,2693,386,N,,VBM PORTION,121,26,44,
TORRANCE,7150049A,2693,386,N,971,TOTAL,361,94,144,
TORRANCE,7150050A,2694,378,N,999,POLLING PLACE,209,63,80,
TORRANCE,7150050A,2694,378,N,,VBM PORTION,124,37,49,
TORRANCE,7150050A,2694,378,N,999,TOTAL,333,100,129,
TORRANCE,7150051B,2695,386,N,1075,POLLING PLACE,194,65,70,
TORRANCE,7150051B,2695,386,N,,VBM PORTION,113,40,40,
TORRANCE,7150051B,2695,386,N,1075,TOTAL,307,105,110,
TORRANCE,7150055A,2696,386,N,881,POLLING PLACE,179,54,78,
TORRANCE,7150055A,2696,386,N,,VBM PORTION,80,19,36,
TORRANCE,7150055A,2696,386,N,881,TOTAL,259,73,114,
TORRANCE,7150056A,2697,386,N,1011,POLLING PLACE,247,82,93,
TORRANCE,7150056A,2697,386,N,,VBM PORTION,114,34,30,
TORRANCE,7150056A,2697,386,N,1011,TOTAL,361,116,123,
TORRANCE,7150058A,2698,386,N,1131,POLLING PLACE,221,64,96,
TORRANCE,7150058A,2698,386,N,,VBM PORTION,98,43,37,
TORRANCE,7150058A,2698,386,N,1131,TOTAL,319,107,133,
TORRANCE,7150061A,2699,382,N,1247,POLLING PLACE,274,87,122,
TORRANCE,7150061A,2699,382,N,,VBM PORTION,124,39,52,
TORRANCE,7150061A,2699,382,N,1247,TOTAL,398,126,174,
TORRANCE,7150064A,2700,382,N,1254,POLLING PLACE,372,113,164,
TORRANCE,7150064A,2700,382,N,,VBM PORTION,165,40,51,
TORRANCE,7150064A,2700,382,N,1254,TOTAL,537,153,215,
TORRANCE,7150065A,2701,382,N,935,POLLING PLACE,181,62,67,
TORRANCE,7150065A,2701,382,N,,VBM PORTION,123,38,42,
TORRANCE,7150065A,2701,382,N,935,TOTAL,304,100,109,
TORRANCE,7150067A,2702,382,N,1299,POLLING PLACE,314,110,135,
TORRANCE,7150067A,2702,382,N,,VBM PORTION,181,50,78,
TORRANCE,7150067A,2702,382,N,1299,TOTAL,495,160,213,
TORRANCE,7150068B,2703,382,N,1125,POLLING PLACE,285,100,118,
TORRANCE,7150068B,2703,382,N,,VBM PORTION,134,41,51,
TORRANCE,7150068B,2703,382,N,1125,TOTAL,419,141,169,
TORRANCE,7150069A,2704,382,N,1110,POLLING PLACE,260,83,92,
TORRANCE,7150069A,2704,382,N,,VBM PORTION,114,34,43,
TORRANCE,7150069A,2704,382,N,1110,TOTAL,374,117,135,
TORRANCE,7150071A,2705,378,N,925,POLLING PLACE,296,94,108,
TORRANCE,7150071A,2705,378,N,,VBM PORTION,95,36,32,
TORRANCE,7150071A,2705,378,N,925,TOTAL,391,130,140,
TORRANCE,7150076A,2706,386,N,1054,POLLING PLACE,164,60,52,
TORRANCE,7150076A,2706,386,N,,VBM PORTION,166,58,46,
TORRANCE,7150076A,2706,386,N,1054,TOTAL,330,118,98,
TORRANCE,7150077A,2707,386,N,875,POLLING PLACE,187,50,79,
TORRANCE,7150077A,2707,386,N,,VBM PORTION,119,38,40,
TORRANCE,7150077A,2707,386,N,875,TOTAL,306,88,119,
TORRANCE,7150078D,2708,378,N,710,POLLING PLACE,148,45,65,
TORRANCE,7150078D,2708,378,N,,VBM PORTION,125,39,49,
TORRANCE,7150078D,2708,378,N,710,TOTAL,273,84,114,
TORRANCE,7150081B,2709,378,N,865,POLLING PLACE,237,76,93,
