LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,MARIO A GUERRA,TONY MENDOZA,
DOWNEY,1850064A,708,298,N,775,POLLING PLACE,99,27,64,
DOWNEY,1850064A,708,298,N,,VBM PORTION,38,15,23,
DOWNEY,1850064A,708,298,N,775,TOTAL,137,42,87,
DOWNEY,1850065A,709,298,N,992,POLLING PLACE,203,97,91,
DOWNEY,1850065A,709,298,N,,VBM PORTION,58,15,36,
DOWNEY,1850065A,709,298,N,992,TOTAL,261,112,127,
DOWNEY,1850067A,710,298,N,770,POLLING PLACE,170,101,62,
DOWNEY,1850067A,710,298,N,,VBM PORTION,48,30,17,
DOWNEY,1850067A,710,298,N,770,TOTAL,218,131,79,
DOWNEY,1850071A,711,298,N,900,POLLING PLACE,206,136,59,
DOWNEY,1850071A,711,298,N,,VBM PORTION,63,40,16,
DOWNEY,1850071A,711,298,N,900,TOTAL,269,176,75,
DOWNEY,1850073A,712,298,N,819,POLLING PLACE,192,120,67,
DOWNEY,1850073A,712,298,N,,VBM PORTION,75,45,24,
DOWNEY,1850073A,712,298,N,819,TOTAL,267,165,91,
DOWNEY,1850074B,713,297,N,670,POLLING PLACE,153,72,75,
DOWNEY,1850074B,713,297,N,,VBM PORTION,40,20,20,
DOWNEY,1850074B,713,297,N,670,TOTAL,193,92,95,
DOWNEY,1850076A,714,298,N,1096,POLLING PLACE,239,111,114,
DOWNEY,1850076A,714,298,N,,VBM PORTION,74,48,22,
DOWNEY,1850076A,714,298,N,1096,TOTAL,313,159,136,
DOWNEY,1850079A,715,299,N,1044,POLLING PLACE,290,172,103,
DOWNEY,1850079A,715,299,N,,VBM PORTION,57,43,12,
DOWNEY,1850079A,715,299,N,1044,TOTAL,347,215,115,
DOWNEY,1850080A,716,299,N,875,POLLING PLACE,202,125,66,
DOWNEY,1850080A,716,299,N,,VBM PORTION,50,33,16,
DOWNEY,1850080A,716,299,N,875,TOTAL,252,158,82,
DOWNEY,1850081A,717,299,N,1173,POLLING PLACE,211,107,96,
DOWNEY,1850081A,717,299,N,,VBM PORTION,72,45,24,
DOWNEY,1850081A,717,299,N,1173,TOTAL,283,152,120,
DOWNEY,1850082B,718,299,N,537,POLLING PLACE,104,50,48,
DOWNEY,1850082B,718,299,N,,VBM PORTION,63,33,28,
DOWNEY,1850082B,718,299,N,537,TOTAL,167,83,76,
DOWNEY,1850083A,719,298,N,1037,POLLING PLACE,239,102,125,
DOWNEY,1850083A,719,298,N,,VBM PORTION,51,31,15,
DOWNEY,1850083A,719,298,N,1037,TOTAL,290,133,140,
DOWNEY,1850089A,720,303,N,847,POLLING PLACE,151,76,67,
DOWNEY,1850089A,720,303,N,,VBM PORTION,40,19,18,
DOWNEY,1850089A,720,303,N,847,TOTAL,191,95,85,
DOWNEY,1850094A,721,303,N,398,POLLING PLACE,85,45,36,
DOWNEY,1850094A,721,303,N,,VBM PORTION,16,6,9,
DOWNEY,1850094A,721,303,N,398,TOTAL,101,51,45,
DOWNEY,1850102A,722,298,N,1055,POLLING PLACE,264,148,107,
DOWNEY,1850102A,722,298,N,,VBM PORTION,59,33,16,
DOWNEY,1850102A,722,298,N,1055,TOTAL,323,181,123,
DOWNEY,1850138A,723,298,N,767,POLLING PLACE,152,107,43,
DOWNEY,1850138A,723,298,N,,VBM PORTION,45,32,9,
DOWNEY,1850138A,723,298,N,767,TOTAL,197,139,52,
DOWNEY,1850150A,724,303,N,645,POLLING PLACE,117,62,47,
DOWNEY,1850150A,724,303,N,,VBM PORTION,21,9,12,
DOWNEY,1850150A,724,303,N,645,TOTAL,138,71,59,
DOWNEY,1850151A,725,303,N,1036,POLLING PLACE,214,119,87,
DOWNEY,1850151A,725,303,N,,VBM PORTION,92,65,22,
DOWNEY,1850151A,725,303,N,1036,TOTAL,306,184,109,
EAST WHITTIER,2050001F,6071,264,Y,33,POLLING PLACE,,,,
EAST WHITTIER,2050001F,6071,264,Y,,VBM PORTION,4,4,,
EAST WHITTIER,2050001F,6071,264,Y,33,TOTAL,4,4,,
EAST WHITTIER,2050048A,794,264,N,456,POLLING PLACE,122,86,33,
EAST WHITTIER,2050048A,794,264,N,,VBM PORTION,53,30,21,
EAST WHITTIER,2050048A,794,264,N,456,TOTAL,175,116,54,
EAST WHITTIER,2050063A,6072,255,Y,,POLLING PLACE,,,,
EAST WHITTIER,2050063A,6072,255,Y,,VBM PORTION,,,,
EAST WHITTIER,2050063A,6072,255,Y,,TOTAL,,,,
HACIENDA HEIGHTS,2630010A,1019,265,N,173,POLLING PLACE,14,4,9,
HACIENDA HEIGHTS,2630010A,1019,265,N,,VBM PORTION,18,8,10,
HACIENDA HEIGHTS,2630010A,1019,265,N,173,TOTAL,32,12,19,
HACIENDA HEIGHTS,2630016A,1020,266,N,1212,POLLING PLACE,220,87,116,
HACIENDA HEIGHTS,2630016A,1020,266,N,,VBM PORTION,125,70,37,
HACIENDA HEIGHTS,2630016A,1020,266,N,1212,TOTAL,345,157,153,
HACIENDA HEIGHTS,2630018A,1021,266,N,1348,POLLING PLACE,199,83,105,
HACIENDA HEIGHTS,2630018A,1021,266,N,,VBM PORTION,140,65,63,
HACIENDA HEIGHTS,2630018A,1021,266,N,1348,TOTAL,339,148,168,
HACIENDA HEIGHTS,2630023A,1022,266,N,864,POLLING PLACE,108,33,67,
HACIENDA HEIGHTS,2630023A,1022,266,N,,VBM PORTION,38,15,19,
HACIENDA HEIGHTS,2630023A,1022,266,N,864,TOTAL,146,48,86,
HACIENDA HEIGHTS,2630026A,1023,266,N,517,POLLING PLACE,78,21,51,
HACIENDA HEIGHTS,2630026A,1023,266,N,,VBM PORTION,23,7,15,
HACIENDA HEIGHTS,2630026A,1023,266,N,517,TOTAL,101,28,66,
HACIENDA HEIGHTS,2630036A,1024,266,N,742,POLLING PLACE,150,43,103,
HACIENDA HEIGHTS,2630036A,1024,266,N,,VBM PORTION,53,23,24,
HACIENDA HEIGHTS,2630036A,1024,266,N,742,TOTAL,203,66,127,
HACIENDA HEIGHTS,2630049A,1025,266,N,1065,POLLING PLACE,169,88,66,
HACIENDA HEIGHTS,2630049A,1025,266,N,,VBM PORTION,107,69,21,
HACIENDA HEIGHTS,2630049A,1025,266,N,1065,TOTAL,276,157,87,
HACIENDA HEIGHTS,2630062A,1026,266,N,1047,POLLING PLACE,161,59,94,
HACIENDA HEIGHTS,2630062A,1026,266,N,,VBM PORTION,61,25,27,
HACIENDA HEIGHTS,2630062A,1026,266,N,1047,TOTAL,222,84,121,
HACIENDA HEIGHTS,2630064A,1027,266,N,956,POLLING PLACE,151,64,74,
HACIENDA HEIGHTS,2630064A,1027,266,N,,VBM PORTION,66,30,27,
HACIENDA HEIGHTS,2630064A,1027,266,N,956,TOTAL,217,94,101,
HACIENDA HEIGHTS,2630066A,1028,266,N,1079,POLLING PLACE,201,95,94,
HACIENDA HEIGHTS,2630066A,1028,266,N,,VBM PORTION,95,47,34,
HACIENDA HEIGHTS,2630066A,1028,266,N,1079,TOTAL,296,142,128,
HACIENDA HEIGHTS,2630066B,1029,266,N,971,POLLING PLACE,157,66,79,
HACIENDA HEIGHTS,2630066B,1029,266,N,,VBM PORTION,56,25,26,
HACIENDA HEIGHTS,2630066B,1029,266,N,971,TOTAL,213,91,105,
HACIENDA HEIGHTS,2630081A,1030,266,N,756,POLLING PLACE,148,78,58,
HACIENDA HEIGHTS,2630081A,1030,266,N,,VBM PORTION,86,39,35,
HACIENDA HEIGHTS,2630081A,1030,266,N,756,TOTAL,234,117,93,
HACIENDA HEIGHTS,2630083A,1031,266,N,1083,POLLING PLACE,195,95,83,
HACIENDA HEIGHTS,2630083A,1031,266,N,,VBM PORTION,128,64,41,
HACIENDA HEIGHTS,2630083A,1031,266,N,1083,TOTAL,323,159,124,
HACIENDA HEIGHTS,2630093A,1032,266,N,886,POLLING PLACE,149,76,61,
HACIENDA HEIGHTS,2630093A,1032,266,N,,VBM PORTION,69,33,24,
HACIENDA HEIGHTS,2630093A,1032,266,N,886,TOTAL,218,109,85,
HACIENDA HEIGHTS,2630097A,1033,266,N,837,POLLING PLACE,153,48,93,
HACIENDA HEIGHTS,2630097A,1033,266,N,,VBM PORTION,45,25,15,
HACIENDA HEIGHTS,2630097A,1033,266,N,837,TOTAL,198,73,108,
HACIENDA HEIGHTS,2630142A,1034,266,N,1006,POLLING PLACE,122,64,51,
HACIENDA HEIGHTS,2630142A,1034,266,N,,VBM PORTION,163,86,48,
HACIENDA HEIGHTS,2630142A,1034,266,N,1006,TOTAL,285,150,99,
HACIENDA HEIGHTS,2630158C,1035,266,N,1096,POLLING PLACE,206,87,94,
HACIENDA HEIGHTS,2630158C,1035,266,N,,VBM PORTION,132,84,28,
HACIENDA HEIGHTS,2630158C,1035,266,N,1096,TOTAL,338,171,122,
HACIENDA HEIGHTS,2630172A,1036,266,N,1305,POLLING PLACE,182,75,94,
HACIENDA HEIGHTS,2630172A,1036,266,N,,VBM PORTION,140,75,53,
HACIENDA HEIGHTS,2630172A,1036,266,N,1305,TOTAL,322,150,147,
HACIENDA HEIGHTS,2630177A,1037,266,N,703,POLLING PLACE,108,49,54,
HACIENDA HEIGHTS,2630177A,1037,266,N,,VBM PORTION,92,51,34,
HACIENDA HEIGHTS,2630177A,1037,266,N,703,TOTAL,200,100,88,
HACIENDA HEIGHTS,2630179A,1038,266,N,1088,POLLING PLACE,123,59,52,
HACIENDA HEIGHTS,2630179A,1038,266,N,,VBM PORTION,113,56,31,
HACIENDA HEIGHTS,2630179A,1038,266,N,1088,TOTAL,236,115,83,
HACIENDA HEIGHTS,2630190A,1039,266,N,1005,POLLING PLACE,182,84,92,
HACIENDA HEIGHTS,2630190A,1039,266,N,,VBM PORTION,95,52,29,
HACIENDA HEIGHTS,2630190A,1039,266,N,1005,TOTAL,277,136,121,
HACIENDA HEIGHTS,2630191B,1040,266,N,746,POLLING PLACE,100,41,53,
HACIENDA HEIGHTS,2630191B,1040,266,N,,VBM PORTION,48,20,20,
HACIENDA HEIGHTS,2630191B,1040,266,N,746,TOTAL,148,61,73,
HACIENDA HEIGHTS,2630192A,1041,266,N,941,POLLING PLACE,174,73,93,
HACIENDA HEIGHTS,2630192A,1041,266,N,,VBM PORTION,73,38,27,
HACIENDA HEIGHTS,2630192A,1041,266,N,941,TOTAL,247,111,120,
HACIENDA HEIGHTS,2630193C,1042,266,N,1167,POLLING PLACE,188,75,102,
HACIENDA HEIGHTS,2630193C,1042,266,N,,VBM PORTION,68,31,26,
HACIENDA HEIGHTS,2630193C,1042,266,N,1167,TOTAL,256,106,128,
HACIENDA HEIGHTS,2630195A,1043,266,N,1019,POLLING PLACE,239,102,125,
HACIENDA HEIGHTS,2630195A,1043,266,N,,VBM PORTION,81,38,32,
HACIENDA HEIGHTS,2630195A,1043,266,N,1019,TOTAL,320,140,157,
HACIENDA HEIGHTS,2630199A,1044,266,N,1151,POLLING PLACE,213,129,69,
HACIENDA HEIGHTS,2630199A,1044,266,N,,VBM PORTION,107,64,28,
HACIENDA HEIGHTS,2630199A,1044,266,N,1151,TOTAL,320,193,97,
HACIENDA HEIGHTS,2630202A,1045,266,N,1125,POLLING PLACE,206,98,97,
HACIENDA HEIGHTS,2630202A,1045,266,N,,VBM PORTION,116,61,35,
HACIENDA HEIGHTS,2630202A,1045,266,N,1125,TOTAL,322,159,132,
HACIENDA HEIGHTS,2630205A,1046,266,N,1214,POLLING PLACE,177,89,75,
HACIENDA HEIGHTS,2630205A,1046,266,N,,VBM PORTION,151,87,44,
HACIENDA HEIGHTS,2630205A,1046,266,N,1214,TOTAL,328,176,119,
HACIENDA HEIGHTS,2630206A,1047,266,N,969,POLLING PLACE,132,45,82,
HACIENDA HEIGHTS,2630206A,1047,266,N,,VBM PORTION,69,25,36,
HACIENDA HEIGHTS,2630206A,1047,266,N,969,TOTAL,201,70,118,
HAWAIIAN GARDENS,2650001A,1048,341,N,1132,POLLING PLACE,149,43,91,
HAWAIIAN GARDENS,2650001A,1048,341,N,,VBM PORTION,99,33,59,
HAWAIIAN GARDENS,2650001A,1048,341,N,1132,TOTAL,248,76,150,
HAWAIIAN GARDENS,2650004A,1049,341,N,1236,POLLING PLACE,174,57,111,
HAWAIIAN GARDENS,2650004A,1049,341,N,,VBM PORTION,80,43,29,
HAWAIIAN GARDENS,2650004A,1049,341,N,1236,TOTAL,254,100,140,
HAWAIIAN GARDENS,2650005A,1050,341,N,1177,POLLING PLACE,182,44,128,
HAWAIIAN GARDENS,2650005A,1050,341,N,,VBM PORTION,51,13,24,
HAWAIIAN GARDENS,2650005A,1050,341,N,1177,TOTAL,233,57,152,
HAWAIIAN GARDENS,2650006A,1051,341,N,891,POLLING PLACE,99,24,67,
HAWAIIAN GARDENS,2650006A,1051,341,N,,VBM PORTION,30,7,21,
HAWAIIAN GARDENS,2650006A,1051,341,N,891,TOTAL,129,31,88,
HAWAIIAN GARDENS,2650006B,6093,342,Y,,POLLING PLACE,,,,
HAWAIIAN GARDENS,2650006B,6093,342,Y,,VBM PORTION,,,,
HAWAIIAN GARDENS,2650006B,6093,342,Y,,TOTAL,,,,
LA HABRA HEIGHTS,3230001A,1195,264,N,508,POLLING PLACE,109,67,35,
LA HABRA HEIGHTS,3230001A,1195,264,N,,VBM PORTION,59,40,17,
LA HABRA HEIGHTS,3230001A,1195,264,N,508,TOTAL,168,107,52,
LA HABRA HEIGHTS,3230003A,1196,264,N,894,POLLING PLACE,235,159,62,
LA HABRA HEIGHTS,3230003A,1196,264,N,,VBM PORTION,126,92,28,
LA HABRA HEIGHTS,3230003A,1196,264,N,894,TOTAL,361,251,90,
LA HABRA HEIGHTS,3230004A,1197,264,N,994,POLLING PLACE,210,115,67,
LA HABRA HEIGHTS,3230004A,1197,264,N,,VBM PORTION,171,116,45,
LA HABRA HEIGHTS,3230004A,1197,264,N,994,TOTAL,381,231,112,
LA HABRA HEIGHTS,3230006A,1198,264,N,857,POLLING PLACE,170,119,43,
LA HABRA HEIGHTS,3230006A,1198,264,N,,VBM PORTION,111,87,21,
LA HABRA HEIGHTS,3230006A,1198,264,N,857,TOTAL,281,206,64,
LA HABRA HEIGHTS,3230009A,1199,263,N,362,POLLING PLACE,95,69,25,
LA HABRA HEIGHTS,3230009A,1199,263,N,,VBM PORTION,54,41,13,
LA HABRA HEIGHTS,3230009A,1199,263,N,362,TOTAL,149,110,38,
LA MIRADA,3300001A,1200,252,N,1018,POLLING PLACE,254,124,104,
LA MIRADA,3300001A,1200,252,N,,VBM PORTION,77,49,24,
LA MIRADA,3300001A,1200,252,N,1018,TOTAL,331,173,128,
LA MIRADA,3300003A,1201,252,N,1227,POLLING PLACE,280,167,98,
LA MIRADA,3300003A,1201,252,N,,VBM PORTION,102,58,38,
LA MIRADA,3300003A,1201,252,N,1227,TOTAL,382,225,136,
LA MIRADA,3300006A,1202,252,N,956,POLLING PLACE,204,109,76,
LA MIRADA,3300006A,1202,252,N,,VBM PORTION,113,61,34,
LA MIRADA,3300006A,1202,252,N,956,TOTAL,317,170,110,
LA MIRADA,3300007A,1203,252,N,1182,POLLING PLACE,297,157,122,
LA MIRADA,3300007A,1203,252,N,,VBM PORTION,102,62,34,
LA MIRADA,3300007A,1203,252,N,1182,TOTAL,399,219,156,
LA MIRADA,3300008C,1204,252,N,997,POLLING PLACE,252,131,102,
LA MIRADA,3300008C,1204,252,N,,VBM PORTION,74,46,25,
LA MIRADA,3300008C,1204,252,N,997,TOTAL,326,177,127,
LA MIRADA,3300009A,1205,252,N,677,POLLING PLACE,132,88,40,
LA MIRADA,3300009A,1205,252,N,,VBM PORTION,46,25,18,
LA MIRADA,3300009A,1205,252,N,677,TOTAL,178,113,58,
LA MIRADA,3300010A,1206,252,N,1313,POLLING PLACE,260,143,103,
LA MIRADA,3300010A,1206,252,N,,VBM PORTION,118,72,44,
LA MIRADA,3300010A,1206,252,N,1313,TOTAL,378,215,147,
LA MIRADA,3300012A,6116,257,Y,,POLLING PLACE,,,,
LA MIRADA,3300012A,6116,257,Y,,VBM PORTION,,,,
LA MIRADA,3300012A,6116,257,Y,,TOTAL,,,,
LA MIRADA,3300014A,1207,252,N,1011,POLLING PLACE,157,81,57,
LA MIRADA,3300014A,1207,252,N,,VBM PORTION,80,53,21,
LA MIRADA,3300014A,1207,252,N,1011,TOTAL,237,134,78,
LA MIRADA,3300015A,1208,260,N,1146,POLLING PLACE,249,141,86,
LA MIRADA,3300015A,1208,260,N,,VBM PORTION,72,39,29,
LA MIRADA,3300015A,1208,260,N,1146,TOTAL,321,180,115,
LA MIRADA,3300017A,1209,260,N,1028,POLLING PLACE,243,156,79,
LA MIRADA,3300017A,1209,260,N,,VBM PORTION,125,78,38,
LA MIRADA,3300017A,1209,260,N,1028,TOTAL,368,234,117,
LA MIRADA,3300019A,1210,252,N,773,POLLING PLACE,197,137,56,
LA MIRADA,3300019A,1210,252,N,,VBM PORTION,108,80,21,
LA MIRADA,3300019A,1210,252,N,773,TOTAL,305,217,77,
LA MIRADA,3300020A,1211,252,N,860,POLLING PLACE,206,109,87,
LA MIRADA,3300020A,1211,252,N,,VBM PORTION,50,30,18,
LA MIRADA,3300020A,1211,252,N,860,TOTAL,256,139,105,
LA MIRADA,3300022A,1212,252,N,693,POLLING PLACE,126,65,55,
LA MIRADA,3300022A,1212,252,N,,VBM PORTION,72,47,20,
LA MIRADA,3300022A,1212,252,N,693,TOTAL,198,112,75,
LA MIRADA,3300023A,1213,252,N,904,POLLING PLACE,186,127,52,
LA MIRADA,3300023A,1213,252,N,,VBM PORTION,65,35,23,
LA MIRADA,3300023A,1213,252,N,904,TOTAL,251,162,75,
LA MIRADA,3300025A,1214,252,N,736,POLLING PLACE,174,87,81,
LA MIRADA,3300025A,1214,252,N,,VBM PORTION,51,34,11,
LA MIRADA,3300025A,1214,252,N,736,TOTAL,225,121,92,
LA MIRADA,3300025C,6117,248,Y,8,POLLING PLACE,,,,
LA MIRADA,3300025C,6117,248,Y,,VBM PORTION,2,2,,
LA MIRADA,3300025C,6117,248,Y,8,TOTAL,2,2,,
LA MIRADA,3300026A,1215,252,N,822,POLLING PLACE,177,108,63,
LA MIRADA,3300026A,1215,252,N,,VBM PORTION,74,41,27,
LA MIRADA,3300026A,1215,252,N,822,TOTAL,251,149,90,
LA MIRADA,3300029A,1216,252,N,1019,POLLING PLACE,214,124,75,
LA MIRADA,3300029A,1216,252,N,,VBM PORTION,65,39,23,
LA MIRADA,3300029A,1216,252,N,1019,TOTAL,279,163,98,
LA MIRADA,3300034A,1217,252,N,1218,POLLING PLACE,211,122,77,
LA MIRADA,3300034A,1217,252,N,,VBM PORTION,102,53,41,
LA MIRADA,3300034A,1217,252,N,1218,TOTAL,313,175,118,
LA MIRADA,3300040A,1218,252,N,991,POLLING PLACE,210,130,71,
LA MIRADA,3300040A,1218,252,N,,VBM PORTION,106,73,20,
LA MIRADA,3300040A,1218,252,N,991,TOTAL,316,203,91,
LA MIRADA,3300042A,1219,252,N,1108,POLLING PLACE,213,125,80,
LA MIRADA,3300042A,1219,252,N,,VBM PORTION,86,52,30,
LA MIRADA,3300042A,1219,252,N,1108,TOTAL,299,177,110,
LA MIRADA,3300044A,1220,252,N,1164,POLLING PLACE,227,138,78,
LA MIRADA,3300044A,1220,252,N,,VBM PORTION,84,50,31,
LA MIRADA,3300044A,1220,252,N,1164,TOTAL,311,188,109,
LA MIRADA,3300045A,1221,252,N,1175,POLLING PLACE,348,207,98,
LA MIRADA,3300045A,1221,252,N,,VBM PORTION,130,74,43,
LA MIRADA,3300045A,1221,252,N,1175,TOTAL,478,281,141,
LA MIRADA,3300056A,1222,252,N,556,POLLING PLACE,162,88,62,
LA MIRADA,3300056A,1222,252,N,,VBM PORTION,121,70,45,
LA MIRADA,3300056A,1222,252,N,556,TOTAL,283,158,107,
LA MIRADA,3300070A,1223,252,N,1066,POLLING PLACE,238,102,124,
LA MIRADA,3300070A,1223,252,N,,VBM PORTION,62,32,19,
LA MIRADA,3300070A,1223,252,N,1066,TOTAL,300,134,143,
LA MIRADA,3300072A,1224,252,N,1267,POLLING PLACE,237,89,115,
LA MIRADA,3300072A,1224,252,N,,VBM PORTION,82,43,33,
LA MIRADA,3300072A,1224,252,N,1267,TOTAL,319,132,148,
LA MIRADA,3300073A,1225,252,N,1176,POLLING PLACE,211,90,111,
LA MIRADA,3300073A,1225,252,N,,VBM PORTION,63,33,28,
LA MIRADA,3300073A,1225,252,N,1176,TOTAL,274,123,139,
LAKEWOOD,3450002A,1270,341,N,1042,POLLING PLACE,186,101,80,
LAKEWOOD,3450002A,1270,341,N,,VBM PORTION,74,40,30,
LAKEWOOD,3450002A,1270,341,N,1042,TOTAL,260,141,110,
LAKEWOOD,3450003A,1271,342,N,794,POLLING PLACE,194,99,85,
LAKEWOOD,3450003A,1271,342,N,,VBM PORTION,52,30,18,
LAKEWOOD,3450003A,1271,342,N,794,TOTAL,246,129,103,
LAKEWOOD,3450004A,1272,342,N,910,POLLING PLACE,187,96,79,
LAKEWOOD,3450004A,1272,342,N,,VBM PORTION,67,47,17,
LAKEWOOD,3450004A,1272,342,N,910,TOTAL,254,143,96,
LAKEWOOD,3450008A,1274,342,N,829,POLLING PLACE,172,89,74,
LAKEWOOD,3450008A,1274,342,N,,VBM PORTION,47,23,20,
LAKEWOOD,3450008A,1274,342,N,829,TOTAL,219,112,94,
LAKEWOOD,3450009A,1275,342,N,837,POLLING PLACE,164,87,69,
LAKEWOOD,3450009A,1275,342,N,,VBM PORTION,50,27,21,
LAKEWOOD,3450009A,1275,342,N,837,TOTAL,214,114,90,
LAKEWOOD,3450010A,1276,342,N,1147,POLLING PLACE,286,177,94,
LAKEWOOD,3450010A,1276,342,N,,VBM PORTION,91,57,29,
LAKEWOOD,3450010A,1276,342,N,1147,TOTAL,377,234,123,
LAKEWOOD,3450016A,1279,342,N,1092,POLLING PLACE,230,114,89,
LAKEWOOD,3450016A,1279,342,N,,VBM PORTION,75,54,19,
LAKEWOOD,3450016A,1279,342,N,1092,TOTAL,305,168,108,
LAKEWOOD,3450019A,1280,342,N,1200,POLLING PLACE,242,136,85,
LAKEWOOD,3450019A,1280,342,N,,VBM PORTION,112,70,33,
LAKEWOOD,3450019A,1280,342,N,1200,TOTAL,354,206,118,
LAKEWOOD,3450021A,1282,342,N,1118,POLLING PLACE,256,137,104,
LAKEWOOD,3450021A,1282,342,N,,VBM PORTION,70,38,27,
LAKEWOOD,3450021A,1282,342,N,1118,TOTAL,326,175,131,
LAKEWOOD,3450023A,1283,342,N,1220,POLLING PLACE,252,132,109,
LAKEWOOD,3450023A,1283,342,N,,VBM PORTION,82,48,32,
LAKEWOOD,3450023A,1283,342,N,1220,TOTAL,334,180,141,
LAKEWOOD,3450028A,1285,342,N,925,POLLING PLACE,221,123,87,
LAKEWOOD,3450028A,1285,342,N,,VBM PORTION,78,56,20,
LAKEWOOD,3450028A,1285,342,N,925,TOTAL,299,179,107,
LAKEWOOD,3450053A,1299,343,N,772,POLLING PLACE,160,81,68,
LAKEWOOD,3450053A,1299,343,N,,VBM PORTION,63,35,23,
LAKEWOOD,3450053A,1299,343,N,772,TOTAL,223,116,91,
LAKEWOOD,3450054A,1300,343,N,836,POLLING PLACE,198,124,57,
LAKEWOOD,3450054A,1300,343,N,,VBM PORTION,51,29,16,
LAKEWOOD,3450054A,1300,343,N,836,TOTAL,249,153,73,
LAKEWOOD,3450055A,1301,343,N,1387,POLLING PLACE,309,167,129,
LAKEWOOD,3450055A,1301,343,N,,VBM PORTION,99,61,31,
LAKEWOOD,3450055A,1301,343,N,1387,TOTAL,408,228,160,
LAKEWOOD,3450059B,1302,342,N,1341,POLLING PLACE,297,154,127,
LAKEWOOD,3450059B,1302,342,N,,VBM PORTION,131,68,55,
LAKEWOOD,3450059B,1302,342,N,1341,TOTAL,428,222,182,
LAKEWOOD,3450060A,1303,342,N,1026,POLLING PLACE,211,115,86,
LAKEWOOD,3450060A,1303,342,N,,VBM PORTION,98,62,32,
LAKEWOOD,3450060A,1303,342,N,1026,TOTAL,309,177,118,
LAKEWOOD,3450062A,1304,343,N,984,POLLING PLACE,251,117,111,
LAKEWOOD,3450062A,1304,343,N,,VBM PORTION,76,48,24,
LAKEWOOD,3450062A,1304,343,N,984,TOTAL,327,165,135,
LAKEWOOD,3450064A,1305,343,N,811,POLLING PLACE,173,108,57,
LAKEWOOD,3450064A,1305,343,N,,VBM PORTION,78,43,29,
LAKEWOOD,3450064A,1305,343,N,811,TOTAL,251,151,86,
LAKEWOOD,3450066A,1306,343,N,712,POLLING PLACE,147,70,64,
LAKEWOOD,3450066A,1306,343,N,,VBM PORTION,33,21,7,
LAKEWOOD,3450066A,1306,343,N,712,TOTAL,180,91,71,
LAKEWOOD,3450067A,1307,342,N,1383,POLLING PLACE,327,172,146,
LAKEWOOD,3450067A,1307,342,N,,VBM PORTION,145,73,58,
LAKEWOOD,3450067A,1307,342,N,1383,TOTAL,472,245,204,
LAKEWOOD,3450070A,1308,341,N,656,POLLING PLACE,112,46,56,
LAKEWOOD,3450070A,1308,341,N,,VBM PORTION,63,30,30,
LAKEWOOD,3450070A,1308,341,N,656,TOTAL,175,76,86,
LAKEWOOD,3450072A,1309,340,N,385,POLLING PLACE,63,17,42,
LAKEWOOD,3450072A,1309,340,N,,VBM PORTION,34,10,19,
LAKEWOOD,3450072A,1309,340,N,385,TOTAL,97,27,61,
LAKEWOOD,3450073A,1310,340,N,1096,POLLING PLACE,166,52,106,
LAKEWOOD,3450073A,1310,340,N,,VBM PORTION,49,28,17,
LAKEWOOD,3450073A,1310,340,N,1096,TOTAL,215,80,123,
LAKEWOOD,3450073D,1311,340,N,476,POLLING PLACE,50,10,39,
LAKEWOOD,3450073D,1311,340,N,,VBM PORTION,18,3,14,
LAKEWOOD,3450073D,1311,340,N,476,TOTAL,68,13,53,
LAKEWOOD,3450076A,1312,341,N,956,POLLING PLACE,177,67,101,
LAKEWOOD,3450076A,1312,341,N,,VBM PORTION,78,37,38,
LAKEWOOD,3450076A,1312,341,N,956,TOTAL,255,104,139,
LAKEWOOD,3450079A,1313,341,N,1120,POLLING PLACE,170,62,102,
LAKEWOOD,3450079A,1313,341,N,,VBM PORTION,55,30,23,
LAKEWOOD,3450079A,1313,341,N,1120,TOTAL,225,92,125,
LAKEWOOD,3450080A,1314,341,N,1248,POLLING PLACE,268,103,140,
LAKEWOOD,3450080A,1314,341,N,,VBM PORTION,84,42,35,
LAKEWOOD,3450080A,1314,341,N,1248,TOTAL,352,145,175,
LAKEWOOD,3450091A,1315,341,N,1027,POLLING PLACE,157,54,92,
LAKEWOOD,3450091A,1315,341,N,,VBM PORTION,59,32,26,
LAKEWOOD,3450091A,1315,341,N,1027,TOTAL,216,86,118,
LAKEWOOD,3450092A,1316,341,N,1116,POLLING PLACE,195,71,112,
LAKEWOOD,3450092A,1316,341,N,,VBM PORTION,43,22,21,
LAKEWOOD,3450092A,1316,341,N,1116,TOTAL,238,93,133,
LOS NIETOS,3900005A,1664,261,N,610,POLLING PLACE,115,40,74,
LOS NIETOS,3900005A,1664,261,N,,VBM PORTION,25,10,15,
LOS NIETOS,3900005A,1664,261,N,610,TOTAL,140,50,89,
LOS NIETOS,3900006A,1665,261,N,1040,POLLING PLACE,188,68,109,
LOS NIETOS,3900006A,1665,261,N,,VBM PORTION,48,23,25,
LOS NIETOS,3900006A,1665,261,N,1040,TOTAL,236,91,134,
LOS NIETOS,3900007A,1666,261,N,1032,POLLING PLACE,169,56,107,
LOS NIETOS,3900007A,1666,261,N,,VBM PORTION,43,13,26,
LOS NIETOS,3900007A,1666,261,N,1032,TOTAL,212,69,133,
LOS NIETOS,3900008A,1667,262,N,599,POLLING PLACE,111,22,75,
