LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BEN ALLEN,SANDRA FLUKE,
RANCHO PALOS VERDES,5530048A,2186,379,N,1366,POLLING PLACE,300,187,73,
RANCHO PALOS VERDES,5530048A,2186,379,N,,VBM PORTION,263,158,65,
RANCHO PALOS VERDES,5530048A,2186,379,N,1366,TOTAL,563,345,138,
RANCHO PALOS VERDES,5530055A,2187,379,N,799,POLLING PLACE,194,117,50,
RANCHO PALOS VERDES,5530055A,2187,379,N,,VBM PORTION,112,52,32,
RANCHO PALOS VERDES,5530055A,2187,379,N,799,TOTAL,306,169,82,
RANCHO PALOS VERDES,5530059A,2188,379,N,1111,POLLING PLACE,220,128,50,
RANCHO PALOS VERDES,5530059A,2188,379,N,,VBM PORTION,123,67,30,
RANCHO PALOS VERDES,5530059A,2188,379,N,1111,TOTAL,343,195,80,
RANCHO PALOS VERDES,5530080A,2189,379,N,712,POLLING PLACE,179,90,56,
RANCHO PALOS VERDES,5530080A,2189,379,N,,VBM PORTION,106,57,27,
RANCHO PALOS VERDES,5530080A,2189,379,N,712,TOTAL,285,147,83,
RANCHO PALOS VERDES,5530081B,2190,379,N,1015,POLLING PLACE,201,106,58,
RANCHO PALOS VERDES,5530081B,2190,379,N,,VBM PORTION,136,79,36,
RANCHO PALOS VERDES,5530081B,2190,379,N,1015,TOTAL,337,185,94,
RANCHO PALOS VERDES,5530082A,2191,379,N,811,POLLING PLACE,171,94,58,
RANCHO PALOS VERDES,5530082A,2191,379,N,,VBM PORTION,98,45,42,
RANCHO PALOS VERDES,5530082A,2191,379,N,811,TOTAL,269,139,100,
RANCHO PALOS VERDES,5530085A,2192,379,N,888,POLLING PLACE,206,125,53,
RANCHO PALOS VERDES,5530085A,2192,379,N,,VBM PORTION,106,59,26,
RANCHO PALOS VERDES,5530085A,2192,379,N,888,TOTAL,312,184,79,
RANCHO PALOS VERDES,5530086A,2193,379,N,802,POLLING PLACE,191,85,72,
RANCHO PALOS VERDES,5530086A,2193,379,N,,VBM PORTION,82,42,35,
RANCHO PALOS VERDES,5530086A,2193,379,N,802,TOTAL,273,127,107,
REDONDO BEACH,5550001A,2194,374,N,966,POLLING PLACE,176,102,52,
REDONDO BEACH,5550001A,2194,374,N,,VBM PORTION,110,68,25,
REDONDO BEACH,5550001A,2194,374,N,966,TOTAL,286,170,77,
REDONDO BEACH,5550004A,2195,374,N,819,POLLING PLACE,179,98,55,
REDONDO BEACH,5550004A,2195,374,N,,VBM PORTION,111,53,40,
REDONDO BEACH,5550004A,2195,374,N,819,TOTAL,290,151,95,
REDONDO BEACH,5550005A,2196,374,N,899,POLLING PLACE,239,128,77,
REDONDO BEACH,5550005A,2196,374,N,,VBM PORTION,92,50,27,
REDONDO BEACH,5550005A,2196,374,N,899,TOTAL,331,178,104,
REDONDO BEACH,5550006A,2197,374,N,1005,POLLING PLACE,210,117,61,
REDONDO BEACH,5550006A,2197,374,N,,VBM PORTION,125,77,27,
REDONDO BEACH,5550006A,2197,374,N,1005,TOTAL,335,194,88,
REDONDO BEACH,5550010A,2198,374,N,832,POLLING PLACE,192,109,47,
REDONDO BEACH,5550010A,2198,374,N,,VBM PORTION,105,62,26,
REDONDO BEACH,5550010A,2198,374,N,832,TOTAL,297,171,73,
REDONDO BEACH,5550012A,2199,374,N,981,POLLING PLACE,190,98,62,
REDONDO BEACH,5550012A,2199,374,N,,VBM PORTION,108,53,37,
REDONDO BEACH,5550012A,2199,374,N,981,TOTAL,298,151,99,
REDONDO BEACH,5550013A,2200,374,N,911,POLLING PLACE,269,136,86,
REDONDO BEACH,5550013A,2200,374,N,,VBM PORTION,99,41,40,
REDONDO BEACH,5550013A,2200,374,N,911,TOTAL,368,177,126,
REDONDO BEACH,5550014A,2201,374,N,1244,POLLING PLACE,283,136,105,
REDONDO BEACH,5550014A,2201,374,N,,VBM PORTION,162,77,61,
REDONDO BEACH,5550014A,2201,374,N,1244,TOTAL,445,213,166,
REDONDO BEACH,5550015A,2202,374,N,883,POLLING PLACE,207,138,51,
REDONDO BEACH,5550015A,2202,374,N,,VBM PORTION,91,55,22,
REDONDO BEACH,5550015A,2202,374,N,883,TOTAL,298,193,73,
REDONDO BEACH,5550016A,2203,374,N,1227,POLLING PLACE,289,150,99,
REDONDO BEACH,5550016A,2203,374,N,,VBM PORTION,132,62,38,
REDONDO BEACH,5550016A,2203,374,N,1227,TOTAL,421,212,137,
REDONDO BEACH,5550017A,2204,374,N,1224,POLLING PLACE,255,137,80,
REDONDO BEACH,5550017A,2204,374,N,,VBM PORTION,134,66,52,
REDONDO BEACH,5550017A,2204,374,N,1224,TOTAL,389,203,132,
REDONDO BEACH,5550019A,2205,374,N,1390,POLLING PLACE,297,160,92,
REDONDO BEACH,5550019A,2205,374,N,,VBM PORTION,172,93,46,
REDONDO BEACH,5550019A,2205,374,N,1390,TOTAL,469,253,138,
REDONDO BEACH,5550024A,2206,374,N,1272,POLLING PLACE,271,144,88,
REDONDO BEACH,5550024A,2206,374,N,,VBM PORTION,101,48,33,
REDONDO BEACH,5550024A,2206,374,N,1272,TOTAL,372,192,121,
REDONDO BEACH,5550029A,2207,374,N,936,POLLING PLACE,256,128,89,
REDONDO BEACH,5550029A,2207,374,N,,VBM PORTION,82,55,17,
REDONDO BEACH,5550029A,2207,374,N,936,TOTAL,338,183,106,
REDONDO BEACH,5550030A,2208,374,N,971,POLLING PLACE,259,122,94,
REDONDO BEACH,5550030A,2208,374,N,,VBM PORTION,133,73,44,
REDONDO BEACH,5550030A,2208,374,N,971,TOTAL,392,195,138,
REDONDO BEACH,5550032A,2209,374,N,1047,POLLING PLACE,236,121,73,
REDONDO BEACH,5550032A,2209,374,N,,VBM PORTION,90,47,27,
REDONDO BEACH,5550032A,2209,374,N,1047,TOTAL,326,168,100,
REDONDO BEACH,5550035A,2210,374,N,1129,POLLING PLACE,183,90,65,
REDONDO BEACH,5550035A,2210,374,N,,VBM PORTION,135,62,56,
REDONDO BEACH,5550035A,2210,374,N,1129,TOTAL,318,152,121,
REDONDO BEACH,5550036A,2211,374,N,996,POLLING PLACE,177,105,56,
REDONDO BEACH,5550036A,2211,374,N,,VBM PORTION,37,17,13,
REDONDO BEACH,5550036A,2211,374,N,996,TOTAL,214,122,69,
REDONDO BEACH,5550038A,2212,374,N,1049,POLLING PLACE,199,96,67,
REDONDO BEACH,5550038A,2212,374,N,,VBM PORTION,112,59,41,
REDONDO BEACH,5550038A,2212,374,N,1049,TOTAL,311,155,108,
REDONDO BEACH,5550041A,2213,374,N,1367,POLLING PLACE,269,122,106,
REDONDO BEACH,5550041A,2213,374,N,,VBM PORTION,93,38,41,
REDONDO BEACH,5550041A,2213,374,N,1367,TOTAL,362,160,147,
REDONDO BEACH,5550042A,2214,374,N,1047,POLLING PLACE,282,151,85,
REDONDO BEACH,5550042A,2214,374,N,,VBM PORTION,114,44,55,
REDONDO BEACH,5550042A,2214,374,N,1047,TOTAL,396,195,140,
REDONDO BEACH,5550045A,2215,374,N,1279,POLLING PLACE,286,151,98,
REDONDO BEACH,5550045A,2215,374,N,,VBM PORTION,94,49,34,
REDONDO BEACH,5550045A,2215,374,N,1279,TOTAL,380,200,132,
REDONDO BEACH,5550046A,2216,374,N,1197,POLLING PLACE,256,125,99,
REDONDO BEACH,5550046A,2216,374,N,,VBM PORTION,109,60,31,
REDONDO BEACH,5550046A,2216,374,N,1197,TOTAL,365,185,130,
REDONDO BEACH,5550050A,2217,374,N,960,POLLING PLACE,166,82,59,
REDONDO BEACH,5550050A,2217,374,N,,VBM PORTION,86,49,27,
REDONDO BEACH,5550050A,2217,374,N,960,TOTAL,252,131,86,
REDONDO BEACH,5550051A,2218,374,N,933,POLLING PLACE,210,120,67,
REDONDO BEACH,5550051A,2218,374,N,,VBM PORTION,46,25,17,
REDONDO BEACH,5550051A,2218,374,N,933,TOTAL,256,145,84,
REDONDO BEACH,5550056A,2219,374,N,1293,POLLING PLACE,366,205,112,
REDONDO BEACH,5550056A,2219,374,N,,VBM PORTION,161,91,48,
REDONDO BEACH,5550056A,2219,374,N,1293,TOTAL,527,296,160,
REDONDO BEACH,5550058A,2220,374,N,1363,POLLING PLACE,298,153,105,
REDONDO BEACH,5550058A,2220,374,N,,VBM PORTION,99,49,28,
REDONDO BEACH,5550058A,2220,374,N,1363,TOTAL,397,202,133,
REDONDO BEACH,5550063B,2221,374,N,1078,POLLING PLACE,217,125,69,
REDONDO BEACH,5550063B,2221,374,N,,VBM PORTION,106,47,44,
REDONDO BEACH,5550063B,2221,374,N,1078,TOTAL,323,172,113,
REDONDO BEACH,5550069A,2222,374,N,1243,POLLING PLACE,220,128,63,
REDONDO BEACH,5550069A,2222,374,N,,VBM PORTION,168,76,54,
REDONDO BEACH,5550069A,2222,374,N,1243,TOTAL,388,204,117,
REDONDO BEACH,5550070A,2223,374,N,1023,POLLING PLACE,207,113,58,
REDONDO BEACH,5550070A,2223,374,N,,VBM PORTION,150,74,51,
REDONDO BEACH,5550070A,2223,374,N,1023,TOTAL,357,187,109,
REDONDO BEACH,5550090A,2224,374,N,799,POLLING PLACE,164,83,58,
REDONDO BEACH,5550090A,2224,374,N,,VBM PORTION,81,53,17,
REDONDO BEACH,5550090A,2224,374,N,799,TOTAL,245,136,75,
REDONDO BEACH,5550091A,2225,374,N,892,POLLING PLACE,166,104,45,
REDONDO BEACH,5550091A,2225,374,N,,VBM PORTION,105,55,35,
REDONDO BEACH,5550091A,2225,374,N,892,TOTAL,271,159,80,
REDONDO BEACH,5550092A,2226,374,N,1261,POLLING PLACE,270,148,79,
REDONDO BEACH,5550092A,2226,374,N,,VBM PORTION,111,60,33,
REDONDO BEACH,5550092A,2226,374,N,1261,TOTAL,381,208,112,
REDONDO BEACH,5550093B,2227,374,N,1341,POLLING PLACE,327,164,110,
REDONDO BEACH,5550093B,2227,374,N,,VBM PORTION,129,54,47,
REDONDO BEACH,5550093B,2227,374,N,1341,TOTAL,456,218,157,
REDONDO BEACH,5550094A,2228,374,N,1013,POLLING PLACE,214,110,67,
REDONDO BEACH,5550094A,2228,374,N,,VBM PORTION,102,55,32,
REDONDO BEACH,5550094A,2228,374,N,1013,TOTAL,316,165,99,
REDONDO BEACH,5550095A,2229,374,N,992,POLLING PLACE,228,131,62,
REDONDO BEACH,5550095A,2229,374,N,,VBM PORTION,116,58,38,
REDONDO BEACH,5550095A,2229,374,N,992,TOTAL,344,189,100,
REDONDO BEACH,5550097A,2230,374,N,656,POLLING PLACE,163,87,61,
REDONDO BEACH,5550097A,2230,374,N,,VBM PORTION,68,47,15,
REDONDO BEACH,5550097A,2230,374,N,656,TOTAL,231,134,76,
REDONDO BEACH,5550098A,2231,374,N,1265,POLLING PLACE,248,118,84,
REDONDO BEACH,5550098A,2231,374,N,,VBM PORTION,119,64,31,
REDONDO BEACH,5550098A,2231,374,N,1265,TOTAL,367,182,115,
ROLLING HILLS,5700001A,2233,379,N,747,POLLING PLACE,211,133,25,
ROLLING HILLS,5700001A,2233,379,N,,VBM PORTION,92,57,7,
ROLLING HILLS,5700001A,2233,379,N,747,TOTAL,303,190,32,
ROLLING HILLS,5700002A,2234,379,N,684,POLLING PLACE,213,131,31,
ROLLING HILLS,5700002A,2234,379,N,,VBM PORTION,89,51,17,
ROLLING HILLS,5700002A,2234,379,N,684,TOTAL,302,182,48,
ROLLING HILLS ESTATES,5730001A,2235,379,N,620,POLLING PLACE,170,104,36,
ROLLING HILLS ESTATES,5730001A,2235,379,N,,VBM PORTION,85,42,22,
ROLLING HILLS ESTATES,5730001A,2235,379,N,620,TOTAL,255,146,58,
ROLLING HILLS ESTATES,5730003A,2236,379,N,887,POLLING PLACE,255,155,56,
ROLLING HILLS ESTATES,5730003A,2236,379,N,,VBM PORTION,94,62,19,
ROLLING HILLS ESTATES,5730003A,2236,379,N,887,TOTAL,349,217,75,
ROLLING HILLS ESTATES,5730005A,2237,379,N,1228,POLLING PLACE,314,193,68,
ROLLING HILLS ESTATES,5730005A,2237,379,N,,VBM PORTION,201,123,39,
ROLLING HILLS ESTATES,5730005A,2237,379,N,1228,TOTAL,515,316,107,
ROLLING HILLS ESTATES,5730007A,2238,379,N,993,POLLING PLACE,298,185,45,
ROLLING HILLS ESTATES,5730007A,2238,379,N,,VBM PORTION,116,74,20,
ROLLING HILLS ESTATES,5730007A,2238,379,N,993,TOTAL,414,259,65,
ROLLING HILLS ESTATES,5730011A,2239,379,N,789,POLLING PLACE,207,137,40,
ROLLING HILLS ESTATES,5730011A,2239,379,N,,VBM PORTION,111,65,24,
ROLLING HILLS ESTATES,5730011A,2239,379,N,789,TOTAL,318,202,64,
ROLLING HILLS ESTATES,5730013A,2240,379,N,1095,POLLING PLACE,228,135,61,
ROLLING HILLS ESTATES,5730013A,2240,379,N,,VBM PORTION,178,102,39,
ROLLING HILLS ESTATES,5730013A,2240,379,N,1095,TOTAL,406,237,100,
SAN CLEMENTE ISLAND,5960001A,6205,388,Y,,POLLING PLACE,,,,
SAN CLEMENTE ISLAND,5960001A,6205,388,Y,,VBM PORTION,,,,
SAN CLEMENTE ISLAND,5960001A,6205,388,Y,,TOTAL,,,,
SANTA CATALINA ISLAND,6210001A,2341,388,N,58,POLLING PLACE,9,6,1,
SANTA CATALINA ISLAND,6210001A,2341,388,N,,VBM PORTION,8,3,3,
SANTA CATALINA ISLAND,6210001A,2341,388,N,58,TOTAL,17,9,4,
SANTA CATALINA ISLAND,6210002A,2342,388,N,84,POLLING PLACE,15,5,7,
SANTA CATALINA ISLAND,6210002A,2342,388,N,,VBM PORTION,2,2,,
SANTA CATALINA ISLAND,6210002A,2342,388,N,84,TOTAL,17,7,7,
SANTA MONICA,6250001A,2455,181,N,893,POLLING PLACE,294,194,74,
SANTA MONICA,6250001A,2455,181,N,,VBM PORTION,112,87,13,
SANTA MONICA,6250001A,2455,181,N,893,TOTAL,406,281,87,
SANTA MONICA,6250003C,2456,181,N,1011,POLLING PLACE,301,198,76,
SANTA MONICA,6250003C,2456,181,N,,VBM PORTION,129,90,25,
SANTA MONICA,6250003C,2456,181,N,1011,TOTAL,430,288,101,
SANTA MONICA,6250005A,2457,181,N,1184,POLLING PLACE,356,192,121,
SANTA MONICA,6250005A,2457,181,N,,VBM PORTION,89,42,37,
SANTA MONICA,6250005A,2457,181,N,1184,TOTAL,445,234,158,
SANTA MONICA,6250006A,2458,181,N,1079,POLLING PLACE,375,200,140,
SANTA MONICA,6250006A,2458,181,N,,VBM PORTION,90,58,20,
SANTA MONICA,6250006A,2458,181,N,1079,TOTAL,465,258,160,
SANTA MONICA,6250008A,2459,181,N,1132,POLLING PLACE,262,150,76,
SANTA MONICA,6250008A,2459,181,N,,VBM PORTION,161,95,46,
SANTA MONICA,6250008A,2459,181,N,1132,TOTAL,423,245,122,
SANTA MONICA,6250010E,2460,181,N,1102,POLLING PLACE,267,153,84,
SANTA MONICA,6250010E,2460,181,N,,VBM PORTION,90,46,28,
SANTA MONICA,6250010E,2460,181,N,1102,TOTAL,357,199,112,
SANTA MONICA,6250011A,2461,181,N,1103,POLLING PLACE,237,142,70,
SANTA MONICA,6250011A,2461,181,N,,VBM PORTION,110,59,41,
SANTA MONICA,6250011A,2461,181,N,1103,TOTAL,347,201,111,
SANTA MONICA,6250015B,2462,181,N,1247,POLLING PLACE,369,235,105,
SANTA MONICA,6250015B,2462,181,N,,VBM PORTION,153,95,39,
SANTA MONICA,6250015B,2462,181,N,1247,TOTAL,522,330,144,
SANTA MONICA,6250016A,2463,181,N,1328,POLLING PLACE,358,212,114,
SANTA MONICA,6250016A,2463,181,N,,VBM PORTION,109,59,35,
SANTA MONICA,6250016A,2463,181,N,1328,TOTAL,467,271,149,
SANTA MONICA,6250017A,2464,181,N,1281,POLLING PLACE,420,273,107,
SANTA MONICA,6250017A,2464,181,N,,VBM PORTION,140,102,17,
SANTA MONICA,6250017A,2464,181,N,1281,TOTAL,560,375,124,
SANTA MONICA,6250019A,2465,181,N,1365,POLLING PLACE,247,120,89,
SANTA MONICA,6250019A,2465,181,N,,VBM PORTION,108,57,39,
SANTA MONICA,6250019A,2465,181,N,1365,TOTAL,355,177,128,
SANTA MONICA,6250020A,2466,181,N,1066,POLLING PLACE,352,198,111,
SANTA MONICA,6250020A,2466,181,N,,VBM PORTION,85,50,24,
SANTA MONICA,6250020A,2466,181,N,1066,TOTAL,437,248,135,
SANTA MONICA,6250024A,2467,181,N,763,POLLING PLACE,191,97,65,
SANTA MONICA,6250024A,2467,181,N,,VBM PORTION,44,20,20,
SANTA MONICA,6250024A,2467,181,N,763,TOTAL,235,117,85,
SANTA MONICA,6250025B,2468,181,N,1093,POLLING PLACE,189,105,65,
SANTA MONICA,6250025B,2468,181,N,,VBM PORTION,52,28,19,
SANTA MONICA,6250025B,2468,181,N,1093,TOTAL,241,133,84,
SANTA MONICA,6250026A,2469,181,N,1194,POLLING PLACE,400,221,147,
SANTA MONICA,6250026A,2469,181,N,,VBM PORTION,99,59,29,
SANTA MONICA,6250026A,2469,181,N,1194,TOTAL,499,280,176,
SANTA MONICA,6250029A,2470,181,N,752,POLLING PLACE,221,147,50,
SANTA MONICA,6250029A,2470,181,N,,VBM PORTION,86,52,20,
SANTA MONICA,6250029A,2470,181,N,752,TOTAL,307,199,70,
SANTA MONICA,6250032A,2471,181,N,1123,POLLING PLACE,244,144,78,
SANTA MONICA,6250032A,2471,181,N,,VBM PORTION,117,71,27,
SANTA MONICA,6250032A,2471,181,N,1123,TOTAL,361,215,105,
SANTA MONICA,6250034A,2472,181,N,1165,POLLING PLACE,341,183,127,
SANTA MONICA,6250034A,2472,181,N,,VBM PORTION,80,47,22,
SANTA MONICA,6250034A,2472,181,N,1165,TOTAL,421,230,149,
SANTA MONICA,6250036B,2473,181,N,1149,POLLING PLACE,306,175,99,
SANTA MONICA,6250036B,2473,181,N,,VBM PORTION,96,62,26,
SANTA MONICA,6250036B,2473,181,N,1149,TOTAL,402,237,125,
SANTA MONICA,6250041A,2474,181,N,1275,POLLING PLACE,274,141,109,
SANTA MONICA,6250041A,2474,181,N,,VBM PORTION,103,56,35,
SANTA MONICA,6250041A,2474,181,N,1275,TOTAL,377,197,144,
SANTA MONICA,6250045A,2475,181,N,1204,POLLING PLACE,263,148,97,
SANTA MONICA,6250045A,2475,181,N,,VBM PORTION,84,41,30,
SANTA MONICA,6250045A,2475,181,N,1204,TOTAL,347,189,127,
SANTA MONICA,6250046A,2476,181,N,1263,POLLING PLACE,317,183,100,
SANTA MONICA,6250046A,2476,181,N,,VBM PORTION,89,43,35,
SANTA MONICA,6250046A,2476,181,N,1263,TOTAL,406,226,135,
SANTA MONICA,6250050A,2477,181,N,1012,POLLING PLACE,254,137,89,
SANTA MONICA,6250050A,2477,181,N,,VBM PORTION,71,40,22,
SANTA MONICA,6250050A,2477,181,N,1012,TOTAL,325,177,111,
SANTA MONICA,6250051A,2478,181,N,1237,POLLING PLACE,297,162,97,
SANTA MONICA,6250051A,2478,181,N,,VBM PORTION,87,46,24,
SANTA MONICA,6250051A,2478,181,N,1237,TOTAL,384,208,121,
SANTA MONICA,6250052B,2479,181,N,901,POLLING PLACE,164,99,51,
SANTA MONICA,6250052B,2479,181,N,,VBM PORTION,50,21,20,
SANTA MONICA,6250052B,2479,181,N,901,TOTAL,214,120,71,
SANTA MONICA,6250053A,2480,181,N,1252,POLLING PLACE,236,105,106,
SANTA MONICA,6250053A,2480,181,N,,VBM PORTION,111,53,40,
SANTA MONICA,6250053A,2480,181,N,1252,TOTAL,347,158,146,
SANTA MONICA,6250056A,2481,181,N,954,POLLING PLACE,97,50,36,
SANTA MONICA,6250056A,2481,181,N,,VBM PORTION,54,19,21,
SANTA MONICA,6250056A,2481,181,N,954,TOTAL,151,69,57,
SANTA MONICA,6250060A,2482,181,N,873,POLLING PLACE,144,90,46,
SANTA MONICA,6250060A,2482,181,N,,VBM PORTION,56,43,12,
SANTA MONICA,6250060A,2482,181,N,873,TOTAL,200,133,58,
SANTA MONICA,6250061A,2483,181,N,991,POLLING PLACE,228,127,73,
SANTA MONICA,6250061A,2483,181,N,,VBM PORTION,43,23,19,
SANTA MONICA,6250061A,2483,181,N,991,TOTAL,271,150,92,
SANTA MONICA,6250062A,2484,181,N,887,POLLING PLACE,209,124,69,
SANTA MONICA,6250062A,2484,181,N,,VBM PORTION,37,14,18,
SANTA MONICA,6250062A,2484,181,N,887,TOTAL,246,138,87,
SANTA MONICA,6250067A,2485,181,N,944,POLLING PLACE,296,140,128,
SANTA MONICA,6250067A,2485,181,N,,VBM PORTION,45,22,19,
SANTA MONICA,6250067A,2485,181,N,944,TOTAL,341,162,147,
SANTA MONICA,6250068D,2486,181,N,582,POLLING PLACE,139,76,55,
SANTA MONICA,6250068D,2486,181,N,,VBM PORTION,53,26,20,
SANTA MONICA,6250068D,2486,181,N,582,TOTAL,192,102,75,
SANTA MONICA,6250069A,2487,181,N,1149,POLLING PLACE,363,195,114,
SANTA MONICA,6250069A,2487,181,N,,VBM PORTION,96,46,44,
SANTA MONICA,6250069A,2487,181,N,1149,TOTAL,459,241,158,
SANTA MONICA,6250070A,2488,181,N,1101,POLLING PLACE,301,172,106,
SANTA MONICA,6250070A,2488,181,N,,VBM PORTION,112,77,21,
SANTA MONICA,6250070A,2488,181,N,1101,TOTAL,413,249,127,
SANTA MONICA,6250071A,2489,181,N,930,POLLING PLACE,198,104,72,
SANTA MONICA,6250071A,2489,181,N,,VBM PORTION,55,32,16,
SANTA MONICA,6250071A,2489,181,N,930,TOTAL,253,136,88,
SANTA MONICA,6250072A,2490,181,N,1294,POLLING PLACE,460,274,133,
SANTA MONICA,6250072A,2490,181,N,,VBM PORTION,135,87,33,
SANTA MONICA,6250072A,2490,181,N,1294,TOTAL,595,361,166,
SANTA MONICA,6250076B,2491,181,N,878,POLLING PLACE,276,146,91,
SANTA MONICA,6250076B,2491,181,N,,VBM PORTION,68,45,17,
SANTA MONICA,6250076B,2491,181,N,878,TOTAL,344,191,108,
SANTA MONICA,6250078A,2492,181,N,826,POLLING PLACE,212,119,72,
SANTA MONICA,6250078A,2492,181,N,,VBM PORTION,47,22,11,
SANTA MONICA,6250078A,2492,181,N,826,TOTAL,259,141,83,
SANTA MONICA,6250081A,2493,181,N,1103,POLLING PLACE,372,201,139,
SANTA MONICA,6250081A,2493,181,N,,VBM PORTION,76,39,33,
SANTA MONICA,6250081A,2493,181,N,1103,TOTAL,448,240,172,
SANTA MONICA,6250083A,2494,181,N,1180,POLLING PLACE,384,232,117,
SANTA MONICA,6250083A,2494,181,N,,VBM PORTION,85,42,29,
SANTA MONICA,6250083A,2494,181,N,1180,TOTAL,469,274,146,
SANTA MONICA,6250085A,2495,181,N,1252,POLLING PLACE,324,181,103,
SANTA MONICA,6250085A,2495,181,N,,VBM PORTION,121,80,32,
SANTA MONICA,6250085A,2495,181,N,1252,TOTAL,445,261,135,
SANTA MONICA,6250089A,2496,181,N,1207,POLLING PLACE,455,291,121,
SANTA MONICA,6250089A,2496,181,N,,VBM PORTION,122,85,27,
SANTA MONICA,6250089A,2496,181,N,1207,TOTAL,577,376,148,
SANTA MONICA,6250092A,2497,181,N,1231,POLLING PLACE,346,193,120,
SANTA MONICA,6250092A,2497,181,N,,VBM PORTION,99,55,38,
SANTA MONICA,6250092A,2497,181,N,1231,TOTAL,445,248,158,
SANTA MONICA,6250094B,2498,181,N,943,POLLING PLACE,237,119,82,
SANTA MONICA,6250094B,2498,181,N,,VBM PORTION,75,43,22,
SANTA MONICA,6250094B,2498,181,N,943,TOTAL,312,162,104,
SANTA MONICA,6250095A,2499,181,N,1311,POLLING PLACE,302,161,96,
SANTA MONICA,6250095A,2499,181,N,,VBM PORTION,126,71,43,
SANTA MONICA,6250095A,2499,181,N,1311,TOTAL,428,232,139,
SANTA MONICA,6250098A,2500,181,N,1199,POLLING PLACE,326,159,126,
SANTA MONICA,6250098A,2500,181,N,,VBM PORTION,78,48,27,
SANTA MONICA,6250098A,2500,181,N,1199,TOTAL,404,207,153,
SANTA MONICA,6250106A,2501,181,N,955,POLLING PLACE,249,124,103,
SANTA MONICA,6250106A,2501,181,N,,VBM PORTION,101,43,45,
SANTA MONICA,6250106A,2501,181,N,955,TOTAL,350,167,148,
SANTA MONICA,6250107A,2502,181,N,1181,POLLING PLACE,336,189,107,
SANTA MONICA,6250107A,2502,181,N,,VBM PORTION,129,72,40,
SANTA MONICA,6250107A,2502,181,N,1181,TOTAL,465,261,147,
SANTA MONICA,6250110D,2503,181,N,910,POLLING PLACE,245,130,79,
SANTA MONICA,6250110D,2503,181,N,,VBM PORTION,60,32,24,
SANTA MONICA,6250110D,2503,181,N,910,TOTAL,305,162,103,
SANTA MONICA,6250113A,2504,181,N,1372,POLLING PLACE,294,147,114,
SANTA MONICA,6250113A,2504,181,N,,VBM PORTION,119,64,40,
SANTA MONICA,6250113A,2504,181,N,1372,TOTAL,413,211,154,
SANTA MONICA,6250121A,2505,181,N,1205,POLLING PLACE,268,133,103,
SANTA MONICA,6250121A,2505,181,N,,VBM PORTION,81,33,37,
SANTA MONICA,6250121A,2505,181,N,1205,TOTAL,349,166,140,
SANTA MONICA,6250125A,2506,181,N,1138,POLLING PLACE,354,204,114,
SANTA MONICA,6250125A,2506,181,N,,VBM PORTION,114,71,21,
SANTA MONICA,6250125A,2506,181,N,1138,TOTAL,468,275,135,
SANTA MONICA,6250127A,2507,181,N,1072,POLLING PLACE,327,164,125,
SANTA MONICA,6250127A,2507,181,N,,VBM PORTION,65,33,23,
SANTA MONICA,6250127A,2507,181,N,1072,TOTAL,392,197,148,
SANTA MONICA,6250128A,2508,181,N,878,POLLING PLACE,268,167,67,
SANTA MONICA,6250128A,2508,181,N,,VBM PORTION,117,74,22,
SANTA MONICA,6250128A,2508,181,N,878,TOTAL,385,241,89,
SANTA MONICA,6250128C,6226,182,Y,83,POLLING PLACE,,,,
SANTA MONICA,6250128C,6226,182,Y,,VBM PORTION,20,17,1,
SANTA MONICA,6250128C,6226,182,Y,83,TOTAL,20,17,1,
TORRANCE,7150021A,2675,378,N,979,POLLING PLACE,259,157,57,
TORRANCE,7150021A,2675,378,N,,VBM PORTION,119,60,35,
TORRANCE,7150021A,2675,378,N,979,TOTAL,378,217,92,
TORRANCE,7150023A,2677,378,N,900,POLLING PLACE,199,128,41,
TORRANCE,7150023A,2677,378,N,,VBM PORTION,78,39,24,
TORRANCE,7150023A,2677,378,N,900,TOTAL,277,167,65,
TORRANCE,7150024A,2678,378,N,729,POLLING PLACE,165,70,65,
TORRANCE,7150024A,2678,378,N,,VBM PORTION,82,38,36,
TORRANCE,7150024A,2678,378,N,729,TOTAL,247,108,101,
TORRANCE,7150031B,2684,378,N,987,POLLING PLACE,235,120,72,
TORRANCE,7150031B,2684,378,N,,VBM PORTION,129,68,44,
TORRANCE,7150031B,2684,378,N,987,TOTAL,364,188,116,
TORRANCE,7150032A,2685,378,N,944,POLLING PLACE,218,131,48,
TORRANCE,7150032A,2685,378,N,,VBM PORTION,98,54,30,
TORRANCE,7150032A,2685,378,N,944,TOTAL,316,185,78,
TORRANCE,7150037A,2687,378,N,925,POLLING PLACE,264,165,53,
TORRANCE,7150037A,2687,378,N,,VBM PORTION,90,52,22,
TORRANCE,7150037A,2687,378,N,925,TOTAL,354,217,75,
TORRANCE,7150038A,2688,378,N,1174,POLLING PLACE,329,211,74,
TORRANCE,7150038A,2688,378,N,,VBM PORTION,190,102,49,
TORRANCE,7150038A,2688,378,N,1174,TOTAL,519,313,123,
TORRANCE,7150039A,2689,378,N,986,POLLING PLACE,142,82,46,
TORRANCE,7150039A,2689,378,N,,VBM PORTION,114,64,33,
