INCIDENT NUMBER,INCIDENT TYPE,INCIDENT DATE,INCIDENT LOCATION,CITY,STATE,ZIP,REPORTING DISTRICT,GEO_LOCATION,HANDLING UNIT ID,HANDLING UNIT NAME,APPROX_LATITUDE,APPROX_LONGITUDE
1000175,ANIMAL SHOOTING INCIDENT,08/27/2012 09:30:00 AM,MARKRIDGE ROAD AND RAMSDALE AVENUE,LA CRESCENTA,CA,91214,1285,"MARKRIDGE ROAD AND RAMSDALE AVENUE
LA CRESCENTA, CA 91214
(34.24250198582082720525, -118.24414001165050617585)",CVS,CRESCENTA VALLEY STATION,34.242501985820827,-118.244140011650506
1000163,OTHER SHOOTING INCIDENT,06/14/2010 01:10:00 PM,32100 CASTAIC LAKE DRIVE,CASTAIC,CA,91384,0691,"32100 CASTAIC LAKE DRIVE
CASTAIC, CA 91384
(34.50199293748174787311, -118.61666762782362075824)",PKB,PARKS BUREAU,34.501992937481748,-118.616667627823621
1000332,NON-HIT SHOOTING INCIDENT,12/01/2010 07:22:00 PM,1700 WILMINGTON BLVD,WILMINGTON,CA,90744,1628,"1700 WILMINGTON BLVD
WILMINGTON, CA 90744
(33.796885, -118.275242)",OSS,OPERATION SAFE STREETS BUREAU,33.796885,-118.275242
1000509,NON-HIT SHOOTING INCIDENT,12/23/2014 06:16:00 PM,10800 WHITTIER BLVD,WHITTIER,CA,90606,1575,"10800 WHITTIER BLVD
WHITTIER, CA 90606
(33.989917, -118.064027)",PRV,PICO RIVERA STN,33.989917,-118.064027
1000301,NON-HIT SHOOTING INCIDENT,06/05/2010 02:41:00 AM,4200 E. UNION PACIFIC AVE.,EAST LOS ANGELES,CA,90023,0278,"4200 E. UNION PACIFIC AVE.
EAST LOS ANGELES, CA 90023
(34.016546, -118.183704)",ELA,EAST LA STN,34.016546,-118.183704
1000327,NON-HIT SHOOTING INCIDENT,11/05/2010 02:30:00 AM,12300 SPROUL STREET,NORWALK,CA,90650,0459,"12300 SPROUL STREET
NORWALK, CA 90650
(33.907957, -118.070772)",NWK,NORWALK REGIONAL STN,33.907957,-118.070772
1000056,ANIMAL SHOOTING INCIDENT,12/21/2010 02:30:00 AM,CENTER AVENUE AND RAYMOND STREET,COMPTON,CA,90220,2836,"CENTER AVENUE AND RAYMOND STREET
COMPTON, CA 90220
(33.88718398771426614093, -118.23270802104003809765)",COM,COMPTON STN,33.887183987714266,-118.232708021040038
1000758,UNINTENTIONAL DISCHARGE INCIDENT,05/22/2016 03:18:00 AM,15600 HAWTHORNE BOULEVARD,LAWNDALE,CA,90260,0331,"15600 HAWTHORNE BOULEVARD
LAWNDALE, CA 90260
(33.888519, -118.351507)",SLA,SOUTH LOS ANGELES STATION,33.888519,-118.351507
1000481,NON-HIT SHOOTING INCIDENT,04/12/2014 09:50:00 PM,6000 6TH ST AND SCHOOL AVE,LOS ANGELES,CA,90022,0287,"6000 6TH ST AND SCHOOL AVE
LOS ANGELES, CA 90022
(34.02163033089235938466, -118.14077009956585543488)",ELA,EAST LA STN,34.021630330892359,-118.140770099565855
1000483,HIT SHOOTING INCIDENT,04/07/2014 09:29:00 PM,900 PALM AVENUE,WEST HOLLYWOOD,CA,90069,0977,"900 PALM AVENUE
WEST HOLLYWOOD, CA 90069
(34.087659, -118.382901)",WHD,WEST HOLLYWOOD STN,34.087659,-118.382901
1000211,UNINTENTIONAL DISCHARGE INCIDENT,05/27/2012 05:30:00 PM,4900 STONEHAVEN DRIVE,YORBA LINDA,CA,92887,0499,"4900 STONEHAVEN DRIVE
YORBA LINDA, CA 92887
(33.890474, -117.752975)",NWK,NORWALK REGIONAL STN,33.890474,-117.752975
1000024,ANIMAL SHOOTING INCIDENT,05/20/2010 05:45:00 AM,10600 DALEROSE AVENUE,LENNOX,CA,90304,0380,"10600 DALEROSE AVENUE
LENNOX, CA 90304
(33.93983, -118.360219)",OSS,OPERATION SAFE STREETS BUREAU,33.93983,-118.360219
1000280,UNINTENTIONAL DISCHARGE INCIDENT,06/10/2015 04:50:00 AM,11200 DUNE STREET,NORWALK,CA,90650,0451,"11200 DUNE STREET
NORWALK, CA 90650
(33.921509, -118.094)",SEB,SPECIAL ENFORCEMENT BUR,33.921509,-118.094
1000317,HIT SHOOTING INCIDENT,10/09/2010 06:47:00 PM,1300 FRASER AVE,LOS ANGELES,CA,90022,0284,"1300 FRASER AVE
LOS ANGELES, CA 90022
(34.014957, -118.16362)",ELA,EAST LA STN,34.014957,-118.16362
1000129,ANIMAL SHOOTING INCIDENT,06/05/2013 05:45:00 AM,1300 E. 91ST STREET,LOS ANGELES,CA,90002,2100,"1300 E. 91ST STREET
LOS ANGELES, CA 90002
(33.954309, -118.251601)",CEN,CENTURY STN,33.954309,-118.251601
1000366,HIT SHOOTING INCIDENT,11/29/2011 03:36:00 AM,11700 ELMCROFT AVENUE,NORWALK,CA,90650,0451,"11700 ELMCROFT AVENUE
NORWALK, CA 90650
(33.925936, -118.095671)",NWK,NORWALK REGIONAL STN,33.925936,-118.095671
1000278,UNINTENTIONAL DISCHARGE INCIDENT,05/24/2015 06:20:00 PM,500 W. LANCASTER BOULEVARD,LANCASTER,CA,93534,1122,"500 W. LANCASTER BOULEVARD
LANCASTER, CA 93534
(34.698335, -118.136932)",LCS,LANCASTER STN,34.698335,-118.136932
1000313,HIT SHOOTING INCIDENT,03/06/2010 03:30:00 AM,3800 FIRESTONE BLVD.,SOUTH GATE,CA,90280,2199,"3800 FIRESTONE BLVD.
SOUTH GATE, CA 90280
(33.953839, -118.202349)",CEN,CENTURY STN,33.953839,-118.202349
1000476,HIT SHOOTING INCIDENT,02/04/2014 05:50:00 AM,4800 IVY STREET,PICO RIVERA,CA,90660,1510,"4800 IVY STREET
PICO RIVERA, CA 90660
(34.007462, -118.095392)",PRV,PICO RIVERA STN,34.007462,-118.095392
1000259,UNINTENTIONAL DISCHARGE INCIDENT,10/01/2014 08:30:00 AM,1400 W. MCKINLEY AVENUE,POMONA,CA,91768,2008,"1400 W. MCKINLEY AVENUE
POMONA, CA 91768
(34.082047, -117.770335)",ATD,ALTADENA STN,34.082047,-117.770335
1000219,WARNING SHOT INCIDENT,10/12/2013 08:10:00 PM,WILLOWBROOKE LANE AND GREENLEAF COURT,STEVENSON RANCH,CA,91381,0661,"WILLOWBROOKE LANE AND GREENLEAF COURT
STEVENSON RANCH, CA 91381
(34.4083579499342854037, -118.58691800957711160859)",CSW,COURT SERVICES TRANSPORTATION,34.408357949934285,-118.586918009577112
1000435,HIT SHOOTING INCIDENT,04/20/2013 08:30:00 PM,9600 ATLANTIC AVENUE,SOUTH GATE,CA,90280,2199,"9600 ATLANTIC AVENUE
SOUTH GATE, CA 90280
(33.944978, -118.180758)",CEN,CENTURY STN,33.944978,-118.180758
1000131,ANIMAL SHOOTING INCIDENT,06/27/2013 07:30:00 AM,1200 E. GLENCOE STREET,COMPTON,CA,90221,2844,"1200 E. GLENCOE STREET
COMPTON, CA 90221
(33.88216, -118.209067)",COP,COPS BUREAU,33.88216,-118.209067
1000008,ANIMAL SHOOTING INCIDENT,12/22/2012 04:00:00 PM,1200 CAPERTON STREET,LANCASTER,CA,93535,1135,"1200 CAPERTON STREET
LANCASTER, CA 93535
(34.691361, -118.107777)",LCS,LANCASTER STN,34.691361,-118.107777
1000401,HIT SHOOTING INCIDENT,05/13/2012 09:03:00 PM,GLENCOE STREET AND OLEANDER AVENUE,COMPTON,CA,90220,2836,"GLENCOE STREET AND OLEANDER AVENUE
COMPTON, CA 90220
(33.88148698554689992269, -118.22778000527531870975)",COM,COMPTON STN,33.8814869855469,-118.227780005275319
1000227,UNINTENTIONAL DISCHARGE INCIDENT,05/08/2013 08:15:00 PM,9600 CROESUS,LOS ANGELES,CA,90002,2130,"9600 CROESUS
LOS ANGELES, CA 90002
(33.949381, -118.234028)",PKB,PARKS BUREAU,33.949381,-118.234028
1000223,UNINTENTIONAL DISCHARGE INCIDENT,02/07/2013 05:35:00 AM,4500 SARATOGA AVENUE,LOS ALAMITOS,CA,90270,1399,"4500 SARATOGA AVENUE
LOS ALAMITOS, CA 90270
(33.795593, -118.054466)",LKD,LAKEWOOD STN,33.795593,-118.054466
1000162,ANIMAL SHOOTING INCIDENT,05/30/2015 08:25:00 PM,15600 S. FRAILEY AVENUE,EAST RANCHO DOMINGUEZ,CA,90221,2852,"15600 S. FRAILEY AVENUE
EAST RANCHO DOMINGUEZ, CA 90221
(33.891571, -118.190918)",COM,COMPTON STN,33.891571,-118.190918
1000548,ANIMAL SHOOTING INCIDENT,09/23/2015 06:00:00 AM,5000 E. 4TH STREET,LOS ANGELES,CA,90022,3602,"5000 E. 4TH STREET
LOS ANGELES, CA 90022
(34.030234, -118.158404)",NAR,NARCOTICS BUREAU,34.030234,-118.158404
1000066,ANIMAL SHOOTING INCIDENT,11/21/2011 04:26:00 PM,200 W. 228TH STREET,CARSON,CA,90745,1623,"200 W. 228TH STREET
CARSON, CA 90745
(33.818901, -118.278926)",CSN,CARSON STN,33.818901,-118.278926
1000222,UNINTENTIONAL DISCHARGE INCIDENT,01/27/2013 07:30:00 AM,2200 SANTA ANITA CANYON ROAD,MONROVIA,CA,91016,2199,"2200 SANTA ANITA CANYON ROAD
MONROVIA, CA 91016
(34.180266, -118.024946)",SEB,SPECIAL ENFORCEMENT BUR,34.180266,-118.024946
1000152,ANIMAL SHOOTING INCIDENT,12/22/2014 08:59:00 AM,3500 E. 53RD STREET,MAYWOOD,CA,90270,0250,"3500 E. 53RD STREET
MAYWOOD, CA 90270
(33.9947141727221856313, -118.20331540608672713846)",ELA,EAST LA STN,33.994714172722186,-118.203315406086727
1000170,ANIMAL SHOOTING INCIDENT,08/14/2010 04:00:00 AM,300 E. 76TH STREET,LOS ANGELES,CA,90003,0263,"300 E. 76TH STREET
LOS ANGELES, CA 90003
(33.971319, -118.269362)",ELA,EAST LA STN,33.971319,-118.269362
1000480,NON-HIT SHOOTING INCIDENT,03/25/2014 09:12:00 PM,300 WEST REEVE STREET,COMPTON,CA,90220,2836,"300 WEST REEVE STREET
COMPTON, CA 90220
(33.886765, -118.225919)",COM,COMPTON STN,33.886765,-118.225919
1000133,ANIMAL SHOOTING INCIDENT,07/28/2013 12:15:00 PM,2100 E. SAN VINCENTE STREET,COMPTON,CA,90221,2826,"2100 E. SAN VINCENTE STREET
COMPTON, CA 90221
(33.899398, -118.200512)",COM,COMPTON STN,33.899398,-118.200512
1000025,ANIMAL SHOOTING INCIDENT,05/27/2010 08:15:00 PM,1400 E. 120TH STREET,LOS ANGELES,CA,90059,5460,"1400 E. 120TH STREET
LOS ANGELES, CA 90059
(33.92356, -118.250759)",TTCF,TWIN TOWERS CORRECTIONAL FACILITY,33.92356,-118.250759
1000266,UNINTENTIONAL DISCHARGE INCIDENT,11/23/2014 07:45:00 AM,15600 KERVIN AVENUE,PARAMOUNT,CA,90723,1369,"15600 KERVIN AVENUE
PARAMOUNT, CA 90723
(33.891918, -118.145797)",LKD,LAKEWOOD STN,33.891918,-118.145797
1000176,ANIMAL SHOOTING INCIDENT,09/11/2013 01:50:00 PM,MEDNIK AVENUE AND HAMMEL AVENUE,LOS ANGELES,CA,90022,0291,"MEDNIK AVENUE AND HAMMEL AVENUE
LOS ANGELES, CA 90022
(34.04241299804152708974, -118.16188601909452440129)",COP,COPS BUREAU,34.042412998041527,-118.161886019094524
1000531,HIT SHOOTING INCIDENT,07/06/2015 10:45:00 AM,5500 ADENMOOR AVENUE,LAKEWOOD,CA,90713,1321,"5500 ADENMOOR AVENUE
LAKEWOOD, CA 90713
(33.856293, -118.124029)",LKD,LAKEWOOD STN,33.856293,-118.124029
1000511,NON-HIT SHOOTING INCIDENT,01/18/2015 02:07:00 AM,PENNSYLVANIA AVENUE AND 246TH PLACE,LOMITA,CA,90717,1711,"PENNSYLVANIA AVENUE AND 246TH PLACE
LOMITA, CA 90717
(33.80162718333325718541, -118.32536386197713615702)",LMT,LOMITA STN,33.801627183333257,-118.325363861977136
1000231,UNINTENTIONAL DISCHARGE INCIDENT,08/04/2013 09:20:00 PM,300 S. WILLOWBROOK AVENUE,COMPTON,CA,90220,2811,"300 S. WILLOWBROOK AVENUE
COMPTON, CA 90220
(33.894766, -118.223992)",COM,COMPTON STN,33.894766,-118.223992
1000592,UNINTENTIONAL DISCHARGE INCIDENT,07/12/2015 05:50:00 PM,11700 S. ALAMEDA STREET,LYNWOOD,CA,90626,2110,"11700 S. ALAMEDA STREET
LYNWOOD, CA 90626
(33.92792, -118.226293)",CEN,CENTURY STN,33.92792,-118.226293
1000080,ANIMAL SHOOTING INCIDENT,05/02/2012 06:45:00 PM,HUBBARD STREET AND AMALIA AVENUE,EAST LOS ANGELES,CA,90022,0286,"HUBBARD STREET AND AMALIA AVENUE
EAST LOS ANGELES, CA 90022
(34.02238298257104505269, -118.15553901756885859908)",ELA,EAST LA STN,34.022382982571045,-118.155539017568859
1000468,HIT SHOOTING INCIDENT,11/01/2013 03:03:00 AM,7400 JACKSON STREET,PARAMOUNT,CA,90723,1368,"7400 JACKSON STREET
PARAMOUNT, CA 90723
(33.885488, -118.169069)",LKD,LAKEWOOD STN,33.885488,-118.169069
1000421,HIT SHOOTING INCIDENT,10/24/2012 06:18:00 PM,1600 E SAN LUIS STREET,COMPTON,CA,90221,2826,"1600 E SAN LUIS STREET
COMPTON, CA 90221
(33.896898, -118.205425)",COM,COMPTON STN,33.896898,-118.205425
1000682,ANIMAL SHOOTING INCIDENT,02/15/2016 04:00:00 PM,43300 11TH STREET EAST,LANCASTER,CA,93535,1137,"43300 11TH STREET EAST
LANCASTER, CA 93535
(34.669647, -118.110315)",LCS,LANCASTER STN,34.669647,-118.110315
1000035,ANIMAL SHOOTING INCIDENT,02/07/2011 12:15:00 PM,8800 MARY AVENUE,LOS ANGELES,CA,90002,2174,"8800 MARY AVENUE
LOS ANGELES, CA 90002
(33.957243, -118.249816)",CEN,CENTURY STN,33.957243,-118.249816
1000499,HIT SHOOTING INCIDENT,10/04/2014 06:51:00 PM,1100 E. 57TH STREET,LOS ANGELES,CA,90011,2172,"1100 E. 57TH STREET
LOS ANGELES, CA 90011
(33.991116, -118.256328)",CEN,CENTURY STN,33.991116,-118.256328
1000064,ANIMAL SHOOTING INCIDENT,10/27/2011 12:55:00 PM,9500 NORTHSIDE DRIVE,LEONA VALLEY,CA,93551,2653,"9500 NORTHSIDE DRIVE
LEONA VALLEY, CA 93551
(34.626253, -118.298765)",NARCO,NARCOTICS BUREAU,34.626253,-118.298765
1000038,ANIMAL SHOOTING INCIDENT,09/27/2010 07:28:00 PM,14000 GARFIELD AVENUE,PARAMOUNT,CA,90723,1364,"14000 GARFIELD AVENUE
PARAMOUNT, CA 90723
(33.90751, -118.168824)",LKD,LAKEWOOD STN,33.90751,-118.168824
1000279,UNINTENTIONAL DISCHARGE INCIDENT,05/30/2015 04:15:00 AM,800 W. SCHOOL STREET,COMPTON,CA,90220,2811,"800 W. SCHOOL STREET
COMPTON, CA 90220
(33.897241, -118.237721)",COM,COMPTON STN,33.897241,-118.237721
1000087,ANIMAL SHOOTING INCIDENT,06/05/2012 03:24:00 PM,2400 E. 114TH STREET,LOS ANGELES,CA,90059,2135,"2400 E. 114TH STREET
LOS ANGELES, CA 90059
(33.93133, -118.229934)",CEN,CENTURY STN,33.93133,-118.229934
1000146,ANIMAL SHOOTING INCIDENT,08/11/2014 11:40:00 PM,15400 CLARK AVENUE,BELLFLOWER,CA,90706,1332,"15400 CLARK AVENUE
BELLFLOWER, CA 90706
(33.894282, -118.134013)",LKD,LAKEWOOD STN,33.894282,-118.134013
1000504,HIT SHOOTING INCIDENT,11/16/2014 02:39:00 AM,5300 EAST VERONA STREET,EAST LOS ANGELES,CA,90022,0286,"5300 EAST VERONA STREET
EAST LOS ANGELES, CA 90022
(34.018034, -118.156987)",ELA,EAST LA STN,34.018034,-118.156987
1000422,HIT SHOOTING INCIDENT,10/20/2012 03:00:00 PM,11900 162ND STREET,NORWALK,CA,90650,0458,"11900 162ND STREET
NORWALK, CA 90650
(33.884327, -118.07976)",NWK,NORWALK REGIONAL STN,33.884327,-118.07976
1000434,HIT SHOOTING INCIDENT,04/10/2013 11:58:00 PM,3500 58TH STREET,LOS ANGELES,CA,90270,0250,"3500 58TH STREET
LOS ANGELES, CA 90270
(33.989961, -118.203349)",ELA,EAST LA STN,33.989961,-118.203349
1000500,HIT SHOOTING INCIDENT,10/08/2014 12:58:00 AM,OLYMPIC BLVD AND  FRASER AVENUE,EAST LOS ANGELES,CA,90022,0284,"OLYMPIC BLVD AND FRASER AVENUE
EAST LOS ANGELES, CA 90022
(34.01721798307304797605, -118.16292001415274344634)",ELA,EAST LA STN,34.017217983073048,-118.162920014152743
1000260,UNINTENTIONAL DISCHARGE INCIDENT,10/02/2014 05:00:00 AM,400 CENTER STREET,LOS ANGELES,CA,90012,6892,"400 CENTER STREET
LOS ANGELES, CA 90012
(34.051373, -118.231505)",TSB,TRANSIT SERVICES BUREAU,34.051373,-118.231505
1000167,ANIMAL SHOOTING INCIDENT,01/26/2015 09:30:00 PM,4600 170TH STREET,LAWNDALE,CA,90260,0333,"4600 170TH STREET
LAWNDALE, CA 90260
(33.876628, -118.357752)",SLA,SOUTH LOS ANGELES STATION,33.876628,-118.357752
1000590,ANIMAL SHOOTING INCIDENT,11/01/2015 01:45:00 AM,1900 ALCOR ST.,LOMITA,CA,90717,1712,"1900 ALCOR ST.
LOMITA, CA 90717
(33.796467, -118.312201)",LMT,LOMITA STN,33.796467,-118.312201
1000065,ANIMAL SHOOTING INCIDENT,11/09/2011 10:40:00 PM,3700 EVERETT AVENUE,MAYWOOD,CA,90270,0250,"3700 EVERETT AVENUE
MAYWOOD, CA 90270
(34.001931, -118.199472)",ELA,EAST LA STN,34.001931,-118.199472
1000115,ANIMAL SHOOTING INCIDENT,03/06/2013 08:40:00 AM,3400 LIVE OAK STREET,HUNTINGTON PARK,CA,90255,5199,"3400 LIVE OAK STREET
HUNTINGTON PARK, CA 90255
(33.969703, -118.206282)",IRC,INMATE RECEPTION CENTER,33.969703,-118.206282
1000112,ANIMAL SHOOTING INCIDENT,12/09/2012 01:31:00 AM,44300 DOWNSVIEW ROAD,LANCASTER,CA,93535,1137,"44300 DOWNSVIEW ROAD
LANCASTER, CA 93535
(34.687945, -118.103086)",LCS,LANCASTER STN,34.687945,-118.103086
1000477,HIT SHOOTING INCIDENT,01/26/2014 11:11:00 PM,2400 EAST 126TH STREET,COMPTON,CA,90222,2138,"2400 EAST 126TH STREET
COMPTON, CA 90222
(33.91802, -118.229482)",CEN,CENTURY STN,33.91802,-118.229482
1000271,UNINTENTIONAL DISCHARGE INCIDENT,01/14/2015 05:30:00 AM,1000 N. EASTERN AVENUE,LOS ANGELES,CA,90063,0273,"1000 N. EASTERN AVENUE
LOS ANGELES, CA 90063
(34.048099, -118.175782)",NCCF,NORTH COUNTY CORRECTIONAL FACILITY,34.048099,-118.175782
1000240,UNINTENTIONAL DISCHARGE INCIDENT,01/17/2014 03:30:00 PM,18900 BACHELIN STREET,ROWLAND HEIGHTS,CA,91748,2932,"18900 BACHELIN STREET
ROWLAND HEIGHTS, CA 91748
(33.975767, -117.889387)",WAL,WALNUT/SAN DIMAS STN,33.975767,-117.889387
1000244,UNINTENTIONAL DISCHARGE INCIDENT,03/28/2014 10:15:00 AM,600 E. LONG BEACH BOULEVARD,COMPTON,CA,90221,2824,"600 E. LONG BEACH BOULEVARD
COMPTON, CA 90221
(33.890954, -118.207596)",COM,COMPTON STN,33.890954,-118.207596
1000224,UNINTENTIONAL DISCHARGE INCIDENT,03/09/2013 05:35:00 AM,400 BAUCHET STREET,LOS ANGELES,CA,90012,5120,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.058657, -118.233016)",IRC,INMATE RECEPTION CENTER,34.058657,-118.233016
1000471,HIT SHOOTING INCIDENT,11/15/2013 06:41:00 PM,2400 EARLE AVENUE,ROSEMEAD,CA,91770,0533,"2400 EARLE AVENUE
ROSEMEAD, CA 91770
(34.055388, -118.08504)",TEM,TEMPLE CITY STN,34.055388,-118.08504
1000328,HIT SHOOTING INCIDENT,11/08/2010 10:17:00 PM,1600 E. 123RD STREET,LOS ANGELES,CA,90059,2134,"1600 E. 123RD STREET
LOS ANGELES, CA 90059
(33.920875, -118.245665)",CEN,CENTURY STN,33.920875,-118.245665
1000290,NON-HIT SHOOTING INCIDENT,02/10/2010 09:45:00 PM,1300 WEST 139TH STREET,COMPTON,CA,90222,2812,"1300 WEST 139TH STREET
COMPTON, CA 90222
(33.90574174912721183816, -118.25189214720193997677)",COM,COMPTON STN,33.905741749127212,-118.25189214720194
1000226,UNINTENTIONAL DISCHARGE INCIDENT,04/12/2013 09:30:00 PM,18100 S. BLOOMFIELD AVENUE,CERRITOS,CA,90703,2316,"18100 S. BLOOMFIELD AVENUE
CERRITOS, CA 90703
(33.865364, -118.063662)",CER,CERRITOS STN,33.865364,-118.063662
1000530,HIT SHOOTING INCIDENT,07/03/2015 11:30:00 PM,3100 W. AVENUE K-4,LANCASTER,CA,93536,1192,"3100 W. AVENUE K-4
LANCASTER, CA 93536
(34.733112, -118.182423)",OSS,OPERATION SAFE STREETS BUREAU,34.733112,-118.182423
1000361,HIT SHOOTING INCIDENT,09/09/2011 09:19:00 PM,2400 CYPRESS STREET,COMPTON,CA,90220,2830,"2400 CYPRESS STREET
COMPTON, CA 90220
(33.887564, -118.254348)",COM,COMPTON STN,33.887564,-118.254348
1000082,ANIMAL SHOOTING INCIDENT,05/04/2012 03:55:00 PM,9800 KALE STREET,SOUTH EL MONTE,CA,91733,0560,"9800 KALE STREET
SOUTH EL MONTE, CA 91733
(34.056389, -118.055689)",TEM,TEMPLE CITY STN,34.056389,-118.055689
1000344,HIT SHOOTING INCIDENT,03/01/2011 03:29:00 PM,500 EAST AVENUE P-14,PALMDALE,CA,93550,2614,"500 EAST AVENUE P-14
PALMDALE, CA 93550
(34.601786, -118.120609)",PLM,PALMDALE STN,34.601786,-118.120609
1000265,UNINTENTIONAL DISCHARGE INCIDENT,11/22/2014 09:55:00 PM,100 N. HUDSON AVENUE,CITY OF INDUSTRY,CA,91744,1414,"100 N. HUDSON AVENUE
CITY OF INDUSTRY, CA 91744
(34.024565, -117.959871)",IDT,INDUSTRY STN,34.024565,-117.959871
1000697,HIT SHOOTING INCIDENT,03/16/2016 04:27:00 AM,6400 HOLMES AVENUE,LOS ANGELES,CA,90001,2171,"6400 HOLMES AVENUE
LOS ANGELES, CA 90001
(33.981125, -118.241486)",CEN,CENTURY STN,33.981125,-118.241486
1000404,HIT SHOOTING INCIDENT,01/21/2013 04:59:00 AM,98TH STREET AND HARVARD BL,LOS ANGELES,CA,90047,0374,"98TH STREET AND HARVARD BL
LOS ANGELES, CA 90047
(33.94679698972650721613, -118.30679698825920141203)",SLA,SOUTH LOS ANGELES STATION,33.946796989726507,-118.306796988259201
1000049,ANIMAL SHOOTING INCIDENT,10/25/2010 11:10:00 AM,11800 RAYMOND AVENUE,LOS ANGELES,CA,90044,0371,"11800 RAYMOND AVENUE
LOS ANGELES, CA 90044
(33.925707, -118.300331)",SLA,SOUTH LOS ANGELES STATION,33.925707,-118.300331
1000393,ANIMAL SHOOTING INCIDENT,08/30/2015 05:45:00 PM,MALIBU CANYON ROAD AND SEAVER WAY,MALIBU,CA,90265,1015,"MALIBU CANYON ROAD AND SEAVER WAY
MALIBU, CA 90265
(34.039084, -118.701768)",LHS,LOS HILLS STATION,34.039084,-118.701768
1000107,ANIMAL SHOOTING INCIDENT,11/06/2012 09:55:00 PM,2700 E. DEL AMO BOULEVARD,COMPTON,CA,90221,1692,"2700 E. DEL AMO BOULEVARD
COMPTON, CA 90221
(33.846581, -118.214995)",CSN,CARSON STATION,33.846581,-118.214995
1000214,UNINTENTIONAL DISCHARGE INCIDENT,09/18/2012 05:45:00 AM,14300 SYLVAN STREET,VAN NUYS,CA,91401,2199,"14300 SYLVAN STREET
VAN NUYS, CA 91401
(34.184662, -118.444354)",SEB,SPECIAL ENFORCEMENT BUR,34.184662,-118.444354
1000150,ANIMAL SHOOTING INCIDENT,10/13/2014 10:50:00 PM,PLACERITA CANYON ROAD AND SIERRA HIGHWAY,SANTA CLARITA,CA,91321,0652,"PLACERITA CANYON ROAD AND SIERRA HIGHWAY
SANTA CLARITA, CA 91321
(34.37806699877820190697, -118.49419999375016099599)",SCV,SANTA CLARITA VALLEY STN,34.378066998778202,-118.494199993750161
1000178,ANIMAL SHOOTING INCIDENT,12/05/2014 11:48:00 AM,500 RICHBURN AVENUE,LA PUENTE,CA,91744,1443,"500 RICHBURN AVENUE
LA PUENTE, CA 91744
(34.008438, -117.89441)",IDT,INDUSTRY STN,34.008438,-117.89441
1000201,UNINTENTIONAL DISCHARGE INCIDENT,03/24/2011 02:30:00 AM,MAGDA COURT AND CHESEBORO ROAD,PALMDALE,CA,93552,2685,"MAGDA COURT AND CHESEBORO ROAD
PALMDALE, CA 93552
(34.53093198169642716581, -118.0276680037445845796)",PLM,PALMDALE STN,34.530931981696427,-118.027668003744585
1000081,ANIMAL SHOOTING INCIDENT,02/10/2011 09:20:00 AM,2300 W. ALONDRA BOULEVARD,COMPTON,CA,90220,2031,"2300 W. ALONDRA BOULEVARD
COMPTON, CA 90220
(33.887153, -118.252869)",COM,COMPTON STN,33.887153,-118.252869
1000651,HIT SHOOTING INCIDENT,10/02/2015 11:30:00 PM,13400 CROSSROADS PARKWAY NORTH,CITY OF INDUSTRY,CA,91746,1410,"13400 CROSSROADS PARKWAY NORTH
CITY OF INDUSTRY, CA 91746
(34.030814, -118.006742)",IND,INDUSTRY STN,34.030814,-118.006742
1000021,ANIMAL SHOOTING INCIDENT,04/28/2010 08:45:00 AM,6900 RIVERRUN COURT,MIRA LOMA,CA,91752,0599,"6900 RIVERRUN COURT
MIRA LOMA, CA 91752
(33.962638, -117.549838)",TEM,TEMPLE CITY STN,33.962638,-117.549838
1000376,HIT SHOOTING INCIDENT,12/27/2011 06:43:00 PM,29300 GOLDEN MEADOW DR,RANCHO PALOS VERDES,CA,90275,1735,"29300 GOLDEN MEADOW DR
RANCHO PALOS VERDES, CA 90275
(33.76871, -118.403184)",LMT,LOMITA STN,33.76871,-118.403184
1000358,HIT SHOOTING INCIDENT,07/21/2011 12:33:00 PM,1000 WEST WASHINGTON BOULEVARD,LOS ANGELES,CA,90015,1499,"1000 WEST WASHINGTON BOULEVARD
LOS ANGELES, CA 90015
(34.03813, -118.280456)",IDT,INDUSTRY STN,34.03813,-118.280456
1000151,ANIMAL SHOOTING INCIDENT,11/20/2014 04:20:00 PM,1400 E. INDIAN SAGE ROAD,LANCASTER,CA,93534,1121,"1400 E. INDIAN SAGE ROAD
LANCASTER, CA 93534
(34.707482, -118.155297)",LCS,LANCASTER STN,34.707482,-118.155297
1000576,UNINTENTIONAL DISCHARGE INCIDENT,09/11/2015 10:45:00 AM,2000 E. IMPERIAL HIGHWAY,LOS ANGELES,CA,90059,6014,"2000 E. IMPERIAL HIGHWAY
LOS ANGELES, CA 90059
(33.929132, -118.236345)",TBS,TRANSIT BUREAU SOUTH,33.929132,-118.236345
1000114,ANIMAL SHOOTING INCIDENT,02/26/2013 11:30:00 PM,3500 55TH STREET,MAYWOOD,CA,90270,0250,"3500 55TH STREET
MAYWOOD, CA 90270
(33.992913, -118.203401)",ELA,EAST LA STN,33.992913,-118.203401
1000149,ANIMAL SHOOTING INCIDENT,09/15/2014 01:00:00 PM,5200 CHESEBRO ROAD,AGOURA HILLS,CA,91301,2223,"5200 CHESEBRO ROAD
AGOURA HILLS, CA 91301
(34.143603, -118.740598)",LHS,LOS HILLS STATION,34.143603,-118.740598
