LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,RICARDO A BENITEZ,BOB HERTZBERG,JOHN P LINDBLAD
LOS ANGELES,9001094C,3561,63,N,1179,POLLING PLACE,124,20,89,7
LOS ANGELES,9001094C,3561,63,N,0,VBM PORTION,104,21,60,10
LOS ANGELES,9001094C,3561,63,N,1179,TOTAL,228,41,149,17
LOS ANGELES,9001095A,3562,63,N,1280,POLLING PLACE,124,28,73,9
LOS ANGELES,9001095A,3562,63,N,0,VBM PORTION,120,18,83,3
LOS ANGELES,9001095A,3562,63,N,1280,TOTAL,244,46,156,12
LOS ANGELES,9001099A,3564,63,N,581,POLLING PLACE,44,11,28,1
LOS ANGELES,9001099A,3564,63,N,0,VBM PORTION,85,22,52,3
LOS ANGELES,9001099A,3564,63,N,581,TOTAL,129,33,80,4
LOS ANGELES,9001103A,3566,63,N,1106,POLLING PLACE,149,33,94,11
LOS ANGELES,9001103A,3566,63,N,0,VBM PORTION,187,36,126,6
LOS ANGELES,9001103A,3566,63,N,1106,TOTAL,336,69,220,17
LOS ANGELES,9001109A,3568,63,N,1157,POLLING PLACE,129,25,94,5
LOS ANGELES,9001109A,3568,63,N,0,VBM PORTION,118,18,83,7
LOS ANGELES,9001109A,3568,63,N,1157,TOTAL,247,43,177,12
LOS ANGELES,9001113A,3570,63,N,1109,POLLING PLACE,126,19,91,5
LOS ANGELES,9001113A,3570,63,N,0,VBM PORTION,109,19,77,3
LOS ANGELES,9001113A,3570,63,N,1109,TOTAL,235,38,168,8
LOS ANGELES,9001120A,3572,63,N,1312,POLLING PLACE,91,16,64,9
LOS ANGELES,9001120A,3572,63,N,0,VBM PORTION,107,18,75,8
LOS ANGELES,9001120A,3572,63,N,1312,TOTAL,198,34,139,17
LOS ANGELES,9001121A,3573,63,N,1148,POLLING PLACE,88,14,62,7
LOS ANGELES,9001121A,3573,63,N,0,VBM PORTION,54,13,26,8
LOS ANGELES,9001121A,3573,63,N,1148,TOTAL,142,27,88,15
LOS ANGELES,9001122A,3574,63,N,896,POLLING PLACE,122,24,74,11
LOS ANGELES,9001122A,3574,63,N,0,VBM PORTION,99,14,69,6
LOS ANGELES,9001122A,3574,63,N,896,TOTAL,221,38,143,17
LOS ANGELES,9001126A,3575,63,N,1225,POLLING PLACE,90,18,57,11
LOS ANGELES,9001126A,3575,63,N,0,VBM PORTION,90,17,54,11
LOS ANGELES,9001126A,3575,63,N,1225,TOTAL,180,35,111,22
LOS ANGELES,9001131A,3578,63,N,965,POLLING PLACE,150,16,114,11
LOS ANGELES,9001131A,3578,63,N,0,VBM PORTION,95,16,65,8
LOS ANGELES,9001131A,3578,63,N,965,TOTAL,245,32,179,19
LOS ANGELES,9001133A,3579,63,N,964,POLLING PLACE,139,14,106,8
LOS ANGELES,9001133A,3579,63,N,0,VBM PORTION,100,25,62,5
LOS ANGELES,9001133A,3579,63,N,964,TOTAL,239,39,168,13
LOS ANGELES,9001134A,3580,63,N,1138,POLLING PLACE,195,39,138,6
LOS ANGELES,9001134A,3580,63,N,0,VBM PORTION,158,23,116,5
LOS ANGELES,9001134A,3580,63,N,1138,TOTAL,353,62,254,11
LOS ANGELES,9001152A,3583,63,N,1004,POLLING PLACE,71,17,45,6
LOS ANGELES,9001152A,3583,63,N,0,VBM PORTION,50,16,29,1
LOS ANGELES,9001152A,3583,63,N,1004,TOTAL,121,33,74,7
LOS ANGELES,9001157A,3584,63,N,1004,POLLING PLACE,128,41,70,7
LOS ANGELES,9001157A,3584,63,N,0,VBM PORTION,90,29,50,8
LOS ANGELES,9001157A,3584,63,N,1004,TOTAL,218,70,120,15
LOS ANGELES,9001158A,3585,63,N,1141,POLLING PLACE,70,16,44,5
LOS ANGELES,9001158A,3585,63,N,0,VBM PORTION,83,30,42,4
LOS ANGELES,9001158A,3585,63,N,1141,TOTAL,153,46,86,9
LOS ANGELES,9001164A,3587,63,N,945,POLLING PLACE,164,35,104,15
LOS ANGELES,9001164A,3587,63,N,0,VBM PORTION,82,17,55,2
LOS ANGELES,9001164A,3587,63,N,945,TOTAL,246,52,159,17
LOS ANGELES,9001167A,3589,63,N,1275,POLLING PLACE,78,19,41,7
LOS ANGELES,9001167A,3589,63,N,0,VBM PORTION,68,12,43,4
LOS ANGELES,9001167A,3589,63,N,1275,TOTAL,146,31,84,11
LOS ANGELES,9001173A,3590,63,N,1342,POLLING PLACE,108,23,67,10
LOS ANGELES,9001173A,3590,63,N,0,VBM PORTION,112,25,62,7
LOS ANGELES,9001173A,3590,63,N,1342,TOTAL,220,48,129,17
LOS ANGELES,9001174A,3591,63,N,762,POLLING PLACE,85,16,63,1
LOS ANGELES,9001174A,3591,63,N,0,VBM PORTION,140,31,83,9
LOS ANGELES,9001174A,3591,63,N,762,TOTAL,225,47,146,10
LOS ANGELES,9001176B,3593,63,N,487,POLLING PLACE,87,16,54,10
LOS ANGELES,9001176B,3593,63,N,0,VBM PORTION,62,14,34,4
LOS ANGELES,9001176B,3593,63,N,487,TOTAL,149,30,88,14
LOS ANGELES,9001177D,3594,63,N,666,POLLING PLACE,73,11,51,5
LOS ANGELES,9001177D,3594,63,N,0,VBM PORTION,104,31,64,3
LOS ANGELES,9001177D,3594,63,N,666,TOTAL,177,42,115,8
LOS ANGELES,9001178A,3595,63,N,543,POLLING PLACE,56,8,38,5
LOS ANGELES,9001178A,3595,63,N,0,VBM PORTION,52,12,26,5
LOS ANGELES,9001178A,3595,63,N,543,TOTAL,108,20,64,10
LOS ANGELES,9001187A,3599,63,N,1212,POLLING PLACE,134,37,73,5
LOS ANGELES,9001187A,3599,63,N,0,VBM PORTION,139,27,92,4
LOS ANGELES,9001187A,3599,63,N,1212,TOTAL,273,64,165,9
LOS ANGELES,9001451A,3713,19,N,1146,POLLING PLACE,79,16,46,10
LOS ANGELES,9001451A,3713,19,N,0,VBM PORTION,53,11,33,7
LOS ANGELES,9001451A,3713,19,N,1146,TOTAL,132,27,79,17
LOS ANGELES,9001640A,3799,59,N,1374,POLLING PLACE,80,23,48,4
LOS ANGELES,9001640A,3799,59,N,0,VBM PORTION,76,23,41,7
LOS ANGELES,9001640A,3799,59,N,1374,TOTAL,156,46,89,11
LOS ANGELES,9001665A,3804,62,N,1178,POLLING PLACE,93,15,64,6
LOS ANGELES,9001665A,3804,62,N,0,VBM PORTION,116,32,74,5
LOS ANGELES,9001665A,3804,62,N,1178,TOTAL,209,47,138,11
LOS ANGELES,9001666A,3805,63,N,1335,POLLING PLACE,93,13,64,7
LOS ANGELES,9001666A,3805,63,N,0,VBM PORTION,112,22,68,9
LOS ANGELES,9001666A,3805,63,N,1335,TOTAL,205,35,132,16
LOS ANGELES,9001700D,3815,15,N,716,POLLING PLACE,27,14,12,1
LOS ANGELES,9001700D,3815,15,N,0,VBM PORTION,32,8,22,1
LOS ANGELES,9001700D,3815,15,N,716,TOTAL,59,22,34,2
LOS ANGELES,9001754A,3838,9,N,1375,POLLING PLACE,124,51,62,7
LOS ANGELES,9001754A,3838,9,N,0,VBM PORTION,129,42,62,8
LOS ANGELES,9001754A,3838,9,N,1375,TOTAL,253,93,124,15
LOS ANGELES,9001805A,3869,9,N,1320,POLLING PLACE,138,51,63,11
LOS ANGELES,9001805A,3869,9,N,0,VBM PORTION,93,30,43,7
LOS ANGELES,9001805A,3869,9,N,1320,TOTAL,231,81,106,18
LOS ANGELES,9001861A,3886,62,N,1294,POLLING PLACE,148,30,97,11
LOS ANGELES,9001861A,3886,62,N,0,VBM PORTION,95,29,52,9
LOS ANGELES,9001861A,3886,62,N,1294,TOTAL,243,59,149,20
LOS ANGELES,9001900B,3900,59,N,1170,POLLING PLACE,44,7,30,7
LOS ANGELES,9001900B,3900,59,N,0,VBM PORTION,77,18,46,6
LOS ANGELES,9001900B,3900,59,N,1170,TOTAL,121,25,76,13
LOS ANGELES,9001907A,3903,15,N,769,POLLING PLACE,43,16,25,0
LOS ANGELES,9001907A,3903,15,N,0,VBM PORTION,26,5,20,0
LOS ANGELES,9001907A,3903,15,N,769,TOTAL,69,21,45,0
LOS ANGELES,9001917A,3905,19,N,1000,POLLING PLACE,59,19,29,5
LOS ANGELES,9001917A,3905,19,N,0,VBM PORTION,45,14,26,2
LOS ANGELES,9001917A,3905,19,N,1000,TOTAL,104,33,55,7
LOS ANGELES,9001926C,3907,63,N,1393,POLLING PLACE,163,38,105,13
LOS ANGELES,9001926C,3907,63,N,0,VBM PORTION,161,37,106,5
LOS ANGELES,9001926C,3907,63,N,1393,TOTAL,324,75,211,18
LOS ANGELES,9001928B,3909,63,N,1219,POLLING PLACE,142,25,97,4
LOS ANGELES,9001928B,3909,63,N,0,VBM PORTION,85,19,56,3
LOS ANGELES,9001928B,3909,63,N,1219,TOTAL,227,44,153,7
LOS ANGELES,9001931A,3912,63,N,1253,POLLING PLACE,152,30,98,15
LOS ANGELES,9001931A,3912,63,N,0,VBM PORTION,120,23,73,4
LOS ANGELES,9001931A,3912,63,N,1253,TOTAL,272,53,171,19
LOS ANGELES,9001934A,3914,63,N,1226,POLLING PLACE,133,18,91,16
LOS ANGELES,9001934A,3914,63,N,0,VBM PORTION,114,20,75,10
LOS ANGELES,9001934A,3914,63,N,1226,TOTAL,247,38,166,26
LOS ANGELES,9001934C,3915,63,N,852,POLLING PLACE,76,13,52,5
LOS ANGELES,9001934C,3915,63,N,0,VBM PORTION,73,16,50,2
LOS ANGELES,9001934C,3915,63,N,852,TOTAL,149,29,102,7
LOS ANGELES,9002131A,4007,59,N,1290,POLLING PLACE,67,16,32,11
LOS ANGELES,9002131A,4007,59,N,0,VBM PORTION,108,38,51,4
LOS ANGELES,9002131A,4007,59,N,1290,TOTAL,175,54,83,15
LOS ANGELES,9002176A,4028,19,N,826,POLLING PLACE,49,11,31,5
LOS ANGELES,9002176A,4028,19,N,0,VBM PORTION,89,16,44,9
LOS ANGELES,9002176A,4028,19,N,826,TOTAL,138,27,75,14
LOS ANGELES,9002222A,4047,19,N,1150,POLLING PLACE,40,9,23,7
LOS ANGELES,9002222A,4047,19,N,0,VBM PORTION,52,14,24,7
LOS ANGELES,9002222A,4047,19,N,1150,TOTAL,92,23,47,14
LOS ANGELES,9002269A,4064,59,N,1269,POLLING PLACE,60,21,28,9
LOS ANGELES,9002269A,4064,59,N,0,VBM PORTION,75,17,48,2
LOS ANGELES,9002269A,4064,59,N,1269,TOTAL,135,38,76,11
LOS ANGELES,9002281A,4070,15,N,1109,POLLING PLACE,63,19,35,3
LOS ANGELES,9002281A,4070,15,N,0,VBM PORTION,54,20,28,1
LOS ANGELES,9002281A,4070,15,N,1109,TOTAL,117,39,63,4
LOS ANGELES,9002301A,4077,19,N,1102,POLLING PLACE,66,17,41,6
LOS ANGELES,9002301A,4077,19,N,0,VBM PORTION,48,12,27,7
LOS ANGELES,9002301A,4077,19,N,1102,TOTAL,114,29,68,13
LOS ANGELES,9002305A,4080,19,N,1104,POLLING PLACE,57,17,32,5
LOS ANGELES,9002305A,4080,19,N,0,VBM PORTION,75,21,40,5
LOS ANGELES,9002305A,4080,19,N,1104,TOTAL,132,38,72,10
LOS ANGELES,9002314A,4083,59,N,1066,POLLING PLACE,44,16,22,2
LOS ANGELES,9002314A,4083,59,N,0,VBM PORTION,21,4,14,2
LOS ANGELES,9002314A,4083,59,N,1066,TOTAL,65,20,36,4
LOS ANGELES,9002318A,4086,19,N,1165,POLLING PLACE,78,23,37,8
LOS ANGELES,9002318A,4086,19,N,0,VBM PORTION,52,20,25,2
LOS ANGELES,9002318A,4086,19,N,1165,TOTAL,130,43,62,10
LOS ANGELES,9002319A,4087,19,N,1110,POLLING PLACE,51,17,24,6
LOS ANGELES,9002319A,4087,19,N,0,VBM PORTION,38,11,20,4
LOS ANGELES,9002319A,4087,19,N,1110,TOTAL,89,28,44,10
LOS ANGELES,9002320A,4088,59,N,1009,POLLING PLACE,66,10,46,7
LOS ANGELES,9002320A,4088,59,N,0,VBM PORTION,59,17,36,5
LOS ANGELES,9002320A,4088,59,N,1009,TOTAL,125,27,82,12
LOS ANGELES,9002321A,4089,59,N,1289,POLLING PLACE,102,20,64,9
LOS ANGELES,9002321A,4089,59,N,0,VBM PORTION,86,19,52,7
LOS ANGELES,9002321A,4089,59,N,1289,TOTAL,188,39,116,16
LOS ANGELES,9002398A,4127,19,N,942,POLLING PLACE,54,12,35,0
LOS ANGELES,9002398A,4127,19,N,0,VBM PORTION,43,8,33,1
LOS ANGELES,9002398A,4127,19,N,942,TOTAL,97,20,68,1
LOS ANGELES,9002509A,4172,9,N,849,POLLING PLACE,73,31,36,5
LOS ANGELES,9002509A,4172,9,N,0,VBM PORTION,75,23,40,5
LOS ANGELES,9002509A,4172,9,N,849,TOTAL,148,54,76,10
LOS ANGELES,9002527A,6196,62,Y,91,POLLING PLACE,0,0,0,0
LOS ANGELES,9002527A,6196,62,Y,0,VBM PORTION,9,3,4,2
LOS ANGELES,9002527A,6196,62,Y,91,TOTAL,9,3,4,2
LOS ANGELES,9002536A,6197,8,Y,0,POLLING PLACE,0,0,0,0
LOS ANGELES,9002536A,6197,8,Y,0,VBM PORTION,0,0,0,0
LOS ANGELES,9002536A,6197,8,Y,0,TOTAL,0,0,0,0
LOS ANGELES,9002539A,6198,16,Y,0,POLLING PLACE,0,0,0,0
LOS ANGELES,9002539A,6198,16,Y,0,VBM PORTION,0,0,0,0
LOS ANGELES,9002539A,6198,16,Y,0,TOTAL,0,0,0,0
LOS ANGELES,9002579A,6202,6,Y,0,POLLING PLACE,0,0,0,0
LOS ANGELES,9002579A,6202,6,Y,0,VBM PORTION,0,0,0,0
LOS ANGELES,9002579A,6202,6,Y,0,TOTAL,0,0,0,0
LOS ANGELES,9002622A,6208,6,Y,31,POLLING PLACE,0,0,0,0
LOS ANGELES,9002622A,6208,6,Y,0,VBM PORTION,10,4,1,0
LOS ANGELES,9002622A,6208,6,Y,31,TOTAL,10,4,1,0
LOS ANGELES,9002679A,6212,61,Y,64,POLLING PLACE,0,0,0,0
LOS ANGELES,9002679A,6212,61,Y,0,VBM PORTION,10,9,1,0
LOS ANGELES,9002679A,6212,61,Y,64,TOTAL,10,9,1,0
LOS ANGELES,9002694A,6213,16,Y,0,POLLING PLACE,0,0,0,0
LOS ANGELES,9002694A,6213,16,Y,0,VBM PORTION,0,0,0,0
LOS ANGELES,9002694A,6213,16,Y,0,TOTAL,0,0,0,0
LOS ANGELES,9002704A,4232,62,N,881,POLLING PLACE,113,22,77,12
LOS ANGELES,9002704A,4232,62,N,0,VBM PORTION,63,13,43,2
LOS ANGELES,9002704A,4232,62,N,881,TOTAL,176,35,120,14
LOS ANGELES,9002730A,4236,15,N,923,POLLING PLACE,78,26,38,6
LOS ANGELES,9002730A,4236,15,N,0,VBM PORTION,50,23,17,8
LOS ANGELES,9002730A,4236,15,N,923,TOTAL,128,49,55,14
LOS ANGELES,9002754A,4239,59,N,999,POLLING PLACE,41,8,29,1
LOS ANGELES,9002754A,4239,59,N,0,VBM PORTION,49,16,26,3
LOS ANGELES,9002754A,4239,59,N,999,TOTAL,90,24,55,4
LOS ANGELES,9002803A,4245,59,N,703,POLLING PLACE,27,7,18,0
LOS ANGELES,9002803A,4245,59,N,0,VBM PORTION,26,4,16,3
LOS ANGELES,9002803A,4245,59,N,703,TOTAL,53,11,34,3
LOS ANGELES,9002811A,4247,19,N,1144,POLLING PLACE,57,17,35,0
LOS ANGELES,9002811A,4247,19,N,0,VBM PORTION,62,13,27,14
LOS ANGELES,9002811A,4247,19,N,1144,TOTAL,119,30,62,14
LOS ANGELES,9002824A,4249,15,N,1243,POLLING PLACE,65,17,40,3
LOS ANGELES,9002824A,4249,15,N,0,VBM PORTION,52,10,37,3
LOS ANGELES,9002824A,4249,15,N,1243,TOTAL,117,27,77,6
LOS ANGELES,9002873B,4256,63,N,1181,POLLING PLACE,118,24,78,10
LOS ANGELES,9002873B,4256,63,N,0,VBM PORTION,69,12,48,4
LOS ANGELES,9002873B,4256,63,N,1181,TOTAL,187,36,126,14
LOS ANGELES,9002875C,4257,63,N,538,POLLING PLACE,43,11,31,1
LOS ANGELES,9002875C,4257,63,N,0,VBM PORTION,83,15,57,3
LOS ANGELES,9002875C,4257,63,N,538,TOTAL,126,26,88,4
LOS ANGELES,9002888A,4258,15,N,1142,POLLING PLACE,77,23,35,6
LOS ANGELES,9002888A,4258,15,N,0,VBM PORTION,41,5,36,0
LOS ANGELES,9002888A,4258,15,N,1142,TOTAL,118,28,71,6
LOS ANGELES,9002892A,4261,9,N,1110,POLLING PLACE,102,46,41,8
LOS ANGELES,9002892A,4261,9,N,0,VBM PORTION,75,21,38,6
LOS ANGELES,9002892A,4261,9,N,1110,TOTAL,177,67,79,14
LOS ANGELES,9002894A,4263,15,N,1114,POLLING PLACE,75,15,49,5
LOS ANGELES,9002894A,4263,15,N,0,VBM PORTION,62,14,41,3
LOS ANGELES,9002894A,4263,15,N,1114,TOTAL,137,29,90,8
LOS ANGELES,9002903B,4265,15,N,1099,POLLING PLACE,69,8,53,1
LOS ANGELES,9002903B,4265,15,N,0,VBM PORTION,43,7,29,4
LOS ANGELES,9002903B,4265,15,N,1099,TOTAL,112,15,82,5
LOS ANGELES,9002988A,4278,19,N,1029,POLLING PLACE,55,15,33,3
LOS ANGELES,9002988A,4278,19,N,0,VBM PORTION,30,6,19,4
LOS ANGELES,9002988A,4278,19,N,1029,TOTAL,85,21,52,7
LOS ANGELES,9003228A,4303,63,N,1285,POLLING PLACE,86,18,55,7
LOS ANGELES,9003228A,4303,63,N,0,VBM PORTION,82,14,56,6
LOS ANGELES,9003228A,4303,63,N,1285,TOTAL,168,32,111,13
LOS ANGELES,9003238A,4306,63,N,767,POLLING PLACE,62,7,47,2
LOS ANGELES,9003238A,4306,63,N,0,VBM PORTION,63,8,45,5
LOS ANGELES,9003238A,4306,63,N,767,TOTAL,125,15,92,7
LOS ANGELES,9003448A,4317,19,N,944,POLLING PLACE,48,9,32,6
LOS ANGELES,9003448A,4317,19,N,0,VBM PORTION,74,16,43,11
LOS ANGELES,9003448A,4317,19,N,944,TOTAL,122,25,75,17
LOS ANGELES,9003606A,4327,15,N,1057,POLLING PLACE,116,34,67,8
LOS ANGELES,9003606A,4327,15,N,0,VBM PORTION,101,40,47,4
LOS ANGELES,9003606A,4327,15,N,1057,TOTAL,217,74,114,12
LOS ANGELES,9003613A,4328,18,N,962,POLLING PLACE,97,45,40,5
LOS ANGELES,9003613A,4328,18,N,0,VBM PORTION,123,67,46,5
LOS ANGELES,9003613A,4328,18,N,962,TOTAL,220,112,86,10
LOS ANGELES,9003614A,4329,18,N,1233,POLLING PLACE,161,66,67,14
LOS ANGELES,9003614A,4329,18,N,0,VBM PORTION,118,44,60,5
LOS ANGELES,9003614A,4329,18,N,1233,TOTAL,279,110,127,19
LOS ANGELES,9003626A,4330,50,N,1393,POLLING PLACE,154,60,73,10
LOS ANGELES,9003626A,4330,50,N,0,VBM PORTION,158,46,85,17
LOS ANGELES,9003626A,4330,50,N,1393,TOTAL,312,106,158,27
LOS ANGELES,9004201A,4355,59,N,925,POLLING PLACE,55,24,22,3
LOS ANGELES,9004201A,4355,59,N,0,VBM PORTION,72,23,28,9
LOS ANGELES,9004201A,4355,59,N,925,TOTAL,127,47,50,12
LOS ANGELES,9004204A,4356,59,N,1182,POLLING PLACE,44,12,26,5
LOS ANGELES,9004204A,4356,59,N,0,VBM PORTION,57,16,36,3
LOS ANGELES,9004204A,4356,59,N,1182,TOTAL,101,28,62,8
LOS ANGELES,9004210A,4357,53,N,975,POLLING PLACE,117,39,59,8
LOS ANGELES,9004210A,4357,53,N,0,VBM PORTION,88,29,49,7
LOS ANGELES,9004210A,4357,53,N,975,TOTAL,205,68,108,15
LOS ANGELES,9004212A,4358,15,N,472,POLLING PLACE,88,41,33,3
LOS ANGELES,9004212A,4358,15,N,0,VBM PORTION,71,27,32,5
LOS ANGELES,9004212A,4358,15,N,472,TOTAL,159,68,65,8
LOS ANGELES,9004225A,4363,15,N,1194,POLLING PLACE,46,18,18,5
LOS ANGELES,9004225A,4363,15,N,0,VBM PORTION,67,12,43,5
LOS ANGELES,9004225A,4363,15,N,1194,TOTAL,113,30,61,10
LOS ANGELES,9005107A,4380,59,N,793,POLLING PLACE,58,19,36,1
LOS ANGELES,9005107A,4380,59,N,0,VBM PORTION,67,15,42,4
LOS ANGELES,9005107A,4380,59,N,793,TOTAL,125,34,78,5
LOS ANGELES,9005136A,4384,63,N,867,POLLING PLACE,81,23,44,9
LOS ANGELES,9005136A,4384,63,N,0,VBM PORTION,72,9,45,7
LOS ANGELES,9005136A,4384,63,N,867,TOTAL,153,32,89,16
LOS ANGELES,9005139A,4385,63,N,1312,POLLING PLACE,110,16,72,15
LOS ANGELES,9005139A,4385,63,N,0,VBM PORTION,79,19,52,3
LOS ANGELES,9005139A,4385,63,N,1312,TOTAL,189,35,124,18
LOS ANGELES,9005140A,4386,62,N,1158,POLLING PLACE,124,16,86,15
LOS ANGELES,9005140A,4386,62,N,0,VBM PORTION,91,18,58,9
LOS ANGELES,9005140A,4386,62,N,1158,TOTAL,215,34,144,24
LOS ANGELES,9005142A,4387,63,N,1238,POLLING PLACE,145,34,92,8
LOS ANGELES,9005142A,4387,63,N,0,VBM PORTION,101,23,69,4
LOS ANGELES,9005142A,4387,63,N,1238,TOTAL,246,57,161,12
LOS ANGELES,9005145A,4388,63,N,1159,POLLING PLACE,98,15,72,7
LOS ANGELES,9005145A,4388,63,N,0,VBM PORTION,116,22,77,7
LOS ANGELES,9005145A,4388,63,N,1159,TOTAL,214,37,149,14
LOS ANGELES,9005147A,4389,62,N,1212,POLLING PLACE,71,9,54,4
LOS ANGELES,9005147A,4389,62,N,0,VBM PORTION,47,10,29,4
LOS ANGELES,9005147A,4389,62,N,1212,TOTAL,118,19,83,8
LOS ANGELES,9005151B,4390,62,N,934,POLLING PLACE,120,23,85,7
LOS ANGELES,9005151B,4390,62,N,0,VBM PORTION,85,22,48,7
LOS ANGELES,9005151B,4390,62,N,934,TOTAL,205,45,133,14
LOS ANGELES,9005152A,4391,63,N,1190,POLLING PLACE,126,20,86,12
LOS ANGELES,9005152A,4391,63,N,0,VBM PORTION,96,25,61,5
LOS ANGELES,9005152A,4391,63,N,1190,TOTAL,222,45,147,17
LOS ANGELES,9005155A,4392,63,N,1337,POLLING PLACE,131,29,85,10
LOS ANGELES,9005155A,4392,63,N,0,VBM PORTION,88,18,56,9
LOS ANGELES,9005155A,4392,63,N,1337,TOTAL,219,47,141,19
LOS ANGELES,9005159A,4393,63,N,1290,POLLING PLACE,131,36,76,8
LOS ANGELES,9005159A,4393,63,N,0,VBM PORTION,133,30,84,9
LOS ANGELES,9005159A,4393,63,N,1290,TOTAL,264,66,160,17
LOS ANGELES,9005187A,4394,62,N,1152,POLLING PLACE,105,15,79,6
LOS ANGELES,9005187A,4394,62,N,0,VBM PORTION,94,26,52,7
LOS ANGELES,9005187A,4394,62,N,1152,TOTAL,199,41,131,13
LOS ANGELES,9005188A,4395,59,N,1220,POLLING PLACE,75,14,42,12
LOS ANGELES,9005188A,4395,59,N,0,VBM PORTION,33,6,22,1
LOS ANGELES,9005188A,4395,59,N,1220,TOTAL,108,20,64,13
LOS ANGELES,9005189A,4396,59,N,1151,POLLING PLACE,59,18,32,4
LOS ANGELES,9005189A,4396,59,N,0,VBM PORTION,32,5,20,3
LOS ANGELES,9005189A,4396,59,N,1151,TOTAL,91,23,52,7
LOS ANGELES,9005196A,4397,63,N,1109,POLLING PLACE,122,19,87,10
LOS ANGELES,9005196A,4397,63,N,0,VBM PORTION,106,13,77,5
LOS ANGELES,9005196A,4397,63,N,1109,TOTAL,228,32,164,15
LOS ANGELES,9005199A,4398,63,N,950,POLLING PLACE,114,22,79,8
LOS ANGELES,9005199A,4398,63,N,0,VBM PORTION,101,29,60,4
LOS ANGELES,9005199A,4398,63,N,950,TOTAL,215,51,139,12
LOS ANGELES,9005530A,4430,62,N,1285,POLLING PLACE,78,23,37,13
LOS ANGELES,9005530A,4430,62,N,0,VBM PORTION,116,20,74,7
LOS ANGELES,9005530A,4430,62,N,1285,TOTAL,194,43,111,20
LOS ANGELES,9005549B,4435,63,N,1387,POLLING PLACE,107,25,67,5
LOS ANGELES,9005549B,4435,63,N,0,VBM PORTION,100,16,68,4
LOS ANGELES,9005549B,4435,63,N,1387,TOTAL,207,41,135,9
LOS ANGELES,9005635A,4436,19,N,819,POLLING PLACE,57,10,35,4
LOS ANGELES,9005635A,4436,19,N,0,VBM PORTION,57,13,36,6
LOS ANGELES,9005635A,4436,19,N,819,TOTAL,114,23,71,10
LOS ANGELES,9005638A,4437,19,N,1176,POLLING PLACE,49,27,14,2
LOS ANGELES,9005638A,4437,19,N,0,VBM PORTION,72,22,36,3
LOS ANGELES,9005638A,4437,19,N,1176,TOTAL,121,49,50,5
LOS ANGELES,9005662A,4441,20,N,1056,POLLING PLACE,88,27,47,10
LOS ANGELES,9005662A,4441,20,N,0,VBM PORTION,45,4,34,3
LOS ANGELES,9005662A,4441,20,N,1056,TOTAL,133,31,81,13
LOS ANGELES,9005663A,4442,20,N,1182,POLLING PLACE,55,22,25,6
LOS ANGELES,9005663A,4442,20,N,0,VBM PORTION,61,30,25,4
LOS ANGELES,9005663A,4442,20,N,1182,TOTAL,116,52,50,10
LOS ANGELES,9005666A,4443,15,N,1242,POLLING PLACE,32,7,16,2
LOS ANGELES,9005666A,4443,15,N,0,VBM PORTION,27,0,24,2
LOS ANGELES,9005666A,4443,15,N,1242,TOTAL,59,7,40,4
LOS ANGELES,9005669A,4445,15,N,1277,POLLING PLACE,61,12,39,3
LOS ANGELES,9005669A,4445,15,N,0,VBM PORTION,67,19,38,5
LOS ANGELES,9005669A,4445,15,N,1277,TOTAL,128,31,77,8
LOS ANGELES,9006197A,4467,15,N,718,POLLING PLACE,73,27,41,5
LOS ANGELES,9006197A,4467,15,N,0,VBM PORTION,59,14,31,8
LOS ANGELES,9006197A,4467,15,N,718,TOTAL,132,41,72,13
LOS ANGELES,9006203A,4468,15,N,861,POLLING PLACE,81,39,33,6
LOS ANGELES,9006203A,4468,15,N,0,VBM PORTION,55,15,37,0
LOS ANGELES,9006203A,4468,15,N,861,TOTAL,136,54,70,6
LOS ANGELES,9006206A,4469,15,N,1134,POLLING PLACE,58,17,31,7
LOS ANGELES,9006206A,4469,15,N,0,VBM PORTION,50,13,32,3
LOS ANGELES,9006206A,4469,15,N,1134,TOTAL,108,30,63,10
LOS ANGELES,9006209A,4470,15,N,1037,POLLING PLACE,116,46,56,4
LOS ANGELES,9006209A,4470,15,N,0,VBM PORTION,63,22,35,0
LOS ANGELES,9006209A,4470,15,N,1037,TOTAL,179,68,91,4
LOS ANGELES,9006212B,4471,15,N,943,POLLING PLACE,81,27,42,3
LOS ANGELES,9006212B,4471,15,N,0,VBM PORTION,54,18,29,3
LOS ANGELES,9006212B,4471,15,N,943,TOTAL,135,45,71,6
LOS ANGELES,9006214A,4472,15,N,966,POLLING PLACE,34,10,24,0
LOS ANGELES,9006214A,4472,15,N,0,VBM PORTION,73,23,43,0
LOS ANGELES,9006214A,4472,15,N,966,TOTAL,107,33,67,0
LOS ANGELES,9006216A,4473,15,N,780,POLLING PLACE,69,25,37,3
LOS ANGELES,9006216A,4473,15,N,0,VBM PORTION,53,19,26,4
LOS ANGELES,9006216A,4473,15,N,780,TOTAL,122,44,63,7
LOS ANGELES,9006217A,4474,15,N,775,POLLING PLACE,37,7,25,3
LOS ANGELES,9006217A,4474,15,N,0,VBM PORTION,55,13,35,3
LOS ANGELES,9006217A,4474,15,N,775,TOTAL,92,20,60,6
