LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BETTY T YEE,LAURA WELLS,TAMMY D BLAIR,JOHN A PEREZ,DAVID EVANS,ASHLEY SWEARENGIN
LOS ANGELES,9002527A,6196,62,Y,91,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002527A,6196,62,Y,0,VBM PORTION,9,0,0,1,3,0,3
LOS ANGELES,9002527A,6196,62,Y,91,TOTAL,9,0,0,1,3,0,3
LOS ANGELES,9002529A,4178,173,N,1165,POLLING PLACE,62,21,2,2,15,0,2
LOS ANGELES,9002529A,4178,173,N,0,VBM PORTION,45,12,0,4,17,0,0
LOS ANGELES,9002529A,4178,173,N,1165,TOTAL,107,33,2,6,32,0,2
LOS ANGELES,9002531A,4179,173,N,788,POLLING PLACE,45,17,1,1,12,1,1
LOS ANGELES,9002531A,4179,173,N,0,VBM PORTION,24,11,0,1,8,3,0
LOS ANGELES,9002531A,4179,173,N,788,TOTAL,69,28,1,2,20,4,1
LOS ANGELES,9002533A,4180,43,N,1011,POLLING PLACE,72,19,2,1,19,4,22
LOS ANGELES,9002533A,4180,43,N,0,VBM PORTION,84,21,4,3,17,6,13
LOS ANGELES,9002533A,4180,43,N,1011,TOTAL,156,40,6,4,36,10,35
LOS ANGELES,9002534A,4181,178,N,1184,POLLING PLACE,52,14,5,4,15,0,1
LOS ANGELES,9002534A,4181,178,N,0,VBM PORTION,30,1,0,3,18,1,3
LOS ANGELES,9002534A,4181,178,N,1184,TOTAL,82,15,5,7,33,1,4
LOS ANGELES,9002534C,4182,178,N,1221,POLLING PLACE,30,9,0,0,10,1,1
LOS ANGELES,9002534C,4182,178,N,0,VBM PORTION,20,6,1,4,4,1,3
LOS ANGELES,9002534C,4182,178,N,1221,TOTAL,50,15,1,4,14,2,4
LOS ANGELES,9002536A,6197,8,Y,0,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002536A,6197,8,Y,0,VBM PORTION,0,0,0,0,0,0,0
LOS ANGELES,9002536A,6197,8,Y,0,TOTAL,0,0,0,0,0,0,0
LOS ANGELES,9002537A,4183,178,N,1111,POLLING PLACE,31,5,3,3,8,2,3
LOS ANGELES,9002537A,4183,178,N,0,VBM PORTION,32,6,3,1,6,5,1
LOS ANGELES,9002537A,4183,178,N,1111,TOTAL,63,11,6,4,14,7,4
LOS ANGELES,9002539A,6198,16,Y,0,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002539A,6198,16,Y,0,VBM PORTION,0,0,0,0,0,0,0
LOS ANGELES,9002539A,6198,16,Y,0,TOTAL,0,0,0,0,0,0,0
LOS ANGELES,9002540A,4184,178,N,1270,POLLING PLACE,43,9,3,2,12,1,0
LOS ANGELES,9002540A,4184,178,N,0,VBM PORTION,13,1,0,5,3,1,0
LOS ANGELES,9002540A,4184,178,N,1270,TOTAL,56,10,3,7,15,2,0
LOS ANGELES,9002540B,4185,178,N,982,POLLING PLACE,37,4,1,2,20,0,3
LOS ANGELES,9002540B,4185,178,N,0,VBM PORTION,20,1,3,1,9,2,0
LOS ANGELES,9002540B,4185,178,N,982,TOTAL,57,5,4,3,29,2,3
LOS ANGELES,9002544B,4186,178,N,1032,POLLING PLACE,42,13,0,4,15,0,0
LOS ANGELES,9002544B,4186,178,N,0,VBM PORTION,31,12,2,2,9,2,0
LOS ANGELES,9002544B,4186,178,N,1032,TOTAL,73,25,2,6,24,2,0
LOS ANGELES,9002545A,4187,96,N,551,POLLING PLACE,45,7,0,3,25,3,1
LOS ANGELES,9002545A,4187,96,N,0,VBM PORTION,14,3,0,0,6,1,1
LOS ANGELES,9002545A,4187,96,N,551,TOTAL,59,10,0,3,31,4,2
LOS ANGELES,9002547A,4188,96,N,1274,POLLING PLACE,227,40,3,4,73,14,15
LOS ANGELES,9002547A,4188,96,N,0,VBM PORTION,271,68,3,5,47,36,24
LOS ANGELES,9002547A,4188,96,N,1274,TOTAL,498,108,6,9,120,50,39
LOS ANGELES,9002548A,4189,178,N,1068,POLLING PLACE,33,4,0,2,14,4,2
LOS ANGELES,9002548A,4189,178,N,0,VBM PORTION,29,10,1,1,14,0,0
LOS ANGELES,9002548A,4189,178,N,1068,TOTAL,62,14,1,3,28,4,2
LOS ANGELES,9002549A,4190,178,N,606,POLLING PLACE,26,5,2,1,8,3,0
LOS ANGELES,9002549A,4190,178,N,0,VBM PORTION,17,3,1,4,4,1,0
LOS ANGELES,9002549A,4190,178,N,606,TOTAL,43,8,3,5,12,4,0
LOS ANGELES,9002551A,4191,178,N,1071,POLLING PLACE,30,3,1,6,9,2,1
LOS ANGELES,9002551A,4191,178,N,0,VBM PORTION,23,5,2,1,11,0,1
LOS ANGELES,9002551A,4191,178,N,1071,TOTAL,53,8,3,7,20,2,2
LOS ANGELES,9002553B,4192,178,N,613,POLLING PLACE,10,3,0,1,4,0,0
LOS ANGELES,9002553B,4192,178,N,0,VBM PORTION,9,1,0,1,6,0,0
LOS ANGELES,9002553B,4192,178,N,613,TOTAL,19,4,0,2,10,0,0
LOS ANGELES,9002555B,4193,178,N,1118,POLLING PLACE,42,8,2,4,16,0,0
LOS ANGELES,9002555B,4193,178,N,0,VBM PORTION,20,5,0,2,4,0,2
LOS ANGELES,9002555B,4193,178,N,1118,TOTAL,62,13,2,6,20,0,2
LOS ANGELES,9002556A,4194,116,N,1218,POLLING PLACE,138,54,2,9,28,3,8
LOS ANGELES,9002556A,4194,116,N,0,VBM PORTION,145,53,3,10,44,5,8
LOS ANGELES,9002556A,4194,116,N,1218,TOTAL,283,107,5,19,72,8,16
LOS ANGELES,9002557A,6199,107,Y,10,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002557A,6199,107,Y,0,VBM PORTION,2,1,0,0,0,0,1
LOS ANGELES,9002557A,6199,107,Y,10,TOTAL,2,1,0,0,0,0,1
LOS ANGELES,9002558A,4195,173,N,1285,POLLING PLACE,55,9,1,2,21,2,3
LOS ANGELES,9002558A,4195,173,N,0,VBM PORTION,62,24,5,7,15,1,1
LOS ANGELES,9002558A,4195,173,N,1285,TOTAL,117,33,6,9,36,3,4
LOS ANGELES,9002559A,6200,114,Y,0,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002559A,6200,114,Y,0,VBM PORTION,0,0,0,0,0,0,0
LOS ANGELES,9002559A,6200,114,Y,0,TOTAL,0,0,0,0,0,0,0
LOS ANGELES,9002561A,6201,22,Y,0,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002561A,6201,22,Y,0,VBM PORTION,0,0,0,0,0,0,0
LOS ANGELES,9002561A,6201,22,Y,0,TOTAL,0,0,0,0,0,0,0
LOS ANGELES,9002562A,4196,158,N,1011,POLLING PLACE,180,22,9,3,30,27,71
LOS ANGELES,9002562A,4196,158,N,0,VBM PORTION,95,14,0,3,14,22,34
LOS ANGELES,9002562A,4196,158,N,1011,TOTAL,275,36,9,6,44,49,105
LOS ANGELES,9002563A,4197,173,N,1177,POLLING PLACE,46,14,0,4,10,3,0
LOS ANGELES,9002563A,4197,173,N,0,VBM PORTION,33,7,2,4,12,0,0
LOS ANGELES,9002563A,4197,173,N,1177,TOTAL,79,21,2,8,22,3,0
LOS ANGELES,9002566A,4198,173,N,823,POLLING PLACE,32,5,0,1,13,3,1
LOS ANGELES,9002566A,4198,173,N,0,VBM PORTION,25,4,0,6,10,2,0
LOS ANGELES,9002566A,4198,173,N,823,TOTAL,57,9,0,7,23,5,1
LOS ANGELES,9002568A,4199,173,N,1127,POLLING PLACE,54,14,2,2,20,1,1
LOS ANGELES,9002568A,4199,173,N,0,VBM PORTION,37,9,0,4,15,3,2
LOS ANGELES,9002568A,4199,173,N,1127,TOTAL,91,23,2,6,35,4,3
LOS ANGELES,9002572A,4200,174,N,1113,POLLING PLACE,62,12,1,7,23,1,1
LOS ANGELES,9002572A,4200,174,N,0,VBM PORTION,67,22,1,8,21,0,1
LOS ANGELES,9002572A,4200,174,N,1113,TOTAL,129,34,2,15,44,1,2
LOS ANGELES,9002573B,4201,79,N,636,POLLING PLACE,32,12,2,1,10,1,3
LOS ANGELES,9002573B,4201,79,N,0,VBM PORTION,39,14,3,0,3,7,4
LOS ANGELES,9002573B,4201,79,N,636,TOTAL,71,26,5,1,13,8,7
LOS ANGELES,9002579A,6202,6,Y,0,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002579A,6202,6,Y,0,VBM PORTION,0,0,0,0,0,0,0
LOS ANGELES,9002579A,6202,6,Y,0,TOTAL,0,0,0,0,0,0,0
LOS ANGELES,9002580A,4202,157,N,627,POLLING PLACE,73,16,5,4,15,11,9
LOS ANGELES,9002580A,4202,157,N,0,VBM PORTION,89,20,7,4,17,11,20
LOS ANGELES,9002580A,4202,157,N,627,TOTAL,162,36,12,8,32,22,29
LOS ANGELES,9002583A,4203,173,N,1184,POLLING PLACE,70,18,0,4,22,3,1
LOS ANGELES,9002583A,4203,173,N,0,VBM PORTION,45,10,2,4,17,2,2
LOS ANGELES,9002583A,4203,173,N,1184,TOTAL,115,28,2,8,39,5,3
LOS ANGELES,9002584A,4204,173,N,1306,POLLING PLACE,65,20,0,9,16,0,3
LOS ANGELES,9002584A,4204,173,N,0,VBM PORTION,60,13,2,11,22,1,2
LOS ANGELES,9002584A,4204,173,N,1306,TOTAL,125,33,2,20,38,1,5
LOS ANGELES,9002587A,4205,175,N,1234,POLLING PLACE,73,18,2,6,23,2,7
LOS ANGELES,9002587A,4205,175,N,0,VBM PORTION,27,6,0,4,11,0,1
LOS ANGELES,9002587A,4205,175,N,1234,TOTAL,100,24,2,10,34,2,8
LOS ANGELES,9002588B,4206,175,N,874,POLLING PLACE,73,11,4,4,28,6,5
LOS ANGELES,9002588B,4206,175,N,0,VBM PORTION,37,8,3,5,16,1,2
LOS ANGELES,9002588B,4206,175,N,874,TOTAL,110,19,7,9,44,7,7
LOS ANGELES,9002591A,4207,177,N,682,POLLING PLACE,74,28,0,3,22,4,4
LOS ANGELES,9002591A,4207,177,N,0,VBM PORTION,27,4,0,6,12,0,0
LOS ANGELES,9002591A,4207,177,N,682,TOTAL,101,32,0,9,34,4,4
LOS ANGELES,9002594A,4208,176,N,1227,POLLING PLACE,71,11,1,4,33,10,3
LOS ANGELES,9002594A,4208,176,N,0,VBM PORTION,84,33,7,2,14,6,11
LOS ANGELES,9002594A,4208,176,N,1227,TOTAL,155,44,8,6,47,16,14
LOS ANGELES,9002596A,4209,176,N,739,POLLING PLACE,83,24,2,7,31,4,1
LOS ANGELES,9002596A,4209,176,N,0,VBM PORTION,54,17,1,6,14,5,5
LOS ANGELES,9002596A,4209,176,N,739,TOTAL,137,41,3,13,45,9,6
LOS ANGELES,9002602A,6203,80,Y,95,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002602A,6203,80,Y,0,VBM PORTION,10,6,0,0,2,0,0
LOS ANGELES,9002602A,6203,80,Y,95,TOTAL,10,6,0,0,2,0,0
LOS ANGELES,9002610A,6204,23,Y,0,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002610A,6204,23,Y,0,VBM PORTION,0,0,0,0,0,0,0
LOS ANGELES,9002610A,6204,23,Y,0,TOTAL,0,0,0,0,0,0,0
LOS ANGELES,9002611A,6205,27,Y,0,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002611A,6205,27,Y,0,VBM PORTION,0,0,0,0,0,0,0
LOS ANGELES,9002611A,6205,27,Y,0,TOTAL,0,0,0,0,0,0,0
LOS ANGELES,9002612A,6206,24,Y,0,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002612A,6206,24,Y,0,VBM PORTION,0,0,0,0,0,0,0
LOS ANGELES,9002612A,6206,24,Y,0,TOTAL,0,0,0,0,0,0,0
LOS ANGELES,9002614A,6207,13,Y,0,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002614A,6207,13,Y,0,VBM PORTION,0,0,0,0,0,0,0
LOS ANGELES,9002614A,6207,13,Y,0,TOTAL,0,0,0,0,0,0,0
LOS ANGELES,9002616A,4210,178,N,1248,POLLING PLACE,128,23,4,4,42,11,25
LOS ANGELES,9002616A,4210,178,N,0,VBM PORTION,62,15,2,3,26,4,6
LOS ANGELES,9002616A,4210,178,N,1248,TOTAL,190,38,6,7,68,15,31
LOS ANGELES,9002618A,4211,178,N,1155,POLLING PLACE,60,5,4,2,34,4,8
LOS ANGELES,9002618A,4211,178,N,0,VBM PORTION,45,6,2,3,19,1,10
LOS ANGELES,9002618A,4211,178,N,1155,TOTAL,105,11,6,5,53,5,18
LOS ANGELES,9002620B,4212,178,N,1012,POLLING PLACE,61,8,2,4,31,1,7
LOS ANGELES,9002620B,4212,178,N,0,VBM PORTION,59,13,2,1,23,5,8
LOS ANGELES,9002620B,4212,178,N,1012,TOTAL,120,21,4,5,54,6,15
LOS ANGELES,9002621A,4213,178,N,1054,POLLING PLACE,54,8,0,1,29,2,8
LOS ANGELES,9002621A,4213,178,N,0,VBM PORTION,56,17,2,3,22,1,8
LOS ANGELES,9002621A,4213,178,N,1054,TOTAL,110,25,2,4,51,3,16
LOS ANGELES,9002622A,6208,6,Y,31,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002622A,6208,6,Y,0,VBM PORTION,10,0,0,0,2,4,2
LOS ANGELES,9002622A,6208,6,Y,31,TOTAL,10,0,0,0,2,4,2
LOS ANGELES,9002624A,6209,146,Y,6,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002624A,6209,146,Y,0,VBM PORTION,0,0,0,0,0,0,0
LOS ANGELES,9002624A,6209,146,Y,6,TOTAL,0,0,0,0,0,0,0
LOS ANGELES,9002625A,6210,97,Y,0,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002625A,6210,97,Y,0,VBM PORTION,0,0,0,0,0,0,0
LOS ANGELES,9002625A,6210,97,Y,0,TOTAL,0,0,0,0,0,0,0
LOS ANGELES,9002630A,4214,178,N,871,POLLING PLACE,28,1,0,3,11,4,6
LOS ANGELES,9002630A,4214,178,N,0,VBM PORTION,43,7,3,2,13,3,11
LOS ANGELES,9002630A,4214,178,N,871,TOTAL,71,8,3,5,24,7,17
LOS ANGELES,9002632A,4215,178,N,942,POLLING PLACE,74,10,4,0,37,9,9
LOS ANGELES,9002632A,4215,178,N,0,VBM PORTION,54,9,3,2,22,5,8
LOS ANGELES,9002632A,4215,178,N,942,TOTAL,128,19,7,2,59,14,17
LOS ANGELES,9002633A,4216,178,N,1129,POLLING PLACE,66,11,2,2,27,10,4
LOS ANGELES,9002633A,4216,178,N,0,VBM PORTION,18,6,0,3,8,1,0
LOS ANGELES,9002633A,4216,178,N,1129,TOTAL,84,17,2,5,35,11,4
LOS ANGELES,9002636A,4217,178,N,1060,POLLING PLACE,84,6,3,3,45,3,5
LOS ANGELES,9002636A,4217,178,N,0,VBM PORTION,47,5,3,1,34,1,1
LOS ANGELES,9002636A,4217,178,N,1060,TOTAL,131,11,6,4,79,4,6
LOS ANGELES,9002638A,4218,100,N,655,POLLING PLACE,42,9,4,2,16,1,4
LOS ANGELES,9002638A,4218,100,N,0,VBM PORTION,34,14,2,1,10,4,0
LOS ANGELES,9002638A,4218,100,N,655,TOTAL,76,23,6,3,26,5,4
LOS ANGELES,9002647A,6211,151,Y,13,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002647A,6211,151,Y,0,VBM PORTION,1,0,0,0,0,0,1
LOS ANGELES,9002647A,6211,151,Y,13,TOTAL,1,0,0,0,0,0,1
LOS ANGELES,9002648B,4219,89,N,1172,POLLING PLACE,92,13,2,2,50,4,11
LOS ANGELES,9002648B,4219,89,N,0,VBM PORTION,55,10,8,0,18,2,10
LOS ANGELES,9002648B,4219,89,N,1172,TOTAL,147,23,10,2,68,6,21
LOS ANGELES,9002657A,4220,190,N,1064,POLLING PLACE,70,8,2,2,32,11,11
LOS ANGELES,9002657A,4220,190,N,0,VBM PORTION,63,16,1,1,24,6,8
LOS ANGELES,9002657A,4220,190,N,1064,TOTAL,133,24,3,3,56,17,19
LOS ANGELES,9002662A,4221,190,N,952,POLLING PLACE,61,8,2,4,24,6,10
LOS ANGELES,9002662A,4221,190,N,0,VBM PORTION,53,8,4,4,14,5,9
LOS ANGELES,9002662A,4221,190,N,952,TOTAL,114,16,6,8,38,11,19
LOS ANGELES,9002668A,4222,190,N,1132,POLLING PLACE,90,11,1,3,34,6,20
LOS ANGELES,9002668A,4222,190,N,0,VBM PORTION,86,11,6,3,16,18,16
LOS ANGELES,9002668A,4222,190,N,1132,TOTAL,176,22,7,6,50,24,36
LOS ANGELES,9002669A,4223,190,N,1329,POLLING PLACE,89,18,8,2,26,6,20
LOS ANGELES,9002669A,4223,190,N,0,VBM PORTION,89,13,8,3,23,12,17
LOS ANGELES,9002669A,4223,190,N,1329,TOTAL,178,31,16,5,49,18,37
LOS ANGELES,9002673C,4224,150,N,906,POLLING PLACE,57,20,1,2,23,2,2
LOS ANGELES,9002673C,4224,150,N,0,VBM PORTION,43,15,3,2,14,1,0
LOS ANGELES,9002673C,4224,150,N,906,TOTAL,100,35,4,4,37,3,2
LOS ANGELES,9002675A,4225,190,N,1068,POLLING PLACE,90,15,4,1,22,9,30
LOS ANGELES,9002675A,4225,190,N,0,VBM PORTION,99,24,2,2,24,14,20
LOS ANGELES,9002675A,4225,190,N,1068,TOTAL,189,39,6,3,46,23,50
LOS ANGELES,9002679A,6212,61,Y,64,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002679A,6212,61,Y,0,VBM PORTION,10,0,0,0,1,6,2
LOS ANGELES,9002679A,6212,61,Y,64,TOTAL,10,0,0,0,1,6,2
LOS ANGELES,9002681A,4226,190,N,1014,POLLING PLACE,103,24,4,2,30,10,20
LOS ANGELES,9002681A,4226,190,N,0,VBM PORTION,104,20,1,8,28,13,20
LOS ANGELES,9002681A,4226,190,N,1014,TOTAL,207,44,5,10,58,23,40
LOS ANGELES,9002681B,4227,190,N,1128,POLLING PLACE,130,35,3,2,37,15,25
LOS ANGELES,9002681B,4227,190,N,0,VBM PORTION,134,25,7,4,43,19,24
LOS ANGELES,9002681B,4227,190,N,1128,TOTAL,264,60,10,6,80,34,49
LOS ANGELES,9002688A,4228,190,N,1198,POLLING PLACE,165,21,5,3,37,25,59
LOS ANGELES,9002688A,4228,190,N,0,VBM PORTION,224,43,9,1,34,44,70
LOS ANGELES,9002688A,4228,190,N,1198,TOTAL,389,64,14,4,71,69,129
LOS ANGELES,9002689A,4229,190,N,829,POLLING PLACE,96,16,1,2,22,7,36
LOS ANGELES,9002689A,4229,190,N,0,VBM PORTION,201,36,5,1,28,43,65
LOS ANGELES,9002689A,4229,190,N,829,TOTAL,297,52,6,3,50,50,101
LOS ANGELES,9002691A,4230,90,N,1002,POLLING PLACE,60,12,3,7,20,6,3
LOS ANGELES,9002691A,4230,90,N,0,VBM PORTION,34,8,4,2,14,3,2
LOS ANGELES,9002691A,4230,90,N,1002,TOTAL,94,20,7,9,34,9,5
LOS ANGELES,9002694A,6213,16,Y,0,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002694A,6213,16,Y,0,VBM PORTION,0,0,0,0,0,0,0
LOS ANGELES,9002694A,6213,16,Y,0,TOTAL,0,0,0,0,0,0,0
LOS ANGELES,9002698A,4231,190,N,1179,POLLING PLACE,146,30,8,2,37,14,39
LOS ANGELES,9002698A,4231,190,N,0,VBM PORTION,173,36,8,7,42,23,42
LOS ANGELES,9002698A,4231,190,N,1179,TOTAL,319,66,16,9,79,37,81
LOS ANGELES,9002702A,6214,179,Y,19,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002702A,6214,179,Y,0,VBM PORTION,1,0,0,0,0,0,0
LOS ANGELES,9002702A,6214,179,Y,19,TOTAL,1,0,0,0,0,0,0
LOS ANGELES,9002704A,4232,62,N,881,POLLING PLACE,113,25,7,1,36,7,22
LOS ANGELES,9002704A,4232,62,N,0,VBM PORTION,63,12,4,1,23,4,14
LOS ANGELES,9002704A,4232,62,N,881,TOTAL,176,37,11,2,59,11,36
LOS ANGELES,9002714A,4233,90,N,1122,POLLING PLACE,92,15,3,3,55,4,4
LOS ANGELES,9002714A,4233,90,N,0,VBM PORTION,88,21,7,6,34,6,6
LOS ANGELES,9002714A,4233,90,N,1122,TOTAL,180,36,10,9,89,10,10
LOS ANGELES,9002716A,4234,82,N,1003,POLLING PLACE,84,20,4,1,16,11,28
LOS ANGELES,9002716A,4234,82,N,0,VBM PORTION,151,27,3,6,22,22,52
LOS ANGELES,9002716A,4234,82,N,1003,TOTAL,235,47,7,7,38,33,80
LOS ANGELES,9002719B,4235,95,N,1087,POLLING PLACE,65,6,6,4,36,1,2
LOS ANGELES,9002719B,4235,95,N,0,VBM PORTION,41,5,5,1,23,3,2
LOS ANGELES,9002719B,4235,95,N,1087,TOTAL,106,11,11,5,59,4,4
LOS ANGELES,9002730A,4236,15,N,923,POLLING PLACE,78,15,2,1,29,7,17
LOS ANGELES,9002730A,4236,15,N,0,VBM PORTION,50,9,1,3,5,9,21
LOS ANGELES,9002730A,4236,15,N,923,TOTAL,128,24,3,4,34,16,38
LOS ANGELES,9002732A,4237,190,N,520,POLLING PLACE,49,7,5,2,14,11,3
LOS ANGELES,9002732A,4237,190,N,0,VBM PORTION,47,8,1,1,19,6,6
LOS ANGELES,9002732A,4237,190,N,520,TOTAL,96,15,6,3,33,17,9
LOS ANGELES,9002739A,6215,111,Y,0,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002739A,6215,111,Y,0,VBM PORTION,0,0,0,0,0,0,0
LOS ANGELES,9002739A,6215,111,Y,0,TOTAL,0,0,0,0,0,0,0
LOS ANGELES,9002742A,6216,82,Y,43,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002742A,6216,82,Y,0,VBM PORTION,4,1,1,0,1,0,1
LOS ANGELES,9002742A,6216,82,Y,43,TOTAL,4,1,1,0,1,0,1
LOS ANGELES,9002745A,4238,41,N,1147,POLLING PLACE,186,71,12,7,41,6,31
LOS ANGELES,9002745A,4238,41,N,0,VBM PORTION,106,33,11,1,29,6,15
LOS ANGELES,9002745A,4238,41,N,1147,TOTAL,292,104,23,8,70,12,46
LOS ANGELES,9002754A,4239,59,N,999,POLLING PLACE,41,6,1,0,21,3,3
LOS ANGELES,9002754A,4239,59,N,0,VBM PORTION,49,4,1,1,22,7,13
LOS ANGELES,9002754A,4239,59,N,999,TOTAL,90,10,2,1,43,10,16
LOS ANGELES,9002766A,4240,82,N,725,POLLING PLACE,85,15,6,2,15,7,30
LOS ANGELES,9002766A,4240,82,N,0,VBM PORTION,73,15,0,1,19,6,18
LOS ANGELES,9002766A,4240,82,N,725,TOTAL,158,30,6,3,34,13,48
LOS ANGELES,9002767A,6217,140,Y,0,POLLING PLACE,0,0,0,0,0,0,0
LOS ANGELES,9002767A,6217,140,Y,0,VBM PORTION,0,0,0,0,0,0,0
LOS ANGELES,9002767A,6217,140,Y,0,TOTAL,0,0,0,0,0,0,0
LOS ANGELES,9002780A,4241,89,N,1297,POLLING PLACE,153,39,16,2,62,5,15
LOS ANGELES,9002780A,4241,89,N,0,VBM PORTION,101,39,9,3,25,3,11
LOS ANGELES,9002780A,4241,89,N,1297,TOTAL,254,78,25,5,87,8,26
LOS ANGELES,9002786A,4242,81,N,1194,POLLING PLACE,112,31,11,6,38,6,12
LOS ANGELES,9002786A,4242,81,N,0,VBM PORTION,107,25,7,12,36,8,4
LOS ANGELES,9002786A,4242,81,N,1194,TOTAL,219,56,18,18,74,14,16
LOS ANGELES,9002788A,4243,148,N,1092,POLLING PLACE,40,10,1,2,17,0,1
LOS ANGELES,9002788A,4243,148,N,0,VBM PORTION,34,13,2,1,7,4,1
LOS ANGELES,9002788A,4243,148,N,1092,TOTAL,74,23,3,3,24,4,2
LOS ANGELES,9002796A,4244,25,N,767,POLLING PLACE,66,10,2,1,9,19,20
LOS ANGELES,9002796A,4244,25,N,0,VBM PORTION,66,8,11,4,8,12,20
LOS ANGELES,9002796A,4244,25,N,767,TOTAL,132,18,13,5,17,31,40
LOS ANGELES,9002803A,4245,59,N,703,POLLING PLACE,27,4,0,2,12,2,3
LOS ANGELES,9002803A,4245,59,N,0,VBM PORTION,26,8,2,1,7,2,4
LOS ANGELES,9002803A,4245,59,N,703,TOTAL,53,12,2,3,19,4,7
LOS ANGELES,9002809A,4246,90,N,1023,POLLING PLACE,102,16,2,8,48,7,11
LOS ANGELES,9002809A,4246,90,N,0,VBM PORTION,84,16,8,6,34,5,6
LOS ANGELES,9002809A,4246,90,N,1023,TOTAL,186,32,10,14,82,12,17
LOS ANGELES,9002811A,4247,19,N,1144,POLLING PLACE,57,10,2,2,26,4,4
LOS ANGELES,9002811A,4247,19,N,0,VBM PORTION,62,15,6,3,14,12,7
LOS ANGELES,9002811A,4247,19,N,1144,TOTAL,119,25,8,5,40,16,11
LOS ANGELES,9002813C,4248,90,N,930,POLLING PLACE,54,9,0,2,27,3,5
LOS ANGELES,9002813C,4248,90,N,0,VBM PORTION,58,9,2,1,30,6,3
LOS ANGELES,9002813C,4248,90,N,930,TOTAL,112,18,2,3,57,9,8
LOS ANGELES,9002824A,4249,15,N,1243,POLLING PLACE,65,10,3,2,32,5,6
LOS ANGELES,9002824A,4249,15,N,0,VBM PORTION,52,11,1,1,17,6,10
LOS ANGELES,9002824A,4249,15,N,1243,TOTAL,117,21,4,3,49,11,16
LOS ANGELES,9002827A,4250,103,N,1062,POLLING PLACE,95,16,2,3,44,10,3
LOS ANGELES,9002827A,4250,103,N,0,VBM PORTION,91,27,3,1,25,3,6
LOS ANGELES,9002827A,4250,103,N,1062,TOTAL,186,43,5,4,69,13,9
LOS ANGELES,9002828E,4251,14,N,1041,POLLING PLACE,128,22,6,0,29,20,44
LOS ANGELES,9002828E,4251,14,N,0,VBM PORTION,119,21,1,6,19,28,32
LOS ANGELES,9002828E,4251,14,N,1041,TOTAL,247,43,7,6,48,48,76
LOS ANGELES,9002839A,4252,103,N,860,POLLING PLACE,130,29,3,3,37,9,11
LOS ANGELES,9002839A,4252,103,N,0,VBM PORTION,74,21,4,3,11,16,6
LOS ANGELES,9002839A,4252,103,N,860,TOTAL,204,50,7,6,48,25,17
LOS ANGELES,9002843A,4253,90,N,1145,POLLING PLACE,35,4,3,2,20,1,2
LOS ANGELES,9002843A,4253,90,N,0,VBM PORTION,53,10,1,3,19,7,9
LOS ANGELES,9002843A,4253,90,N,1145,TOTAL,88,14,4,5,39,8,11
LOS ANGELES,9002863A,4254,154,N,798,POLLING PLACE,137,39,16,5,35,7,19
LOS ANGELES,9002863A,4254,154,N,0,VBM PORTION,59,19,5,2,20,1,7
LOS ANGELES,9002863A,4254,154,N,798,TOTAL,196,58,21,7,55,8,26
LOS ANGELES,9002868A,4255,103,N,1304,POLLING PLACE,78,17,4,3,31,3,8
LOS ANGELES,9002868A,4255,103,N,0,VBM PORTION,79,30,3,1,17,8,5
LOS ANGELES,9002868A,4255,103,N,1304,TOTAL,157,47,7,4,48,11,13
LOS ANGELES,9002873B,4256,63,N,1181,POLLING PLACE,118,30,7,6,35,12,18
LOS ANGELES,9002873B,4256,63,N,0,VBM PORTION,69,18,2,5,21,7,6
LOS ANGELES,9002873B,4256,63,N,1181,TOTAL,187,48,9,11,56,19,24
LOS ANGELES,9002875C,4257,63,N,538,POLLING PLACE,43,7,2,0,13,6,11
LOS ANGELES,9002875C,4257,63,N,0,VBM PORTION,83,8,1,2,23,10,25
LOS ANGELES,9002875C,4257,63,N,538,TOTAL,126,15,3,2,36,16,36
