LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,HELEN KIM,ALISON M ESTRADA
LOS ANGELES,9002357B,4110,116,N,1232,POLLING PLACE,75,29,27
LOS ANGELES,9002357B,4110,116,N,0,VBM PORTION,55,22,25
LOS ANGELES,9002357B,4110,116,N,1232,TOTAL,130,51,52
LOS ANGELES,9002358A,4111,116,N,1457,POLLING PLACE,176,58,72
LOS ANGELES,9002358A,4111,116,N,0,VBM PORTION,227,58,107
LOS ANGELES,9002358A,4111,116,N,1457,TOTAL,403,116,179
LOS ANGELES,9002362A,4112,116,N,1289,POLLING PLACE,152,52,64
LOS ANGELES,9002362A,4112,116,N,0,VBM PORTION,115,45,42
LOS ANGELES,9002362A,4112,116,N,1289,TOTAL,267,97,106
LOS ANGELES,9002364A,4113,96,N,731,POLLING PLACE,81,18,47
LOS ANGELES,9002364A,4113,96,N,0,VBM PORTION,15,10,1
LOS ANGELES,9002364A,4113,96,N,731,TOTAL,96,28,48
LOS ANGELES,9002368A,4114,114,N,1272,POLLING PLACE,81,25,41
LOS ANGELES,9002368A,4114,114,N,0,VBM PORTION,80,15,44
LOS ANGELES,9002368A,4114,114,N,1272,TOTAL,161,40,85
LOS ANGELES,9002370A,4115,116,N,1067,POLLING PLACE,98,44,36
LOS ANGELES,9002370A,4115,116,N,0,VBM PORTION,71,19,36
LOS ANGELES,9002370A,4115,116,N,1067,TOTAL,169,63,72
LOS ANGELES,9002373A,4116,116,N,1012,POLLING PLACE,85,32,31
LOS ANGELES,9002373A,4116,116,N,0,VBM PORTION,68,21,30
LOS ANGELES,9002373A,4116,116,N,1012,TOTAL,153,53,61
LOS ANGELES,9002375A,4117,116,N,862,POLLING PLACE,58,21,26
LOS ANGELES,9002375A,4117,116,N,0,VBM PORTION,49,18,24
LOS ANGELES,9002375A,4117,116,N,862,TOTAL,107,39,50
LOS ANGELES,9002377A,4118,114,N,1232,POLLING PLACE,117,42,55
LOS ANGELES,9002377A,4118,114,N,0,VBM PORTION,101,33,43
LOS ANGELES,9002377A,4118,114,N,1232,TOTAL,218,75,98
LOS ANGELES,9002381A,4119,13,N,571,POLLING PLACE,74,30,26
LOS ANGELES,9002381A,4119,13,N,0,VBM PORTION,77,31,26
LOS ANGELES,9002381A,4119,13,N,571,TOTAL,151,61,52
LOS ANGELES,9002388A,4120,154,N,864,POLLING PLACE,76,28,34
LOS ANGELES,9002388A,4120,154,N,0,VBM PORTION,46,10,23
LOS ANGELES,9002388A,4120,154,N,864,TOTAL,122,38,57
LOS ANGELES,9002389A,4121,154,N,748,POLLING PLACE,121,33,62
LOS ANGELES,9002389A,4121,154,N,0,VBM PORTION,74,25,24
LOS ANGELES,9002389A,4121,154,N,748,TOTAL,195,58,86
LOS ANGELES,9002392A,4122,155,N,883,POLLING PLACE,125,33,55
LOS ANGELES,9002392A,4122,155,N,0,VBM PORTION,78,11,50
LOS ANGELES,9002392A,4122,155,N,883,TOTAL,203,44,105
LOS ANGELES,9002393A,4123,154,N,777,POLLING PLACE,144,25,78
LOS ANGELES,9002393A,4123,154,N,0,VBM PORTION,97,20,42
LOS ANGELES,9002393A,4123,154,N,777,TOTAL,241,45,120
LOS ANGELES,9002394A,4124,110,N,1550,POLLING PLACE,103,31,41
LOS ANGELES,9002394A,4124,110,N,0,VBM PORTION,155,37,74
LOS ANGELES,9002394A,4124,110,N,1550,TOTAL,258,68,115
LOS ANGELES,9002395A,4125,110,N,733,POLLING PLACE,102,26,52
LOS ANGELES,9002395A,4125,110,N,0,VBM PORTION,63,14,30
LOS ANGELES,9002395A,4125,110,N,733,TOTAL,165,40,82
LOS ANGELES,9002397A,4126,157,N,1018,POLLING PLACE,137,39,71
LOS ANGELES,9002397A,4126,157,N,0,VBM PORTION,149,51,64
LOS ANGELES,9002397A,4126,157,N,1018,TOTAL,286,90,135
LOS ANGELES,9002398A,4127,19,N,942,POLLING PLACE,54,17,28
LOS ANGELES,9002398A,4127,19,N,0,VBM PORTION,43,13,28
LOS ANGELES,9002398A,4127,19,N,942,TOTAL,97,30,56
LOS ANGELES,9002401B,4128,157,N,1249,POLLING PLACE,138,46,66
LOS ANGELES,9002401B,4128,157,N,0,VBM PORTION,71,21,34
LOS ANGELES,9002401B,4128,157,N,1249,TOTAL,209,67,100
LOS ANGELES,9002405A,4129,110,N,704,POLLING PLACE,69,20,34
LOS ANGELES,9002405A,4129,110,N,0,VBM PORTION,35,11,18
LOS ANGELES,9002405A,4129,110,N,704,TOTAL,104,31,52
LOS ANGELES,9002409A,4130,157,N,990,POLLING PLACE,142,49,65
LOS ANGELES,9002409A,4130,157,N,0,VBM PORTION,106,27,60
LOS ANGELES,9002409A,4130,157,N,990,TOTAL,248,76,125
LOS ANGELES,9002415A,4131,155,N,800,POLLING PLACE,97,29,47
LOS ANGELES,9002415A,4131,155,N,0,VBM PORTION,76,24,26
LOS ANGELES,9002415A,4131,155,N,800,TOTAL,173,53,73
LOS ANGELES,9002417A,4132,158,N,786,POLLING PLACE,141,35,72
LOS ANGELES,9002417A,4132,158,N,0,VBM PORTION,85,34,36
LOS ANGELES,9002417A,4132,158,N,786,TOTAL,226,69,108
LOS ANGELES,9002418A,4133,158,N,990,POLLING PLACE,78,21,30
LOS ANGELES,9002418A,4133,158,N,0,VBM PORTION,106,29,51
LOS ANGELES,9002418A,4133,158,N,990,TOTAL,184,50,81
LOS ANGELES,9002421A,4134,158,N,1329,POLLING PLACE,158,62,57
LOS ANGELES,9002421A,4134,158,N,0,VBM PORTION,117,45,49
LOS ANGELES,9002421A,4134,158,N,1329,TOTAL,275,107,106
LOS ANGELES,9002424A,4135,158,N,928,POLLING PLACE,72,19,33
LOS ANGELES,9002424A,4135,158,N,0,VBM PORTION,68,19,29
LOS ANGELES,9002424A,4135,158,N,928,TOTAL,140,38,62
LOS ANGELES,9002425A,4136,186,N,1351,POLLING PLACE,72,26,31
LOS ANGELES,9002425A,4136,186,N,0,VBM PORTION,107,40,50
LOS ANGELES,9002425A,4136,186,N,1351,TOTAL,179,66,81
LOS ANGELES,9002429A,4137,158,N,1202,POLLING PLACE,159,55,70
LOS ANGELES,9002429A,4137,158,N,0,VBM PORTION,140,43,65
LOS ANGELES,9002429A,4137,158,N,1202,TOTAL,299,98,135
LOS ANGELES,9002430A,4138,158,N,1044,POLLING PLACE,20,3,9
LOS ANGELES,9002430A,4138,158,N,0,VBM PORTION,11,3,4
LOS ANGELES,9002430A,4138,158,N,1044,TOTAL,31,6,13
LOS ANGELES,9002432A,4139,158,N,916,POLLING PLACE,194,73,80
LOS ANGELES,9002432A,4139,158,N,0,VBM PORTION,88,44,32
LOS ANGELES,9002432A,4139,158,N,916,TOTAL,282,117,112
LOS ANGELES,9002433A,4140,158,N,1138,POLLING PLACE,183,53,90
LOS ANGELES,9002433A,4140,158,N,0,VBM PORTION,154,56,61
LOS ANGELES,9002433A,4140,158,N,1138,TOTAL,337,109,151
LOS ANGELES,9002438C,4141,158,N,972,POLLING PLACE,163,45,73
LOS ANGELES,9002438C,4141,158,N,0,VBM PORTION,134,38,56
LOS ANGELES,9002438C,4141,158,N,972,TOTAL,297,83,129
LOS ANGELES,9002444A,4142,158,N,957,POLLING PLACE,170,43,89
LOS ANGELES,9002444A,4142,158,N,0,VBM PORTION,91,22,38
LOS ANGELES,9002444A,4142,158,N,957,TOTAL,261,65,127
LOS ANGELES,9002451A,4143,148,N,1282,POLLING PLACE,51,21,20
LOS ANGELES,9002451A,4143,148,N,0,VBM PORTION,69,34,21
LOS ANGELES,9002451A,4143,148,N,1282,TOTAL,120,55,41
LOS ANGELES,9002452A,6192,181,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9002452A,6192,181,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9002452A,6192,181,Y,0,TOTAL,0,0,0
LOS ANGELES,9002454A,4144,148,N,1182,POLLING PLACE,58,19,28
LOS ANGELES,9002454A,4144,148,N,0,VBM PORTION,38,14,18
LOS ANGELES,9002454A,4144,148,N,1182,TOTAL,96,33,46
LOS ANGELES,9002456A,4145,148,N,897,POLLING PLACE,55,16,27
LOS ANGELES,9002456A,4145,148,N,0,VBM PORTION,36,20,11
LOS ANGELES,9002456A,4145,148,N,897,TOTAL,91,36,38
LOS ANGELES,9002459A,4146,148,N,1143,POLLING PLACE,69,19,40
LOS ANGELES,9002459A,4146,148,N,0,VBM PORTION,43,16,14
LOS ANGELES,9002459A,4146,148,N,1143,TOTAL,112,35,54
LOS ANGELES,9002461A,4147,148,N,907,POLLING PLACE,69,21,45
LOS ANGELES,9002461A,4147,148,N,0,VBM PORTION,40,15,20
LOS ANGELES,9002461A,4147,148,N,907,TOTAL,109,36,65
LOS ANGELES,9002464A,6193,92,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9002464A,6193,92,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9002464A,6193,92,Y,0,TOTAL,0,0,0
LOS ANGELES,9002465A,4148,148,N,1191,POLLING PLACE,80,36,33
LOS ANGELES,9002465A,4148,148,N,0,VBM PORTION,69,27,33
LOS ANGELES,9002465A,4148,148,N,1191,TOTAL,149,63,66
LOS ANGELES,9002466A,4149,148,N,878,POLLING PLACE,29,11,12
LOS ANGELES,9002466A,4149,148,N,0,VBM PORTION,41,25,9
LOS ANGELES,9002466A,4149,148,N,878,TOTAL,70,36,21
LOS ANGELES,9002471A,4150,148,N,1099,POLLING PLACE,31,9,20
LOS ANGELES,9002471A,4150,148,N,0,VBM PORTION,43,20,13
LOS ANGELES,9002471A,4150,148,N,1099,TOTAL,74,29,33
LOS ANGELES,9002472B,4151,148,N,1142,POLLING PLACE,60,22,28
LOS ANGELES,9002472B,4151,148,N,0,VBM PORTION,57,24,23
LOS ANGELES,9002472B,4151,148,N,1142,TOTAL,117,46,51
LOS ANGELES,9002475A,6194,40,Y,246,POLLING PLACE,0,0,0
LOS ANGELES,9002475A,6194,40,Y,0,VBM PORTION,48,17,18
LOS ANGELES,9002475A,6194,40,Y,246,TOTAL,48,17,18
LOS ANGELES,9002476A,4152,40,N,384,POLLING PLACE,53,15,23
LOS ANGELES,9002476A,4152,40,N,0,VBM PORTION,23,9,9
LOS ANGELES,9002476A,4152,40,N,384,TOTAL,76,24,32
LOS ANGELES,9002477A,4153,148,N,1020,POLLING PLACE,90,39,29
LOS ANGELES,9002477A,4153,148,N,0,VBM PORTION,45,12,18
LOS ANGELES,9002477A,4153,148,N,1020,TOTAL,135,51,47
LOS ANGELES,9002481A,4154,148,N,918,POLLING PLACE,79,25,39
LOS ANGELES,9002481A,4154,148,N,0,VBM PORTION,27,10,10
LOS ANGELES,9002481A,4154,148,N,918,TOTAL,106,35,49
LOS ANGELES,9002482A,4155,148,N,889,POLLING PLACE,54,22,23
LOS ANGELES,9002482A,4155,148,N,0,VBM PORTION,49,12,25
LOS ANGELES,9002482A,4155,148,N,889,TOTAL,103,34,48
LOS ANGELES,9002484B,4156,148,N,873,POLLING PLACE,59,16,32
LOS ANGELES,9002484B,4156,148,N,0,VBM PORTION,45,16,17
LOS ANGELES,9002484B,4156,148,N,873,TOTAL,104,32,49
LOS ANGELES,9002485A,4157,148,N,1007,POLLING PLACE,51,11,33
LOS ANGELES,9002485A,4157,148,N,0,VBM PORTION,26,12,10
LOS ANGELES,9002485A,4157,148,N,1007,TOTAL,77,23,43
LOS ANGELES,9002485C,4158,148,N,583,POLLING PLACE,26,9,11
LOS ANGELES,9002485C,4158,148,N,0,VBM PORTION,11,2,8
LOS ANGELES,9002485C,4158,148,N,583,TOTAL,37,11,19
LOS ANGELES,9002489A,4159,148,N,901,POLLING PLACE,93,24,56
LOS ANGELES,9002489A,4159,148,N,0,VBM PORTION,36,11,20
LOS ANGELES,9002489A,4159,148,N,901,TOTAL,129,35,76
LOS ANGELES,9002490A,6195,47,Y,15,POLLING PLACE,0,0,0
LOS ANGELES,9002490A,6195,47,Y,0,VBM PORTION,3,3,0
LOS ANGELES,9002490A,6195,47,Y,15,TOTAL,3,3,0
LOS ANGELES,9002491A,4160,151,N,730,POLLING PLACE,32,8,14
LOS ANGELES,9002491A,4160,151,N,0,VBM PORTION,18,11,3
LOS ANGELES,9002491A,4160,151,N,730,TOTAL,50,19,17
LOS ANGELES,9002492A,4161,148,N,1142,POLLING PLACE,146,54,67
LOS ANGELES,9002492A,4161,148,N,0,VBM PORTION,68,23,26
LOS ANGELES,9002492A,4161,148,N,1142,TOTAL,214,77,93
LOS ANGELES,9002494A,4162,174,N,1118,POLLING PLACE,57,19,22
LOS ANGELES,9002494A,4162,174,N,0,VBM PORTION,30,14,15
LOS ANGELES,9002494A,4162,174,N,1118,TOTAL,87,33,37
LOS ANGELES,9002496A,4163,174,N,1063,POLLING PLACE,83,30,38
LOS ANGELES,9002496A,4163,174,N,0,VBM PORTION,72,25,34
LOS ANGELES,9002496A,4163,174,N,1063,TOTAL,155,55,72
LOS ANGELES,9002496B,4164,174,N,781,POLLING PLACE,61,16,32
LOS ANGELES,9002496B,4164,174,N,0,VBM PORTION,39,12,16
LOS ANGELES,9002496B,4164,174,N,781,TOTAL,100,28,48
LOS ANGELES,9002497A,4165,151,N,696,POLLING PLACE,94,39,32
LOS ANGELES,9002497A,4165,151,N,0,VBM PORTION,63,22,24
LOS ANGELES,9002497A,4165,151,N,696,TOTAL,157,61,56
LOS ANGELES,9002499A,4166,151,N,1055,POLLING PLACE,153,49,74
LOS ANGELES,9002499A,4166,151,N,0,VBM PORTION,93,36,43
LOS ANGELES,9002499A,4166,151,N,1055,TOTAL,246,85,117
LOS ANGELES,9002500A,4167,151,N,876,POLLING PLACE,101,27,47
LOS ANGELES,9002500A,4167,151,N,0,VBM PORTION,67,29,21
LOS ANGELES,9002500A,4167,151,N,876,TOTAL,168,56,68
LOS ANGELES,9002502A,4168,161,N,1108,POLLING PLACE,138,48,60
LOS ANGELES,9002502A,4168,161,N,0,VBM PORTION,76,22,33
LOS ANGELES,9002502A,4168,161,N,1108,TOTAL,214,70,93
LOS ANGELES,9002503A,4169,151,N,1106,POLLING PLACE,120,35,65
LOS ANGELES,9002503A,4169,151,N,0,VBM PORTION,78,31,30
LOS ANGELES,9002503A,4169,151,N,1106,TOTAL,198,66,95
LOS ANGELES,9002504A,4170,161,N,1151,POLLING PLACE,124,45,55
LOS ANGELES,9002504A,4170,161,N,0,VBM PORTION,72,24,28
LOS ANGELES,9002504A,4170,161,N,1151,TOTAL,196,69,83
LOS ANGELES,9002507A,4171,161,N,884,POLLING PLACE,127,34,71
LOS ANGELES,9002507A,4171,161,N,0,VBM PORTION,61,25,23
LOS ANGELES,9002507A,4171,161,N,884,TOTAL,188,59,94
LOS ANGELES,9002509A,4172,9,N,849,POLLING PLACE,73,28,29
LOS ANGELES,9002509A,4172,9,N,0,VBM PORTION,75,26,34
LOS ANGELES,9002509A,4172,9,N,849,TOTAL,148,54,63
LOS ANGELES,9002510A,4173,174,N,1178,POLLING PLACE,111,44,50
LOS ANGELES,9002510A,4173,174,N,0,VBM PORTION,63,15,31
LOS ANGELES,9002510A,4173,174,N,1178,TOTAL,174,59,81
LOS ANGELES,9002520A,4174,173,N,1199,POLLING PLACE,56,16,29
LOS ANGELES,9002520A,4174,173,N,0,VBM PORTION,44,18,22
LOS ANGELES,9002520A,4174,173,N,1199,TOTAL,100,34,51
LOS ANGELES,9002521A,4175,150,N,1237,POLLING PLACE,82,29,44
LOS ANGELES,9002521A,4175,150,N,0,VBM PORTION,45,14,22
LOS ANGELES,9002521A,4175,150,N,1237,TOTAL,127,43,66
LOS ANGELES,9002523A,4176,150,N,1038,POLLING PLACE,62,17,30
LOS ANGELES,9002523A,4176,150,N,0,VBM PORTION,36,13,14
LOS ANGELES,9002523A,4176,150,N,1038,TOTAL,98,30,44
LOS ANGELES,9002525A,4177,150,N,973,POLLING PLACE,65,18,31
LOS ANGELES,9002525A,4177,150,N,0,VBM PORTION,33,11,11
LOS ANGELES,9002525A,4177,150,N,973,TOTAL,98,29,42
LOS ANGELES,9002527A,6196,62,Y,91,POLLING PLACE,0,0,0
LOS ANGELES,9002527A,6196,62,Y,0,VBM PORTION,9,3,3
LOS ANGELES,9002527A,6196,62,Y,91,TOTAL,9,3,3
LOS ANGELES,9002529A,4178,173,N,1165,POLLING PLACE,62,15,31
LOS ANGELES,9002529A,4178,173,N,0,VBM PORTION,45,11,28
LOS ANGELES,9002529A,4178,173,N,1165,TOTAL,107,26,59
LOS ANGELES,9002531A,4179,173,N,788,POLLING PLACE,45,18,22
LOS ANGELES,9002531A,4179,173,N,0,VBM PORTION,24,8,14
LOS ANGELES,9002531A,4179,173,N,788,TOTAL,69,26,36
LOS ANGELES,9002533A,4180,43,N,1011,POLLING PLACE,72,19,42
LOS ANGELES,9002533A,4180,43,N,0,VBM PORTION,84,20,37
LOS ANGELES,9002533A,4180,43,N,1011,TOTAL,156,39,79
LOS ANGELES,9002534A,4181,178,N,1184,POLLING PLACE,52,13,28
LOS ANGELES,9002534A,4181,178,N,0,VBM PORTION,30,10,16
LOS ANGELES,9002534A,4181,178,N,1184,TOTAL,82,23,44
LOS ANGELES,9002534C,4182,178,N,1221,POLLING PLACE,30,9,17
LOS ANGELES,9002534C,4182,178,N,0,VBM PORTION,20,5,11
LOS ANGELES,9002534C,4182,178,N,1221,TOTAL,50,14,28
LOS ANGELES,9002536A,6197,8,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9002536A,6197,8,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9002536A,6197,8,Y,0,TOTAL,0,0,0
LOS ANGELES,9002537A,4183,178,N,1111,POLLING PLACE,31,7,13
LOS ANGELES,9002537A,4183,178,N,0,VBM PORTION,32,4,20
LOS ANGELES,9002537A,4183,178,N,1111,TOTAL,63,11,33
LOS ANGELES,9002539A,6198,16,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9002539A,6198,16,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9002539A,6198,16,Y,0,TOTAL,0,0,0
LOS ANGELES,9002540A,4184,178,N,1270,POLLING PLACE,43,9,23
LOS ANGELES,9002540A,4184,178,N,0,VBM PORTION,13,6,5
LOS ANGELES,9002540A,4184,178,N,1270,TOTAL,56,15,28
LOS ANGELES,9002540B,4185,178,N,982,POLLING PLACE,37,8,21
LOS ANGELES,9002540B,4185,178,N,0,VBM PORTION,20,7,10
LOS ANGELES,9002540B,4185,178,N,982,TOTAL,57,15,31
LOS ANGELES,9002544B,4186,178,N,1032,POLLING PLACE,42,10,26
LOS ANGELES,9002544B,4186,178,N,0,VBM PORTION,31,13,10
LOS ANGELES,9002544B,4186,178,N,1032,TOTAL,73,23,36
LOS ANGELES,9002545A,4187,96,N,551,POLLING PLACE,45,14,22
LOS ANGELES,9002545A,4187,96,N,0,VBM PORTION,14,4,7
LOS ANGELES,9002545A,4187,96,N,551,TOTAL,59,18,29
LOS ANGELES,9002547A,4188,96,N,1274,POLLING PLACE,227,119,49
LOS ANGELES,9002547A,4188,96,N,0,VBM PORTION,271,169,57
LOS ANGELES,9002547A,4188,96,N,1274,TOTAL,498,288,106
LOS ANGELES,9002548A,4189,178,N,1068,POLLING PLACE,33,8,17
LOS ANGELES,9002548A,4189,178,N,0,VBM PORTION,29,12,13
LOS ANGELES,9002548A,4189,178,N,1068,TOTAL,62,20,30
LOS ANGELES,9002549A,4190,178,N,606,POLLING PLACE,26,7,12
LOS ANGELES,9002549A,4190,178,N,0,VBM PORTION,17,4,8
LOS ANGELES,9002549A,4190,178,N,606,TOTAL,43,11,20
LOS ANGELES,9002551A,4191,178,N,1071,POLLING PLACE,30,8,14
LOS ANGELES,9002551A,4191,178,N,0,VBM PORTION,23,5,18
LOS ANGELES,9002551A,4191,178,N,1071,TOTAL,53,13,32
LOS ANGELES,9002553B,4192,178,N,613,POLLING PLACE,10,2,8
LOS ANGELES,9002553B,4192,178,N,0,VBM PORTION,9,2,6
LOS ANGELES,9002553B,4192,178,N,613,TOTAL,19,4,14
LOS ANGELES,9002555B,4193,178,N,1118,POLLING PLACE,42,9,24
LOS ANGELES,9002555B,4193,178,N,0,VBM PORTION,20,2,13
LOS ANGELES,9002555B,4193,178,N,1118,TOTAL,62,11,37
LOS ANGELES,9002556A,4194,116,N,1218,POLLING PLACE,138,49,57
LOS ANGELES,9002556A,4194,116,N,0,VBM PORTION,145,66,45
LOS ANGELES,9002556A,4194,116,N,1218,TOTAL,283,115,102
LOS ANGELES,9002557A,6199,107,Y,10,POLLING PLACE,0,0,0
LOS ANGELES,9002557A,6199,107,Y,0,VBM PORTION,2,0,2
LOS ANGELES,9002557A,6199,107,Y,10,TOTAL,2,0,2
LOS ANGELES,9002558A,4195,173,N,1285,POLLING PLACE,55,11,33
LOS ANGELES,9002558A,4195,173,N,0,VBM PORTION,62,24,31
LOS ANGELES,9002558A,4195,173,N,1285,TOTAL,117,35,64
LOS ANGELES,9002559A,6200,114,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9002559A,6200,114,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9002559A,6200,114,Y,0,TOTAL,0,0,0
LOS ANGELES,9002561A,6201,22,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9002561A,6201,22,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9002561A,6201,22,Y,0,TOTAL,0,0,0
LOS ANGELES,9002562A,4196,158,N,1011,POLLING PLACE,180,49,95
LOS ANGELES,9002562A,4196,158,N,0,VBM PORTION,95,28,43
LOS ANGELES,9002562A,4196,158,N,1011,TOTAL,275,77,138
LOS ANGELES,9002563A,4197,173,N,1177,POLLING PLACE,46,14,23
LOS ANGELES,9002563A,4197,173,N,0,VBM PORTION,33,14,14
LOS ANGELES,9002563A,4197,173,N,1177,TOTAL,79,28,37
LOS ANGELES,9002566A,4198,173,N,823,POLLING PLACE,32,8,17
LOS ANGELES,9002566A,4198,173,N,0,VBM PORTION,25,8,14
LOS ANGELES,9002566A,4198,173,N,823,TOTAL,57,16,31
LOS ANGELES,9002568A,4199,173,N,1127,POLLING PLACE,54,14,35
LOS ANGELES,9002568A,4199,173,N,0,VBM PORTION,37,14,12
LOS ANGELES,9002568A,4199,173,N,1127,TOTAL,91,28,47
LOS ANGELES,9002572A,4200,174,N,1113,POLLING PLACE,62,15,36
LOS ANGELES,9002572A,4200,174,N,0,VBM PORTION,67,23,30
LOS ANGELES,9002572A,4200,174,N,1113,TOTAL,129,38,66
LOS ANGELES,9002573B,4201,79,N,636,POLLING PLACE,32,6,18
LOS ANGELES,9002573B,4201,79,N,0,VBM PORTION,39,16,14
LOS ANGELES,9002573B,4201,79,N,636,TOTAL,71,22,32
LOS ANGELES,9002579A,6202,6,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9002579A,6202,6,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9002579A,6202,6,Y,0,TOTAL,0,0,0
LOS ANGELES,9002580A,4202,157,N,627,POLLING PLACE,73,17,36
LOS ANGELES,9002580A,4202,157,N,0,VBM PORTION,89,18,56
LOS ANGELES,9002580A,4202,157,N,627,TOTAL,162,35,92
LOS ANGELES,9002583A,4203,173,N,1184,POLLING PLACE,70,18,39
LOS ANGELES,9002583A,4203,173,N,0,VBM PORTION,45,11,32
LOS ANGELES,9002583A,4203,173,N,1184,TOTAL,115,29,71
LOS ANGELES,9002584A,4204,173,N,1306,POLLING PLACE,65,20,33
LOS ANGELES,9002584A,4204,173,N,0,VBM PORTION,60,16,36
LOS ANGELES,9002584A,4204,173,N,1306,TOTAL,125,36,69
LOS ANGELES,9002587A,4205,175,N,1234,POLLING PLACE,73,26,33
LOS ANGELES,9002587A,4205,175,N,0,VBM PORTION,27,6,15
LOS ANGELES,9002587A,4205,175,N,1234,TOTAL,100,32,48
LOS ANGELES,9002588B,4206,175,N,874,POLLING PLACE,73,23,36
LOS ANGELES,9002588B,4206,175,N,0,VBM PORTION,37,24,11
LOS ANGELES,9002588B,4206,175,N,874,TOTAL,110,47,47
LOS ANGELES,9002591A,4207,177,N,682,POLLING PLACE,74,29,33
LOS ANGELES,9002591A,4207,177,N,0,VBM PORTION,27,10,11
LOS ANGELES,9002591A,4207,177,N,682,TOTAL,101,39,44
LOS ANGELES,9002594A,4208,176,N,1227,POLLING PLACE,71,27,33
LOS ANGELES,9002594A,4208,176,N,0,VBM PORTION,84,24,47
LOS ANGELES,9002594A,4208,176,N,1227,TOTAL,155,51,80
LOS ANGELES,9002596A,4209,176,N,739,POLLING PLACE,83,34,35
LOS ANGELES,9002596A,4209,176,N,0,VBM PORTION,54,13,34
LOS ANGELES,9002596A,4209,176,N,739,TOTAL,137,47,69
LOS ANGELES,9002602A,6203,80,Y,95,POLLING PLACE,0,0,0
LOS ANGELES,9002602A,6203,80,Y,0,VBM PORTION,10,4,4
LOS ANGELES,9002602A,6203,80,Y,95,TOTAL,10,4,4
LOS ANGELES,9002610A,6204,23,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9002610A,6204,23,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9002610A,6204,23,Y,0,TOTAL,0,0,0
LOS ANGELES,9002611A,6205,27,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9002611A,6205,27,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9002611A,6205,27,Y,0,TOTAL,0,0,0
LOS ANGELES,9002612A,6206,24,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9002612A,6206,24,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9002612A,6206,24,Y,0,TOTAL,0,0,0
LOS ANGELES,9002614A,6207,13,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9002614A,6207,13,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9002614A,6207,13,Y,0,TOTAL,0,0,0
LOS ANGELES,9002616A,4210,178,N,1248,POLLING PLACE,128,40,71
LOS ANGELES,9002616A,4210,178,N,0,VBM PORTION,62,17,33
LOS ANGELES,9002616A,4210,178,N,1248,TOTAL,190,57,104
LOS ANGELES,9002618A,4211,178,N,1155,POLLING PLACE,60,15,33
LOS ANGELES,9002618A,4211,178,N,0,VBM PORTION,45,12,25
LOS ANGELES,9002618A,4211,178,N,1155,TOTAL,105,27,58
LOS ANGELES,9002620B,4212,178,N,1012,POLLING PLACE,61,15,35
LOS ANGELES,9002620B,4212,178,N,0,VBM PORTION,59,15,31
LOS ANGELES,9002620B,4212,178,N,1012,TOTAL,120,30,66
LOS ANGELES,9002621A,4213,178,N,1054,POLLING PLACE,54,18,26
LOS ANGELES,9002621A,4213,178,N,0,VBM PORTION,56,10,34
LOS ANGELES,9002621A,4213,178,N,1054,TOTAL,110,28,60
LOS ANGELES,9002622A,6208,6,Y,31,POLLING PLACE,0,0,0
LOS ANGELES,9002622A,6208,6,Y,0,VBM PORTION,10,0,8
LOS ANGELES,9002622A,6208,6,Y,31,TOTAL,10,0,8
LOS ANGELES,9002624A,6209,146,Y,6,POLLING PLACE,0,0,0
LOS ANGELES,9002624A,6209,146,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9002624A,6209,146,Y,6,TOTAL,0,0,0
LOS ANGELES,9002625A,6210,97,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9002625A,6210,97,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9002625A,6210,97,Y,0,TOTAL,0,0,0
LOS ANGELES,9002630A,4214,178,N,871,POLLING PLACE,28,6,15
LOS ANGELES,9002630A,4214,178,N,0,VBM PORTION,43,7,26
LOS ANGELES,9002630A,4214,178,N,871,TOTAL,71,13,41
LOS ANGELES,9002632A,4215,178,N,942,POLLING PLACE,74,24,45
LOS ANGELES,9002632A,4215,178,N,0,VBM PORTION,54,12,37
