LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,CRISTINA GARCIA
DOWNEY,1850073A,706,138,N,858,POLLING PLACE,139,68
DOWNEY,1850073A,706,138,N,0,VBM PORTION,85,45
DOWNEY,1850073A,706,138,N,858,TOTAL,224,113
DOWNEY,1850074B,707,138,N,708,POLLING PLACE,91,60
DOWNEY,1850074B,707,138,N,0,VBM PORTION,45,29
DOWNEY,1850074B,707,138,N,708,TOTAL,136,89
DOWNEY,1850076A,708,138,N,1131,POLLING PLACE,157,84
DOWNEY,1850076A,708,138,N,0,VBM PORTION,79,46
DOWNEY,1850076A,708,138,N,1131,TOTAL,236,130
DOWNEY,1850079A,709,138,N,1085,POLLING PLACE,191,103
DOWNEY,1850079A,709,138,N,0,VBM PORTION,73,42
DOWNEY,1850079A,709,138,N,1085,TOTAL,264,145
DOWNEY,1850080A,710,138,N,914,POLLING PLACE,127,71
DOWNEY,1850080A,710,138,N,0,VBM PORTION,62,34
DOWNEY,1850080A,710,138,N,914,TOTAL,189,105
DOWNEY,1850081A,711,138,N,1245,POLLING PLACE,116,74
DOWNEY,1850081A,711,138,N,0,VBM PORTION,88,48
DOWNEY,1850081A,711,138,N,1245,TOTAL,204,122
DOWNEY,1850082B,712,138,N,1080,POLLING PLACE,103,57
DOWNEY,1850082B,712,138,N,0,VBM PORTION,95,58
DOWNEY,1850082B,712,138,N,1080,TOTAL,198,115
DOWNEY,1850083A,713,138,N,1101,POLLING PLACE,132,81
DOWNEY,1850083A,713,138,N,0,VBM PORTION,73,41
DOWNEY,1850083A,713,138,N,1101,TOTAL,205,122
DOWNEY,1850089A,714,138,N,915,POLLING PLACE,72,49
DOWNEY,1850089A,714,138,N,0,VBM PORTION,53,36
DOWNEY,1850089A,714,138,N,915,TOTAL,125,85
DOWNEY,1850094A,715,138,N,412,POLLING PLACE,57,27
DOWNEY,1850094A,715,138,N,0,VBM PORTION,30,16
DOWNEY,1850094A,715,138,N,412,TOTAL,87,43
DOWNEY,1850102A,716,138,N,1117,POLLING PLACE,176,106
DOWNEY,1850102A,716,138,N,0,VBM PORTION,69,34
DOWNEY,1850102A,716,138,N,1117,TOTAL,245,140
DOWNEY,1850138A,717,138,N,820,POLLING PLACE,102,57
DOWNEY,1850138A,717,138,N,0,VBM PORTION,56,31
DOWNEY,1850138A,717,138,N,820,TOTAL,158,88
DOWNEY,1850150A,718,138,N,689,POLLING PLACE,65,37
DOWNEY,1850150A,718,138,N,0,VBM PORTION,21,15
DOWNEY,1850150A,718,138,N,689,TOTAL,86,52
DOWNEY,1850151A,719,138,N,1068,POLLING PLACE,143,78
DOWNEY,1850151A,719,138,N,0,VBM PORTION,126,56
DOWNEY,1850151A,719,138,N,1068,TOTAL,269,134
MONTEBELLO,4450001A,1774,134,N,864,POLLING PLACE,97,73
MONTEBELLO,4450001A,1774,134,N,0,VBM PORTION,57,43
MONTEBELLO,4450001A,1774,134,N,864,TOTAL,154,116
MONTEBELLO,4450002A,1775,134,N,1090,POLLING PLACE,87,60
MONTEBELLO,4450002A,1775,134,N,0,VBM PORTION,61,39
MONTEBELLO,4450002A,1775,134,N,1090,TOTAL,148,99
MONTEBELLO,4450003A,1776,134,N,939,POLLING PLACE,42,27
MONTEBELLO,4450003A,1776,134,N,0,VBM PORTION,48,38
MONTEBELLO,4450003A,1776,134,N,939,TOTAL,90,65
MONTEBELLO,4450004A,1777,134,N,954,POLLING PLACE,48,33
MONTEBELLO,4450004A,1777,134,N,0,VBM PORTION,56,46
MONTEBELLO,4450004A,1777,134,N,954,TOTAL,104,79
MONTEBELLO,4450005A,1778,134,N,1067,POLLING PLACE,71,33
MONTEBELLO,4450005A,1778,134,N,0,VBM PORTION,36,24
MONTEBELLO,4450005A,1778,134,N,1067,TOTAL,107,57
MONTEBELLO,4450008A,1779,134,N,994,POLLING PLACE,84,63
MONTEBELLO,4450008A,1779,134,N,0,VBM PORTION,84,55
MONTEBELLO,4450008A,1779,134,N,994,TOTAL,168,118
MONTEBELLO,4450011A,1781,134,N,1222,POLLING PLACE,78,50
MONTEBELLO,4450011A,1781,134,N,0,VBM PORTION,43,28
MONTEBELLO,4450011A,1781,134,N,1222,TOTAL,121,78
MONTEBELLO,4450012A,1782,134,N,1132,POLLING PLACE,63,47
MONTEBELLO,4450012A,1782,134,N,0,VBM PORTION,43,32
MONTEBELLO,4450012A,1782,134,N,1132,TOTAL,106,79
MONTEBELLO,4450014A,1784,134,N,910,POLLING PLACE,74,45
MONTEBELLO,4450014A,1784,134,N,0,VBM PORTION,54,36
MONTEBELLO,4450014A,1784,134,N,910,TOTAL,128,81
MONTEBELLO,4450015A,1785,134,N,949,POLLING PLACE,65,43
MONTEBELLO,4450015A,1785,134,N,0,VBM PORTION,35,27
MONTEBELLO,4450015A,1785,134,N,949,TOTAL,100,70
MONTEBELLO,4450016A,1786,134,N,677,POLLING PLACE,39,25
MONTEBELLO,4450016A,1786,134,N,0,VBM PORTION,45,31
MONTEBELLO,4450016A,1786,134,N,677,TOTAL,84,56
MONTEBELLO,4450017A,1787,134,N,810,POLLING PLACE,64,49
MONTEBELLO,4450017A,1787,134,N,0,VBM PORTION,59,36
MONTEBELLO,4450017A,1787,134,N,810,TOTAL,123,85
MONTEBELLO,4450018A,1788,134,N,1013,POLLING PLACE,119,70
MONTEBELLO,4450018A,1788,134,N,0,VBM PORTION,104,60
MONTEBELLO,4450018A,1788,134,N,1013,TOTAL,223,130
MONTEBELLO,4450020A,1789,134,N,1062,POLLING PLACE,83,63
MONTEBELLO,4450020A,1789,134,N,0,VBM PORTION,59,43
MONTEBELLO,4450020A,1789,134,N,1062,TOTAL,142,106
MONTEBELLO,4450024A,1790,134,N,925,POLLING PLACE,77,56
MONTEBELLO,4450024A,1790,134,N,0,VBM PORTION,33,19
MONTEBELLO,4450024A,1790,134,N,925,TOTAL,110,75
MONTEBELLO,4450025A,1791,134,N,1145,POLLING PLACE,101,65
MONTEBELLO,4450025A,1791,134,N,0,VBM PORTION,97,48
MONTEBELLO,4450025A,1791,134,N,1145,TOTAL,198,113
MONTEBELLO,4450026A,1792,134,N,1019,POLLING PLACE,123,85
MONTEBELLO,4450026A,1792,134,N,0,VBM PORTION,33,23
MONTEBELLO,4450026A,1792,134,N,1019,TOTAL,156,108
MONTEBELLO,4450028A,1793,134,N,530,POLLING PLACE,42,29
MONTEBELLO,4450028A,1793,134,N,0,VBM PORTION,72,51
MONTEBELLO,4450028A,1793,134,N,530,TOTAL,114,80
MONTEBELLO,4450031A,1794,134,N,1039,POLLING PLACE,57,48
MONTEBELLO,4450031A,1794,134,N,0,VBM PORTION,27,18
MONTEBELLO,4450031A,1794,134,N,1039,TOTAL,84,66
MONTEBELLO,4450032A,1795,134,N,828,POLLING PLACE,69,49
MONTEBELLO,4450032A,1795,134,N,0,VBM PORTION,34,23
MONTEBELLO,4450032A,1795,134,N,828,TOTAL,103,72
MONTEBELLO,4450033A,1796,134,N,900,POLLING PLACE,45,36
MONTEBELLO,4450033A,1796,134,N,0,VBM PORTION,32,28
MONTEBELLO,4450033A,1796,134,N,900,TOTAL,77,64
MONTEBELLO,4450034A,1797,134,N,878,POLLING PLACE,52,28
MONTEBELLO,4450034A,1797,134,N,0,VBM PORTION,51,45
MONTEBELLO,4450034A,1797,134,N,878,TOTAL,103,73
MONTEBELLO,4450036A,1798,134,N,655,POLLING PLACE,46,27
MONTEBELLO,4450036A,1798,134,N,0,VBM PORTION,30,24
MONTEBELLO,4450036A,1798,134,N,655,TOTAL,76,51
MONTEBELLO,4450038A,1799,134,N,873,POLLING PLACE,62,43
MONTEBELLO,4450038A,1799,134,N,0,VBM PORTION,61,45
MONTEBELLO,4450038A,1799,134,N,873,TOTAL,123,88
MONTEBELLO,4450043B,1800,134,N,1152,POLLING PLACE,73,57
MONTEBELLO,4450043B,1800,134,N,0,VBM PORTION,31,20
MONTEBELLO,4450043B,1800,134,N,1152,TOTAL,104,77
MONTEBELLO,4450065A,1801,134,N,931,POLLING PLACE,51,31
MONTEBELLO,4450065A,1801,134,N,0,VBM PORTION,38,27
MONTEBELLO,4450065A,1801,134,N,931,TOTAL,89,58
MONTEBELLO,4450090B,1803,134,N,734,POLLING PLACE,36,23
MONTEBELLO,4450090B,1803,134,N,0,VBM PORTION,33,29
MONTEBELLO,4450090B,1803,134,N,734,TOTAL,69,52
NORWALK,4800001A,1836,137,N,952,POLLING PLACE,27,14
NORWALK,4800001A,1836,137,N,0,VBM PORTION,49,41
NORWALK,4800001A,1836,137,N,952,TOTAL,76,55
NORWALK,4800004A,1838,137,N,1021,POLLING PLACE,55,30
NORWALK,4800004A,1838,137,N,0,VBM PORTION,58,32
NORWALK,4800004A,1838,137,N,1021,TOTAL,113,62
NORWALK,4800006B,1839,137,N,1027,POLLING PLACE,60,43
NORWALK,4800006B,1839,137,N,0,VBM PORTION,56,35
NORWALK,4800006B,1839,137,N,1027,TOTAL,116,78
NORWALK,4800007C,1840,137,N,548,POLLING PLACE,38,24
NORWALK,4800007C,1840,137,N,0,VBM PORTION,23,14
NORWALK,4800007C,1840,137,N,548,TOTAL,61,38
NORWALK,4800025A,1855,137,N,698,POLLING PLACE,32,21
NORWALK,4800025A,1855,137,N,0,VBM PORTION,32,27
NORWALK,4800025A,1855,137,N,698,TOTAL,64,48
NORWALK,4800028A,1856,137,N,1201,POLLING PLACE,55,40
NORWALK,4800028A,1856,137,N,0,VBM PORTION,53,32
NORWALK,4800028A,1856,137,N,1201,TOTAL,108,72
NORWALK,4800040A,1865,137,N,1056,POLLING PLACE,48,26
NORWALK,4800040A,1865,137,N,0,VBM PORTION,42,24
NORWALK,4800040A,1865,137,N,1056,TOTAL,90,50
NORWALK,4800042B,1866,137,N,1285,POLLING PLACE,77,44
NORWALK,4800042B,1866,137,N,0,VBM PORTION,81,50
NORWALK,4800042B,1866,137,N,1285,TOTAL,158,94
NORWALK,4800044A,1867,137,N,767,POLLING PLACE,32,24
NORWALK,4800044A,1867,137,N,0,VBM PORTION,33,25
NORWALK,4800044A,1867,137,N,767,TOTAL,65,49
NORWALK,4800045A,1868,137,N,1020,POLLING PLACE,58,41
NORWALK,4800045A,1868,137,N,0,VBM PORTION,54,27
NORWALK,4800045A,1868,137,N,1020,TOTAL,112,68
NORWALK,4800047A,1869,137,N,568,POLLING PLACE,30,21
NORWALK,4800047A,1869,137,N,0,VBM PORTION,35,28
NORWALK,4800047A,1869,137,N,568,TOTAL,65,49
NORWALK,4800047B,1870,137,N,339,POLLING PLACE,18,8
NORWALK,4800047B,1870,137,N,0,VBM PORTION,9,7
NORWALK,4800047B,1870,137,N,339,TOTAL,27,15
NORWALK,4800048A,1871,137,N,1186,POLLING PLACE,55,36
NORWALK,4800048A,1871,137,N,0,VBM PORTION,76,50
NORWALK,4800048A,1871,137,N,1186,TOTAL,131,86
NORWALK,4800049B,1872,137,N,1073,POLLING PLACE,64,38
NORWALK,4800049B,1872,137,N,0,VBM PORTION,60,42
NORWALK,4800049B,1872,137,N,1073,TOTAL,124,80
NORWALK,4800050A,1873,137,N,1305,POLLING PLACE,75,43
NORWALK,4800050A,1873,137,N,0,VBM PORTION,71,51
NORWALK,4800050A,1873,137,N,1305,TOTAL,146,94
NORWALK,4800056A,1876,137,N,1197,POLLING PLACE,53,30
NORWALK,4800056A,1876,137,N,0,VBM PORTION,61,44
NORWALK,4800056A,1876,137,N,1197,TOTAL,114,74
NORWALK,4800059A,1877,137,N,986,POLLING PLACE,76,47
NORWALK,4800059A,1877,137,N,0,VBM PORTION,111,55
NORWALK,4800059A,1877,137,N,986,TOTAL,187,102
NORWALK,4800067A,1879,137,N,1198,POLLING PLACE,76,58
NORWALK,4800067A,1879,137,N,0,VBM PORTION,47,31
NORWALK,4800067A,1879,137,N,1198,TOTAL,123,89
NORWALK,4800089A,1883,137,N,811,POLLING PLACE,51,30
NORWALK,4800089A,1883,137,N,0,VBM PORTION,55,34
NORWALK,4800089A,1883,137,N,811,TOTAL,106,64
PICO RIVERA,5230002A,2057,134,N,1068,POLLING PLACE,79,53
PICO RIVERA,5230002A,2057,134,N,0,VBM PORTION,77,43
PICO RIVERA,5230002A,2057,134,N,1068,TOTAL,156,96
PICO RIVERA,5230006A,6130,134,Y,59,POLLING PLACE,0,0
PICO RIVERA,5230006A,6130,134,Y,0,VBM PORTION,9,8
PICO RIVERA,5230006A,6130,134,Y,59,TOTAL,9,8
PICO RIVERA,5230006B,2058,134,N,839,POLLING PLACE,65,43
PICO RIVERA,5230006B,2058,134,N,0,VBM PORTION,32,23
PICO RIVERA,5230006B,2058,134,N,839,TOTAL,97,66
PICO RIVERA,5230007A,2059,134,N,1063,POLLING PLACE,72,48
PICO RIVERA,5230007A,2059,134,N,0,VBM PORTION,54,40
PICO RIVERA,5230007A,2059,134,N,1063,TOTAL,126,88
PICO RIVERA,5230008A,2060,134,N,1105,POLLING PLACE,57,45
PICO RIVERA,5230008A,2060,134,N,0,VBM PORTION,49,40
PICO RIVERA,5230008A,2060,134,N,1105,TOTAL,106,85
PICO RIVERA,5230010A,2061,134,N,1047,POLLING PLACE,55,36
PICO RIVERA,5230010A,2061,134,N,0,VBM PORTION,73,41
PICO RIVERA,5230010A,2061,134,N,1047,TOTAL,128,77
PICO RIVERA,5230012A,2062,134,N,985,POLLING PLACE,42,28
PICO RIVERA,5230012A,2062,134,N,0,VBM PORTION,31,14
PICO RIVERA,5230012A,2062,134,N,985,TOTAL,73,42
PICO RIVERA,5230013A,2063,134,N,1209,POLLING PLACE,77,55
PICO RIVERA,5230013A,2063,134,N,0,VBM PORTION,87,62
PICO RIVERA,5230013A,2063,134,N,1209,TOTAL,164,117
PICO RIVERA,5230013E,2064,134,N,802,POLLING PLACE,43,33
PICO RIVERA,5230013E,2064,134,N,0,VBM PORTION,31,24
PICO RIVERA,5230013E,2064,134,N,802,TOTAL,74,57
PICO RIVERA,5230016D,2065,134,N,1179,POLLING PLACE,105,78
PICO RIVERA,5230016D,2065,134,N,0,VBM PORTION,53,45
PICO RIVERA,5230016D,2065,134,N,1179,TOTAL,158,123
PICO RIVERA,5230017A,2066,134,N,1119,POLLING PLACE,79,54
PICO RIVERA,5230017A,2066,134,N,0,VBM PORTION,23,13
PICO RIVERA,5230017A,2066,134,N,1119,TOTAL,102,67
PICO RIVERA,5230018A,2067,134,N,951,POLLING PLACE,30,24
PICO RIVERA,5230018A,2067,134,N,0,VBM PORTION,44,34
PICO RIVERA,5230018A,2067,134,N,951,TOTAL,74,58
PICO RIVERA,5230020A,2068,134,N,1049,POLLING PLACE,66,47
PICO RIVERA,5230020A,2068,134,N,0,VBM PORTION,69,44
PICO RIVERA,5230020A,2068,134,N,1049,TOTAL,135,91
PICO RIVERA,5230022D,2069,134,N,1036,POLLING PLACE,55,38
PICO RIVERA,5230022D,2069,134,N,0,VBM PORTION,47,38
PICO RIVERA,5230022D,2069,134,N,1036,TOTAL,102,76
PICO RIVERA,5230023A,2070,134,N,1070,POLLING PLACE,74,52
PICO RIVERA,5230023A,2070,134,N,0,VBM PORTION,65,53
PICO RIVERA,5230023A,2070,134,N,1070,TOTAL,139,105
PICO RIVERA,5230024A,2071,134,N,1181,POLLING PLACE,72,53
PICO RIVERA,5230024A,2071,134,N,0,VBM PORTION,55,40
PICO RIVERA,5230024A,2071,134,N,1181,TOTAL,127,93
PICO RIVERA,5230027A,2072,134,N,1030,POLLING PLACE,82,56
PICO RIVERA,5230027A,2072,134,N,0,VBM PORTION,43,31
PICO RIVERA,5230027A,2072,134,N,1030,TOTAL,125,87
PICO RIVERA,5230029A,2073,134,N,797,POLLING PLACE,38,25
PICO RIVERA,5230029A,2073,134,N,0,VBM PORTION,38,29
PICO RIVERA,5230029A,2073,134,N,797,TOTAL,76,54
PICO RIVERA,5230030A,2074,134,N,839,POLLING PLACE,49,38
PICO RIVERA,5230030A,2074,134,N,0,VBM PORTION,42,37
PICO RIVERA,5230030A,2074,134,N,839,TOTAL,91,75
PICO RIVERA,5230032A,2075,134,N,891,POLLING PLACE,64,50
PICO RIVERA,5230032A,2075,134,N,0,VBM PORTION,47,36
PICO RIVERA,5230032A,2075,134,N,891,TOTAL,111,86
PICO RIVERA,5230034B,2076,134,N,1150,POLLING PLACE,83,57
PICO RIVERA,5230034B,2076,134,N,0,VBM PORTION,48,34
PICO RIVERA,5230034B,2076,134,N,1150,TOTAL,131,91
PICO RIVERA,5230035A,2077,134,N,952,POLLING PLACE,62,50
PICO RIVERA,5230035A,2077,134,N,0,VBM PORTION,58,34
PICO RIVERA,5230035A,2077,134,N,952,TOTAL,120,84
PICO RIVERA,5230036A,2078,134,N,845,POLLING PLACE,39,21
PICO RIVERA,5230036A,2078,134,N,0,VBM PORTION,34,27
PICO RIVERA,5230036A,2078,134,N,845,TOTAL,73,48
PICO RIVERA,5230036B,6132,134,Y,0,POLLING PLACE,0,0
PICO RIVERA,5230036B,6132,134,Y,0,VBM PORTION,0,0
PICO RIVERA,5230036B,6132,134,Y,0,TOTAL,0,0
PICO RIVERA,5230038A,2079,134,N,1042,POLLING PLACE,74,53
PICO RIVERA,5230038A,2079,134,N,0,VBM PORTION,59,47
PICO RIVERA,5230038A,2079,134,N,1042,TOTAL,133,100
PICO RIVERA,5230039A,2080,134,N,1106,POLLING PLACE,80,57
PICO RIVERA,5230039A,2080,134,N,0,VBM PORTION,80,66
PICO RIVERA,5230039A,2080,134,N,1106,TOTAL,160,123
PICO RIVERA,5230041A,2081,134,N,898,POLLING PLACE,88,58
PICO RIVERA,5230041A,2081,134,N,0,VBM PORTION,33,24
PICO RIVERA,5230041A,2081,134,N,898,TOTAL,121,82
PICO RIVERA,5230043A,2082,134,N,1048,POLLING PLACE,78,55
PICO RIVERA,5230043A,2082,134,N,0,VBM PORTION,70,44
PICO RIVERA,5230043A,2082,134,N,1048,TOTAL,148,99
PICO RIVERA,5230044A,2083,134,N,991,POLLING PLACE,50,33
PICO RIVERA,5230044A,2083,134,N,0,VBM PORTION,43,34
PICO RIVERA,5230044A,2083,134,N,991,TOTAL,93,67
PICO RIVERA,5230045A,2084,134,N,1085,POLLING PLACE,46,27
PICO RIVERA,5230045A,2084,134,N,0,VBM PORTION,51,34
PICO RIVERA,5230045A,2084,134,N,1085,TOTAL,97,61
PICO RIVERA,5230049A,2085,134,N,981,POLLING PLACE,78,63
PICO RIVERA,5230049A,2085,134,N,0,VBM PORTION,48,37
PICO RIVERA,5230049A,2085,134,N,981,TOTAL,126,100
PICO RIVERA,5230068A,2086,134,N,905,POLLING PLACE,52,35
PICO RIVERA,5230068A,2086,134,N,0,VBM PORTION,39,26
PICO RIVERA,5230068A,2086,134,N,905,TOTAL,91,61
PICO RIVERA,5230080A,2087,134,N,1148,POLLING PLACE,63,48
PICO RIVERA,5230080A,2087,134,N,0,VBM PORTION,76,57
PICO RIVERA,5230080A,2087,134,N,1148,TOTAL,139,105
PICO RIVERA,5230081A,2088,134,N,977,POLLING PLACE,77,60
PICO RIVERA,5230081A,2088,134,N,0,VBM PORTION,60,44
PICO RIVERA,5230081A,2088,134,N,977,TOTAL,137,104
PIONEER,5240020A,6133,137,Y,205,POLLING PLACE,0,0
PIONEER,5240020A,6133,137,Y,0,VBM PORTION,32,21
PIONEER,5240020A,6133,137,Y,205,TOTAL,32,21
BALLOT GROUP 134,9990134A,8134,134,N,0,POLLING PLACE,0,0
BALLOT GROUP 134,9990134A,8134,134,N,0,VBM PORTION,8,3
BALLOT GROUP 134,9990134A,8134,134,N,0,TOTAL,4,3
BALLOT GROUP 135,9990135A,8135,135,N,0,POLLING PLACE,0,0
BALLOT GROUP 135,9990135A,8135,135,N,0,VBM PORTION,2,0
BALLOT GROUP 135,9990135A,8135,135,N,0,TOTAL,1,0
BALLOT GROUP 136,9990136A,8136,136,N,0,POLLING PLACE,0,0
BALLOT GROUP 136,9990136A,8136,136,N,0,VBM PORTION,2,0
BALLOT GROUP 136,9990136A,8136,136,N,0,TOTAL,1,0
BALLOT GROUP 137,9990137A,8137,137,N,0,POLLING PLACE,0,0
BALLOT GROUP 137,9990137A,8137,137,N,0,VBM PORTION,4,1
BALLOT GROUP 137,9990137A,8137,137,N,0,TOTAL,2,1
BALLOT GROUP 138,9990138A,8138,138,N,0,POLLING PLACE,0,0
BALLOT GROUP 138,9990138A,8138,138,N,0,VBM PORTION,2,1
BALLOT GROUP 138,9990138A,8138,138,N,0,TOTAL,1,1
BALLOT GROUP 139,9990139A,8139,139,N,0,POLLING PLACE,0,0
BALLOT GROUP 139,9990139A,8139,139,N,0,VBM PORTION,0,0
BALLOT GROUP 139,9990139A,8139,139,N,0,TOTAL,0,0
