LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JUVENTINO GOMEZ,HILDA L SOLIS,A  A SAUCEDO HOOD
LOS ANGELES,9000969A,3496,89,N,0,VBM PORTION,42,3,30,2
LOS ANGELES,9000969A,3496,89,N,1129,TOTAL,134,14,95,5
LOS ANGELES,9000970C,3497,89,N,1180,POLLING PLACE,66,9,49,3
LOS ANGELES,9000970C,3497,89,N,0,VBM PORTION,62,5,36,13
LOS ANGELES,9000970C,3497,89,N,1180,TOTAL,128,14,85,16
LOS ANGELES,9001014A,3515,90,N,810,POLLING PLACE,24,3,13,4
LOS ANGELES,9001014A,3515,90,N,0,VBM PORTION,61,9,35,6
LOS ANGELES,9001014A,3515,90,N,810,TOTAL,85,12,48,10
LOS ANGELES,9001023A,3522,90,N,1301,POLLING PLACE,64,6,46,9
LOS ANGELES,9001023A,3522,90,N,0,VBM PORTION,93,12,59,13
LOS ANGELES,9001023A,3522,90,N,1301,TOTAL,157,18,105,22
LOS ANGELES,9001046D,3535,141,N,794,POLLING PLACE,36,6,17,2
LOS ANGELES,9001046D,3535,141,N,0,VBM PORTION,25,4,12,6
LOS ANGELES,9001046D,3535,141,N,794,TOTAL,61,10,29,8
LOS ANGELES,9001046R,3536,141,N,726,POLLING PLACE,13,1,8,2
LOS ANGELES,9001046R,3536,141,N,0,VBM PORTION,9,0,4,4
LOS ANGELES,9001046R,3536,141,N,726,TOTAL,22,1,12,6
LOS ANGELES,9001047B,3537,95,N,1130,POLLING PLACE,158,21,95,11
LOS ANGELES,9001047B,3537,95,N,0,VBM PORTION,73,9,32,13
LOS ANGELES,9001047B,3537,95,N,1130,TOTAL,231,30,127,24
LOS ANGELES,9001062A,3543,90,N,1190,POLLING PLACE,42,8,23,4
LOS ANGELES,9001062A,3543,90,N,0,VBM PORTION,42,5,23,10
LOS ANGELES,9001062A,3543,90,N,1190,TOTAL,84,13,46,14
LOS ANGELES,9001097A,3563,96,N,1546,POLLING PLACE,99,9,52,9
LOS ANGELES,9001097A,3563,96,N,0,VBM PORTION,165,22,73,25
LOS ANGELES,9001097A,3563,96,N,1546,TOTAL,264,31,125,34
LOS ANGELES,9001104A,3567,90,N,1251,POLLING PLACE,64,9,41,4
LOS ANGELES,9001104A,3567,90,N,0,VBM PORTION,59,2,37,11
LOS ANGELES,9001104A,3567,90,N,1251,TOTAL,123,11,78,15
LOS ANGELES,9001130B,3577,143,N,708,POLLING PLACE,37,6,19,3
LOS ANGELES,9001130B,3577,143,N,0,VBM PORTION,15,3,12,0
LOS ANGELES,9001130B,3577,143,N,708,TOTAL,52,9,31,3
LOS ANGELES,9001183A,3597,96,N,1068,POLLING PLACE,118,12,73,14
LOS ANGELES,9001183A,3597,96,N,0,VBM PORTION,25,7,10,6
LOS ANGELES,9001183A,3597,96,N,1068,TOTAL,143,19,83,20
LOS ANGELES,9001210A,3609,90,N,1117,POLLING PLACE,100,21,66,4
LOS ANGELES,9001210A,3609,90,N,0,VBM PORTION,40,10,20,7
LOS ANGELES,9001210A,3609,90,N,1117,TOTAL,140,31,86,11
LOS ANGELES,9001288A,3639,96,N,981,POLLING PLACE,64,4,43,6
LOS ANGELES,9001288A,3639,96,N,0,VBM PORTION,114,16,48,13
LOS ANGELES,9001288A,3639,96,N,981,TOTAL,178,20,91,19
LOS ANGELES,9001344B,3666,90,N,974,POLLING PLACE,77,8,57,5
LOS ANGELES,9001344B,3666,90,N,0,VBM PORTION,69,7,49,7
LOS ANGELES,9001344B,3666,90,N,974,TOTAL,146,15,106,12
LOS ANGELES,9001348A,3668,96,N,827,POLLING PLACE,42,4,26,1
LOS ANGELES,9001348A,3668,96,N,0,VBM PORTION,65,2,37,12
LOS ANGELES,9001348A,3668,96,N,827,TOTAL,107,6,63,13
LOS ANGELES,9001353A,3671,90,N,1072,POLLING PLACE,81,6,65,4
LOS ANGELES,9001353A,3671,90,N,0,VBM PORTION,50,3,30,11
LOS ANGELES,9001353A,3671,90,N,1072,TOTAL,131,9,95,15
LOS ANGELES,9001410A,3692,95,N,1154,POLLING PLACE,64,9,47,1
LOS ANGELES,9001410A,3692,95,N,0,VBM PORTION,56,5,41,5
LOS ANGELES,9001410A,3692,95,N,1154,TOTAL,120,14,88,6
LOS ANGELES,9001419A,3696,90,N,1270,POLLING PLACE,102,14,50,10
LOS ANGELES,9001419A,3696,90,N,0,VBM PORTION,58,6,26,11
LOS ANGELES,9001419A,3696,90,N,1270,TOTAL,160,20,76,21
LOS ANGELES,9001469A,3723,95,N,1019,POLLING PLACE,92,13,60,8
LOS ANGELES,9001469A,3723,95,N,0,VBM PORTION,36,3,26,3
LOS ANGELES,9001469A,3723,95,N,1019,TOTAL,128,16,86,11
LOS ANGELES,9001488B,3733,89,N,764,POLLING PLACE,59,10,37,5
LOS ANGELES,9001488B,3733,89,N,0,VBM PORTION,28,2,15,1
LOS ANGELES,9001488B,3733,89,N,764,TOTAL,87,12,52,6
LOS ANGELES,9001499A,3737,95,N,1295,POLLING PLACE,158,24,65,5
LOS ANGELES,9001499A,3737,95,N,0,VBM PORTION,83,17,28,11
LOS ANGELES,9001499A,3737,95,N,1295,TOTAL,241,41,93,16
LOS ANGELES,9001577A,3771,90,N,1192,POLLING PLACE,86,5,70,2
LOS ANGELES,9001577A,3771,90,N,0,VBM PORTION,71,5,46,8
LOS ANGELES,9001577A,3771,90,N,1192,TOTAL,157,10,116,10
LOS ANGELES,9001590A,3778,95,N,574,POLLING PLACE,36,5,20,5
LOS ANGELES,9001590A,3778,95,N,0,VBM PORTION,46,7,25,3
LOS ANGELES,9001590A,3778,95,N,574,TOTAL,82,12,45,8
LOS ANGELES,9001592A,3780,95,N,437,POLLING PLACE,35,3,20,2
LOS ANGELES,9001592A,3780,95,N,0,VBM PORTION,29,5,14,0
LOS ANGELES,9001592A,3780,95,N,437,TOTAL,64,8,34,2
LOS ANGELES,9001656C,3801,95,N,858,POLLING PLACE,66,5,48,4
LOS ANGELES,9001656C,3801,95,N,0,VBM PORTION,44,10,14,9
LOS ANGELES,9001656C,3801,95,N,858,TOTAL,110,15,62,13
LOS ANGELES,9001660A,3802,90,N,793,POLLING PLACE,21,2,12,1
LOS ANGELES,9001660A,3802,90,N,0,VBM PORTION,44,5,28,3
LOS ANGELES,9001660A,3802,90,N,793,TOTAL,65,7,40,4
LOS ANGELES,9001664A,3803,90,N,1249,POLLING PLACE,67,8,51,1
LOS ANGELES,9001664A,3803,90,N,0,VBM PORTION,36,10,20,3
LOS ANGELES,9001664A,3803,90,N,1249,TOTAL,103,18,71,4
LOS ANGELES,9001678A,3807,95,N,1164,POLLING PLACE,90,9,48,18
LOS ANGELES,9001678A,3807,95,N,0,VBM PORTION,105,22,26,21
LOS ANGELES,9001678A,3807,95,N,1164,TOTAL,195,31,74,39
LOS ANGELES,9001686A,3811,90,N,561,POLLING PLACE,32,4,16,5
LOS ANGELES,9001686A,3811,90,N,0,VBM PORTION,12,0,9,2
LOS ANGELES,9001686A,3811,90,N,561,TOTAL,44,4,25,7
LOS ANGELES,9001704C,3816,95,N,1482,POLLING PLACE,54,6,29,5
LOS ANGELES,9001704C,3816,95,N,0,VBM PORTION,108,15,46,22
LOS ANGELES,9001704C,3816,95,N,1482,TOTAL,162,21,75,27
LOS ANGELES,9001735B,3832,89,N,1000,POLLING PLACE,113,7,77,7
LOS ANGELES,9001735B,3832,89,N,0,VBM PORTION,91,8,59,3
LOS ANGELES,9001735B,3832,89,N,1000,TOTAL,204,15,136,10
LOS ANGELES,9001742A,3835,95,N,1238,POLLING PLACE,56,8,33,9
LOS ANGELES,9001742A,3835,95,N,0,VBM PORTION,49,12,17,7
LOS ANGELES,9001742A,3835,95,N,1238,TOTAL,105,20,50,16
LOS ANGELES,9001759A,3842,40,N,691,POLLING PLACE,88,9,57,7
LOS ANGELES,9001759A,3842,40,N,0,VBM PORTION,55,0,39,5
LOS ANGELES,9001759A,3842,40,N,691,TOTAL,143,9,96,12
LOS ANGELES,9001797A,3864,90,N,1261,POLLING PLACE,81,14,50,3
LOS ANGELES,9001797A,3864,90,N,0,VBM PORTION,70,6,47,11
LOS ANGELES,9001797A,3864,90,N,1261,TOTAL,151,20,97,14
LOS ANGELES,9001838A,3876,90,N,1307,POLLING PLACE,64,13,30,9
LOS ANGELES,9001838A,3876,90,N,0,VBM PORTION,95,14,43,21
LOS ANGELES,9001838A,3876,90,N,1307,TOTAL,159,27,73,30
LOS ANGELES,9001839A,3877,90,N,983,POLLING PLACE,55,7,40,3
LOS ANGELES,9001839A,3877,90,N,0,VBM PORTION,35,5,20,5
LOS ANGELES,9001839A,3877,90,N,983,TOTAL,90,12,60,8
LOS ANGELES,9001841A,3878,90,N,997,POLLING PLACE,88,10,51,13
LOS ANGELES,9001841A,3878,90,N,0,VBM PORTION,28,3,16,3
LOS ANGELES,9001841A,3878,90,N,997,TOTAL,116,13,67,16
LOS ANGELES,9001846A,3879,95,N,1183,POLLING PLACE,104,17,66,5
LOS ANGELES,9001846A,3879,95,N,0,VBM PORTION,48,6,35,2
LOS ANGELES,9001846A,3879,95,N,1183,TOTAL,152,23,101,7
LOS ANGELES,9001851A,3880,95,N,946,POLLING PLACE,82,10,62,6
LOS ANGELES,9001851A,3880,95,N,0,VBM PORTION,44,3,28,5
LOS ANGELES,9001851A,3880,95,N,946,TOTAL,126,13,90,11
LOS ANGELES,9001854A,3881,95,N,569,POLLING PLACE,55,6,44,0
LOS ANGELES,9001854A,3881,95,N,0,VBM PORTION,18,4,10,4
LOS ANGELES,9001854A,3881,95,N,569,TOTAL,73,10,54,4
LOS ANGELES,9001855A,3882,95,N,1132,POLLING PLACE,81,8,62,3
LOS ANGELES,9001855A,3882,95,N,0,VBM PORTION,39,3,31,1
LOS ANGELES,9001855A,3882,95,N,1132,TOTAL,120,11,93,4
LOS ANGELES,9001856A,3883,95,N,664,POLLING PLACE,51,6,38,4
LOS ANGELES,9001856A,3883,95,N,0,VBM PORTION,18,1,16,1
LOS ANGELES,9001856A,3883,95,N,664,TOTAL,69,7,54,5
LOS ANGELES,9001859A,3885,95,N,1198,POLLING PLACE,124,12,96,3
LOS ANGELES,9001859A,3885,95,N,0,VBM PORTION,73,6,59,3
LOS ANGELES,9001859A,3885,95,N,1198,TOTAL,197,18,155,6
LOS ANGELES,9001862C,3887,95,N,652,POLLING PLACE,77,5,61,5
LOS ANGELES,9001862C,3887,95,N,0,VBM PORTION,21,5,6,2
LOS ANGELES,9001862C,3887,95,N,652,TOTAL,98,10,67,7
LOS ANGELES,9001889A,3893,95,N,907,POLLING PLACE,83,3,67,5
LOS ANGELES,9001889A,3893,95,N,0,VBM PORTION,85,10,52,10
LOS ANGELES,9001889A,3893,95,N,907,TOTAL,168,13,119,15
LOS ANGELES,9001890A,3894,95,N,877,POLLING PLACE,74,9,53,4
LOS ANGELES,9001890A,3894,95,N,0,VBM PORTION,69,11,26,9
LOS ANGELES,9001890A,3894,95,N,877,TOTAL,143,20,79,13
LOS ANGELES,9001891A,3895,95,N,1118,POLLING PLACE,126,13,86,9
LOS ANGELES,9001891A,3895,95,N,0,VBM PORTION,53,5,42,3
LOS ANGELES,9001891A,3895,95,N,1118,TOTAL,179,18,128,12
LOS ANGELES,9001895A,3898,95,N,1140,POLLING PLACE,86,14,62,1
LOS ANGELES,9001895A,3898,95,N,0,VBM PORTION,62,12,35,4
LOS ANGELES,9001895A,3898,95,N,1140,TOTAL,148,26,97,5
LOS ANGELES,9001899A,3899,95,N,656,POLLING PLACE,54,5,41,2
LOS ANGELES,9001899A,3899,95,N,0,VBM PORTION,27,4,14,6
LOS ANGELES,9001899A,3899,95,N,656,TOTAL,81,9,55,8
LOS ANGELES,9001904A,3901,95,N,1139,POLLING PLACE,103,12,75,5
LOS ANGELES,9001904A,3901,95,N,0,VBM PORTION,49,8,26,11
LOS ANGELES,9001904A,3901,95,N,1139,TOTAL,152,20,101,16
LOS ANGELES,9001905A,3902,95,N,1181,POLLING PLACE,80,10,56,6
LOS ANGELES,9001905A,3902,95,N,0,VBM PORTION,50,5,36,2
LOS ANGELES,9001905A,3902,95,N,1181,TOTAL,130,15,92,8
LOS ANGELES,9001910B,3904,95,N,1195,POLLING PLACE,103,10,73,6
LOS ANGELES,9001910B,3904,95,N,0,VBM PORTION,47,9,25,2
LOS ANGELES,9001910B,3904,95,N,1195,TOTAL,150,19,98,8
LOS ANGELES,9001920A,3906,141,N,1051,POLLING PLACE,86,7,49,8
LOS ANGELES,9001920A,3906,141,N,0,VBM PORTION,57,7,32,4
LOS ANGELES,9001920A,3906,141,N,1051,TOTAL,143,14,81,12
LOS ANGELES,9001929A,3910,142,N,1075,POLLING PLACE,21,0,16,1
LOS ANGELES,9001929A,3910,142,N,0,VBM PORTION,15,2,12,1
LOS ANGELES,9001929A,3910,142,N,1075,TOTAL,36,2,28,2
LOS ANGELES,9002029A,3951,89,N,1169,POLLING PLACE,136,11,86,11
LOS ANGELES,9002029A,3951,89,N,0,VBM PORTION,71,1,48,6
LOS ANGELES,9002029A,3951,89,N,1169,TOTAL,207,12,134,17
LOS ANGELES,9002046A,3958,40,N,1056,POLLING PLACE,118,9,85,7
LOS ANGELES,9002046A,3958,40,N,0,VBM PORTION,98,9,48,21
LOS ANGELES,9002046A,3958,40,N,1056,TOTAL,216,18,133,28
LOS ANGELES,9002053B,3962,90,N,1207,POLLING PLACE,76,10,42,9
LOS ANGELES,9002053B,3962,90,N,0,VBM PORTION,70,11,36,19
LOS ANGELES,9002053B,3962,90,N,1207,TOTAL,146,21,78,28
LOS ANGELES,9002072B,6191,90,Y,11,POLLING PLACE,0,0,0,0
LOS ANGELES,9002072B,6191,90,Y,0,VBM PORTION,1,0,0,1
LOS ANGELES,9002072B,6191,90,Y,11,TOTAL,1,0,0,1
LOS ANGELES,9002072D,3970,90,N,944,POLLING PLACE,46,4,25,4
LOS ANGELES,9002072D,3970,90,N,0,VBM PORTION,43,4,29,3
LOS ANGELES,9002072D,3970,90,N,944,TOTAL,89,8,54,7
LOS ANGELES,9002098A,3985,90,N,626,POLLING PLACE,58,3,37,4
LOS ANGELES,9002098A,3985,90,N,0,VBM PORTION,21,1,13,3
LOS ANGELES,9002098A,3985,90,N,626,TOTAL,79,4,50,7
LOS ANGELES,9002098B,3986,90,N,703,POLLING PLACE,43,4,26,5
LOS ANGELES,9002098B,3986,90,N,0,VBM PORTION,32,4,19,5
LOS ANGELES,9002098B,3986,90,N,703,TOTAL,75,8,45,10
LOS ANGELES,9002099A,3987,95,N,1164,POLLING PLACE,92,18,60,3
LOS ANGELES,9002099A,3987,95,N,0,VBM PORTION,54,6,41,1
LOS ANGELES,9002099A,3987,95,N,1164,TOTAL,146,24,101,4
LOS ANGELES,9002122A,3999,95,N,1227,POLLING PLACE,102,13,76,6
LOS ANGELES,9002122A,3999,95,N,0,VBM PORTION,63,7,38,6
LOS ANGELES,9002122A,3999,95,N,1227,TOTAL,165,20,114,12
LOS ANGELES,9002146A,4016,95,N,1219,POLLING PLACE,126,15,85,9
LOS ANGELES,9002146A,4016,95,N,0,VBM PORTION,48,8,29,5
LOS ANGELES,9002146A,4016,95,N,1219,TOTAL,174,23,114,14
LOS ANGELES,9002155A,4019,96,N,1454,POLLING PLACE,69,10,35,13
LOS ANGELES,9002155A,4019,96,N,0,VBM PORTION,178,17,57,23
LOS ANGELES,9002155A,4019,96,N,1454,TOTAL,247,27,92,36
LOS ANGELES,9002169B,4026,90,N,1124,POLLING PLACE,71,9,43,12
LOS ANGELES,9002169B,4026,90,N,0,VBM PORTION,40,7,19,4
LOS ANGELES,9002169B,4026,90,N,1124,TOTAL,111,16,62,16
LOS ANGELES,9002171A,4027,40,N,1078,POLLING PLACE,134,5,101,11
LOS ANGELES,9002171A,4027,40,N,0,VBM PORTION,123,7,81,12
LOS ANGELES,9002171A,4027,40,N,1078,TOTAL,257,12,182,23
LOS ANGELES,9002192A,4038,90,N,1073,POLLING PLACE,100,10,63,11
LOS ANGELES,9002192A,4038,90,N,0,VBM PORTION,85,5,50,8
LOS ANGELES,9002192A,4038,90,N,1073,TOTAL,185,15,113,19
LOS ANGELES,9002210A,4043,90,N,975,POLLING PLACE,160,23,90,19
LOS ANGELES,9002210A,4043,90,N,0,VBM PORTION,84,11,44,10
LOS ANGELES,9002210A,4043,90,N,975,TOTAL,244,34,134,29
LOS ANGELES,9002248A,4056,90,N,1191,POLLING PLACE,123,14,80,7
LOS ANGELES,9002248A,4056,90,N,0,VBM PORTION,108,6,64,22
LOS ANGELES,9002248A,4056,90,N,1191,TOTAL,231,20,144,29
LOS ANGELES,9002349A,4107,90,N,1184,POLLING PLACE,73,4,51,9
LOS ANGELES,9002349A,4107,90,N,0,VBM PORTION,67,5,47,5
LOS ANGELES,9002349A,4107,90,N,1184,TOTAL,140,9,98,14
LOS ANGELES,9002353B,4108,90,N,1220,POLLING PLACE,108,11,58,21
LOS ANGELES,9002353B,4108,90,N,0,VBM PORTION,54,8,28,10
LOS ANGELES,9002353B,4108,90,N,1220,TOTAL,162,19,86,31
LOS ANGELES,9002364A,4113,96,N,731,POLLING PLACE,81,4,57,0
LOS ANGELES,9002364A,4113,96,N,0,VBM PORTION,15,1,7,2
LOS ANGELES,9002364A,4113,96,N,731,TOTAL,96,5,64,2
LOS ANGELES,9002475A,6194,40,Y,246,POLLING PLACE,0,0,0,0
LOS ANGELES,9002475A,6194,40,Y,0,VBM PORTION,48,8,18,6
LOS ANGELES,9002475A,6194,40,Y,246,TOTAL,48,8,18,6
LOS ANGELES,9002476A,4152,40,N,384,POLLING PLACE,53,4,33,4
LOS ANGELES,9002476A,4152,40,N,0,VBM PORTION,23,1,14,6
LOS ANGELES,9002476A,4152,40,N,384,TOTAL,76,5,47,10
LOS ANGELES,9002545A,4187,96,N,551,POLLING PLACE,45,3,33,0
LOS ANGELES,9002545A,4187,96,N,0,VBM PORTION,14,3,8,1
LOS ANGELES,9002545A,4187,96,N,551,TOTAL,59,6,41,1
LOS ANGELES,9002547A,4188,96,N,1274,POLLING PLACE,227,23,70,14
LOS ANGELES,9002547A,4188,96,N,0,VBM PORTION,271,29,82,35
LOS ANGELES,9002547A,4188,96,N,1274,TOTAL,498,52,152,49
LOS ANGELES,9002625A,6210,97,Y,0,POLLING PLACE,0,0,0,0
LOS ANGELES,9002625A,6210,97,Y,0,VBM PORTION,0,0,0,0
LOS ANGELES,9002625A,6210,97,Y,0,TOTAL,0,0,0,0
LOS ANGELES,9002648B,4219,89,N,1172,POLLING PLACE,92,11,61,11
LOS ANGELES,9002648B,4219,89,N,0,VBM PORTION,55,1,36,5
LOS ANGELES,9002648B,4219,89,N,1172,TOTAL,147,12,97,16
LOS ANGELES,9002691A,4230,90,N,1002,POLLING PLACE,60,9,35,6
LOS ANGELES,9002691A,4230,90,N,0,VBM PORTION,34,3,21,6
LOS ANGELES,9002691A,4230,90,N,1002,TOTAL,94,12,56,12
LOS ANGELES,9002714A,4233,90,N,1122,POLLING PLACE,92,9,70,7
LOS ANGELES,9002714A,4233,90,N,0,VBM PORTION,88,9,49,10
LOS ANGELES,9002714A,4233,90,N,1122,TOTAL,180,18,119,17
LOS ANGELES,9002719B,4235,95,N,1087,POLLING PLACE,65,4,50,5
LOS ANGELES,9002719B,4235,95,N,0,VBM PORTION,41,8,20,5
LOS ANGELES,9002719B,4235,95,N,1087,TOTAL,106,12,70,10
LOS ANGELES,9002767A,6217,140,Y,0,POLLING PLACE,0,0,0,0
LOS ANGELES,9002767A,6217,140,Y,0,VBM PORTION,0,0,0,0
LOS ANGELES,9002767A,6217,140,Y,0,TOTAL,0,0,0,0
LOS ANGELES,9002780A,4241,89,N,1297,POLLING PLACE,153,14,102,11
LOS ANGELES,9002780A,4241,89,N,0,VBM PORTION,101,6,61,9
LOS ANGELES,9002780A,4241,89,N,1297,TOTAL,254,20,163,20
LOS ANGELES,9002809A,4246,90,N,1023,POLLING PLACE,102,11,62,10
LOS ANGELES,9002809A,4246,90,N,0,VBM PORTION,84,5,49,12
LOS ANGELES,9002809A,4246,90,N,1023,TOTAL,186,16,111,22
LOS ANGELES,9002813C,4248,90,N,930,POLLING PLACE,54,8,35,4
LOS ANGELES,9002813C,4248,90,N,0,VBM PORTION,58,6,38,7
LOS ANGELES,9002813C,4248,90,N,930,TOTAL,112,14,73,11
LOS ANGELES,9002843A,4253,90,N,1145,POLLING PLACE,35,6,26,1
LOS ANGELES,9002843A,4253,90,N,0,VBM PORTION,53,3,31,8
LOS ANGELES,9002843A,4253,90,N,1145,TOTAL,88,9,57,9
LOS ANGELES,9002880A,6219,98,Y,0,POLLING PLACE,0,0,0,0
LOS ANGELES,9002880A,6219,98,Y,0,VBM PORTION,0,0,0,0
LOS ANGELES,9002880A,6219,98,Y,0,TOTAL,0,0,0,0
LOS ANGELES,9003168A,4292,90,N,873,POLLING PLACE,103,12,73,6
LOS ANGELES,9003168A,4292,90,N,0,VBM PORTION,66,4,40,6
LOS ANGELES,9003168A,4292,90,N,873,TOTAL,169,16,113,12
LOS ANGELES,9003185A,4295,95,N,1026,POLLING PLACE,128,10,77,10
LOS ANGELES,9003185A,4295,95,N,0,VBM PORTION,104,8,56,13
LOS ANGELES,9003185A,4295,95,N,1026,TOTAL,232,18,133,23
LOS ANGELES,9003309A,4310,95,N,1018,POLLING PLACE,61,9,44,2
LOS ANGELES,9003309A,4310,95,N,0,VBM PORTION,36,3,27,3
LOS ANGELES,9003309A,4310,95,N,1018,TOTAL,97,12,71,5
LOS ANGELES,9003518A,4323,90,N,1097,POLLING PLACE,68,11,36,8
LOS ANGELES,9003518A,4323,90,N,0,VBM PORTION,51,4,31,12
LOS ANGELES,9003518A,4323,90,N,1097,TOTAL,119,15,67,20
LOS ANGELES,9003895A,4341,95,N,1319,POLLING PLACE,67,2,37,12
LOS ANGELES,9003895A,4341,95,N,0,VBM PORTION,65,2,40,7
LOS ANGELES,9003895A,4341,95,N,1319,TOTAL,132,4,77,19
LOS ANGELES,9003937B,4345,90,N,1033,POLLING PLACE,210,19,135,19
LOS ANGELES,9003937B,4345,90,N,0,VBM PORTION,117,7,66,9
LOS ANGELES,9003937B,4345,90,N,1033,TOTAL,327,26,201,28
LOS ANGELES,9003951B,4346,96,N,892,POLLING PLACE,54,8,30,3
LOS ANGELES,9003951B,4346,96,N,0,VBM PORTION,47,6,15,10
LOS ANGELES,9003951B,4346,96,N,892,TOTAL,101,14,45,13
LOS ANGELES,9003988A,4351,89,N,915,POLLING PLACE,77,9,51,7
LOS ANGELES,9003988A,4351,89,N,0,VBM PORTION,53,3,25,8
LOS ANGELES,9003988A,4351,89,N,915,TOTAL,130,12,76,15
LOS ANGELES,9004090A,4352,90,N,886,POLLING PLACE,60,9,43,2
LOS ANGELES,9004090A,4352,90,N,0,VBM PORTION,34,4,26,1
LOS ANGELES,9004090A,4352,90,N,886,TOTAL,94,13,69,3
LOS ANGELES,9004120B,4354,95,N,545,POLLING PLACE,35,6,20,4
LOS ANGELES,9004120B,4354,95,N,0,VBM PORTION,8,2,3,1
LOS ANGELES,9004120B,4354,95,N,545,TOTAL,43,8,23,5
LOS ANGELES,9004237A,4369,40,N,1167,POLLING PLACE,147,11,111,11
LOS ANGELES,9004237A,4369,40,N,0,VBM PORTION,124,6,81,12
LOS ANGELES,9004237A,4369,40,N,1167,TOTAL,271,17,192,23
LOS ANGELES,9005016A,4377,95,N,1470,POLLING PLACE,89,8,38,14
LOS ANGELES,9005016A,4377,95,N,0,VBM PORTION,176,33,58,21
LOS ANGELES,9005016A,4377,95,N,1470,TOTAL,265,41,96,35
LOS ANGELES,9005022A,4378,96,N,1434,POLLING PLACE,147,17,77,25
LOS ANGELES,9005022A,4378,96,N,0,VBM PORTION,146,9,65,24
LOS ANGELES,9005022A,4378,96,N,1434,TOTAL,293,26,142,49
LOS ANGELES,9005537A,4431,90,N,1209,POLLING PLACE,135,17,105,8
LOS ANGELES,9005537A,4431,90,N,0,VBM PORTION,66,5,38,4
LOS ANGELES,9005537A,4431,90,N,1209,TOTAL,201,22,143,12
LOS ANGELES,9005538A,4432,90,N,1030,POLLING PLACE,93,15,65,2
LOS ANGELES,9005538A,4432,90,N,0,VBM PORTION,30,7,16,3
LOS ANGELES,9005538A,4432,90,N,1030,TOTAL,123,22,81,5
LOS ANGELES,9005541A,4433,89,N,1224,POLLING PLACE,81,12,53,5
LOS ANGELES,9005541A,4433,89,N,0,VBM PORTION,65,6,33,8
LOS ANGELES,9005541A,4433,89,N,1224,TOTAL,146,18,86,13
LOS ANGELES,9005543C,4434,90,N,1188,POLLING PLACE,57,14,27,6
LOS ANGELES,9005543C,4434,90,N,0,VBM PORTION,85,19,31,14
LOS ANGELES,9005543C,4434,90,N,1188,TOTAL,142,33,58,20
LOS ANGELES,9005769B,4446,95,N,1265,POLLING PLACE,81,14,35,11
LOS ANGELES,9005769B,4446,95,N,0,VBM PORTION,81,9,26,13
LOS ANGELES,9005769B,4446,95,N,1265,TOTAL,162,23,61,24
LOS ANGELES,9006098C,4466,89,N,751,POLLING PLACE,65,5,51,4
LOS ANGELES,9006098C,4466,89,N,0,VBM PORTION,32,4,22,0
LOS ANGELES,9006098C,4466,89,N,751,TOTAL,97,9,73,4
LOS ANGELES,9006302A,4502,89,N,893,POLLING PLACE,82,7,62,7
LOS ANGELES,9006302A,4502,89,N,0,VBM PORTION,81,2,64,10
LOS ANGELES,9006302A,4502,89,N,893,TOTAL,163,9,126,17
LOS ANGELES,9006305A,4503,40,N,859,POLLING PLACE,40,9,20,7
LOS ANGELES,9006305A,4503,40,N,0,VBM PORTION,56,10,25,9
LOS ANGELES,9006305A,4503,40,N,859,TOTAL,96,19,45,16
LOS ANGELES,9006306C,4504,40,N,843,POLLING PLACE,62,7,39,6
LOS ANGELES,9006306C,4504,40,N,0,VBM PORTION,77,8,44,11
LOS ANGELES,9006306C,4504,40,N,843,TOTAL,139,15,83,17
LOS ANGELES,9006313A,4505,90,N,1006,POLLING PLACE,108,10,70,13
LOS ANGELES,9006313A,4505,90,N,0,VBM PORTION,118,8,63,24
LOS ANGELES,9006313A,4505,90,N,1006,TOTAL,226,18,133,37
LOS ANGELES,9006315A,4506,90,N,1259,POLLING PLACE,180,21,120,23
LOS ANGELES,9006315A,4506,90,N,0,VBM PORTION,117,9,72,11
LOS ANGELES,9006315A,4506,90,N,1259,TOTAL,297,30,192,34
LOS ANGELES,9006317A,4507,90,N,1056,POLLING PLACE,77,11,52,4
LOS ANGELES,9006317A,4507,90,N,0,VBM PORTION,78,11,40,9
LOS ANGELES,9006317A,4507,90,N,1056,TOTAL,155,22,92,13
LOS ANGELES,9006319A,4508,90,N,1257,POLLING PLACE,70,4,48,10
LOS ANGELES,9006319A,4508,90,N,0,VBM PORTION,101,14,61,9
LOS ANGELES,9006319A,4508,90,N,1257,TOTAL,171,18,109,19
LOS ANGELES,9006320D,4509,90,N,1210,POLLING PLACE,92,10,54,9
LOS ANGELES,9006320D,4509,90,N,0,VBM PORTION,67,8,30,12
LOS ANGELES,9006320D,4509,90,N,1210,TOTAL,159,18,84,21
LOS ANGELES,9006321A,4510,90,N,1264,POLLING PLACE,81,4,56,12
LOS ANGELES,9006321A,4510,90,N,0,VBM PORTION,79,2,47,13
LOS ANGELES,9006321A,4510,90,N,1264,TOTAL,160,6,103,25
LOS ANGELES,9006324A,4511,90,N,1222,POLLING PLACE,84,8,57,9
LOS ANGELES,9006324A,4511,90,N,0,VBM PORTION,101,6,60,16
LOS ANGELES,9006324A,4511,90,N,1222,TOTAL,185,14,117,25
LOS ANGELES,9006334A,4512,90,N,1030,POLLING PLACE,152,20,81,25
LOS ANGELES,9006334A,4512,90,N,0,VBM PORTION,86,6,52,11
