LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ANDY WHALLON,ALAN LOWENTHAL
LONG BEACH,3850255A,1538,189,N,1416,TOTAL,583,293,237
LONG BEACH,3850256A,1539,189,N,829,POLLING PLACE,135,52,72
LONG BEACH,3850256A,1539,189,N,0,VBM PORTION,147,60,82
LONG BEACH,3850256A,1539,189,N,829,TOTAL,282,112,154
LONG BEACH,3850259A,1540,189,N,1261,POLLING PLACE,225,96,111
LONG BEACH,3850259A,1540,189,N,0,VBM PORTION,282,125,138
LONG BEACH,3850259A,1540,189,N,1261,TOTAL,507,221,249
LONG BEACH,3850262A,1541,189,N,1434,POLLING PLACE,273,95,157
LONG BEACH,3850262A,1541,189,N,0,VBM PORTION,255,99,149
LONG BEACH,3850262A,1541,189,N,1434,TOTAL,528,194,306
LONG BEACH,3850264A,1542,189,N,815,POLLING PLACE,96,35,55
LONG BEACH,3850264A,1542,189,N,0,VBM PORTION,68,23,41
LONG BEACH,3850264A,1542,189,N,815,TOTAL,164,58,96
LONG BEACH,3850266A,6106,192,Y,117,POLLING PLACE,0,0,0
LONG BEACH,3850266A,6106,192,Y,0,VBM PORTION,18,1,14
LONG BEACH,3850266A,6106,192,Y,117,TOTAL,18,1,14
LONG BEACH,3850270A,1543,189,N,855,POLLING PLACE,80,24,51
LONG BEACH,3850270A,1543,189,N,0,VBM PORTION,103,37,61
LONG BEACH,3850270A,1543,189,N,855,TOTAL,183,61,112
LONG BEACH,3850271A,1544,189,N,1127,POLLING PLACE,177,67,94
LONG BEACH,3850271A,1544,189,N,0,VBM PORTION,151,52,85
LONG BEACH,3850271A,1544,189,N,1127,TOTAL,328,119,179
LONG BEACH,3850272A,1545,189,N,1053,POLLING PLACE,170,62,96
LONG BEACH,3850272A,1545,189,N,0,VBM PORTION,127,46,74
LONG BEACH,3850272A,1545,189,N,1053,TOTAL,297,108,170
LONG BEACH,3850275A,1546,189,N,1163,POLLING PLACE,196,77,100
LONG BEACH,3850275A,1546,189,N,0,VBM PORTION,208,95,103
LONG BEACH,3850275A,1546,189,N,1163,TOTAL,404,172,203
LONG BEACH,3850276A,1547,189,N,1206,POLLING PLACE,232,101,103
LONG BEACH,3850276A,1547,189,N,0,VBM PORTION,233,106,115
LONG BEACH,3850276A,1547,189,N,1206,TOTAL,465,207,218
LONG BEACH,3850280A,1548,189,N,1267,POLLING PLACE,261,116,121
LONG BEACH,3850280A,1548,189,N,0,VBM PORTION,318,164,140
LONG BEACH,3850280A,1548,189,N,1267,TOTAL,579,280,261
LONG BEACH,3850285A,1549,189,N,1082,POLLING PLACE,232,120,85
LONG BEACH,3850285A,1549,189,N,0,VBM PORTION,206,122,73
LONG BEACH,3850285A,1549,189,N,1082,TOTAL,438,242,158
LONG BEACH,3850286A,1550,192,N,1461,POLLING PLACE,86,18,51
LONG BEACH,3850286A,1550,192,N,0,VBM PORTION,134,24,94
LONG BEACH,3850286A,1550,192,N,1461,TOTAL,220,42,145
LONG BEACH,3850287A,1551,189,N,905,POLLING PLACE,146,46,87
LONG BEACH,3850287A,1551,189,N,0,VBM PORTION,170,73,83
LONG BEACH,3850287A,1551,189,N,905,TOTAL,316,119,170
LONG BEACH,3850290A,1552,189,N,1275,POLLING PLACE,193,92,86
LONG BEACH,3850290A,1552,189,N,0,VBM PORTION,287,161,109
LONG BEACH,3850290A,1552,189,N,1275,TOTAL,480,253,195
LONG BEACH,3850293B,1553,189,N,890,POLLING PLACE,124,54,53
LONG BEACH,3850293B,1553,189,N,0,VBM PORTION,175,87,75
LONG BEACH,3850293B,1553,189,N,890,TOTAL,299,141,128
LONG BEACH,3850294A,1554,189,N,883,POLLING PLACE,127,49,65
LONG BEACH,3850294A,1554,189,N,0,VBM PORTION,91,43,43
LONG BEACH,3850294A,1554,189,N,883,TOTAL,218,92,108
LONG BEACH,3850294B,6107,189,Y,0,POLLING PLACE,0,0,0
LONG BEACH,3850294B,6107,189,Y,0,VBM PORTION,0,0,0
LONG BEACH,3850294B,6107,189,Y,0,TOTAL,0,0,0
LONG BEACH,3850295A,1555,189,N,820,POLLING PLACE,140,61,69
LONG BEACH,3850295A,1555,189,N,0,VBM PORTION,137,63,63
LONG BEACH,3850295A,1555,189,N,820,TOTAL,277,124,132
LONG BEACH,3850296A,1556,192,N,1400,POLLING PLACE,51,4,32
LONG BEACH,3850296A,1556,192,N,0,VBM PORTION,29,2,27
LONG BEACH,3850296A,1556,192,N,1400,TOTAL,80,6,59
LONG BEACH,3850302A,1557,189,N,700,POLLING PLACE,162,66,84
LONG BEACH,3850302A,1557,189,N,0,VBM PORTION,134,71,56
LONG BEACH,3850302A,1557,189,N,700,TOTAL,296,137,140
LONG BEACH,3850302D,1558,189,N,722,POLLING PLACE,172,53,96
LONG BEACH,3850302D,1558,189,N,0,VBM PORTION,118,50,62
LONG BEACH,3850302D,1558,189,N,722,TOTAL,290,103,158
LONG BEACH,3850304A,1559,189,N,685,POLLING PLACE,100,45,44
LONG BEACH,3850304A,1559,189,N,0,VBM PORTION,101,47,52
LONG BEACH,3850304A,1559,189,N,685,TOTAL,201,92,96
LONG BEACH,3850305A,1560,189,N,765,POLLING PLACE,121,50,58
LONG BEACH,3850305A,1560,189,N,0,VBM PORTION,133,57,70
LONG BEACH,3850305A,1560,189,N,765,TOTAL,254,107,128
LONG BEACH,3850306A,1561,189,N,719,POLLING PLACE,129,56,57
LONG BEACH,3850306A,1561,189,N,0,VBM PORTION,108,41,59
LONG BEACH,3850306A,1561,189,N,719,TOTAL,237,97,116
LONG BEACH,3850308A,1563,192,N,1004,POLLING PLACE,170,34,121
LONG BEACH,3850308A,1563,192,N,0,VBM PORTION,127,46,63
LONG BEACH,3850308A,1563,192,N,1004,TOTAL,297,80,184
LONG BEACH,3850309A,1564,192,N,854,POLLING PLACE,93,31,57
LONG BEACH,3850309A,1564,192,N,0,VBM PORTION,148,25,114
LONG BEACH,3850309A,1564,192,N,854,TOTAL,241,56,171
LONG BEACH,3850315A,1565,192,N,426,POLLING PLACE,74,29,41
LONG BEACH,3850315A,1565,192,N,0,VBM PORTION,63,34,26
LONG BEACH,3850315A,1565,192,N,426,TOTAL,137,63,67
LONG BEACH,3850316A,1566,192,N,884,POLLING PLACE,128,48,64
LONG BEACH,3850316A,1566,192,N,0,VBM PORTION,166,84,73
LONG BEACH,3850316A,1566,192,N,884,TOTAL,294,132,137
LONG BEACH,3850319A,1567,192,N,853,POLLING PLACE,125,48,67
LONG BEACH,3850319A,1567,192,N,0,VBM PORTION,118,56,55
LONG BEACH,3850319A,1567,192,N,853,TOTAL,243,104,122
LONG BEACH,3850321A,1568,189,N,889,POLLING PLACE,127,52,68
LONG BEACH,3850321A,1568,189,N,0,VBM PORTION,135,61,61
LONG BEACH,3850321A,1568,189,N,889,TOTAL,262,113,129
LONG BEACH,3850323A,1569,192,N,568,POLLING PLACE,33,7,20
LONG BEACH,3850323A,1569,192,N,0,VBM PORTION,24,4,17
LONG BEACH,3850323A,1569,192,N,568,TOTAL,57,11,37
LONG BEACH,3850324A,1570,189,N,1181,POLLING PLACE,204,61,128
LONG BEACH,3850324A,1570,189,N,0,VBM PORTION,153,56,82
LONG BEACH,3850324A,1570,189,N,1181,TOTAL,357,117,210
LONG BEACH,3850328A,1571,189,N,941,POLLING PLACE,173,73,82
LONG BEACH,3850328A,1571,189,N,0,VBM PORTION,163,93,61
LONG BEACH,3850328A,1571,189,N,941,TOTAL,336,166,143
LONG BEACH,3850333A,1572,192,N,1538,POLLING PLACE,100,27,62
LONG BEACH,3850333A,1572,192,N,0,VBM PORTION,142,24,107
LONG BEACH,3850333A,1572,192,N,1538,TOTAL,242,51,169
LONG BEACH,3850335A,1573,192,N,904,POLLING PLACE,196,80,104
LONG BEACH,3850335A,1573,192,N,0,VBM PORTION,170,82,78
LONG BEACH,3850335A,1573,192,N,904,TOTAL,366,162,182
LONG BEACH,3850336A,1574,192,N,677,POLLING PLACE,122,32,79
LONG BEACH,3850336A,1574,192,N,0,VBM PORTION,112,50,54
LONG BEACH,3850336A,1574,192,N,677,TOTAL,234,82,133
LONG BEACH,3850337A,1575,192,N,880,POLLING PLACE,141,62,72
LONG BEACH,3850337A,1575,192,N,0,VBM PORTION,152,44,96
LONG BEACH,3850337A,1575,192,N,880,TOTAL,293,106,168
LONG BEACH,3850338A,6108,192,Y,5,POLLING PLACE,0,0,0
LONG BEACH,3850338A,6108,192,Y,0,VBM PORTION,2,0,2
LONG BEACH,3850338A,6108,192,Y,5,TOTAL,2,0,2
LONG BEACH,3850346A,1577,192,N,946,POLLING PLACE,151,61,71
LONG BEACH,3850346A,1577,192,N,0,VBM PORTION,114,55,50
LONG BEACH,3850346A,1577,192,N,946,TOTAL,265,116,121
LONG BEACH,3850348A,1578,192,N,899,POLLING PLACE,165,71,82
LONG BEACH,3850348A,1578,192,N,0,VBM PORTION,129,65,59
LONG BEACH,3850348A,1578,192,N,899,TOTAL,294,136,141
LONG BEACH,3850349A,1579,192,N,640,POLLING PLACE,109,45,56
LONG BEACH,3850349A,1579,192,N,0,VBM PORTION,82,34,43
LONG BEACH,3850349A,1579,192,N,640,TOTAL,191,79,99
LONG BEACH,3850351A,1580,192,N,1006,POLLING PLACE,167,57,95
LONG BEACH,3850351A,1580,192,N,0,VBM PORTION,139,55,74
LONG BEACH,3850351A,1580,192,N,1006,TOTAL,306,112,169
LONG BEACH,3850355C,1581,192,N,673,POLLING PLACE,103,32,65
LONG BEACH,3850355C,1581,192,N,0,VBM PORTION,124,60,52
LONG BEACH,3850355C,1581,192,N,673,TOTAL,227,92,117
LONG BEACH,3850356A,1582,192,N,797,POLLING PLACE,103,30,64
LONG BEACH,3850356A,1582,192,N,0,VBM PORTION,147,65,73
LONG BEACH,3850356A,1582,192,N,797,TOTAL,250,95,137
LONG BEACH,3850360A,1583,192,N,1667,POLLING PLACE,76,10,54
LONG BEACH,3850360A,1583,192,N,0,VBM PORTION,71,18,46
LONG BEACH,3850360A,1583,192,N,1667,TOTAL,147,28,100
LONG BEACH,3850361A,1584,192,N,974,POLLING PLACE,94,17,71
LONG BEACH,3850361A,1584,192,N,0,VBM PORTION,90,15,70
LONG BEACH,3850361A,1584,192,N,974,TOTAL,184,32,141
LONG BEACH,3850362A,1585,192,N,964,POLLING PLACE,65,15,41
LONG BEACH,3850362A,1585,192,N,0,VBM PORTION,89,14,71
LONG BEACH,3850362A,1585,192,N,964,TOTAL,154,29,112
LONG BEACH,3850363A,1586,192,N,802,POLLING PLACE,155,68,79
LONG BEACH,3850363A,1586,192,N,0,VBM PORTION,131,40,78
LONG BEACH,3850363A,1586,192,N,802,TOTAL,286,108,157
LONG BEACH,3850366A,1587,192,N,957,POLLING PLACE,174,65,90
LONG BEACH,3850366A,1587,192,N,0,VBM PORTION,136,68,58
LONG BEACH,3850366A,1587,192,N,957,TOTAL,310,133,148
LONG BEACH,3850367A,1588,192,N,722,POLLING PLACE,117,42,63
LONG BEACH,3850367A,1588,192,N,0,VBM PORTION,96,40,46
LONG BEACH,3850367A,1588,192,N,722,TOTAL,213,82,109
LONG BEACH,3850368A,1589,192,N,966,POLLING PLACE,73,13,48
LONG BEACH,3850368A,1589,192,N,0,VBM PORTION,63,15,45
LONG BEACH,3850368A,1589,192,N,966,TOTAL,136,28,93
LONG BEACH,3850369A,1590,189,N,565,POLLING PLACE,73,23,42
LONG BEACH,3850369A,1590,189,N,0,VBM PORTION,88,44,39
LONG BEACH,3850369A,1590,189,N,565,TOTAL,161,67,81
LONG BEACH,3850370C,1591,192,N,892,POLLING PLACE,114,61,40
LONG BEACH,3850370C,1591,192,N,0,VBM PORTION,123,47,69
LONG BEACH,3850370C,1591,192,N,892,TOTAL,237,108,109
LONG BEACH,3850371A,1592,192,N,865,POLLING PLACE,163,80,61
LONG BEACH,3850371A,1592,192,N,0,VBM PORTION,124,50,66
LONG BEACH,3850371A,1592,192,N,865,TOTAL,287,130,127
LONG BEACH,3850372A,1593,192,N,747,POLLING PLACE,157,68,71
LONG BEACH,3850372A,1593,192,N,0,VBM PORTION,89,45,39
LONG BEACH,3850372A,1593,192,N,747,TOTAL,246,113,110
LONG BEACH,3850373A,1594,192,N,957,POLLING PLACE,191,71,102
LONG BEACH,3850373A,1594,192,N,0,VBM PORTION,121,58,50
LONG BEACH,3850373A,1594,192,N,957,TOTAL,312,129,152
LONG BEACH,3850374A,1595,192,N,1019,POLLING PLACE,161,61,84
LONG BEACH,3850374A,1595,192,N,0,VBM PORTION,171,77,81
LONG BEACH,3850374A,1595,192,N,1019,TOTAL,332,138,165
LONG BEACH,3850376A,1596,192,N,851,POLLING PLACE,153,74,65
LONG BEACH,3850376A,1596,192,N,0,VBM PORTION,127,72,52
LONG BEACH,3850376A,1596,192,N,851,TOTAL,280,146,117
LONG BEACH,3850377A,1597,192,N,660,POLLING PLACE,79,30,41
LONG BEACH,3850377A,1597,192,N,0,VBM PORTION,65,29,30
LONG BEACH,3850377A,1597,192,N,660,TOTAL,144,59,71
LONG BEACH,3850378A,1598,192,N,964,POLLING PLACE,160,61,84
LONG BEACH,3850378A,1598,192,N,0,VBM PORTION,120,54,56
LONG BEACH,3850378A,1598,192,N,964,TOTAL,280,115,140
LONG BEACH,3850379A,1599,192,N,921,POLLING PLACE,50,6,36
LONG BEACH,3850379A,1599,192,N,0,VBM PORTION,43,6,35
LONG BEACH,3850379A,1599,192,N,921,TOTAL,93,12,71
LONG BEACH,3850380A,1600,189,N,430,POLLING PLACE,35,6,27
LONG BEACH,3850380A,1600,189,N,0,VBM PORTION,36,10,25
LONG BEACH,3850380A,1600,189,N,430,TOTAL,71,16,52
LONG BEACH,3850384A,1601,192,N,917,POLLING PLACE,60,18,34
LONG BEACH,3850384A,1601,192,N,0,VBM PORTION,67,17,43
LONG BEACH,3850384A,1601,192,N,917,TOTAL,127,35,77
LONG BEACH,3850389A,6109,192,Y,1,POLLING PLACE,0,0,0
LONG BEACH,3850389A,6109,192,Y,0,VBM PORTION,0,0,0
LONG BEACH,3850389A,6109,192,Y,1,TOTAL,0,0,0
LONG BEACH,3850390A,6110,192,Y,1,POLLING PLACE,0,0,0
LONG BEACH,3850390A,6110,192,Y,0,VBM PORTION,0,0,0
LONG BEACH,3850390A,6110,192,Y,1,TOTAL,0,0,0
LONG BEACH,3850393A,1603,172,N,396,POLLING PLACE,36,5,26
LONG BEACH,3850393A,1603,172,N,0,VBM PORTION,17,4,13
LONG BEACH,3850393A,1603,172,N,396,TOTAL,53,9,39
LONG BEACH,3850395A,1604,172,N,460,POLLING PLACE,23,8,13
LONG BEACH,3850395A,1604,172,N,0,VBM PORTION,23,4,18
LONG BEACH,3850395A,1604,172,N,460,TOTAL,46,12,31
LONG BEACH,3850399A,1605,192,N,965,POLLING PLACE,168,74,74
LONG BEACH,3850399A,1605,192,N,0,VBM PORTION,141,74,58
LONG BEACH,3850399A,1605,192,N,965,TOTAL,309,148,132
LONG BEACH,3850400A,1606,192,N,973,POLLING PLACE,59,10,40
LONG BEACH,3850400A,1606,192,N,0,VBM PORTION,88,9,72
LONG BEACH,3850400A,1606,192,N,973,TOTAL,147,19,112
LONG BEACH,3850415A,1608,172,N,1131,POLLING PLACE,48,7,36
LONG BEACH,3850415A,1608,172,N,0,VBM PORTION,59,16,38
LONG BEACH,3850415A,1608,172,N,1131,TOTAL,107,23,74
LONG BEACH,3850445A,1609,189,N,1310,POLLING PLACE,211,94,93
LONG BEACH,3850445A,1609,189,N,0,VBM PORTION,300,162,130
LONG BEACH,3850445A,1609,189,N,1310,TOTAL,511,256,223
LONG BEACH,3850447A,1610,189,N,1591,POLLING PLACE,326,148,153
LONG BEACH,3850447A,1610,189,N,0,VBM PORTION,302,147,134
LONG BEACH,3850447A,1610,189,N,1591,TOTAL,628,295,287
LONG BEACH,3850481A,1611,189,N,801,POLLING PLACE,115,52,51
LONG BEACH,3850481A,1611,189,N,0,VBM PORTION,144,60,70
LONG BEACH,3850481A,1611,189,N,801,TOTAL,259,112,121
LONG BEACH,3850517A,1612,192,N,833,POLLING PLACE,77,16,48
LONG BEACH,3850517A,1612,192,N,0,VBM PORTION,95,26,63
LONG BEACH,3850517A,1612,192,N,833,TOTAL,172,42,111
LONG BEACH,3850530A,1613,192,N,902,POLLING PLACE,86,22,58
LONG BEACH,3850530A,1613,192,N,0,VBM PORTION,92,37,49
LONG BEACH,3850530A,1613,192,N,902,TOTAL,178,59,107
LONG BEACH,3850533A,1614,192,N,925,POLLING PLACE,144,28,102
LONG BEACH,3850533A,1614,192,N,0,VBM PORTION,114,26,84
LONG BEACH,3850533A,1614,192,N,925,TOTAL,258,54,186
LONG BEACH,3850535A,1615,189,N,890,POLLING PLACE,157,73,66
LONG BEACH,3850535A,1615,189,N,0,VBM PORTION,129,63,50
LONG BEACH,3850535A,1615,189,N,890,TOTAL,286,136,116
LONG BEACH,3850539A,1616,189,N,919,POLLING PLACE,164,60,91
LONG BEACH,3850539A,1616,189,N,0,VBM PORTION,181,79,94
LONG BEACH,3850539A,1616,189,N,919,TOTAL,345,139,185
LONG BEACH,3850541A,1617,192,N,594,POLLING PLACE,78,34,34
LONG BEACH,3850541A,1617,192,N,0,VBM PORTION,81,38,39
LONG BEACH,3850541A,1617,192,N,594,TOTAL,159,72,73
LONG BEACH,3850545A,1618,192,N,709,POLLING PLACE,43,6,34
LONG BEACH,3850545A,1618,192,N,0,VBM PORTION,80,25,47
LONG BEACH,3850545A,1618,192,N,709,TOTAL,123,31,81
LONG BEACH,3850549A,1620,192,N,1586,POLLING PLACE,164,44,100
LONG BEACH,3850549A,1620,192,N,0,VBM PORTION,255,111,125
LONG BEACH,3850549A,1620,192,N,1586,TOTAL,419,155,225
LONG BEACH,3850554A,1625,172,N,702,POLLING PLACE,35,12,18
LONG BEACH,3850554A,1625,172,N,0,VBM PORTION,50,18,31
LONG BEACH,3850554A,1625,172,N,702,TOTAL,85,30,49
LONG BEACH,3850558B,1626,192,N,926,POLLING PLACE,96,25,60
LONG BEACH,3850558B,1626,192,N,0,VBM PORTION,95,31,58
LONG BEACH,3850558B,1626,192,N,926,TOTAL,191,56,118
LONG BEACH,3850559A,1627,192,N,1378,POLLING PLACE,170,54,104
LONG BEACH,3850559A,1627,192,N,0,VBM PORTION,177,68,99
LONG BEACH,3850559A,1627,192,N,1378,TOTAL,347,122,203
LONG BEACH,3850562A,1628,192,N,1172,POLLING PLACE,282,103,154
LONG BEACH,3850562A,1628,192,N,0,VBM PORTION,248,114,109
LONG BEACH,3850562A,1628,192,N,1172,TOTAL,530,217,263
LONG BEACH,3850563A,1629,192,N,959,POLLING PLACE,138,41,83
LONG BEACH,3850563A,1629,192,N,0,VBM PORTION,127,49,64
LONG BEACH,3850563A,1629,192,N,959,TOTAL,265,90,147
LONG BEACH,3850564B,1630,192,N,921,POLLING PLACE,108,22,75
LONG BEACH,3850564B,1630,192,N,0,VBM PORTION,87,15,65
LONG BEACH,3850564B,1630,192,N,921,TOTAL,195,37,140
LONG BEACH,3850568A,1631,192,N,968,POLLING PLACE,126,23,86
LONG BEACH,3850568A,1631,192,N,0,VBM PORTION,99,28,61
LONG BEACH,3850568A,1631,192,N,968,TOTAL,225,51,147
LONG BEACH,3850572A,1632,192,N,1271,POLLING PLACE,101,22,72
LONG BEACH,3850572A,1632,192,N,0,VBM PORTION,125,31,87
LONG BEACH,3850572A,1632,192,N,1271,TOTAL,226,53,159
LONG BEACH,3850577A,1633,192,N,1466,POLLING PLACE,71,13,49
LONG BEACH,3850577A,1633,192,N,0,VBM PORTION,71,5,60
LONG BEACH,3850577A,1633,192,N,1466,TOTAL,142,18,109
LONG BEACH,3850591A,1634,192,N,1027,POLLING PLACE,71,6,57
LONG BEACH,3850591A,1634,192,N,0,VBM PORTION,56,10,38
LONG BEACH,3850591A,1634,192,N,1027,TOTAL,127,16,95
LONG BEACH,3850593A,1635,192,N,800,POLLING PLACE,47,7,32
LONG BEACH,3850593A,1635,192,N,0,VBM PORTION,21,2,17
LONG BEACH,3850593A,1635,192,N,800,TOTAL,68,9,49
LONG BEACH,3850594A,1636,192,N,1294,POLLING PLACE,85,12,63
LONG BEACH,3850594A,1636,192,N,0,VBM PORTION,84,8,70
LONG BEACH,3850594A,1636,192,N,1294,TOTAL,169,20,133
LONG BEACH,3850610A,1637,192,N,1074,POLLING PLACE,102,19,68
LONG BEACH,3850610A,1637,192,N,0,VBM PORTION,78,18,55
LONG BEACH,3850610A,1637,192,N,1074,TOTAL,180,37,123
LONG BEACH,3850611A,1638,192,N,1214,POLLING PLACE,69,13,48
LONG BEACH,3850611A,1638,192,N,0,VBM PORTION,72,10,57
LONG BEACH,3850611A,1638,192,N,1214,TOTAL,141,23,105
LONG BEACH,3850614A,1639,192,N,1044,POLLING PLACE,57,13,34
LONG BEACH,3850614A,1639,192,N,0,VBM PORTION,50,12,37
LONG BEACH,3850614A,1639,192,N,1044,TOTAL,107,25,71
LONG BEACH,3850616A,1640,192,N,1125,POLLING PLACE,80,14,58
LONG BEACH,3850616A,1640,192,N,0,VBM PORTION,95,30,64
LONG BEACH,3850616A,1640,192,N,1125,TOTAL,175,44,122
LONG BEACH,3850617A,1641,192,N,918,POLLING PLACE,79,22,47
LONG BEACH,3850617A,1641,192,N,0,VBM PORTION,100,27,60
LONG BEACH,3850617A,1641,192,N,918,TOTAL,179,49,107
LONG BEACH,3850618A,1642,192,N,943,POLLING PLACE,72,14,45
LONG BEACH,3850618A,1642,192,N,0,VBM PORTION,70,13,54
LONG BEACH,3850618A,1642,192,N,943,TOTAL,142,27,99
LONG BEACH,3850620A,1643,192,N,1134,POLLING PLACE,110,24,78
LONG BEACH,3850620A,1643,192,N,0,VBM PORTION,75,15,53
LONG BEACH,3850620A,1643,192,N,1134,TOTAL,185,39,131
LONG BEACH,3850621A,1644,192,N,835,POLLING PLACE,51,11,36
LONG BEACH,3850621A,1644,192,N,0,VBM PORTION,44,12,30
LONG BEACH,3850621A,1644,192,N,835,TOTAL,95,23,66
LONG BEACH,3850624A,1645,192,N,846,POLLING PLACE,42,8,30
LONG BEACH,3850624A,1645,192,N,0,VBM PORTION,65,23,41
LONG BEACH,3850624A,1645,192,N,846,TOTAL,107,31,71
LONG BEACH,3850625A,1646,192,N,1169,POLLING PLACE,70,19,44
LONG BEACH,3850625A,1646,192,N,0,VBM PORTION,101,25,68
LONG BEACH,3850625A,1646,192,N,1169,TOTAL,171,44,112
LONG BEACH,3850630C,1647,192,N,749,POLLING PLACE,132,48,71
LONG BEACH,3850630C,1647,192,N,0,VBM PORTION,109,43,59
LONG BEACH,3850630C,1647,192,N,749,TOTAL,241,91,130
LONG BEACH,3850632B,1648,192,N,837,POLLING PLACE,118,52,49
LONG BEACH,3850632B,1648,192,N,0,VBM PORTION,94,40,50
LONG BEACH,3850632B,1648,192,N,837,TOTAL,212,92,99
LONG BEACH,3850636A,1649,192,N,972,POLLING PLACE,149,50,79
LONG BEACH,3850636A,1649,192,N,0,VBM PORTION,143,61,67
LONG BEACH,3850636A,1649,192,N,972,TOTAL,292,111,146
LONG BEACH,3850637A,1650,189,N,847,POLLING PLACE,144,58,71
LONG BEACH,3850637A,1650,189,N,0,VBM PORTION,124,53,63
LONG BEACH,3850637A,1650,189,N,847,TOTAL,268,111,134
LONG BEACH,3850639A,1651,189,N,997,POLLING PLACE,196,77,100
LONG BEACH,3850639A,1651,189,N,0,VBM PORTION,128,55,62
LONG BEACH,3850639A,1651,189,N,997,TOTAL,324,132,162
LONG BEACH,3850645A,1652,189,N,852,POLLING PLACE,13,1,8
LONG BEACH,3850645A,1652,189,N,0,VBM PORTION,3,2,1
LONG BEACH,3850645A,1652,189,N,852,TOTAL,16,3,9
LONG BEACH,3850648A,1653,189,N,1506,POLLING PLACE,312,140,145
LONG BEACH,3850648A,1653,189,N,0,VBM PORTION,300,153,135
LONG BEACH,3850648A,1653,189,N,1506,TOTAL,612,293,280
LONG BEACH,3850649E,6111,189,Y,0,POLLING PLACE,0,0,0
LONG BEACH,3850649E,6111,189,Y,0,VBM PORTION,0,0,0
LONG BEACH,3850649E,6111,189,Y,0,TOTAL,0,0,0
LONG BEACH,3850650A,1654,168,N,881,POLLING PLACE,106,44,41
LONG BEACH,3850650A,1654,168,N,0,VBM PORTION,105,42,57
LONG BEACH,3850650A,1654,168,N,881,TOTAL,211,86,98
LONG BEACH,3850671A,1656,192,N,1102,POLLING PLACE,64,13,33
LONG BEACH,3850671A,1656,192,N,0,VBM PORTION,60,12,44
LONG BEACH,3850671A,1656,192,N,1102,TOTAL,124,25,77
LONG BEACH,3850680A,1657,189,N,737,POLLING PLACE,97,25,58
LONG BEACH,3850680A,1657,189,N,0,VBM PORTION,125,55,60
LONG BEACH,3850680A,1657,189,N,737,TOTAL,222,80,118
LONG BEACH,3850688A,1659,189,N,1088,POLLING PLACE,127,43,75
LONG BEACH,3850688A,1659,189,N,0,VBM PORTION,231,107,109
LONG BEACH,3850688A,1659,189,N,1088,TOTAL,358,150,184
LONG BEACH,3850701A,1660,192,N,825,POLLING PLACE,83,4,58
LONG BEACH,3850701A,1660,192,N,0,VBM PORTION,67,9,48
LONG BEACH,3850701A,1660,192,N,825,TOTAL,150,13,106
LONG BEACH,3850702A,1661,192,N,1440,POLLING PLACE,68,16,37
LONG BEACH,3850702A,1661,192,N,0,VBM PORTION,45,10,32
LONG BEACH,3850702A,1661,192,N,1440,TOTAL,113,26,69
SAN CLEMENTE ISLAND,5960001A,6144,187,Y,0,POLLING PLACE,0,0,0
SAN CLEMENTE ISLAND,5960001A,6144,187,Y,0,VBM PORTION,0,0,0
SAN CLEMENTE ISLAND,5960001A,6144,187,Y,0,TOTAL,0,0,0
SANTA CATALINA ISLAND,6210001A,2336,187,N,66,POLLING PLACE,1,0,1
SANTA CATALINA ISLAND,6210001A,2336,187,N,0,VBM PORTION,6,1,5
SANTA CATALINA ISLAND,6210001A,2336,187,N,66,TOTAL,7,1,6
SANTA CATALINA ISLAND,6210002A,2337,187,N,95,POLLING PLACE,15,2,11
SANTA CATALINA ISLAND,6210002A,2337,187,N,0,VBM PORTION,3,3,0
SANTA CATALINA ISLAND,6210002A,2337,187,N,95,TOTAL,18,5,11
SIGNAL HILL,6450001A,2519,191,N,703,POLLING PLACE,62,11,48
SIGNAL HILL,6450001A,2519,191,N,0,VBM PORTION,74,22,47
SIGNAL HILL,6450001A,2519,191,N,703,TOTAL,136,33,95
SIGNAL HILL,6450002A,2520,191,N,1159,POLLING PLACE,115,19,77
SIGNAL HILL,6450002A,2520,191,N,0,VBM PORTION,73,20,46
SIGNAL HILL,6450002A,2520,191,N,1159,TOTAL,188,39,123
SIGNAL HILL,6450003A,2521,191,N,949,POLLING PLACE,113,28,71
SIGNAL HILL,6450003A,2521,191,N,0,VBM PORTION,130,39,77
SIGNAL HILL,6450003A,2521,191,N,949,TOTAL,243,67,148
SIGNAL HILL,6450004A,2522,191,N,1107,POLLING PLACE,180,59,104
SIGNAL HILL,6450004A,2522,191,N,0,VBM PORTION,129,44,79
SIGNAL HILL,6450004A,2522,191,N,1107,TOTAL,309,103,183
SIGNAL HILL,6450005A,2523,191,N,1169,POLLING PLACE,150,55,86
SIGNAL HILL,6450005A,2523,191,N,0,VBM PORTION,197,63,111
SIGNAL HILL,6450005A,2523,191,N,1169,TOTAL,347,118,197
SIGNAL HILL,6450006A,2524,191,N,1145,POLLING PLACE,159,68,76
SIGNAL HILL,6450006A,2524,191,N,0,VBM PORTION,127,44,74
SIGNAL HILL,6450006A,2524,191,N,1145,TOTAL,286,112,150
BALLOT GROUP 167,9990167A,8167,167,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 167,9990167A,8167,167,N,0,VBM PORTION,0,0,0
