LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JOAN M CHROSTEK,EMMA CASTRO
CERRITOS,1070028A,453,137,N,0,VBM PORTION,100,31,34
CERRITOS,1070028A,453,137,N,1150,TOTAL,210,65,65
CERRITOS,1070029A,454,137,N,982,POLLING PLACE,78,28,18
CERRITOS,1070029A,454,137,N,0,VBM PORTION,98,33,30
CERRITOS,1070029A,454,137,N,982,TOTAL,176,61,48
CERRITOS,1070031A,455,137,N,963,POLLING PLACE,106,34,36
CERRITOS,1070031A,455,137,N,0,VBM PORTION,114,46,31
CERRITOS,1070031A,455,137,N,963,TOTAL,220,80,67
CERRITOS,1070032A,456,137,N,984,POLLING PLACE,71,31,26
CERRITOS,1070032A,456,137,N,0,VBM PORTION,101,36,32
CERRITOS,1070032A,456,137,N,984,TOTAL,172,67,58
CERRITOS,1070036A,457,137,N,877,POLLING PLACE,79,31,25
CERRITOS,1070036A,457,137,N,0,VBM PORTION,141,42,48
CERRITOS,1070036A,457,137,N,877,TOTAL,220,73,73
CERRITOS,1070037A,458,137,N,873,POLLING PLACE,83,32,18
CERRITOS,1070037A,458,137,N,0,VBM PORTION,102,28,42
CERRITOS,1070037A,458,137,N,873,TOTAL,185,60,60
CERRITOS,1070040A,459,137,N,1005,POLLING PLACE,84,29,34
CERRITOS,1070040A,459,137,N,0,VBM PORTION,118,45,35
CERRITOS,1070040A,459,137,N,1005,TOTAL,202,74,69
CERRITOS,1070041A,460,137,N,1437,POLLING PLACE,148,62,53
CERRITOS,1070041A,460,137,N,0,VBM PORTION,160,59,56
CERRITOS,1070041A,460,137,N,1437,TOTAL,308,121,109
CERRITOS,1070048A,461,137,N,1135,POLLING PLACE,69,25,23
CERRITOS,1070048A,461,137,N,0,VBM PORTION,101,29,25
CERRITOS,1070048A,461,137,N,1135,TOTAL,170,54,48
CERRITOS,1070070B,462,137,N,417,POLLING PLACE,34,15,6
CERRITOS,1070070B,462,137,N,0,VBM PORTION,37,12,25
CERRITOS,1070070B,462,137,N,417,TOTAL,71,27,31
CHARTER OAK,1100001A,463,66,N,577,POLLING PLACE,33,13,17
CHARTER OAK,1100001A,463,66,N,0,VBM PORTION,18,8,6
CHARTER OAK,1100001A,463,66,N,577,TOTAL,51,21,23
CHARTER OAK,1100004A,464,66,N,670,POLLING PLACE,36,9,17
CHARTER OAK,1100004A,464,66,N,0,VBM PORTION,24,15,4
CHARTER OAK,1100004A,464,66,N,670,TOTAL,60,24,21
CHARTER OAK,1100005A,465,66,N,615,POLLING PLACE,32,13,15
CHARTER OAK,1100005A,465,66,N,0,VBM PORTION,28,13,11
CHARTER OAK,1100005A,465,66,N,615,TOTAL,60,26,26
CHARTER OAK,1100007A,466,66,N,1047,POLLING PLACE,61,29,18
CHARTER OAK,1100007A,466,66,N,0,VBM PORTION,30,14,11
CHARTER OAK,1100007A,466,66,N,1047,TOTAL,91,43,29
CHARTER OAK,1100026A,467,68,N,1153,POLLING PLACE,115,60,29
CHARTER OAK,1100026A,467,68,N,0,VBM PORTION,73,33,25
CHARTER OAK,1100026A,467,68,N,1153,TOTAL,188,93,54
CHARTER OAK,1100028A,468,68,N,1304,POLLING PLACE,106,44,45
CHARTER OAK,1100028A,468,68,N,0,VBM PORTION,79,50,20
CHARTER OAK,1100028A,468,68,N,1304,TOTAL,185,94,65
CHARTER OAK,1100040A,469,68,N,1127,POLLING PLACE,76,39,30
CHARTER OAK,1100040A,469,68,N,0,VBM PORTION,75,24,33
CHARTER OAK,1100040A,469,68,N,1127,TOTAL,151,63,63
CHARTER OAK,1100072A,470,68,N,580,POLLING PLACE,38,17,13
CHARTER OAK,1100072A,470,68,N,0,VBM PORTION,27,18,5
CHARTER OAK,1100072A,470,68,N,580,TOTAL,65,35,18
CHARTER OAK,1100073A,471,68,N,1146,POLLING PLACE,106,51,29
CHARTER OAK,1100073A,471,68,N,0,VBM PORTION,68,21,34
CHARTER OAK,1100073A,471,68,N,1146,TOTAL,174,72,63
CHARTER OAK,1100076A,472,66,N,1098,POLLING PLACE,100,48,33
CHARTER OAK,1100076A,472,66,N,0,VBM PORTION,52,27,9
CHARTER OAK,1100076A,472,66,N,1098,TOTAL,152,75,42
CHARTER OAK,1100077A,473,66,N,1001,POLLING PLACE,65,36,19
CHARTER OAK,1100077A,473,66,N,0,VBM PORTION,25,10,9
CHARTER OAK,1100077A,473,66,N,1001,TOTAL,90,46,28
CHARTER OAK,1100081A,474,66,N,880,POLLING PLACE,55,31,17
CHARTER OAK,1100081A,474,66,N,0,VBM PORTION,44,27,11
CHARTER OAK,1100081A,474,66,N,880,TOTAL,99,58,28
CHARTER OAK,1100083A,475,68,N,1136,POLLING PLACE,50,25,11
CHARTER OAK,1100083A,475,68,N,0,VBM PORTION,59,26,18
CHARTER OAK,1100083A,475,68,N,1136,TOTAL,109,51,29
CHARTER OAK,1100084A,476,68,N,795,POLLING PLACE,57,32,16
CHARTER OAK,1100084A,476,68,N,0,VBM PORTION,48,19,13
CHARTER OAK,1100084A,476,68,N,795,TOTAL,105,51,29
CHATSWORTH,1150001A,477,10,N,807,POLLING PLACE,34,19,11
CHATSWORTH,1150001A,477,10,N,0,VBM PORTION,58,24,20
CHATSWORTH,1150001A,477,10,N,807,TOTAL,92,43,31
CHATSWORTH,1150002A,478,57,N,472,POLLING PLACE,51,26,15
CHATSWORTH,1150002A,478,57,N,0,VBM PORTION,36,20,11
CHATSWORTH,1150002A,478,57,N,472,TOTAL,87,46,26
CHATSWORTH,1150004A,6028,55,Y,2,POLLING PLACE,0,0,0
CHATSWORTH,1150004A,6028,55,Y,0,VBM PORTION,2,0,0
CHATSWORTH,1150004A,6028,55,Y,2,TOTAL,2,0,0
CHATSWORTH,1150012A,479,57,N,606,POLLING PLACE,81,40,21
CHATSWORTH,1150012A,479,57,N,0,VBM PORTION,48,28,8
CHATSWORTH,1150012A,479,57,N,606,TOTAL,129,68,29
CITRUS,1250005A,6029,69,Y,285,POLLING PLACE,0,0,0
CITRUS,1250005A,6029,69,Y,0,VBM PORTION,95,54,13
CITRUS,1250005A,6029,69,Y,285,TOTAL,95,54,13
CITRUS,1250071A,6030,33,Y,4,POLLING PLACE,0,0,0
CITRUS,1250071A,6030,33,Y,0,VBM PORTION,0,0,0
CITRUS,1250071A,6030,33,Y,4,TOTAL,0,0,0
CITRUS,1250072A,6031,66,Y,0,POLLING PLACE,0,0,0
CITRUS,1250072A,6031,66,Y,0,VBM PORTION,0,0,0
CITRUS,1250072A,6031,66,Y,0,TOTAL,0,0,0
CITRUS,1250075A,6032,29,Y,13,POLLING PLACE,0,0,0
CITRUS,1250075A,6032,29,Y,0,VBM PORTION,5,2,1
CITRUS,1250075A,6032,29,Y,13,TOTAL,5,2,1
CITRUS,1250079A,6033,67,Y,0,POLLING PLACE,0,0,0
CITRUS,1250079A,6033,67,Y,0,VBM PORTION,0,0,0
CITRUS,1250079A,6033,67,Y,0,TOTAL,0,0,0
CITRUS,1250083A,6034,68,Y,177,POLLING PLACE,0,0,0
CITRUS,1250083A,6034,68,Y,0,VBM PORTION,37,16,13
CITRUS,1250083A,6034,68,Y,177,TOTAL,37,16,13
CLAREMONT,1300001A,480,31,N,894,POLLING PLACE,69,29,24
CLAREMONT,1300001A,480,31,N,0,VBM PORTION,90,31,33
CLAREMONT,1300001A,480,31,N,894,TOTAL,159,60,57
CLAREMONT,1300002A,481,31,N,737,POLLING PLACE,89,35,36
CLAREMONT,1300002A,481,31,N,0,VBM PORTION,67,23,23
CLAREMONT,1300002A,481,31,N,737,TOTAL,156,58,59
CLAREMONT,1300003A,482,31,N,1252,POLLING PLACE,152,60,56
CLAREMONT,1300003A,482,31,N,0,VBM PORTION,96,42,44
CLAREMONT,1300003A,482,31,N,1252,TOTAL,248,102,100
CLAREMONT,1300004A,483,31,N,730,POLLING PLACE,19,5,9
CLAREMONT,1300004A,483,31,N,0,VBM PORTION,13,4,8
CLAREMONT,1300004A,483,31,N,730,TOTAL,32,9,17
CLAREMONT,1300005A,484,31,N,957,POLLING PLACE,129,49,54
CLAREMONT,1300005A,484,31,N,0,VBM PORTION,84,37,29
CLAREMONT,1300005A,484,31,N,957,TOTAL,213,86,83
CLAREMONT,1300007A,485,31,N,928,POLLING PLACE,100,29,42
CLAREMONT,1300007A,485,31,N,0,VBM PORTION,141,41,44
CLAREMONT,1300007A,485,31,N,928,TOTAL,241,70,86
CLAREMONT,1300008A,486,31,N,947,POLLING PLACE,220,35,150
CLAREMONT,1300008A,486,31,N,0,VBM PORTION,277,53,167
CLAREMONT,1300008A,486,31,N,947,TOTAL,497,88,317
CLAREMONT,1300009A,487,31,N,889,POLLING PLACE,147,33,72
CLAREMONT,1300009A,487,31,N,0,VBM PORTION,169,56,65
CLAREMONT,1300009A,487,31,N,889,TOTAL,316,89,137
CLAREMONT,1300012A,488,31,N,814,POLLING PLACE,145,35,69
CLAREMONT,1300012A,488,31,N,0,VBM PORTION,90,17,47
CLAREMONT,1300012A,488,31,N,814,TOTAL,235,52,116
CLAREMONT,1300013A,489,31,N,709,POLLING PLACE,6,1,3
CLAREMONT,1300013A,489,31,N,0,VBM PORTION,11,3,5
CLAREMONT,1300013A,489,31,N,709,TOTAL,17,4,8
CLAREMONT,1300014A,490,31,N,930,POLLING PLACE,126,52,52
CLAREMONT,1300014A,490,31,N,0,VBM PORTION,103,41,37
CLAREMONT,1300014A,490,31,N,930,TOTAL,229,93,89
CLAREMONT,1300015A,491,31,N,839,POLLING PLACE,142,66,47
CLAREMONT,1300015A,491,31,N,0,VBM PORTION,86,33,29
CLAREMONT,1300015A,491,31,N,839,TOTAL,228,99,76
CLAREMONT,1300018A,492,31,N,928,POLLING PLACE,126,44,36
CLAREMONT,1300018A,492,31,N,0,VBM PORTION,113,35,29
CLAREMONT,1300018A,492,31,N,928,TOTAL,239,79,65
CLAREMONT,1300019A,493,31,N,932,POLLING PLACE,143,67,46
CLAREMONT,1300019A,493,31,N,0,VBM PORTION,129,49,36
CLAREMONT,1300019A,493,31,N,932,TOTAL,272,116,82
CLAREMONT,1300020A,494,31,N,882,POLLING PLACE,107,41,36
CLAREMONT,1300020A,494,31,N,0,VBM PORTION,106,36,41
CLAREMONT,1300020A,494,31,N,882,TOTAL,213,77,77
CLAREMONT,1300021A,495,31,N,886,POLLING PLACE,144,42,74
CLAREMONT,1300021A,495,31,N,0,VBM PORTION,99,39,35
CLAREMONT,1300021A,495,31,N,886,TOTAL,243,81,109
CLAREMONT,1300023B,496,31,N,612,POLLING PLACE,66,21,28
CLAREMONT,1300023B,496,31,N,0,VBM PORTION,37,24,11
CLAREMONT,1300023B,496,31,N,612,TOTAL,103,45,39
CLAREMONT,1300025A,497,31,N,866,POLLING PLACE,131,32,66
CLAREMONT,1300025A,497,31,N,0,VBM PORTION,125,40,48
CLAREMONT,1300025A,497,31,N,866,TOTAL,256,72,114
CLAREMONT,1300026A,498,31,N,809,POLLING PLACE,110,43,41
CLAREMONT,1300026A,498,31,N,0,VBM PORTION,105,31,41
CLAREMONT,1300026A,498,31,N,809,TOTAL,215,74,82
CLAREMONT,1300029A,499,31,N,536,POLLING PLACE,49,16,18
CLAREMONT,1300029A,499,31,N,0,VBM PORTION,92,31,32
CLAREMONT,1300029A,499,31,N,536,TOTAL,141,47,50
CLAREMONT,1300037A,500,31,N,1195,POLLING PLACE,132,52,45
CLAREMONT,1300037A,500,31,N,0,VBM PORTION,115,51,31
CLAREMONT,1300037A,500,31,N,1195,TOTAL,247,103,76
CLAREMONT,1300039A,501,31,N,1218,POLLING PLACE,154,64,56
CLAREMONT,1300039A,501,31,N,0,VBM PORTION,171,77,44
CLAREMONT,1300039A,501,31,N,1218,TOTAL,325,141,100
CLAREMONT,1300042A,502,31,N,962,POLLING PLACE,104,44,39
CLAREMONT,1300042A,502,31,N,0,VBM PORTION,112,53,37
CLAREMONT,1300042A,502,31,N,962,TOTAL,216,97,76
CLAREMONT,1300062A,503,31,N,705,POLLING PLACE,92,42,30
CLAREMONT,1300062A,503,31,N,0,VBM PORTION,91,33,36
CLAREMONT,1300062A,503,31,N,705,TOTAL,183,75,66
CLAREMONT,1300063A,504,31,N,1074,POLLING PLACE,180,76,67
CLAREMONT,1300063A,504,31,N,0,VBM PORTION,128,59,32
CLAREMONT,1300063A,504,31,N,1074,TOTAL,308,135,99
COMMERCE,1430002A,505,135,N,696,POLLING PLACE,57,12,28
COMMERCE,1430002A,505,135,N,0,VBM PORTION,12,3,8
COMMERCE,1430002A,505,135,N,696,TOTAL,69,15,36
COMMERCE,1430003A,6035,134,Y,0,POLLING PLACE,0,0,0
COMMERCE,1430003A,6035,134,Y,0,VBM PORTION,0,0,0
COMMERCE,1430003A,6035,134,Y,0,TOTAL,0,0,0
COMMERCE,1430009A,506,135,N,1086,POLLING PLACE,73,16,38
COMMERCE,1430009A,506,135,N,0,VBM PORTION,39,17,15
COMMERCE,1430009A,506,135,N,1086,TOTAL,112,33,53
COMMERCE,1430031A,507,135,N,798,POLLING PLACE,105,32,54
COMMERCE,1430031A,507,135,N,0,VBM PORTION,48,22,21
COMMERCE,1430031A,507,135,N,798,TOTAL,153,54,75
COMMERCE,1430033A,508,135,N,1053,POLLING PLACE,61,17,29
COMMERCE,1430033A,508,135,N,0,VBM PORTION,37,3,30
COMMERCE,1430033A,508,135,N,1053,TOTAL,98,20,59
COMMERCE,1430034A,509,135,N,644,POLLING PLACE,45,18,20
COMMERCE,1430034A,509,135,N,0,VBM PORTION,32,11,15
COMMERCE,1430034A,509,135,N,644,TOTAL,77,29,35
COMMERCE,1430035A,510,135,N,1029,POLLING PLACE,57,17,31
COMMERCE,1430035A,510,135,N,0,VBM PORTION,40,12,22
COMMERCE,1430035A,510,135,N,1029,TOTAL,97,29,53
COMMERCE,1430036A,511,135,N,950,POLLING PLACE,46,10,26
COMMERCE,1430036A,511,135,N,0,VBM PORTION,29,7,16
COMMERCE,1430036A,511,135,N,950,TOTAL,75,17,42
COMPTON,1450002A,512,178,N,1212,POLLING PLACE,66,23,31
COMPTON,1450002A,512,178,N,0,VBM PORTION,36,19,14
COMPTON,1450002A,512,178,N,1212,TOTAL,102,42,45
COMPTON,1450004A,513,178,N,958,POLLING PLACE,58,28,17
COMPTON,1450004A,513,178,N,0,VBM PORTION,40,17,15
COMPTON,1450004A,513,178,N,958,TOTAL,98,45,32
COMPTON,1450005A,514,178,N,738,POLLING PLACE,77,36,23
COMPTON,1450005A,514,178,N,0,VBM PORTION,25,15,6
COMPTON,1450005A,514,178,N,738,TOTAL,102,51,29
COMPTON,1450006A,515,178,N,851,POLLING PLACE,41,20,12
COMPTON,1450006A,515,178,N,0,VBM PORTION,23,3,15
COMPTON,1450006A,515,178,N,851,TOTAL,64,23,27
COMPTON,1450007B,516,178,N,1160,POLLING PLACE,81,32,26
COMPTON,1450007B,516,178,N,0,VBM PORTION,33,16,11
COMPTON,1450007B,516,178,N,1160,TOTAL,114,48,37
COMPTON,1450008A,517,178,N,1089,POLLING PLACE,61,27,18
COMPTON,1450008A,517,178,N,0,VBM PORTION,45,19,11
COMPTON,1450008A,517,178,N,1089,TOTAL,106,46,29
COMPTON,1450010C,518,178,N,721,POLLING PLACE,64,46,12
COMPTON,1450010C,518,178,N,0,VBM PORTION,42,16,17
COMPTON,1450010C,518,178,N,721,TOTAL,106,62,29
COMPTON,1450018A,519,178,N,769,POLLING PLACE,37,24,7
COMPTON,1450018A,519,178,N,0,VBM PORTION,26,9,14
COMPTON,1450018A,519,178,N,769,TOTAL,63,33,21
COMPTON,1450020A,520,178,N,1002,POLLING PLACE,70,35,24
COMPTON,1450020A,520,178,N,0,VBM PORTION,45,24,8
COMPTON,1450020A,520,178,N,1002,TOTAL,115,59,32
COMPTON,1450022B,521,178,N,1054,POLLING PLACE,80,48,14
COMPTON,1450022B,521,178,N,0,VBM PORTION,43,20,15
COMPTON,1450022B,521,178,N,1054,TOTAL,123,68,29
COMPTON,1450024A,522,178,N,1072,POLLING PLACE,136,67,30
COMPTON,1450024A,522,178,N,0,VBM PORTION,86,31,38
COMPTON,1450024A,522,178,N,1072,TOTAL,222,98,68
COMPTON,1450027A,523,178,N,1090,POLLING PLACE,80,42,24
COMPTON,1450027A,523,178,N,0,VBM PORTION,42,14,19
COMPTON,1450027A,523,178,N,1090,TOTAL,122,56,43
COMPTON,1450028C,524,178,N,1156,POLLING PLACE,66,32,19
COMPTON,1450028C,524,178,N,0,VBM PORTION,45,22,14
COMPTON,1450028C,524,178,N,1156,TOTAL,111,54,33
COMPTON,1450030A,525,178,N,734,POLLING PLACE,60,34,13
COMPTON,1450030A,525,178,N,0,VBM PORTION,32,13,11
COMPTON,1450030A,525,178,N,734,TOTAL,92,47,24
COMPTON,1450033A,526,178,N,1086,POLLING PLACE,85,33,30
COMPTON,1450033A,526,178,N,0,VBM PORTION,25,6,15
COMPTON,1450033A,526,178,N,1086,TOTAL,110,39,45
COMPTON,1450034A,527,178,N,771,POLLING PLACE,65,34,20
COMPTON,1450034A,527,178,N,0,VBM PORTION,35,13,18
COMPTON,1450034A,527,178,N,771,TOTAL,100,47,38
COMPTON,1450036A,528,178,N,1143,POLLING PLACE,69,30,28
COMPTON,1450036A,528,178,N,0,VBM PORTION,33,19,10
COMPTON,1450036A,528,178,N,1143,TOTAL,102,49,38
COMPTON,1450040C,529,178,N,1061,POLLING PLACE,69,37,21
COMPTON,1450040C,529,178,N,0,VBM PORTION,46,18,17
COMPTON,1450040C,529,178,N,1061,TOTAL,115,55,38
COMPTON,1450042C,530,178,N,1065,POLLING PLACE,85,32,36
COMPTON,1450042C,530,178,N,0,VBM PORTION,36,15,15
COMPTON,1450042C,530,178,N,1065,TOTAL,121,47,51
COMPTON,1450043B,531,178,N,763,POLLING PLACE,85,49,18
COMPTON,1450043B,531,178,N,0,VBM PORTION,54,21,22
COMPTON,1450043B,531,178,N,763,TOTAL,139,70,40
COMPTON,1450045A,532,178,N,1015,POLLING PLACE,88,52,17
COMPTON,1450045A,532,178,N,0,VBM PORTION,52,17,23
COMPTON,1450045A,532,178,N,1015,TOTAL,140,69,40
COMPTON,1450052A,533,178,N,938,POLLING PLACE,47,17,20
COMPTON,1450052A,533,178,N,0,VBM PORTION,38,10,27
COMPTON,1450052A,533,178,N,938,TOTAL,85,27,47
COMPTON,1450062B,534,178,N,952,POLLING PLACE,33,13,9
COMPTON,1450062B,534,178,N,0,VBM PORTION,40,14,17
COMPTON,1450062B,534,178,N,952,TOTAL,73,27,26
COMPTON,1450091A,535,178,N,1142,POLLING PLACE,90,51,25
COMPTON,1450091A,535,178,N,0,VBM PORTION,57,19,13
COMPTON,1450091A,535,178,N,1142,TOTAL,147,70,38
COMPTON,1450113A,536,178,N,1120,POLLING PLACE,86,36,29
COMPTON,1450113A,536,178,N,0,VBM PORTION,39,18,12
COMPTON,1450113A,536,178,N,1120,TOTAL,125,54,41
COMPTON,1450118B,537,178,N,1004,POLLING PLACE,64,36,17
COMPTON,1450118B,537,178,N,0,VBM PORTION,52,26,17
COMPTON,1450118B,537,178,N,1004,TOTAL,116,62,34
COMPTON,1450132A,538,178,N,789,POLLING PLACE,54,20,23
COMPTON,1450132A,538,178,N,0,VBM PORTION,25,9,13
COMPTON,1450132A,538,178,N,789,TOTAL,79,29,36
COMPTON,1450133A,539,178,N,839,POLLING PLACE,38,21,8
COMPTON,1450133A,539,178,N,0,VBM PORTION,30,9,17
COMPTON,1450133A,539,178,N,839,TOTAL,68,30,25
COMPTON,1450137B,540,178,N,1027,POLLING PLACE,56,26,23
COMPTON,1450137B,540,178,N,0,VBM PORTION,55,21,24
COMPTON,1450137B,540,178,N,1027,TOTAL,111,47,47
COMPTON,1450137L,541,178,N,587,POLLING PLACE,13,9,2
COMPTON,1450137L,541,178,N,0,VBM PORTION,16,5,7
COMPTON,1450137L,541,178,N,587,TOTAL,29,14,9
COMPTON,1450142B,542,178,N,1151,POLLING PLACE,70,34,26
COMPTON,1450142B,542,178,N,0,VBM PORTION,41,20,14
COMPTON,1450142B,542,178,N,1151,TOTAL,111,54,40
COMPTON,1450144G,6036,178,Y,0,POLLING PLACE,0,0,0
COMPTON,1450144G,6036,178,Y,0,VBM PORTION,0,0,0
COMPTON,1450144G,6036,178,Y,0,TOTAL,0,0,0
COMPTON,1450147A,543,178,N,789,POLLING PLACE,77,43,19
COMPTON,1450147A,543,178,N,0,VBM PORTION,78,28,27
COMPTON,1450147A,543,178,N,789,TOTAL,155,71,46
COMPTON,1450148A,544,178,N,811,POLLING PLACE,50,28,10
COMPTON,1450148A,544,178,N,0,VBM PORTION,59,27,18
COMPTON,1450148A,544,178,N,811,TOTAL,109,55,28
COMPTON,1450149A,545,178,N,1166,POLLING PLACE,81,44,19
COMPTON,1450149A,545,178,N,0,VBM PORTION,39,8,24
COMPTON,1450149A,545,178,N,1166,TOTAL,120,52,43
COMPTON,1450152A,546,178,N,682,POLLING PLACE,62,34,12
COMPTON,1450152A,546,178,N,0,VBM PORTION,46,22,14
COMPTON,1450152A,546,178,N,682,TOTAL,108,56,26
COMPTON,1450153A,547,178,N,961,POLLING PLACE,52,24,17
COMPTON,1450153A,547,178,N,0,VBM PORTION,35,14,16
COMPTON,1450153A,547,178,N,961,TOTAL,87,38,33
COMPTON,1450154A,548,178,N,1094,POLLING PLACE,88,39,27
COMPTON,1450154A,548,178,N,0,VBM PORTION,57,27,16
COMPTON,1450154A,548,178,N,1094,TOTAL,145,66,43
COMPTON,1450155A,549,178,N,1101,POLLING PLACE,80,47,18
COMPTON,1450155A,549,178,N,0,VBM PORTION,50,30,15
COMPTON,1450155A,549,178,N,1101,TOTAL,130,77,33
COMPTON,1450157A,550,178,N,874,POLLING PLACE,66,38,17
COMPTON,1450157A,550,178,N,0,VBM PORTION,46,19,20
COMPTON,1450157A,550,178,N,874,TOTAL,112,57,37
COMPTON,1450160A,551,178,N,888,POLLING PLACE,87,49,22
COMPTON,1450160A,551,178,N,0,VBM PORTION,40,11,19
COMPTON,1450160A,551,178,N,888,TOTAL,127,60,41
COMPTON,1450163A,552,178,N,863,POLLING PLACE,64,25,19
COMPTON,1450163A,552,178,N,0,VBM PORTION,28,12,9
COMPTON,1450163A,552,178,N,863,TOTAL,92,37,28
COMPTON,1450164C,553,178,N,1069,POLLING PLACE,82,41,17
COMPTON,1450164C,553,178,N,0,VBM PORTION,41,22,10
COMPTON,1450164C,553,178,N,1069,TOTAL,123,63,27
COMPTON,1450167A,554,178,N,1121,POLLING PLACE,107,60,30
COMPTON,1450167A,554,178,N,0,VBM PORTION,58,18,24
COMPTON,1450167A,554,178,N,1121,TOTAL,165,78,54
COMPTON,1450305A,555,178,N,1265,POLLING PLACE,44,21,15
COMPTON,1450305A,555,178,N,0,VBM PORTION,47,19,14
COMPTON,1450305A,555,178,N,1265,TOTAL,91,40,29
COMPTON,1450305B,556,178,N,320,POLLING PLACE,8,2,2
COMPTON,1450305B,556,178,N,0,VBM PORTION,10,4,6
COMPTON,1450305B,556,178,N,320,TOTAL,18,6,8
COVINA,1500001A,557,68,N,348,POLLING PLACE,23,9,12
COVINA,1500001A,557,68,N,0,VBM PORTION,9,3,3
COVINA,1500001A,557,68,N,348,TOTAL,32,12,15
COVINA,1500003A,558,68,N,736,POLLING PLACE,80,42,18
COVINA,1500003A,558,68,N,0,VBM PORTION,56,24,12
COVINA,1500003A,558,68,N,736,TOTAL,136,66,30
COVINA,1500008A,559,68,N,916,POLLING PLACE,100,46,35
COVINA,1500008A,559,68,N,0,VBM PORTION,68,29,21
COVINA,1500008A,559,68,N,916,TOTAL,168,75,56
COVINA,1500009A,560,68,N,926,POLLING PLACE,104,48,31
COVINA,1500009A,560,68,N,0,VBM PORTION,80,40,23
COVINA,1500009A,560,68,N,926,TOTAL,184,88,54
COVINA,1500012A,561,68,N,1136,POLLING PLACE,105,52,30
COVINA,1500012A,561,68,N,0,VBM PORTION,69,34,19
COVINA,1500012A,561,68,N,1136,TOTAL,174,86,49
COVINA,1500014A,562,68,N,1272,POLLING PLACE,69,42,13
COVINA,1500014A,562,68,N,0,VBM PORTION,64,30,14
COVINA,1500014A,562,68,N,1272,TOTAL,133,72,27
COVINA,1500016B,563,68,N,1043,POLLING PLACE,79,36,25
COVINA,1500016B,563,68,N,0,VBM PORTION,101,49,29
COVINA,1500016B,563,68,N,1043,TOTAL,180,85,54
COVINA,1500022A,564,68,N,1209,POLLING PLACE,81,35,31
COVINA,1500022A,564,68,N,0,VBM PORTION,58,36,9
COVINA,1500022A,564,68,N,1209,TOTAL,139,71,40
COVINA,1500024A,565,68,N,1036,POLLING PLACE,70,30,24
COVINA,1500024A,565,68,N,0,VBM PORTION,73,34,24
COVINA,1500024A,565,68,N,1036,TOTAL,143,64,48
COVINA,1500025A,566,68,N,1170,POLLING PLACE,45,21,17
COVINA,1500025A,566,68,N,0,VBM PORTION,49,22,17
COVINA,1500025A,566,68,N,1170,TOTAL,94,43,34
COVINA,1500027A,567,68,N,702,POLLING PLACE,41,20,15
COVINA,1500027A,567,68,N,0,VBM PORTION,45,31,9
COVINA,1500027A,567,68,N,702,TOTAL,86,51,24
COVINA,1500029A,568,68,N,1071,POLLING PLACE,70,30,24
COVINA,1500029A,568,68,N,0,VBM PORTION,98,46,25
COVINA,1500029A,568,68,N,1071,TOTAL,168,76,49
COVINA,1500031A,569,68,N,1293,POLLING PLACE,121,62,35
COVINA,1500031A,569,68,N,0,VBM PORTION,122,62,31
COVINA,1500031A,569,68,N,1293,TOTAL,243,124,66
COVINA,1500035A,570,68,N,1096,POLLING PLACE,81,47,25
COVINA,1500035A,570,68,N,0,VBM PORTION,69,25,30
COVINA,1500035A,570,68,N,1096,TOTAL,150,72,55
COVINA,1500036C,571,68,N,1075,POLLING PLACE,86,51,18
COVINA,1500036C,571,68,N,0,VBM PORTION,76,38,22
COVINA,1500036C,571,68,N,1075,TOTAL,162,89,40
COVINA,1500037A,572,68,N,1164,POLLING PLACE,126,57,43
COVINA,1500037A,572,68,N,0,VBM PORTION,87,51,17
COVINA,1500037A,572,68,N,1164,TOTAL,213,108,60
COVINA,1500056A,573,68,N,1288,POLLING PLACE,83,27,34
COVINA,1500056A,573,68,N,0,VBM PORTION,81,39,26
COVINA,1500056A,573,68,N,1288,TOTAL,164,66,60
COVINA,1500073A,574,68,N,1295,POLLING PLACE,157,86,38
COVINA,1500073A,574,68,N,0,VBM PORTION,138,65,31
COVINA,1500073A,574,68,N,1295,TOTAL,295,151,69
COVINA,1500078A,575,68,N,1103,POLLING PLACE,75,28,26
COVINA,1500078A,575,68,N,0,VBM PORTION,85,43,23
COVINA,1500078A,575,68,N,1103,TOTAL,160,71,49
COVINA,1500082A,576,68,N,1045,POLLING PLACE,90,54,21
COVINA,1500082A,576,68,N,0,VBM PORTION,107,53,36
COVINA,1500082A,576,68,N,1045,TOTAL,197,107,57
COVINA,1500084A,577,68,N,852,POLLING PLACE,96,51,22
COVINA,1500084A,577,68,N,0,VBM PORTION,72,47,13
COVINA,1500084A,577,68,N,852,TOTAL,168,98,35
COVINA,1500086B,578,68,N,1252,POLLING PLACE,82,41,27
COVINA,1500086B,578,68,N,0,VBM PORTION,77,42,14
COVINA,1500086B,578,68,N,1252,TOTAL,159,83,41
COVINA,1500089A,579,68,N,1180,POLLING PLACE,63,33,18
COVINA,1500089A,579,68,N,0,VBM PORTION,75,44,15
COVINA,1500089A,579,68,N,1180,TOTAL,138,77,33
COVINA,1500090A,580,68,N,593,POLLING PLACE,42,13,19
COVINA,1500090A,580,68,N,0,VBM PORTION,24,9,11
COVINA,1500090A,580,68,N,593,TOTAL,66,22,30
COVINA,1500093A,581,68,N,1289,POLLING PLACE,71,29,26
