INCIDENT NUMBER,INCIDENT TYPE,INCIDENT DATE,INCIDENT LOCATION,CITY,STATE,ZIP,REPORTING DISTRICT,GEO_LOCATION,# OF PERSONS,PERSON RACE,DECEASED,WOUNDED,DEPUTY GENDER,DEPUTY RACE,DEPUTY AGE,YEARS OF SERVICE,DEPUTY ASSIGNED UNIT,DEPUTY ASSIGNED UNIT NAME,INVOLVED IN PREVIOUS SHOOTINGS,# OF PREVIOUS SHOOTINGS,DISTRICT ATTORNEY ACTION,TRAINING,WEAPON INVOLVED CATEGORY,WEAPON INVOLVED CATEGORY DESC,APPROX_LATITUDE,APPROX_LONGITUDE
1000345,HIT SHOOTING INCIDENT,03/10/2011 08:35:00 PM,3300 FAIRMAN ST,LAKEWOOD,CA,90723,1323,"3300 FAIRMAN ST
LAKEWOOD, CA 90723
(33.841764, -118.153149)",1,BLACK,,Y,M,HISPANIC,43,20,LKD,LAKEWOOD STN,N,,LEGALLY JUSTIFIED,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.841764,-118.153149
1000483,HIT SHOOTING INCIDENT,04/07/2014 09:29:00 PM,900 PALM AVENUE,WEST HOLLYWOOD,CA,90069,0977,"900 PALM AVENUE
WEST HOLLYWOOD, CA 90069
(34.087659, -118.382901)",2,"WHITE,WHITE",Y,Y,M,WHITE,31,12,WHD,WEST HOLLYWOOD STN,N,,LEGALLY JUSTIFIED,Y,B-4,"WEAPON - OTHER:  Perception shooting, Suspect actions and/or info suggest suspect was armed, Weapon not seen/not recovered",34.087659,-118.382901
1000290,NON-HIT SHOOTING INCIDENT,02/10/2010 09:45:00 PM,1300 WEST 139TH STREET,COMPTON,CA,90222,2812,"1300 WEST 139TH STREET
COMPTON, CA 90222
(33.90574174912721183816, -118.25189214720193997677)",1,HISPANIC,,Y,M,WHITE,34,8,COM,COMPTON STN,N,,,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.905741749127212,-118.25189214720194
1000527,HIT SHOOTING INCIDENT,02/13/2014 04:57:00 PM,19100 ELBERLAND STREET,West Covina,CA,91792,2910,"19100 ELBERLAND STREET
West Covina, CA 91792
(34.009463, -117.88471)",1,HISPANIC,Y,,M,HISPANIC,34,9,WAL,WALNUT/SAN DIMAS STN,N,,LEGALLY JUSTIFIED,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.009463,-117.88471
1000340,HIT SHOOTING INCIDENT,02/14/2011 08:15:00 PM,SUNOL DRIVE AND BOSWELL PLACE,LOS ANGELES,CA,90063,0278,"SUNOL DRIVE AND BOSWELL PLACE
LOS ANGELES, CA 90063
(34.01766998786855915704, -118.17897601662108047213)",1,HISPANIC,,Y,M,WHITE,45,16,COP,COPS BUREAU,Y,5,LEGALLY JUSTIFIED,N,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",34.017669987868559,-118.17897601662108
1000502,HIT SHOOTING INCIDENT,10/29/2014 12:00:00 AM,4200 164TH STREET,LAWNDALE,CA,90260,0334,"4200 164TH STREET
LAWNDALE, CA 90260
(33.881847, -118.349682)",1,WHITE,,Y,M,HISPANIC,30,9,SLA,SOUTH LOS ANGELES STATION,N,,PENDING,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.881847,-118.349682
1000296,HIT SHOOTING INCIDENT,04/18/2010 12:42:00 AM,11700 WILLOWBROOK AVENUE,LOS ANGELES,CA,90059,6851,"11700 WILLOWBROOK AVENUE
LOS ANGELES, CA 90059
(33.926853, -118.236724)",2,"HISPANIC,HISPANIC",,Y,M,BLACK,41,4,TSB,TRANSIT SERVICES BUREAU,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.926853,-118.236724
1000656,HIT SHOOTING INCIDENT,12/01/2015 06:35:00 PM,12600 PIONEER BOULEVARD,NORWALK,CA,90650,0453,"12600 PIONEER BOULEVARD
NORWALK, CA 90650
(33.916487, -118.081872)",1,HISPANIC,Y,,M,HISPANIC,34,16,OSS,OPERATION SAFE STREETS BUREAU,N,,,,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.916487,-118.081872
1000413,HIT SHOOTING INCIDENT,08/24/2012 02:11:00 PM,9400 FLORA VISTA,BELLFLOWER,CA,90706,1332,"9400 FLORA VISTA
BELLFLOWER, CA 90706
(33.89032111263729892779, -118.13380412748717733739)",1,BLACK,Y,,M,HISPANIC,36,6,LKD,LAKEWOOD STN,N,0,LEGALLY JUSTIFIED,Y,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.890321112637299,-118.133804127487177
1000473,HIT SHOOTING INCIDENT,12/29/2013 01:20:00 AM,2500 EL TORO ROAD,MONROVIA,CA,91010,0583,"2500 EL TORO ROAD
MONROVIA, CA 91010
(34.119987, -117.992453)",2,"HISPANIC,HISPANIC",,Y,M,HISPANIC,38,14,OSS,OPERATION SAFE STREETS BUREAU,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.119987,-117.992453
1000527,HIT SHOOTING INCIDENT,02/13/2014 04:57:00 PM,19100 ELBERLAND STREET,West Covina,CA,91792,2910,"19100 ELBERLAND STREET
West Covina, CA 91792
(34.009463, -117.88471)",1,HISPANIC,Y,,M,HISPANIC,38,14,WAL,WALNUT/SAN DIMAS STN,N,,LEGALLY JUSTIFIED,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.009463,-117.88471
1000362,HIT SHOOTING INCIDENT,10/05/2011 10:50:00 PM,12900 GLENDA STREET,CERRITOS,CA,90703,2316,"12900 GLENDA STREET
CERRITOS, CA 90703
(33.872686, -118.057597)",2,"BLACK,BLACK",,Y,M,BLACK,37,15,CSN,CARSON STN,N,,LEGALLY JUSTIFIED,N,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,33.872686,-118.057597
1000418,HIT SHOOTING INCIDENT,09/17/2012 07:40:00 PM,16600 DOWNEY AVE.,PARAMOUNT,CA,90723,1369,"16600 DOWNEY AVE.
PARAMOUNT, CA 90723
(33.884018, -118.151345)",1,OTHER,Y,,M,WHITE,43,12,LKD,LAKEWOOD STN,N,,LEGALLY JUSTIFIED,N,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,33.884018,-118.151345
1000424,HIT SHOOTING INCIDENT,11/16/2012 09:30:00 PM,81ST AND PARMALEE AVENUE,LOS ANGELES,CA,90001,2174,"81ST AND PARMALEE AVENUE
LOS ANGELES, CA 90001
(33.96580897884491831496, -118.24990302594981168384)",1,BLACK,,Y,M,HISPANIC,38,16,OSS,OPERATION SAFE STREETS BUREAU,Y,2,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.965808978844918,-118.249903025949812
1000473,HIT SHOOTING INCIDENT,12/29/2013 01:20:00 AM,2500 EL TORO ROAD,MONROVIA,CA,91010,0583,"2500 EL TORO ROAD
MONROVIA, CA 91010
(34.119987, -117.992453)",2,"HISPANIC,HISPANIC",,Y,M,HISPANIC,47,14,COP,COPS BUREAU,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.119987,-117.992453
1000426,HIT SHOOTING INCIDENT,11/10/2012 10:18:00 PM,1900 EAST 122ND STREET,LOS ANGELES,CA,90222,2137,"1900 EAST 122ND STREET
LOS ANGELES, CA 90222
(33.921702, -118.23899)",1,HISPANIC,Y,,M,HISPANIC,28,8,CEN,CENTURY STN,N,,LEGALLY JUSTIFIED,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.921702,-118.23899
1000331,HIT SHOOTING INCIDENT,11/26/2010 09:16:00 PM,18500 COLIMA ROAD,ROWLAND HEIGHTS,CA,91748,2931,"18500 COLIMA ROAD
ROWLAND HEIGHTS, CA 91748
(33.98808, -117.90122)",1,HISPANIC,Y,,M,HISPANIC,55,28,WAL,WALNUT/SAN DIMAS STN,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.98808,-117.90122
1000461,HIT SHOOTING INCIDENT,10/06/2013 05:47:00 PM,28600 CLOVERLEAF PLACE,CASTAIC,CA,91384,0675,"28600 CLOVERLEAF PLACE
CASTAIC, CA 91384
(34.485702, -118.636172)",1,WHITE,Y,,F,HISPANIC,43,23,SCV,SANTA CLARITA VALLEY STN,Y,1,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.485702,-118.636172
1000357,NON-HIT SHOOTING INCIDENT,07/23/2011 01:58:00 AM,9200 WOODLEY AVENUE,LOS ANGELES,CA,91343,6885,"9200 WOODLEY AVENUE
LOS ANGELES, CA 91343
(34.237522, -118.485047)",1,WHITE,,,M,HISPANIC,27,4,TSB,TRANSIT SERVICES BUREAU,N,,,N,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,34.237522,-118.485047
1000446,HIT SHOOTING INCIDENT,06/21/2013 09:26:00 PM,1300 102ND STREET,LOS ANGELES,CA,90044,0372,"1300 102ND STREET
LOS ANGELES, CA 90044
(33.944089, -118.298492)",1,BLACK,,Y,M,WHITE,42,13,SLA,SOUTH LOS ANGELES STATION,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.944089,-118.298492
1000374,HIT SHOOTING INCIDENT,01/05/2012 02:47:00 PM,8100 CENTURY BLVD,PARAMOUNT,CA,90723,1365,"8100 CENTURY BLVD
PARAMOUNT, CA 90723
(33.909396, -118.158242)",1,HISPANIC,,Y,M,WHITE,27,6,LKD,LAKEWOOD STN,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.909396,-118.158242
1000448,HIT SHOOTING INCIDENT,06/27/2013 05:44:00 AM,1100 WEST ARBUTUS STREET,COMPTON,CA,90220,2811,"1100 WEST ARBUTUS STREET
COMPTON, CA 90220
(33.899185, -118.243131)",1,BLACK,Y,,M,WHITE,31,12,COM,COMPTON STN,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.899185,-118.243131
1000531,HIT SHOOTING INCIDENT,07/06/2015 10:45:00 AM,5500 ADENMOOR AVENUE,LAKEWOOD,CA,90713,1321,"5500 ADENMOOR AVENUE
LAKEWOOD, CA 90713
(33.856293, -118.124029)",1,WHITE,Y,,M,HISPANIC,37,8,LKD,LAKEWOOD STN,N,,PENDING,,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.856293,-118.124029
1000326,NON-HIT SHOOTING INCIDENT,10/28/2010 09:15:00 AM,500 W. TERRACE STREET,ALTADENA,CA,91001,0862,"500 W. TERRACE STREET
ALTADENA, CA 91001
(34.196814, -118.157069)",1,WHITE,,,M,BLACK,51,21,ALD,ALTADENA STN,N,,,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.196814,-118.157069
1000471,HIT SHOOTING INCIDENT,11/15/2013 06:41:00 PM,2400 EARLE AVENUE,ROSEMEAD,CA,91770,0533,"2400 EARLE AVENUE
ROSEMEAD, CA 91770
(34.055388, -118.08504)",1,HISPANIC,Y,,M,WHITE,36,12,TEM,TEMPLE CITY STN,N,,LEGALLY JUSTIFIED,N,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.055388,-118.08504
1000425,HIT SHOOTING INCIDENT,11/09/2012 10:12:00 AM,45900 DESERT SPRINGS ROAD,LANCASTER,CA,93534,0641,"45900 DESERT SPRINGS ROAD
LANCASTER, CA 93534
(34.716759, -118.147769)",1,WHITE,Y,,M,WHITE,37,11,SCV,SANTA CLARITA VALLEY STN,N,,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.716759,-118.147769
1000425,HIT SHOOTING INCIDENT,11/09/2012 10:12:00 AM,45900 DESERT SPRINGS ROAD,LANCASTER,CA,93534,0641,"45900 DESERT SPRINGS ROAD
LANCASTER, CA 93534
(34.716759, -118.147769)",1,WHITE,Y,,M,WHITE,37,11,SCV,SANTA CLARITA VALLEY STN,N,,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.716759,-118.147769
1000517,HIT SHOOTING INCIDENT,03/12/2015 06:36:00 PM,2400 FLOWER STREET,WALNUT PARK,CA,90255,2178,"2400 FLOWER STREET
WALNUT PARK, CA 90255
(33.971357, -118.230225)",1,HISPANIC,Y,,M,HISPANIC,35,9,CEN,CENTURY STN,N,,PENDING,,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.971357,-118.230225
1000371,HIT SHOOTING INCIDENT,12/28/2011 04:30:00 PM,8800 OAK STREET,BELLFLOWER,CA,90706,1335,"8800 OAK STREET
BELLFLOWER, CA 90706
(33.884696, -118.144659)",1,HISPANIC,,Y,M,HISPANIC,44,20,LKD,LAKEWOOD STN,N,,LEGALLY JUSTIFIED,Y,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.884696,-118.144659
1000531,HIT SHOOTING INCIDENT,07/06/2015 10:45:00 AM,5500 ADENMOOR AVENUE,LAKEWOOD,CA,90713,1321,"5500 ADENMOOR AVENUE
LAKEWOOD, CA 90713
(33.856293, -118.124029)",1,WHITE,Y,,M,HISPANIC,36,15,LKD,LAKEWOOD STN,N,,PENDING,,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.856293,-118.124029
1000432,HIT SHOOTING INCIDENT,02/19/2013 08:31:00 PM,400 EAST DARLAN STREET,GARDENA,CA,90248,2871,"400 EAST DARLAN STREET
GARDENA, CA 90248
(33.89015, -118.269814)",1,BLACK,,Y,M,HISPANIC,44,24,COM,COMPTON STN,Y,2,LEGALLY JUSTIFIED,N,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",33.89015,-118.269814
1000454,HIT SHOOTING INCIDENT,08/28/2013 05:49:00 PM,2000 PIRU STREET,COMPTON,CA,90220,2137,"2000 PIRU STREET
COMPTON, CA 90220
(33.908389, -118.236121)",1,HISPANIC,Y,,M,HISPANIC,30,8,CEN,CENTURY STN,Y,1,LEGALLY JUSTIFIED,Y,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.908389,-118.236121
1000489,HIT SHOOTING INCIDENT,06/24/2014 09:51:00 PM,POINSETTIA AVENUE AND PALMER STREET,COMPTON,CA,90221,2824,"POINSETTIA AVENUE AND PALMER STREET
COMPTON, CA 90221
(33.89835897549747376099, -118.20950001564279911949)",2,"BLACK,BLACK",Y,Y,M,HISPANIC,32,8,COM,COMPTON STN,Y,1,PENDING,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.898358975497474,-118.209500015642799
1000659,HIT SHOOTING INCIDENT,12/12/2015 10:59:00 AM,12100 LONG BEACH BOULEVARD,LYNWOOD,CA,90262,2116,"12100 LONG BEACH BOULEVARD
LYNWOOD, CA 90262
(33.917008, -118.209419)",1,BLACK,Y,,M,HISPANIC,28,8,CEN,CENTURY STN,N,,,,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.917008,-118.209419
1000401,HIT SHOOTING INCIDENT,05/13/2012 09:03:00 PM,GLENCOE STREET AND OLEANDER AVENUE,COMPTON,CA,90220,2836,"GLENCOE STREET AND OLEANDER AVENUE
COMPTON, CA 90220
(33.88148698554689992269, -118.22778000527531870975)",1,HISPANIC,,Y,M,HISPANIC,34,12,COM,COMPTON STN,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.8814869855469,-118.227780005275319
1000475,HIT SHOOTING INCIDENT,01/30/2014 08:22:00 PM,SOLEDAD CANYON ROAD AND SHANGRI LA DRIVE,SANTA CLARITA,CA,91351,0613,"SOLEDAD CANYON ROAD AND SHANGRI LA DRIVE
SANTA CLARITA, CA 91351
(34.41602698620244753981, -118.45865697431231854919)",1,WHITE,Y,,M,HISPANIC,33,7,SCV,SANTA CLARITA VALLEY STN,N,,LEGALLY JUSTIFIED,,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.416026986202448,-118.458656974312319
1000533,HIT SHOOTING INCIDENT,07/10/2015 11:32:00 AM,3300 YORKSHIRE ROAD,PASADENA,CA,91107,0590,"3300 YORKSHIRE ROAD
PASADENA, CA 91107
(34.138695, -118.082945)",1,WHITE,,Y,M,WHITE,31,9,TEM,TEMPLE CITY STN,N,,PENDING,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.138695,-118.082945
1000384,HIT SHOOTING INCIDENT,02/22/2012 09:38:00 PM,6500 ROSEMEAD BLVD,PICO RIVERA,CA,90660,1515,"6500 ROSEMEAD BLVD
PICO RIVERA, CA 90660
(33.986923, -118.094032)",1,HISPANIC,,Y,F,HISPANIC,40,14,PRV,PICO RIVERA STN,N,,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.986923,-118.094032
1000476,HIT SHOOTING INCIDENT,02/04/2014 05:50:00 AM,4800 IVY STREET,PICO RIVERA,CA,90660,1510,"4800 IVY STREET
PICO RIVERA, CA 90660
(34.007462, -118.095392)",1,HISPANIC,,Y,M,HISPANIC,38,16,PRV,PICO RIVERA STN,N,,LEGALLY JUSTIFIED,N,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",34.007462,-118.095392
1000369,HIT SHOOTING INCIDENT,12/16/2011 03:34:00 AM,14500 EAST VALLEY BLVD,LA PUENTE,CA,91746,1463,"14500 EAST VALLEY BLVD
LA PUENTE, CA 91746
(34.03525053834556409175, -117.97699300116034737201)",1,HISPANIC,,Y,M,HISPANIC,35,11,COM,COMPTON STN,Y,1,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.035250538345564,-117.976993001160347
1000475,HIT SHOOTING INCIDENT,01/30/2014 08:22:00 PM,SOLEDAD CANYON ROAD AND SHANGRI LA DRIVE,SANTA CLARITA,CA,91351,0613,"SOLEDAD CANYON ROAD AND SHANGRI LA DRIVE
SANTA CLARITA, CA 91351
(34.41602698620244753981, -118.45865697431231854919)",1,WHITE,Y,,M,HISPANIC,36,12,SCV,SANTA CLARITA VALLEY STN,N,,LEGALLY JUSTIFIED,,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.416026986202448,-118.458656974312319
1000339,HIT SHOOTING INCIDENT,02/11/2011 02:35:00 PM,EAST 60 FREEWAY AND SANTA ANITA AVENUE,SOUTH EL MONTE,CA,91773,0562,"EAST 60 FREEWAY AND SANTA ANITA AVENUE
SOUTH EL MONTE, CA 91773
(34.03984599003456984008, -118.05171500598513576515)",1,HISPANIC,,Y,M,HISPANIC,29,5,TT,TWIN TOWERS,N,,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.03984599003457,-118.051715005985136
1000360,HIT SHOOTING INCIDENT,08/20/2011 08:30:00 PM,1400 SOUTH DOWNEY ROAD,LOS ANGELES,CA,90063,0278,"1400 SOUTH DOWNEY ROAD
LOS ANGELES, CA 90063
(34.014597, -118.180012)",1,HISPANIC,Y,,M,ASIAN-PACIFIC-ISL,31,5,ELA,EAST LA STN,N,,LEGALLY JUSTIFIED,Y,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.014597,-118.180012
1000438,HIT SHOOTING INCIDENT,05/01/2013 07:25:00 PM,ADON AVENUE EAST AND SIERRA HIGHWAY,CANYON COUNTRY,CA,91351,0631,"ADON AVENUE EAST AND SIERRA HIGHWAY
CANYON COUNTRY, CA 91351
(34.42545699791154845325, -118.44879297512091453225)",1,WHITE,,Y,M,WHITE,32,13,SCV,SANTA CLARITA VALLEY STN,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.425456997911548,-118.448792975120915
1000521,HIT SHOOTING INCIDENT,03/25/2015 12:00:00 AM,102ND STREET AND S. VERMONT AVE,LOS ANGELES,CA,90044,0577,"102ND STREET AND S. VERMONT AVE
LOS ANGELES, CA 90044
(33.94408299312416425025, -118.29182501144271153503)",1,HISPANIC,Y,,M,BLACK,34,9,SLA,SOUTH LOS ANGELES STATION,N,,PENDING,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.944082993124164,-118.291825011442712
1000361,HIT SHOOTING INCIDENT,09/09/2011 09:19:00 PM,2400 CYPRESS STREET,COMPTON,CA,90220,2830,"2400 CYPRESS STREET
COMPTON, CA 90220
(33.887564, -118.254348)",1,BLACK,,Y,M,HISPANIC,28,6,COM,COMPTON STN,Y,2,LEGALLY JUSTIFIED,N,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",33.887564,-118.254348
1000299,NON-HIT SHOOTING INCIDENT,05/06/2010 01:30:00 AM,257TH AND WESTERN,LOS ANGELES,CA,90710,1712,"257TH AND WESTERN
LOS ANGELES, CA 90710
(33.79047887620166668746, -118.30756511042138228339)",1,HISPANIC,,,F,HISPANIC,28,4,LMT,LOMITA STN,N,,,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.790478876201667,-118.307565110421382
1000490,HIT SHOOTING INCIDENT,06/25/2014 05:05:00 PM,BEAR VALLEY ROAD AND  CENTRAL ROAD,APPLE VALLEY,CA,92308,3199,"BEAR VALLEY ROAD AND CENTRAL ROAD
APPLE VALLEY, CA 92308
(34.471554, -117.172646)",1,HISPANIC,Y,,M,WHITE,45,24,MCB,MAJOR CRIMES BUREAU,N,,LEGALLY JUSTIFIED,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.471554,-117.172646
1000359,HIT SHOOTING INCIDENT,04/08/2011 06:04:00 PM,100 EAST AVENUE R-4,PALMDALE,CA,93550,2611,"100 EAST AVENUE R-4
PALMDALE, CA 93550
(34.572503, -118.129322)",1,HISPANIC,Y,,M,WHITE,30,9,PLM,PALMDALE STN,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.572503,-118.129322
1000367,HIT SHOOTING INCIDENT,12/01/2011 04:50:00 AM,11400 PIONEER BLVD,NORWALK,CA,90650,0451,"11400 PIONEER BLVD
NORWALK, CA 90650
(33.928331, -118.081753)",1,HISPANIC,Y,,M,HISPANIC,43,19,SEB,SPECIAL ENFORCEMENT BUR,Y,1,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.928331,-118.081753
1000310,HIT SHOOTING INCIDENT,07/09/2010 02:50:00 AM,20400 SOLEDAD CANYON ROAD,CANYON COUNTRY,CA,91351,0610,"20400 SOLEDAD CANYON ROAD
CANYON COUNTRY, CA 91351
(34.421681, -118.491432)",1,HISPANIC,,Y,M,WHITE,41,10,SCV,SANTA CLARITA VALLEY STN,N,,LEGALLY JUSTIFIED,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.421681,-118.491432
1000457,HIT SHOOTING INCIDENT,09/14/2013 10:14:00 PM,"1400 
EAST GAGE AVENUE",LOS ANGELES,CA,90001,2170,"1400 EAST GAGE AVENUE
LOS ANGELES, CA 90001
(33.982041, -118.249885)",1,HISPANIC,,Y,M,WHITE,42,24,CEN,CENTURY STN,Y,1,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.982041,-118.249885
1000521,HIT SHOOTING INCIDENT,03/25/2015 12:00:00 AM,102ND STREET AND S. VERMONT AVE,LOS ANGELES,CA,90044,0577,"102ND STREET AND S. VERMONT AVE
LOS ANGELES, CA 90044
(33.94408299312416425025, -118.29182501144271153503)",1,HISPANIC,Y,,M,BLACK,32,9,SLA,SOUTH LOS ANGELES STATION,Y,1,PENDING,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.944082993124164,-118.291825011442712
1000495,HIT SHOOTING INCIDENT,08/10/2014 03:46:00 AM,11800 MAIN STREET,LOS ANGELES,CA,90061,2199,"11800 MAIN STREET
LOS ANGELES, CA 90061
(33.926472, -118.273893)",1,HISPANIC,,Y,M,HISPANIC,38,13,CEN,CENTURY STN,N,,LEGALLY JUSTIFIED,,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.926472,-118.273893
1000307,HIT SHOOTING INCIDENT,06/16/2010 09:43:00 PM,16100 EUCALYPTUS AVENUE,BELLFLOWER,CA,90706,1337,"16100 EUCALYPTUS AVENUE
BELLFLOWER, CA 90706
(33.888315, -118.122013)",1,BLACK,Y,,M,WHITE,30,9,LKD,LAKEWOOD STN,N,,LEGALLY JUSTIFIED,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.888315,-118.122013
1000659,HIT SHOOTING INCIDENT,12/12/2015 10:59:00 AM,12100 LONG BEACH BOULEVARD,LYNWOOD,CA,90262,2116,"12100 LONG BEACH BOULEVARD
LYNWOOD, CA 90262
(33.917008, -118.209419)",1,BLACK,Y,,M,HISPANIC,37,9,CEN,CENTURY STN,N,,,,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.917008,-118.209419
1000431,HIT SHOOTING INCIDENT,01/10/2013 04:08:00 PM,HOLBROOK STREET AND  MORRILL AVENUE,WHITTIER,CA,90606,1575,"HOLBROOK STREET AND MORRILL AVENUE
WHITTIER, CA 90606
(33.98877699757225988157, -118.0665290074180462064)",1,HISPANIC,Y,,F,HISPANIC,38,13,PRV,PICO RIVERA STN,N,,LEGALLY JUSTIFIED,Y,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.98877699757226,-118.066529007418046
1000684,HIT SHOOTING INCIDENT,02/14/2016 03:50:00 AM,4800 WHITTIER BOULEVARD,LOS ANGELES,CA,90022,0294,"4800 WHITTIER BOULEVARD
LOS ANGELES, CA 90022
(34.02154, -118.1636)",1,HISPANIC,Y,,F,HISPANIC,32,8,ELA,EAST LA STN,N,0,,,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.02154,-118.1636
1000451,HIT SHOOTING INCIDENT,07/24/2013 11:38:00 PM,1300 SOUTH LONG BEACH BLVD,COMPTON,CA,90221,2844,"1300 SOUTH LONG BEACH BLVD
COMPTON, CA 90221
(33.884753, -118.20588)",1,HISPANIC,Y,,M,HISPANIC,36,11,COM,COMPTON STN,N,,LEGALLY JUSTIFIED,N,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,33.884753,-118.20588
1000476,HIT SHOOTING INCIDENT,02/04/2014 05:50:00 AM,4800 IVY STREET,PICO RIVERA,CA,90660,1510,"4800 IVY STREET
PICO RIVERA, CA 90660
(34.007462, -118.095392)",1,HISPANIC,,Y,M,WHITE,38,16,PRV,PICO RIVERA STN,N,,LEGALLY JUSTIFIED,N,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",34.007462,-118.095392
1000480,NON-HIT SHOOTING INCIDENT,03/25/2014 09:12:00 PM,300 WEST REEVE STREET,COMPTON,CA,90220,2836,"300 WEST REEVE STREET
COMPTON, CA 90220
(33.886765, -118.225919)",2,"BLACK,BLACK",,,M,HISPANIC,46,23,COM,COMPTON STN,Y,,,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.886765,-118.225919
