LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,NATHANIEL TSAI,CHRIS HOLDEN,
PASADENA,5150025A,1995,85,N,,VBM PORTION,89,19,62,
PASADENA,5150025A,1995,85,N,1274,TOTAL,409,71,317,
PASADENA,5150029A,1996,85,N,854,POLLING PLACE,139,23,103,
PASADENA,5150029A,1996,85,N,,VBM PORTION,35,10,22,
PASADENA,5150029A,1996,85,N,854,TOTAL,174,33,125,
PASADENA,5150033A,1997,85,N,817,POLLING PLACE,164,41,114,
PASADENA,5150033A,1997,85,N,,VBM PORTION,54,14,34,
PASADENA,5150033A,1997,85,N,817,TOTAL,218,55,148,
PASADENA,5150035A,1998,85,N,971,POLLING PLACE,240,87,139,
PASADENA,5150035A,1998,85,N,,VBM PORTION,87,36,46,
PASADENA,5150035A,1998,85,N,971,TOTAL,327,123,185,
PASADENA,5150037B,1999,85,N,1143,POLLING PLACE,300,86,201,
PASADENA,5150037B,1999,85,N,,VBM PORTION,142,59,70,
PASADENA,5150037B,1999,85,N,1143,TOTAL,442,145,271,
PASADENA,5150038A,2000,85,N,639,POLLING PLACE,158,50,98,
PASADENA,5150038A,2000,85,N,,VBM PORTION,82,33,37,
PASADENA,5150038A,2000,85,N,639,TOTAL,240,83,135,
PASADENA,5150038C,2001,86,N,293,POLLING PLACE,59,14,41,
PASADENA,5150038C,2001,86,N,,VBM PORTION,39,14,21,
PASADENA,5150038C,2001,86,N,293,TOTAL,98,28,62,
PASADENA,5150040A,2002,85,N,833,POLLING PLACE,141,17,114,
PASADENA,5150040A,2002,85,N,,VBM PORTION,51,15,31,
PASADENA,5150040A,2002,85,N,833,TOTAL,192,32,145,
PASADENA,5150041A,2003,85,N,1226,POLLING PLACE,202,22,174,
PASADENA,5150041A,2003,85,N,,VBM PORTION,73,18,48,
PASADENA,5150041A,2003,85,N,1226,TOTAL,275,40,222,
PASADENA,5150042A,2004,85,N,1144,POLLING PLACE,251,31,210,
PASADENA,5150042A,2004,85,N,,VBM PORTION,56,14,37,
PASADENA,5150042A,2004,85,N,1144,TOTAL,307,45,247,
PASADENA,5150043A,2005,85,N,1150,POLLING PLACE,120,14,103,
PASADENA,5150043A,2005,85,N,,VBM PORTION,51,2,44,
PASADENA,5150043A,2005,85,N,1150,TOTAL,171,16,147,
PASADENA,5150044A,2006,85,N,1182,POLLING PLACE,185,29,142,
PASADENA,5150044A,2006,85,N,,VBM PORTION,111,35,69,
PASADENA,5150044A,2006,85,N,1182,TOTAL,296,64,211,
PASADENA,5150045A,2007,85,N,1200,POLLING PLACE,157,22,127,
PASADENA,5150045A,2007,85,N,,VBM PORTION,55,7,47,
PASADENA,5150045A,2007,85,N,1200,TOTAL,212,29,174,
PASADENA,5150046A,2008,85,N,973,POLLING PLACE,114,13,88,
PASADENA,5150046A,2008,85,N,,VBM PORTION,32,1,30,
PASADENA,5150046A,2008,85,N,973,TOTAL,146,14,118,
PASADENA,5150049A,2009,85,N,1086,POLLING PLACE,282,78,188,
PASADENA,5150049A,2009,85,N,,VBM PORTION,83,23,58,
PASADENA,5150049A,2009,85,N,1086,TOTAL,365,101,246,
PASADENA,5150053A,2010,85,N,1109,POLLING PLACE,202,28,165,
PASADENA,5150053A,2010,85,N,,VBM PORTION,77,14,59,
PASADENA,5150053A,2010,85,N,1109,TOTAL,279,42,224,
PASADENA,5150057A,2011,85,N,1369,POLLING PLACE,250,51,187,
PASADENA,5150057A,2011,85,N,,VBM PORTION,102,26,72,
PASADENA,5150057A,2011,85,N,1369,TOTAL,352,77,259,
PASADENA,5150061B,2012,85,N,1136,POLLING PLACE,218,33,177,
PASADENA,5150061B,2012,85,N,,VBM PORTION,65,19,44,
PASADENA,5150061B,2012,85,N,1136,TOTAL,283,52,221,
PASADENA,5150063B,2013,89,N,111,POLLING PLACE,12,4,8,
PASADENA,5150063B,2013,89,N,,VBM PORTION,7,4,3,
PASADENA,5150063B,2013,89,N,111,TOTAL,19,8,11,
PASADENA,5150065A,2014,85,N,1206,POLLING PLACE,269,64,184,
PASADENA,5150065A,2014,85,N,,VBM PORTION,83,16,58,
PASADENA,5150065A,2014,85,N,1206,TOTAL,352,80,242,
PASADENA,5150066A,2015,85,N,1084,POLLING PLACE,155,29,120,
PASADENA,5150066A,2015,85,N,,VBM PORTION,52,14,32,
PASADENA,5150066A,2015,85,N,1084,TOTAL,207,43,152,
PASADENA,5150069A,2016,85,N,883,POLLING PLACE,131,29,91,
PASADENA,5150069A,2016,85,N,,VBM PORTION,53,18,34,
PASADENA,5150069A,2016,85,N,883,TOTAL,184,47,125,
PASADENA,5150070A,2017,85,N,775,POLLING PLACE,169,47,110,
PASADENA,5150070A,2017,85,N,,VBM PORTION,55,19,33,
PASADENA,5150070A,2017,85,N,775,TOTAL,224,66,143,
PASADENA,5150071A,2018,85,N,766,POLLING PLACE,180,79,93,
PASADENA,5150071A,2018,85,N,,VBM PORTION,70,24,41,
PASADENA,5150071A,2018,85,N,766,TOTAL,250,103,134,
PASADENA,5150074A,2019,85,N,930,POLLING PLACE,209,62,135,
PASADENA,5150074A,2019,85,N,,VBM PORTION,61,20,38,
PASADENA,5150074A,2019,85,N,930,TOTAL,270,82,173,
PASADENA,5150075A,2020,85,N,838,POLLING PLACE,244,83,148,
PASADENA,5150075A,2020,85,N,,VBM PORTION,129,55,66,
PASADENA,5150075A,2020,85,N,838,TOTAL,373,138,214,
PASADENA,5150079A,2021,85,N,881,POLLING PLACE,214,66,129,
PASADENA,5150079A,2021,85,N,,VBM PORTION,109,50,57,
PASADENA,5150079A,2021,85,N,881,TOTAL,323,116,186,
PASADENA,5150080A,2022,85,N,956,POLLING PLACE,163,40,113,
PASADENA,5150080A,2022,85,N,,VBM PORTION,53,19,31,
PASADENA,5150080A,2022,85,N,956,TOTAL,216,59,144,
PASADENA,5150081B,6180,89,Y,26,POLLING PLACE,,,,
PASADENA,5150081B,6180,89,Y,,VBM PORTION,6,2,3,
PASADENA,5150081B,6180,89,Y,26,TOTAL,6,2,3,
PASADENA,5150090B,6181,86,Y,50,POLLING PLACE,,,,
PASADENA,5150090B,6181,86,Y,,VBM PORTION,7,4,2,
PASADENA,5150090B,6181,86,Y,50,TOTAL,7,4,2,
PASADENA,5150090E,2023,85,N,1187,POLLING PLACE,275,118,145,
PASADENA,5150090E,2023,85,N,,VBM PORTION,136,74,55,
PASADENA,5150090E,2023,85,N,1187,TOTAL,411,192,200,
PASADENA,5150091A,2024,85,N,933,POLLING PLACE,186,75,95,
PASADENA,5150091A,2024,85,N,,VBM PORTION,113,50,58,
PASADENA,5150091A,2024,85,N,933,TOTAL,299,125,153,
PASADENA,5150092A,2025,90,N,820,POLLING PLACE,253,55,180,
PASADENA,5150092A,2025,90,N,,VBM PORTION,88,32,50,
PASADENA,5150092A,2025,90,N,820,TOTAL,341,87,230,
PASADENA,5150094A,2026,90,N,838,POLLING PLACE,237,70,159,
PASADENA,5150094A,2026,90,N,,VBM PORTION,102,32,63,
PASADENA,5150094A,2026,90,N,838,TOTAL,339,102,222,
PASADENA,5150095A,2027,90,N,777,POLLING PLACE,227,81,127,
PASADENA,5150095A,2027,90,N,,VBM PORTION,109,44,54,
PASADENA,5150095A,2027,90,N,777,TOTAL,336,125,181,
PASADENA,5150097A,2028,90,N,1160,POLLING PLACE,330,159,151,
PASADENA,5150097A,2028,90,N,,VBM PORTION,209,110,89,
PASADENA,5150097A,2028,90,N,1160,TOTAL,539,269,240,
PASADENA,5150102A,2029,85,N,924,POLLING PLACE,196,51,131,
PASADENA,5150102A,2029,85,N,,VBM PORTION,100,23,64,
PASADENA,5150102A,2029,85,N,924,TOTAL,296,74,195,
PASADENA,5150108A,2030,85,N,1459,POLLING PLACE,336,132,185,
PASADENA,5150108A,2030,85,N,,VBM PORTION,225,111,99,
PASADENA,5150108A,2030,85,N,1459,TOTAL,561,243,284,
PASADENA,5150110A,2031,85,N,1424,POLLING PLACE,324,86,219,
PASADENA,5150110A,2031,85,N,,VBM PORTION,157,45,98,
PASADENA,5150110A,2031,85,N,1424,TOTAL,481,131,317,
PASADENA,5150114A,2032,85,N,1130,POLLING PLACE,213,40,163,
PASADENA,5150114A,2032,85,N,,VBM PORTION,101,18,74,
PASADENA,5150114A,2032,85,N,1130,TOTAL,314,58,237,
PASADENA,5150116A,2033,85,N,1130,POLLING PLACE,167,39,117,
PASADENA,5150116A,2033,85,N,,VBM PORTION,101,28,69,
PASADENA,5150116A,2033,85,N,1130,TOTAL,268,67,186,
PASADENA,5150118A,2034,85,N,1194,POLLING PLACE,217,46,158,
PASADENA,5150118A,2034,85,N,,VBM PORTION,114,32,66,
PASADENA,5150118A,2034,85,N,1194,TOTAL,331,78,224,
PASADENA,5150119A,2035,85,N,1270,POLLING PLACE,267,74,188,
PASADENA,5150119A,2035,85,N,,VBM PORTION,97,38,56,
PASADENA,5150119A,2035,85,N,1270,TOTAL,364,112,244,
PASADENA,5150119B,6182,82,Y,3,POLLING PLACE,,,,
PASADENA,5150119B,6182,82,Y,,VBM PORTION,,,,
PASADENA,5150119B,6182,82,Y,3,TOTAL,,,,
PASADENA,5150119C,6183,81,Y,7,POLLING PLACE,,,,
PASADENA,5150119C,6183,81,Y,,VBM PORTION,1,,1,
PASADENA,5150119C,6183,81,Y,7,TOTAL,1,,1,
PASADENA,5150120A,2036,85,N,1005,POLLING PLACE,157,28,116,
PASADENA,5150120A,2036,85,N,,VBM PORTION,81,26,46,
PASADENA,5150120A,2036,85,N,1005,TOTAL,238,54,162,
PASADENA,5150121A,2037,85,N,1008,POLLING PLACE,189,55,127,
PASADENA,5150121A,2037,85,N,,VBM PORTION,62,15,46,
PASADENA,5150121A,2037,85,N,1008,TOTAL,251,70,173,
PASADENA,5150122A,2038,85,N,1510,POLLING PLACE,363,115,226,
PASADENA,5150122A,2038,85,N,,VBM PORTION,198,66,120,
PASADENA,5150122A,2038,85,N,1510,TOTAL,561,181,346,
PASADENA,5150147A,2039,85,N,1204,POLLING PLACE,248,85,147,
PASADENA,5150147A,2039,85,N,,VBM PORTION,107,47,57,
PASADENA,5150147A,2039,85,N,1204,TOTAL,355,132,204,
PASADENA,5150156A,2040,85,N,1069,POLLING PLACE,210,52,148,
PASADENA,5150156A,2040,85,N,,VBM PORTION,95,30,53,
PASADENA,5150156A,2040,85,N,1069,TOTAL,305,82,201,
PASADENA,5150180A,2041,85,N,1326,POLLING PLACE,284,74,185,
PASADENA,5150180A,2041,85,N,,VBM PORTION,113,36,74,
PASADENA,5150180A,2041,85,N,1326,TOTAL,397,110,259,
PASADENA,5150181A,2042,85,N,908,POLLING PLACE,163,67,86,
PASADENA,5150181A,2042,85,N,,VBM PORTION,63,23,37,
PASADENA,5150181A,2042,85,N,908,TOTAL,226,90,123,
PASADENA,5150183A,2043,85,N,1001,POLLING PLACE,196,48,136,
PASADENA,5150183A,2043,85,N,,VBM PORTION,146,43,89,
PASADENA,5150183A,2043,85,N,1001,TOTAL,342,91,225,
PASADENA,5150186A,2044,85,N,822,POLLING PLACE,162,39,111,
PASADENA,5150186A,2044,85,N,,VBM PORTION,64,14,48,
PASADENA,5150186A,2044,85,N,822,TOTAL,226,53,159,
PASADENA,5150187A,2045,90,N,1529,POLLING PLACE,309,119,171,
PASADENA,5150187A,2045,90,N,,VBM PORTION,287,135,131,
PASADENA,5150187A,2045,90,N,1529,TOTAL,596,254,302,
PASADENA,5150188A,2046,90,N,879,POLLING PLACE,185,70,108,
PASADENA,5150188A,2046,90,N,,VBM PORTION,171,75,83,
PASADENA,5150188A,2046,90,N,879,TOTAL,356,145,191,
PASADENA,5150194A,2047,85,N,1214,POLLING PLACE,198,22,166,
PASADENA,5150194A,2047,85,N,,VBM PORTION,57,11,46,
PASADENA,5150194A,2047,85,N,1214,TOTAL,255,33,212,
PASADENA,5150196A,2048,85,N,754,POLLING PLACE,135,34,92,
PASADENA,5150196A,2048,85,N,,VBM PORTION,54,17,30,
PASADENA,5150196A,2048,85,N,754,TOTAL,189,51,122,
PASADENA,5150197A,2049,85,N,1244,POLLING PLACE,199,53,131,
PASADENA,5150197A,2049,85,N,,VBM PORTION,105,34,62,
PASADENA,5150197A,2049,85,N,1244,TOTAL,304,87,193,
PASADENA,5150198A,2050,85,N,1118,POLLING PLACE,216,34,142,
PASADENA,5150198A,2050,85,N,,VBM PORTION,69,15,47,
PASADENA,5150198A,2050,85,N,1118,TOTAL,285,49,189,
PASADENA,5150199A,2051,85,N,1298,POLLING PLACE,176,24,147,
PASADENA,5150199A,2051,85,N,,VBM PORTION,124,30,84,
PASADENA,5150199A,2051,85,N,1298,TOTAL,300,54,231,
PASADENA,5150199C,2052,85,N,696,POLLING PLACE,135,22,107,
PASADENA,5150199C,2052,85,N,,VBM PORTION,36,7,28,
PASADENA,5150199C,2052,85,N,696,TOTAL,171,29,135,
PASADENA,5150205A,2053,85,N,610,POLLING PLACE,114,29,74,
PASADENA,5150205A,2053,85,N,,VBM PORTION,44,18,24,
PASADENA,5150205A,2053,85,N,610,TOTAL,158,47,98,
PASADENA,5150209A,2054,85,N,1216,POLLING PLACE,229,81,135,
PASADENA,5150209A,2054,85,N,,VBM PORTION,156,55,80,
PASADENA,5150209A,2054,85,N,1216,TOTAL,385,136,215,
PASADENA,5150213A,2055,85,N,950,POLLING PLACE,149,17,116,
PASADENA,5150213A,2055,85,N,,VBM PORTION,38,7,27,
PASADENA,5150213A,2055,85,N,950,TOTAL,187,24,143,
PASADENA,5150216A,2056,85,N,1088,POLLING PLACE,203,47,141,
PASADENA,5150216A,2056,85,N,,VBM PORTION,77,24,42,
PASADENA,5150216A,2056,85,N,1088,TOTAL,280,71,183,
RAMONA,5500112A,2168,91,N,212,POLLING PLACE,50,32,14,
RAMONA,5500112A,2168,91,N,,VBM PORTION,33,19,11,
RAMONA,5500112A,2168,91,N,212,TOTAL,83,51,25,
SAN DIMAS,6000001B,2285,91,N,1174,POLLING PLACE,244,123,106,
SAN DIMAS,6000001B,2285,91,N,,VBM PORTION,68,28,35,
SAN DIMAS,6000001B,2285,91,N,1174,TOTAL,312,151,141,
SAN DIMAS,6000002A,2286,91,N,807,POLLING PLACE,204,108,86,
SAN DIMAS,6000002A,2286,91,N,,VBM PORTION,71,37,30,
SAN DIMAS,6000002A,2286,91,N,807,TOTAL,275,145,116,
SAN DIMAS,6000003A,2287,91,N,737,POLLING PLACE,163,73,77,
SAN DIMAS,6000003A,2287,91,N,,VBM PORTION,66,33,27,
SAN DIMAS,6000003A,2287,91,N,737,TOTAL,229,106,104,
SAN DIMAS,6000004A,2288,91,N,822,POLLING PLACE,187,107,70,
SAN DIMAS,6000004A,2288,91,N,,VBM PORTION,73,38,31,
SAN DIMAS,6000004A,2288,91,N,822,TOTAL,260,145,101,
SAN DIMAS,6000005A,2289,91,N,868,POLLING PLACE,213,99,93,
SAN DIMAS,6000005A,2289,91,N,,VBM PORTION,68,32,33,
SAN DIMAS,6000005A,2289,91,N,868,TOTAL,281,131,126,
SAN DIMAS,6000006A,2290,91,N,1083,POLLING PLACE,243,126,96,
SAN DIMAS,6000006A,2290,91,N,,VBM PORTION,66,33,29,
SAN DIMAS,6000006A,2290,91,N,1083,TOTAL,309,159,125,
SAN DIMAS,6000007A,2291,91,N,650,POLLING PLACE,148,69,67,
SAN DIMAS,6000007A,2291,91,N,,VBM PORTION,39,22,15,
SAN DIMAS,6000007A,2291,91,N,650,TOTAL,187,91,82,
SAN DIMAS,6000008A,2292,91,N,642,POLLING PLACE,108,60,45,
SAN DIMAS,6000008A,2292,91,N,,VBM PORTION,50,26,19,
SAN DIMAS,6000008A,2292,91,N,642,TOTAL,158,86,64,
SAN DIMAS,6000009A,2293,91,N,821,POLLING PLACE,162,77,79,
SAN DIMAS,6000009A,2293,91,N,,VBM PORTION,58,26,25,
SAN DIMAS,6000009A,2293,91,N,821,TOTAL,220,103,104,
SAN DIMAS,6000010C,2294,91,N,662,POLLING PLACE,100,40,55,
SAN DIMAS,6000010C,2294,91,N,,VBM PORTION,46,24,21,
SAN DIMAS,6000010C,2294,91,N,662,TOTAL,146,64,76,
SAN DIMAS,6000011A,2295,91,N,1000,POLLING PLACE,225,123,87,
SAN DIMAS,6000011A,2295,91,N,,VBM PORTION,65,28,34,
SAN DIMAS,6000011A,2295,91,N,1000,TOTAL,290,151,121,
SAN DIMAS,6000013B,2296,91,N,1273,POLLING PLACE,292,169,104,
SAN DIMAS,6000013B,2296,91,N,,VBM PORTION,129,64,52,
SAN DIMAS,6000013B,2296,91,N,1273,TOTAL,421,233,156,
SAN DIMAS,6000015A,2297,91,N,745,POLLING PLACE,113,47,59,
SAN DIMAS,6000015A,2297,91,N,,VBM PORTION,50,18,27,
SAN DIMAS,6000015A,2297,91,N,745,TOTAL,163,65,86,
SAN DIMAS,6000018A,2298,91,N,895,POLLING PLACE,208,116,76,
SAN DIMAS,6000018A,2298,91,N,,VBM PORTION,89,47,36,
SAN DIMAS,6000018A,2298,91,N,895,TOTAL,297,163,112,
SAN DIMAS,6000019A,2299,91,N,589,POLLING PLACE,157,75,65,
SAN DIMAS,6000019A,2299,91,N,,VBM PORTION,70,35,34,
SAN DIMAS,6000019A,2299,91,N,589,TOTAL,227,110,99,
SAN DIMAS,6000020A,2300,91,N,831,POLLING PLACE,197,102,78,
SAN DIMAS,6000020A,2300,91,N,,VBM PORTION,65,37,23,
SAN DIMAS,6000020A,2300,91,N,831,TOTAL,262,139,101,
SAN DIMAS,6000021A,2301,91,N,497,POLLING PLACE,94,52,41,
SAN DIMAS,6000021A,2301,91,N,,VBM PORTION,27,12,13,
SAN DIMAS,6000021A,2301,91,N,497,TOTAL,121,64,54,
SAN DIMAS,6000035A,2302,91,N,660,POLLING PLACE,156,86,66,
SAN DIMAS,6000035A,2302,91,N,,VBM PORTION,50,27,22,
SAN DIMAS,6000035A,2302,91,N,660,TOTAL,206,113,88,
SAN DIMAS,6000040A,2303,91,N,617,POLLING PLACE,132,69,57,
SAN DIMAS,6000040A,2303,91,N,,VBM PORTION,26,15,10,
SAN DIMAS,6000040A,2303,91,N,617,TOTAL,158,84,67,
SAN DIMAS,6000050A,2304,91,N,765,POLLING PLACE,155,80,65,
SAN DIMAS,6000050A,2304,91,N,,VBM PORTION,95,53,36,
SAN DIMAS,6000050A,2304,91,N,765,TOTAL,250,133,101,
SAN DIMAS,6000052A,2305,91,N,270,POLLING PLACE,18,12,5,
SAN DIMAS,6000052A,2305,91,N,,VBM PORTION,22,14,7,
SAN DIMAS,6000052A,2305,91,N,270,TOTAL,40,26,12,
SAN DIMAS,6000053A,2306,91,N,1067,POLLING PLACE,202,103,85,
SAN DIMAS,6000053A,2306,91,N,,VBM PORTION,114,54,53,
SAN DIMAS,6000053A,2306,91,N,1067,TOTAL,316,157,138,
SAN DIMAS,6000054A,2307,91,N,808,POLLING PLACE,190,89,85,
SAN DIMAS,6000054A,2307,91,N,,VBM PORTION,66,36,28,
SAN DIMAS,6000054A,2307,91,N,808,TOTAL,256,125,113,
SAN DIMAS,6000055A,2308,91,N,917,POLLING PLACE,198,98,83,
SAN DIMAS,6000055A,2308,91,N,,VBM PORTION,119,71,42,
SAN DIMAS,6000055A,2308,91,N,917,TOTAL,317,169,125,
SAN DIMAS,6000057A,2309,91,N,1209,POLLING PLACE,251,133,99,
SAN DIMAS,6000057A,2309,91,N,,VBM PORTION,142,69,65,
SAN DIMAS,6000057A,2309,91,N,1209,TOTAL,393,202,164,
SIERRA MADRE,6400002A,2515,87,N,846,POLLING PLACE,267,106,140,
SIERRA MADRE,6400002A,2515,87,N,,VBM PORTION,82,30,46,
SIERRA MADRE,6400002A,2515,87,N,846,TOTAL,349,136,186,
SIERRA MADRE,6400003A,2516,87,N,1364,POLLING PLACE,445,158,259,
SIERRA MADRE,6400003A,2516,87,N,,VBM PORTION,142,66,63,
SIERRA MADRE,6400003A,2516,87,N,1364,TOTAL,587,224,322,
SIERRA MADRE,6400006A,2517,87,N,875,POLLING PLACE,275,105,154,
SIERRA MADRE,6400006A,2517,87,N,,VBM PORTION,77,26,45,
SIERRA MADRE,6400006A,2517,87,N,875,TOTAL,352,131,199,
SIERRA MADRE,6400007A,2518,87,N,776,POLLING PLACE,162,55,97,
SIERRA MADRE,6400007A,2518,87,N,,VBM PORTION,65,25,37,
SIERRA MADRE,6400007A,2518,87,N,776,TOTAL,227,80,134,
SIERRA MADRE,6400010A,2519,87,N,793,POLLING PLACE,214,97,107,
SIERRA MADRE,6400010A,2519,87,N,,VBM PORTION,80,36,36,
SIERRA MADRE,6400010A,2519,87,N,793,TOTAL,294,133,143,
SIERRA MADRE,6400011A,2520,87,N,988,POLLING PLACE,240,102,130,
SIERRA MADRE,6400011A,2520,87,N,,VBM PORTION,78,34,41,
SIERRA MADRE,6400011A,2520,87,N,988,TOTAL,318,136,171,
SIERRA MADRE,6400012A,2521,87,N,1195,POLLING PLACE,368,167,179,
SIERRA MADRE,6400012A,2521,87,N,,VBM PORTION,129,70,51,
SIERRA MADRE,6400012A,2521,87,N,1195,TOTAL,497,237,230,
SIERRA MADRE,6400013A,2522,87,N,877,POLLING PLACE,263,102,150,
SIERRA MADRE,6400013A,2522,87,N,,VBM PORTION,90,49,30,
SIERRA MADRE,6400013A,2522,87,N,877,TOTAL,353,151,180,
SOUTH PASADENA,6600001A,2575,85,N,925,POLLING PLACE,234,42,166,
SOUTH PASADENA,6600001A,2575,85,N,,VBM PORTION,46,15,24,
SOUTH PASADENA,6600001A,2575,85,N,925,TOTAL,280,57,190,
SOUTH PASADENA,6600003A,2576,85,N,952,POLLING PLACE,239,52,174,
SOUTH PASADENA,6600003A,2576,85,N,,VBM PORTION,61,11,47,
SOUTH PASADENA,6600003A,2576,85,N,952,TOTAL,300,63,221,
SOUTH PASADENA,6600005A,2577,85,N,967,POLLING PLACE,291,90,183,
SOUTH PASADENA,6600005A,2577,85,N,,VBM PORTION,110,44,59,
SOUTH PASADENA,6600005A,2577,85,N,967,TOTAL,401,134,242,
SOUTH PASADENA,6600006A,2578,85,N,822,POLLING PLACE,219,51,155,
SOUTH PASADENA,6600006A,2578,85,N,,VBM PORTION,57,14,37,
SOUTH PASADENA,6600006A,2578,85,N,822,TOTAL,276,65,192,
SOUTH PASADENA,6600008A,2579,85,N,795,POLLING PLACE,142,34,95,
SOUTH PASADENA,6600008A,2579,85,N,,VBM PORTION,37,11,23,
SOUTH PASADENA,6600008A,2579,85,N,795,TOTAL,179,45,118,
SOUTH PASADENA,6600010A,2580,85,N,1265,POLLING PLACE,361,96,242,
SOUTH PASADENA,6600010A,2580,85,N,,VBM PORTION,149,50,91,
SOUTH PASADENA,6600010A,2580,85,N,1265,TOTAL,510,146,333,
SOUTH PASADENA,6600011A,2581,85,N,929,POLLING PLACE,260,60,182,
SOUTH PASADENA,6600011A,2581,85,N,,VBM PORTION,46,11,29,
SOUTH PASADENA,6600011A,2581,85,N,929,TOTAL,306,71,211,
SOUTH PASADENA,6600013A,2582,85,N,761,POLLING PLACE,217,57,141,
SOUTH PASADENA,6600013A,2582,85,N,,VBM PORTION,87,30,48,
SOUTH PASADENA,6600013A,2582,85,N,761,TOTAL,304,87,189,
SOUTH PASADENA,6600015A,2583,85,N,926,POLLING PLACE,245,66,163,
SOUTH PASADENA,6600015A,2583,85,N,,VBM PORTION,121,50,60,
SOUTH PASADENA,6600015A,2583,85,N,926,TOTAL,366,116,223,
SOUTH PASADENA,6600016A,2584,85,N,843,POLLING PLACE,271,63,189,
SOUTH PASADENA,6600016A,2584,85,N,,VBM PORTION,89,38,45,
SOUTH PASADENA,6600016A,2584,85,N,843,TOTAL,360,101,234,
SOUTH PASADENA,6600017A,2585,85,N,674,POLLING PLACE,171,49,113,
SOUTH PASADENA,6600017A,2585,85,N,,VBM PORTION,48,14,28,
SOUTH PASADENA,6600017A,2585,85,N,674,TOTAL,219,63,141,
SOUTH PASADENA,6600019A,2586,85,N,1362,POLLING PLACE,306,92,197,
SOUTH PASADENA,6600019A,2586,85,N,,VBM PORTION,128,49,66,
SOUTH PASADENA,6600019A,2586,85,N,1362,TOTAL,434,141,263,
SOUTH PASADENA,6600024A,2587,85,N,1182,POLLING PLACE,279,70,181,
SOUTH PASADENA,6600024A,2587,85,N,,VBM PORTION,126,36,79,
SOUTH PASADENA,6600024A,2587,85,N,1182,TOTAL,405,106,260,
SOUTH PASADENA,6600026A,2588,85,N,1238,POLLING PLACE,337,123,195,
SOUTH PASADENA,6600026A,2588,85,N,,VBM PORTION,151,58,79,
SOUTH PASADENA,6600026A,2588,85,N,1238,TOTAL,488,181,274,
SOUTH PASADENA,6600028A,2589,85,N,721,POLLING PLACE,190,57,122,
SOUTH PASADENA,6600028A,2589,85,N,,VBM PORTION,81,38,36,
SOUTH PASADENA,6600028A,2589,85,N,721,TOTAL,271,95,158,
SOUTH PASADENA,6600031A,2590,85,N,728,POLLING PLACE,168,54,101,
SOUTH PASADENA,6600031A,2590,85,N,,VBM PORTION,67,28,34,
SOUTH PASADENA,6600031A,2590,85,N,728,TOTAL,235,82,135,
BALLOT GROUP 73,9990073A,8073,73,N,,POLLING PLACE,,,,
BALLOT GROUP 73,9990073A,8073,73,N,,VBM PORTION,,,,
BALLOT GROUP 73,9990073A,8073,73,N,,TOTAL,,,,
BALLOT GROUP 74,9990074A,8074,74,N,,POLLING PLACE,,,,
BALLOT GROUP 74,9990074A,8074,74,N,,VBM PORTION,,,,
BALLOT GROUP 74,9990074A,8074,74,N,,TOTAL,,,,
BALLOT GROUP 75,9990075A,8075,75,N,,POLLING PLACE,,,,
BALLOT GROUP 75,9990075A,8075,75,N,,VBM PORTION,,,,
BALLOT GROUP 75,9990075A,8075,75,N,,TOTAL,,,,
BALLOT GROUP 76,9990076A,8076,76,N,,POLLING PLACE,,,,
BALLOT GROUP 76,9990076A,8076,76,N,,VBM PORTION,,,,
BALLOT GROUP 76,9990076A,8076,76,N,,TOTAL,,,,
BALLOT GROUP 77,9990077A,8077,77,N,,POLLING PLACE,,,,
BALLOT GROUP 77,9990077A,8077,77,N,,VBM PORTION,,,,
BALLOT GROUP 77,9990077A,8077,77,N,,TOTAL,,,,
BALLOT GROUP 78,9990078A,8078,78,N,,POLLING PLACE,,,,
BALLOT GROUP 78,9990078A,8078,78,N,,VBM PORTION,,,,
BALLOT GROUP 78,9990078A,8078,78,N,,TOTAL,,,,
BALLOT GROUP 79,9990079A,8079,79,N,,POLLING PLACE,,,,
BALLOT GROUP 79,9990079A,8079,79,N,,VBM PORTION,,,,
BALLOT GROUP 79,9990079A,8079,79,N,,TOTAL,,,,
BALLOT GROUP 80,9990080A,8080,80,N,,POLLING PLACE,,,,
BALLOT GROUP 80,9990080A,8080,80,N,,VBM PORTION,,,,
BALLOT GROUP 80,9990080A,8080,80,N,,TOTAL,,,,
BALLOT GROUP 81,9990081A,8081,81,N,,POLLING PLACE,,,,
BALLOT GROUP 81,9990081A,8081,81,N,,VBM PORTION,,,,
BALLOT GROUP 81,9990081A,8081,81,N,,TOTAL,,,,
BALLOT GROUP 82,9990082A,8082,82,N,,POLLING PLACE,,,,
BALLOT GROUP 82,9990082A,8082,82,N,,VBM PORTION,,,,
BALLOT GROUP 82,9990082A,8082,82,N,,TOTAL,,,,
BALLOT GROUP 83,9990083A,8083,83,N,,POLLING PLACE,,,,
BALLOT GROUP 83,9990083A,8083,83,N,,VBM PORTION,,,,
BALLOT GROUP 83,9990083A,8083,83,N,,TOTAL,,,,
BALLOT GROUP 84,9990084A,8084,84,N,,POLLING PLACE,,,,
BALLOT GROUP 84,9990084A,8084,84,N,,VBM PORTION,,,,
BALLOT GROUP 84,9990084A,8084,84,N,,TOTAL,,,,
