LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JOHN CHIANG,GREG CONLON,
POMONA,5250023A,2109,207,N,,VBM PORTION,56,45,9,
POMONA,5250023A,2109,207,N,1139,TOTAL,218,160,46,
POMONA,5250024A,2110,207,N,821,POLLING PLACE,122,94,18,
POMONA,5250024A,2110,207,N,,VBM PORTION,33,21,7,
POMONA,5250024A,2110,207,N,821,TOTAL,155,115,25,
POMONA,5250025A,2111,207,N,966,POLLING PLACE,119,85,23,
POMONA,5250025A,2111,207,N,,VBM PORTION,33,21,10,
POMONA,5250025A,2111,207,N,966,TOTAL,152,106,33,
POMONA,5250028A,2112,208,N,450,POLLING PLACE,61,39,15,
POMONA,5250028A,2112,208,N,,VBM PORTION,11,6,4,
POMONA,5250028A,2112,208,N,450,TOTAL,72,45,19,
POMONA,5250028D,2113,207,N,600,POLLING PLACE,62,48,11,
POMONA,5250028D,2113,207,N,,VBM PORTION,9,3,6,
POMONA,5250028D,2113,207,N,600,TOTAL,71,51,17,
POMONA,5250029A,2114,207,N,1158,POLLING PLACE,185,129,40,
POMONA,5250029A,2114,207,N,,VBM PORTION,58,40,18,
POMONA,5250029A,2114,207,N,1158,TOTAL,243,169,58,
POMONA,5250030A,2115,207,N,1024,POLLING PLACE,117,69,40,
POMONA,5250030A,2115,207,N,,VBM PORTION,38,21,16,
POMONA,5250030A,2115,207,N,1024,TOTAL,155,90,56,
POMONA,5250034B,2116,207,N,1199,POLLING PLACE,246,160,77,
POMONA,5250034B,2116,207,N,,VBM PORTION,104,60,41,
POMONA,5250034B,2116,207,N,1199,TOTAL,350,220,118,
POMONA,5250038A,2117,207,N,1063,POLLING PLACE,198,129,60,
POMONA,5250038A,2117,207,N,,VBM PORTION,71,48,19,
POMONA,5250038A,2117,207,N,1063,TOTAL,269,177,79,
POMONA,5250041A,2118,207,N,1166,POLLING PLACE,195,143,37,
POMONA,5250041A,2118,207,N,,VBM PORTION,42,31,11,
POMONA,5250041A,2118,207,N,1166,TOTAL,237,174,48,
POMONA,5250042A,2119,207,N,1005,POLLING PLACE,174,114,50,
POMONA,5250042A,2119,207,N,,VBM PORTION,52,36,15,
POMONA,5250042A,2119,207,N,1005,TOTAL,226,150,65,
POMONA,5250044D,2120,208,N,504,POLLING PLACE,72,57,11,
POMONA,5250044D,2120,208,N,,VBM PORTION,14,7,6,
POMONA,5250044D,2120,208,N,504,TOTAL,86,64,17,
POMONA,5250046D,2121,207,N,876,POLLING PLACE,118,90,25,
POMONA,5250046D,2121,207,N,,VBM PORTION,46,36,8,
POMONA,5250046D,2121,207,N,876,TOTAL,164,126,33,
POMONA,5250049A,2122,204,N,1026,POLLING PLACE,136,106,24,
POMONA,5250049A,2122,204,N,,VBM PORTION,35,19,16,
POMONA,5250049A,2122,204,N,1026,TOTAL,171,125,40,
POMONA,5250050A,2123,207,N,812,POLLING PLACE,149,98,43,
POMONA,5250050A,2123,207,N,,VBM PORTION,31,15,16,
POMONA,5250050A,2123,207,N,812,TOTAL,180,113,59,
POMONA,5250053A,2124,207,N,1218,POLLING PLACE,141,112,22,
POMONA,5250053A,2124,207,N,,VBM PORTION,31,14,17,
POMONA,5250053A,2124,207,N,1218,TOTAL,172,126,39,
POMONA,5250055A,2125,206,N,1004,POLLING PLACE,202,136,56,
POMONA,5250055A,2125,206,N,,VBM PORTION,54,29,18,
POMONA,5250055A,2125,206,N,1004,TOTAL,256,165,74,
POMONA,5250057A,2126,206,N,624,POLLING PLACE,100,67,28,
POMONA,5250057A,2126,206,N,,VBM PORTION,33,19,14,
POMONA,5250057A,2126,206,N,624,TOTAL,133,86,42,
POMONA,5250061A,2127,203,N,1194,POLLING PLACE,175,130,25,
POMONA,5250061A,2127,203,N,,VBM PORTION,41,31,8,
POMONA,5250061A,2127,203,N,1194,TOTAL,216,161,33,
POMONA,5250062A,2128,203,N,1195,POLLING PLACE,176,125,32,
POMONA,5250062A,2128,203,N,,VBM PORTION,50,31,14,
POMONA,5250062A,2128,203,N,1195,TOTAL,226,156,46,
POMONA,5250063A,2129,203,N,861,POLLING PLACE,133,111,19,
POMONA,5250063A,2129,203,N,,VBM PORTION,41,27,8,
POMONA,5250063A,2129,203,N,861,TOTAL,174,138,27,
POMONA,5250065A,2130,203,N,839,POLLING PLACE,123,90,25,
POMONA,5250065A,2130,203,N,,VBM PORTION,28,17,5,
POMONA,5250065A,2130,203,N,839,TOTAL,151,107,30,
POMONA,5250066A,2131,203,N,850,POLLING PLACE,95,64,22,
POMONA,5250066A,2131,203,N,,VBM PORTION,18,15,2,
POMONA,5250066A,2131,203,N,850,TOTAL,113,79,24,
POMONA,5250069A,2132,204,N,1094,POLLING PLACE,139,111,23,
POMONA,5250069A,2132,204,N,,VBM PORTION,45,26,16,
POMONA,5250069A,2132,204,N,1094,TOTAL,184,137,39,
POMONA,5250070A,2133,204,N,1160,POLLING PLACE,178,119,42,
POMONA,5250070A,2133,204,N,,VBM PORTION,39,30,7,
POMONA,5250070A,2133,204,N,1160,TOTAL,217,149,49,
POMONA,5250073A,2134,203,N,932,POLLING PLACE,158,117,18,
POMONA,5250073A,2134,203,N,,VBM PORTION,38,28,8,
POMONA,5250073A,2134,203,N,932,TOTAL,196,145,26,
POMONA,5250076A,2135,204,N,946,POLLING PLACE,136,84,47,
POMONA,5250076A,2135,204,N,,VBM PORTION,56,37,16,
POMONA,5250076A,2135,204,N,946,TOTAL,192,121,63,
POMONA,5250077A,2136,204,N,1068,POLLING PLACE,180,120,46,
POMONA,5250077A,2136,204,N,,VBM PORTION,38,30,5,
POMONA,5250077A,2136,204,N,1068,TOTAL,218,150,51,
POMONA,5250079A,2137,207,N,975,POLLING PLACE,154,103,41,
POMONA,5250079A,2137,207,N,,VBM PORTION,37,25,10,
POMONA,5250079A,2137,207,N,975,TOTAL,191,128,51,
POMONA,5250087C,2138,207,N,831,POLLING PLACE,147,91,44,
POMONA,5250087C,2138,207,N,,VBM PORTION,48,32,12,
POMONA,5250087C,2138,207,N,831,TOTAL,195,123,56,
POMONA,5250090E,6191,207,Y,37,POLLING PLACE,,,,
POMONA,5250090E,6191,207,Y,,VBM PORTION,,,,
POMONA,5250090E,6191,207,Y,37,TOTAL,,,,
POMONA,5250096A,2139,204,N,1126,POLLING PLACE,136,96,29,
POMONA,5250096A,2139,204,N,,VBM PORTION,44,30,12,
POMONA,5250096A,2139,204,N,1126,TOTAL,180,126,41,
POMONA,5250142A,2140,206,N,786,POLLING PLACE,204,115,75,
POMONA,5250142A,2140,206,N,,VBM PORTION,42,28,13,
POMONA,5250142A,2140,206,N,786,TOTAL,246,143,88,
POMONA,5250143A,2141,206,N,812,POLLING PLACE,211,116,75,
POMONA,5250143A,2141,206,N,,VBM PORTION,61,34,26,
POMONA,5250143A,2141,206,N,812,TOTAL,272,150,101,
POMONA,5250145A,2142,206,N,1213,POLLING PLACE,214,110,79,
POMONA,5250145A,2142,206,N,,VBM PORTION,99,45,46,
POMONA,5250145A,2142,206,N,1213,TOTAL,313,155,125,
POMONA,5250147A,2143,206,N,721,POLLING PLACE,165,93,67,
POMONA,5250147A,2143,206,N,,VBM PORTION,62,28,33,
POMONA,5250147A,2143,206,N,721,TOTAL,227,121,100,
POMONA,5250148A,2144,209,N,644,POLLING PLACE,89,49,36,
POMONA,5250148A,2144,209,N,,VBM PORTION,67,33,25,
POMONA,5250148A,2144,209,N,644,TOTAL,156,82,61,
POMONA,5250150A,2145,206,N,790,POLLING PLACE,119,61,51,
POMONA,5250150A,2145,206,N,,VBM PORTION,79,35,37,
POMONA,5250150A,2145,206,N,790,TOTAL,198,96,88,
POMONA,5250151A,2146,206,N,828,POLLING PLACE,175,73,83,
POMONA,5250151A,2146,206,N,,VBM PORTION,58,25,26,
POMONA,5250151A,2146,206,N,828,TOTAL,233,98,109,
POMONA,5250314A,2147,207,N,1234,POLLING PLACE,171,127,37,
POMONA,5250314A,2147,207,N,,VBM PORTION,48,33,12,
POMONA,5250314A,2147,207,N,1234,TOTAL,219,160,49,
POMONA,5250318A,2148,206,N,981,POLLING PLACE,202,112,69,
POMONA,5250318A,2148,206,N,,VBM PORTION,65,37,26,
POMONA,5250318A,2148,206,N,981,TOTAL,267,149,95,
POMONA,5250319A,2149,206,N,787,POLLING PLACE,234,135,66,
POMONA,5250319A,2149,206,N,,VBM PORTION,44,30,14,
POMONA,5250319A,2149,206,N,787,TOTAL,278,165,80,
QUARTZ HILL,5400003A,6192,13,Y,4,POLLING PLACE,,,,
QUARTZ HILL,5400003A,6192,13,Y,,VBM PORTION,,,,
QUARTZ HILL,5400003A,6192,13,Y,4,TOTAL,,,,
QUARTZ HILL,5400004A,2150,3,N,1153,POLLING PLACE,254,72,168,
QUARTZ HILL,5400004A,2150,3,N,,VBM PORTION,89,25,55,
QUARTZ HILL,5400004A,2150,3,N,1153,TOTAL,343,97,223,
QUARTZ HILL,5400005A,2151,13,N,920,POLLING PLACE,261,70,167,
QUARTZ HILL,5400005A,2151,13,N,,VBM PORTION,129,38,84,
QUARTZ HILL,5400005A,2151,13,N,920,TOTAL,390,108,251,
QUARTZ HILL,5400009A,2152,3,N,1061,POLLING PLACE,248,59,175,
QUARTZ HILL,5400009A,2152,3,N,,VBM PORTION,87,19,66,
QUARTZ HILL,5400009A,2152,3,N,1061,TOTAL,335,78,241,
QUARTZ HILL,5400019A,2153,3,N,840,POLLING PLACE,200,58,131,
QUARTZ HILL,5400019A,2153,3,N,,VBM PORTION,51,18,29,
QUARTZ HILL,5400019A,2153,3,N,840,TOTAL,251,76,160,
QUARTZ HILL,5400046A,2154,3,N,682,POLLING PLACE,136,52,78,
QUARTZ HILL,5400046A,2154,3,N,,VBM PORTION,130,45,78,
QUARTZ HILL,5400046A,2154,3,N,682,TOTAL,266,97,156,
QUARTZ HILL,5400047A,2155,3,N,805,POLLING PLACE,177,49,122,
QUARTZ HILL,5400047A,2155,3,N,,VBM PORTION,106,34,64,
QUARTZ HILL,5400047A,2155,3,N,805,TOTAL,283,83,186,
QUARTZ HILL,5400048A,2156,3,N,1002,POLLING PLACE,246,61,174,
QUARTZ HILL,5400048A,2156,3,N,,VBM PORTION,100,35,58,
QUARTZ HILL,5400048A,2156,3,N,1002,TOTAL,346,96,232,
QUARTZ HILL,5400055A,2157,3,N,427,POLLING PLACE,114,25,86,
QUARTZ HILL,5400055A,2157,3,N,,VBM PORTION,46,19,24,
QUARTZ HILL,5400055A,2157,3,N,427,TOTAL,160,44,110,
QUARTZ HILL,5400057A,2158,3,N,905,POLLING PLACE,287,96,181,
QUARTZ HILL,5400057A,2158,3,N,,VBM PORTION,105,21,71,
QUARTZ HILL,5400057A,2158,3,N,905,TOTAL,392,117,252,
RAMONA,5500005A,6193,236,Y,4,POLLING PLACE,,,,
RAMONA,5500005A,6193,236,Y,,VBM PORTION,2,,2,
RAMONA,5500005A,6193,236,Y,4,TOTAL,2,,2,
RAMONA,5500007A,2159,133,N,472,POLLING PLACE,75,50,18,
RAMONA,5500007A,2159,133,N,,VBM PORTION,22,12,9,
RAMONA,5500007A,2159,133,N,472,TOTAL,97,62,27,
RAMONA,5500011A,2160,133,N,662,POLLING PLACE,146,88,47,
RAMONA,5500011A,2160,133,N,,VBM PORTION,35,18,16,
RAMONA,5500011A,2160,133,N,662,TOTAL,181,106,63,
RAMONA,5500098A,2161,133,N,1128,POLLING PLACE,176,109,44,
RAMONA,5500098A,2161,133,N,,VBM PORTION,39,28,10,
RAMONA,5500098A,2161,133,N,1128,TOTAL,215,137,54,
RAMONA,5500099A,2162,133,N,1030,POLLING PLACE,186,90,79,
RAMONA,5500099A,2162,133,N,,VBM PORTION,62,39,20,
RAMONA,5500099A,2162,133,N,1030,TOTAL,248,129,99,
RAMONA,5500100A,2163,133,N,963,POLLING PLACE,140,90,45,
RAMONA,5500100A,2163,133,N,,VBM PORTION,39,20,16,
RAMONA,5500100A,2163,133,N,963,TOTAL,179,110,61,
RAMONA,5500102A,2164,133,N,762,POLLING PLACE,138,83,52,
RAMONA,5500102A,2164,133,N,,VBM PORTION,49,24,23,
RAMONA,5500102A,2164,133,N,762,TOTAL,187,107,75,
RAMONA,5500105A,2165,133,N,764,POLLING PLACE,169,72,88,
RAMONA,5500105A,2165,133,N,,VBM PORTION,78,37,39,
RAMONA,5500105A,2165,133,N,764,TOTAL,247,109,127,
RAMONA,5500109A,2166,236,N,523,POLLING PLACE,117,36,71,
RAMONA,5500109A,2166,236,N,,VBM PORTION,53,22,29,
RAMONA,5500109A,2166,236,N,523,TOTAL,170,58,100,
RAMONA,5500110A,2167,236,N,867,POLLING PLACE,166,45,116,
RAMONA,5500110A,2167,236,N,,VBM PORTION,59,18,40,
RAMONA,5500110A,2167,236,N,867,TOTAL,225,63,156,
RAMONA,5500112A,2168,91,N,212,POLLING PLACE,50,15,32,
RAMONA,5500112A,2168,91,N,,VBM PORTION,33,12,19,
RAMONA,5500112A,2168,91,N,212,TOTAL,83,27,51,
RANCHO PALOS VERDES,5530002A,2169,379,N,1300,POLLING PLACE,330,146,142,
RANCHO PALOS VERDES,5530002A,2169,379,N,,VBM PORTION,168,76,80,
RANCHO PALOS VERDES,5530002A,2169,379,N,1300,TOTAL,498,222,222,
RANCHO PALOS VERDES,5530003A,6194,395,Y,,POLLING PLACE,,,,
RANCHO PALOS VERDES,5530003A,6194,395,Y,,VBM PORTION,,,,
RANCHO PALOS VERDES,5530003A,6194,395,Y,,TOTAL,,,,
RANCHO PALOS VERDES,5530006A,2170,379,N,701,POLLING PLACE,174,74,91,
RANCHO PALOS VERDES,5530006A,2170,379,N,,VBM PORTION,125,52,58,
RANCHO PALOS VERDES,5530006A,2170,379,N,701,TOTAL,299,126,149,
RANCHO PALOS VERDES,5530007A,2171,379,N,1044,POLLING PLACE,315,106,170,
RANCHO PALOS VERDES,5530007A,2171,379,N,,VBM PORTION,147,50,89,
RANCHO PALOS VERDES,5530007A,2171,379,N,1044,TOTAL,462,156,259,
RANCHO PALOS VERDES,5530009A,6195,395,Y,,POLLING PLACE,,,,
RANCHO PALOS VERDES,5530009A,6195,395,Y,,VBM PORTION,,,,
RANCHO PALOS VERDES,5530009A,6195,395,Y,,TOTAL,,,,
RANCHO PALOS VERDES,5530013A,2172,379,N,987,POLLING PLACE,238,113,98,
RANCHO PALOS VERDES,5530013A,2172,379,N,,VBM PORTION,141,63,62,
RANCHO PALOS VERDES,5530013A,2172,379,N,987,TOTAL,379,176,160,
RANCHO PALOS VERDES,5530015A,2173,379,N,1111,POLLING PLACE,249,104,113,
RANCHO PALOS VERDES,5530015A,2173,379,N,,VBM PORTION,146,76,60,
RANCHO PALOS VERDES,5530015A,2173,379,N,1111,TOTAL,395,180,173,
RANCHO PALOS VERDES,5530016A,2174,379,N,1147,POLLING PLACE,251,111,118,
RANCHO PALOS VERDES,5530016A,2174,379,N,,VBM PORTION,197,66,115,
RANCHO PALOS VERDES,5530016A,2174,379,N,1147,TOTAL,448,177,233,
RANCHO PALOS VERDES,5530018B,2175,379,N,1151,POLLING PLACE,230,106,108,
RANCHO PALOS VERDES,5530018B,2175,379,N,,VBM PORTION,129,53,67,
RANCHO PALOS VERDES,5530018B,2175,379,N,1151,TOTAL,359,159,175,
RANCHO PALOS VERDES,5530021A,2176,379,N,1201,POLLING PLACE,299,113,172,
RANCHO PALOS VERDES,5530021A,2176,379,N,,VBM PORTION,139,50,82,
RANCHO PALOS VERDES,5530021A,2176,379,N,1201,TOTAL,438,163,254,
RANCHO PALOS VERDES,5530026A,2177,379,N,1556,POLLING PLACE,391,173,200,
RANCHO PALOS VERDES,5530026A,2177,379,N,,VBM PORTION,289,112,155,
RANCHO PALOS VERDES,5530026A,2177,379,N,1556,TOTAL,680,285,355,
RANCHO PALOS VERDES,5530027A,2178,379,N,1320,POLLING PLACE,284,119,132,
RANCHO PALOS VERDES,5530027A,2178,379,N,,VBM PORTION,224,91,123,
RANCHO PALOS VERDES,5530027A,2178,379,N,1320,TOTAL,508,210,255,
RANCHO PALOS VERDES,5530031A,2179,379,N,1211,POLLING PLACE,238,121,101,
RANCHO PALOS VERDES,5530031A,2179,379,N,,VBM PORTION,159,75,78,
RANCHO PALOS VERDES,5530031A,2179,379,N,1211,TOTAL,397,196,179,
RANCHO PALOS VERDES,5530032A,2180,379,N,1015,POLLING PLACE,212,88,111,
RANCHO PALOS VERDES,5530032A,2180,379,N,,VBM PORTION,164,78,80,
RANCHO PALOS VERDES,5530032A,2180,379,N,1015,TOTAL,376,166,191,
RANCHO PALOS VERDES,5530033A,2181,379,N,1147,POLLING PLACE,220,90,104,
RANCHO PALOS VERDES,5530033A,2181,379,N,,VBM PORTION,159,72,78,
RANCHO PALOS VERDES,5530033A,2181,379,N,1147,TOTAL,379,162,182,
RANCHO PALOS VERDES,5530036A,2182,379,N,1294,POLLING PLACE,273,110,140,
RANCHO PALOS VERDES,5530036A,2182,379,N,,VBM PORTION,189,61,121,
RANCHO PALOS VERDES,5530036A,2182,379,N,1294,TOTAL,462,171,261,
RANCHO PALOS VERDES,5530040A,2183,379,N,766,POLLING PLACE,228,103,114,
RANCHO PALOS VERDES,5530040A,2183,379,N,,VBM PORTION,89,48,38,
RANCHO PALOS VERDES,5530040A,2183,379,N,766,TOTAL,317,151,152,
RANCHO PALOS VERDES,5530041A,2184,379,N,1261,POLLING PLACE,263,97,153,
RANCHO PALOS VERDES,5530041A,2184,379,N,,VBM PORTION,248,88,151,
RANCHO PALOS VERDES,5530041A,2184,379,N,1261,TOTAL,511,185,304,
RANCHO PALOS VERDES,5530042A,2185,379,N,1190,POLLING PLACE,330,112,203,
RANCHO PALOS VERDES,5530042A,2185,379,N,,VBM PORTION,157,64,87,
RANCHO PALOS VERDES,5530042A,2185,379,N,1190,TOTAL,487,176,290,
RANCHO PALOS VERDES,5530048A,2186,379,N,1366,POLLING PLACE,300,120,166,
RANCHO PALOS VERDES,5530048A,2186,379,N,,VBM PORTION,263,91,156,
RANCHO PALOS VERDES,5530048A,2186,379,N,1366,TOTAL,563,211,322,
RANCHO PALOS VERDES,5530055A,2187,379,N,799,POLLING PLACE,194,93,91,
RANCHO PALOS VERDES,5530055A,2187,379,N,,VBM PORTION,112,49,54,
RANCHO PALOS VERDES,5530055A,2187,379,N,799,TOTAL,306,142,145,
RANCHO PALOS VERDES,5530059A,2188,379,N,1111,POLLING PLACE,220,101,100,
RANCHO PALOS VERDES,5530059A,2188,379,N,,VBM PORTION,123,50,66,
RANCHO PALOS VERDES,5530059A,2188,379,N,1111,TOTAL,343,151,166,
RANCHO PALOS VERDES,5530080A,2189,379,N,712,POLLING PLACE,179,80,82,
RANCHO PALOS VERDES,5530080A,2189,379,N,,VBM PORTION,106,47,52,
RANCHO PALOS VERDES,5530080A,2189,379,N,712,TOTAL,285,127,134,
RANCHO PALOS VERDES,5530081B,2190,379,N,1015,POLLING PLACE,201,61,105,
RANCHO PALOS VERDES,5530081B,2190,379,N,,VBM PORTION,136,48,81,
RANCHO PALOS VERDES,5530081B,2190,379,N,1015,TOTAL,337,109,186,
RANCHO PALOS VERDES,5530082A,2191,379,N,811,POLLING PLACE,171,89,69,
RANCHO PALOS VERDES,5530082A,2191,379,N,,VBM PORTION,98,52,39,
RANCHO PALOS VERDES,5530082A,2191,379,N,811,TOTAL,269,141,108,
RANCHO PALOS VERDES,5530085A,2192,379,N,888,POLLING PLACE,206,98,94,
RANCHO PALOS VERDES,5530085A,2192,379,N,,VBM PORTION,106,47,52,
RANCHO PALOS VERDES,5530085A,2192,379,N,888,TOTAL,312,145,146,
RANCHO PALOS VERDES,5530086A,2193,379,N,802,POLLING PLACE,191,97,72,
RANCHO PALOS VERDES,5530086A,2193,379,N,,VBM PORTION,82,50,31,
RANCHO PALOS VERDES,5530086A,2193,379,N,802,TOTAL,273,147,103,
REDONDO BEACH,5550001A,2194,374,N,966,POLLING PLACE,176,90,75,
REDONDO BEACH,5550001A,2194,374,N,,VBM PORTION,110,55,53,
REDONDO BEACH,5550001A,2194,374,N,966,TOTAL,286,145,128,
REDONDO BEACH,5550004A,2195,374,N,819,POLLING PLACE,179,94,73,
REDONDO BEACH,5550004A,2195,374,N,,VBM PORTION,111,53,49,
REDONDO BEACH,5550004A,2195,374,N,819,TOTAL,290,147,122,
REDONDO BEACH,5550005A,2196,374,N,899,POLLING PLACE,239,123,94,
REDONDO BEACH,5550005A,2196,374,N,,VBM PORTION,92,42,45,
REDONDO BEACH,5550005A,2196,374,N,899,TOTAL,331,165,139,
REDONDO BEACH,5550006A,2197,374,N,1005,POLLING PLACE,210,106,92,
REDONDO BEACH,5550006A,2197,374,N,,VBM PORTION,125,50,65,
REDONDO BEACH,5550006A,2197,374,N,1005,TOTAL,335,156,157,
REDONDO BEACH,5550010A,2198,374,N,832,POLLING PLACE,192,72,112,
REDONDO BEACH,5550010A,2198,374,N,,VBM PORTION,105,39,62,
REDONDO BEACH,5550010A,2198,374,N,832,TOTAL,297,111,174,
REDONDO BEACH,5550012A,2199,374,N,981,POLLING PLACE,190,100,78,
REDONDO BEACH,5550012A,2199,374,N,,VBM PORTION,108,60,41,
REDONDO BEACH,5550012A,2199,374,N,981,TOTAL,298,160,119,
REDONDO BEACH,5550013A,2200,374,N,911,POLLING PLACE,269,139,112,
REDONDO BEACH,5550013A,2200,374,N,,VBM PORTION,99,49,43,
REDONDO BEACH,5550013A,2200,374,N,911,TOTAL,368,188,155,
REDONDO BEACH,5550014A,2201,374,N,1244,POLLING PLACE,283,139,123,
REDONDO BEACH,5550014A,2201,374,N,,VBM PORTION,162,92,60,
REDONDO BEACH,5550014A,2201,374,N,1244,TOTAL,445,231,183,
REDONDO BEACH,5550015A,2202,374,N,883,POLLING PLACE,207,99,98,
REDONDO BEACH,5550015A,2202,374,N,,VBM PORTION,91,48,39,
REDONDO BEACH,5550015A,2202,374,N,883,TOTAL,298,147,137,
REDONDO BEACH,5550016A,2203,374,N,1227,POLLING PLACE,289,169,111,
REDONDO BEACH,5550016A,2203,374,N,,VBM PORTION,132,58,70,
REDONDO BEACH,5550016A,2203,374,N,1227,TOTAL,421,227,181,
REDONDO BEACH,5550017A,2204,374,N,1224,POLLING PLACE,255,133,106,
REDONDO BEACH,5550017A,2204,374,N,,VBM PORTION,134,67,67,
REDONDO BEACH,5550017A,2204,374,N,1224,TOTAL,389,200,173,
REDONDO BEACH,5550019A,2205,374,N,1390,POLLING PLACE,297,152,127,
REDONDO BEACH,5550019A,2205,374,N,,VBM PORTION,172,64,98,
REDONDO BEACH,5550019A,2205,374,N,1390,TOTAL,469,216,225,
REDONDO BEACH,5550024A,2206,374,N,1272,POLLING PLACE,271,145,114,
REDONDO BEACH,5550024A,2206,374,N,,VBM PORTION,101,46,48,
REDONDO BEACH,5550024A,2206,374,N,1272,TOTAL,372,191,162,
REDONDO BEACH,5550029A,2207,374,N,936,POLLING PLACE,256,118,121,
REDONDO BEACH,5550029A,2207,374,N,,VBM PORTION,82,36,37,
REDONDO BEACH,5550029A,2207,374,N,936,TOTAL,338,154,158,
REDONDO BEACH,5550030A,2208,374,N,971,POLLING PLACE,259,123,123,
REDONDO BEACH,5550030A,2208,374,N,,VBM PORTION,133,74,53,
REDONDO BEACH,5550030A,2208,374,N,971,TOTAL,392,197,176,
REDONDO BEACH,5550032A,2209,374,N,1047,POLLING PLACE,236,117,89,
REDONDO BEACH,5550032A,2209,374,N,,VBM PORTION,90,46,38,
REDONDO BEACH,5550032A,2209,374,N,1047,TOTAL,326,163,127,
REDONDO BEACH,5550035A,2210,374,N,1129,POLLING PLACE,183,105,64,
REDONDO BEACH,5550035A,2210,374,N,,VBM PORTION,135,92,37,
REDONDO BEACH,5550035A,2210,374,N,1129,TOTAL,318,197,101,
REDONDO BEACH,5550036A,2211,374,N,996,POLLING PLACE,177,99,72,
REDONDO BEACH,5550036A,2211,374,N,,VBM PORTION,37,17,17,
REDONDO BEACH,5550036A,2211,374,N,996,TOTAL,214,116,89,
REDONDO BEACH,5550038A,2212,374,N,1049,POLLING PLACE,199,97,91,
REDONDO BEACH,5550038A,2212,374,N,,VBM PORTION,112,61,49,
REDONDO BEACH,5550038A,2212,374,N,1049,TOTAL,311,158,140,
REDONDO BEACH,5550041A,2213,374,N,1367,POLLING PLACE,269,140,98,
REDONDO BEACH,5550041A,2213,374,N,,VBM PORTION,93,55,32,
REDONDO BEACH,5550041A,2213,374,N,1367,TOTAL,362,195,130,
REDONDO BEACH,5550042A,2214,374,N,1047,POLLING PLACE,282,125,128,
REDONDO BEACH,5550042A,2214,374,N,,VBM PORTION,114,57,52,
REDONDO BEACH,5550042A,2214,374,N,1047,TOTAL,396,182,180,
REDONDO BEACH,5550045A,2215,374,N,1279,POLLING PLACE,286,165,97,
REDONDO BEACH,5550045A,2215,374,N,,VBM PORTION,94,53,40,
REDONDO BEACH,5550045A,2215,374,N,1279,TOTAL,380,218,137,
REDONDO BEACH,5550046A,2216,374,N,1197,POLLING PLACE,256,125,107,
REDONDO BEACH,5550046A,2216,374,N,,VBM PORTION,109,56,47,
REDONDO BEACH,5550046A,2216,374,N,1197,TOTAL,365,181,154,
REDONDO BEACH,5550050A,2217,374,N,960,POLLING PLACE,166,97,60,
REDONDO BEACH,5550050A,2217,374,N,,VBM PORTION,86,51,30,
REDONDO BEACH,5550050A,2217,374,N,960,TOTAL,252,148,90,
REDONDO BEACH,5550051A,2218,374,N,933,POLLING PLACE,210,115,82,
REDONDO BEACH,5550051A,2218,374,N,,VBM PORTION,46,22,21,
REDONDO BEACH,5550051A,2218,374,N,933,TOTAL,256,137,103,
REDONDO BEACH,5550056A,2219,374,N,1293,POLLING PLACE,366,192,158,
REDONDO BEACH,5550056A,2219,374,N,,VBM PORTION,161,74,80,
REDONDO BEACH,5550056A,2219,374,N,1293,TOTAL,527,266,238,
REDONDO BEACH,5550058A,2220,374,N,1363,POLLING PLACE,298,167,116,
REDONDO BEACH,5550058A,2220,374,N,,VBM PORTION,99,49,46,
REDONDO BEACH,5550058A,2220,374,N,1363,TOTAL,397,216,162,
REDONDO BEACH,5550063B,2221,374,N,1078,POLLING PLACE,217,112,95,
REDONDO BEACH,5550063B,2221,374,N,,VBM PORTION,106,76,28,
REDONDO BEACH,5550063B,2221,374,N,1078,TOTAL,323,188,123,
REDONDO BEACH,5550069A,2222,374,N,1243,POLLING PLACE,220,107,101,
REDONDO BEACH,5550069A,2222,374,N,,VBM PORTION,168,70,91,
REDONDO BEACH,5550069A,2222,374,N,1243,TOTAL,388,177,192,
REDONDO BEACH,5550070A,2223,374,N,1023,POLLING PLACE,207,111,80,
REDONDO BEACH,5550070A,2223,374,N,,VBM PORTION,150,75,65,
REDONDO BEACH,5550070A,2223,374,N,1023,TOTAL,357,186,145,
REDONDO BEACH,5550090A,2224,374,N,799,POLLING PLACE,164,65,90,
REDONDO BEACH,5550090A,2224,374,N,,VBM PORTION,81,34,46,
REDONDO BEACH,5550090A,2224,374,N,799,TOTAL,245,99,136,
REDONDO BEACH,5550091A,2225,374,N,892,POLLING PLACE,166,92,68,
REDONDO BEACH,5550091A,2225,374,N,,VBM PORTION,105,46,50,
REDONDO BEACH,5550091A,2225,374,N,892,TOTAL,271,138,118,
REDONDO BEACH,5550092A,2226,374,N,1261,POLLING PLACE,270,135,113,
REDONDO BEACH,5550092A,2226,374,N,,VBM PORTION,111,54,55,
REDONDO BEACH,5550092A,2226,374,N,1261,TOTAL,381,189,168,
REDONDO BEACH,5550093B,2227,374,N,1341,POLLING PLACE,327,174,131,
REDONDO BEACH,5550093B,2227,374,N,,VBM PORTION,129,65,49,
REDONDO BEACH,5550093B,2227,374,N,1341,TOTAL,456,239,180,
