LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,KAREN BASS,R ADAM KING,
LOS ANGELES,9001502A,3758,228,N,,VBM PORTION,41,30,10,
LOS ANGELES,9001502A,3758,228,N,706,TOTAL,174,138,30,
LOS ANGELES,9001514A,3759,228,N,1115,POLLING PLACE,256,192,53,
LOS ANGELES,9001514A,3759,228,N,,VBM PORTION,79,46,28,
LOS ANGELES,9001514A,3759,228,N,1115,TOTAL,335,238,81,
LOS ANGELES,9001516A,3760,228,N,1188,POLLING PLACE,297,209,74,
LOS ANGELES,9001516A,3760,228,N,,VBM PORTION,116,64,46,
LOS ANGELES,9001516A,3760,228,N,1188,TOTAL,413,273,120,
LOS ANGELES,9001522A,3761,228,N,971,POLLING PLACE,166,131,30,
LOS ANGELES,9001522A,3761,228,N,,VBM PORTION,88,63,21,
LOS ANGELES,9001522A,3761,228,N,971,TOTAL,254,194,51,
LOS ANGELES,9001525A,3762,228,N,1183,POLLING PLACE,242,171,58,
LOS ANGELES,9001525A,3762,228,N,,VBM PORTION,112,75,30,
LOS ANGELES,9001525A,3762,228,N,1183,TOTAL,354,246,88,
LOS ANGELES,9001528C,3763,228,N,1377,POLLING PLACE,324,230,67,
LOS ANGELES,9001528C,3763,228,N,,VBM PORTION,132,81,43,
LOS ANGELES,9001528C,3763,228,N,1377,TOTAL,456,311,110,
LOS ANGELES,9001532A,3764,228,N,956,POLLING PLACE,137,110,23,
LOS ANGELES,9001532A,3764,228,N,,VBM PORTION,80,62,15,
LOS ANGELES,9001532A,3764,228,N,956,TOTAL,217,172,38,
LOS ANGELES,9001533A,3765,228,N,677,POLLING PLACE,119,97,18,
LOS ANGELES,9001533A,3765,228,N,,VBM PORTION,43,38,2,
LOS ANGELES,9001533A,3765,228,N,677,TOTAL,162,135,20,
LOS ANGELES,9001535A,3766,228,N,944,POLLING PLACE,146,122,12,
LOS ANGELES,9001535A,3766,228,N,,VBM PORTION,45,38,5,
LOS ANGELES,9001535A,3766,228,N,944,TOTAL,191,160,17,
LOS ANGELES,9001554A,3777,324,N,991,POLLING PLACE,269,227,28,
LOS ANGELES,9001554A,3777,324,N,,VBM PORTION,61,38,19,
LOS ANGELES,9001554A,3777,324,N,991,TOTAL,330,265,47,
LOS ANGELES,9001557B,3778,228,N,1144,POLLING PLACE,317,191,81,
LOS ANGELES,9001557B,3778,228,N,,VBM PORTION,117,79,32,
LOS ANGELES,9001557B,3778,228,N,1144,TOTAL,434,270,113,
LOS ANGELES,9001558A,3779,325,N,1036,POLLING PLACE,277,201,46,
LOS ANGELES,9001558A,3779,325,N,,VBM PORTION,65,34,26,
LOS ANGELES,9001558A,3779,325,N,1036,TOTAL,342,235,72,
LOS ANGELES,9001559B,3780,325,N,579,POLLING PLACE,155,115,35,
LOS ANGELES,9001559B,3780,325,N,,VBM PORTION,67,35,28,
LOS ANGELES,9001559B,3780,325,N,579,TOTAL,222,150,63,
LOS ANGELES,9001560A,3781,228,N,810,POLLING PLACE,223,146,60,
LOS ANGELES,9001560A,3781,228,N,,VBM PORTION,100,67,28,
LOS ANGELES,9001560A,3781,228,N,810,TOTAL,323,213,88,
LOS ANGELES,9001562A,3782,228,N,1066,POLLING PLACE,310,215,77,
LOS ANGELES,9001562A,3782,228,N,,VBM PORTION,98,63,31,
LOS ANGELES,9001562A,3782,228,N,1066,TOTAL,408,278,108,
LOS ANGELES,9001564A,3784,228,N,970,POLLING PLACE,256,178,61,
LOS ANGELES,9001564A,3784,228,N,,VBM PORTION,93,60,24,
LOS ANGELES,9001564A,3784,228,N,970,TOTAL,349,238,85,
LOS ANGELES,9001565A,3785,228,N,1262,POLLING PLACE,298,233,58,
LOS ANGELES,9001565A,3785,228,N,,VBM PORTION,73,56,13,
LOS ANGELES,9001565A,3785,228,N,1262,TOTAL,371,289,71,
LOS ANGELES,9001566A,3786,228,N,1261,POLLING PLACE,296,242,45,
LOS ANGELES,9001566A,3786,228,N,,VBM PORTION,100,56,32,
LOS ANGELES,9001566A,3786,228,N,1261,TOTAL,396,298,77,
LOS ANGELES,9001569A,3787,228,N,799,POLLING PLACE,231,173,42,
LOS ANGELES,9001569A,3787,228,N,,VBM PORTION,56,36,17,
LOS ANGELES,9001569A,3787,228,N,799,TOTAL,287,209,59,
LOS ANGELES,9001570A,3788,228,N,771,POLLING PLACE,165,129,29,
LOS ANGELES,9001570A,3788,228,N,,VBM PORTION,73,50,21,
LOS ANGELES,9001570A,3788,228,N,771,TOTAL,238,179,50,
LOS ANGELES,9001582C,3794,309,N,920,POLLING PLACE,93,74,15,
LOS ANGELES,9001582C,3794,309,N,,VBM PORTION,19,18,1,
LOS ANGELES,9001582C,3794,309,N,920,TOTAL,112,92,16,
LOS ANGELES,9001583B,3795,309,N,1126,POLLING PLACE,157,127,15,
LOS ANGELES,9001583B,3795,309,N,,VBM PORTION,20,14,6,
LOS ANGELES,9001583B,3795,309,N,1126,TOTAL,177,141,21,
LOS ANGELES,9001591C,3798,309,N,1047,POLLING PLACE,148,124,12,
LOS ANGELES,9001591C,3798,309,N,,VBM PORTION,20,15,5,
LOS ANGELES,9001591C,3798,309,N,1047,TOTAL,168,139,17,
LOS ANGELES,9001617A,3807,228,N,766,POLLING PLACE,86,75,9,
LOS ANGELES,9001617A,3807,228,N,,VBM PORTION,31,25,4,
LOS ANGELES,9001617A,3807,228,N,766,TOTAL,117,100,13,
LOS ANGELES,9001622B,3809,325,N,1013,POLLING PLACE,169,126,24,
LOS ANGELES,9001622B,3809,325,N,,VBM PORTION,74,56,15,
LOS ANGELES,9001622B,3809,325,N,1013,TOTAL,243,182,39,
LOS ANGELES,9001684A,3826,308,N,1037,POLLING PLACE,130,108,16,
LOS ANGELES,9001684A,3826,308,N,,VBM PORTION,35,26,6,
LOS ANGELES,9001684A,3826,308,N,1037,TOTAL,165,134,22,
LOS ANGELES,9001711A,3838,186,N,1016,POLLING PLACE,233,196,27,
LOS ANGELES,9001711A,3838,186,N,,VBM PORTION,63,52,10,
LOS ANGELES,9001711A,3838,186,N,1016,TOTAL,296,248,37,
LOS ANGELES,9001716A,3841,228,N,1164,POLLING PLACE,188,162,18,
LOS ANGELES,9001716A,3841,228,N,,VBM PORTION,44,36,7,
LOS ANGELES,9001716A,3841,228,N,1164,TOTAL,232,198,25,
LOS ANGELES,9001719A,3843,309,N,862,POLLING PLACE,108,97,7,
LOS ANGELES,9001719A,3843,309,N,,VBM PORTION,19,19,,
LOS ANGELES,9001719A,3843,309,N,862,TOTAL,127,116,7,
LOS ANGELES,9001725A,3845,228,N,671,POLLING PLACE,133,112,13,
LOS ANGELES,9001725A,3845,228,N,,VBM PORTION,33,28,3,
LOS ANGELES,9001725A,3845,228,N,671,TOTAL,166,140,16,
LOS ANGELES,9001729A,3848,228,N,1240,POLLING PLACE,168,146,15,
LOS ANGELES,9001729A,3848,228,N,,VBM PORTION,72,58,9,
LOS ANGELES,9001729A,3848,228,N,1240,TOTAL,240,204,24,
LOS ANGELES,9001730B,3849,228,N,894,POLLING PLACE,187,163,9,
LOS ANGELES,9001730B,3849,228,N,,VBM PORTION,61,54,4,
LOS ANGELES,9001730B,3849,228,N,894,TOTAL,248,217,13,
LOS ANGELES,9001739A,3853,217,N,1154,POLLING PLACE,226,170,31,
LOS ANGELES,9001739A,3853,217,N,,VBM PORTION,34,27,6,
LOS ANGELES,9001739A,3853,217,N,1154,TOTAL,260,197,37,
LOS ANGELES,9001747A,3855,308,N,1094,POLLING PLACE,157,133,15,
LOS ANGELES,9001747A,3855,308,N,,VBM PORTION,35,32,2,
LOS ANGELES,9001747A,3855,308,N,1094,TOTAL,192,165,17,
LOS ANGELES,9001751A,3856,308,N,745,POLLING PLACE,33,21,11,
LOS ANGELES,9001751A,3856,308,N,,VBM PORTION,58,30,9,
LOS ANGELES,9001751A,3856,308,N,745,TOTAL,91,51,20,
LOS ANGELES,9001755A,3858,308,N,1123,POLLING PLACE,177,146,21,
LOS ANGELES,9001755A,3858,308,N,,VBM PORTION,32,27,4,
LOS ANGELES,9001755A,3858,308,N,1123,TOTAL,209,173,25,
LOS ANGELES,9001757A,3859,308,N,657,POLLING PLACE,98,78,15,
LOS ANGELES,9001757A,3859,308,N,,VBM PORTION,16,12,4,
LOS ANGELES,9001757A,3859,308,N,657,TOTAL,114,90,19,
LOS ANGELES,9001762A,3862,308,N,1037,POLLING PLACE,173,137,21,
LOS ANGELES,9001762A,3862,308,N,,VBM PORTION,37,31,4,
LOS ANGELES,9001762A,3862,308,N,1037,TOTAL,210,168,25,
LOS ANGELES,9001764A,3863,228,N,1073,POLLING PLACE,136,117,4,
LOS ANGELES,9001764A,3863,228,N,,VBM PORTION,45,43,,
LOS ANGELES,9001764A,3863,228,N,1073,TOTAL,181,160,4,
LOS ANGELES,9001765A,3864,228,N,849,POLLING PLACE,131,111,9,
LOS ANGELES,9001765A,3864,228,N,,VBM PORTION,36,27,2,
LOS ANGELES,9001765A,3864,228,N,849,TOTAL,167,138,11,
LOS ANGELES,9001767A,3865,228,N,773,POLLING PLACE,123,101,12,
LOS ANGELES,9001767A,3865,228,N,,VBM PORTION,35,31,2,
LOS ANGELES,9001767A,3865,228,N,773,TOTAL,158,132,14,
LOS ANGELES,9001768A,3866,228,N,1038,POLLING PLACE,120,113,2,
LOS ANGELES,9001768A,3866,228,N,,VBM PORTION,43,33,9,
LOS ANGELES,9001768A,3866,228,N,1038,TOTAL,163,146,11,
LOS ANGELES,9001769C,3867,228,N,986,POLLING PLACE,217,184,20,
LOS ANGELES,9001769C,3867,228,N,,VBM PORTION,28,25,1,
LOS ANGELES,9001769C,3867,228,N,986,TOTAL,245,209,21,
LOS ANGELES,9001770A,3868,228,N,1033,POLLING PLACE,172,152,14,
LOS ANGELES,9001770A,3868,228,N,,VBM PORTION,46,38,4,
LOS ANGELES,9001770A,3868,228,N,1033,TOTAL,218,190,18,
LOS ANGELES,9001776B,3869,228,N,1153,POLLING PLACE,156,126,12,
LOS ANGELES,9001776B,3869,228,N,,VBM PORTION,74,60,7,
LOS ANGELES,9001776B,3869,228,N,1153,TOTAL,230,186,19,
LOS ANGELES,9001777B,3870,228,N,809,POLLING PLACE,150,122,13,
LOS ANGELES,9001777B,3870,228,N,,VBM PORTION,29,25,3,
LOS ANGELES,9001777B,3870,228,N,809,TOTAL,179,147,16,
LOS ANGELES,9001779C,3871,228,N,859,POLLING PLACE,97,86,5,
LOS ANGELES,9001779C,3871,228,N,,VBM PORTION,29,25,2,
LOS ANGELES,9001779C,3871,228,N,859,TOTAL,126,111,7,
LOS ANGELES,9001782A,3874,228,N,859,POLLING PLACE,167,145,13,
LOS ANGELES,9001782A,3874,228,N,,VBM PORTION,32,26,4,
LOS ANGELES,9001782A,3874,228,N,859,TOTAL,199,171,17,
LOS ANGELES,9001782B,3875,228,N,702,POLLING PLACE,80,74,3,
LOS ANGELES,9001782B,3875,228,N,,VBM PORTION,31,30,1,
LOS ANGELES,9001782B,3875,228,N,702,TOTAL,111,104,4,
LOS ANGELES,9001783A,3876,228,N,1135,POLLING PLACE,185,162,16,
LOS ANGELES,9001783A,3876,228,N,,VBM PORTION,45,37,4,
