LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JACK ORSWELL,JUDY CHU,
EAST PASADENA,2020012A,784,80,N,592,POLLING PLACE,116,35,74,
EAST PASADENA,2020012A,784,80,N,,VBM PORTION,52,24,24,
EAST PASADENA,2020012A,784,80,N,592,TOTAL,168,59,98,
EAST SAN GABRIEL,2040001A,785,155,N,1076,POLLING PLACE,138,50,82,
EAST SAN GABRIEL,2040001A,785,155,N,,VBM PORTION,98,38,58,
EAST SAN GABRIEL,2040001A,785,155,N,1076,TOTAL,236,88,140,
EAST SAN GABRIEL,2040003A,786,155,N,1211,POLLING PLACE,141,51,82,
EAST SAN GABRIEL,2040003A,786,155,N,,VBM PORTION,87,26,57,
EAST SAN GABRIEL,2040003A,786,155,N,1211,TOTAL,228,77,139,
EAST SAN GABRIEL,2040004A,787,155,N,1055,POLLING PLACE,201,89,103,
EAST SAN GABRIEL,2040004A,787,155,N,,VBM PORTION,94,43,48,
EAST SAN GABRIEL,2040004A,787,155,N,1055,TOTAL,295,132,151,
EAST SAN GABRIEL,2040010A,788,155,N,1076,POLLING PLACE,181,70,104,
EAST SAN GABRIEL,2040010A,788,155,N,,VBM PORTION,84,36,44,
EAST SAN GABRIEL,2040010A,788,155,N,1076,TOTAL,265,106,148,
EAST SAN GABRIEL,2040012A,789,155,N,1200,POLLING PLACE,191,89,92,
EAST SAN GABRIEL,2040012A,789,155,N,,VBM PORTION,119,54,60,
EAST SAN GABRIEL,2040012A,789,155,N,1200,TOTAL,310,143,152,
EAST SAN GABRIEL,2040015A,790,155,N,1047,POLLING PLACE,234,107,118,
EAST SAN GABRIEL,2040015A,790,155,N,,VBM PORTION,141,74,61,
EAST SAN GABRIEL,2040015A,790,155,N,1047,TOTAL,375,181,179,
EAST SAN GABRIEL,2040016B,791,155,N,900,POLLING PLACE,152,65,84,
EAST SAN GABRIEL,2040016B,791,155,N,,VBM PORTION,81,38,31,
EAST SAN GABRIEL,2040016B,791,155,N,900,TOTAL,233,103,115,
EAST SAN GABRIEL,2040019A,792,155,N,1194,POLLING PLACE,218,102,104,
EAST SAN GABRIEL,2040019A,792,155,N,,VBM PORTION,109,51,55,
EAST SAN GABRIEL,2040019A,792,155,N,1194,TOTAL,327,153,159,
EAST SAN GABRIEL,2040021A,793,155,N,981,POLLING PLACE,202,91,102,
EAST SAN GABRIEL,2040021A,793,155,N,,VBM PORTION,106,49,55,
EAST SAN GABRIEL,2040021A,793,155,N,981,TOTAL,308,140,157,
FOOTHILL,2350002B,6076,85,Y,2,POLLING PLACE,,,,
FOOTHILL,2350002B,6076,85,Y,,VBM PORTION,,,,
FOOTHILL,2350002B,6076,85,Y,2,TOTAL,,,,
FOOTHILL,2350020A,6077,76,Y,58,POLLING PLACE,,,,
FOOTHILL,2350020A,6077,76,Y,,VBM PORTION,13,7,5,
FOOTHILL,2350020A,6077,76,Y,58,TOTAL,13,7,5,
FOOTHILL,2350021A,6078,88,Y,121,POLLING PLACE,,,,
FOOTHILL,2350021A,6078,88,Y,,VBM PORTION,33,11,22,
FOOTHILL,2350021A,6078,88,Y,121,TOTAL,33,11,22,
FOOTHILL,2350023A,6079,85,Y,,POLLING PLACE,,,,
FOOTHILL,2350023A,6079,85,Y,,VBM PORTION,,,,
FOOTHILL,2350023A,6079,85,Y,,TOTAL,,,,
FOOTHILL,2350026A,873,88,N,417,POLLING PLACE,109,73,33,
FOOTHILL,2350026A,873,88,N,,VBM PORTION,54,24,26,
FOOTHILL,2350026A,873,88,N,417,TOTAL,163,97,59,
FOOTHILL,2350026M,6080,85,Y,,POLLING PLACE,,,,
FOOTHILL,2350026M,6080,85,Y,,VBM PORTION,,,,
FOOTHILL,2350026M,6080,85,Y,,TOTAL,,,,
FOOTHILL,2350028A,6081,202,Y,141,POLLING PLACE,,,,
FOOTHILL,2350028A,6081,202,Y,,VBM PORTION,17,4,13,
FOOTHILL,2350028A,6081,202,Y,141,TOTAL,17,4,13,
FOOTHILL,2350029A,6082,202,Y,103,POLLING PLACE,,,,
FOOTHILL,2350029A,6082,202,Y,,VBM PORTION,10,8,2,
FOOTHILL,2350029A,6082,202,Y,103,TOTAL,10,8,2,
FOOTHILL,2350030A,6083,88,Y,227,POLLING PLACE,,,,
FOOTHILL,2350030A,6083,88,Y,,VBM PORTION,50,29,18,
FOOTHILL,2350030A,6083,88,Y,227,TOTAL,50,29,18,
FOOTHILL,2350031B,6084,75,Y,45,POLLING PLACE,,,,
FOOTHILL,2350031B,6084,75,Y,,VBM PORTION,10,7,3,
FOOTHILL,2350031B,6084,75,Y,45,TOTAL,10,7,3,
GLENDORA,2600001A,986,140,N,1050,POLLING PLACE,274,171,97,
GLENDORA,2600001A,986,140,N,,VBM PORTION,131,81,42,
GLENDORA,2600001A,986,140,N,1050,TOTAL,405,252,139,
GLENDORA,2600002A,987,140,N,1206,POLLING PLACE,258,161,90,
GLENDORA,2600002A,987,140,N,,VBM PORTION,104,50,45,
GLENDORA,2600002A,987,140,N,1206,TOTAL,362,211,135,
GLENDORA,2600008A,988,140,N,1279,POLLING PLACE,302,216,74,
GLENDORA,2600008A,988,140,N,,VBM PORTION,188,140,35,
GLENDORA,2600008A,988,140,N,1279,TOTAL,490,356,109,
GLENDORA,2600009A,989,140,N,1149,POLLING PLACE,320,225,84,
GLENDORA,2600009A,989,140,N,,VBM PORTION,137,86,37,
GLENDORA,2600009A,989,140,N,1149,TOTAL,457,311,121,
GLENDORA,2600010A,990,140,N,1178,POLLING PLACE,335,234,89,
GLENDORA,2600010A,990,140,N,,VBM PORTION,133,85,35,
GLENDORA,2600010A,990,140,N,1178,TOTAL,468,319,124,
GLENDORA,2600011A,991,140,N,1095,POLLING PLACE,183,91,79,
GLENDORA,2600011A,991,140,N,,VBM PORTION,88,52,28,
GLENDORA,2600011A,991,140,N,1095,TOTAL,271,143,107,
GLENDORA,2600016A,992,140,N,943,POLLING PLACE,202,127,66,
GLENDORA,2600016A,992,140,N,,VBM PORTION,90,50,30,
GLENDORA,2600016A,992,140,N,943,TOTAL,292,177,96,
GLENDORA,2600018B,993,140,N,775,POLLING PLACE,161,109,44,
GLENDORA,2600018B,993,140,N,,VBM PORTION,108,77,23,
GLENDORA,2600018B,993,140,N,775,TOTAL,269,186,67,
GLENDORA,2600019A,994,140,N,659,POLLING PLACE,159,98,51,
GLENDORA,2600019A,994,140,N,,VBM PORTION,79,48,23,
GLENDORA,2600019A,994,140,N,659,TOTAL,238,146,74,
GLENDORA,2600022A,995,140,N,1199,POLLING PLACE,218,118,83,
GLENDORA,2600022A,995,140,N,,VBM PORTION,61,29,25,
GLENDORA,2600022A,995,140,N,1199,TOTAL,279,147,108,
GLENDORA,2600023A,996,140,N,630,POLLING PLACE,146,97,42,
GLENDORA,2600023A,996,140,N,,VBM PORTION,55,38,13,
GLENDORA,2600023A,996,140,N,630,TOTAL,201,135,55,
GLENDORA,2600058A,1003,140,N,1254,POLLING PLACE,286,183,93,
GLENDORA,2600058A,1003,140,N,,VBM PORTION,113,75,33,
GLENDORA,2600058A,1003,140,N,1254,TOTAL,399,258,126,
GLENDORA,2600059A,1004,140,N,956,POLLING PLACE,221,154,54,
GLENDORA,2600059A,1004,140,N,,VBM PORTION,82,50,29,
GLENDORA,2600059A,1004,140,N,956,TOTAL,303,204,83,
GLENDORA,2600062A,1006,140,N,1237,POLLING PLACE,288,216,55,
GLENDORA,2600062A,1006,140,N,,VBM PORTION,163,119,32,
GLENDORA,2600062A,1006,140,N,1237,TOTAL,451,335,87,
GLENDORA,2600063A,1007,140,N,1184,POLLING PLACE,285,202,59,
GLENDORA,2600063A,1007,140,N,,VBM PORTION,148,104,33,
GLENDORA,2600063A,1007,140,N,1184,TOTAL,433,306,92,
GLENDORA,2600064A,1008,140,N,1243,POLLING PLACE,291,188,91,
GLENDORA,2600064A,1008,140,N,,VBM PORTION,114,77,29,
GLENDORA,2600064A,1008,140,N,1243,TOTAL,405,265,120,
GLENDORA,2600096A,1010,140,N,522,POLLING PLACE,75,29,45,
GLENDORA,2600096A,1010,140,N,,VBM PORTION,33,15,15,
GLENDORA,2600096A,1010,140,N,522,TOTAL,108,44,60,
GLENDORA,2600096B,1011,140,N,821,POLLING PLACE,169,96,67,
GLENDORA,2600096B,1011,140,N,,VBM PORTION,85,51,33,
GLENDORA,2600096B,1011,140,N,821,TOTAL,254,147,100,
GLENDORA,2600098A,1014,140,N,702,POLLING PLACE,110,69,34,
GLENDORA,2600098A,1014,140,N,,VBM PORTION,87,53,27,
GLENDORA,2600098A,1014,140,N,702,TOTAL,197,122,61,
GLENDORA,2600104A,1015,140,N,1181,POLLING PLACE,278,187,79,
GLENDORA,2600104A,1015,140,N,,VBM PORTION,148,106,31,
GLENDORA,2600104A,1015,140,N,1181,TOTAL,426,293,110,
GLENDORA,2600104B,6090,139,Y,,POLLING PLACE,,,,
GLENDORA,2600104B,6090,139,Y,,VBM PORTION,,,,
GLENDORA,2600104B,6090,139,Y,,TOTAL,,,,
GLENDORA,2600106A,1016,140,N,1167,POLLING PLACE,205,124,67,
GLENDORA,2600106A,1016,140,N,,VBM PORTION,107,46,55,
GLENDORA,2600106A,1016,140,N,1167,TOTAL,312,170,122,
GLENDORA,2600108A,1017,140,N,797,POLLING PLACE,180,103,57,
GLENDORA,2600108A,1017,140,N,,VBM PORTION,53,33,16,
GLENDORA,2600108A,1017,140,N,797,TOTAL,233,136,73,
KINNELOA MESA,3080002A,1173,86,N,893,POLLING PLACE,201,90,106,
KINNELOA MESA,3080002A,1173,86,N,,VBM PORTION,140,79,56,
KINNELOA MESA,3080002A,1173,86,N,893,TOTAL,341,169,162,
LAMANDA,3500010B,6123,85,Y,3,POLLING PLACE,,,,
LAMANDA,3500010B,6123,85,Y,,VBM PORTION,,,,
LAMANDA,3500010B,6123,85,Y,3,TOTAL,,,,
LAMANDA,3500016A,6124,76,Y,22,POLLING PLACE,,,,
LAMANDA,3500016A,6124,76,Y,,VBM PORTION,2,2,,
LAMANDA,3500016A,6124,76,Y,22,TOTAL,2,2,,
LITTLEROCK,3700003A,6135,25,Y,2,POLLING PLACE,,,,
LITTLEROCK,3700003A,6135,25,Y,,VBM PORTION,,,,
LITTLEROCK,3700003A,6135,25,Y,2,TOTAL,,,,
LLANO,3750006A,6136,73,Y,,POLLING PLACE,,,,
LLANO,3750006A,6136,73,Y,,VBM PORTION,,,,
LLANO,3750006A,6136,73,Y,,TOTAL,,,,
LLANO,3750008F,6137,28,Y,,POLLING PLACE,,,,
LLANO,3750008F,6137,28,Y,,VBM PORTION,,,,
LLANO,3750008F,6137,28,Y,,TOTAL,,,,
LLANO,3750009A,6138,74,Y,,POLLING PLACE,,,,
LLANO,3750009A,6138,74,Y,,VBM PORTION,,,,
LLANO,3750009A,6138,74,Y,,TOTAL,,,,
LLANO,3750009B,6139,77,Y,,POLLING PLACE,,,,
LLANO,3750009B,6139,77,Y,,VBM PORTION,,,,
LLANO,3750009B,6139,77,Y,,TOTAL,,,,
LLANO,3750012A,6140,26,Y,28,POLLING PLACE,,,,
LLANO,3750012A,6140,26,Y,,VBM PORTION,8,6,2,
LLANO,3750012A,6140,26,Y,28,TOTAL,8,6,2,
LLANO,3750047A,6141,26,Y,97,POLLING PLACE,,,,
LLANO,3750047A,6141,26,Y,,VBM PORTION,24,19,3,
LLANO,3750047A,6141,26,Y,97,TOTAL,24,19,3,
MONROVIA,4400004A,1756,89,N,1094,POLLING PLACE,288,184,90,
MONROVIA,4400004A,1756,89,N,,VBM PORTION,130,74,49,
MONROVIA,4400004A,1756,89,N,1094,TOTAL,418,258,139,
MONROVIA,4400008A,1758,89,N,661,POLLING PLACE,198,126,68,
MONROVIA,4400008A,1758,89,N,,VBM PORTION,72,44,27,
MONROVIA,4400008A,1758,89,N,661,TOTAL,270,170,95,
MONROVIA,4400010A,1760,89,N,812,POLLING PLACE,279,157,107,
MONROVIA,4400010A,1760,89,N,,VBM PORTION,73,45,24,
MONROVIA,4400010A,1760,89,N,812,TOTAL,352,202,131,
MONROVIA,4400022A,6155,162,Y,4,POLLING PLACE,,,,
MONROVIA,4400022A,6155,162,Y,,VBM PORTION,,,,
MONROVIA,4400022A,6155,162,Y,4,TOTAL,,,,
MONTEREY PARK,4500001A,1807,151,N,864,POLLING PLACE,93,21,59,
MONTEREY PARK,4500001A,1807,151,N,,VBM PORTION,42,5,33,
MONTEREY PARK,4500001A,1807,151,N,864,TOTAL,135,26,92,
MONTEREY PARK,4500002A,1808,151,N,784,POLLING PLACE,110,22,74,
MONTEREY PARK,4500002A,1808,151,N,,VBM PORTION,30,7,21,
MONTEREY PARK,4500002A,1808,151,N,784,TOTAL,140,29,95,
MONTEREY PARK,4500003A,1809,151,N,713,POLLING PLACE,102,21,78,
MONTEREY PARK,4500003A,1809,151,N,,VBM PORTION,79,23,50,
MONTEREY PARK,4500003A,1809,151,N,713,TOTAL,181,44,128,
MONTEREY PARK,4500005A,1810,151,N,1245,POLLING PLACE,202,64,127,
MONTEREY PARK,4500005A,1810,151,N,,VBM PORTION,130,36,84,
MONTEREY PARK,4500005A,1810,151,N,1245,TOTAL,332,100,211,
MONTEREY PARK,4500007A,1811,151,N,870,POLLING PLACE,96,27,55,
MONTEREY PARK,4500007A,1811,151,N,,VBM PORTION,42,7,32,
MONTEREY PARK,4500007A,1811,151,N,870,TOTAL,138,34,87,
MONTEREY PARK,4500009A,1812,151,N,1203,POLLING PLACE,187,63,115,
MONTEREY PARK,4500009A,1812,151,N,,VBM PORTION,97,28,60,
MONTEREY PARK,4500009A,1812,151,N,1203,TOTAL,284,91,175,
MONTEREY PARK,4500010A,1813,151,N,1138,POLLING PLACE,150,44,104,
MONTEREY PARK,4500010A,1813,151,N,,VBM PORTION,101,18,79,
MONTEREY PARK,4500010A,1813,151,N,1138,TOTAL,251,62,183,
MONTEREY PARK,4500011C,6158,148,Y,2,POLLING PLACE,,,,
MONTEREY PARK,4500011C,6158,148,Y,,VBM PORTION,,,,
MONTEREY PARK,4500011C,6158,148,Y,2,TOTAL,,,,
MONTEREY PARK,4500011D,6159,163,Y,,POLLING PLACE,,,,
MONTEREY PARK,4500011D,6159,163,Y,,VBM PORTION,,,,
MONTEREY PARK,4500011D,6159,163,Y,,TOTAL,,,,
MONTEREY PARK,4500014A,1814,151,N,1212,POLLING PLACE,121,41,70,
MONTEREY PARK,4500014A,1814,151,N,,VBM PORTION,81,24,51,
MONTEREY PARK,4500014A,1814,151,N,1212,TOTAL,202,65,121,
MONTEREY PARK,4500016A,1815,151,N,1168,POLLING PLACE,155,45,102,
MONTEREY PARK,4500016A,1815,151,N,,VBM PORTION,76,19,54,
MONTEREY PARK,4500016A,1815,151,N,1168,TOTAL,231,64,156,
MONTEREY PARK,4500017A,1816,151,N,1063,POLLING PLACE,196,52,137,
MONTEREY PARK,4500017A,1816,151,N,,VBM PORTION,60,9,47,
MONTEREY PARK,4500017A,1816,151,N,1063,TOTAL,256,61,184,
MONTEREY PARK,4500019A,1817,151,N,875,POLLING PLACE,156,37,116,
MONTEREY PARK,4500019A,1817,151,N,,VBM PORTION,79,13,63,
MONTEREY PARK,4500019A,1817,151,N,875,TOTAL,235,50,179,
MONTEREY PARK,4500021A,1818,151,N,996,POLLING PLACE,99,27,68,
MONTEREY PARK,4500021A,1818,151,N,,VBM PORTION,41,7,31,
MONTEREY PARK,4500021A,1818,151,N,996,TOTAL,140,34,99,
MONTEREY PARK,4500023A,1819,151,N,1145,POLLING PLACE,175,52,113,
MONTEREY PARK,4500023A,1819,151,N,,VBM PORTION,118,33,78,
MONTEREY PARK,4500023A,1819,151,N,1145,TOTAL,293,85,191,
MONTEREY PARK,4500023B,1820,155,N,229,POLLING PLACE,29,10,18,
MONTEREY PARK,4500023B,1820,155,N,,VBM PORTION,24,3,19,
MONTEREY PARK,4500023B,1820,155,N,229,TOTAL,53,13,37,
MONTEREY PARK,4500024C,6160,163,Y,,POLLING PLACE,,,,
MONTEREY PARK,4500024C,6160,163,Y,,VBM PORTION,,,,
MONTEREY PARK,4500024C,6160,163,Y,,TOTAL,,,,
MONTEREY PARK,4500025A,1821,155,N,1206,POLLING PLACE,198,55,133,
MONTEREY PARK,4500025A,1821,155,N,,VBM PORTION,75,23,46,
MONTEREY PARK,4500025A,1821,155,N,1206,TOTAL,273,78,179,
MONTEREY PARK,4500026A,1822,155,N,1094,POLLING PLACE,160,47,108,
MONTEREY PARK,4500026A,1822,155,N,,VBM PORTION,63,9,47,
MONTEREY PARK,4500026A,1822,155,N,1094,TOTAL,223,56,155,
MONTEREY PARK,4500030A,1823,155,N,1177,POLLING PLACE,222,51,150,
MONTEREY PARK,4500030A,1823,155,N,,VBM PORTION,72,17,51,
MONTEREY PARK,4500030A,1823,155,N,1177,TOTAL,294,68,201,
MONTEREY PARK,4500031B,1824,151,N,1045,POLLING PLACE,95,22,66,
MONTEREY PARK,4500031B,1824,151,N,,VBM PORTION,69,10,54,
MONTEREY PARK,4500031B,1824,151,N,1045,TOTAL,164,32,120,
MONTEREY PARK,4500032A,1825,151,N,1142,POLLING PLACE,210,60,138,
MONTEREY PARK,4500032A,1825,151,N,,VBM PORTION,107,39,62,
MONTEREY PARK,4500032A,1825,151,N,1142,TOTAL,317,99,200,
MONTEREY PARK,4500034B,1826,151,N,1036,POLLING PLACE,104,29,68,
MONTEREY PARK,4500034B,1826,151,N,,VBM PORTION,56,11,39,
MONTEREY PARK,4500034B,1826,151,N,1036,TOTAL,160,40,107,
MONTEREY PARK,4500035A,1827,155,N,1221,POLLING PLACE,148,42,97,
MONTEREY PARK,4500035A,1827,155,N,,VBM PORTION,73,22,42,
MONTEREY PARK,4500035A,1827,155,N,1221,TOTAL,221,64,139,
MONTEREY PARK,4500044A,1828,151,N,1263,POLLING PLACE,228,79,142,
MONTEREY PARK,4500044A,1828,151,N,,VBM PORTION,137,40,89,
MONTEREY PARK,4500044A,1828,151,N,1263,TOTAL,365,119,231,
MONTEREY PARK,4500047B,1829,151,N,917,POLLING PLACE,102,26,72,
MONTEREY PARK,4500047B,1829,151,N,,VBM PORTION,44,8,32,
MONTEREY PARK,4500047B,1829,151,N,917,TOTAL,146,34,104,
MONTEREY PARK,4500052A,1830,155,N,1101,POLLING PLACE,190,68,117,
MONTEREY PARK,4500052A,1830,155,N,,VBM PORTION,48,10,37,
MONTEREY PARK,4500052A,1830,155,N,1101,TOTAL,238,78,154,
MONTEREY PARK,4500090A,1831,152,N,1044,POLLING PLACE,129,21,101,
MONTEREY PARK,4500090A,1831,152,N,,VBM PORTION,44,7,30,
MONTEREY PARK,4500090A,1831,152,N,1044,TOTAL,173,28,131,
PASADENA,5150002A,1985,85,N,538,POLLING PLACE,135,5,120,
PASADENA,5150002A,1985,85,N,,VBM PORTION,48,7,40,
PASADENA,5150002A,1985,85,N,538,TOTAL,183,12,160,
PASADENA,5150005A,1987,85,N,986,POLLING PLACE,193,31,154,
PASADENA,5150005A,1987,85,N,,VBM PORTION,89,26,57,
PASADENA,5150005A,1987,85,N,986,TOTAL,282,57,211,
PASADENA,5150006B,1988,85,N,1064,POLLING PLACE,199,29,167,
PASADENA,5150006B,1988,85,N,,VBM PORTION,107,27,79,
PASADENA,5150006B,1988,85,N,1064,TOTAL,306,56,246,
PASADENA,5150007A,1989,85,N,994,POLLING PLACE,158,16,133,
PASADENA,5150007A,1989,85,N,,VBM PORTION,40,3,36,
PASADENA,5150007A,1989,85,N,994,TOTAL,198,19,169,
PASADENA,5150007B,6178,81,Y,,POLLING PLACE,,,,
PASADENA,5150007B,6178,81,Y,,VBM PORTION,,,,
PASADENA,5150007B,6178,81,Y,,TOTAL,,,,
PASADENA,5150008A,1990,85,N,955,POLLING PLACE,160,15,136,
PASADENA,5150008A,1990,85,N,,VBM PORTION,36,1,33,
PASADENA,5150008A,1990,85,N,955,TOTAL,196,16,169,
PASADENA,5150012A,1991,85,N,808,POLLING PLACE,88,10,71,
PASADENA,5150012A,1991,85,N,,VBM PORTION,23,4,14,
PASADENA,5150012A,1991,85,N,808,TOTAL,111,14,85,
PASADENA,5150015A,1993,85,N,1268,POLLING PLACE,309,159,139,
PASADENA,5150015A,1993,85,N,,VBM PORTION,174,96,71,
PASADENA,5150015A,1993,85,N,1268,TOTAL,483,255,210,
PASADENA,5150021B,1994,85,N,909,POLLING PLACE,197,41,141,
PASADENA,5150021B,1994,85,N,,VBM PORTION,51,9,42,
PASADENA,5150021B,1994,85,N,909,TOTAL,248,50,183,
PASADENA,5150025A,1995,85,N,1274,POLLING PLACE,320,69,240,
PASADENA,5150025A,1995,85,N,,VBM PORTION,89,19,61,
PASADENA,5150025A,1995,85,N,1274,TOTAL,409,88,301,
PASADENA,5150029A,1996,85,N,854,POLLING PLACE,139,22,110,
PASADENA,5150029A,1996,85,N,,VBM PORTION,35,14,19,
PASADENA,5150029A,1996,85,N,854,TOTAL,174,36,129,
PASADENA,5150033A,1997,85,N,817,POLLING PLACE,164,41,121,
PASADENA,5150033A,1997,85,N,,VBM PORTION,54,17,33,
PASADENA,5150033A,1997,85,N,817,TOTAL,218,58,154,
PASADENA,5150035A,1998,85,N,971,POLLING PLACE,240,96,134,
PASADENA,5150035A,1998,85,N,,VBM PORTION,87,46,39,
PASADENA,5150035A,1998,85,N,971,TOTAL,327,142,173,
PASADENA,5150037B,1999,85,N,1143,POLLING PLACE,300,103,185,
PASADENA,5150037B,1999,85,N,,VBM PORTION,142,72,64,
PASADENA,5150037B,1999,85,N,1143,TOTAL,442,175,249,
PASADENA,5150038A,2000,85,N,639,POLLING PLACE,158,61,89,
PASADENA,5150038A,2000,85,N,,VBM PORTION,82,42,37,
PASADENA,5150038A,2000,85,N,639,TOTAL,240,103,126,
PASADENA,5150038C,2001,86,N,293,POLLING PLACE,59,16,39,
PASADENA,5150038C,2001,86,N,,VBM PORTION,39,17,22,
PASADENA,5150038C,2001,86,N,293,TOTAL,98,33,61,
PASADENA,5150040A,2002,85,N,833,POLLING PLACE,141,26,103,
PASADENA,5150040A,2002,85,N,,VBM PORTION,51,8,38,
PASADENA,5150040A,2002,85,N,833,TOTAL,192,34,141,
PASADENA,5150041A,2003,85,N,1226,POLLING PLACE,202,27,168,
PASADENA,5150041A,2003,85,N,,VBM PORTION,73,17,53,
PASADENA,5150041A,2003,85,N,1226,TOTAL,275,44,221,
PASADENA,5150042A,2004,85,N,1144,POLLING PLACE,251,36,203,
PASADENA,5150042A,2004,85,N,,VBM PORTION,56,13,41,
PASADENA,5150042A,2004,85,N,1144,TOTAL,307,49,244,
PASADENA,5150043A,2005,85,N,1150,POLLING PLACE,120,16,101,
PASADENA,5150043A,2005,85,N,,VBM PORTION,51,2,43,
PASADENA,5150043A,2005,85,N,1150,TOTAL,171,18,144,
PASADENA,5150044A,2006,85,N,1182,POLLING PLACE,185,30,148,
PASADENA,5150044A,2006,85,N,,VBM PORTION,111,35,72,
PASADENA,5150044A,2006,85,N,1182,TOTAL,296,65,220,
PASADENA,5150045A,2007,85,N,1200,POLLING PLACE,157,22,129,
PASADENA,5150045A,2007,85,N,,VBM PORTION,55,8,46,
PASADENA,5150045A,2007,85,N,1200,TOTAL,212,30,175,
PASADENA,5150046A,2008,85,N,973,POLLING PLACE,114,20,84,
PASADENA,5150046A,2008,85,N,,VBM PORTION,32,3,26,
PASADENA,5150046A,2008,85,N,973,TOTAL,146,23,110,
PASADENA,5150049A,2009,85,N,1086,POLLING PLACE,282,82,195,
PASADENA,5150049A,2009,85,N,,VBM PORTION,83,24,56,
PASADENA,5150049A,2009,85,N,1086,TOTAL,365,106,251,
PASADENA,5150053A,2010,85,N,1109,POLLING PLACE,202,39,155,
PASADENA,5150053A,2010,85,N,,VBM PORTION,77,18,54,
PASADENA,5150053A,2010,85,N,1109,TOTAL,279,57,209,
PASADENA,5150057A,2011,85,N,1369,POLLING PLACE,250,60,181,
PASADENA,5150057A,2011,85,N,,VBM PORTION,102,28,71,
PASADENA,5150057A,2011,85,N,1369,TOTAL,352,88,252,
PASADENA,5150061B,2012,85,N,1136,POLLING PLACE,218,30,175,
PASADENA,5150061B,2012,85,N,,VBM PORTION,65,22,41,
PASADENA,5150061B,2012,85,N,1136,TOTAL,283,52,216,
PASADENA,5150063B,2013,89,N,111,POLLING PLACE,12,4,7,
PASADENA,5150063B,2013,89,N,,VBM PORTION,7,4,3,
PASADENA,5150063B,2013,89,N,111,TOTAL,19,8,10,
PASADENA,5150065A,2014,85,N,1206,POLLING PLACE,269,76,180,
PASADENA,5150065A,2014,85,N,,VBM PORTION,83,22,53,
PASADENA,5150065A,2014,85,N,1206,TOTAL,352,98,233,
PASADENA,5150066A,2015,85,N,1084,POLLING PLACE,155,39,114,
PASADENA,5150066A,2015,85,N,,VBM PORTION,52,13,34,
PASADENA,5150066A,2015,85,N,1084,TOTAL,207,52,148,
PASADENA,5150069A,2016,85,N,883,POLLING PLACE,131,30,92,
PASADENA,5150069A,2016,85,N,,VBM PORTION,53,20,32,
PASADENA,5150069A,2016,85,N,883,TOTAL,184,50,124,
PASADENA,5150070A,2017,85,N,775,POLLING PLACE,169,46,111,
PASADENA,5150070A,2017,85,N,,VBM PORTION,55,23,30,
PASADENA,5150070A,2017,85,N,775,TOTAL,224,69,141,
PASADENA,5150071A,2018,85,N,766,POLLING PLACE,180,84,86,
PASADENA,5150071A,2018,85,N,,VBM PORTION,70,29,37,
PASADENA,5150071A,2018,85,N,766,TOTAL,250,113,123,
PASADENA,5150074A,2019,85,N,930,POLLING PLACE,209,70,129,
PASADENA,5150074A,2019,85,N,,VBM PORTION,61,22,36,
PASADENA,5150074A,2019,85,N,930,TOTAL,270,92,165,
PASADENA,5150075A,2020,85,N,838,POLLING PLACE,244,96,138,
PASADENA,5150075A,2020,85,N,,VBM PORTION,129,55,70,
PASADENA,5150075A,2020,85,N,838,TOTAL,373,151,208,
PASADENA,5150079A,2021,85,N,881,POLLING PLACE,214,77,127,
PASADENA,5150079A,2021,85,N,,VBM PORTION,109,51,56,
PASADENA,5150079A,2021,85,N,881,TOTAL,323,128,183,
PASADENA,5150080A,2022,85,N,956,POLLING PLACE,163,45,106,
PASADENA,5150080A,2022,85,N,,VBM PORTION,53,17,34,
PASADENA,5150080A,2022,85,N,956,TOTAL,216,62,140,
PASADENA,5150081B,6180,89,Y,26,POLLING PLACE,,,,
PASADENA,5150081B,6180,89,Y,,VBM PORTION,6,1,5,
PASADENA,5150081B,6180,89,Y,26,TOTAL,6,1,5,
PASADENA,5150090B,6181,86,Y,50,POLLING PLACE,,,,
PASADENA,5150090B,6181,86,Y,,VBM PORTION,7,4,3,
PASADENA,5150090B,6181,86,Y,50,TOTAL,7,4,3,
PASADENA,5150090E,2023,85,N,1187,POLLING PLACE,275,134,131,
PASADENA,5150090E,2023,85,N,,VBM PORTION,136,79,52,
PASADENA,5150090E,2023,85,N,1187,TOTAL,411,213,183,
PASADENA,5150091A,2024,85,N,933,POLLING PLACE,186,91,86,
PASADENA,5150091A,2024,85,N,,VBM PORTION,113,59,49,
PASADENA,5150091A,2024,85,N,933,TOTAL,299,150,135,
PASADENA,5150102A,2029,85,N,924,POLLING PLACE,196,52,135,
PASADENA,5150102A,2029,85,N,,VBM PORTION,100,29,61,
PASADENA,5150102A,2029,85,N,924,TOTAL,296,81,196,
PASADENA,5150108A,2030,85,N,1459,POLLING PLACE,336,160,165,
PASADENA,5150108A,2030,85,N,,VBM PORTION,225,113,102,
PASADENA,5150108A,2030,85,N,1459,TOTAL,561,273,267,
PASADENA,5150110A,2031,85,N,1424,POLLING PLACE,324,81,231,
PASADENA,5150110A,2031,85,N,,VBM PORTION,157,46,100,
PASADENA,5150110A,2031,85,N,1424,TOTAL,481,127,331,
