LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,R JONES-SAWYER,
LOS ANGELES,9002179A,4053,309,N,798,POLLING PLACE,139,130,
LOS ANGELES,9002179A,4053,309,N,,VBM PORTION,28,25,
LOS ANGELES,9002179A,4053,309,N,798,TOTAL,167,155,
LOS ANGELES,9002211A,4065,309,N,1202,POLLING PLACE,220,203,
LOS ANGELES,9002211A,4065,309,N,,VBM PORTION,64,55,
LOS ANGELES,9002211A,4065,309,N,1202,TOTAL,284,258,
LOS ANGELES,9002214A,4066,309,N,1083,POLLING PLACE,268,239,
LOS ANGELES,9002214A,4066,309,N,,VBM PORTION,64,53,
LOS ANGELES,9002214A,4066,309,N,1083,TOTAL,332,292,
LOS ANGELES,9002219A,4067,309,N,952,POLLING PLACE,193,176,
LOS ANGELES,9002219A,4067,309,N,,VBM PORTION,36,34,
LOS ANGELES,9002219A,4067,309,N,952,TOTAL,229,210,
LOS ANGELES,9002344A,4125,311,N,1016,POLLING PLACE,125,100,
LOS ANGELES,9002344A,4125,311,N,,VBM PORTION,12,11,
LOS ANGELES,9002344A,4125,311,N,1016,TOTAL,137,111,
LOS ANGELES,9002350A,4129,315,N,457,POLLING PLACE,55,51,
LOS ANGELES,9002350A,4129,315,N,,VBM PORTION,6,5,
LOS ANGELES,9002350A,4129,315,N,457,TOTAL,61,56,
LOS ANGELES,9002449A,6296,312,Y,20,POLLING PLACE,,,
LOS ANGELES,9002449A,6296,312,Y,,VBM PORTION,1,1,
LOS ANGELES,9002449A,6296,312,Y,20,TOTAL,1,1,
LOS ANGELES,9002451A,4166,308,N,998,POLLING PLACE,113,93,
LOS ANGELES,9002451A,4166,308,N,,VBM PORTION,44,31,
LOS ANGELES,9002451A,4166,308,N,998,TOTAL,157,124,
LOS ANGELES,9002454A,4167,308,N,1087,POLLING PLACE,152,127,
LOS ANGELES,9002454A,4167,308,N,,VBM PORTION,28,23,
LOS ANGELES,9002454A,4167,308,N,1087,TOTAL,180,150,
LOS ANGELES,9002456A,4168,309,N,820,POLLING PLACE,110,81,
LOS ANGELES,9002456A,4168,309,N,,VBM PORTION,25,21,
LOS ANGELES,9002456A,4168,309,N,820,TOTAL,135,102,
LOS ANGELES,9002459A,4169,309,N,1073,POLLING PLACE,154,134,
LOS ANGELES,9002459A,4169,309,N,,VBM PORTION,38,28,
LOS ANGELES,9002459A,4169,309,N,1073,TOTAL,192,162,
LOS ANGELES,9002461A,4170,309,N,861,POLLING PLACE,147,135,
LOS ANGELES,9002461A,4170,309,N,,VBM PORTION,26,21,
LOS ANGELES,9002461A,4170,309,N,861,TOTAL,173,156,
LOS ANGELES,9002465A,4171,309,N,1119,POLLING PLACE,137,120,
LOS ANGELES,9002465A,4171,309,N,,VBM PORTION,41,33,
LOS ANGELES,9002465A,4171,309,N,1119,TOTAL,178,153,
LOS ANGELES,9002466A,4172,309,N,822,POLLING PLACE,78,72,
LOS ANGELES,9002466A,4172,309,N,,VBM PORTION,30,28,
LOS ANGELES,9002466A,4172,309,N,822,TOTAL,108,100,
LOS ANGELES,9002471A,4173,309,N,1025,POLLING PLACE,79,66,
LOS ANGELES,9002471A,4173,309,N,,VBM PORTION,32,30,
LOS ANGELES,9002471A,4173,309,N,1025,TOTAL,111,96,
LOS ANGELES,9002472B,4174,309,N,636,POLLING PLACE,63,57,
LOS ANGELES,9002472B,4174,309,N,,VBM PORTION,22,20,
LOS ANGELES,9002472B,4174,309,N,636,TOTAL,85,77,
LOS ANGELES,9002477A,4178,309,N,1106,POLLING PLACE,219,195,
LOS ANGELES,9002477A,4178,309,N,,VBM PORTION,34,32,
LOS ANGELES,9002477A,4178,309,N,1106,TOTAL,253,227,
LOS ANGELES,9002481A,4179,309,N,1004,POLLING PLACE,180,170,
LOS ANGELES,9002481A,4179,309,N,,VBM PORTION,15,14,
LOS ANGELES,9002481A,4179,309,N,1004,TOTAL,195,184,
LOS ANGELES,9002482A,4180,309,N,829,POLLING PLACE,135,121,
LOS ANGELES,9002482A,4180,309,N,,VBM PORTION,30,26,
LOS ANGELES,9002482A,4180,309,N,829,TOTAL,165,147,
LOS ANGELES,9002484B,4181,309,N,819,POLLING PLACE,152,142,
LOS ANGELES,9002484B,4181,309,N,,VBM PORTION,27,22,
LOS ANGELES,9002484B,4181,309,N,819,TOTAL,179,164,
LOS ANGELES,9002485A,4182,309,N,751,POLLING PLACE,118,110,
LOS ANGELES,9002485A,4182,309,N,,VBM PORTION,14,13,
LOS ANGELES,9002485A,4182,309,N,751,TOTAL,132,123,
LOS ANGELES,9002489A,4183,309,N,863,POLLING PLACE,163,146,
LOS ANGELES,9002489A,4183,309,N,,VBM PORTION,34,32,
LOS ANGELES,9002489A,4183,309,N,863,TOTAL,197,178,
LOS ANGELES,9002491A,4184,312,N,686,POLLING PLACE,56,54,
LOS ANGELES,9002491A,4184,312,N,,VBM PORTION,7,6,
LOS ANGELES,9002491A,4184,312,N,686,TOTAL,63,60,
LOS ANGELES,9002492A,4185,309,N,1064,POLLING PLACE,225,207,
LOS ANGELES,9002492A,4185,309,N,,VBM PORTION,35,26,
LOS ANGELES,9002492A,4185,309,N,1064,TOTAL,260,233,
LOS ANGELES,9002497A,4189,312,N,664,POLLING PLACE,155,134,
LOS ANGELES,9002497A,4189,312,N,,VBM PORTION,51,43,
LOS ANGELES,9002497A,4189,312,N,664,TOTAL,206,177,
LOS ANGELES,9002499A,4190,312,N,1019,POLLING PLACE,233,208,
LOS ANGELES,9002499A,4190,312,N,,VBM PORTION,61,53,
LOS ANGELES,9002499A,4190,312,N,1019,TOTAL,294,261,
LOS ANGELES,9002500A,4191,312,N,841,POLLING PLACE,206,190,
LOS ANGELES,9002500A,4191,312,N,,VBM PORTION,54,45,
LOS ANGELES,9002500A,4191,312,N,841,TOTAL,260,235,
LOS ANGELES,9002503A,4193,312,N,982,POLLING PLACE,165,153,
LOS ANGELES,9002503A,4193,312,N,,VBM PORTION,46,42,
LOS ANGELES,9002503A,4193,312,N,982,TOTAL,211,195,
LOS ANGELES,9002521A,4199,312,N,1040,POLLING PLACE,134,117,
LOS ANGELES,9002521A,4199,312,N,,VBM PORTION,30,23,
LOS ANGELES,9002521A,4199,312,N,1040,TOTAL,164,140,
LOS ANGELES,9002523A,4200,312,N,931,POLLING PLACE,136,121,
LOS ANGELES,9002523A,4200,312,N,,VBM PORTION,27,27,
LOS ANGELES,9002523A,4200,312,N,931,TOTAL,163,148,
LOS ANGELES,9002525A,4201,312,N,1004,POLLING PLACE,166,152,
LOS ANGELES,9002525A,4201,312,N,,VBM PORTION,26,23,
LOS ANGELES,9002525A,4201,312,N,1004,TOTAL,192,175,
LOS ANGELES,9002624A,6315,307,Y,5,POLLING PLACE,,,
LOS ANGELES,9002624A,6315,307,Y,,VBM PORTION,,,
LOS ANGELES,9002624A,6315,307,Y,5,TOTAL,,,
LOS ANGELES,9002673C,4250,312,N,852,POLLING PLACE,132,120,
LOS ANGELES,9002673C,4250,312,N,,VBM PORTION,24,21,
LOS ANGELES,9002673C,4250,312,N,852,TOTAL,156,141,
LOS ANGELES,9002706A,4259,309,N,639,POLLING PLACE,61,54,
LOS ANGELES,9002706A,4259,309,N,,VBM PORTION,11,8,
LOS ANGELES,9002706A,4259,309,N,639,TOTAL,72,62,
LOS ANGELES,9002767A,6325,307,Y,,POLLING PLACE,,,
LOS ANGELES,9002767A,6325,307,Y,,VBM PORTION,,,
LOS ANGELES,9002767A,6325,307,Y,,TOTAL,,,
LOS ANGELES,9002768A,4268,308,N,108,POLLING PLACE,12,9,
LOS ANGELES,9002768A,4268,308,N,,VBM PORTION,,,
LOS ANGELES,9002768A,4268,308,N,108,TOTAL,12,9,
LOS ANGELES,9002787A,4272,308,N,321,POLLING PLACE,27,23,
LOS ANGELES,9002787A,4272,308,N,,VBM PORTION,16,11,
LOS ANGELES,9002787A,4272,308,N,321,TOTAL,43,34,
LOS ANGELES,9002788A,4273,309,N,734,POLLING PLACE,70,64,
LOS ANGELES,9002788A,4273,309,N,,VBM PORTION,20,17,
LOS ANGELES,9002788A,4273,309,N,734,TOTAL,90,81,
LOS ANGELES,9002789A,6326,308,Y,3,POLLING PLACE,,,
LOS ANGELES,9002789A,6326,308,Y,,VBM PORTION,,,
LOS ANGELES,9002789A,6326,308,Y,3,TOTAL,,,
LOS ANGELES,9002821A,4280,310,N,475,POLLING PLACE,61,39,
LOS ANGELES,9002821A,4280,310,N,,VBM PORTION,8,6,
LOS ANGELES,9002821A,4280,310,N,475,TOTAL,69,45,
LOS ANGELES,9002822A,6328,307,Y,,POLLING PLACE,,,
LOS ANGELES,9002822A,6328,307,Y,,VBM PORTION,,,
LOS ANGELES,9002822A,6328,307,Y,,TOTAL,,,
LOS ANGELES,9002908A,4298,309,N,1178,POLLING PLACE,155,137,
LOS ANGELES,9002908A,4298,309,N,,VBM PORTION,46,42,
LOS ANGELES,9002908A,4298,309,N,1178,TOTAL,201,179,
LOS ANGELES,9002927A,4304,309,N,918,POLLING PLACE,146,125,
LOS ANGELES,9002927A,4304,309,N,,VBM PORTION,29,25,
LOS ANGELES,9002927A,4304,309,N,918,TOTAL,175,150,
LOS ANGELES,9002929A,4305,316,N,710,POLLING PLACE,89,79,
LOS ANGELES,9002929A,4305,316,N,,VBM PORTION,12,11,
LOS ANGELES,9002929A,4305,316,N,710,TOTAL,101,90,
LOS ANGELES,9003210A,4330,308,N,505,POLLING PLACE,16,12,
LOS ANGELES,9003210A,4330,308,N,,VBM PORTION,3,2,
LOS ANGELES,9003210A,4330,308,N,505,TOTAL,19,14,
LOS ANGELES,9003240A,4337,309,N,859,POLLING PLACE,169,146,
LOS ANGELES,9003240A,4337,309,N,,VBM PORTION,26,24,
LOS ANGELES,9003240A,4337,309,N,859,TOTAL,195,170,
LOS ANGELES,9005217B,4432,311,N,954,POLLING PLACE,96,70,
LOS ANGELES,9005217B,4432,311,N,,VBM PORTION,17,17,
LOS ANGELES,9005217B,4432,311,N,954,TOTAL,113,87,
LOS ANGELES,9005414A,4453,309,N,886,POLLING PLACE,182,170,
LOS ANGELES,9005414A,4453,309,N,,VBM PORTION,37,33,
LOS ANGELES,9005414A,4453,309,N,886,TOTAL,219,203,
LOS ANGELES,9005484A,4456,309,N,931,POLLING PLACE,85,71,
LOS ANGELES,9005484A,4456,309,N,,VBM PORTION,23,17,
LOS ANGELES,9005484A,4456,309,N,931,TOTAL,108,88,
BALLOT GROUP 307,9990307A,8307,307,N,,POLLING PLACE,,,
BALLOT GROUP 307,9990307A,8307,307,N,,VBM PORTION,,,
BALLOT GROUP 307,9990307A,8307,307,N,,TOTAL,,,
BALLOT GROUP 308,9990308A,8308,308,N,,POLLING PLACE,,,
BALLOT GROUP 308,9990308A,8308,308,N,,VBM PORTION,,,
BALLOT GROUP 308,9990308A,8308,308,N,,TOTAL,,,
BALLOT GROUP 309,9990309A,8309,309,N,,POLLING PLACE,,,
BALLOT GROUP 309,9990309A,8309,309,N,,VBM PORTION,,,
BALLOT GROUP 309,9990309A,8309,309,N,,TOTAL,,,
BALLOT GROUP 310,9990310A,8310,310,N,,POLLING PLACE,,,
BALLOT GROUP 310,9990310A,8310,310,N,,VBM PORTION,,,
BALLOT GROUP 310,9990310A,8310,310,N,,TOTAL,,,
BALLOT GROUP 311,9990311A,8311,311,N,,POLLING PLACE,,,
BALLOT GROUP 311,9990311A,8311,311,N,,VBM PORTION,,,
BALLOT GROUP 311,9990311A,8311,311,N,,TOTAL,,,
BALLOT GROUP 312,9990312A,8312,312,N,,POLLING PLACE,,,
BALLOT GROUP 312,9990312A,8312,312,N,,VBM PORTION,,,
BALLOT GROUP 312,9990312A,8312,312,N,,TOTAL,,,
BALLOT GROUP 313,9990313A,8313,313,N,,POLLING PLACE,,,
BALLOT GROUP 313,9990313A,8313,313,N,,VBM PORTION,,,
BALLOT GROUP 313,9990313A,8313,313,N,,TOTAL,,,
BALLOT GROUP 314,9990314A,8314,314,N,,POLLING PLACE,,,
BALLOT GROUP 314,9990314A,8314,314,N,,VBM PORTION,,,
BALLOT GROUP 314,9990314A,8314,314,N,,TOTAL,,,
BALLOT GROUP 315,9990315A,8315,315,N,,POLLING PLACE,,,
BALLOT GROUP 315,9990315A,8315,315,N,,VBM PORTION,,,
BALLOT GROUP 315,9990315A,8315,315,N,,TOTAL,,,
BALLOT GROUP 316,9990316A,8316,316,N,,POLLING PLACE,,,
BALLOT GROUP 316,9990316A,8316,316,N,,VBM PORTION,,,
BALLOT GROUP 316,9990316A,8316,316,N,,TOTAL,,,
BALLOT GROUP 317,9990317A,8317,317,N,,POLLING PLACE,,,
BALLOT GROUP 317,9990317A,8317,317,N,,VBM PORTION,,,
BALLOT GROUP 317,9990317A,8317,317,N,,TOTAL,,,
BALLOT GROUP 318,9990318A,8318,318,N,,POLLING PLACE,,,
BALLOT GROUP 318,9990318A,8318,318,N,,VBM PORTION,,,
BALLOT GROUP 318,9990318A,8318,318,N,,TOTAL,,,
BALLOT GROUP 319,9990319A,8319,319,N,,POLLING PLACE,,,
BALLOT GROUP 319,9990319A,8319,319,N,,VBM PORTION,,,
BALLOT GROUP 319,9990319A,8319,319,N,,TOTAL,,,
