LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BOB HERTZBERG,RICARDO A BENITEZ,
BURBANK,0950016A,304,95,N,1175,POLLING PLACE,282,181,79,
BURBANK,0950016A,304,95,N,,VBM PORTION,115,60,46,
BURBANK,0950016A,304,95,N,1175,TOTAL,397,241,125,
BURBANK,0950035A,313,95,N,788,POLLING PLACE,157,107,40,
BURBANK,0950035A,313,95,N,,VBM PORTION,49,34,13,
BURBANK,0950035A,313,95,N,788,TOTAL,206,141,53,
BURBANK,0950178A,338,95,N,1237,POLLING PLACE,251,162,74,
BURBANK,0950178A,338,95,N,,VBM PORTION,114,71,36,
BURBANK,0950178A,338,95,N,1237,TOTAL,365,233,110,
BURBANK,0950186A,343,94,N,832,POLLING PLACE,131,69,58,
BURBANK,0950186A,343,94,N,,VBM PORTION,69,32,34,
BURBANK,0950186A,343,94,N,832,TOTAL,200,101,92,
BURBANK,0950187A,344,94,N,1039,POLLING PLACE,242,147,83,
BURBANK,0950187A,344,94,N,,VBM PORTION,83,57,25,
BURBANK,0950187A,344,94,N,1039,TOTAL,325,204,108,
BURBANK,0950189A,345,95,N,880,POLLING PLACE,206,136,60,
BURBANK,0950189A,345,95,N,,VBM PORTION,72,44,22,
BURBANK,0950189A,345,95,N,880,TOTAL,278,180,82,
BURBANK,0950191A,346,95,N,907,POLLING PLACE,206,120,71,
BURBANK,0950191A,346,95,N,,VBM PORTION,79,41,34,
BURBANK,0950191A,346,95,N,907,TOTAL,285,161,105,
BURBANK,0950193A,347,95,N,948,POLLING PLACE,181,104,65,
BURBANK,0950193A,347,95,N,,VBM PORTION,69,34,29,
BURBANK,0950193A,347,95,N,948,TOTAL,250,138,94,
BURBANK,0950194A,348,95,N,886,POLLING PLACE,208,125,75,
BURBANK,0950194A,348,95,N,,VBM PORTION,81,45,33,
BURBANK,0950194A,348,95,N,886,TOTAL,289,170,108,
SAN FERNANDO,6050001A,2310,55,N,825,POLLING PLACE,149,102,41,
SAN FERNANDO,6050001A,2310,55,N,,VBM PORTION,30,21,9,
SAN FERNANDO,6050001A,2310,55,N,825,TOTAL,179,123,50,
SAN FERNANDO,6050002A,2311,55,N,756,POLLING PLACE,141,93,43,
SAN FERNANDO,6050002A,2311,55,N,,VBM PORTION,36,27,7,
SAN FERNANDO,6050002A,2311,55,N,756,TOTAL,177,120,50,
SAN FERNANDO,6050005A,2312,55,N,1137,POLLING PLACE,201,123,57,
SAN FERNANDO,6050005A,2312,55,N,,VBM PORTION,49,33,13,
SAN FERNANDO,6050005A,2312,55,N,1137,TOTAL,250,156,70,
SAN FERNANDO,6050007A,2313,55,N,1154,POLLING PLACE,220,107,94,
SAN FERNANDO,6050007A,2313,55,N,,VBM PORTION,68,43,19,
SAN FERNANDO,6050007A,2313,55,N,1154,TOTAL,288,150,113,
SAN FERNANDO,6050009A,2314,55,N,1095,POLLING PLACE,222,138,70,
SAN FERNANDO,6050009A,2314,55,N,,VBM PORTION,36,24,11,
SAN FERNANDO,6050009A,2314,55,N,1095,TOTAL,258,162,81,
SAN FERNANDO,6050010A,2315,55,N,688,POLLING PLACE,129,84,35,
SAN FERNANDO,6050010A,2315,55,N,,VBM PORTION,25,21,2,
SAN FERNANDO,6050010A,2315,55,N,688,TOTAL,154,105,37,
SAN FERNANDO,6050012A,2316,55,N,966,POLLING PLACE,156,102,47,
SAN FERNANDO,6050012A,2316,55,N,,VBM PORTION,39,24,15,
SAN FERNANDO,6050012A,2316,55,N,966,TOTAL,195,126,62,
SAN FERNANDO,6050013A,2317,55,N,1017,POLLING PLACE,138,80,43,
SAN FERNANDO,6050013A,2317,55,N,,VBM PORTION,38,24,13,
SAN FERNANDO,6050013A,2317,55,N,1017,TOTAL,176,104,56,
SAN FERNANDO,6050016A,2318,55,N,915,POLLING PLACE,154,106,34,
SAN FERNANDO,6050016A,2318,55,N,,VBM PORTION,37,26,6,
SAN FERNANDO,6050016A,2318,55,N,915,TOTAL,191,132,40,
SUNLAND,6850028A,6245,56,Y,,POLLING PLACE,,,,
SUNLAND,6850028A,6245,56,Y,,VBM PORTION,,,,
SUNLAND,6850028A,6245,56,Y,,TOTAL,,,,
UNIVERSAL,7300001A,6252,125,Y,,POLLING PLACE,,,,
UNIVERSAL,7300001A,6252,125,Y,,VBM PORTION,,,,
UNIVERSAL,7300001A,6252,125,Y,,TOTAL,,,,
LOS ANGELES,9000009A,2991,55,N,759,POLLING PLACE,135,89,35,
LOS ANGELES,9000009A,2991,55,N,,VBM PORTION,30,17,12,
LOS ANGELES,9000009A,2991,55,N,759,TOTAL,165,106,47,
LOS ANGELES,9000019A,2994,55,N,798,POLLING PLACE,177,113,55,
LOS ANGELES,9000019A,2994,55,N,,VBM PORTION,58,37,18,
LOS ANGELES,9000019A,2994,55,N,798,TOTAL,235,150,73,
LOS ANGELES,9000027A,2999,55,N,1162,POLLING PLACE,158,107,37,
LOS ANGELES,9000027A,2999,55,N,,VBM PORTION,49,36,9,
LOS ANGELES,9000027A,2999,55,N,1162,TOTAL,207,143,46,
LOS ANGELES,9000036A,6271,56,Y,,POLLING PLACE,,,,
LOS ANGELES,9000036A,6271,56,Y,,VBM PORTION,,,,
LOS ANGELES,9000036A,6271,56,Y,,TOTAL,,,,
LOS ANGELES,9000046A,6272,60,Y,57,POLLING PLACE,,,,
LOS ANGELES,9000046A,6272,60,Y,,VBM PORTION,7,3,3,
LOS ANGELES,9000046A,6272,60,Y,57,TOTAL,7,3,3,
LOS ANGELES,9000060A,3018,55,N,1090,POLLING PLACE,188,131,51,
LOS ANGELES,9000060A,3018,55,N,,VBM PORTION,72,45,19,
LOS ANGELES,9000060A,3018,55,N,1090,TOTAL,260,176,70,
LOS ANGELES,9000061A,3019,55,N,1012,POLLING PLACE,134,94,37,
LOS ANGELES,9000061A,3019,55,N,,VBM PORTION,55,38,17,
LOS ANGELES,9000061A,3019,55,N,1012,TOTAL,189,132,54,
LOS ANGELES,9000068A,3024,59,N,812,POLLING PLACE,130,88,28,
LOS ANGELES,9000068A,3024,59,N,,VBM PORTION,45,32,9,
LOS ANGELES,9000068A,3024,59,N,812,TOTAL,175,120,37,
LOS ANGELES,9000069A,3025,55,N,791,POLLING PLACE,137,104,23,
LOS ANGELES,9000069A,3025,55,N,,VBM PORTION,29,27,,
LOS ANGELES,9000069A,3025,55,N,791,TOTAL,166,131,23,
LOS ANGELES,9000070A,3026,55,N,810,POLLING PLACE,136,93,37,
LOS ANGELES,9000070A,3026,55,N,,VBM PORTION,27,23,4,
LOS ANGELES,9000070A,3026,55,N,810,TOTAL,163,116,41,
LOS ANGELES,9000072A,3028,121,N,1149,POLLING PLACE,187,92,84,
LOS ANGELES,9000072A,3028,121,N,,VBM PORTION,76,43,27,
LOS ANGELES,9000072A,3028,121,N,1149,TOTAL,263,135,111,
LOS ANGELES,9000073A,3029,121,N,1190,POLLING PLACE,347,165,158,
LOS ANGELES,9000073A,3029,121,N,,VBM PORTION,60,30,27,
LOS ANGELES,9000073A,3029,121,N,1190,TOTAL,407,195,185,
LOS ANGELES,9000074A,3030,55,N,866,POLLING PLACE,150,82,57,
LOS ANGELES,9000074A,3030,55,N,,VBM PORTION,57,37,14,
LOS ANGELES,9000074A,3030,55,N,866,TOTAL,207,119,71,
LOS ANGELES,9000078A,3032,55,N,920,POLLING PLACE,161,93,53,
LOS ANGELES,9000078A,3032,55,N,,VBM PORTION,51,33,15,
LOS ANGELES,9000078A,3032,55,N,920,TOTAL,212,126,68,
LOS ANGELES,9000079C,3033,55,N,980,POLLING PLACE,159,103,36,
LOS ANGELES,9000079C,3033,55,N,,VBM PORTION,54,40,11,
LOS ANGELES,9000079C,3033,55,N,980,TOTAL,213,143,47,
LOS ANGELES,9000080A,3034,55,N,995,POLLING PLACE,155,109,35,
LOS ANGELES,9000080A,3034,55,N,,VBM PORTION,32,23,7,
LOS ANGELES,9000080A,3034,55,N,995,TOTAL,187,132,42,
LOS ANGELES,9000082A,3035,121,N,1298,POLLING PLACE,259,147,99,
LOS ANGELES,9000082A,3035,121,N,,VBM PORTION,101,53,40,
LOS ANGELES,9000082A,3035,121,N,1298,TOTAL,360,200,139,
LOS ANGELES,9000088A,3040,121,N,1081,POLLING PLACE,148,117,26,
LOS ANGELES,9000088A,3040,121,N,,VBM PORTION,42,32,9,
LOS ANGELES,9000088A,3040,121,N,1081,TOTAL,190,149,35,
LOS ANGELES,9000089A,3041,121,N,1060,POLLING PLACE,147,109,34,
LOS ANGELES,9000089A,3041,121,N,,VBM PORTION,45,34,10,
LOS ANGELES,9000089A,3041,121,N,1060,TOTAL,192,143,44,
LOS ANGELES,9000090A,3042,59,N,1028,POLLING PLACE,180,120,47,
LOS ANGELES,9000090A,3042,59,N,,VBM PORTION,50,32,16,
LOS ANGELES,9000090A,3042,59,N,1028,TOTAL,230,152,63,
LOS ANGELES,9000093A,3044,59,N,908,POLLING PLACE,101,79,13,
LOS ANGELES,9000093A,3044,59,N,,VBM PORTION,51,43,6,
LOS ANGELES,9000093A,3044,59,N,908,TOTAL,152,122,19,
LOS ANGELES,9000094A,3045,59,N,869,POLLING PLACE,138,97,37,
LOS ANGELES,9000094A,3045,59,N,,VBM PORTION,42,26,10,
LOS ANGELES,9000094A,3045,59,N,869,TOTAL,180,123,47,
LOS ANGELES,9000097C,3048,55,N,1059,POLLING PLACE,211,118,72,
LOS ANGELES,9000097C,3048,55,N,,VBM PORTION,42,20,21,
LOS ANGELES,9000097C,3048,55,N,1059,TOTAL,253,138,93,
LOS ANGELES,9000101A,3052,55,N,1125,POLLING PLACE,216,139,60,
LOS ANGELES,9000101A,3052,55,N,,VBM PORTION,55,39,12,
LOS ANGELES,9000101A,3052,55,N,1125,TOTAL,271,178,72,
LOS ANGELES,9000102A,3053,121,N,1027,POLLING PLACE,163,98,51,
LOS ANGELES,9000102A,3053,121,N,,VBM PORTION,66,41,20,
LOS ANGELES,9000102A,3053,121,N,1027,TOTAL,229,139,71,
LOS ANGELES,9000107A,3055,55,N,980,POLLING PLACE,137,86,38,
LOS ANGELES,9000107A,3055,55,N,,VBM PORTION,49,34,13,
LOS ANGELES,9000107A,3055,55,N,980,TOTAL,186,120,51,
LOS ANGELES,9000110A,3056,59,N,673,POLLING PLACE,84,58,22,
LOS ANGELES,9000110A,3056,59,N,,VBM PORTION,18,9,7,
LOS ANGELES,9000110A,3056,59,N,673,TOTAL,102,67,29,
LOS ANGELES,9000113A,3057,55,N,578,POLLING PLACE,90,61,27,
LOS ANGELES,9000113A,3057,55,N,,VBM PORTION,18,10,8,
LOS ANGELES,9000113A,3057,55,N,578,TOTAL,108,71,35,
LOS ANGELES,9000116A,3059,59,N,1172,POLLING PLACE,150,102,36,
LOS ANGELES,9000116A,3059,59,N,,VBM PORTION,47,33,10,
LOS ANGELES,9000116A,3059,59,N,1172,TOTAL,197,135,46,
LOS ANGELES,9000118A,3060,110,N,1275,POLLING PLACE,227,128,85,
LOS ANGELES,9000118A,3060,110,N,,VBM PORTION,85,36,44,
LOS ANGELES,9000118A,3060,110,N,1275,TOTAL,312,164,129,
LOS ANGELES,9000119A,3061,59,N,1075,POLLING PLACE,115,79,25,
LOS ANGELES,9000119A,3061,59,N,,VBM PORTION,39,28,8,
LOS ANGELES,9000119A,3061,59,N,1075,TOTAL,154,107,33,
LOS ANGELES,9000123A,3062,59,N,786,POLLING PLACE,124,89,25,
LOS ANGELES,9000123A,3062,59,N,,VBM PORTION,31,22,7,
LOS ANGELES,9000123A,3062,59,N,786,TOTAL,155,111,32,
LOS ANGELES,9000125B,3063,59,N,1123,POLLING PLACE,139,102,25,
LOS ANGELES,9000125B,3063,59,N,,VBM PORTION,46,33,13,
LOS ANGELES,9000125B,3063,59,N,1123,TOTAL,185,135,38,
LOS ANGELES,9000126A,3064,59,N,1179,POLLING PLACE,197,151,32,
LOS ANGELES,9000126A,3064,59,N,,VBM PORTION,34,22,12,
LOS ANGELES,9000126A,3064,59,N,1179,TOTAL,231,173,44,
LOS ANGELES,9000127A,3065,124,N,1197,POLLING PLACE,187,129,50,
LOS ANGELES,9000127A,3065,124,N,,VBM PORTION,74,52,17,
LOS ANGELES,9000127A,3065,124,N,1197,TOTAL,261,181,67,
LOS ANGELES,9000134A,3071,55,N,701,POLLING PLACE,109,69,28,
LOS ANGELES,9000134A,3071,55,N,,VBM PORTION,23,16,7,
LOS ANGELES,9000134A,3071,55,N,701,TOTAL,132,85,35,
LOS ANGELES,9000135B,3072,124,N,1170,POLLING PLACE,164,110,46,
LOS ANGELES,9000135B,3072,124,N,,VBM PORTION,53,33,11,
LOS ANGELES,9000135B,3072,124,N,1170,TOTAL,217,143,57,
LOS ANGELES,9000136A,3073,121,N,1140,POLLING PLACE,201,135,55,
LOS ANGELES,9000136A,3073,121,N,,VBM PORTION,65,38,19,
LOS ANGELES,9000136A,3073,121,N,1140,TOTAL,266,173,74,
LOS ANGELES,9000137A,3074,121,N,1204,POLLING PLACE,144,102,31,
LOS ANGELES,9000137A,3074,121,N,,VBM PORTION,86,53,23,
LOS ANGELES,9000137A,3074,121,N,1204,TOTAL,230,155,54,
LOS ANGELES,9000139B,3075,55,N,1018,POLLING PLACE,138,84,48,
LOS ANGELES,9000139B,3075,55,N,,VBM PORTION,67,42,23,
LOS ANGELES,9000139B,3075,55,N,1018,TOTAL,205,126,71,
LOS ANGELES,9000140A,3076,121,N,943,POLLING PLACE,140,88,42,
LOS ANGELES,9000140A,3076,121,N,,VBM PORTION,36,24,7,
LOS ANGELES,9000140A,3076,121,N,943,TOTAL,176,112,49,
LOS ANGELES,9000141A,3077,55,N,980,POLLING PLACE,151,94,52,
LOS ANGELES,9000141A,3077,55,N,,VBM PORTION,66,33,29,
LOS ANGELES,9000141A,3077,55,N,980,TOTAL,217,127,81,
LOS ANGELES,9000142A,3078,124,N,1238,POLLING PLACE,209,139,64,
LOS ANGELES,9000142A,3078,124,N,,VBM PORTION,99,63,27,
LOS ANGELES,9000142A,3078,124,N,1238,TOTAL,308,202,91,
LOS ANGELES,9000144A,3079,55,N,1115,POLLING PLACE,164,100,51,
LOS ANGELES,9000144A,3079,55,N,,VBM PORTION,75,39,24,
LOS ANGELES,9000144A,3079,55,N,1115,TOTAL,239,139,75,
LOS ANGELES,9000148A,3080,121,N,1139,POLLING PLACE,130,91,36,
LOS ANGELES,9000148A,3080,121,N,,VBM PORTION,79,47,26,
LOS ANGELES,9000148A,3080,121,N,1139,TOTAL,209,138,62,
LOS ANGELES,9000149A,3081,121,N,696,POLLING PLACE,111,71,34,
LOS ANGELES,9000149A,3081,121,N,,VBM PORTION,29,19,7,
LOS ANGELES,9000149A,3081,121,N,696,TOTAL,140,90,41,
LOS ANGELES,9000151A,3082,121,N,1089,POLLING PLACE,174,128,38,
LOS ANGELES,9000151A,3082,121,N,,VBM PORTION,69,49,16,
LOS ANGELES,9000151A,3082,121,N,1089,TOTAL,243,177,54,
LOS ANGELES,9000152F,6273,124,Y,13,POLLING PLACE,,,,
LOS ANGELES,9000152F,6273,124,Y,,VBM PORTION,2,2,,
LOS ANGELES,9000152F,6273,124,Y,13,TOTAL,2,2,,
LOS ANGELES,9000153A,3083,121,N,1180,POLLING PLACE,203,138,57,
LOS ANGELES,9000153A,3083,121,N,,VBM PORTION,78,54,19,
LOS ANGELES,9000153A,3083,121,N,1180,TOTAL,281,192,76,
LOS ANGELES,9000154B,3084,125,N,1216,POLLING PLACE,302,204,68,
LOS ANGELES,9000154B,3084,125,N,,VBM PORTION,107,74,28,
LOS ANGELES,9000154B,3084,125,N,1216,TOTAL,409,278,96,
LOS ANGELES,9000157B,3087,121,N,925,POLLING PLACE,84,59,23,
LOS ANGELES,9000157B,3087,121,N,,VBM PORTION,48,36,11,
LOS ANGELES,9000157B,3087,121,N,925,TOTAL,132,95,34,
LOS ANGELES,9000163A,3090,55,N,966,POLLING PLACE,215,113,91,
LOS ANGELES,9000163A,3090,55,N,,VBM PORTION,68,43,21,
LOS ANGELES,9000163A,3090,55,N,966,TOTAL,283,156,112,
LOS ANGELES,9000165A,3091,59,N,1128,POLLING PLACE,211,164,41,
LOS ANGELES,9000165A,3091,59,N,,VBM PORTION,60,44,8,
LOS ANGELES,9000165A,3091,59,N,1128,TOTAL,271,208,49,
LOS ANGELES,9000167A,3092,55,N,1122,POLLING PLACE,226,140,70,
LOS ANGELES,9000167A,3092,55,N,,VBM PORTION,47,28,15,
LOS ANGELES,9000167A,3092,55,N,1122,TOTAL,273,168,85,
LOS ANGELES,9000177A,3097,121,N,835,POLLING PLACE,137,97,36,
LOS ANGELES,9000177A,3097,121,N,,VBM PORTION,30,20,8,
LOS ANGELES,9000177A,3097,121,N,835,TOTAL,167,117,44,
LOS ANGELES,9000178A,3098,121,N,1067,POLLING PLACE,183,104,71,
LOS ANGELES,9000178A,3098,121,N,,VBM PORTION,62,44,15,
LOS ANGELES,9000178A,3098,121,N,1067,TOTAL,245,148,86,
LOS ANGELES,9000184B,3102,55,N,1067,POLLING PLACE,136,88,38,
LOS ANGELES,9000184B,3102,55,N,,VBM PORTION,42,35,6,
LOS ANGELES,9000184B,3102,55,N,1067,TOTAL,178,123,44,
LOS ANGELES,9000193A,3108,121,N,1040,POLLING PLACE,195,128,56,
LOS ANGELES,9000193A,3108,121,N,,VBM PORTION,54,34,16,
LOS ANGELES,9000193A,3108,121,N,1040,TOTAL,249,162,72,
LOS ANGELES,9000197B,3109,121,N,908,POLLING PLACE,153,109,35,
LOS ANGELES,9000197B,3109,121,N,,VBM PORTION,55,31,18,
LOS ANGELES,9000197B,3109,121,N,908,TOTAL,208,140,53,
LOS ANGELES,9000201B,3110,121,N,1013,POLLING PLACE,114,84,26,
LOS ANGELES,9000201B,3110,121,N,,VBM PORTION,61,43,11,
LOS ANGELES,9000201B,3110,121,N,1013,TOTAL,175,127,37,
LOS ANGELES,9000205A,3112,121,N,1069,POLLING PLACE,165,101,45,
LOS ANGELES,9000205A,3112,121,N,,VBM PORTION,40,31,8,
LOS ANGELES,9000205A,3112,121,N,1069,TOTAL,205,132,53,
LOS ANGELES,9000214A,3117,124,N,1034,POLLING PLACE,147,116,24,
LOS ANGELES,9000214A,3117,124,N,,VBM PORTION,66,53,10,
LOS ANGELES,9000214A,3117,124,N,1034,TOTAL,213,169,34,
LOS ANGELES,9000215B,3118,125,N,1199,POLLING PLACE,235,177,47,
LOS ANGELES,9000215B,3118,125,N,,VBM PORTION,124,88,31,
LOS ANGELES,9000215B,3118,125,N,1199,TOTAL,359,265,78,
LOS ANGELES,9000222A,3120,55,N,1159,POLLING PLACE,217,116,93,
LOS ANGELES,9000222A,3120,55,N,,VBM PORTION,75,47,27,
LOS ANGELES,9000222A,3120,55,N,1159,TOTAL,292,163,120,
LOS ANGELES,9000223A,3121,55,N,1009,POLLING PLACE,165,88,70,
LOS ANGELES,9000223A,3121,55,N,,VBM PORTION,61,34,24,
LOS ANGELES,9000223A,3121,55,N,1009,TOTAL,226,122,94,
LOS ANGELES,9000224A,3122,33,N,1432,POLLING PLACE,224,135,68,
LOS ANGELES,9000224A,3122,33,N,,VBM PORTION,83,55,23,
LOS ANGELES,9000224A,3122,33,N,1432,TOTAL,307,190,91,
LOS ANGELES,9000231A,3127,125,N,1225,POLLING PLACE,309,222,62,
LOS ANGELES,9000231A,3127,125,N,,VBM PORTION,104,69,27,
LOS ANGELES,9000231A,3127,125,N,1225,TOTAL,413,291,89,
LOS ANGELES,9000232A,3128,59,N,1128,POLLING PLACE,166,123,40,
LOS ANGELES,9000232A,3128,59,N,,VBM PORTION,53,37,13,
LOS ANGELES,9000232A,3128,59,N,1128,TOTAL,219,160,53,
LOS ANGELES,9000251A,3139,125,N,784,POLLING PLACE,222,148,66,
LOS ANGELES,9000251A,3139,125,N,,VBM PORTION,75,40,32,
LOS ANGELES,9000251A,3139,125,N,784,TOTAL,297,188,98,
LOS ANGELES,9000252A,3140,59,N,1214,POLLING PLACE,339,261,66,
LOS ANGELES,9000252A,3140,59,N,,VBM PORTION,82,56,21,
LOS ANGELES,9000252A,3140,59,N,1214,TOTAL,421,317,87,
LOS ANGELES,9000260A,3145,125,N,914,POLLING PLACE,168,114,43,
LOS ANGELES,9000260A,3145,125,N,,VBM PORTION,154,104,44,
LOS ANGELES,9000260A,3145,125,N,914,TOTAL,322,218,87,
LOS ANGELES,9000268A,3151,125,N,1298,POLLING PLACE,262,206,41,
LOS ANGELES,9000268A,3151,125,N,,VBM PORTION,111,82,24,
LOS ANGELES,9000268A,3151,125,N,1298,TOTAL,373,288,65,
LOS ANGELES,9000300A,3171,55,N,1027,POLLING PLACE,168,126,30,
LOS ANGELES,9000300A,3171,55,N,,VBM PORTION,34,25,6,
LOS ANGELES,9000300A,3171,55,N,1027,TOTAL,202,151,36,
LOS ANGELES,9000301A,3172,55,N,1163,POLLING PLACE,220,137,69,
LOS ANGELES,9000301A,3172,55,N,,VBM PORTION,42,31,9,
LOS ANGELES,9000301A,3172,55,N,1163,TOTAL,262,168,78,
LOS ANGELES,9000305A,3175,55,N,977,POLLING PLACE,142,74,57,
LOS ANGELES,9000305A,3175,55,N,,VBM PORTION,68,35,31,
LOS ANGELES,9000305A,3175,55,N,977,TOTAL,210,109,88,
LOS ANGELES,9000307A,3176,125,N,1006,POLLING PLACE,215,156,43,
LOS ANGELES,9000307A,3176,125,N,,VBM PORTION,68,50,16,
LOS ANGELES,9000307A,3176,125,N,1006,TOTAL,283,206,59,
LOS ANGELES,9000308B,3177,55,N,1164,POLLING PLACE,218,134,75,
LOS ANGELES,9000308B,3177,55,N,,VBM PORTION,89,48,38,
LOS ANGELES,9000308B,3177,55,N,1164,TOTAL,307,182,113,
LOS ANGELES,9000312A,3179,55,N,849,POLLING PLACE,187,87,81,
LOS ANGELES,9000312A,3179,55,N,,VBM PORTION,58,32,24,
LOS ANGELES,9000312A,3179,55,N,849,TOTAL,245,119,105,
LOS ANGELES,9000313B,3180,55,N,798,POLLING PLACE,100,75,16,
LOS ANGELES,9000313B,3180,55,N,,VBM PORTION,24,19,2,
LOS ANGELES,9000313B,3180,55,N,798,TOTAL,124,94,18,
LOS ANGELES,9000314A,3181,55,N,1103,POLLING PLACE,178,120,42,
LOS ANGELES,9000314A,3181,55,N,,VBM PORTION,41,31,7,
LOS ANGELES,9000314A,3181,55,N,1103,TOTAL,219,151,49,
LOS ANGELES,9000316A,3183,55,N,939,POLLING PLACE,164,102,52,
LOS ANGELES,9000316A,3183,55,N,,VBM PORTION,58,34,21,
LOS ANGELES,9000316A,3183,55,N,939,TOTAL,222,136,73,
LOS ANGELES,9000321A,3187,55,N,1071,POLLING PLACE,130,89,21,
LOS ANGELES,9000321A,3187,55,N,,VBM PORTION,32,25,5,
LOS ANGELES,9000321A,3187,55,N,1071,TOTAL,162,114,26,
LOS ANGELES,9000324A,3189,55,N,939,POLLING PLACE,153,115,30,
LOS ANGELES,9000324A,3189,55,N,,VBM PORTION,20,14,5,
LOS ANGELES,9000324A,3189,55,N,939,TOTAL,173,129,35,
LOS ANGELES,9000325A,3190,55,N,857,POLLING PLACE,185,108,66,
LOS ANGELES,9000325A,3190,55,N,,VBM PORTION,60,36,23,
LOS ANGELES,9000325A,3190,55,N,857,TOTAL,245,144,89,
LOS ANGELES,9000327A,3192,55,N,1166,POLLING PLACE,177,116,47,
LOS ANGELES,9000327A,3192,55,N,,VBM PORTION,48,31,15,
LOS ANGELES,9000327A,3192,55,N,1166,TOTAL,225,147,62,
LOS ANGELES,9000330A,3193,55,N,913,POLLING PLACE,172,113,52,
LOS ANGELES,9000330A,3193,55,N,,VBM PORTION,40,28,10,
LOS ANGELES,9000330A,3193,55,N,913,TOTAL,212,141,62,
LOS ANGELES,9000331A,3194,55,N,1041,POLLING PLACE,163,101,50,
LOS ANGELES,9000331A,3194,55,N,,VBM PORTION,69,49,16,
LOS ANGELES,9000331A,3194,55,N,1041,TOTAL,232,150,66,
LOS ANGELES,9000333A,3195,33,N,864,POLLING PLACE,160,87,66,
LOS ANGELES,9000333A,3195,33,N,,VBM PORTION,48,30,18,
LOS ANGELES,9000333A,3195,33,N,864,TOTAL,208,117,84,
LOS ANGELES,9000334A,3196,58,N,830,POLLING PLACE,136,77,52,
LOS ANGELES,9000334A,3196,58,N,,VBM PORTION,71,45,20,
LOS ANGELES,9000334A,3196,58,N,830,TOTAL,207,122,72,
LOS ANGELES,9000343A,3199,33,N,617,POLLING PLACE,118,74,38,
LOS ANGELES,9000343A,3199,33,N,,VBM PORTION,28,15,12,
LOS ANGELES,9000343A,3199,33,N,617,TOTAL,146,89,50,
LOS ANGELES,9000344A,3200,55,N,841,POLLING PLACE,107,69,27,
LOS ANGELES,9000344A,3200,55,N,,VBM PORTION,18,11,5,
LOS ANGELES,9000344A,3200,55,N,841,TOTAL,125,80,32,
LOS ANGELES,9000345A,3201,55,N,1069,POLLING PLACE,224,126,85,
LOS ANGELES,9000345A,3201,55,N,,VBM PORTION,70,39,27,
LOS ANGELES,9000345A,3201,55,N,1069,TOTAL,294,165,112,
LOS ANGELES,9000347A,3203,125,N,1096,POLLING PLACE,218,168,43,
LOS ANGELES,9000347A,3203,125,N,,VBM PORTION,60,42,12,
LOS ANGELES,9000347A,3203,125,N,1096,TOTAL,278,210,55,
LOS ANGELES,9000348C,3204,125,N,940,POLLING PLACE,159,134,19,
LOS ANGELES,9000348C,3204,125,N,,VBM PORTION,85,54,21,
LOS ANGELES,9000348C,3204,125,N,940,TOTAL,244,188,40,
LOS ANGELES,9000349D,6274,57,Y,,POLLING PLACE,,,,
LOS ANGELES,9000349D,6274,57,Y,,VBM PORTION,,,,
LOS ANGELES,9000349D,6274,57,Y,,TOTAL,,,,
LOS ANGELES,9000352A,3206,31,N,1162,POLLING PLACE,205,121,73,
LOS ANGELES,9000352A,3206,31,N,,VBM PORTION,101,58,36,
LOS ANGELES,9000352A,3206,31,N,1162,TOTAL,306,179,109,
LOS ANGELES,9000356A,3208,121,N,1130,POLLING PLACE,180,84,81,
LOS ANGELES,9000356A,3208,121,N,,VBM PORTION,62,36,24,
LOS ANGELES,9000356A,3208,121,N,1130,TOTAL,242,120,105,
LOS ANGELES,9000358A,3210,121,N,1150,POLLING PLACE,218,121,86,
LOS ANGELES,9000358A,3210,121,N,,VBM PORTION,86,52,30,
LOS ANGELES,9000358A,3210,121,N,1150,TOTAL,304,173,116,
LOS ANGELES,9000362A,3213,31,N,1215,POLLING PLACE,267,154,95,
LOS ANGELES,9000362A,3213,31,N,,VBM PORTION,71,33,36,
LOS ANGELES,9000362A,3213,31,N,1215,TOTAL,338,187,131,
LOS ANGELES,9000363A,3214,121,N,784,POLLING PLACE,118,57,54,
LOS ANGELES,9000363A,3214,121,N,,VBM PORTION,57,35,20,
LOS ANGELES,9000363A,3214,121,N,784,TOTAL,175,92,74,
LOS ANGELES,9000364A,3215,121,N,839,POLLING PLACE,185,94,79,
LOS ANGELES,9000364A,3215,121,N,,VBM PORTION,68,38,26,
LOS ANGELES,9000364A,3215,121,N,839,TOTAL,253,132,105,
