LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,GERRIE SCHIPSKE,TONIA REYES URANGA,JOHN ALLEN,LARRY S ANDRE,LYNN V DYMALLY,MASON B INOCENTES,
LAKEWOOD,3450045A,1296,357,N,997,TOTAL,273,42,15,83,17,37,23,
LAKEWOOD,3450046A,1297,357,N,728,POLLING PLACE,151,14,11,50,12,23,12,
LAKEWOOD,3450046A,1297,357,N,,VBM PORTION,61,10,3,13,5,13,5,
LAKEWOOD,3450046A,1297,357,N,728,TOTAL,212,24,14,63,17,36,17,
LAKEWOOD,3450048A,1298,357,N,1035,POLLING PLACE,258,45,12,80,14,41,16,
LAKEWOOD,3450048A,1298,357,N,,VBM PORTION,65,8,2,13,8,9,9,
LAKEWOOD,3450048A,1298,357,N,1035,TOTAL,323,53,14,93,22,50,25,
LAKEWOOD,3450053A,1299,343,N,772,POLLING PLACE,160,20,11,41,13,31,16,
LAKEWOOD,3450053A,1299,343,N,,VBM PORTION,63,12,6,23,7,4,,
LAKEWOOD,3450053A,1299,343,N,772,TOTAL,223,32,17,64,20,35,16,
LAKEWOOD,3450054A,1300,343,N,836,POLLING PLACE,198,23,6,60,31,22,19,
LAKEWOOD,3450054A,1300,343,N,,VBM PORTION,51,4,,9,5,12,4,
LAKEWOOD,3450054A,1300,343,N,836,TOTAL,249,27,6,69,36,34,23,
LAKEWOOD,3450055A,1301,343,N,1387,POLLING PLACE,309,42,21,92,30,46,21,
LAKEWOOD,3450055A,1301,343,N,,VBM PORTION,99,11,6,27,13,11,4,
LAKEWOOD,3450055A,1301,343,N,1387,TOTAL,408,53,27,119,43,57,25,
LAKEWOOD,3450059B,1302,342,N,1341,POLLING PLACE,297,29,18,92,29,43,29,
LAKEWOOD,3450059B,1302,342,N,,VBM PORTION,131,14,12,32,9,21,11,
LAKEWOOD,3450059B,1302,342,N,1341,TOTAL,428,43,30,124,38,64,40,
LAKEWOOD,3450060A,1303,342,N,1026,POLLING PLACE,211,26,14,55,15,28,20,
LAKEWOOD,3450060A,1303,342,N,,VBM PORTION,98,10,4,31,8,11,10,
LAKEWOOD,3450060A,1303,342,N,1026,TOTAL,309,36,18,86,23,39,30,
LAKEWOOD,3450062A,1304,343,N,984,POLLING PLACE,251,45,20,67,16,40,17,
LAKEWOOD,3450062A,1304,343,N,,VBM PORTION,76,18,6,20,3,13,8,
LAKEWOOD,3450062A,1304,343,N,984,TOTAL,327,63,26,87,19,53,25,
LAKEWOOD,3450064A,1305,343,N,811,POLLING PLACE,173,29,12,51,16,18,14,
LAKEWOOD,3450064A,1305,343,N,,VBM PORTION,78,11,4,13,8,14,1,
LAKEWOOD,3450064A,1305,343,N,811,TOTAL,251,40,16,64,24,32,15,
LAKEWOOD,3450066A,1306,343,N,712,POLLING PLACE,147,21,18,36,10,23,10,
LAKEWOOD,3450066A,1306,343,N,,VBM PORTION,33,5,,14,4,3,5,
LAKEWOOD,3450066A,1306,343,N,712,TOTAL,180,26,18,50,14,26,15,
LAKEWOOD,3450067A,1307,342,N,1383,POLLING PLACE,327,52,20,93,33,46,21,
LAKEWOOD,3450067A,1307,342,N,,VBM PORTION,145,26,6,55,8,20,8,
LAKEWOOD,3450067A,1307,342,N,1383,TOTAL,472,78,26,148,41,66,29,
LAKEWOOD,3450070A,1308,341,N,656,POLLING PLACE,112,18,17,30,7,16,5,
LAKEWOOD,3450070A,1308,341,N,,VBM PORTION,63,5,3,14,6,11,1,
LAKEWOOD,3450070A,1308,341,N,656,TOTAL,175,23,20,44,13,27,6,
LAKEWOOD,3450072A,1309,340,N,385,POLLING PLACE,63,7,12,12,2,18,5,
LAKEWOOD,3450072A,1309,340,N,,VBM PORTION,34,6,4,8,2,4,2,
LAKEWOOD,3450072A,1309,340,N,385,TOTAL,97,13,16,20,4,22,7,
LAKEWOOD,3450073A,1310,340,N,1096,POLLING PLACE,166,13,32,46,11,28,16,
LAKEWOOD,3450073A,1310,340,N,,VBM PORTION,49,7,2,8,7,6,5,
LAKEWOOD,3450073A,1310,340,N,1096,TOTAL,215,20,34,54,18,34,21,
LAKEWOOD,3450073D,1311,340,N,476,POLLING PLACE,50,9,7,10,1,6,4,
LAKEWOOD,3450073D,1311,340,N,,VBM PORTION,18,2,2,5,1,3,2,
LAKEWOOD,3450073D,1311,340,N,476,TOTAL,68,11,9,15,2,9,6,
LAKEWOOD,3450076A,1312,341,N,956,POLLING PLACE,177,17,13,47,11,29,11,
LAKEWOOD,3450076A,1312,341,N,,VBM PORTION,78,6,6,27,8,18,,
LAKEWOOD,3450076A,1312,341,N,956,TOTAL,255,23,19,74,19,47,11,
LAKEWOOD,3450079A,1313,341,N,1120,POLLING PLACE,170,23,21,39,5,36,16,
LAKEWOOD,3450079A,1313,341,N,,VBM PORTION,55,4,5,20,2,8,8,
LAKEWOOD,3450079A,1313,341,N,1120,TOTAL,225,27,26,59,7,44,24,
LAKEWOOD,3450080A,1314,341,N,1248,POLLING PLACE,268,28,34,68,20,39,36,
LAKEWOOD,3450080A,1314,341,N,,VBM PORTION,84,5,5,23,3,25,7,
LAKEWOOD,3450080A,1314,341,N,1248,TOTAL,352,33,39,91,23,64,43,
LAKEWOOD,3450091A,1315,341,N,1027,POLLING PLACE,157,13,20,43,9,31,12,
LAKEWOOD,3450091A,1315,341,N,,VBM PORTION,59,4,8,14,4,10,5,
LAKEWOOD,3450091A,1315,341,N,1027,TOTAL,216,17,28,57,13,41,17,
LAKEWOOD,3450092A,1316,341,N,1116,POLLING PLACE,195,21,28,48,12,41,6,
LAKEWOOD,3450092A,1316,341,N,,VBM PORTION,43,1,5,11,,12,3,
LAKEWOOD,3450092A,1316,341,N,1116,TOTAL,238,22,33,59,12,53,9,
LONG BEACH,3850001A,1418,370,N,960,POLLING PLACE,126,24,20,22,9,32,8,
LONG BEACH,3850001A,1418,370,N,,VBM PORTION,25,5,1,5,1,9,,
LONG BEACH,3850001A,1418,370,N,960,TOTAL,151,29,21,27,10,41,8,
LONG BEACH,3850001C,6143,365,Y,5,POLLING PLACE,,,,,,,,
LONG BEACH,3850001C,6143,365,Y,,VBM PORTION,2,,,2,,,,
LONG BEACH,3850001C,6143,365,Y,5,TOTAL,2,,,2,,,,
LONG BEACH,3850002A,6144,396,Y,2,POLLING PLACE,,,,,,,,
LONG BEACH,3850002A,6144,396,Y,,VBM PORTION,,,,,,,,
LONG BEACH,3850002A,6144,396,Y,2,TOTAL,,,,,,,,
LONG BEACH,3850003A,1419,396,N,377,POLLING PLACE,,,,,,,,
LONG BEACH,3850003A,1419,396,N,,VBM PORTION,1,1,,,,,,
LONG BEACH,3850003A,1419,396,N,377,TOTAL,1,1,,,,,,
LONG BEACH,3850004A,1420,370,N,1121,POLLING PLACE,202,46,27,36,6,62,10,
LONG BEACH,3850004A,1420,370,N,,VBM PORTION,45,7,6,7,1,10,3,
LONG BEACH,3850004A,1420,370,N,1121,TOTAL,247,53,33,43,7,72,13,
LONG BEACH,3850005A,1421,370,N,971,POLLING PLACE,133,21,25,29,3,42,7,
LONG BEACH,3850005A,1421,370,N,,VBM PORTION,31,2,5,4,1,11,2,
LONG BEACH,3850005A,1421,370,N,971,TOTAL,164,23,30,33,4,53,9,
LONG BEACH,3850007A,1422,396,N,1140,POLLING PLACE,124,20,17,19,3,23,8,
LONG BEACH,3850007A,1422,396,N,,VBM PORTION,72,13,5,29,4,11,2,
LONG BEACH,3850007A,1422,396,N,1140,TOTAL,196,33,22,48,7,34,10,
LONG BEACH,3850008A,1423,370,N,1132,POLLING PLACE,196,32,17,47,4,62,9,
LONG BEACH,3850008A,1423,370,N,,VBM PORTION,33,5,2,6,,10,2,
LONG BEACH,3850008A,1423,370,N,1132,TOTAL,229,37,19,53,4,72,11,
LONG BEACH,3850009A,1424,355,N,1024,POLLING PLACE,129,15,26,28,10,21,13,
LONG BEACH,3850009A,1424,355,N,,VBM PORTION,40,4,5,11,,4,5,
LONG BEACH,3850009A,1424,355,N,1024,TOTAL,169,19,31,39,10,25,18,
LONG BEACH,3850010A,1425,396,N,1175,POLLING PLACE,135,31,25,38,6,13,9,
LONG BEACH,3850010A,1425,396,N,,VBM PORTION,25,6,2,10,,3,,
LONG BEACH,3850010A,1425,396,N,1175,TOTAL,160,37,27,48,6,16,9,
LONG BEACH,3850012A,1426,396,N,1440,POLLING PLACE,216,42,25,49,13,34,8,
LONG BEACH,3850012A,1426,396,N,,VBM PORTION,148,22,12,46,6,12,9,
LONG BEACH,3850012A,1426,396,N,1440,TOTAL,364,64,37,95,19,46,17,
LONG BEACH,3850013A,1427,370,N,1104,POLLING PLACE,122,20,19,21,5,41,7,
LONG BEACH,3850013A,1427,370,N,,VBM PORTION,50,6,5,17,4,8,,
LONG BEACH,3850013A,1427,370,N,1104,TOTAL,172,26,24,38,9,49,7,
LONG BEACH,3850015A,1428,370,N,994,POLLING PLACE,97,22,9,26,2,18,4,
LONG BEACH,3850015A,1428,370,N,,VBM PORTION,36,4,4,9,,14,2,
LONG BEACH,3850015A,1428,370,N,994,TOTAL,133,26,13,35,2,32,6,
LONG BEACH,3850016A,1429,355,N,1093,POLLING PLACE,99,15,9,31,4,15,8,
LONG BEACH,3850016A,1429,355,N,,VBM PORTION,52,16,6,15,4,5,,
LONG BEACH,3850016A,1429,355,N,1093,TOTAL,151,31,15,46,8,20,8,
LONG BEACH,3850017B,1430,355,N,833,POLLING PLACE,101,16,19,17,,15,12,
LONG BEACH,3850017B,1430,355,N,,VBM PORTION,25,6,4,4,3,4,1,
LONG BEACH,3850017B,1430,355,N,833,TOTAL,126,22,23,21,3,19,13,
LONG BEACH,3850020A,1431,355,N,975,POLLING PLACE,90,19,6,19,7,12,11,
LONG BEACH,3850020A,1431,355,N,,VBM PORTION,37,8,3,5,2,13,,
LONG BEACH,3850020A,1431,355,N,975,TOTAL,127,27,9,24,9,25,11,
LONG BEACH,3850020B,1432,355,N,767,POLLING PLACE,104,20,17,30,2,22,4,
LONG BEACH,3850020B,1432,355,N,,VBM PORTION,46,8,6,16,,6,2,
LONG BEACH,3850020B,1432,355,N,767,TOTAL,150,28,23,46,2,28,6,
LONG BEACH,3850021A,1433,396,N,1091,POLLING PLACE,105,15,37,23,1,11,6,
LONG BEACH,3850021A,1433,396,N,,VBM PORTION,34,8,1,13,1,5,,
LONG BEACH,3850021A,1433,396,N,1091,TOTAL,139,23,38,36,2,16,6,
LONG BEACH,3850024A,1434,355,N,1071,POLLING PLACE,124,24,21,25,5,22,8,
LONG BEACH,3850024A,1434,355,N,,VBM PORTION,46,7,6,17,,9,1,
LONG BEACH,3850024A,1434,355,N,1071,TOTAL,170,31,27,42,5,31,9,
LONG BEACH,3850025A,1435,396,N,972,POLLING PLACE,101,21,23,19,3,18,7,
LONG BEACH,3850025A,1435,396,N,,VBM PORTION,38,5,2,13,2,5,3,
LONG BEACH,3850025A,1435,396,N,972,TOTAL,139,26,25,32,5,23,10,
LONG BEACH,3850026A,1436,355,N,805,POLLING PLACE,105,25,13,21,10,18,8,
LONG BEACH,3850026A,1436,355,N,,VBM PORTION,19,3,,7,,4,,
LONG BEACH,3850026A,1436,355,N,805,TOTAL,124,28,13,28,10,22,8,
LONG BEACH,3850027D,1437,355,N,636,POLLING PLACE,86,20,9,20,5,11,6,
LONG BEACH,3850027D,1437,355,N,,VBM PORTION,16,3,1,3,2,1,2,
LONG BEACH,3850027D,1437,355,N,636,TOTAL,102,23,10,23,7,12,8,
LONG BEACH,3850029A,1438,355,N,696,POLLING PLACE,44,9,3,17,2,4,4,
LONG BEACH,3850029A,1438,355,N,,VBM PORTION,26,2,2,14,1,4,2,
LONG BEACH,3850029A,1438,355,N,696,TOTAL,70,11,5,31,3,8,6,
LONG BEACH,3850030A,1439,396,N,980,POLLING PLACE,124,27,20,33,3,14,4,
LONG BEACH,3850030A,1439,396,N,,VBM PORTION,36,5,2,10,,7,3,
LONG BEACH,3850030A,1439,396,N,980,TOTAL,160,32,22,43,3,21,7,
LONG BEACH,3850031B,1440,355,N,721,POLLING PLACE,76,15,15,24,5,9,2,
LONG BEACH,3850031B,1440,355,N,,VBM PORTION,24,3,1,9,,8,,
LONG BEACH,3850031B,1440,355,N,721,TOTAL,100,18,16,33,5,17,2,
LONG BEACH,3850032A,1441,355,N,623,POLLING PLACE,54,13,6,7,2,13,3,
LONG BEACH,3850032A,1441,355,N,,VBM PORTION,12,1,,6,,1,,
LONG BEACH,3850032A,1441,355,N,623,TOTAL,66,14,6,13,2,14,3,
LONG BEACH,3850032B,1442,355,N,899,POLLING PLACE,94,19,13,22,2,16,8,
LONG BEACH,3850032B,1442,355,N,,VBM PORTION,21,5,,4,,4,4,
LONG BEACH,3850032B,1442,355,N,899,TOTAL,115,24,13,26,2,20,12,
LONG BEACH,3850033A,1443,355,N,707,POLLING PLACE,109,15,13,30,7,27,3,
LONG BEACH,3850033A,1443,355,N,,VBM PORTION,28,2,2,7,,9,3,
LONG BEACH,3850033A,1443,355,N,707,TOTAL,137,17,15,37,7,36,6,
LONG BEACH,3850034A,1444,396,N,899,POLLING PLACE,36,4,10,8,4,5,,
LONG BEACH,3850034A,1444,396,N,,VBM PORTION,25,2,4,6,,7,1,
LONG BEACH,3850034A,1444,396,N,899,TOTAL,61,6,14,14,4,12,1,
LONG BEACH,3850035A,1445,352,N,804,POLLING PLACE,115,20,15,34,7,19,4,
LONG BEACH,3850035A,1445,352,N,,VBM PORTION,34,4,6,9,3,3,4,
LONG BEACH,3850035A,1445,352,N,804,TOTAL,149,24,21,43,10,22,8,
LONG BEACH,3850036A,1446,396,N,902,POLLING PLACE,134,21,35,25,3,21,3,
LONG BEACH,3850036A,1446,396,N,,VBM PORTION,62,10,13,7,1,14,4,
LONG BEACH,3850036A,1446,396,N,902,TOTAL,196,31,48,32,4,35,7,
LONG BEACH,3850037A,1447,370,N,1186,POLLING PLACE,109,18,17,33,5,15,6,
LONG BEACH,3850037A,1447,370,N,,VBM PORTION,33,8,3,11,,7,,
LONG BEACH,3850037A,1447,370,N,1186,TOTAL,142,26,20,44,5,22,6,
LONG BEACH,3850037H,6145,365,Y,,POLLING PLACE,,,,,,,,
LONG BEACH,3850037H,6145,365,Y,,VBM PORTION,,,,,,,,
LONG BEACH,3850037H,6145,365,Y,,TOTAL,,,,,,,,
LONG BEACH,3850039A,1448,370,N,878,POLLING PLACE,65,8,14,8,3,19,3,
LONG BEACH,3850039A,1448,370,N,,VBM PORTION,29,5,4,6,1,7,3,
LONG BEACH,3850039A,1448,370,N,878,TOTAL,94,13,18,14,4,26,6,
LONG BEACH,3850040A,1449,396,N,1079,POLLING PLACE,42,9,10,8,6,4,2,
LONG BEACH,3850040A,1449,396,N,,VBM PORTION,18,3,1,8,,3,1,
LONG BEACH,3850040A,1449,396,N,1079,TOTAL,60,12,11,16,6,7,3,
LONG BEACH,3850041A,1450,352,N,735,POLLING PLACE,57,12,4,14,2,18,,
LONG BEACH,3850041A,1450,352,N,,VBM PORTION,21,4,4,4,,4,1,
LONG BEACH,3850041A,1450,352,N,735,TOTAL,78,16,8,18,2,22,1,
LONG BEACH,3850042A,1451,357,N,804,POLLING PLACE,69,10,15,16,2,11,4,
LONG BEACH,3850042A,1451,357,N,,VBM PORTION,53,10,3,14,,9,5,
LONG BEACH,3850042A,1451,357,N,804,TOTAL,122,20,18,30,2,20,9,
LONG BEACH,3850044D,1452,396,N,1065,POLLING PLACE,263,55,40,71,10,30,19,
LONG BEACH,3850044D,1452,396,N,,VBM PORTION,100,26,7,31,6,7,4,
LONG BEACH,3850044D,1452,396,N,1065,TOTAL,363,81,47,102,16,37,23,
LONG BEACH,3850045A,1453,396,N,946,POLLING PLACE,183,49,18,49,11,15,17,
LONG BEACH,3850045A,1453,396,N,,VBM PORTION,44,13,4,14,2,3,2,
LONG BEACH,3850045A,1453,396,N,946,TOTAL,227,62,22,63,13,18,19,
LONG BEACH,3850046A,1454,396,N,682,POLLING PLACE,49,9,12,11,1,5,4,
LONG BEACH,3850046A,1454,396,N,,VBM PORTION,16,5,,4,1,,2,
LONG BEACH,3850046A,1454,396,N,682,TOTAL,65,14,12,15,2,5,6,
LONG BEACH,3850047A,1455,396,N,1201,POLLING PLACE,74,18,10,22,,11,5,
LONG BEACH,3850047A,1455,396,N,,VBM PORTION,33,5,5,6,,8,2,
LONG BEACH,3850047A,1455,396,N,1201,TOTAL,107,23,15,28,,19,7,
LONG BEACH,3850048A,1456,392,N,1108,POLLING PLACE,190,56,22,45,10,18,8,
LONG BEACH,3850048A,1456,392,N,,VBM PORTION,95,18,10,24,4,18,2,
LONG BEACH,3850048A,1456,392,N,1108,TOTAL,285,74,32,69,14,36,10,
LONG BEACH,3850049A,1457,396,N,1002,POLLING PLACE,124,24,15,29,9,16,11,
LONG BEACH,3850049A,1457,396,N,,VBM PORTION,29,8,2,7,1,3,3,
LONG BEACH,3850049A,1457,396,N,1002,TOTAL,153,32,17,36,10,19,14,
LONG BEACH,3850052A,1458,392,N,807,POLLING PLACE,173,44,13,45,11,12,11,
LONG BEACH,3850052A,1458,392,N,,VBM PORTION,91,13,2,38,7,4,5,
LONG BEACH,3850052A,1458,392,N,807,TOTAL,264,57,15,83,18,16,16,
LONG BEACH,3850053A,1459,396,N,1035,POLLING PLACE,152,25,9,39,5,36,14,
LONG BEACH,3850053A,1459,396,N,,VBM PORTION,77,15,2,18,2,16,4,
LONG BEACH,3850053A,1459,396,N,1035,TOTAL,229,40,11,57,7,52,18,
LONG BEACH,3850055A,1460,396,N,939,POLLING PLACE,158,26,21,44,6,28,8,
LONG BEACH,3850055A,1460,396,N,,VBM PORTION,41,12,2,9,,9,1,
LONG BEACH,3850055A,1460,396,N,939,TOTAL,199,38,23,53,6,37,9,
LONG BEACH,3850058A,1461,355,N,1227,POLLING PLACE,135,25,27,38,5,13,9,
LONG BEACH,3850058A,1461,355,N,,VBM PORTION,52,11,4,7,4,10,1,
LONG BEACH,3850058A,1461,355,N,1227,TOTAL,187,36,31,45,9,23,10,
LONG BEACH,3850059A,1462,357,N,1234,POLLING PLACE,103,20,10,31,3,19,6,
LONG BEACH,3850059A,1462,357,N,,VBM PORTION,50,8,2,19,2,12,1,
LONG BEACH,3850059A,1462,357,N,1234,TOTAL,153,28,12,50,5,31,7,
LONG BEACH,3850060A,1463,370,N,1154,POLLING PLACE,120,23,14,33,5,21,9,
LONG BEACH,3850060A,1463,370,N,,VBM PORTION,42,10,4,6,,11,2,
LONG BEACH,3850060A,1463,370,N,1154,TOTAL,162,33,18,39,5,32,11,
LONG BEACH,3850065A,1464,396,N,926,POLLING PLACE,187,53,20,61,6,14,7,
LONG BEACH,3850065A,1464,396,N,,VBM PORTION,107,31,2,33,6,18,5,
LONG BEACH,3850065A,1464,396,N,926,TOTAL,294,84,22,94,12,32,12,
LONG BEACH,3850067B,1465,396,N,1063,POLLING PLACE,247,102,17,53,12,22,5,
LONG BEACH,3850067B,1465,396,N,,VBM PORTION,118,42,5,30,3,14,8,
LONG BEACH,3850067B,1465,396,N,1063,TOTAL,365,144,22,83,15,36,13,
LONG BEACH,3850069B,1466,355,N,629,POLLING PLACE,101,17,8,31,4,21,5,
LONG BEACH,3850069B,1466,355,N,,VBM PORTION,42,6,3,18,,7,2,
LONG BEACH,3850069B,1466,355,N,629,TOTAL,143,23,11,49,4,28,7,
LONG BEACH,3850070A,1467,396,N,912,POLLING PLACE,177,39,13,48,6,25,13,
LONG BEACH,3850070A,1467,396,N,,VBM PORTION,59,12,4,15,2,12,4,
LONG BEACH,3850070A,1467,396,N,912,TOTAL,236,51,17,63,8,37,17,
LONG BEACH,3850071A,1468,396,N,871,POLLING PLACE,178,27,37,45,6,32,3,
LONG BEACH,3850071A,1468,396,N,,VBM PORTION,47,7,1,10,1,10,6,
LONG BEACH,3850071A,1468,396,N,871,TOTAL,225,34,38,55,7,42,9,
LONG BEACH,3850072A,1469,396,N,941,POLLING PLACE,135,32,13,36,,15,5,
LONG BEACH,3850072A,1469,396,N,,VBM PORTION,44,10,4,9,,6,6,
LONG BEACH,3850072A,1469,396,N,941,TOTAL,179,42,17,45,,21,11,
LONG BEACH,3850075A,1470,396,N,864,POLLING PLACE,164,31,16,46,9,21,14,
LONG BEACH,3850075A,1470,396,N,,VBM PORTION,73,19,4,20,1,16,5,
LONG BEACH,3850075A,1470,396,N,864,TOTAL,237,50,20,66,10,37,19,
LONG BEACH,3850076A,1471,396,N,1063,POLLING PLACE,156,31,43,33,2,14,6,
LONG BEACH,3850076A,1471,396,N,,VBM PORTION,77,17,9,21,4,10,4,
LONG BEACH,3850076A,1471,396,N,1063,TOTAL,233,48,52,54,6,24,10,
LONG BEACH,3850081A,1472,396,N,1166,POLLING PLACE,235,45,39,61,17,31,16,
LONG BEACH,3850081A,1472,396,N,,VBM PORTION,124,23,20,30,12,11,7,
LONG BEACH,3850081A,1472,396,N,1166,TOTAL,359,68,59,91,29,42,23,
LONG BEACH,3850082A,1473,396,N,922,POLLING PLACE,182,38,38,43,14,25,5,
LONG BEACH,3850082A,1473,396,N,,VBM PORTION,70,7,7,10,12,11,6,
LONG BEACH,3850082A,1473,396,N,922,TOTAL,252,45,45,53,26,36,11,
LONG BEACH,3850085A,1474,396,N,1338,POLLING PLACE,302,55,60,85,27,25,13,
LONG BEACH,3850085A,1474,396,N,,VBM PORTION,132,20,26,30,10,9,10,
LONG BEACH,3850085A,1474,396,N,1338,TOTAL,434,75,86,115,37,34,23,
LONG BEACH,3850089A,1475,396,N,1146,POLLING PLACE,112,29,10,29,2,20,7,
LONG BEACH,3850089A,1475,396,N,,VBM PORTION,81,14,9,24,,18,7,
LONG BEACH,3850089A,1475,396,N,1146,TOTAL,193,43,19,53,2,38,14,
LONG BEACH,3850089D,1476,396,N,1196,POLLING PLACE,102,27,12,27,1,18,4,
LONG BEACH,3850089D,1476,396,N,,VBM PORTION,77,15,10,14,2,25,,
LONG BEACH,3850089D,1476,396,N,1196,TOTAL,179,42,22,41,3,43,4,
LONG BEACH,3850091A,1477,396,N,989,POLLING PLACE,59,10,7,16,1,9,5,
LONG BEACH,3850091A,1477,396,N,,VBM PORTION,23,4,,11,,2,1,
LONG BEACH,3850091A,1477,396,N,989,TOTAL,82,14,7,27,1,11,6,
LONG BEACH,3850092A,1478,396,N,956,POLLING PLACE,159,27,47,27,5,32,4,
LONG BEACH,3850092A,1478,396,N,,VBM PORTION,46,12,9,10,,8,,
LONG BEACH,3850092A,1478,396,N,956,TOTAL,205,39,56,37,5,40,4,
LONG BEACH,3850093A,1479,396,N,692,POLLING PLACE,102,23,14,23,3,14,7,
LONG BEACH,3850093A,1479,396,N,,VBM PORTION,54,14,3,10,1,6,1,
LONG BEACH,3850093A,1479,396,N,692,TOTAL,156,37,17,33,4,20,8,
LONG BEACH,3850097A,1480,396,N,1243,POLLING PLACE,168,30,29,38,5,15,19,
LONG BEACH,3850097A,1480,396,N,,VBM PORTION,54,6,2,17,3,14,2,
LONG BEACH,3850097A,1480,396,N,1243,TOTAL,222,36,31,55,8,29,21,
LONG BEACH,3850099A,1481,396,N,1041,POLLING PLACE,155,25,47,32,4,21,7,
LONG BEACH,3850099A,1481,396,N,,VBM PORTION,41,5,15,11,,7,,
LONG BEACH,3850099A,1481,396,N,1041,TOTAL,196,30,62,43,4,28,7,
LONG BEACH,3850100A,1482,396,N,806,POLLING PLACE,122,16,24,40,3,18,4,
LONG BEACH,3850100A,1482,396,N,,VBM PORTION,25,8,3,2,,5,1,
LONG BEACH,3850100A,1482,396,N,806,TOTAL,147,24,27,42,3,23,5,
LONG BEACH,3850101A,1483,396,N,933,POLLING PLACE,132,15,36,32,9,20,4,
LONG BEACH,3850101A,1483,396,N,,VBM PORTION,51,9,13,5,,11,5,
LONG BEACH,3850101A,1483,396,N,933,TOTAL,183,24,49,37,9,31,9,
LONG BEACH,3850102A,1484,370,N,1101,POLLING PLACE,116,25,16,28,6,22,3,
LONG BEACH,3850102A,1484,370,N,,VBM PORTION,32,5,6,13,3,2,2,
LONG BEACH,3850102A,1484,370,N,1101,TOTAL,148,30,22,41,9,24,5,
LONG BEACH,3850103A,1485,396,N,963,POLLING PLACE,116,24,33,24,1,13,5,
LONG BEACH,3850103A,1485,396,N,,VBM PORTION,52,10,8,16,1,3,2,
LONG BEACH,3850103A,1485,396,N,963,TOTAL,168,34,41,40,2,16,7,
LONG BEACH,3850108A,1486,396,N,775,POLLING PLACE,74,11,7,23,3,9,12,
LONG BEACH,3850108A,1486,396,N,,VBM PORTION,74,19,5,25,8,6,4,
LONG BEACH,3850108A,1486,396,N,775,TOTAL,148,30,12,48,11,15,16,
LONG BEACH,3850110A,1487,396,N,1070,POLLING PLACE,139,17,30,35,7,17,9,
LONG BEACH,3850110A,1487,396,N,,VBM PORTION,64,11,12,15,2,4,1,
LONG BEACH,3850110A,1487,396,N,1070,TOTAL,203,28,42,50,9,21,10,
LONG BEACH,3850113B,1488,396,N,991,POLLING PLACE,77,14,11,26,3,3,6,
LONG BEACH,3850113B,1488,396,N,,VBM PORTION,41,6,4,11,2,6,1,
LONG BEACH,3850113B,1488,396,N,991,TOTAL,118,20,15,37,5,9,7,
LONG BEACH,3850117A,1489,396,N,1216,POLLING PLACE,124,26,16,26,6,21,7,
LONG BEACH,3850117A,1489,396,N,,VBM PORTION,43,4,6,14,,11,1,
LONG BEACH,3850117A,1489,396,N,1216,TOTAL,167,30,22,40,6,32,8,
LONG BEACH,3850118A,1490,396,N,613,POLLING PLACE,48,4,4,14,2,13,1,
LONG BEACH,3850118A,1490,396,N,,VBM PORTION,18,3,2,10,,3,,
LONG BEACH,3850118A,1490,396,N,613,TOTAL,66,7,6,24,2,16,1,
LONG BEACH,3850120A,1491,396,N,895,POLLING PLACE,148,23,40,34,7,22,5,
LONG BEACH,3850120A,1491,396,N,,VBM PORTION,68,12,17,13,5,12,1,
LONG BEACH,3850120A,1491,396,N,895,TOTAL,216,35,57,47,12,34,6,
LONG BEACH,3850122A,1492,396,N,801,POLLING PLACE,67,17,5,16,,14,6,
LONG BEACH,3850122A,1492,396,N,,VBM PORTION,28,6,2,7,1,8,3,
LONG BEACH,3850122A,1492,396,N,801,TOTAL,95,23,7,23,1,22,9,
LONG BEACH,3850123A,1493,396,N,855,POLLING PLACE,62,19,14,12,2,4,1,
LONG BEACH,3850123A,1493,396,N,,VBM PORTION,28,6,3,7,,7,1,
LONG BEACH,3850123A,1493,396,N,855,TOTAL,90,25,17,19,2,11,2,
LONG BEACH,3850128A,1494,396,N,755,POLLING PLACE,71,7,21,22,,7,4,
LONG BEACH,3850128A,1494,396,N,,VBM PORTION,26,8,2,5,1,5,2,
LONG BEACH,3850128A,1494,396,N,755,TOTAL,97,15,23,27,1,12,6,
LONG BEACH,3850133A,1495,396,N,1106,POLLING PLACE,127,24,26,34,4,20,6,
LONG BEACH,3850133A,1495,396,N,,VBM PORTION,38,14,2,11,2,2,,
LONG BEACH,3850133A,1495,396,N,1106,TOTAL,165,38,28,45,6,22,6,
LONG BEACH,3850134B,1496,396,N,1018,POLLING PLACE,64,18,9,13,3,7,2,
LONG BEACH,3850134B,1496,396,N,,VBM PORTION,15,6,1,6,1,,,
LONG BEACH,3850134B,1496,396,N,1018,TOTAL,79,24,10,19,4,7,2,
LONG BEACH,3850135A,1497,396,N,1267,POLLING PLACE,203,49,32,46,10,28,11,
LONG BEACH,3850135A,1497,396,N,,VBM PORTION,85,24,6,16,3,10,3,
LONG BEACH,3850135A,1497,396,N,1267,TOTAL,288,73,38,62,13,38,14,
LONG BEACH,3850137A,1498,396,N,1148,POLLING PLACE,76,10,21,18,1,10,7,
LONG BEACH,3850137A,1498,396,N,,VBM PORTION,34,7,4,9,2,5,,
