LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,CARL E SOUTHWELL,MONICA D COOPER,ANTHONY M MISETICH,MICHAEL MITOMA,HAROLD WILLIAMS,
LOS ANGELES,9002630A,4239,373,N,400,TOTAL,73,4,10,8,3,27,
LOS ANGELES,9002688A,4254,395,N,1141,POLLING PLACE,240,12,11,80,22,65,
LOS ANGELES,9002688A,4254,395,N,,VBM PORTION,148,9,9,51,8,35,
LOS ANGELES,9002688A,4254,395,N,1141,TOTAL,388,21,20,131,30,100,
LOS ANGELES,9002689A,4255,395,N,824,POLLING PLACE,171,8,15,53,11,36,
LOS ANGELES,9002689A,4255,395,N,,VBM PORTION,181,3,10,68,9,39,
LOS ANGELES,9002689A,4255,395,N,824,TOTAL,352,11,25,121,20,75,
LOS ANGELES,9003458C,6336,395,Y,,POLLING PLACE,,,,,,,
LOS ANGELES,9003458C,6336,395,Y,,VBM PORTION,,,,,,,
LOS ANGELES,9003458C,6336,395,Y,,TOTAL,,,,,,,
LOS ANGELES,9006348A,4545,390,N,903,POLLING PLACE,185,14,12,53,7,62,
LOS ANGELES,9006348A,4545,390,N,,VBM PORTION,106,3,6,37,10,27,
LOS ANGELES,9006348A,4545,390,N,903,TOTAL,291,17,18,90,17,89,
LOS ANGELES,9006350A,4546,390,N,916,POLLING PLACE,189,16,17,53,12,46,
LOS ANGELES,9006350A,4546,390,N,,VBM PORTION,112,9,7,29,11,19,
LOS ANGELES,9006350A,4546,390,N,916,TOTAL,301,25,24,82,23,65,
LOS ANGELES,9006359B,6340,395,Y,,POLLING PLACE,,,,,,,
LOS ANGELES,9006359B,6340,395,Y,,VBM PORTION,,,,,,,
LOS ANGELES,9006359B,6340,395,Y,,TOTAL,,,,,,,
LOS ANGELES,9006361B,6341,390,Y,,POLLING PLACE,,,,,,,
LOS ANGELES,9006361B,6341,390,Y,,VBM PORTION,,,,,,,
LOS ANGELES,9006361B,6341,390,Y,,TOTAL,,,,,,,
LOS ANGELES,9006380A,4556,395,N,504,POLLING PLACE,78,7,8,14,4,28,
LOS ANGELES,9006380A,4556,395,N,,VBM PORTION,48,4,8,4,3,17,
LOS ANGELES,9006380A,4556,395,N,504,TOTAL,126,11,16,18,7,45,
LOS ANGELES,9006398A,4561,395,N,963,POLLING PLACE,220,16,13,77,14,42,
LOS ANGELES,9006398A,4561,395,N,,VBM PORTION,145,9,3,60,12,38,
LOS ANGELES,9006398A,4561,395,N,963,TOTAL,365,25,16,137,26,80,
BALLOT GROUP 362,9990362A,8362,362,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 362,9990362A,8362,362,N,,VBM PORTION,,,,,,,
BALLOT GROUP 362,9990362A,8362,362,N,,TOTAL,,,,,,,
BALLOT GROUP 367,9990367A,8367,367,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 367,9990367A,8367,367,N,,VBM PORTION,,,,,,,
BALLOT GROUP 367,9990367A,8367,367,N,,TOTAL,,,,,,,
BALLOT GROUP 372,9990372A,8372,372,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 372,9990372A,8372,372,N,,VBM PORTION,,,,,,,
BALLOT GROUP 372,9990372A,8372,372,N,,TOTAL,,,,,,,
BALLOT GROUP 373,9990373A,8373,373,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 373,9990373A,8373,373,N,,VBM PORTION,,,,,,,
BALLOT GROUP 373,9990373A,8373,373,N,,TOTAL,,,,,,,
BALLOT GROUP 379,9990379A,8379,379,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 379,9990379A,8379,379,N,,VBM PORTION,,,,,,,
BALLOT GROUP 379,9990379A,8379,379,N,,TOTAL,,,,,,,
BALLOT GROUP 380,9990380A,8380,380,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 380,9990380A,8380,380,N,,VBM PORTION,,,,,,,
BALLOT GROUP 380,9990380A,8380,380,N,,TOTAL,,,,,,,
BALLOT GROUP 383,9990383A,8383,383,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 383,9990383A,8383,383,N,,VBM PORTION,,,,,,,
BALLOT GROUP 383,9990383A,8383,383,N,,TOTAL,,,,,,,
BALLOT GROUP 387,9990387A,8387,387,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 387,9990387A,8387,387,N,,VBM PORTION,,,,,,,
BALLOT GROUP 387,9990387A,8387,387,N,,TOTAL,,,,,,,
BALLOT GROUP 390,9990390A,8390,390,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 390,9990390A,8390,390,N,,VBM PORTION,,,,,,,
BALLOT GROUP 390,9990390A,8390,390,N,,TOTAL,,,,,,,
BALLOT GROUP 395,9990395A,8395,395,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 395,9990395A,8395,395,N,,VBM PORTION,,,,,,,
BALLOT GROUP 395,9990395A,8395,395,N,,TOTAL,,,,,,,
