LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,KAMALA D HARRIS,RONALD GOLD,
UNIVERSAL,7300001A,6252,125,Y,,POLLING PLACE,,,,
UNIVERSAL,7300001A,6252,125,Y,,VBM PORTION,,,,
UNIVERSAL,7300001A,6252,125,Y,,TOTAL,,,,
VALENCIA,7360006A,2739,45,N,1055,POLLING PLACE,139,53,79,
VALENCIA,7360006A,2739,45,N,,VBM PORTION,68,28,34,
VALENCIA,7360006A,2739,45,N,1055,TOTAL,207,81,113,
VALENCIA,7360006C,6253,46,Y,,POLLING PLACE,,,,
VALENCIA,7360006C,6253,46,Y,,VBM PORTION,,,,
VALENCIA,7360006C,6253,46,Y,,TOTAL,,,,
VALINDA,7410002A,2740,240,N,882,POLLING PLACE,136,93,36,
VALINDA,7410002A,2740,240,N,,VBM PORTION,34,29,5,
VALINDA,7410002A,2740,240,N,882,TOTAL,170,122,41,
VALINDA,7410003B,2741,240,N,952,POLLING PLACE,125,101,20,
VALINDA,7410003B,2741,240,N,,VBM PORTION,28,22,4,
VALINDA,7410003B,2741,240,N,952,TOTAL,153,123,24,
VALINDA,7410004B,2742,240,N,977,POLLING PLACE,124,98,20,
VALINDA,7410004B,2742,240,N,,VBM PORTION,21,18,2,
VALINDA,7410004B,2742,240,N,977,TOTAL,145,116,22,
VALINDA,7410005A,2743,240,N,1101,POLLING PLACE,145,113,27,
VALINDA,7410005A,2743,240,N,,VBM PORTION,52,40,8,
VALINDA,7410005A,2743,240,N,1101,TOTAL,197,153,35,
VALINDA,7410006B,2744,240,N,1021,POLLING PLACE,143,105,30,
VALINDA,7410006B,2744,240,N,,VBM PORTION,27,19,2,
VALINDA,7410006B,2744,240,N,1021,TOTAL,170,124,32,
VALINDA,7410007A,2745,240,N,1165,POLLING PLACE,162,129,25,
VALINDA,7410007A,2745,240,N,,VBM PORTION,47,20,21,
VALINDA,7410007A,2745,240,N,1165,TOTAL,209,149,46,
VALINDA,7410008A,2746,240,N,625,POLLING PLACE,102,63,33,
VALINDA,7410008A,2746,240,N,,VBM PORTION,44,26,14,
VALINDA,7410008A,2746,240,N,625,TOTAL,146,89,47,
VALINDA,7410010A,2747,133,N,788,POLLING PLACE,114,84,28,
VALINDA,7410010A,2747,133,N,,VBM PORTION,21,13,7,
VALINDA,7410010A,2747,133,N,788,TOTAL,135,97,35,
VALINDA,7410011B,2748,133,N,982,POLLING PLACE,142,96,37,
VALINDA,7410011B,2748,133,N,,VBM PORTION,49,31,16,
VALINDA,7410011B,2748,133,N,982,TOTAL,191,127,53,
VALINDA,7410015A,2749,133,N,855,POLLING PLACE,129,96,25,
VALINDA,7410015A,2749,133,N,,VBM PORTION,33,20,8,
VALINDA,7410015A,2749,133,N,855,TOTAL,162,116,33,
VALINDA,7410015C,2750,131,N,202,POLLING PLACE,24,18,4,
VALINDA,7410015C,2750,131,N,,VBM PORTION,14,11,2,
VALINDA,7410015C,2750,131,N,202,TOTAL,38,29,6,
VALINDA,7410016A,2751,133,N,955,POLLING PLACE,181,131,42,
VALINDA,7410016A,2751,133,N,,VBM PORTION,33,15,14,
VALINDA,7410016A,2751,133,N,955,TOTAL,214,146,56,
VALINDA,7410017A,2752,133,N,1047,POLLING PLACE,153,118,28,
VALINDA,7410017A,2752,133,N,,VBM PORTION,26,17,9,
VALINDA,7410017A,2752,133,N,1047,TOTAL,179,135,37,
VALINDA,7410020A,2753,133,N,1057,POLLING PLACE,137,95,38,
VALINDA,7410020A,2753,133,N,,VBM PORTION,27,12,9,
VALINDA,7410020A,2753,133,N,1057,TOTAL,164,107,47,
VALINDA,7410025A,2754,133,N,1079,POLLING PLACE,195,145,42,
VALINDA,7410025A,2754,133,N,,VBM PORTION,46,30,11,
VALINDA,7410025A,2754,133,N,1079,TOTAL,241,175,53,
VALINDA,7410027A,2755,133,N,723,POLLING PLACE,113,88,21,
VALINDA,7410027A,2755,133,N,,VBM PORTION,28,15,11,
VALINDA,7410027A,2755,133,N,723,TOTAL,141,103,32,
VALINDA,7410029A,2756,133,N,1117,POLLING PLACE,143,93,42,
VALINDA,7410029A,2756,133,N,,VBM PORTION,42,24,16,
VALINDA,7410029A,2756,133,N,1117,TOTAL,185,117,58,
VALINDA,7410086B,2757,133,N,640,POLLING PLACE,83,68,12,
VALINDA,7410086B,2757,133,N,,VBM PORTION,17,16,1,
VALINDA,7410086B,2757,133,N,640,TOTAL,100,84,13,
VALINDA,7410130A,2758,133,N,600,POLLING PLACE,86,66,16,
VALINDA,7410130A,2758,133,N,,VBM PORTION,31,22,8,
VALINDA,7410130A,2758,133,N,600,TOTAL,117,88,24,
VALINDA,7410130B,2759,131,N,395,POLLING PLACE,65,46,17,
VALINDA,7410130B,2759,131,N,,VBM PORTION,15,9,5,
VALINDA,7410130B,2759,131,N,395,TOTAL,80,55,22,
VALINDA,7410150A,2760,133,N,1106,POLLING PLACE,150,103,42,
VALINDA,7410150A,2760,133,N,,VBM PORTION,29,17,11,
VALINDA,7410150A,2760,133,N,1106,TOTAL,179,120,53,
VALINDA,7410154A,2761,133,N,631,POLLING PLACE,94,61,30,
VALINDA,7410154A,2761,133,N,,VBM PORTION,30,11,16,
VALINDA,7410154A,2761,133,N,631,TOTAL,124,72,46,
VALINDA,7410154B,2762,133,N,1136,POLLING PLACE,160,106,48,
VALINDA,7410154B,2762,133,N,,VBM PORTION,29,18,11,
VALINDA,7410154B,2762,133,N,1136,TOTAL,189,124,59,
VERNON,7450001A,6254,219,Y,,POLLING PLACE,,,,
VERNON,7450001A,6254,219,Y,,VBM PORTION,,,,
VERNON,7450001A,6254,219,Y,,TOTAL,,,,
VERNON,7450002A,6255,347,Y,,POLLING PLACE,,,,
VERNON,7450002A,6255,347,Y,,VBM PORTION,,,,
VERNON,7450002A,6255,347,Y,,TOTAL,,,,
VERNON,7450003A,6256,347,Y,,POLLING PLACE,,,,
VERNON,7450003A,6256,347,Y,,VBM PORTION,,,,
VERNON,7450003A,6256,347,Y,,TOTAL,,,,
VERNON,7450011A,6257,218,Y,54,POLLING PLACE,,,,
VERNON,7450011A,6257,218,Y,,VBM PORTION,12,8,4,
VERNON,7450011A,6257,218,Y,54,TOTAL,12,8,4,
VETERANS ADMIN CENTER,7470001A,6258,221,Y,171,POLLING PLACE,,,,
VETERANS ADMIN CENTER,7470001A,6258,221,Y,,VBM PORTION,23,16,5,
VETERANS ADMIN CENTER,7470001A,6258,221,Y,171,TOTAL,23,16,5,
VIEW PARK,7510001A,2763,231,N,1193,POLLING PLACE,339,317,11,
VIEW PARK,7510001A,2763,231,N,,VBM PORTION,88,77,7,
VIEW PARK,7510001A,2763,231,N,1193,TOTAL,427,394,18,
VIEW PARK,7510003C,2764,231,N,1312,POLLING PLACE,364,342,15,
VIEW PARK,7510003C,2764,231,N,,VBM PORTION,103,93,4,
VIEW PARK,7510003C,2764,231,N,1312,TOTAL,467,435,19,
VIEW PARK,7510004A,2765,231,N,728,POLLING PLACE,178,163,12,
VIEW PARK,7510004A,2765,231,N,,VBM PORTION,37,30,,
VIEW PARK,7510004A,2765,231,N,728,TOTAL,215,193,12,
VIEW PARK,7510006A,2766,231,N,1231,POLLING PLACE,313,290,13,
VIEW PARK,7510006A,2766,231,N,,VBM PORTION,74,70,2,
VIEW PARK,7510006A,2766,231,N,1231,TOTAL,387,360,15,
VIEW PARK,7510008A,2767,231,N,1032,POLLING PLACE,285,274,8,
VIEW PARK,7510008A,2767,231,N,,VBM PORTION,93,84,2,
VIEW PARK,7510008A,2767,231,N,1032,TOTAL,378,358,10,
VIEW PARK,7510009B,2768,231,N,1227,POLLING PLACE,343,317,17,
VIEW PARK,7510009B,2768,231,N,,VBM PORTION,87,77,4,
VIEW PARK,7510009B,2768,231,N,1227,TOTAL,430,394,21,
VIEW PARK,7510010A,2769,231,N,940,POLLING PLACE,250,231,12,
VIEW PARK,7510010A,2769,231,N,,VBM PORTION,104,94,4,
VIEW PARK,7510010A,2769,231,N,940,TOTAL,354,325,16,
VIEW PARK,7510012A,2770,231,N,997,POLLING PLACE,340,318,12,
VIEW PARK,7510012A,2770,231,N,,VBM PORTION,74,62,9,
VIEW PARK,7510012A,2770,231,N,997,TOTAL,414,380,21,
WALNUT,7600002A,2771,237,N,555,POLLING PLACE,74,40,31,
WALNUT,7600002A,2771,237,N,,VBM PORTION,42,20,17,
WALNUT,7600002A,2771,237,N,555,TOTAL,116,60,48,
WALNUT,7600002D,2772,237,N,626,POLLING PLACE,111,51,52,
WALNUT,7600002D,2772,237,N,,VBM PORTION,32,13,16,
WALNUT,7600002D,2772,237,N,626,TOTAL,143,64,68,
WALNUT,7600003A,2773,237,N,812,POLLING PLACE,143,74,64,
WALNUT,7600003A,2773,237,N,,VBM PORTION,81,38,36,
WALNUT,7600003A,2773,237,N,812,TOTAL,224,112,100,
WALNUT,7600004A,2774,237,N,999,POLLING PLACE,158,91,56,
WALNUT,7600004A,2774,237,N,,VBM PORTION,57,22,24,
WALNUT,7600004A,2774,237,N,999,TOTAL,215,113,80,
WALNUT,7600006A,2775,237,N,1303,POLLING PLACE,204,93,101,
WALNUT,7600006A,2775,237,N,,VBM PORTION,98,50,36,
WALNUT,7600006A,2775,237,N,1303,TOTAL,302,143,137,
WALNUT,7600006B,2776,237,N,895,POLLING PLACE,110,61,44,
WALNUT,7600006B,2776,237,N,,VBM PORTION,48,16,22,
WALNUT,7600006B,2776,237,N,895,TOTAL,158,77,66,
WALNUT,7600007A,2777,237,N,1144,POLLING PLACE,146,75,63,
WALNUT,7600007A,2777,237,N,,VBM PORTION,119,67,38,
WALNUT,7600007A,2777,237,N,1144,TOTAL,265,142,101,
WALNUT,7600008A,2778,237,N,1210,POLLING PLACE,182,79,92,
WALNUT,7600008A,2778,237,N,,VBM PORTION,90,39,38,
WALNUT,7600008A,2778,237,N,1210,TOTAL,272,118,130,
WALNUT,7600009A,2779,237,N,931,POLLING PLACE,110,59,46,
WALNUT,7600009A,2779,237,N,,VBM PORTION,66,35,21,
WALNUT,7600009A,2779,237,N,931,TOTAL,176,94,67,
WALNUT,7600011A,2780,237,N,1020,POLLING PLACE,139,67,64,
WALNUT,7600011A,2780,237,N,,VBM PORTION,94,51,33,
WALNUT,7600011A,2780,237,N,1020,TOTAL,233,118,97,
WALNUT,7600012A,2781,237,N,864,POLLING PLACE,169,107,48,
WALNUT,7600012A,2781,237,N,,VBM PORTION,53,28,23,
WALNUT,7600012A,2781,237,N,864,TOTAL,222,135,71,
WALNUT,7600017A,2782,237,N,1237,POLLING PLACE,209,123,71,
WALNUT,7600017A,2782,237,N,,VBM PORTION,112,52,53,
WALNUT,7600017A,2782,237,N,1237,TOTAL,321,175,124,
WALNUT,7600018A,2783,237,N,929,POLLING PLACE,120,64,49,
WALNUT,7600018A,2783,237,N,,VBM PORTION,90,32,42,
WALNUT,7600018A,2783,237,N,929,TOTAL,210,96,91,
WALNUT,7600030A,2784,237,N,1079,POLLING PLACE,152,84,56,
WALNUT,7600030A,2784,237,N,,VBM PORTION,60,36,18,
WALNUT,7600030A,2784,237,N,1079,TOTAL,212,120,74,
WALNUT,7600031A,2785,237,N,1022,POLLING PLACE,140,82,52,
WALNUT,7600031A,2785,237,N,,VBM PORTION,84,45,29,
WALNUT,7600031A,2785,237,N,1022,TOTAL,224,127,81,
WALNUT,7600032A,2786,237,N,1290,POLLING PLACE,166,83,72,
WALNUT,7600032A,2786,237,N,,VBM PORTION,105,47,47,
WALNUT,7600032A,2786,237,N,1290,TOTAL,271,130,119,
WALNUT,7600033A,2787,238,N,875,POLLING PLACE,122,60,55,
WALNUT,7600033A,2787,238,N,,VBM PORTION,76,32,36,
WALNUT,7600033A,2787,238,N,875,TOTAL,198,92,91,
WALNUT PARK,7650001A,2788,318,N,1076,POLLING PLACE,150,125,19,
WALNUT PARK,7650001A,2788,318,N,,VBM PORTION,15,8,5,
WALNUT PARK,7650001A,2788,318,N,1076,TOTAL,165,133,24,
WALNUT PARK,7650004A,2789,318,N,980,POLLING PLACE,101,87,10,
WALNUT PARK,7650004A,2789,318,N,,VBM PORTION,29,20,7,
WALNUT PARK,7650004A,2789,318,N,980,TOTAL,130,107,17,
WALNUT PARK,7650004B,6259,319,Y,,POLLING PLACE,,,,
WALNUT PARK,7650004B,6259,319,Y,,VBM PORTION,,,,
WALNUT PARK,7650004B,6259,319,Y,,TOTAL,,,,
WALNUT PARK,7650005A,2790,318,N,1015,POLLING PLACE,184,146,28,
WALNUT PARK,7650005A,2790,318,N,,VBM PORTION,21,16,3,
WALNUT PARK,7650005A,2790,318,N,1015,TOTAL,205,162,31,
WALNUT PARK,7650006A,2791,318,N,930,POLLING PLACE,145,104,29,
WALNUT PARK,7650006A,2791,318,N,,VBM PORTION,34,27,6,
WALNUT PARK,7650006A,2791,318,N,930,TOTAL,179,131,35,
WALNUT PARK,7650008A,2792,318,N,801,POLLING PLACE,165,139,14,
WALNUT PARK,7650008A,2792,318,N,,VBM PORTION,18,17,1,
WALNUT PARK,7650008A,2792,318,N,801,TOTAL,183,156,15,
WALNUT PARK,7650009A,2793,318,N,766,POLLING PLACE,119,102,14,
WALNUT PARK,7650009A,2793,318,N,,VBM PORTION,24,13,9,
WALNUT PARK,7650009A,2793,318,N,766,TOTAL,143,115,23,
WEST ATHENS,7670001A,2794,313,N,1040,POLLING PLACE,99,88,3,
WEST ATHENS,7670001A,2794,313,N,,VBM PORTION,32,25,3,
WEST ATHENS,7670001A,2794,313,N,1040,TOTAL,131,113,6,
WEST ATHENS,7670003A,2795,313,N,1015,POLLING PLACE,107,98,7,
WEST ATHENS,7670003A,2795,313,N,,VBM PORTION,35,27,4,
WEST ATHENS,7670003A,2795,313,N,1015,TOTAL,142,125,11,
WEST ATHENS,7670004A,2796,333,N,1057,POLLING PLACE,148,130,13,
WEST ATHENS,7670004A,2796,333,N,,VBM PORTION,21,20,,
WEST ATHENS,7670004A,2796,333,N,1057,TOTAL,169,150,13,
WEST ATHENS,7670005A,2797,333,N,775,POLLING PLACE,108,91,9,
WEST ATHENS,7670005A,2797,333,N,,VBM PORTION,24,24,,
WEST ATHENS,7670005A,2797,333,N,775,TOTAL,132,115,9,
WEST ATHENS,7670006A,2798,333,N,1068,POLLING PLACE,226,204,11,
WEST ATHENS,7670006A,2798,333,N,,VBM PORTION,71,66,5,
WEST ATHENS,7670006A,2798,333,N,1068,TOTAL,297,270,16,
WEST ATHENS,7670007A,2799,333,N,788,POLLING PLACE,120,108,11,
WEST ATHENS,7670007A,2799,333,N,,VBM PORTION,29,23,5,
WEST ATHENS,7670007A,2799,333,N,788,TOTAL,149,131,16,
WEST ATHENS,7670009A,2800,313,N,1103,POLLING PLACE,152,137,9,
WEST ATHENS,7670009A,2800,313,N,,VBM PORTION,21,19,1,
WEST ATHENS,7670009A,2800,313,N,1103,TOTAL,173,156,10,
WEST ATHENS,7670009D,2801,313,N,90,POLLING PLACE,21,20,,
WEST ATHENS,7670009D,2801,313,N,,VBM PORTION,3,1,,
WEST ATHENS,7670009D,2801,313,N,90,TOTAL,24,21,,
WEST ATHENS,7670010A,2802,333,N,1022,POLLING PLACE,143,133,6,
WEST ATHENS,7670010A,2802,333,N,,VBM PORTION,40,33,6,
WEST ATHENS,7670010A,2802,333,N,1022,TOTAL,183,166,12,
WEST ATHENS,7670011A,2803,333,N,722,POLLING PLACE,162,151,6,
WEST ATHENS,7670011A,2803,333,N,,VBM PORTION,30,28,1,
WEST ATHENS,7670011A,2803,333,N,722,TOTAL,192,179,7,
WEST ATHENS,7670012B,2804,333,N,1097,POLLING PLACE,182,174,6,
WEST ATHENS,7670012B,2804,333,N,,VBM PORTION,56,49,4,
WEST ATHENS,7670012B,2804,333,N,1097,TOTAL,238,223,10,
WEST ATHENS,7670013A,2805,333,N,809,POLLING PLACE,173,163,6,
WEST ATHENS,7670013A,2805,333,N,,VBM PORTION,40,33,3,
WEST ATHENS,7670013A,2805,333,N,809,TOTAL,213,196,9,
WEST ATHENS,7670014A,2806,333,N,871,POLLING PLACE,65,56,5,
WEST ATHENS,7670014A,2806,333,N,,VBM PORTION,15,12,2,
WEST ATHENS,7670014A,2806,333,N,871,TOTAL,80,68,7,
WEST ATHENS,7670015A,2807,339,N,708,POLLING PLACE,110,100,6,
WEST ATHENS,7670015A,2807,339,N,,VBM PORTION,22,22,,
WEST ATHENS,7670015A,2807,339,N,708,TOTAL,132,122,6,
WEST ATHENS,7670016A,2808,333,N,885,POLLING PLACE,119,107,7,
WEST ATHENS,7670016A,2808,333,N,,VBM PORTION,11,9,2,
WEST ATHENS,7670016A,2808,333,N,885,TOTAL,130,116,9,
WEST ATHENS,7670017A,2809,339,N,948,POLLING PLACE,97,84,10,
WEST ATHENS,7670017A,2809,339,N,,VBM PORTION,18,16,,
WEST ATHENS,7670017A,2809,339,N,948,TOTAL,115,100,10,
WEST ATHENS,7670018A,2810,339,N,842,POLLING PLACE,168,158,7,
WEST ATHENS,7670018A,2810,339,N,,VBM PORTION,31,29,,
WEST ATHENS,7670018A,2810,339,N,842,TOTAL,199,187,7,
WEST ATHENS,7670019A,2811,339,N,748,POLLING PLACE,135,127,6,
WEST ATHENS,7670019A,2811,339,N,,VBM PORTION,20,18,1,
WEST ATHENS,7670019A,2811,339,N,748,TOTAL,155,145,7,
WEST ATHENS,7670020A,2812,339,N,916,POLLING PLACE,238,219,9,
WEST ATHENS,7670020A,2812,339,N,,VBM PORTION,56,48,5,
WEST ATHENS,7670020A,2812,339,N,916,TOTAL,294,267,14,
WEST ATHENS,7670021A,2813,339,N,801,POLLING PLACE,197,189,6,
WEST ATHENS,7670021A,2813,339,N,,VBM PORTION,59,53,4,
WEST ATHENS,7670021A,2813,339,N,801,TOTAL,256,242,10,
WEST ATHENS,7670022A,2814,333,N,966,POLLING PLACE,112,96,11,
WEST ATHENS,7670022A,2814,333,N,,VBM PORTION,16,13,2,
WEST ATHENS,7670022A,2814,333,N,966,TOTAL,128,109,13,
WEST ATHENS,7670023A,2815,333,N,899,POLLING PLACE,187,171,10,
WEST ATHENS,7670023A,2815,333,N,,VBM PORTION,27,26,1,
WEST ATHENS,7670023A,2815,333,N,899,TOTAL,214,197,11,
WEST ATHENS,7670024A,2816,333,N,783,POLLING PLACE,138,126,8,
WEST ATHENS,7670024A,2816,333,N,,VBM PORTION,31,25,4,
WEST ATHENS,7670024A,2816,333,N,783,TOTAL,169,151,12,
WEST CARSON,7680001A,6260,362,Y,25,POLLING PLACE,,,,
WEST CARSON,7680001A,6260,362,Y,,VBM PORTION,1,,1,
WEST CARSON,7680001A,6260,362,Y,25,TOTAL,1,,1,
WEST CARSON,7680002A,2817,387,N,1077,POLLING PLACE,111,78,29,
WEST CARSON,7680002A,2817,387,N,,VBM PORTION,78,44,28,
WEST CARSON,7680002A,2817,387,N,1077,TOTAL,189,122,57,
WEST CARSON,7680003A,2818,385,N,1018,POLLING PLACE,162,89,69,
WEST CARSON,7680003A,2818,385,N,,VBM PORTION,85,54,30,
WEST CARSON,7680003A,2818,385,N,1018,TOTAL,247,143,99,
WEST CARSON,7680005A,2819,385,N,729,POLLING PLACE,121,61,51,
WEST CARSON,7680005A,2819,385,N,,VBM PORTION,58,36,16,
WEST CARSON,7680005A,2819,385,N,729,TOTAL,179,97,67,
WEST CARSON,7680006A,6261,362,Y,1,POLLING PLACE,,,,
WEST CARSON,7680006A,6261,362,Y,,VBM PORTION,,,,
WEST CARSON,7680006A,6261,362,Y,1,TOTAL,,,,
WEST CARSON,7680009A,2820,385,N,1061,POLLING PLACE,166,113,42,
WEST CARSON,7680009A,2820,385,N,,VBM PORTION,79,52,21,
WEST CARSON,7680009A,2820,385,N,1061,TOTAL,245,165,63,
WEST CARSON,7680010A,2821,385,N,1119,POLLING PLACE,161,104,49,
WEST CARSON,7680010A,2821,385,N,,VBM PORTION,75,48,23,
WEST CARSON,7680010A,2821,385,N,1119,TOTAL,236,152,72,
WEST CARSON,7680011C,2822,385,N,1504,POLLING PLACE,178,112,56,
WEST CARSON,7680011C,2822,385,N,,VBM PORTION,117,68,39,
WEST CARSON,7680011C,2822,385,N,1504,TOTAL,295,180,95,
WEST CARSON,7680012A,2823,385,N,1262,POLLING PLACE,267,181,76,
WEST CARSON,7680012A,2823,385,N,,VBM PORTION,134,68,55,
WEST CARSON,7680012A,2823,385,N,1262,TOTAL,401,249,131,
WEST CARSON,7680013A,2824,385,N,783,POLLING PLACE,186,144,33,
WEST CARSON,7680013A,2824,385,N,,VBM PORTION,70,52,17,
WEST CARSON,7680013A,2824,385,N,783,TOTAL,256,196,50,
WEST CARSON,7680015B,2825,385,N,1306,POLLING PLACE,151,91,55,
WEST CARSON,7680015B,2825,385,N,,VBM PORTION,98,55,38,
WEST CARSON,7680015B,2825,385,N,1306,TOTAL,249,146,93,
WEST CARSON,7680016A,2826,385,N,882,POLLING PLACE,99,63,33,
WEST CARSON,7680016A,2826,385,N,,VBM PORTION,103,48,51,
WEST CARSON,7680016A,2826,385,N,882,TOTAL,202,111,84,
WEST CARSON,7680018A,2827,385,N,674,POLLING PLACE,151,118,32,
WEST CARSON,7680018A,2827,385,N,,VBM PORTION,62,46,13,
WEST CARSON,7680018A,2827,385,N,674,TOTAL,213,164,45,
WEST COMPTON,7690001A,2828,366,N,772,POLLING PLACE,161,145,8,
WEST COMPTON,7690001A,2828,366,N,,VBM PORTION,42,31,7,
WEST COMPTON,7690001A,2828,366,N,772,TOTAL,203,176,15,
WEST COMPTON,7690002A,2829,366,N,863,POLLING PLACE,154,140,6,
WEST COMPTON,7690002A,2829,366,N,,VBM PORTION,35,35,,
WEST COMPTON,7690002A,2829,366,N,863,TOTAL,189,175,6,
WEST COMPTON,7690005A,2830,366,N,948,POLLING PLACE,192,175,6,
WEST COMPTON,7690005A,2830,366,N,,VBM PORTION,23,20,1,
WEST COMPTON,7690005A,2830,366,N,948,TOTAL,215,195,7,
WEST COMPTON,7690006A,2831,372,N,784,POLLING PLACE,123,109,10,
WEST COMPTON,7690006A,2831,372,N,,VBM PORTION,41,31,9,
WEST COMPTON,7690006A,2831,372,N,784,TOTAL,164,140,19,
WEST COVINA,7700001A,2832,133,N,1029,POLLING PLACE,122,88,27,
WEST COVINA,7700001A,2832,133,N,,VBM PORTION,61,32,28,
WEST COVINA,7700001A,2832,133,N,1029,TOTAL,183,120,55,
WEST COVINA,7700002A,2833,133,N,841,POLLING PLACE,109,48,51,
WEST COVINA,7700002A,2833,133,N,,VBM PORTION,52,25,20,
WEST COVINA,7700002A,2833,133,N,841,TOTAL,161,73,71,
WEST COVINA,7700003A,2834,133,N,937,POLLING PLACE,118,78,34,
WEST COVINA,7700003A,2834,133,N,,VBM PORTION,39,22,17,
WEST COVINA,7700003A,2834,133,N,937,TOTAL,157,100,51,
WEST COVINA,7700004A,2835,133,N,1038,POLLING PLACE,179,92,77,
WEST COVINA,7700004A,2835,133,N,,VBM PORTION,74,34,37,
WEST COVINA,7700004A,2835,133,N,1038,TOTAL,253,126,114,
WEST COVINA,7700006A,6262,138,Y,,POLLING PLACE,,,,
WEST COVINA,7700006A,6262,138,Y,,VBM PORTION,,,,
WEST COVINA,7700006A,6262,138,Y,,TOTAL,,,,
WEST COVINA,7700008A,2836,133,N,538,POLLING PLACE,99,56,36,
WEST COVINA,7700008A,2836,133,N,,VBM PORTION,22,15,6,
WEST COVINA,7700008A,2836,133,N,538,TOTAL,121,71,42,
WEST COVINA,7700008B,2837,133,N,1086,POLLING PLACE,162,92,63,
WEST COVINA,7700008B,2837,133,N,,VBM PORTION,67,46,19,
WEST COVINA,7700008B,2837,133,N,1086,TOTAL,229,138,82,
WEST COVINA,7700011A,2838,133,N,956,POLLING PLACE,175,103,61,
WEST COVINA,7700011A,2838,133,N,,VBM PORTION,50,29,19,
WEST COVINA,7700011A,2838,133,N,956,TOTAL,225,132,80,
WEST COVINA,7700012A,2839,133,N,910,POLLING PLACE,141,75,60,
WEST COVINA,7700012A,2839,133,N,,VBM PORTION,64,36,23,
WEST COVINA,7700012A,2839,133,N,910,TOTAL,205,111,83,
WEST COVINA,7700012C,2840,133,N,1012,POLLING PLACE,166,98,64,
WEST COVINA,7700012C,2840,133,N,,VBM PORTION,58,31,25,
WEST COVINA,7700012C,2840,133,N,1012,TOTAL,224,129,89,
WEST COVINA,7700014B,2841,133,N,1126,POLLING PLACE,131,86,39,
WEST COVINA,7700014B,2841,133,N,,VBM PORTION,79,44,32,
WEST COVINA,7700014B,2841,133,N,1126,TOTAL,210,130,71,
WEST COVINA,7700015B,2842,133,N,925,POLLING PLACE,160,84,70,
WEST COVINA,7700015B,2842,133,N,,VBM PORTION,61,40,18,
WEST COVINA,7700015B,2842,133,N,925,TOTAL,221,124,88,
WEST COVINA,7700016A,2843,133,N,1196,POLLING PLACE,180,113,59,
WEST COVINA,7700016A,2843,133,N,,VBM PORTION,71,44,22,
WEST COVINA,7700016A,2843,133,N,1196,TOTAL,251,157,81,
WEST COVINA,7700019B,2844,133,N,708,POLLING PLACE,115,65,38,
WEST COVINA,7700019B,2844,133,N,,VBM PORTION,60,19,36,
WEST COVINA,7700019B,2844,133,N,708,TOTAL,175,84,74,
WEST COVINA,7700020C,2845,133,N,872,POLLING PLACE,169,71,93,
WEST COVINA,7700020C,2845,133,N,,VBM PORTION,68,34,30,
WEST COVINA,7700020C,2845,133,N,872,TOTAL,237,105,123,
WEST COVINA,7700021B,2846,236,N,942,POLLING PLACE,127,57,62,
WEST COVINA,7700021B,2846,236,N,,VBM PORTION,86,34,46,
WEST COVINA,7700021B,2846,236,N,942,TOTAL,213,91,108,
WEST COVINA,7700022A,2847,133,N,1200,POLLING PLACE,197,102,86,
WEST COVINA,7700022A,2847,133,N,,VBM PORTION,90,50,36,
WEST COVINA,7700022A,2847,133,N,1200,TOTAL,287,152,122,
WEST COVINA,7700024A,2848,133,N,783,POLLING PLACE,163,86,67,
WEST COVINA,7700024A,2848,133,N,,VBM PORTION,51,35,12,
WEST COVINA,7700024A,2848,133,N,783,TOTAL,214,121,79,
WEST COVINA,7700024B,2849,133,N,685,POLLING PLACE,112,66,41,
WEST COVINA,7700024B,2849,133,N,,VBM PORTION,36,19,16,
WEST COVINA,7700024B,2849,133,N,685,TOTAL,148,85,57,
WEST COVINA,7700026A,2850,133,N,1164,POLLING PLACE,243,141,88,
WEST COVINA,7700026A,2850,133,N,,VBM PORTION,101,60,38,
WEST COVINA,7700026A,2850,133,N,1164,TOTAL,344,201,126,
WEST COVINA,7700027A,2851,133,N,948,POLLING PLACE,122,61,53,
WEST COVINA,7700027A,2851,133,N,,VBM PORTION,108,63,45,
WEST COVINA,7700027A,2851,133,N,948,TOTAL,230,124,98,
WEST COVINA,7700028A,2852,133,N,747,POLLING PLACE,130,83,40,
WEST COVINA,7700028A,2852,133,N,,VBM PORTION,29,18,9,
WEST COVINA,7700028A,2852,133,N,747,TOTAL,159,101,49,
WEST COVINA,7700031A,2853,133,N,936,POLLING PLACE,136,76,53,
WEST COVINA,7700031A,2853,133,N,,VBM PORTION,52,31,19,
WEST COVINA,7700031A,2853,133,N,936,TOTAL,188,107,72,
WEST COVINA,7700033A,2854,133,N,1255,POLLING PLACE,172,106,61,
WEST COVINA,7700033A,2854,133,N,,VBM PORTION,58,20,32,
WEST COVINA,7700033A,2854,133,N,1255,TOTAL,230,126,93,
WEST COVINA,7700037A,2855,133,N,1006,POLLING PLACE,138,90,43,
WEST COVINA,7700037A,2855,133,N,,VBM PORTION,60,30,29,
WEST COVINA,7700037A,2855,133,N,1006,TOTAL,198,120,72,
WEST COVINA,7700038A,2856,133,N,1060,POLLING PLACE,175,124,46,
WEST COVINA,7700038A,2856,133,N,,VBM PORTION,63,35,26,
