,id,california,name,url,incidents,inspections,enforcement-actions,hazardous-liquid,states-of-operation-hl,inspected-miles-hl,gas-transmission,states-of-operation-gt,inspected-miles-gt,gas-gathering,states-of-operation-gg,inspected-miles-gg
431,39028,,DCP MIDSTREAM - PEPL,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_39028.html,,2.0,1.0,,,,true,"KS,OK,TX",431.0,,,
432,32575,,"DEEPROCK OIL OPERATING, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32575.html,,2.0,,true,OK,1.0,,,,,,
433,99001,,DEFENSE FUEL SUPPLY POINT,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_99001.html,,2.0,,true,SC,5.0,,,,,,
434,32495,,"DELAWARE PIPELINE COMPANY, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32495.html,,4.0,2.0,true,"DE,PA",23.0,,,,,,
435,31252,,DELAWARE SOLID WASTE AUTHORITY,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31252.html,,,,,,,true,DE,1.0,,,
436,31526,,DELAWARE STORAGE AND PIPELINE COMPANY,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31526.html,,7.0,2.0,true,DE,10.0,,,,,,
437,26031,,DELAWARE TERMINAL CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_26031.html,,,,true,DE,3.0,,,,,,
438,26061,,"DELEK CRUDE LOGISTICS, LLC.",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_26061.html,,,,true,TX,121.0,,,,,,
439,11551,,"DELEK LOGISTICS OPERATING, LLC.",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_11551.html,,14.0,4.0,true,"AR,LA,TX",544.0,,,,,,
440,15851,,"DELEK MARKETING AND SUPPLY, LP",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_15851.html,,,,true,TX,105.0,,,,,,
441,3240,,DELMARVA POWER & LIGHT COMPANY,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_3240.html,,,,,,,true,DE,7.0,,,
442,31393,True,DELTA GAS GATHERING INC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31393.html,,1.0,,,,,,,,true,CA,24.0
443,3260,,DELTA NATURAL GAS CO INC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_3260.html,,,,,,,true,KY,146.0,true,KY,20.0
444,32543,,"DENBURY GREEN PIPELINE-TEXAS, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32543.html,,4.0,,true,TX,135.0,,,,,,
445,32545,,"DENBURY GULF COAST PIPELINES, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32545.html,,8.0,,true,"LA,MS",368.0,,,,,,
446,31627,,"DENBURY ONSHORE, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31627.html,,15.0,8.0,true,"AL,LA,MS",332.0,true,WY,9.0,,,
447,32168,,"DENTON GATHERING MANAGEMENT, L.L.C.",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32168.html,,,,,,,,,,true,TX,3.0
448,32533,,DESOTO GATHERING COMPANY LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32533.html,,,,,,,,,,true,AR,3.0
449,31088,,"DESTIN PIPELINE COMPANY, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31088.html,,6.0,3.0,,,,true,"AL,MS,OC(B)",272.0,,,
450,32187,,DETROIT EDISON - GREENWOOD ENERGY CENTER,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32187.html,,1.0,,true,MI,19.0,,,,,,
451,3345,,DEVON ENERGY PRODUCTION CO. LP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_3345.html,,1.0,,true,TX,1.0,,,,true,"LA,TX",13.0
452,31304,,"DEVON GAS SERVICES, LP",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31304.html,,3.0,2.0,true,WY,46.0,true,"OK,TX,WY",18.0,true,"OK,TX",271.0
453,32427,,DEWBRE PETROLEUM CORP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32427.html,,,,,,,true,TX,3.0,true,TX,7.0
454,32354,,"DFW MIDSTREAM SERVICES, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32354.html,,,,,,,true,TX,22.0,true,TX,87.0
455,3370,,DIAMOND SHAMROCK REFINING & MARKETING CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_3370.html,,,,true,TX,4.0,true,TX,9.0,,,
456,32213,,DIAMOND SHAMROCK REFINING CO. LP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32213.html,,,,,,,true,TX,9.0,,,
457,32116,True,DICK BROWN TECHNICAL SERVICES,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32116.html,,10.0,1.0,true,CA,11.0,true,CA,10.0,,,
458,3445,,DIXIE PIPELINE COMPANY LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_3445.html,,27.0,9.0,true,"AL,GA,LA,MS,NC,SCTX",1306.0,,,,,,
459,31460,True,DOD DEFENSE ENERGY SUPPORT CENTER,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31460.html,,,,true,CA,19.0,,,,,,
460,32265,,"DOGWOOD ENERGY, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32265.html,,,,,,,true,MO,7.0,,,
461,3466,,DOME PETROLEUM CORP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_3466.html,,3.0,,true,"MI,OH",136.0,,,,,,
462,4060,,DOMINION EAST OHIO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_4060.html,,4.0,,,,,true,OH,1071.0,true,OH,972.0
463,31679,,DOMINION EXPLORATION & PRODUCTION,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31679.html,,,,,,,true,AL,7.0,true,TX,3.0
464,7348,,DOMINION HOPE,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_7348.html,,,,,,,,,,true,WV,93.0
465,2714,,"DOMINION TRANSMISSION, INC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_2714.html,,146.0,26.0,true,"PA,WV",104.0,true,"MD,NY,OH,PA,VA,WV",3567.0,true,"PA,WV",28.0
466,31442,,DOUGLAS PIPELINE CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31442.html,,1.0,,,,,true,"AL,ID,NH,NY,OK,PASC,VA",34.0,,,
467,31307,,"DOW HYDROCARBONS & RESOURCES, INC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31307.html,,,,,,,true,LA,3.0,,,
468,3532,,DOW INTRASTATE GAS CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_3532.html,,,,,,,true,LA,76.0,,,
469,3527,,DOW PIPELINE CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_3527.html,,6.0,2.0,true,TX,243.0,true,TX,378.0,true,TX,30.0
470,3535,,DOW PIPELINE CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_3535.html,,,,true,LA,200.0,true,LA,30.0,,,
471,2162,,DOW PIPELINE CO - CAYUSE,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_2162.html,,5.0,1.0,true,"LA,TX",249.0,,,,,,
472,32454,,"DRY TRAILS MIDSTREAM ENERGY, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32454.html,,2.0,,true,"KS,OK",45.0,true,LA,2.0,,,
473,12408,,DTE GAS COMPANY,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_12408.html,,2.0,2.0,,,,true,MI,2152.0,true,MI,42.0
474,32574,,"DTE METHANE RESOURCES, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32574.html,,,,,,,true,IL,1.0,true,IL,10.0
475,31866,,DUKE ENERGY - ASHEVILLE COMBUSTION TURBINE,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31866.html,,,,,,,true,NC,3.0,,,
476,31892,,DUKE ENERGY - DEBARY COMBUSTION TURBINE,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31892.html,,,,,,,true,FL,3.0,,,
477,31893,,DUKE ENERGY - INTERCESSION CITY COMBUSTION TURBINE STATION,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31893.html,,,,,,,true,FL,0.0,,,
478,5320,,"DUKE ENERGY FLORIDA, INC. D/B/A DUKE ENERGY",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_5320.html,,8.0,1.0,true,FL,34.0,,,,,,
479,20110,,DUKE ENERGY KENTUCKY,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_20110.html,,,,,,,true,KY,54.0,,,
480,31887,,DUKE ENERGY KENTUCKY - LIQUID,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31887.html,,5.0,6.0,true,KY,3.0,,,,,,
481,2364,,DUKE ENERGY OHIO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_2364.html,,,,,,,true,OH,60.0,,,
482,31886,,DUKE ENERGY OHIO - LIQUID,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31886.html,,3.0,3.0,true,OH,5.0,,,,,,
483,32210,,"DYNEGY KENDALL ENERGY, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32210.html,,,,,,,true,IL,2.0,,,
484,4005,,E M W GAS ASSOCIATION,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_4005.html,,,,,,,true,NM,101.0,,,
485,39038,True,E&T; LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_39038.html,,,,true,CA,0.0,,,,,,
486,32636,,"EAGLE CHIEF MIDSTREAM, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32636.html,,,,,,,true,OK,3.0,,,
487,38892,,EAGLE ENERGY DEVELOPMENT COMPANY,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_38892.html,,,,,,,,,,true,LA,6.0
488,38943,,"EAGLE FORD MIDSTREAM, LP",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_38943.html,,,,,,,true,TX,55.0,,,
489,31916,,"EAGLE HILL RENEWABLE ENERGY, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31916.html,,,,,,,true,VA,22.0,,,
490,32014,,EAGLE MOUNTAIN PIPELINE CO LP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32014.html,,,,,,,true,TX,15.0,true,TX,63.0
491,32045,,"EAGLE ROCK DESOTO PIPELINE, L.P.",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32045.html,,,,,,,true,TX,257.0,true,TX,19.0
492,32635,,"EAGLE ROCK ENERGY SERVICES, L.P.",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32635.html,,,,true,TX,12.0,,,,,,
493,32236,,"EAGLE ROCK FIELD SERVICES, L.P.",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32236.html,,,,true,TX,26.0,true,TX,16.0,true,TX,11.0
494,32112,,"EAGLE ROCK MIDSTREAM, LP",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32112.html,,,,,,,,,,true,TX,1.0
495,32234,,"EAGLE ROCK OPERATING, L.P.",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32234.html,,,,true,TX,19.0,true,"LA,TX",14.0,true,"LA,TX",16.0
496,15825,,EAGLE US 2 LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_15825.html,,7.0,4.0,,,,true,"LA,TX",43.0,,,
497,32655,,"EAST CHEYENNE GAS STORAGE, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32655.html,,2.0,,,,,true,CO,6.0,,,
498,31000,,EAST KENTUCKY POWER CORPORATION,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31000.html,,,,,,,true,KY,7.0,,,
499,31512,,EAST RESOURCES INC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31512.html,,,,,,,,,,true,WV,10.0
500,4070,,EAST TENNESSEE NATURAL GAS CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_4070.html,,35.0,2.0,,,,true,"GA,NC,TN,VA",1516.0,,,
501,32586,,EAST TEXAS RENEWABLES,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32586.html,,,,,,,true,TX,1.0,,,
502,4149,,EASTERN SHORE NATURAL GAS CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_4149.html,,14.0,3.0,,,,true,"DE,MD,PA",427.0,,,
503,32590,,"EASTMAN GAS COMPANY, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32590.html,,,,,,,,,,true,TX,12.0
504,32491,,EASTOK PIPELINE LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32491.html,,,,,,,true,OK,12.0,,,
505,32561,,ECOELECTRICA L.P.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32561.html,,7.0,3.0,,,,true,PR,2.0,,,
506,31904,True,EDISON MISSION OPERATIONS AND MAINTENANCE,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31904.html,,4.0,3.0,,,,true,CA,5.0,,,
507,31361,,EDMOND CITYLINK LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31361.html,,,,,,,,,,true,OK,1.0
508,39017,,EFS MIDSTREAM LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_39017.html,,,,,,,true,TX,1.0,,,
509,30028,,"EGAN HUB STORAGE, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_30028.html,,3.0,,,,,true,LA,59.0,,,
510,4273,,EGYPTIAN GAS STORAGE CORP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_4273.html,,,,,,,true,IL,16.0,,,
511,32577,,"EIF KC LANDFILL GAS, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32577.html,,,,,,,true,KS,1.0,,,
512,32056,,EL PASO CGP GAS TRANSMISSION CO.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32056.html,,,,,,,true,TX,8.0,,,
513,30950,,EL PASO FIELD SERVICES,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_30950.html,,2.0,,true,TX,12.0,true,"TX,UT",31.0,true,UT,29.0
514,4280,,EL PASO NATURAL GAS CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_4280.html,,86.0,13.0,,,,true,"AZ,CO,NM,OK,TX",10141.0,,,
515,32497,,EL PASO REMEDIATION COMPANY,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32497.html,,,,,,,,,,true,OC(B),9.0
516,4310,,ELBERTON NATURAL GAS SYSTEM,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_4310.html,,,,,,,true,GA,12.0,,,
517,32540,,ELECTRAGAS INC.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32540.html,,,,true,TX,3.0,,,,,,
518,4350,,ELIZABETHTOWN GAS CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_4350.html,,,,,,,true,NJ,22.0,,,
519,32217,,ELWOOD ENERGY LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32217.html,,,,,,,true,IL,3.0,,,
520,38882,,"EM BIOGAS, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_38882.html,,,,,,,true,TX,7.0,,,
521,38989,,EMERALD GATHERING AND TRANSMISSION,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_38989.html,,,,,,,,,,true,TX,8.0
522,38941,,EMKEY GATHERING LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_38941.html,,,,,,,,,,true,"NY,PA",1.0
523,38944,,EMKEY TRANSPORTATION INC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_38944.html,,,,,,,true,NY,28.0,,,
524,4440,,EMMETSBURG MUNICIPAL UTILITIES,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_4440.html,,,,,,,true,IA,3.0,,,
525,32569,,EMPIRE GENERATING COMPANY LLC.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32569.html,,,,,,,true,NY,9.0,,,
526,32171,,EMPIRE PIPELINE CORPORATION,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32171.html,,,,,,,true,TX,24.0,true,TX,30.0
527,31592,,EMPIRE PIPELINE INC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31592.html,,8.0,,,,,true,"NY,PA",250.0,,,
528,32239,,"EMS USA, INC.",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32239.html,,1.0,,,,,true,"AK,LA,MS,NE,TX",102.0,,,
529,602,,"ENABLE GAS TRANSMISSION, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_602.html,,72.0,20.0,,,,true,"AR,KS,LA,MO,MS,OKTN,TX",5993.0,,,
530,8035,,"ENABLE ILLINOIS INTRASTATE TRANSMISSION, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_8035.html,,,,,,,true,IL,20.0,,,
531,31202,,"ENABLE MIDSTREAM PARTNERS, LP",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31202.html,,,,,,,true,"AR,LA,MS,OK,TX",70.0,true,"AR,LA,OK,TX",103.0
532,12576,,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_12576.html,,13.0,5.0,,,,true,"AR,IL,LA,MO,TX",1664.0,,,
533,26330,,"ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_26330.html,,,,true,OK,7.0,true,"OK,TX",2320.0,true,OK,27.0
534,32318,,"ENABLE TEXAS LIQUIDS PIPELINE, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32318.html,,,,true,TX,86.0,,,,,,
535,31423,,ENBRIDGE ENERGY MARKETING LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31423.html,,4.0,,true,MS,38.0,,,,,,
536,11169,,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_11169.html,,110.0,16.0,true,"IL,IN,MI,MN,ND,NYWI",4316.0,,,,,,
537,31722,,"ENBRIDGE G & P (OKLAHOMA), L.P.",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31722.html,,,,,,,true,OK,26.0,,,
538,31943,,ENBRIDGE GATHERING (NORTH TEXAS) L.P.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31943.html,,,,true,TX,59.0,true,TX,141.0,true,TX,97.0
539,31615,,ENBRIDGE GATHERING (TEXARKANA) L.L.C.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31615.html,,,,,,,,,,true,AR,36.0
540,32101,,ENBRIDGE MARKETING (NORTH TEXAS) L.P.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32101.html,,,,true,TX,28.0,,,,,,
541,31485,,ENBRIDGE OFFSHORE (GAS GATHERING) L.L.C.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31485.html,,8.0,1.0,true,OC(B),26.0,true,"LA,OC(B)",145.0,true,OC(B),409.0
542,18646,,ENBRIDGE OFFSHORE (GAS TRANSMISSION) LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_18646.html,,4.0,,,,,true,"LA,OC(B)",99.0,true,OC(B),284.0
543,31616,,ENBRIDGE OFFSHORE PIPELINES (UTOS) LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31616.html,,1.0,,,,,true,"LA,OC(B)",29.0,,,
544,31613,,ENBRIDGE PIPELINES (EAST TEXAS) L.P.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31613.html,,,,true,TX,112.0,true,TX,847.0,true,"AR,TX",166.0
545,31884,,ENBRIDGE PIPELINES (LOUISIANA LIQUIDS) L.L.C.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31884.html,,,,true,LA,42.0,,,,,,
546,31614,,ENBRIDGE PIPELINES (NE TEXAS) L.P.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31614.html,,,,true,TX,2.0,true,TX,8.0,,,
547,31944,,ENBRIDGE PIPELINES (NORTH TEXAS) L.P.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31944.html,,,,,,,true,TX,113.0,true,TX,8.0
548,31947,,ENBRIDGE PIPELINES (OZARK) L.L.C.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31947.html,,17.0,4.0,true,"IL,KS,MO,OK",498.0,,,,,,
549,32502,,ENBRIDGE PIPELINES (SOUTHERN LIGHTS) L.L.C.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32502.html,,6.0,1.0,true,"IL,MN,ND,WI",816.0,,,,,,
550,31425,,ENBRIDGE PIPELINES (TEXAS GATHERING) L.P.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31425.html,,,,true,TX,77.0,true,"OK,TX",339.0,,,
551,31322,,ENBRIDGE PIPELINES (TEXAS INTRASTATE) L.P.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31322.html,,,,,,,true,TX,39.0,,,
552,31448,,ENBRIDGE PIPELINES (TOLEDO) INC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31448.html,,3.0,2.0,true,"MI,OH",88.0,,,,,,
553,31778,,ENCANA OIL & GAS (USA) INC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31778.html,,5.0,,true,"CO,UT",17.0,true,WY,67.0,true,"CO,WY",4.0
554,915,,"ENCINAL GATHERING, LTD",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_915.html,,,,,,,,,,true,TX,49.0
555,32474,,"ENCORE OPERATING, L.P.",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32474.html,,,,,,,true,TX,2.0,true,TX,54.0
556,30588,,ENERFIN RESOURCES I LIMITED PARTNERSHIP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_30588.html,,,,,,,true,OK,15.0,true,OK,13.0
557,952,,ENERFIN RESOURCES II-92 LIMITED PARTNERSHIP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_952.html,,,,,,,true,TX,10.0,,,
558,19102,,ENERGEN RESOURCES CORP.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_19102.html,,,,true,TX,2.0,true,AL,1.0,true,AL,7.0
559,31740,,ENERGY CORPORATION OF AMERICA,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31740.html,,,,,,,true,"PA,WV",7.0,true,"PA,WV",13.0
560,31772,,ENERGY MANAGEMENT & SVCS CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31772.html,,,,,,,true,KY,9.0,,,
561,16667,,ENERGY NORTH NATURAL GAS INC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_16667.html,,,,,,,true,NH,3.0,,,
562,31983,,"ENERGY PARTNERS, LTD",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31983.html,2.0,1.0,,true,LA,17.0,,,,true,LA,12.0
563,4489,,ENERGY PRODUCTION CORP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_4489.html,,,,,,,true,TX,5.0,,,
564,32099,,ENERGY TRANSFER COMPANY,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32099.html,21.0,3.0,,true,"LA,TX",2708.0,true,"LA,TX",6224.0,true,TX,185.0
565,31879,,"ENERGY WEST DEVELOPMENT, INC.",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31879.html,,6.0,3.0,,,,true,"MT,WY",30.0,,,
566,2537,,ENERGY WEST WYOMING,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_2537.html,,,,,,,true,WY,197.0,,,
567,32532,,"ENERGY XXI PIPELINE, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32532.html,,2.0,,true,"LA,OC(B)",231.0,,,,true,OC(B),83.0
568,32536,,"ENERVEST OPERATING, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32536.html,,,,,,,true,"AR,WV",51.0,true,"MI,TX,WV",44.0
569,32060,,"ENGLISH BAY PIPELINE, L.P.",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32060.html,,,,,,,true,TX,1.0,true,TX,2.0
570,32488,,"ENI US OPERATING CO, INC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32488.html,,8.0,,true,AK,15.0,,,,,,
571,30666,,"ENMARK ENERGY, INC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_30666.html,,7.0,6.0,true,MS,10.0,true,"AR,LA,MS,TX,WV",84.0,,,
572,32659,,"ENREMA, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32659.html,,,,,,,true,TN,51.0,,,
573,31238,,ENTERGY CORP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31238.html,,,,,,,true,AR,8.0,,,
574,13360,,"ENTERGY NEW ORLEANS, INC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_13360.html,,,,,,,true,LA,36.0,,,
575,31773,,ENTERGY SERVICES INC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31773.html,,,,,,,true,MS,4.0,,,
576,30829,,ENTERPRISE CRUDE PIPELINE LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_30829.html,,35.0,8.0,true,"NM,OK,TX",3184.0,,,,true,NM,5.0
577,30006,,ENTERPRISE PELICAN PIPELINE L.P.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_30006.html,,,,,,,true,LA,27.0,,,
578,31618,,ENTERPRISE PRODUCTS OPERATING LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31618.html,193.0,198.0,25.0,true,"AL,AR,CO,IA,IL,INKS,KY,LA,MN,MO,MSNE,NM,NY,OC(B),OH,OKPA,TN,TX,UT,WI,WVWY",21502.0,true,"IA,KS,LA,NE,NM,OKTX,WY",4344.0,true,"CO,NM,OC(B),TX",1255.0
579,32221,,ENVIROGAS LP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32221.html,,,,,,,true,IA,2.0,,,
