"retailer_id","name","orig_address","lat","lon","cnty","tract","GEOID"
"1012162","OK DAIRY","1460 N SIERRA WAY, SAN BERNARDINO, CA 92405",34.1265405,-117.2854965,"San Bernardino County",55,"06071005500"
"672607","EASY MART II","1460 OAKLAND RD #A, SAN JOSE, CA 95112",37.3745758,-121.8939678,"Santa Clara County",5043.18,"06085504318"
"1026932","ABBY ARCO","1460 P ST, FRESNO, CA 93721",36.7430765,-119.7889559,"Fresno County",6,"06019000600"
"681156","ROSS CORNER STORE","1460 ROSS RD, BARD, CA 92222",32.7822369,-114.5893104,"Imperial County",9400,"06025940000"
"1012961","EXXON","1460 S LA CIENEGA BLVD, LOS ANGELES, CA 90035",34.0512582,-118.3759375,"Los Angeles County",2167,"06037216700"
"606242","HANDI STOP","1460 YOSEMITE PKY, MERCED, CA 95341",37.2948366,-120.458211,"Merced County",17,"06047001700"
"187135","STATER BROS 041","14600 S BROOKHURST ST, WESTMINSTER, CA 92683",33.7506685,-117.9543378,"Orange County",889.04,"06059088904"
"1016543","NEIGHBOR'S BEVERAGES & SNACKS","14600 SAN PABLO AVE, SAN PABLO, CA 94806",37.9689312,-122.343455,"Contra Costa County",3672,"06013367200"
"1029828","EL SUPER #21","14601 LAKEWOOD BLVD, PARAMOUNT, CA 90723",33.9007352,-118.1452776,"Los Angeles County",5535.02,"06037553502"
"420057","SIERRA GATEWAY MARKET #2","14606 HIWAY 178, LAKE ISABELLA, CA 93240",35.6414671,-118.368942,"Kern County",52.03,"06029005203"
"1004365","TED'S LIQUOR","14609 S HAWTHORNE BL, LAWNDALE, CA 90260",33.8990334,-118.3529863,"Los Angeles County",6039,"06037603900"
"688042","S & S GROCERY","1461 GRANT AV, SAN FRANCISCO, CA 94133",37.800407,-122.40772,"San Francisco County",106,"06075010600"
"681800","7-ELEVEN 2367-32323","1461 MAIN ST, WATSONVILLE, CA 95076",36.9168907,-121.7767008,"Santa Cruz County",1104,"06087110400"
"1023612","SUPERIOR CAR WASH","1461 SUPERIOR AV, NEWPORT BEACH, CA 92663",33.6278165,-117.9326192,"Orange County",636.03,"06059063603"
"1007010","CHUCK'S PLACE","14618 SKYWAY, MAGALIA, CA 95954",39.8393166,-121.596997,"Butte County",17.02,"06007001702"
"1026770","T & T MARKET","1462 W MARTIN LUTHER KING JR B, LOS ANGELES, CA 90062",34.0106297,-118.3025014,"Los Angeles County",2316,"06037231600"
"1035131","T & T MARKET","1462 W MARTIN LUTHER KING JR B, LOS ANGELES, CA 90062",34.0106297,-118.3025014,"Los Angeles County",2316,"06037231600"
"1029813","EL SUPER #2","14620 PARTHENIA ST, PANORAMA CITY, CA 91402",34.2262225,-118.4508349,"Los Angeles County",1201.04,"06037120104"
"682915","JAY'S LIQUOR","14627 CRENSHAW BL, GARDENA, CA 90249",33.8985966,-118.3270223,"Los Angeles County",6037.04,"06037603704"
"205774","7-ELEVEN 2176-16480","14627 S PRAIRIE AV, LAWNDALE, CA 90260",33.8984871,-118.3438505,"Los Angeles County",6038.01,"06037603801"
"1007064","BEST DEAL MARKET","1463 FOOTHILL BL, LA VERNE, CA 91750",34.1184478,-117.7752679,"Los Angeles County",4016.01,"06037401601"
"1031435","7-ELEVEN 2173-39745","1463 W 3 ST, LOS ANGELES, CA 90017",34.0593303,-118.2635573,"Los Angeles County",2083.02,"06037208302"
"688868","KOPPUR LANTERN","1463 W 6TH ST, CORONA, CA 92882",33.8786597,-117.5941311,"Riverside County",417.03,"06065041703"
"1005312","7TH MARKET & LIQUOR","14630 VALLEY BL #B, LA PUENTE, CA 91746",34.0336665,-117.9746977,"Los Angeles County",4082.02,"06037408202"
"1012894","DIPPITY DONUTS","14636 CARMENITA RD, NORWALK, CA 90650",33.8977442,-118.0461674,"Los Angeles County",5524,"06037552400"
"1023227","RODERO'S LIQUOR","14637 HUBBARD ST, SYLMAR, CA 91342",34.2900102,-118.4503284,"Los Angeles County",1066.48,"06037106648"
"1036274","SMART & FINAL #358","1464 EAST GRAND AVE., ARROYO GRANDE, CA 93420",35.122126,-120.605838,"San Luis Obispo County",119.02,"06079011902"
"1019922","PLAZA MARKET","1464 GRAVES AV #101, EL CAJON, CA 92020",32.8180563,-116.9596764,"San Diego County",165.04,"06073016504"
"1021306","FIESTA LATINA MARKET","14643 ROAD 192, PORTERVILLE, CA 93257",36.055699,-119.1431056,"Tulare County",34,"06107003400"
"1013347","FOOD 4 LESS #12","1465 CRESTON RD, PASO ROBLES, CA 93446",35.6168573,-120.6585772,"San Luis Obispo County",102.01,"06079010201"
"124637","ROTTEN ROBBIE 36","1465 DANVILLE BL, ALAMO, CA 94507",37.8475376,-122.0311657,"Contra Costa County",3452.04,"06013345204"
"1028692","UNITED OIL #145","1465 GLENDALE BLVD, LOS ANGELES, CA 90026",34.0819462,-118.2604724,"Los Angeles County",1956,"06037195600"
"1009564","FOOD MAXX #486","1465 MAIN ST, WATSONVILLE, CA 95076",36.9154959,-121.7767835,"Santa Cruz County",1104,"06087110400"
"1033187","FOODS CO #779","1465 S BROADWAY, SANTA MARIA, CA 93454",34.935337,-120.4376343,"Santa Barbara County",24.02,"06083002402"
"1012152","PHIL'S MOBIL","1465 S MAIN ST, SANTA ANA, CA 92707",33.7275815,-117.8673381,"Orange County",746.02,"06059074602"
"680363","PACIFIC MARKET","1465 TOWN & COUNTRY DR, SANTA ROSA, CA 95404",38.4541098,-122.702212,"Sonoma County",1523,"06097152300"
"1029972","NMSO #63041","1465 WINCHESTER BLVD, SAN JOSE, CA 95128",37.2975373,-121.9503333,"Santa Clara County",5065.01,"06085506501"
"1026429","DOS ESTRELLAS MARKET","14650 ROSCOE BLVD, STE 9, PANORAMA CITY, CA 91402",34.2209672,-118.4518748,"Los Angeles County",1200.2,"06037120020"
"224846","7-ELEVEN 2175-25185","14656 FRANCISQUITO AVE, LA PUENTE, CA 91746",34.0571924,-117.9594094,"Los Angeles County",4069.02,"06037406902"
"1029064","CIVIC ENERGY CENTER","1466 COLUSA AVE, YUBA CITY, CA 95993",39.1415166,-121.6396156,"Sutter County",505.01,"06101050501"
"690434","G K MARKET","1466 E FOOTHILL BL, UPLAND, CA 91786",34.1058792,-117.6293066,"San Bernardino County",9.01,"06071000901"
"1010962","VALERO #3727","14660 MONTEREY HWY, MORGAN HILL, CA 95037",37.1010421,-121.624052,"Santa Clara County",5123.1,"06085512310"
"1034219","MORGAN HILL VALERO","14660 MONTEREY HWY, SAN MARTIN, CA 95046",37.1011524,-121.6239439,"Santa Clara County",5123.1,"06085512310"
"1025163","HOLE IN ONE DONUT","14665 BEAR VALLEY RD, HESPERIA, CA 92345",34.4701499,-117.3435892,"San Bernardino County",100.1,"06071010010"
"1027205","MY GENERATION SMOKE SHOP","14666 7TH ST, VICTORVILLE, CA 92395",34.5179802,-117.3139863,"San Bernardino County",99.13,"06071009913"
"521693","NORTHERN OIL INC","14666 SAN FERNANDO MSN, SAN FERNANDO, CA 91340",34.2771227,-118.4520968,"Los Angeles County",1095,"06037109500"
"1031111","ROBERTS MARKET","1467 S FAIRFAX RD, BAKERSFIELD, CA 93307",35.3418595,-118.9316374,"Kern County",24,"06029002400"
"1033527","VILLA LIQUOR","1467 S MAIN ST, SANTA ANA, CA 92707",33.7274667,-117.8669703,"Orange County",746.02,"06059074602"
"242637","VILLA LIQUOR & JR MART","1467 S MAIN ST, SANTA ANA, CA 92707",33.7274667,-117.8669703,"Orange County",746.02,"06059074602"
"1028728","UNITED OIL #188","1467 W SUNSET BLVD, LOS ANGELES, CA 90026",34.075543,-118.2540134,"Los Angeles County",1973,"06037197300"
"1016828","LIQUOR 4 LESS","14675 FOOTHILL BLVD, FONTANA, CA 92335",34.1062823,-117.4848311,"San Bernardino County",24.01,"06071002401"
"1012672","EL RANCHO MARKET","1468 W TEMPLE ST, LOS ANGELES, CA 90026",34.0675389,-118.2589036,"Los Angeles County",2080,"06037208000"
"1010790","LA PAZ SHELL","14689 LA PAZ DR, VICTORVILLE, CA 92395",34.5183142,-117.3159347,"San Bernardino County",99.13,"06071009913"
"1031327","MY GOODS MARKET #5447","1469 E HAMMER LN, STOCKTON, CA 95210",38.0213026,-121.2954394,"San Joaquin County",34.06,"06077003406"
"1007291","J & H GROCERIES","1469 HYDE ST, SAN FRANCISCO, CA 94109",37.7944964,-122.4183524,"San Francisco County",110,"06075011000"
"1015341","7-ELEVEN 2131-34184","1469 STATE ST, SAN DIEGO, CA 92101",32.7207294,-117.1662984,"San Diego County",56,"06073005600"
"533117","RICE WINE & LIQUORS","147 ATLANTIC AV, PITTSBURG, CA 94565",38.0080573,-121.8919739,"Contra Costa County",3131.01,"06013313101"
"1028988","KEARNEY MARKET","147 E KEARNEY BLVD, FRESNO, CA 93706",36.7289609,-119.8103695,"Fresno County",2,"06019000200"
"1020285","TWO GUYS FOOD & FUEL","147 E LATHROP RD, LATHROP, CA 95330",37.8268187,-121.2872284,"San Joaquin County",51.27,"06077005127"
"690286","4TH ST CHEVRON","147 E SANTA CLARA ST, SAN JOSE, CA 95113",37.3377821,-121.8878997,"Santa Clara County",5010,"06085501000"
"1011382","PUREWAL ARCO AM/PM","1470 ALAMO DR, VACAVILLE, CA 95688",38.3350276,-121.9845827,"Solano County",2531.07,"06095253107"
"272204","7-ELEVEN 2367-14278","14700 CAMDEN AV, SAN JOSE, CA 95124",37.2612439,-121.9255858,"Santa Clara County",5028,"06085502800"
"1020880","LUCKY DONUT","14700 S WESTERN AVE #106, GARDENA, CA 90249",33.8974197,-118.3086022,"Los Angeles County",6030.05,"06037603005"
"692947","FRIENDLY LIQUOR","14701 S WESTERN AV, GARDENA, CA 90249",33.8977306,-118.30942,"Los Angeles County",6034,"06037603400"
"1029698","BONFARE #13","14701 SAN PABLO AVE, SAN PABLO, CA 94806",37.9705558,-122.3440338,"Contra Costa County",3660.01,"06013366001"
"1034501","EL RODEO MEAT MARKET","14702 NEWPORT AVENUE, TUSTIN, CA 92780",33.730057,-117.8295863,"Orange County",755.15,"06059075515"
"1013839","TOBACCO SPOT","14703 RINALDI SAT, SAN FERNANDO, CA 91340",34.2815581,-118.4539496,"Los Angeles County",1066.49,"06037106649"
"621453","LIVINGSTON LIBERTY MARKET","1471 B ST #E, LIVINGSTON, CA 95334",37.3835881,-120.7222685,"Merced County",3.04,"06047000304"
"1036190","HAPPY FOOD MART & LIQUORS","1471 B STREET STE #C, LIVINGSTON, CA 95334",37.3864659,-120.7220172,"Merced County",3.04,"06047000304"
"1028276","HAPPY FOOD MART & LIQUORS","1471 B STREET STE C, LIVINGSTON, CA 95334",37.3864661,-120.722018,"Merced County",3.04,"06047000304"
"1017068","HANDIEST FOOD MART","14711 PRINCETON AVE #6, MOORPARK, CA 93021",34.2960182,-118.8576088,"Ventura County",76.14,"06111007614"
"685466","SMILEY'S MARKET","14712 PARTHENIA ST, PANORAMA CITY, CA 91402",34.227821,-118.4541134,"Los Angeles County",1201.07,"06037120107"
"1020872","B & L FUEL","14714 BEAR VALLEYRD, VICTORVILLE, CA 92395",34.4708294,-117.3424102,"San Bernardino County",100.25,"06071010025"
"1025814","J & M LIQUOR","14718 SAN PABLO AVE, SAN PABLO, CA 94806",37.9706215,-122.3431543,"Contra Costa County",3672,"06013367200"
"1017692","K DISCOUNT","1472 MONTEREY PASS RD, MONTEREY PARK, CA 91754",34.0461292,-118.1618418,"Los Angeles County",4820.02,"06037482002"
"1029191","EDEN MARKET","14720 ORANGE AVE, PARAMOUNT, CA 90723",33.8989501,-118.1773774,"Los Angeles County",5537.01,"06037553701"
"1034543","EDEN MARKET","14720 ORANGE AVE, PARAMOUNT, CA 90723",33.8989501,-118.1773774,"Los Angeles County",5537.01,"06037553701"
"1022149","THE FUN SMOKE SHOP & MARKET","14721 PRAIRIE AVE, LAWNDALE, CA 90260",33.897846,-118.3440877,"Los Angeles County",6038.01,"06037603801"
"614391","HOWARD'S GROTTO","14732 LAKESHORE DR, CLEARLAKE, CA 95422",38.950181,-122.6362552,"Lake County",8.02,"06033000802"
"1018471","CVS PHARMACY #9707","14735 Ventura Blvd., SHERMAN OAKS, CA 91403",34.1526171,-118.4541898,"Los Angeles County",1413.03,"06037141303"
"1032088","FOOD 4 LESS #397","14738 LA PAZ DR, VICTORVILLE, CA 92395",34.5193844,-117.3145044,"San Bernardino County",99.13,"06071009913"
"682966","PEOPLES MARKET & LIQUOR","1474 BRDWY, SAN PABLO, CA 94806",37.9723378,-122.3494398,"Contra Costa County",3660.02,"06013366002"
"1025331","FRESNO MADERA ICE AND LIQUOR","1474 N BLACKSTONE AVE, FRESNO, CA 93703",36.7626369,-119.7901339,"Fresno County",24,"06019002400"
"1007561","DONUTS EXPRESS","14748 WHITTIER BL #E, WHITTIER, CA 90605",33.9501453,-118.0105187,"Los Angeles County",5033.01,"06037503301"
"1009488","LUCKY #702","1475 41ST AV, CAPITOLA, CA 95010",36.9716831,-121.966221,"Santa Cruz County",1217,"06087121700"
"683038","7-ELEVEN 2131-13578","1475 MELROSE AVE, CHULA VISTA, CA 91911",32.6055391,-117.0390687,"San Diego County",133.06,"06073013306"
"1029406","TRUE PLUS COMMUNICATION","1475 POLK ST STE 6, SAN FRANCISCO, CA 94109",37.7902967,-122.420915,"San Francisco County",111,"06075011100"
"1033922","SB TELECOM","1475 POLK ST STE 6, SAN FRANCISCO, CA 94109",37.7902967,-122.420915,"San Francisco County",111,"06075011100"
"1034773","CARDENAS MARKET #13","1475 S SAN JACINTO AVE, SAN JACINTO, CA 92583",33.7737508,-116.9576055,"Riverside County",435.12,"06065043512"
"695170","CARDENAS MARKET #13","1475 S SAN JACINTO AVE, SAN JACINTO, CA 92583",33.7737508,-116.9576055,"Riverside County",435.12,"06065043512"
"683193","SOUTHWEST LIQUOR","1476 LOS ANGELES, SIMI VALLEY, CA 93065",34.2713555,-118.7706552,"Ventura County",78,"06111007800"
"693349","GOURMET LIQUOR","1476 W 3RD ST, LOS ANGELES, CA 90017",34.0591511,-118.2641886,"Los Angeles County",2091.03,"06037209103"
"1012652","A & B MARKET","14760 E VALLEY BL, FONTANA, CA 92335",34.0704536,-117.4830585,"San Bernardino County",25.01,"06071002501"
"1025663","AM PM GAS STATION","14761 DEVONSHIR ST, MISSION HILLS, CA 91345",34.2575498,-118.4538695,"Los Angeles County",1096.01,"06037109601"
"686792","ASIAN FOOD MARKET","14770 LA PAZ DR #A, VICTORVILLE, CA 92395",34.5197404,-117.315098,"San Bernardino County",99.13,"06071009913"
"1015698","NOTT'S LIQUOR","14772 LAKESHORE DR, CLEARLAKE, CA 95422",38.9501493,-122.6357004,"Lake County",8.02,"06033000802"
"1028557","CHAMPION FOOD IRVINE","14775 JEFFREY RD #L, IRVINE, CA 92618",33.6887888,-117.7715341,"Orange County",525.05,"06059052505"
"1030399","YOUNG'S LIQUOR","14780 VALLEY BL, FONTANA, CA 92335",34.0712329,-117.482582,"San Bernardino County",25.01,"06071002501"
"1008598","LIQUOR PLUS","14788 BEACH BL, LA MIRADA, CA 90638",33.8966104,-117.9858925,"Los Angeles County",5038.01,"06037503801"
"1015574","MIKE'S CIGARETTE","1479 CRESTON RD, PASO ROBLES, CA 93446",35.616499,-120.6585797,"San Luis Obispo County",102.01,"06079010201"
"1021620","ONE STOP MARKET","1479 E 22ND ST, LOS ANGELES, CA 90011",34.0191017,-118.2481118,"Los Angeles County",2270.1,"06037227010"
"1037130","P & J MARKET","1479 E 22ND ST, LOS ANGELES, CA 90011",34.0191017,-118.2481118,"Los Angeles County",2270.1,"06037227010"
"1017924","CVS PHARMACY #9709","1479 FOOTHILL BLVD, LA VERNE, CA 91750",34.1176736,-117.7751018,"Los Angeles County",4016.01,"06037401601"
"1028912","GARDEN LIQUOR","1479 W WASHINGTON BLVD, LOS ANGELES, CA 90007",34.04028,-118.288616,"Los Angeles County",2211.2,"06037221120"
"1033598","STAR MARKET LIQUOR","14790 SEVENTH ST, VICTORVILLE, CA 92395",34.5194238,-117.3106576,"San Bernardino County",99.13,"06071009913"
"1015842","PACIFIC CHEVRON","14791 PACIFIC COAST HWY, SANTA MONICA, CA 90402",34.0275977,-118.5180012,"Los Angeles County",2628.02,"06037262802"
"1028884","SKY LIQUOR","14793 BEAR VALLEY RD, HESPERIA, CA 92345",34.4699821,-117.3409346,"San Bernardino County",100.1,"06071010010"
"1025559","SUNKO","14794 WASHINGTON AVE, SAN LEANDRO, CA 94578",37.6967839,-122.1390105,"Alameda County",4332,"06001433200"
"1020746","CHEVRON #2015","14796 LA PAZ, VICTORVILLE, CA 92392",34.5186275,-117.3144391,"San Bernardino County",99.13,"06071009913"
"677921","VALERO GAS FOOD","14798 WASHINGTON AV, SAN LEANDRO, CA 94578",37.6963072,-122.1390108,"Alameda County",4332,"06001433200"
"1031061","QUIK STOP #9107","148 HUGHES RD, GRASS VALLEY, CA 95945",39.2289068,-121.0536846,"Nevada County",5.01,"06057000501"
"1035604","CARNICERIA MI PUEBLITO","148 S OJAI ST, SANTA PAULA, CA 93060",34.3526782,-119.0584441,"Ventura County",6,"06111000600"
"1028900","LA CONVENIENCE","148 STONEWOOD ST # J9, DOWNEY, CA 90241",33.9368721,-118.1216776,"Los Angeles County",5510,"06037551000"
"1035114","LA CONVENIENCE","148 STONEWOOD ST # J9, DOWNEY, CA 90241",33.9368721,-118.1216776,"Los Angeles County",5510,"06037551000"
"1031581","SBC LIQUORS #7","148 W CALAVERAS BLVD, MILPITAS, CA 95035",37.4286308,-121.9098177,"Santa Clara County",5045.04,"06085504504"
"1014010","BROADWAY 76","1480 BROADWAY AVE, BURLINGAME, CA 94010",37.5845879,-122.3663676,"San Mateo County",6051,"06081605100"
"681373","KMART 7390","1480 CENTRAL AV, MCKINLEYVILLE, CA 95521",40.9323517,-124.1008806,"Humboldt County",105.01,"06023010501"
"1011582","R & R LIQUORS","1480 HALFORD AV, SANTA CLARA, CA 95051",37.3512514,-121.9994001,"Santa Clara County",5082.02,"06085508202"
"1031641","WEAVERVILLE MARKET","1480 MAIN ST, WEAVERVILLE, CA 96093",40.7229822,-122.9300909,"Trinity County",1.02,"06105000102"
"675732","RINCONADA LIQUORS","1480 POLLARD RD, LOS GATOS, CA 95032",37.2642954,-121.9830714,"Santa Clara County",5072.05,"06085507205"
"681497","UNO MART","1480 S GAREY AV #103, POMONA, CA 91766",34.0445791,-117.7491433,"Los Angeles County",4028.03,"06037402803"
"690257","PILOT #154","14808 WARREN ST, LOST HILLS, CA 93249",35.6157004,-119.6588127,"Kern County",45,"06029004500"
"633791","CARLSON FOOD MARKET","1481 CARLSON BL, RICHMOND, CA 94804",37.9114493,-122.3190681,"Contra Costa County",3820,"06013382000"
"1012851","WILLOWS TRAVEL PLAZA","1481 COUNTY ROAD  99W, WILLOWS, CA 95988",39.4938621,-122.1937404,"Glenn County",103,"06021010300"
"1029112","FIRST STOP LIQUOR","1481 PRICE ST, PISMO BEACH, CA 93449",35.1457287,-120.644585,"San Luis Obispo County",117.04,"06079011704"
"1030186","LOST HILLS TRAVEL CENTER / ARCO AM PM","14814 ALOMA ST STE A, LOST HILLS, CA 93249",35.615056,-119.65694,"Kern County",45,"06029004500"
"1006196","MK MARKET","14815 DEVONSHIRE ST, MISSION HILLS, CA 91345",34.2575283,-118.4549282,"Los Angeles County",1096.01,"06037109601"
"1021859","POP TOP MARKET & LIQUOR","14817 E 14TH ST, SAN LEANDRO, CA 94578",37.7082863,-122.1332533,"Alameda County",4331.02,"06001433102"
"683077","7-ELEVEN 2131-24070","1482 HILLTOP DR, CHULA VISTA, CA 91911",32.6003829,-117.0520495,"San Diego County",133.07,"06073013307"
"1031020","VALLARTA SUPERMARKET #46","1482 S BROADWAY, SANTA MARIA, CA 93454",34.9348253,-120.4345826,"Santa Barbara County",21.03,"06083002103"
"691430","YAS MARKET","14823 S VERMONT AVE, GARDENA, CA 90247",33.8966937,-118.2922402,"Los Angeles County",6030.01,"06037603001"
"1032127","CHEAPER CIGARETTES","14824 OLYMPIC DR, CLEARLAKE, CA 95422",38.9626788,-122.6336504,"Lake County",7.01,"06033000701"
"1026161","CVS PHARMACY #9565","14830 HIGHWAY 4, DISCOVERY BAY, CA 94514",37.8912884,-121.5002284,"San Joaquin County",39,"06077003900"
"465868","7-ELEVEN 2174-21044","14835 PIONEER BL, NORWALK, CA 90650",33.8951555,-118.0830386,"Los Angeles County",5528,"06037552800"
"1019457","EAST COTATI SHELL #115","1484 E COTATI, ROHNERT PARK, CA 94928",38.3355151,-122.685496,"Sonoma County",1513.11,"06097151311"
"1013890","LA HABRA TOBACCONIST","1484 W WHITTIER BL, LA HABRA, CA 90631",33.9389853,-117.9621493,"Orange County",11.03,"06059001103"
"1023486","USA WASHINGTON 112","1484 WASHINGTON AVE, EL CAJON, CA 92019",32.788056,-116.9278647,"San Diego County",156.01,"06073015601"
"1016847","SAFEWAY FUEL 10-1917","14840 HIGHWAY 4, DISCOVERY BAY, CA 94505",37.8907671,-121.6215024,"Contra Costa County",3040.05,"06013304005"
"693921","SAFEWAY 10-1917","14840 HIGHWAY 4, DISCOVERY BAY, CA 94514",37.889814,-121.622675,"Contra Costa County",3040.05,"06013304005"
"1036139","CALIFORNIA ALPS COFFEE HAUS","14841 HWY 89, MARKLEEVILLE, CA 96120",38.6950194,-119.7800704,"Alpine County",100,"06003010000"
"561842","EAGLE MARKET","14844 MAGNOLIA BL, SHERMAN OAKS, CA 91403",34.1644964,-118.4566198,"Los Angeles County",1289.1,"06037128910"
"1034577","89 CENTS PLUS STORE","1485 BROADWAY AVE, ATWATER, CA 95301",37.3484595,-120.6115563,"Merced County",7.01,"06047000701"
"1016764","CVS PHARMACY #9679","1485 E VALLEY BL, ALHAMBRA, CA 91801",34.0805831,-118.1088078,"Los Angeles County",4815,"06037481500"
"683064","7-ELEVEN 2131-21028","1485 OCOTILLO DR, EL CENTRO, CA 92243",32.7765938,-115.5691088,"Imperial County",117,"06025011700"
"1017214","CVS PHARMACY #8781","1485 S GAREY AVE, POMONA, CA 91766",34.0447003,-117.750244,"Los Angeles County",4025.02,"06037402502"
"685284","RAFI'S CHEVRON #2","14850 BURBANK BL, VAN NUYS, CA 91411",34.1717681,-118.4570802,"Los Angeles County",1288.02,"06037128802"
"1028879","DEUCES WILD SMOKE SHOP","14851 VICTORY BLVD SUITE D, VAN NUYS, CA 91411",34.186982,-118.4570893,"Los Angeles County",1278.06,"06037127806"
"1020115","VALERO GAS","14856 MAGNOLIA BL, SHERMAN OAKS, CA 91403",34.1645705,-118.4571332,"Los Angeles County",1289.1,"06037128910"
"1019525","USA DONUTS","14861 SHERMAN WAY, VAN NUYS, CA 91405",34.2015923,-118.459445,"Los Angeles County",1272.1,"06037127210"
"1022220","CIRCLE K 9457","14863 POMERADO RD, POWAY, CA 92064",32.9818425,-117.0619439,"San Diego County",170.4,"06073017040"
"1031183","WALMART #5661","14865 TELEGRAPH RD, LA MIRADA, CA 90638",33.9186876,-118.013424,"Los Angeles County",5036.01,"06037503601"
"1025907","CVS PHARMACY #414","14869 E 14TH ST, SAN LEANDRO, CA 94578",37.7061085,-122.1312819,"Alameda County",4331.02,"06001433102"
"1032309","CIGAR LOFT","14870 HIGHWAY 4 SUITE B, DISCOVERY BAY, CA 94505",37.8912753,-121.5006837,"San Joaquin County",39,"06077003900"
"1013751","TROPICANA LIQUORS","14875 MAIN ST #101, HESPERIA, CA 92345",34.4264371,-117.3389836,"San Bernardino County",100.18,"06071010018"
"1028639","UNITED OIL #31","1488 6TH ST, NORCO, CA 92860",33.9380001,-117.5537659,"Riverside County",407.02,"06065040702"
"1011849","MADERA GAS & FOOD","1488 S MADERA AV, MADERA, CA 93637",36.9387995,-120.0565904,"Madera County",5.02,"06039000502"
"1020863","SELAM MINI GROCERY","14880 E 14TH ST, SAN LEANDRO, CA 94578",37.7069555,-122.1303882,"Alameda County",4331.03,"06001433103"
"1036773","2GO TESORO / NMSO #58357","14880 E 14TH ST, SAN LEANDRO, CA 94578",37.7069555,-122.1303882,"Alameda County",4331.03,"06001433103"
"690223","SAND CANYON SERVICE STATION","14886 SAND CANYON AVE, IRVINE, CA 92618",33.6767552,-117.75859,"Orange County",525.18,"06059052518"
"1034358","SAFEWAY 05-2150","1489 BIRD AVE, SAN JOSE, CA 95125",37.3061838,-121.8911433,"Santa Clara County",5024,"06085502400"
"1016295","MICHAEL'S LIQUOR & MARKET","14890 EL EVADO RD #105/106, VICTORVILLE, CA 92394",34.5208422,-117.3473949,"San Bernardino County",99.04,"06071009904"
"1026013","SONORA ARCO AM PM #83371","14895 MONO WAY STE B, SONORA, CA 95370",37.9771419,-120.3165329,"Tuolumne County",41,"06109004100"
"1028823","ALMA'S LIQUOR & GROCERY","148C W ALMA AVE, SAN JOSE, CA 95110",37.3142639,-121.8764532,"Santa Clara County",5031.21,"06085503121"
"1013670","98 CENTS & MORE","149 E CHAPMAN AVE, PLACENTIA, CA 92870",33.8723579,-117.869608,"Orange County",117.12,"06059011712"
"1004844","MINUTE SHOP MARKET &  LIQUOR","149 LOMAS SANTA FE DR, SOLANA BEACH, CA 92075",32.992055,-117.2693411,"San Diego County",173.04,"06073017304"
"1035354","INTERNATIONAL TOBACCO","149 W AMERIGE AVE, FULLERTON, CA 92832",33.8715338,-117.9263725,"Orange County",113,"06059011300"
"1034065","CALIFORNIA MARKET","1490 E MAIN ST, WOODLAND, CA 95776",38.6761404,-121.7522583,"Yolo County",111.03,"06113011103"
"681700","GILL'S MARKET","1490 GRAND AV, ARROYO GRANDE, CA 93420",35.1212353,-120.6063231,"San Luis Obispo County",119.02,"06079011902"
"688550","CHEVRON #1753","1490 S PARK VICTORIA DR, MILPITAS, CA 95035",37.4165944,-121.8747751,"Santa Clara County",5044.16,"06085504416"
"323611","7-ELEVEN 2112-25959","1490 S SAN JACINTO AVE, SAN JACINTO, CA 92583",33.7735273,-116.9592926,"Riverside County",435.08,"06065043508"
"628180","ALMOND TREE RESTAURANT/LOUNGE","1490 SYCAMORE AV, ATWATER, CA 95301",37.3453864,-120.6132562,"Merced County",6.01,"06047000601"
"693254","VISA CONVENIENT MARKET","14900 BURBANK BL #105, VAN NUYS, CA 91411",34.1719306,-118.4578068,"Los Angeles County",1288.02,"06037128802"
"671818","CAMBRIAN BOWL","14900 CAMDEN AV, SAN JOSE, CA 95124",37.2604092,-121.9319854,"Santa Clara County",5027.02,"06085502702"
"1022456","DALES LIQUOR MARKET","14900 VICTORY BL, VAN NUYS, CA 91411",34.1862674,-118.4578273,"Los Angeles County",1283.02,"06037128302"
"1008927","G & M OIL #32","14902 BEACH BLVD, WESTMINSTER, CA 92683",33.7461666,-117.9892282,"Orange County",997.01,"06059099701"
"1009064","RAFIS 76","14903 BURBANK BL, VAN NUYS, CA 91411",34.1723003,-118.4578383,"Los Angeles County",1284,"06037128400"
"681329","ARCO AM/PM","14903 VICTORY BL, VAN NUYS, CA 91411",34.186974,-118.4578246,"Los Angeles County",1278.06,"06037127806"
"135444","CIRCLE K 0489","14906 VALLEY BL, FONTANA, CA 92335",34.0705971,-117.4796048,"San Bernardino County",25.01,"06071002501"
"1031891","BERNIE'S LIQUOR","1491 BROADWAY AV, ATWATER, CA 95301",37.3485182,-120.6116502,"Merced County",7.01,"06047000701"
"1031329","MY GOODS MARKET #5451","1491 E MONTE VISTA AV, VACAVILLE, CA 95688",38.3638523,-121.9676888,"Solano County",2532.05,"06095253205"
"1033975","G & M OIL #200","1491 E MONTE VISTA AV, VACAVILLE, CA 95688",38.3638523,-121.9676888,"Solano County",2532.05,"06095253205"
"260357","CAL MART","1491 LINCOLN AV, CALISTOGA, CA 94515",38.5802711,-122.5788262,"Napa County",2020,"06055202000"
"1019437","JERRY'S MARKET","1491 S MAIN ST, MILPITAS, CA 95035",37.4093629,-121.9028615,"Santa Clara County",5045.05,"06085504505"
